en,pt,tr,es,title,speaker,duration,tags
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											And then one day
											I was talking to somebody
											and he was telling me
about this robbery that we could do.
											And we did it.
									","
											E assim um dia
											estava a falar com alguém
											e ele falou-me de um assalto
que podíamos fazer.
											E fizemo-lo.
									","
											Bir gün bir adamla konuşuyordum.
											Bana, yapabileceğimiz
											büyük bir soygun hakkında
bir şeyler anlattı.
											Soygunu yaptık.
									","
											Y luego, un día, estaba
hablando con alguien
											y me estaba contando detalles
de este robo que podríamos hacer.
											Y lo hicimos.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											The reality was that I was growing up
											in the strongest
financial nation in the world,
											the United States of America,
											while I watched my mother
stand in line at a blood bank
											to sell her blood for 40 dollars
just to try to feed her kids.
											She still has the needle marks
on her arms to day to show for that.
									","
											Na verdade, eu estava a crescer
											na nação financeira
mais forte do mundo,
											nos Estados Unidos da América,
											enquanto observava a minha mãe
numa fila para dar sangue
											para o vender por 40 dólares
só para dar de comer aos seus filhos.
											Ela ainda tem as marcas das agulhas
nos seus braços até hoje.
									","
											Gerçek şuydu ki,
											dünyanın finans devi olan
ABD'de yaşıyordum.
											Fakat aynı zamanda,

											annemin 40 dolar karşılığında kanını
satıp çocuklarını besleyebilmek için
											kan bankası önünde sıra
beklediğini de izledim.
											Annemin kollarında hâlâ
o iğne izleri duruyor.
									","
											La realidad era que yo crecí
											en la nación más poderosa
económicamente del mundo,
											los EE.UU.,
											a la vez que veía a mi madre
en fila de un banco de sangre
											vendiendo la suya por 40 dólares
solo para poder alimentar a sus hijos.
											Todavía tiene las marcas de aguja
en los brazos hoy como prueba.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											So I never cared about my community.
											They didn't care about my life.
											Everybody there was doing what they
were doing to take what they wanted,
											the drug dealers,
the robbers, the blood bank.
											Everybody was taking blood money.
											So I got mine by any means necessary.
											I got mine.
											Financial literacy
really did rule the world,
											and I was a child slave to it
											following the bad guy.
									","
											Então nunca quis saber
da comunidade.
											Eles não se importavam comigo.
											Todos faziam o que faziam
para conseguir o que queriam,
											traficantes, assaltantes, 
o banco de sangue.
											Todos faziam dinheiro
com sangue.
											E eu consegui o meu
ao custo necessário.
											Eu consegui o meu.
											O alfabetismo financeiro
rege mesmo o mundo,
											e eu era uma criança,
era seu escravo,
											seguindo o bandido.
									","
											Bu yüzden hiç toplumu umursamadım.
											Onlar da beni önemsemediler.
											Herkes istediğini almak için yaptığı
şeyi yapmaya devam ediyordu,
											uyuşturucu satıcıları,
hırsızlar, kan bankası.
											Herkes kanlı para alıyordu.
											Ben de benimkini bir şekilde aldım.
											Aldım.
											Finansal okuryazarlık,
gerçekten dünyayı yönetiyordu.
											Bende kötü adamın yolundan giden
											bir çocuk köleydim.
									","
											Así que nunca me importó mi comunidad.
A ellos tampoco les importaba mi vida.
											Todo el mundo hacía lo que hacía
para tomar lo que quería:
											los traficantes de drogas,
los ladrones, el banco de sangre.
											Todo el mundo estaba manchado.
											Así que conseguí el mío
como sea. Yo también.
											Tener conocimientos financieros
realmente gobernaba el mundo,
											y yo era su hijo esclavo
siguiendo al malo.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											At 17 years old, I was arrested
for robbery and murder
											and I soon learned that finances in prison
rule more than they did on the streets,
											so I wanted in.
											One day, I rushed to grab
the sports page of the newspaper
											so my cellie could read it to me,
											and I accidentally
picked up the business section.
											And this old man said,
""Hey youngster, you pick stocks?""
											And I said, ""What's that?""
											He said, ""That's the place
where white folks keep all their money.""
									","
											Aos 17 anos, fui preso
por assalto e homicídio
											e cedo aprendi que as finanças na prisão
ainda mandam mais que nas ruas,
											então quis a minha parte.
											Um dia, apressei-me a agarrar
na página de desporto do jornal
											para o meu companheiro de cela ma ler,
											e, por engano, apanhei
a secção de negócios.
											Aquele velhote disse:
""Ei jovem, jogas na bolsa?""
											Eu disse: ""O que é isso?""
											E ele: ""É o sítio onde os brancos
têm o dinheiro todo.""
									","
											17 yaşımda soygun
ve cinayetten tutuklandım.
											Bir süre sonra öğrendim ki finans,
hapishanede sokaktakinden
											daha fazla söz sahibiymiş.
Bende bunun içinde olmak istedim.
											Bir gün hücre arkadaşım bana okusun diye
											gazetenin spor sayfasını
almak için koşturdum.
											Ve kazara işle ilgili bölümü açtım.
											Yaşlı adam: ""Hey delikanlı,
hisse senedi mi seçiyorsun?"" dedi.
											""O ne ki?"" dedim.
											""Beyazların paralarını tuttuğu yer."" dedi.
									","
											A los 17 años, me arrestaron
por robo y asesinato
											y pronto aprendí que las finanzas
mandan más en la cárcel que en las calles,
											y quería aprenderlas.
											Un día, me hice con la página
de deportes de un periódico
											para que mi compañero de celda
me leyera, pero era sección de negocios.
											Y este anciano me dijo,
""Oye jovencito, te interesa la bolsa?""
											Y dije, ""¿Qué es eso?""
											Dijo: ""Ese es el lugar donde los blancos
guardan todo su dinero"".
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											And it was the first time
that I saw a glimpse of hope,
											a future.
											He gave me this brief description
of what stocks were,
											but it was just a glimpse.
											I mean, how was I supposed to do it?
											I couldn't read, write or spell.
											The skills that I had developed
to hide my illiteracy
											no longer worked in this environment.
											I was trapped in a cage,
prey among predators,
											fighting for freedom I never had.
											I was lost, tired,
											and I was out of options.
									","
											Foi a primeira vez
que eu tive um sinal de esperança,
											de futuro.
											Deu-me uma breve descrição
do que eram ações,
											mas foi só um vislumbre.
											Como é que eu ia fazer isso?
											Não sabia ler, nem escrever.
											As capacidades adquiridas
para esconder a minha iliteracia
											já não funcionavam neste ambiente.
											Estava preso numa gaiola,
presa entre predadores,
											a lutar por uma liberdade que nunca tive.
											Estava perdido, cansado,
											e não tinha mais opções.
									","
											O an, ilk kez küçük bir
umut görür gibi oldum,
											bir gelecek.
											Bana hisse senedi hakkında bir özet geçti.
											Ama sadece küçücük bir umut kırıntısıydı.
											Yani, nasıl yapabilirdim ki?
											Okuyamıyor, yazamıyor, heceleyemiyordum.
											Cahilliğimi gizlemek için
geliştirdiğim yetenekler
											bu alanda iş görmüyordu.
											Bir kafesin içinde kapana kısılmıştım.
Yırtıcıların içinde bir avdım.

											Hiç olmayan özgürlüğüm için savaşıyordum.
											Kaybolmuştum, yorgundum
											ve seçeneğim kalmamıştı.
									","
											Y fue la primera vez que vi
un rayo de esperanza, un futuro.
											Me describió brevemente
qué eran las acciones,
											pero solo una introducción.
											Quiero decir, ¿cómo iba a hacerlo?
											No sabía leer, escribir ni deletrear.
											Mis estrategias desarrolladas
para ocultar mi analfabetismo
											ya no funcionaban en este entorno.
											Estaba atrapado en una jaula,
presa entre depredadores,
											luchando por la libertad que nunca tuve.
											Estaba perdido, cansado
y no me quedaban opciones.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											So at 20 years old,
											I did the hardest thing
I'd ever done in my life.
											I picked up a book,
											and it was the most agonizing
time of my life,
											trying to learn how to read,
											the ostracizing from my family,
											the homeys.
											It was rough, man.
											It was a struggle.
											But little did I know
											I was receiving the greatest gifts
I had ever dreamed of:
											self-worth,
											knowledge, discipline.
											I was so excited to be reading that I read
everything I could get my hands on:
											candy wrappers, clothing logos,
street signs, everything.
											I was just reading stuff!
									","
											Então aos 20 anos,
											fiz a coisa mais difícil 
que alguma vez fiz na vida.
											Peguei num livro,
											e foi o tempo mais agonizante
da minha vida,
											tentar aprender a ler,
											o ostracizar da minha família,
											dos meus companheiros.
											Foi duro.
											Foi uma batalha.
											Mas o que eu não sabia
											era que estava a receber 
os melhores presentes que jamais sonhara:
											amor próprio,
											conhecimento, disciplina.
											Estava tão excitado por saber ler
que lia tudo o que apanhava:
											papéis de rebuçado, etiquetas da roupa,
sinais rodoviários, tudo.
											Eu sabia ler tudo!
									","
											Böylece, 20 yaşımdayken
											hayatım boyunca yaptığım
en zor şeyi yaptım.
											Bir kitap aldım,
											ailemden ve arkadaşlarımdan
											uzaklaştırılmış bir şekilde
											okuma öğrenmek
											hayatımın en sancılı süreciydi.
											Çok zordu adamım.
											Tam bir mücadeleydi.
											Fakat bilmediğim bir şey vardı ki
											her zaman hayalini kurduğum 
muhteşem hediyeleri alıyordum:
											Kendime saygı duymak,
											bilgi, disiplin.
											Elime aldığım herhangi bir şeyi
okuyabileceğim için çok heyecanlıydım:
											Şeker kapları, kıyafet logoları,
sokak tabelaları, her şey.
											Her şeyi okuyabiliyordum!
									","
											Así que a los 20 años, hice
la cosa más difícil de toda mi vida:
											tomé un libro,
											Y fue la tortura más grande de mi vida,
esto de tratar de aprender y leer,
											rechazado por mi familia, mis colegas.
											Fue duro.
											Una lucha.
											Aún no sabía que estaba recibiendo el
mayor regalo con que jamás había soñado:
											autoestima,
											conocimiento, disciplina.
											Estaba tan entusiasmado con poder leer
que leía todo lo que me caía en las manos:
											envolturas de caramelos, etiquetas
de ropa, placas de calle, todo.
											¡Simplemente leía todo!
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											Just reading stuff.
											I was so excited to know how to read
and know how to spell.
											The homey came up, said,
""Man, what you eating?""
											I said, ""C-A-N-D-Y, candy.""
									","
											Lia tudo!
											Estava mesmo excitado por saber ler
por saber soletrar.
											Aparecia um amigo que dizia:
""O que estás a comer?""
											Eu dizia: ""D-O-C-E, doce.""
									","
											Bir şeyleri okuyabiliyordum.
											Okuyabildiğim, heceleyebildiğim
için çok heyecanlıydım.
											Biri gelip: ""Adamım, ne yiyorsun?"" dedi:
											""Ş-E-K-E-R, şeker."" dedim.
									","
											Leía cualquier cosa.
											Estaba tan emocionado
con poder leer y saber deletrear
											que al amigo que se me acercó
preguntándome: ""¿Qué estás comiendo, tío?""
											le dije: ""C-A-R-A-M-E-L-O, un caramelo"".
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											He said, ""Let me get some.""
I said, ""N-O. No.""
									","
											Ele dizia: ""Dá-me um.""
Eu dizia: ""N-Ã-O. Não.""
									","
											""Biraz bana da versene."" dedi.
""H-A-Y-I-R, hayır."" dedim.
									","
											Me dijo, ""Dame algunos"".
Yo dije, ""N-O. No"".
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											It was awesome.
											I mean, I can actually now
for the first time in my life read.
											The feeling that I got
from it was amazing.
									","
											Era um espetáculo.
											Agora, pela primeira vez na vida,
posso realmente ler.
											O que eu sentia com isso
era maravilhoso.
									","
											Bu müthiş bir şeydi.
											Yani, hayatımda ilk kez
gerçekten okuyabiliyordum.
											Bunun bana hissettirdikleri harikaydı.
									","
											Fue increíble.
											Quiero decir, por primera vez
en mi vida pude leer.
											Lo que sentí fue mágico.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											And then at 22, feeling myself,
											feeling confident,
											I remembered what the OG told me.
											So I picked up the business section
of the newspaper.
											I wanted to find these rich white folks.
									","
											E depois aos 22, sentindo-me seguro,
											sentindo-me confiante,
											lembrei-me do que o velhote me dissera.
											Então agarrei na secção
de negócios do jornal.
											Queria encontrar esses brancos ricos.
									","
											22 yaşında, kendimi,
kendime duyduğum güveni
											hissedebiliyordum
											ve yaşlı adamın söylediğini hatırladım.
											Bu sefer gittim ve gazetenin
iş bölümünü aldım.
											Şu zengin beyazları bulmak istiyordum.
									","
											Y entonces a los 22,
sintiéndome seguro de mí mismo
											me acordé de lo que me dijo el viejo OG.
											Así que me puse a leer la sección
de economía del periódico.
											Quería encontrar a estos blancos ricos.
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
"
","
","
","
",How I learned to read — and trade stocks — in prison,"Curtis ""Wall Street"" Carroll",11:03,"prison,criminal justice,finance,TEDx,teaching,business,capitalism,economics,communication,investment,goal-setting,motivation,society,potential,justice system"
