en,es,pt,fr,tr,title,speaker,duration,tags
"
											And I said, ""Yeah.
											Like, gas poisoning?""
									","
											Dije: ""Sí.
											¿Parecida a la intoxicación por gas?""
									","
											E eu disse: ""Já.
											""Tipo, um envenenamento por gás?""
									","
											J'ai répondu : « Oui,
											c'est de l'empoisonnement par gaz. »
									","
											""Evet. Gaz zehirlenmesi gibi mi?"" dedim.
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											Carbon monoxide poisoning
is when you have a gas leak
											leaking into your home.
											I looked it up, and the symptoms
of carbon monoxide poisoning
											include a pressure on your chest,
											auditory hallucinations — whoosh —
											and an unexplained feeling of dread.
											So that night, I called the gas company.
											I said, ""I have an emergency.
I need you to come out.
											I don't want to get into the story now,
but I need you to come out.""
									","
											La intoxicación por monóxido 
es cuando tienes una fuga de gas
											en tu casa.
											Busqué información y los síntomas
de la intoxicación por monóxido
											incluyen una presión en el pecho,
											alucinaciones auditivas — zumbidos —
											y un inexplicable sentimiento de terror.
											Esa noche llamé a la compañía de gas.
											Y les dije, ""Tengo una emergencia. 
Necesito que vengan.
											No quiero darles los detalles ahora,
necesito que vengan"".
									","
											O envenenamento por CO ocorre 
quando há uma fuga de gás em casa.
											Investiguei, e os sintomas de 
envenenamento por monóxido de carbono
											incluem uma pressão no peito,
											alucinações auditivas — uush —
											e uma sensação inexplicável de medo.
											Naquela noite, liguei para
a companhia de gás e disse:
											""Tenho uma emergência. 
Preciso que venham cá.
											""Não quero entrar em pormenores agora, 
mas preciso que venham cá"".
									","
											L'empoisonnement au monoxyde
de carbone survient
											quand il y a une fuite de gaz.
											J'ai vérifié et les symptômes
d'empoisonnement au monoxyde de carbone
											incluent le poids sur la poitrine,
											des hallucinations auditives,
les souffles,
											et un sentiment inexplicable de peur.
											Le soir même, j'ai appelé
la compagnie de gaz
											en leur demandant de venir en urgence.
											Je ne voulais pas leur expliquer
maintenant mais ils devaient venir.
									","
											Karbonmonoksit zehirlenmesi,
evinizde bir gaz kaçağı varsa gerçekleşir.
											Araştırdım ve karbonmonoksit
zehirlenmesinin semptomları arasında
											göğsünüzde bir baskı,
											duyumsal sanrılar — vınn —
											ve tanımlanamaz bir korku hissi vardı.
											O gece gaz şirketini aradım.
											Dedim ki, ""Acil bir durum
var. Gelmeniz lazım.
											Uzun uzun anlatmak
istemiyorum ama gelmeniz lazım.""
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											(Laughter)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gülüşmeler)
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											They came out. I said,
""I suspect a gas leak.""
											They brought their carbon
monoxide detector,
											and the man said,
											""It's a really good thing
that you called us tonight,
											because you could have been
dead very soon.""
									","
											Vinieron y les dije: ""Sospecho 
que tengo una fuga de gas"".
											Trajeron su detector 
de monóxido de carbono,
											y el hombre dijo:
											""Qué bueno que nos llamó esta noche,
											porque pudo haber muerto
en cualquier momento"".
									","
											Eles vieram. e eu disse:
""Suspeito de uma fuga de gás"".
											Eles trouxeram um detetor
de monóxido de carbono
											e o homem disse:
											""Foi bom ter-nos
chamado esta noite,
											""porque você podia ter 
morrido muito em breve"".
									","
											A leur arrivée, je leur ai dit
que je craignais une fuite de gaz.
											Ils ont sorti leur détecteur
de monoxyde de carbone
											et un des types m'a dit ceci :
											« Heureusement que vous nous
avez appelés ce soir
											car vous auriez pu mourir rapidement. »
									","
											Geldiler. Dedim ki,
""Sanırım bir gaz kaçağı var.""
											Karbonmonoksit detektörünü
getirdiler ve adam da dedi ki,
											""Bizi bu gece aramanız çok iyi oldu,
											çünkü yakında ölmüş olabilirdiniz.""
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											Thirty-seven percent of Americans
believe in haunted houses,
											and I wonder how many of them
have been in one
											and how many of them have been in danger.
									","
											El 37 % de los estadounidenses 
creen en casas embrujadas,
											me pregunto cuántos de ellos
habrán estado en una
											y cuántos de ellos habrán estado 
en peligro.
									","
											37% dos americanos 
acreditam em casas assombradas
											e pergunto quantos deles 
estiveram numa
											e quantos deles estiveram em perigo.
									","
											37% des Américains croient
aux maisons hantées
											mais je me demande combien d'entre eux
											ont vécu dans une,
et combien d'entre eux ont été en danger.
									","
											Amerikalıların yüzde 37'si perili
evlere inanır ve ben kaçının
											öyle bir evde yaşadığını ve kaçının
tehlike atlattığını merak ediyorum.
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											So that haunting story
has led me to my job.
											I'm an investigator, and I'm
an investigator in two senses:
											I'm an investigative journalist,
											and I'm also an investigator
of the claims of the paranormal
											and claims of the spiritual.
											And that means a few things.
											Sometimes that means that I'm pretending
to need an exorcism
											so I can get — yes, that's right! —
so I can go to an exorcist
											and see if he's using gimmicks
or psychological tricks
											to try to convince someone
that they're possessed.
											Sometimes that means
I'm going undercover in a fringe group
											which I report on
for a podcast that I co-host.
											And I've done over 70 investigations
like this with my co-host, Ross.
											I would love to tell you
that nine times out of 10, science wins,
											saves the day, it's all explained.
											That's not true.
											The truth is, 10 times out of 10,
science wins, it saves the day.
									","
											Esa historia de terror
me ha llevado a mi trabajo.
											Soy investigadora en dos sentidos:
											Soy periodista investigadora,
											y también soy investigadora 
de lo paranormal
											y de lo espiritual.
											Eso significa varias cosas.
											A veces significa que finjo 
necesitar un exorcismo
											para que digan — ¡sí, correcto! —
y voy a lo de un exorcista
											para ver si este usa artilugios
o trucos psicológicos
											para convencer a alguien
de que está poseído.
											A veces significa que voy encubierta
a algún grupo marginal
											e informo para una emisión multimedia
donde soy co-anfitriona.
											He hecho más de 70 investigaciones 
como estas con mi co-anfitrión, Ross.
											Y me complacería decirles
que en 9 de 10, la ciencia gana,
											salva el día, todo se explica.
											Pero no es cierto.
											La verdad es que 10 de 10 veces
la ciencia gana, salva el día.
									","
											Esta história de assombração
levou-me à minha profissão.
											Eu sou investigadora
e investigo em dois sentidos:
											Sou jornalista de investigação
											e também sou investigadora 
de afirmações paranormais
											e de afirmações espirituais.
											Isso significa uma série de coisas.
											Às vezes, significa que eu finjo
precisar de um exorcista
											— sim, isso mesmo! —
para poder ir a um exorcista
											e ver se ele está a usar artifícios
ou truques psicológicos
											para tentar convencer alguém 
que está possuído.
											Às vezes, significa que eu entre
disfarçada num grupo marginal
											que denuncio 
num podcast que eu apresento.
											Já fiz mais de 70 investigações sobre isto 
com o meu coanfitrião, Ross.
											Gostaria de dizer que
nove vezes em 10, a ciência ganha,
											salva o dia, fica tudo explicado.
											Mas não é verdade.
											A verdade é, que 10 vezes em cada 10, 
a vitória é da ciência, e salva o dia.
									","
											Cette histoire de maison hantée
est à la source de mon travail.
											Je suis enquêteur,
et je le suis dans deux sens :
											je suis journaliste d'investigation,
											et j'enquête aussi sur les allégations
de paranormal et de spiritualité.
											Cela signifie plusieurs choses.
											Parfois, je prétends
avoir besoin d'un exorcisme
											pour pouvoir - oui, vraiment -
pour pouvoir aller voir un exorciste
											et vérifier s'il a recours à des artifices
ou des stratagèmes psychologiques
											pour tenter de convaincre
quelqu'un qu'il est possédé.
											D'autres fois, je m'infiltre
dans des groupes marginaux
											pour les commenter dans un podcast
dont je suis co-auteur.
											Avec mon alter ego de podcast, Ross,
nous avons réalisé plus de 70 enquêtes.
											J'aurais aimé pouvoir dire que la science
sort gagnante dans 90% des cas.
											Mais ce n'est pas le cas.
											La vérité est que dans 100% des cas,
la science gagne et sauve la vie.
									","
											Bu hayalet hikâyesi de
işime başlamamı sağladı.
											Ben bir araştırmacıyım
ve iki anlamda araştırmacıyım:
											Hem araştırmacı gazeteciyim,
											hem de paranormal
ve ruhsal olayları araştırıyorum.
											Bu birkaç anlama geliyor.
											Bu bazen bir şeytan çıkarmaya
ihtiyacım varmış gibi davrandığım
											anlamına geliyor - evet doğru! -
böylece bu işi yapan birisine gidebilir
											ve insanları deli olduğuna inandırmak
için numara yapıp yapmadığını
											veya psikolojik oyunlar oynayıp
oynamadığını görebilirdim.
											Bu bazen, sunduğum
bir yayında bahsedebileceğim
											bir destekçi grubuna
gizlice girdiğim anlamına geliyor.
											Ve ortağım Ross ile birlikte,
bunun gibi 70 araştırma yaptım.
											Size 10'a 9 skorla bilimin
kazandığını, günü kurtardığını,
											açıkladığını söylemek isterdim.
											Ama bu doğru değil.
											Gerçek şu ki, bilim 10'da 10
kazanıyor, günü kurtarıyor.
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
											And that doesn't mean
there's no such thing as a mystery.
											Of course there are mysteries,
but a mystery is a mystery.
											It is not a ghost.
									","
											Y eso no significa que 
no existe el misterio.
											Claro que hay misterios, 
pero el misterio es un misterio.
											No es un espíritu.
									","
											Isto não significa que
não há coisas misteriosas.
											É claro que há mistérios, 
mas um mistério é um mistério.
											Não é um espírito.
									","
											Cela ne signifie pas
que le mystère n'existe pas.
											Naturellement, il y a des mystères.
Mais un mystère est un mystère.
											Ce n'est pas un fantôme.
									","
											Bu ise, gizem diye bir şey
olmadığı anlamına gelmiyor.
											Elbette gizemler vardır,
fakat gizem yalnızca bir gizemdir.
											Bir hayalet değildir.
									",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
"
","
","
","
","
",A scientific approach to the paranormal,Carrie Poppy,12:58,"death,science,curiosity,fear,health,society,mind,sound,storytelling"
