en,tr,es,fr,de,title,speaker,duration,tags
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Audience) Yes.
									","
											(Seyirciler) Evet.
									","
											Público: Sí.
									","
											Public : Oui.
									","
											Publikum: Ja!
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											All right. Nobody believes me,
so ... better to show.
									","
											Tamam, kimse bana inanmıyor,
yani en iyisi göstermek.
									","
											Todo bien. Nadie me cree, 
entonces mejor mostrarlo.
									","
											D'accord. Personne ne me croit,
alors.. vaut mieux le montrer.
									","
											Okay. Keiner glaubt es mir ...
also zeige ich es besser.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											This is our distribution center,
											which is about 20 kilometers
outside of Kigali.
											This actually used to be a cornfield
nine months ago,
											and with the Rwandan government,
											we leveled it and built this center
in a couple weeks.
											So when a patient is having an emergency,
											a doctor or a nurse at that hospital
can send us a WhatsApp,
											telling us what they need.
											And then our team will immediately
spring into action.
											We pull the blood from our stock,
											which is delivered from the National
Center for Blood Transfusion;
											we scan the blood into our system
											so the Ministry of Health
knows where the blood is going;
											and then we'll basically
pack it into a Zip,
											which is what we call
these little autonomous airplanes
											that run on batteries.
											And then once that Zip is ready to go,
											we accelerate it from zero
to 100 kilometers an hour
											in about half of a second.
									","
											Burası bizim dağıtım merkezimiz,
											Kigali'nin yaklaşık 20 kilometre uzağında.
											Burası 9 ay önce mısır tarlası olarak 
kullanılıyordu
											ve Ruanda hükumeti ile birlikte
											orayı düzledik ve birkaç hafta içerisinde
bu merkezi inşa ettik.

											Hastaların acil bir durumu olduğunda,
											hastanedeki doktor veya hemşire bize
WhatsApp ile mesaj atıyor,
											neye ihtiyacı olduğunu bize iletiyor.
											Ardından takımımız
acilen hareket geçiyor.
											Ulusal Kan Bankası tarafından 
teslim edilmiş olan kanı
											depolarımızdan çekiyoruz,
											bu kanı sistemimize kayıt ediyoruz,
											bu şekilde Sağlık Bakanlığı
kanın nereye gittiğini biliyor
											ve ardından temel olarak
Zip olarak adlandırdığımız
											batarya ile çalışan otonom 
hava araçlarının
											içine koyuyoruz.
											Ardından Zip gitmeye hazır olduğunda
											yakalaşık yarım saniye içinde
											onu 0'dan 100 km/s'ye hızlandırıyoruz.
									","
											Este es nuestro centro de distribución,
											que está a unos 20 km de Kigali.
											Esto solía ser un campo de maíz 
hace nueve meses,
											y con el gobierno de Ruanda,
											lo nivelamos y construimos 
este centro en un par de semanas.
											Así, cuando un paciente 
tiene una emergencia,
											un médico o una enfermera 
en ese hospital envía un WhatsApp,
											diciéndonos lo que necesitan.
											Y luego nuestro equipo 
inmediatamente entrará en acción.
											Extraemos la sangre 
de nuestro inventario,
											que se entrega desde el 
Centro Nacional de Transfusión de Sangre;
											escaneamos la sangre en nuestro sistema
											para que el Ministerio de Salud 
sepa a dónde va la sangre;
											y luego, básicamente, 
lo empacamos en un zip,
											que así llamamos 
a estos pequeños aviones autónomos
											que funcionan con baterías.
											Luego, una vez que el zip 
está listo para salir,
											lo aceleramos de 0 a 100 km por hora
											en aproximadamente medio segundo.
									","
											Ceci est notre centre de distribution
											qui se trouve à environ
20 kilomètres de Kigali.
											C'était en fait un champ de maïs
il y a neuf mois,
											et avec le gouvernement rwandais,
											nous avons construit ce centre
en quelques semaines.
											Alors, lorsqu'un patient est
en situation d'urgence,
											un médecin ou une infirmière de
cet hôpital peut nous envoyer un WhatsApp
											nous indiquant ce dont il a besoin.
											Et puis notre équipe va immédiatement
entrer en action.
											Nous prenons de notre stock le sang
											qui est livré par le Centre
National de transfusion sanguine ;
											nous scannons le sang sur le système
											afin que le ministère de la Santé
sache la destination du sang ;
											et ensuite nous allons
l'emballer dans un Zip,
											ce que nous appelons ces
avions autonomes fonctionnant
											avec des batteries.
											Et une fois que ce Zip est prêt à partir,
											on l'accélère de zéro
à 100 kilomètres à l'heure
											en une demi-seconde environ.
									","
											Das ist unser Distributionszentrum,
											das etwa 20 Kilometer
ausserhalb von Kigali liegt.
											Vor neun Monaten
war das hier noch ein Kornfeld,
											aber mit Hilfe der ruandischen
Regierung haben wir es eingeebnet
											und in wenigen Wochen
das Zentrum errichtet.
											Wenn ein Patient jetzt einen Notfall hat,
											schicken die Ärzte oder Schwestern
im Krankenhaus uns eine WhatsApp
											und sagen uns, was sie brauchen.
											Dann wird unser Team sofort aktiv.
											Wir nehmen das Blut aus unserem Vorrat,
											der vom nationalen Zentrum
für Bluttransfusionen geliefert wird;
											wir scannen das Blut in unser System,
											damit das Gesundheitsministerium weiß,
wohin das Blut geliefert wird;
											und dann packen wir es in ein Zip.
											So nennen wir diese kleinen
autonomen Flugzeuge,
											die batteriebetrieben sind.
											Sobald das Zip abflugbereit ist,
											beschleunigen wir es von null auf 100 km/h
											in etwa einer halben Sekunde.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Audience) Whoa!
									","
											(Seyirciler) Whoa!
									","
											Público: ¡Guau!
									","
											Public : Waouh !
									","
											Publikum: Wow!
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											And from the moment it leaves
the end of the launcher,
											it's completely autonomous.
									","
											Ve fırlatıcıyı terk etmesinden itibaren
											tamamen otonomdur.
									","
											Y desde el momento en que sale 
del final del lanzador,
											es completamente autónomo.
									","
											Et à partir du moment où
il quitte la fin du lanceur,
											il sera complètement autonome.
									","
											Von dem Moment an,
in dem es von der Startrampe abhebt,
											ist es komplett autonom.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Video: Air traffic controller
directs traffic)
									","
											(Video: Hava trafik kontrolörü 
trafiği yönlendirir)
									","
											(Video: el controlador 
de tráfico aéreo dirige el tráfico)
									","
											(Vidéo : Contrôleur aérien
dirigeant le trafic)
									","
											(Video: Fluglotse steuert Flugverkehr)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											This is our air traffic
controller calling it in
											to Kigali International Airport.
											And when the Zip arrives at the hospital,
											it descends to about 30 feet
and drops the package.
											We use a really simple paper parachute —
simple things are best —
											that allows the package to come
to the ground gently and reliably
											in the same place every time.
											So it's just like ride sharing;
											the doctors get a text message
one minute before we arrive, saying,
											""Walk outside and receive your delivery.""
									","
											Bu bizim hava trafik kontrolörümüz
Kigali Uluslar Arası Hava Alanına
											çağrı yapıyor.
											Zip hastaneye vardığında,
											9 metreye kadar alçalıyor 
ve paketi bırakıyor.
											Gerçekten basit bir kağıt paraşüt 
kullanıyoruz -basit şeyler en iyisidir-
											ve bu, paketin her seferinde aynı yere
											yumuşak ve güvenli
iniş yapmasını sağlıyor.
											Yani bu, ortak kullanım gibi birşey;
											biz varmadan bir dakika önce 
doktor şöyle bir mesaj alıyor:
											""Dışarı çık ve teslimatını al.""
									","
											Este es nuestro controlador 
de tránsito aéreo que llama
											al aeropuerto internacional de Kigali.
											Y cuando el zip llega al hospital,
											desciende a unos 9 m 
y deja caer el paquete.
											Usamos un paracaídas de papel muy simple. 
Las cosas simples son las mejores.
											Eso permite que el paquete llegue 
al suelo de forma suave y confiable
											en el mismo lugar todo el tiempo.
											Es como compartir el viaje;
											los médicos reciben un mensaje un 
minuto antes de que lleguemos, que dice:
											""Salga y reciba su entrega"".
									","
											C'est notre contrôleur aérien appelant
											l'aéroport international de Kigali.
											Et quand le Zip arrive à l'hôpital,
											il descend à 9 mètres environ
et laisse tomber le paquet.
											On utilise un simple parachute en papier -
pourquoi faire compliqué ? -
											qui permet de déposer le paquet
au sol de manière douce et fiable,
											au même endroit à chaque fois.
											Donc, c'est comme le covoiturage ;
											les médecins reçoivent un SMS
une minute avant notre arrivée, disant :
											« Allez dehors et
recevez votre livraison. »
									","
											Das ist unser Lotse, der es beim
											Kigali International Airport anmeldet.
											Wenn das Zip am Krankenhaus ankommt,
											sinkt es auf ca.10 Meter
und wirft das Paket ab.
											Wir benutzen einen einfachen Fallschirm
aus Papier — das ist am besten —
											so dass das Paket sanft
und zuverlässig auf dem Boden
											an immer derselben Stelle landet.
											Es ist wie bei einer Fahrgemeinschaft:
											die Ärzte bekommen eine Textnachricht
kurz bevor wir ankommen:
											""Bitte Lieferung entgegennehmen.""
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Laughter)
									","
											(Gülüşme)
									","
											(Risa)
									","
											(Rires)
									","
											(Gelächter)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											And then —
									","
											Ardından—
									","
											Y entonces...
									","
											Et puis —
									","
											Und so ...
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											and then the doctors have what they need
to save a patient's life.
									","
											Doktor hastanın hayatını kurtarmak için
gerekli olan şeye sahip oluyor.
									","
											luego los médicos tienen lo necesario 
para salvar la vida de un paciente.
									","
											et puis les médecins ont ce dont ils ont
besoin pour sauver la vie du patient.
									","
											und so haben die Ärzte, was sie brauchen,
um das Leben des Patienten zu retten.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											This is actually watching a delivery
happen from our distribution center;
											this vehicle is about 50 kilometers away.
											We're able to watch the vehicle
as it makes a delivery at a hospital
											in real time.
											You may have noticed there are pings
											that are coming off
of that vehicle on the screen.
											Those pings are actually data packets
											that we're getting
over the cell phone networks.
											So these planes have SIM cards
just like your cell phone does,
											and they're communicating
over the cell network
											to tell us where they are
and how they're doing at all times.
											Believe it or not,
we actually buy family plans —
									","
											Bu aslında dağıtım merkezinden
teslimat olayının görüntüleri;
											Bu araç yaklaşık 50 kilometre uzaklıkta.
											Aracı hastaneye teslimat yaparken
gerçek zamanlı
											izliyebiliyoruz.
											Ekrandaki araçtan gelen vızıltıyı
											farketmiş olabilirsiniz.
											Bu vızıltılar aslında bizim cep telefonu
											şebekesinden aldığımız veri paketleridir.
											Bu uçak üzerinde cep telefonunuzda 
olduğu gibi sim kart var
											ve bize nerede olduklarını ve ne 
yaptıklarını her zaman iletmek için
											telefonu şebekesini kullanıyorlar.
											İster inanın ister inanmayın,
aslında araç filosu için —
									","
											Esto es la vista de una entrega 
desde nuestro centro de distribución;
											este vehículo está 
a unos 50 km de distancia.
											Podemos ver el vehículo mientras 
realiza una entrega en un hospital
											en tiempo real.
											Quizá hayan notado que hay pings, 
rastreadores de paquetes en redes,
											que salen de ese vehículo en la pantalla.
											Esos pings son, en realidad, 
paquetes de datos
											que usan las redes de telefonía móvil.
											Estos aviones tienen tarjetas SIM 
al igual que un teléfono móvil,
											y se comunican a través de la red móvil
											para decirnos dónde y cómo 
están en todo momento.
											Lo crean o no, en realidad, 
compramos planes familiares
									","
											Voici la livraison vue
de notre centre de distribution ;
											ce véhicule est à 50 kilomètres environ.
											Nous pouvons regarder le véhicule
quand il fait une livraison à l'hôpital
											en temps réel.
											Vous avez peut-être remarqué les plots
											qui viennent de ce véhicule sur l'écran.
											Ces plots sont des paquets de données
											que nous recevons via les réseaux GSM.
											Donc ces avions ont des cartes SIM
tout comme votre portable,
											et ils communiquent sur le réseau GSM
											pour que nous puissions
les contrôler tout le temps.
											Croyez-le ou non, nous achetons
un forfait familial,
									","
											Wir können die Lieferung vom
Distributionszentrum aus nachverfolgen:
											dieses Flugzeug ist ca. 50 km entfernt.
											Wir können die Auslieferung
an ein Krankenhaus beobachten —
											und zwar in Echtzeit.
											Haben Sie die pulsierenden Kreise bemerkt,
											die von diesem Objekt
auf dem Bildschirm ausgehen?
											Diese Kreise sind Datenpakete,
											die wir über das Mobilfunknetz erhalten.
											Die Flugzeuge haben SIM Karten
genau wie Ihre Handys
											und sie kommunizieren
über das Mobilfunknetz,
											um uns wissen zu lassen,
wo sie sind und wie es ihnen geht.
											Deshalb kaufen wir
Handyverträge mit Familientarif ...
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											for this fleet of vehicles,
											because that's how we get the best rates.
									","
											aile tarifesi aldık
											çünkü en uygun tarife buydu.
									","
											para esta flota de vehículos,
											porque así es como obtenemos 
las mejores tarifas.
									","
											pour cette flotte d'avions,
											afin d'obtenir les meilleurs tarifs.
									","
											für unsere Flotte,
											weil wir so die besten Tarife bekommen.
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Rires)
									","
											(Gelächter)
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
											It's actually not a joke.
									","
											Aslında şaka değil.
									","
											En realidad, no es una broma.
									","
											Ce n'est pas une blague.
									","
											Kein Witz!
									",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
"
","
","
","
","
",How we're using drones to deliver blood and save lives,Keller Rinaudo,15:30,"Africa,disease,drones,entrepreneur,health,health care,innovation,medicine,social change,technology"
