en,fr,es,de,title,speaker,duration,tags
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											What just happened?
									","
											Que vient-il de se passer ?
									","
											¿Qué pasó?
									","
											Was ist hier los?
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											So all the confidence
that I went in with that morning
											was withering away as the morning went on
											and the questions kept coming.
											And at the end of the morning,
before I went home,
											the teacher had us in a circle,
											and I actually found myself
outside of the circle.
											I couldn't look at anybody.
											I could not understand what just happened.
									","
											Toute la confiance avec laquelle
j'étais arrivée ce matin-là
											se flétrissait au fil de la matinée
											et des questions constantes.
											A la fin de la matinée, avant de rentrer,
											l'enseignante nous a mis en rond
											et je me suis retrouvée
en dehors de la ronde.
											Je n'osais regarder personne.
											Je ne comprenais pas
ce qu'il venait de se passer.
									","
											Entonces, toda la confianza
con la que fui esa mañana
											se marchitaba conforme iba pasando el día
											y seguían haciéndome preguntas.
											Al final de la mañana, 
antes de irme a casa,
											el profesor nos sentó en círculo,
											y me di cuenta que yo estaba 
fuera del círculo.
											No podía ver a nadie.
											No entendía qué acababa de pasar.
									","
											Mein anfängliches Selbstvertrauen
											verschwand im Verlauf des Morgens.
											Immer wieder wurde ich gefragt.
											Bevor wir nach Hause gingen,
											saßen wir mit der Lehrerin im Kreis.
											Ich war ausgeschlossen.
											Ich konnte keinen ansehen.
											Ich verstand nicht, was da passiert war.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											And over the next few years,
											I hated to go out in public.
											I felt every stare, every giggle,
											every pointed finger,
											not the finger,
											but every pointed finger,
											and I hated it.
											I would hide behind my parents' legs
like nobody could see me.
											And as a child,
											you can't understand
another child's curiosity,
											nor an adult's ignorance.
											It became very apparent to me
that the real world was not built
											for someone of my size,
both literally or figuratively.
									","
											Puis, les années qui ont suivi,
											je détestais me montrer en public.
											Je détestais tout regard,
tout gloussement,
											tout doigt pointé,
											pas ce doigt-là,
											mais tout doigt pointé,
											je détestais cela.
											Je me cachais derrière mes parents
pour qu'on ne me voie pas.
											Enfant,
											vous ne comprenez pas
la curiosité d'un autre enfant
											ou l'ignorance d'un adulte.
											Il est devenu évident
que le vrai monde n'était pas fait
											pour quelqu'un de ma taille,
littéralement et figurativement.
									","
											Y en los siguientes años,
											odiaba andar en público.
											Sentía cada mirada, cada risa,
											cada dedo señalándome,
											no el dedo,
											pero cada dedo señalándome
											y lo odiaba.
											Me escondía detrás de las piernas 
de mis papás para que no me vieran.
											Y de niños,
											no comprendemos 
la curiosidad de otros niños,
											ni la ignorancia de los adultos.
											Se volvió muy claro para mí
que el mundo real no estaba hecho
											para alguien de mi talla,
literal y figurativamente.
									","
											In den nächsten Jahren
											war ich ungern unter anderen.
											Ich fühlte jedes Gaffen, jedes Grinsen,
											jeden Finger, der auf mich zeigte.
											Nicht den Mittelfinger,
											sondern die Zeigefinger!
											Ich hasste das!
											Ich versteckte mich hinter meinen Eltern.
											Als Kind versteht man
											die Neugier anderer Kinder nicht
											oder den Unverstand der Erwachsenen.
											Es war offensichtlich:
Die Wirklichkeit war kein Ort
											für Leute meiner Größe.
Wörtlich und bildlich gemeint.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											And so I have no anonymity,
as you can probably tell,
											and while you can see my size,
											we all go through many challenges
through our lifetime.
											And some you can see, like mine.
											Most you can't.
											You can't tell if someone's dealing
with a mental illness,
											or they're struggling
with their gender identity,
											they're caring for an aging parent,
											they're having financial difficulty.
											You can't see that kind of stuff.
											So while you can see
											one of my challenges is my size,
											seeing does not mean you understand
											what it's truly to be me on a daily basis,
or what I go through.
											And so I'm here to debunk a myth.
											I do not believe you can
walk in someone else's shoes,
											and because of that, we must adopt
a new way of giving of ourselves.
											Simply stated, I will never know
what it's like to be you
											and you will never know
what it's like to be me.
											I cannot face your fears
or chase your dreams,
											and you can't do that for me,
											but we can be supportive of each other.
											Instead of trying to walk
in each other's shoes,
											we must adopt a new way
of giving of ourselves.
									","
											Comme vous devez vous en douter,
je n'ai aucun anonymat
											et, vous voyez ma taille,
											nous traversons tous
des défis au cours de notre vie.
											Certains défis sont visibles,
comme le mien.
											La majorité ne le sont pas.
											Vous ne pouvez pas dire si quelqu'un
fait face à une maladie mentale
											ou se débat avec son identité sexuelle,
											prend soin d'un parent qui vieillit,
											a des difficultés financières.
											On ne peut pas voir ce genre de choses.
											Si vous pouvez voir
											qu'un de mes défis est ma taille,
											le voir ne signifie pas que vous comprenez
											ce que c'est d'être moi
et ce que je traverse au quotidien.
											Je suis ici pour réfuter un mythe.
											Je ne pense pas que vous puissiez
vous mettre à la place de quelqu'un
											et, de ce fait, nous devons adopter une
nouvelle façon de donner de nous-mêmes.
											Dit simplement, je ne saurai jamais
ce que c'est d'être vous
											et vous ne saurez jamais
ce que c'est d'être moi.
											Je ne peux pas faire face à vos peurs,
poursuivre vos rêves
											et vous ne pouvez pas le faire pour moi,
											mais nous pouvons nous soutenir.
											Au lieu d'essayer de se mettre
à la place de l'autre,
											nous devons adopter une nouvelle
façon de donner de nous-mêmes.
									","
											No tengo anonimato, 
como probablemente lo imaginen,
											y así de pequeña como me ven,
											todos pasamos por muchos retos
en nuestras vidas.
											Algunos se pueden ver, como los míos.
											Per la mayoría no,
											No sabrían si alguien lucha 
por una enfermedad cerebral,
											o si luchan por su identidad de género,
											o si cuidan a un padre anciano,
											o si tienen dificultades financieras.
											Esas cosas no se pueden ver.
											Aún cuando pueden ver
											que uno de mis retos es mi estatura,
											el que lo vean no significa 
que lo entiendan,
											lo que realmente es ser yo día a día, 
o por lo que tengo que pasar.
											Estoy aquí para desmentir un mito.
											No creo que puedan ponerse
en la piel de otro,
											y por eso, debemos adoptar 
una nueva manera de entregarnos.
											De manera simple, yo nunca sabré
lo que es ser Uds.
											y Uds. nunca sabrán lo que es ser yo.
											No puedo enfrentar sus miedos
o perseguir sus sueños,
											y Uds. no pueden hacer eso por mí,
											pero podemos apoyarnos 
los unos a los otros.
											En vez de intentar ponernos 
en la piel del otro,
											debemos adoptar una nueva
manera de entregarnos.
									","
											Ich kann es nicht verbergen,
sie werden vermutlich bestätigen,
											dass meine Größe klar erkennbar ist.
											Jeder von uns kämpft im Leben
mit Herausforderungen.
											Manche kann man sehen, wie meine.
											Die meisten sieht man nicht.
											Wir sehen nicht, wer mit
einer psychischen Krankheit kämpft,
											oder mit seiner
geschlechtlichen Identität,
											wer seine alternden Eltern pflegt,
											oder wer finanzielle Probleme hat.
											Diese Probleme sind nicht sichtbar.
											Und selbst wenn Sie sehen,
											dass mein Körper eine Herausforderung ist,
											bedeutet das nicht, dass Sie verstehen,
											was das für mich Tag für Tag bedeutet
oder was ich durchmache.
											Also will ich mit einem Mythos aufräumen!
											Man kann sich nicht vollkommen
in die Lage eines anderen versetzen.
											Deshalb müssen wir neue Wege
finden uns einzubringen.
											Ganz einfach: Ich werde nie wissen,
wie es ist, so zu sein wie Sie.
											Sie werden nie wissen,
wie es ist, ich zu sein.
											Ich kann nicht Ihre Ängste überwinden
oder Träume verwirklichen.
											Umgekehrt auch nicht.
											Aber wir können einander unterstützen.
											Anstatt zu versuchen, uns in den
anderen hineinzuversetzen,
											sollten wir neue Wege
der Anteilnahme entwickeln.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											I learned at an early age
											that I did have to do some things
different than most people,
											but I also learned there were things
I was on equal footing with,
											and one of those was the classroom.
											Heh, heh, heh. I was equal.
											As a matter of fact,
I excelled in the classroom.
											This was vitally important,
I discovered as I grew older
											and realized I wasn't going to be able
to do a physical job.
											I needed an education.
											So I went on and got a university degree,
											but I felt to be one step ahead
of everyone for employment,
											I needed to have
an advanced university degree,
											so I went ahead and got that.
									","
											J'ai appris très jeune
											que je devais faire des choses
différentes de la majorité des gens
											mais aussi qu'il y avait des choses
face auxquelles nous étions égaux,
											l'une d'entre elles
était la salle de classe.
											Eh, eh, eh. Nous étions égaux.
											En fait, j'excellais en classe.
											Cela était d'importance vitale,
comme je l'ai découvert en grandissant
											et en réalisant que je ne pourrais pas
accomplir un travail physique.
											J'avais besoin d'une éducation.
											J'ai continué et obtenu
un diplôme universitaire
											mais je pensais que pour devancer
les autres en terme d'emploi,
											il me fallait un diplôme
universitaire supérieur,
											je l'ai donc obtenu.
									","
											Aprendí de muy joven
											que tenía que hacer algunas
cosas de manera distinta a los demás,
											también aprendí que había cosas
en las que estaba a la par,
											una de ellas era el salón de clases.
											Ja, ja, ja. Estaba a la par.
											(Risas)
											De hecho yo sobresalía 
en el salón de clases.
											Por cierto esto fue de suma importancia,
lo descubrí conforme fui creciendo
											y me di cuenta de que no sería
capaz de hacer trabajos físicos.
											Necesitaba educación.
											Así que continué y obtuve 
un grado universitario,
											pero sentía que necesitaba estar
un paso adelante para poder ser empleada,
											necesitaba tener
un grado universitario avanzado
											por lo que continué y lo obtuve.
									","
											Ich habe früh gelernt,
											dass ich viele Dinge anders
anpacken muss als andere.
											Aber ich habe auch gelernt,
dass ich vieles genauso gut kann.
											Zum Beispiel in der Schule.
											Hehe, da war ich genauso gut.
											Ich war sogar tierisch gut.
											Das war lebenswichtig, denn
mit zunehmenden Alter verstand ich,
											dass ich später keine
körperliche Arbeit tun könnte.
											Ich brauchte Köpfchen!
											Ich machte einen Universitätsabschluss,
											Ich meinte, für eine Einstellung
müßte ich allen einen Schritt voraus sein.
											Ich brauchte einen
überdurchschnittlichen Abschluss.
											Also machte ich das.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											Now I'm ready for my interview.
											Remember your first interview?
What am I going to wear?
											What questions?
											And don't forget that firm handshake.
											I was right there with you.
											So 24 hours before my interview,
											a friend of mine
who I've known all my life
											called and said, ""Michele,
the building you're going in has steps.""
											And she knew I couldn't climb steps.
											So suddenly, my focus changed.
											In my shoes, I was worried
about how am I going to get there?
											So I went early and found a loading dock
and got in and had a great interview.
											They had no idea what I went through
for the day and that's OK.
									","
											J'étais prête pour mon entretien.
											Souvenez-vous de votre premier entretien.
Quelle tenue mets-je ?
											Quelles questions ?
											Et cette ferme poignée de main.
											J'y étais, moi aussi.
											24 heures avant mon entretien,
											une de mes amies
que je connaissais depuis toujours
											m'a appelée et a dit : « Michele,
le bâtiment a des escaliers. »
											Je ne pouvais pas prendre les escaliers.
											Soudain, mes priorités ont changé.
											Je m'inquiétais de comment
arriver jusqu'à ce bâtiment.
											Je suis arrivée en avance,
j'ai trouvé un quai de chargement
											et l'entretien s'est bien passé.
											Ils ignoraient ce que j'avais traversé
et ce n'était pas grave.
									","
											Estaba lista para mi entrevista.
											¿Recuerdan su primera entrevista?
¿Qué me pondré?
											¿Qué preguntas harán?
											No olvidar el apretón de manos firme.
											Estaba justo ahí con Uds.
											24 horas antes de la entrevista,
											una amiga de toda la vida
											me llamó y dijo, ""Michelle, 
el edificio al que vas tiene escaleras"".
											Ella sabía que no podía subir escaleras.
											De repente, mi perspectiva cambió.
											En mis zapatos, me preocupaba
¿cómo podía llegar allí?
											Llegué temprano y encontré 
un puerto de carga,
											entré y tuve una gran entrevista.
											No tenían idea por lo que pasé ese día,
pero eso está bien.
									","
											Jetzt war ich bereit für eine Bewerbung.
											Erinnern Sie sich an Ihr
erstes Interview? Was ziehe ich an?
											Welche Fragen kommen?
											Nicht den festen Händedruck vergessen!
											Ich kenne das genauso wie Sie.
											Einen Tag vor dem Interview
											rief eine Freundin an.
Wir kennen uns schon lange.
											Sie sagte: ""Michele, es gibt da Treppen.""
											Sie wusste, ich konnte
keine Treppen steigen.
											Andere Fragen wurden wichtiger.
											Wie komme ich da rein?
											Ich kam früh, fand eine Rampe, kam rein
und hatte ein tolles Bewerbungsgespräch.
											Keiner wusste, was ich
mitgemacht hatte, und das ist okay.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											You're probably thinking my greatest
challenge that day was the interview,
											or getting in the building.
											In reality, my biggest challenge that day
											was getting through the loading dock
without getting run over.
											I am very vulnerable
in certain situations:
											airports, hallways, parking lots,
											loading docks.
											And so I have to be very careful.
											I have to anticipate and be flexible
											and move as quickly as I can sometimes.
									","
											Vous pensez sûrement
que mon plus grand défi était l'entretien
											ou l'entrée dans le bâtiment.
											En réalité, mon plus grand défi
											fut d'emprunter le quai de chargement
sans me faire écraser.
											Je suis très vulnérable
dans certaines situations :
											aéroports, couloirs, parkings,
											quais de chargement.
											Je dois être très prudente,
											je dois anticiper et être flexible,
											parfois me déplacer
aussi vite que possible.
									","
											Pensarán que mi mayor reto ese día
fue tener la entrevista,
											o llegar al edificio.
											En realidad, mi mayor reto ese día
											fue llegar al muelle de carga 
sin que me atropellaran.
											Soy muy vulnerable
en ciertas situaciones:
											aeropuertos, pasillos, estacionamientos,
											muelles de carga.
											Y también tengo que ser muy cuidadosa.
											Me tengo que anticipar y ser flexible
											y a veces moverme tan rápido como posible.
									","
											Viele denken, dass das Interview
die größte Herausforderung war
											oder in das Gebäude zu kommen.
											In Wirklichkeit aber war
meine größte Herausforderung
											auf der Laderampe
nicht überrannt zu werden.
											An bestimmten Orten
bin ich sehr verletztlich:
											Flughäfen, Gänge, Parkplätze,
											Laderampen.
											Ich muss gut aufpassen,
											vorausberechnen, flexibel sein,
											und manchmal so schnell wie ich kann.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											So I got the job,
											and in my current role
I travel quite a bit.
											And travel is a challenge
for all of us these days.
											And so you probably get to the airport,
run through security, get to the gate.
											Did I get my aisle seat or my window seat?
Did I get my upgrade?
											Me, first of all,
I don't run through anything.
									","
											J'ai eu le poste
											et, dans mon rôle actuel,
je voyage pas mal.
											Voyager est un défi pour nous tous.
											Vous arrivez à l'aéroport,
passez la sécurité rapidement,
											allez à la porte d'embarquement.
											Ai-je un siège côté couloir ou hublot ?
Suis-je bien surclassée ?
											Déjà, je ne passe rien rapidement.
									","
											Obtuve el trabajo
											y en mi posición actual viajo mucho.
											Viajar en la actualidad 
es un reto para todos.
											Uds. llegan al aeropuerto, corren
hacia seguridad, llegan a la puerta.

											¿Tendré asiento en pasillo o ventanilla?
¿Me dieron mejor lugar?
											En primera yo no corro por algo.
									","
											Ich bekam also den Job
											und in diesem Job reise ich viel.
											Reisen ist heutzutage
eine Herausforderung für jeden.
											Du eilst zum Flughafen, rennst
durch die Security, musst zum Gate.
											Habe ich den richtigen Sitzplatz?
Habe ich mein Upgrade?
											Zunächst mal, ich renne nirgendwo durch.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
											And I especially don't run through the TSA
											because I get to experience
the personal patdown.
											I won't comment on that.
											And then I make my way to the gate,
											and with my gift of gab
that my parents said I was born with,
											I talk to the gate agent, and then I say,
""By the way, my scooter weighs this much,
											I have a dry cell battery,
											and I can drive it down
to the door of the plane.""
											Also, the day before, I had called
the city where I'm traveling to
											to find out where I could rent a scooter
in case mine gets broken on the way.
											So in my shoes,
it's a little bit different.
									","
											Et je ne passe pas rapidement la sécurité
											car j'ai le droit de vivre
une fouille au corps.
											Je ne ferai pas de commentaire.
											Puis j'arrive à la porte d'embarquement
											et, du fait que depuis ma naissance,
j'ai la langue bien pendue,
											je parle à l'agent à la porte et dis :
« Au fait, mon scooter pèse tant,
											j'ai une batterie à piles sèches
											et je peux le conduire
jusqu'à la porte de l'avion. »
											La veille, j'avais appelé
la ville jusqu'à laquelle je voyage
											pour savoir si je pouvais louer un scooter
si le mien était cassé durant le trajet.
											Si vous êtes moi, c'est un peu différent.
									","
											Y especialmente no paso por TSA
											porque me toca experimentar
el cateo personal.
											No haré comentarios al respecto.
											Después llego a la puerta,
											y con mi don de palabra
con el que mis padres dicen que nací,
											le digo al agente de la puerta,
""Por cierto, mi escúter pesa mucho,
											trae una batería seca,
											y lo puedo conducir 
hasta la puerta del avión"".
											También, el día anterior llamo 
a la ciudad donde viajaré
											para averiguar dónde rentar un escúter
por si el mío se descompone.
											En mi zapatos, es un poco distinto.
									","
											Vor allem nicht durch die Security,
											denn dort bekomme ich
meine persönliche Abtastung.
											Kein Kommentar dazu.
											Ich gehe dann zum Gate
											und mit meinem Kommunikationstalent,
angeboren, wie meine Eltern sagen,
											erkläre ich dem Mitarbeiter am Flugsteig:
""Der Rollstuhl wiegt so viel
											und hat Trockenbatterien
											und ich kann ihn
bis zur Flugzeugtür fahren.""
											Tags zuvor rufe ich
in der Stadt an, in der ich lande,
											und frage, wo man Elektromobil bekommt,
sollte meiner unterwegs kaputt gehen.
											Wenn ich fliege, ist
also alles etwas anders.
									","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
"
","
","
","
","Asking for help is a strength, not a weakness",Michele L. Sullivan,11:55,"children,communication,community,compassion,empathy,humanity,personal growth,society,social change"
