en,pt,tr,de,fr,title,speaker,duration,tags
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So apart from the shock of my mom
discovering that she was a 3D printer,
											I immediately got mesmerized
by that piece,
											the first one, the information.
											What amount of information does it take
											to build and assemble a human?
											Is it much? Is it little?
											How many thumb drives can you fill?
									","
											Para além do choque de descobrir
que a minha mãe é uma impressora 3D,
											fiquei imediatamente 
hipnotizado por aquele elemento,
											o primeiro, a informação.
											Que quantidade de informações
será precisa
											para construir e montar um ser humano?
											Será muita? Será pouca?
											Quantas ""pen drives"" podemos encher?
									","
											Annem kendisinin 3B yazıcı olduğunu
keşfetmesiyle şoke olması dışında,
											bu parçadan çok etkilenmiştim.
											İlk parça olan bilgiden.
											Ne kadar büyüklükteki bir veri
											bir insanı inşa edip 
bir araya getirebilirdi?
											Çok mu? Az mı?
											Kaç tane flash belleği doldururdu?
									","
											Abgesehen vom Schock zu entdecken,
dass meine Mutter ein 3D-Drucker war,
											faszinierte mich sofort der erste Teil:
											die Information.
											Welche Informationsmenge braucht man,
											um einen Menschen zu erschaffen?
											Ist es viel oder wenig?
											Wie viele USB-Sticks
lassen sich damit füllen?
									","
											En dehors du choc de découvrir
que ma mère était une imprimante 3D,
											j'ai immédiatement
été fasciné par cet élément,
											le premier, l'information.
											Quelle quantité d'informations est requise
											pour fabriquer et composer un humain ?
											En faut-il beaucoup ? Un peu ?
											Combien de clés USB doit-on remplir ?
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Well, I was studying physics
at the beginning
											and I took this approximation of a human
as a gigantic Lego piece.
											So, imagine that the building
blocks are little atoms
											and there is a hydrogen here,
a carbon here, a nitrogen here.
											So in the first approximation,
											if I can list the number of atoms
that compose a human being,
											I can build it.
											Now, you can run some numbers
											and that happens to be
quite an astonishing number.
											So the number of atoms,
											the file that I will save in my thumb
drive to assemble a little baby,
											will actually fill an entire Titanic
of thumb drives —
											multiplied 2,000 times.
											This is the miracle of life.
											Every time you see from now on
a pregnant lady,
											she's assembling the biggest
amount of information
											that you will ever encounter.
											Forget big data, forget
anything you heard of.
											This is the biggest amount
of information that exists.
									","
											Eu estava a estudar Física,
no início,
											e imaginei uma aproximação humana
como uma construção gigante de Lego.
											Imaginem que os blocos Lego
são pequenos átomos
											e que há um átomo de hidrogénio aqui,
um de carbono ali, um de azoto acolá.
											Assim, na primeira aproximação,
											se eu puder listar o número de átomos
que compõem um ser humano,
											posso construí-lo.
											Podemos fazer alguns cálculos
											e o resultado é um número astronómico.
											O número de átomos,
											o ficheiro que vou guardar na minha 
""pen drive"", para montar um bebé,
											vai encher um Titanic inteiro
de ""pen drives"",
											multiplicado por dois mil.
											É este o milagre da vida.
											Cada vez que virmos uma mulher grávida,
											ela está a reunir a maior
quantidade de informações
											que jamais iremos encontrar.
											Esqueçam os megadados,
esqueçam tudo o que ouviram dizer.
											Esta é a maior quantidade
de informações que existe.
									","
											Evet, başlarda fizikle uğraşıyordum
											ve bunu insanın dev bir Lego parçasına
benzerliği gibi düşündüm.
											Şöyle ki, yapılan blokların küçük
atomlar olduğunu hayal edin
											ve burada bir hidrojen var,
karbon var, nitrojen var.
											Başta tahminime göre şöyle düşündüm:
											İnsanoğlunu oluşturan atom numaralarını
listeye dökebilirsem
											bunu oluşturabilirim.
											Şimdi, birkaç sayı sayabilirsiniz
											ve bu bayağı büyük bir sayı olabilir.
											Yani küçücük bir bebeği 
oluşturmak için aslında
											tüm Titanik'i dolduracak
kadar flash belleğe
											ihtiyacım var.
											Hatta 2.000 katı.
											Bu, hayatın mucizesi.
											Şu andan itibaren her gördüğünüz
gebe kadını,
											görüp görebileceğiniz
en büyük veriyi bir araya
											getiren kişiler olarak düşünebilirsiniz.
											Yüksek hafızalı verileri, duyduğunuz
her şeyi unutun.
											Bu, var olan en büyük
miktardaki veri topluluğu.
									","
											Ich war Physik-Studienanfänger
											und nahm ein riesiges Lego-Modell
als Analogie für einen Menschen.
											Stellen Sie sich vor,
die Bausteine seien kleine Atome
											und hier ein Wasserstoff,
da ein Kohlenstoff
											und dort ein Stickstoff.
											In einer ersten Annäherung nahm ich an,
											dass man einen Menschen erschaffen könnte,
											wenn man die Anzahl der Atome auflistet,
die einen Menschen ausmachen.
											Man kann einige Berechnungen anstellen
											und es scheint eine ziemlich
erstaunliche Anzahl zu sein.
											Die Datei für die Anzahl der Atome,
die man für ein Baby benötigt
											und die ich abspeichern will,
											füllt die ganze Titanic mit USB-Sticks,
											multipliziert mit 2000.
											Das ist das Wunder des Lebens.
											Von nun an verbinden Sie
mit einer Schwangeren
											jedes Mal die größte Datenmenge,
											die ihnen jemals unterkommen wird.
											Haken Sie Big Data ab,
vergessen Sie, wovon sie gehört haben.
											Das ist die größte
existierende Datenmenge.
									","
											J'étudiais la physique au départ
											et je voyais l'être humain grossièrement
comme une énorme construction de Lego.
											Imaginez que les blocs Lego
sont de petits atomes,
											et qu'il y en a un d'hydrogène ici,
un de carbone là et un d'azote ici.
											En première approximation,
											si je peux dresser la liste du nombre
d'atomes qui composent un être humain,
											je peux le fabriquer.
											Vous pouvez faire quelques calculs
											et le résultat s'avère être
un nombre astronomique.
											Le nombre d'atomes,
											le fichier que je vais sauvegarder dans
ma clé USB pour fabriquer un petit bébé,
											va en fait remplir
un Titanic rempli de clés USB...
											multiplié par 2000.
											C'est le miracle de la vie.
											Maintenant, chaque fois
que vous verrez une femme enceinte,
											dites-vous qu'elle assemble la plus grande
quantité d'informations jamais vue.
											Oubliez le big data,
oubliez tout ce que vous connaissez.
											C'est la plus grande quantité
d'informations existante.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
											Aber ...
									","
											(Applaudissements)
											Mais...
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											But nature, fortunately, is much smarter
than a young physicist,
											and in four billion years, managed
to pack this information
											in a small crystal we call DNA.
											We met it for the first time in 1950
when Rosalind Franklin,
											an amazing scientist, a woman,
											took a picture of it.
											But it took us more than 40 years
to finally poke inside a human cell,
											take out this crystal,
											unroll it, and read it for the first time.
											The code comes out to be
a fairly simple alphabet,
											four letters: A, T, C and G.
											And to build a human,
you need three billion of them.
											Three billion.
											How many are three billion?
											It doesn't really make
any sense as a number, right?
									","
											Mas, felizmente, a Natureza é muito mais
inteligente que um jovem físico,
											e em quatro mil milhões de anos,
conseguiu embalar estas informações
											num pequeno cristal chamado ADN.
											Encontrámo-lo pela primeira vez 
em 1950, quando Rosalind Franklin,
											uma cientista incrível,
											lhe tirou uma fotografia.
											Mas demorou-nos mais de 40 anos
até se analisar uma célula humana,
											extrair esse cristal,
											desenrolá-lo e lê-lo pela primeira vez.
											O código vem a ser
um alfabeto bastante simples,
											de quatro letras: A, T, C e G.
											Para construir um ser humano,
precisamos de três mil milhões de letras.
											Três mil milhões!
											Quanto é três mil milhões?
											É um número que não faz sentido, não é?
									","
											Fakat doğa, neyse ki, genç bir
fizikçiden daha zeki
											ve dört milyar yıl boyunca bu bilgiyi
DNA dediğimiz küçük kristalin içinde
											depolamayı başardı.
											Onunla,1950'de; genç bir bilim insanı,
bir kadın, Rosalind Franklin'in
											onun bir resmini çekmesiyle
											tanışmış olduk.
											Ancak bir insan hücresinin içine erişmemiz
40 yıldan fazla bir süreyi aldı.
											Bundan kastım, bu kristal tanesini alıp,
											açıp ilk kez okumaktan bahsediyorum.
											Aslına bakarsanız bu kodun oldukça
kolay bir alfabesi var:
											A, T, C ve G sadece dört harf var.
											Ve bir insan yaratabilmek için
onlardan üç milyarına ihtiyaç var.
											Üç milyar.
											Peki kaç tane üç milyar?
											Rakam olarak bahsedince 
pek anlaşılmıyor değil mi?
									","
											die Natur ist glücklicherweise
viel schlauer als ein junger Physiker
											und schaffte es in vier Milliarden Jahren
											die Informationen in ein kleines Kristall,
namens DNA, zu packen.
											Man stieß 1950 zum ersten Mal darauf,
											als Rosalind Franklin,
eine erstaunliche Wissenschaftlerin,
											ein Foto davon machte.
											Aber es dauerte mehr als 40 Jahre
bis man in eine menschliche Zelle blickte,
											dieses Kristall herausholte,
											es ausrollte und das erste Mal las.
											Der Code stellt sich als
ziemlich einfaches Alphabet heraus.
											Vier Buchstaben: A, T, C und G.
											Um einen Menschen zu bilden,
benötigt man davon drei Milliarden.
											Drei Milliarden.
											Was bedeutet drei Milliarden?
											Die Zahl alleine ist sinnlos, oder?
									","
											La nature est, heureusement, bien
plus intelligente qu'un jeune physicien,
											en quatre milliards d'années,
											elle a réussi à faire rentrer
ces informations
											dans un petit cristal appelé ADN.
											Nous l'avons vu pour la première fois
en 1950 lorsque Rosalind Franklin,
											une scientifique incroyable,
l'a pris en photo.
											Mais il aura fallu plus de 40 ans
pour rentrer dans une cellule humaine,
											extraire ce cristal, le dérouler
et le lire pour la première fois.
											Le code s'avère être
un alphabet plutôt simple,
											quatre lettres : A, T, C et G.
											Et pour fabriquer un humain,
il en faut trois milliards.
											Trois milliards.
											Combien font trois milliards ?
											C'est difficile d'imaginer
ce nombre, n'est-ce pas ?
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So I was thinking how
I could explain myself better
											about how big and enormous this code is.
											But there is — I mean,
I'm going to have some help,
											and the best person to help me
introduce the code
											is actually the first man
to sequence it, Dr. Craig Venter.
											So welcome onstage, Dr. Craig Venter.
									","
											Então comecei a pensar como
podia explicar melhor
											sobre a grandeza e a enormidade
deste código.
											Mas para isso, vou precisar de ajuda,
											e a melhor pessoa para me ajudar
a apresentar o código
											é o primeiro homem que o sequenciou,
o Dr. Craig Venter.
											Bem-vindo ao palco, Dr. Craig Venter.
									","
											Ben de böylesine devasa bir rakam
ile uğraşırken kendimi nasıl
											daha iyi ifade ederim diye düşünüyordum.
											Şöyle ki - yani biraz yardıma
ihtiyacım olacak
											ve bana yardım edebilecek en iyi kişi
aslına bakarsanız
											Dr. Craig Venter, bunu ilk kez
sınıflandıran, düzenleyen kişi.
											Ve sahneye hoş geldiniz Dr.Craig Venter.
									","
											Also dachte ich darüber nach,
wie ich mir besser verdeutlichen könnte,
											wie riesengroß dieser Code ist.
											Ich werde dazu Unterstützung benötigen
											und die beste Person, die mir
dabei helfen kann, den Code vorzustellen,
											ist der Erste, der ihn
in eine Reihenfolge brachte:
											Dr. Craig Venter.
											Herzlich Willkommen auf der Bühne:
Dr. Craig Venter.
									","
											Je me suis demandé comment représenter
la taille et l'énormité de ce code.
											Mais... je vais avoir besoin
d'un peu d'aide,
											et la meilleure personne
pour m'aider à vous présenter le code
											est en fait le premier homme à
l'avoir séquencé, le docteur Craig Venter.
											Alors, bienvenue sur scène,
Dr Craig Venter.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaus)
									","
											(Applaudissements)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Not the man in the flesh,
											but for the first time in history,
											this is the genome of a specific human,
											printed page-by-page, letter-by-letter:
											262,000 pages of information,
											450 kilograms, shipped
from the United States to Canada
											thanks to Bruno Bowden,
Lulu.com, a start-up, did everything.
											It was an amazing feat.
									","
											Não é o homem em carne e osso
											mas, pela primeira vez na História,
											este é o genoma
de um ser humano específico,
											impresso página a página, 
letra a letra:
											262 000 páginas de informações,
											450 kg, enviado dos EUA para o Canadá,
											graças a Bruno Bowden, Lulu.com,
uma ""start-up"", que fez tudo.
											Foi uma proeza incrível!
									","
											Bizzat kendisi değil,
											tarihte ilk defa
											belirlediğimiz bir insanın
sayfa sayfa, harf harf
											görüntüsünü size sunuyorum.
											262.000 sayfa bilgi,
											450 kg, Amerika'dan Kanada'ya
Bruno Bowden, yeni girişim Lulu.com
											sayesinde getirildi.
											İnanılmaz bir başarıydı.
									","
											Nicht aus Fleisch und Blut,
											aber zum ersten Mal in der Geschichte
											druckte man das Genom
eines bestimmten Menschen aus,
											Seite für Seite, Buchstabe für Buchstabe.
											Daten auf 262 000 Seiten,
450 Kilogramm schwer,
											verfrachtete man von den USA nach Kanada.
											Der Dank geht an Bruno Bowden, Lulu.com,
der alles Erforderliche unternahm.
											Es war ein erstaunlicher Kraftakt.
									","
											Pas l'homme en chair et en os.
											Mais pour la première fois
dans l'histoire,
											voici le génome d'un humain spécifique,
											imprimé page par page, lettre par lettre :
											262 000 pages d'informations, 450 kg,
expédiées des États-Unis au Canada,
											grâce à Bruno Bowden de Lulu.com,
une start-up, qui a tout fait.
											C'était une prouesse incroyable.
											Ceci est la représentation visuelle
de ce qu'est le code de la vie.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											But this is the visual perception
of what is the code of life.
											And now, for the first time,
I can do something fun.
											I can actually poke inside it and read.
											So let me take an interesting
book ... like this one.
											I have an annotation;
it's a fairly big book.
											So just to let you see
what is the code of life.
											Thousands and thousands and thousands
											and millions of letters.
											And they apparently make sense.
											Let's get to a specific part.
											Let me read it to you:
									","
											Mas esta é a perceção visual
do código da vida.
											Agora, pela primeira vez,
posso fazer uma coisa divertida.
											Posso introduzir-me dentro dele e ler.
											Vou escolher um livro interessante...
como este.
											Tenho uma nota:
é um livro bastante grande.
											Só para que possam ver
o que é o código da vida.
											Milhares e milhares e milhares
											e milhões de letras.
											Aparentemente, não fazem sentido.
											Vejamos uma parte específica.
											Eu vou lê-la.
									","
											Ama bu yaşamın kodlanışını
görsel algılayışımızdır.
											Şimdi ilk defa enteresan 
bir şey yapacağım.
											Bunlardan birine dadanıp okuyabilirim.
											İlginç bir kitap seçeyim...bunun gibi.
											Şöyle bir bilgi vereyim;
bu bayağı bir büyük kitap.
											O hâlde bakalım yaşamımızın
kodlanması nasılmış.
											Binlerce ve binlerce ve binlerce
											ve milyonlarca harf.
											Elbette bu harflerin bir anlamı var.
											Şimdi asıl konuya gelelim.
											Size okuyayım:
									","
											Das ist der visuell
wahrnehmbare Code des Lebens.
											Erstmals kann ich etwas Lustiges tun.
											Ich kann hineinschauen und darin lesen.
											Nehmen wir dieses interessante Buch.
											Da ist ein Vermerk;
es ist ein ziemlich dickes Buch.
											Nur um Sie verstehen zu lassen,
was der Code des Lebens ist.
											Tausende und Abermillionen Buchstaben
											Sie sind anscheinend sinnvoll.
											Sehen wir uns einen bestimmten Teil an.
											Ich lese ihn vor:
									","
											Maintenant, pour la première fois,
je peux m'amuser.
											Je peux vraiment aller
à l'intérieur et lire.
											Alors, laissez-moi choisir
un livre intéressant...
											Celui-ci par exemple.
											J'ai une note, c'est un livre assez gros.
											Juste pour que vous puissiez voir
ce qu'est le code de la vie.
											Des milliers et des milliers
et des milliers
											et des millions de lettres.
											Et apparemment,
elles disent quelque chose.
											Allons à un passage spécifique.
											Je vais vous le lire :
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											""AAG, AAT, ATA.""
									","
											""AAG, AAT, ATA"".
									","
											""AAG, AAT, ATA.""
									","
											""AAG, AAT, ATA.""
									","
											AAG, AAT, ATA.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											To you it sounds like mute letters,
											but this sequence gives
the color of the eyes to Craig.
											I'll show you another part of the book.
											This is actually a little
more complicated.
									","
											Para vocês, soam a letras mudas,
											mas é esta sequência 
que dá a cor aos olhos de Craig.
											Vou mostrar outra passagem do livro.
											Esta é um pouco mais complicada.
									","
											Size anlam ifade etmeyen harfler
gibi geliyor
											ama bu dizilim bize Craig'in göz
rengini veriyor.
											Size kitabın başka bir yerini göstereyim.
											Bu biraz daha karışık aslında.
									","
											Die Buchstaben sagen Ihnen nichts,
											aber durch diese Abfolge
erhält Craig seine Augenfarbe.
											Ich zeige Ihnen einen anderen Buchteil.
											Der ist ein wenig komplizierter.
									","
											Pour vous, ces lettres ne disent rien,
											mais cette séquence donne
la couleur des yeux de Craig.
											Je vais vous en montrer un autre passage.
											C'est un peu plus compliqué.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Chromosome 14, book 132:
									","
											Cromossoma 14, livro 132.
									","
											Kromozom 14, 132. kitap:
									","
											Chromosom 14, Buch 132:
									","
											Chromosome 14, livre 132 :
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											As you might expect.
									","
											Conforme era de esperar...
									","
											Tahmin edeceğiniz üzere.
									","
											Wie Sie vielleicht erwartet haben.
									","
											comme on peut s'y attendre.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
