en,de,es,fr,tr,title,speaker,duration,tags
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											Here's a very classic example.
This is Somalia, 1992.
											It could be Somalia today.
											And this is a standard operating procedure
											for much of the news video
and the news pictures that you see,
											where a group of reporters
will be trucked in,
											escorted to the site of a disaster,
											they'll produce their material,
take their pictures, get their interviews,
											and then they'll be escorted out.
											This is decidedly not a research setting.
									","
											Hier ein klassisches Beispiel:
Das ist Somalia im Jahr 1992.
											Das könnte auch Somalia heute sein.
											Das ist das übliche Prozedere
											für viele Videos und Bilder
in den Nachrichten:
											Eine Gruppe Reporter
wird in einen LKW gepackt
											und zum Ort der Katastrophe gebracht.
											Sie stellen ihr Material zusammen,
machen Bilder, führen Interviews
											und werden wieder weggebracht.
											Das ist eindeutig kein Forschungsmilieu.
									","
											Este es un ejemplo clásico.
											Esto es Somalia en 1992.
											Podría ser Somalia hoy.
											Y este es el procedimiento estándar
											en buena parte de los vídeos
y fotos que se ven en las noticias,
											donde a un grupo de reporteros
los llevan en camión
											hasta el lugar del desastre,
											producen su material, sacan sus fotos,
hacen sus entrevistas
											y después se les escolta afuera.
											Está claro que ese no es
un contexto de investigación.
									","
											Voici un cas très classique :
la Somalie en 1992.
											Ça pourrait être la Somalie aujourd'hui.
											C'est un mode opératoire standard
											pour beaucoup de vidéos et images
d'actualités que vous voyez,
											un groupe de reporters est transporté
en camion,
											escorté jusqu'au lieu d'un désastre,
											ils préparent leur matériel, prennent
leur photos, font leurs interviews
											puis ils sont escortés vers la sortie.
											Décidément, ce n'est pas
un cadre de recherche.
									","
											Klasik örneği: Somali, 1992.
											Bugünkü Somali olabilir.
											Gördüğünüz çoğu haber
videosu ve fotoğrafı için
											bir grup muhabirin kamyonlarla
felaket bölgesine götürülmesi
											ve onların haber içeriklerini üretmesi,
											fotoğraf çekmesi,
											röportaj yapması ve geri gelmeleri,
											standart bir uygulamadır.
											Bu kesinlikle araştırma ortamı değildir.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											Now, sometimes, we're working
on feature stories.
											This is an image I took of a woman
											in Bhongir Village
in Andhra Pradesh in India.
											She's at a microfinance meeting.
											It's a terrific story.
											What's important here
is that she is identifiable.
											You can see her face.
											This also is not a research picture.
											This is much more representative
of a research picture.
											It's a research site: you see young women
accessing new technologies.
											It's more of a time stamp,
it's a documentation of research.
											I couldn't use this for news.
											It doesn't tell enough,
and it wouldn't sell.
									","
											Manchmal arbeiten wir an Dokumentationen.
											Dieses Foto zeigt eine Frau
im Dorf Bhongir in Andhra Pradesh, Indien,
											auf einer Versammlung für Kleinkredite.
											Eine grandiose Geschichte.
											Wichtig ist: Die Frau ist real.
											Man kann ihr Gesicht sehen.
											Auch das ist kein wissenschaftliches Bild.
											Ein wissenschaftliches Bild
ist viel eher das folgende:
											Es ist ein Forschungsstandort:
											Man sieht junge Frauen,
die moderne Technik nutzen.
											Es ist eher eine Momentaufnahme,
eine Forschungsdokumentation.
											Ich könnte das Bild
nicht für einen Bericht nutzen.
											Es sagt nicht genug aus
und ließe sich nicht verkaufen.
									","
											Ahora bien, a veces trabajamos
en reportajes especiales.
											Esta es una foto
que tomé de una mujer
											en el pueblo de Bhongir
en Andhra Pradesh, India.
											Está en una reunión de microfinanzas.
											Es una historia fantástica.
											Y lo importante aquí
es que es reconocible.
											Se le puede ver la cara.
											Y esta tampoco es
una foto de investigación.
											Esta representa mucho mejor
una fotografía de investigación.
											Es un lugar de investigación; se ven
mujeres jóvenes con nuevas tecnologías.
											Es como una marca de la época;
se está documentando una investigación.
											Esto no me serviría para las noticias.
											No cuenta lo suficiente y no vende.
									","
											Parfois, nous travaillons
sur des reportages.
											J'ai pris en photo cette femme
											du village de Bhongir,
dans l'Andhra Pradesh en Inde.
											Elle est dans une réunion
de microfinancement.
											C'est une histoire géniale.
											Ce qui compte ici,
c'est qu'elle est identifiable.
											Vous pouvez voir son visage.
											Et ce n'est pas une photo de recherche.
											C'est beaucoup plus représentatif
qu'une photo de recherche.
											C'est un centre de recherche : ces femmes
accèdent aux nouvelles technologies.
											C'est plus un marqueur temporel,
c'est une documentation de recherche.
											Je ne pouvais pas
l'utiliser pour les infos.
											Elle ne raconte pas suffisamment
et personne n'en voudrait.
									","
											Bazen de ilginç haberler
üzerine çalışmalar yapıyoruz.
											Bu, Hindistan'da Andhra Pradesh'te
											Bhonir Köyü'nde çektiğim 
bir kadının resmi.
											Mikro finans toplantısındaydı.
											Ne müthiş bir hikaye.
											Önemli kısım, kadının 
tanımlanabilir olması.
											Yüzünü görebiliyorsunuz.
											Bu araştırma resmi değil.
											Daha çok araştırma resminin
temsili görüntüsü.
											Bir araştırma alanı: Genç kadının
yeni teknolojiye erişimi.
											Bir zaman damgasından ziyade
araştırmanın belgelenmesi.
											Bunu haber için kullanamam.
											Yeteri kadar şey anlatmıyor
ve satacak bir şeyi yok.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											But then, the differences
are even deeper than that.
											Revi and I analyzed some of the mandates
that researchers are under.
											They are under some very strict rules
											governed by their university
research review boards
											when it comes to content
and confidentiality.
											Researchers are mandated to acquire
document-informed consent.
											Well, as a reporter, if I hang
a microphone on someone,
											that is consent.
											And when it comes to creating the story,
I'll fact-check as a reporter,
											but I don't invite company
to create that story,
											whereas social scientists, researchers,
											and particularly
participatory researchers,
											will often work on constructing
the narrative with the community.
											And when it comes
to paying for information,
											""checkbook journalism""
is roundly discouraged,
											in part, because of the bias it introduces
in the kind of information you get.
											But social scientists understand
that people's time is valuable
											so they pay them for that time.
									","
											Aber es gibt noch
tiefgreifendere Unterschiede.
											Revi und ich haben analysiert,
was von Wissenschaftlern verlangt wird.
											Sie müssen einige
sehr strenge Regeln befolgen,
											die von Kontrollausschüssen
der Universitäten bestimmt werden
											und Inhalt und Vertraulichkeit betreffen.
											Wissenschaftler müssen von ihren Quellen
eine Einwilligungserklärung einholen.
											Wenn ich als Reporterin
jemandem ein Mikrofon hinhalte,
											bedeutet das Einwilligung.
											Wenn ich dann die Geschichte schreibe,
kontrolliere ich zwar die Fakten,
											aber ich lade niemanden
zum Mitschreiben ein,
											während Sozialwissenschaftler, Forscher
und vor allem partizipative Forscher
											ihre Berichte gemeinschaftlich erarbeiten.
											Zum Thema Bezahlung für Informationen:
											""Scheckbuchjournalismus"" ist
grundsätzlich abzulehnen,
											weil er zu subjektiven
Informationen verleiten kann.
											Aber Sozialwissenschaftler wissen,
dass die Zeit der Menschen wertvoll ist,
											also bezahlen sie dafür.
									","
											Pero las diferencias son
incluso más profundas.
											Revi y yo analizamos algunas
de las órdenes de los investigadores.
											Trabajan bajo reglas muy estrictas
											dictadas por las juntas
de revisión de su universidad
											en cuanto a contenido y confidencialidad.
											Están obligados a tener el consentimiento
para elaborar sus documentos.
											En cambio yo, como reportera, 
si le pongo un micro a alguien,
											ya tengo consentimiento.
											Y cuando tenga que crear la historia,
verificaré los hechos como reportera,
											pero no invitaré a otros
a crear esa historia,
											mientras que los investigadores sociales
											y sobre todo los participativos,
											a menudo construyen el relato
junto con la comunidad.
											Y en cuanto a pagar por la información,
											no se incentiva el 'periodismo de cheque',
											en parte por el sesgo que se vierte
en el tipo de información obtenida.
											Pero los científicos sociales entienden
que el tiempo de la gente es valioso,
											así que les pagan por su tiempo.
									","
											Mais les différences sont encore
plus profondes que cela.
											Revi et moi avons analysé certains mandats
auxquels les chercheurs sont soumis.
											Ils sont soumis à des règles
très strictes,
											régies par les comités d'examen
de recherches universitaires
											en matière de contenu
et de confidentialité.
											Ils sont tenus d'avoir un consentement
documenté donné en connaissance de cause.
											Eh bien, en tant que journaliste,
si je tends mon micro à quelqu'un,
											c'est un consentement.
											Et quand il s'agit d’écrire mon article,
je vérifierai les faits comme journaliste,
											mais je n'invite pas les autres
pour écrire cette histoire,
											alors que les sociologues, les chercheurs,
											et surtout les chercheurs participatifs,
											travaillent souvent pour construire
le récit avec la communauté.
											Et quand il s'agit de payer
pour l'information,
											le « journalisme à cachets »
est vivement déconseillé,
											en partie, à cause du parti pris qu'il
introduit dans les informations obtenues.
											Mais les sociologues comprennent
que le temps des gens est précieux,
											donc, ils les payent pour ce temps.
									","
											Fakat farklılıklar bundan bile daha derin.
											Revi ve ben araştırmacıların tabi olduğu

											bazı zorunluluklara baktık.
											Üniversitelerinin araştırma kurulları
tarafından belirlenmiş
											içerik ve gizliliğe dair
katı kurallar altındalar.
											Araştırmacılar, yazılı onay almalılar.
											Bir muhabir olarak birine
mikrofon uzattığım zaman
											bu onaydır.
											Hikâyeyi kurgularken bilgileri doğrularım,
											fakat insanları kurguya dâhil etmem.
											Öte yandan sosyal bilimciler,
											araştırmacılar, katılımcı araştırmacılar
											genellikle hikâyeyi bir topluluk ile
birlikte oluştururlar.
											Bilgi için ödemeye gelince,
											""çek defteri gazeteciliği"" kısmen
											bilginin yanlılığına yol açması
yüzünden engelleniyor.
											Sosyal bilimciler, insanın 
zamanını değerli görürler
											ve bunun için ödeme yaparlar.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											So while journalists are well-placed
											to convey the beauty
of the scientific process —
											and I would add, the NGO process —
											what about the warts?
											What happens if a research project
is not particularly well-designed,
											or an NGO project
doesn't fulfill its goals?
											Or the other kind of warts,
											you know, what happens after dark
when the drinks happen.
											Research environments
and reporting trips and NGO projects
											are very intimate environments;
											you make good friends
while you're doing good work.
											But there's a little bit
of Johnnie Walker journalism after dark,
											and what happens to that line
between embedded
											and in-bedded?
											Or what do you do with the odd
and odious behavior?
											The point is that you'll want
to negotiate in advance
											what is on the record
											and off the record.
									","
											Journalisten sind also dazu da,
											die Faszination der Forschungstätigkeit
											und wohl auch der
NGO-Tätigkeit zu vermitteln,
											aber was, wenn es Probleme gibt?
											Was passiert, wenn ein Forschungsprojekt
nicht besonders gut geplant ist
											oder ein NGO-Projekt
seine Ziele nicht erreicht?
											Und da wären noch andere Probleme,
											wenn es dunkel wird
und man sich ein paar Drinks gönnt.
											Forschungsvorhaben,
Journalistenreisen und NGO-Projekte
											schaffen sehr intime Milieus;
											man findet gute Freunde,
während man gute Arbeit macht.
											Aber abends kommt noch ein wenig
Johnnie-Walker-Journalismus dazu.
											Was dann, wenn die Recherche
ins Bett eines Kollegen führt?
											Was tun bei seltsamem
und widerwärtigem Verhalten?
											Man sollte von vornherein festlegen,
											was offiziell wird
und was vertraulich bleibt.
									","
											Así que mientras los periodistas
											están bien situados para mostrar 
la belleza del proceso científico,
											el proceso de las ONGs, yo añadiría,
											¿Qué pasa con los defectos?
											¿Qué pasa cuando un proyecto 
de investigación no se diseña bien,
											o un proyecto de ONG
no cumple sus objetivos?
											O el otro tipo de defectos.
											Ya saben, lo que ocurre de noche
cuando hay copas de por medio.
											El medio de la investigación,
la información y los proyectos de las ONG
											son medios muy íntimos.
											Se hacen buenos amigos
cuando se está trabajando bien.
											Pero cuando anochece hay un poco
de ""periodismo Johnnie Walker"",
											¿y qué pasa cuando se cruza
esa línea entre estar integrada
											y estar ""encamada""?
											¿Qué hacer con el comportamiento
extraño y odioso?
											La cuestión es que querrás
negociar de antemano
											lo que se puede contar
											y lo que es extraoficial.
									","
											Alors que les journalistes
sont bien placés
											pour véhiculer la beauté du processus
de la recherche scientifique,
											je dirais même, le processus des ONG.
											Mais qu'en est-il des défauts ?
											Que se passe-t-il si un projet
de recherche n'est pas bien conçu,
											ou si un projet d'une ONG
ne remplit pas ses objectifs ?
											Ou l'autre type de défauts,
											vous savez, ce qui se passe la nuit
quand il y a des boissons.
											Les milieux de recherche, les missions
de couverture et les projets des ONG
											sont des environnements très intimes ;
											on se fait des bons amis
tout en faisant du bon travail.
											Mais il y a un peu de journalisme à la
Johnnie Walkers quand il fait nuit.
											Qu'arrive-t-il à la fameuse limite
entre « intégré »
											et « intégré au lit » ?
											Ou que faites-vous des comportements
étranges et odieux ?
											La question est que vous auriez envie
de négocier au préalable
											ce qui est officiel
											et ce qui est officieux.
									","
											Gazeteciler bilimsel sürecin
											güzel taraflarını aktarmakta

											iyi bir noktadayken
-STÖ'leri de eklemeliyim-
											istenmeyen olaylara ne demeli?
											Araştırma projesi iyi kurgulanmamışsa
											ya da STÖ projesi amacına ulaşmıyorsa?
											Peki ya hava karardıktan sonra
											içkiler içilmeye başlandığında
ortaya çıkan diğer olumsuzluklar?
											Araştırma bölgeleri,
haber gezileri, STÖ projeleri
											samimi ortamlardır,
											iş yaparken iyi arkadaşlar edinirsiniz.
											Hava kararınca işe biraz
Johnnie Walker gazeteciliği karışır,
											peki gizli ile açık arasındaki
											çizgiye ne olur?
											Peki ya garip ve iğrenç davranışlar?
											Neyin kayıtlı neyin kayıt dışı
											olacağını önden konuşmak
											istersiniz.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											I'm going to turn now to some NGO imagery
											which will be familiar
to some of you in this audience.
									","
											Ich möchte nun über NGO-Symbolik sprechen,
											die einigen Zuschauern
bekannt vorkommen wird.
									","
											Voy a mostrar ahora unas imágenes de ONGs
											que a algunos de Uds.
le resultarán familiares.
									","
											Je vais maintenant parler
de quelques images d'ONG
											auxquelles certains
d'entre vous sont habitués.
									","
											Şimdi bazı STÖ görüntüleri göstereceğim.
											Bazılarınız aşina olabilir.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											(Video) Narrator: For about 70 cents,
you can buy a can of soda,
											regular or diet.
											In Ethiopia, for just 70 cents a day,
											you can feed a child like Jamal
nourishing meals.
											For about 70 cents,
you can also buy a cup of coffee.
											In Guatemala, for 70 cents a day,
											you can help a child like Vilma get
the clothes she needs to attend school.
									","
											(Video) Erzähler: Für ca. 70 Cent
bekommt man eine Dose Limo,
											normal oder light.
											In Äthiopien kann man
für nur 70 Cent pro Tag
											ein Kind wie Jamal ernähren.
											Für ungefähr 70 Cent
bekommt man auch eine Tasse Kaffee.
											In Guatemala kann man für 70 Cent pro Tag
einem Kind wie Vilma helfen,
											die nötige Kleidung zu kaufen,
um in die Schule zu gehen.
									","
											(Vídeo) Narrador: Por unos 70 centavos
puede comprar una lata de refresco,
											normal o de dieta.
											En Etiopía, por solo 70 centavos al día,
											se puede proporcionar comidas
nutritivas a un niño como Jamal.
											Por unos 70 centavos también
se puede comprar una taza de café.
											En Guatemala, por 70 centavos al día,
											puede darle a una niña como Vilma
la ropa que necesita para ir al colegio.
									","
											(Vidéo) Narrateur : Pour environ 0,70$,
on peut acheter une canette de soda,
											normale ou light.
											En Éthiopie,
avec seulement 0,70$ par jour,
											vous pouvez donner à un enfant comme
Jamal des repas nourrissants.
											Avec environ 0,70$,
vous pouvez aussi acheter un café.
											Au Guatemala, avec 0,70$ par jour,
											vous pouvez aider une fille comme
Vilma à avoir l'uniforme de son école.
									","
											(Video) Anlatıcı: 70 sente 
normal ya da diyet bir kutu gazoz
											alabilirsiniz.
											Etiyopya'da günde 70 sente
											Jamal gibi bir çocuğu doyurabilirsiniz.
											70 sente bir fincan kahve alabilirsiniz.
											Guatemala'da günlük 70 sente
											Vilma gibi bir çocuğun okul
kıyafetlerini alabilirsiniz.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											Leslie Dodson: Now, there's
some very common imagery
											that's been around for 40 years.
											That's part of Sally Struthers's
famine campaign.
											Some of it is very familiar;
it's the Madonna and child.
											Women and children are very effective
in terms of NGO campaigns.
											We've been looking at this imagery
for a long time,
											for hundreds and hundreds of years;
the Madonna and child.
											Here is [Duccio],
											and here is Michelangelo.
											My concern is: Are we
one-noting the genders
											in our narratives of poverty
in developing communities?
											Do we have women as victims,
and are men only the perpetrators?
											Are they the guys with the AK-47s
or the boy soldiers?
											Because that doesn't leave
room for stories
											like the man who's selling ice cream
at the refuge camp in Southern Sudan,
											where we did a project,
											or the stories of the men who are working
on the bridge over the Blue Nile.
											So I wonder:
											Are these stories inconvenient
to our narratives?
									","
											Leslie Dodson: Das sind einige
sehr geläufige Symbole,
											die es schon 40 Jahre gibt.
											Sie sind Teil der Hunger-Kampagne
von Sally Struthers.
											Manche kennen wir gut,
hier die Madonna mit Kind.
											Frauen und Kinder sind
für NGO-Aktionen sehr wirkungsvoll.
											Wir kennen dieses Symbol
schon viele Jahrhunderte lang:
											die Madonna mit Kind.
											Hier ist [Duccio],
											und hier ist Michelangelo.
											Meine Sorge ist:
											Legen wir in unseren Berichten
über Armut und Entwicklungsländer
											Geschlechterrollen fest?
											Stellen wir Frauen als Opfer dar
und Männer nur als Täter?
											Sind sie die Kerle mit der Kalaschnikow
oder die Kindersoldaten?
											Denn dann gibt es keinen Platz
für Geschichten wie die des Mannes,
											der in einem Flüchtlingscamp
im Südsudan Eis verkauft,
											wo wir ein Projekt hatten,
											oder die Geschichten der Männer,
											die an einer Brücke
über den Blauen Nil arbeiten.
											Deshalb frage ich mich:
											Passen diese Geschichten
nicht zu unseren Berichten?
									","
											Leslie Dodson: Estas imágenes son
muy comunes desde hace 40 años.
											Son parte de la campaña
de Sally Struther contra el hambre.
											Algunas son muy familiares;
la Virgen y el niño.
											Las mujeres y los niños funcionan
muy bien en las campañas de ONGs.
											Llevamos mucho tiempo
viendo estas imágenes,
											cientos y cientos de años:
la Virgen y el niño.
											Éste es Duccio
											y éste es Michelangelo.
											Mi preocupación es si estamos 
encasillando los géneros
											en las historias de pobreza
en los países en vías de desarrollo.
											¿Mostramos a las mujeres como víctimas
y al hombre como único responsable?
											Los tipos que van con las AK-47
o los niños soldado.
											Porque eso no deja espacio para historias
											como la del hombre que vende helados
en el campo de refugiados al sur de Sudán,
											donde hicimos un proyecto,
											o la de los hombres que trabajan
en el puente sobre el Nilo Azul.
											Me pregunto:
											¿Es que esas historias son
incómodas en nuestros relatos?
									","
											Leslie Dodson :
Maintenant, il y a des images très connues
											depuis à peu près 40 ans.
											Ça fait partie de la campagne
de Sally Struther contre la famine.
											Certaines parmi elles sont très connues.
C'est la Vierge à l'Enfant.
											Les femmes et les enfants sont très
efficaces dans les campagnes des ONG.
											Ça fait longtemps que
nous voyons ces images,
											depuis des siècles, la Vierge à l'Enfant.
											Là, c'est Duccio,
											et ici, c'est Michel-Ange.
											Mon souci : amoindrissons-nous les genres
											dans nos récits sur la pauvreté
dans les communautés en développement ?
											Avons-nous les femmes comme victimes
et les hommes seulement comme bourreaux ?
											Sont-ils les gars avec des fusils AK-47s
ou bien les enfants-soldats ?
											Car cela ne laisse aucune place
pour des histoires
											comme celle du vendeur de la crème glacée
dans le camp de réfugiés au Sud Soudan,
											où nous avons réalisé un projet,
											ou celles des hommes qui travaillent
sur le pont au-dessus du Nil Bleu.
											Alors je me demande :
											ces histoires gênent-elles nos discours ?
									","
											Leslie Dodsan: 40 yıllık çok bilinen
											bir resim göstereceğim.
											Sally Struthers'ın kıtlık
kampanyasının bir parçası.
											Bazıları çok tanıdık: Kadın ve çocuk.
											Kadın ve çocuk, STÖ 
kampanyalarında etkilidir.
											Bu tip görüntülere uzun zamandır aşinayız,
											yüzyıllardır kadın ve çocuk
imgesini görürüz.
											Bu Duccio'nun,
											bu da Michelangelo'nun.
											Endişem şu: Gelişmekte olan
ülkelerdeki cinsiyeti,
											haberlerimizde hep
tekdüze mi gösteriyoruz?
											Kadınlar her zaman mağdur,
erkekler ise hep sanık mı?
											Onlar AK-47'li adamlar mı,
yoksa çocuk askerler mi?
											Proje yaptığımız Güney Sudan'da,
mülteci kampında
											dondurma satan adam gibi
veya Mavi Nil'deki köprü üzerinde
											çalışan adamlar gibi
											kurguya yer bırakmıyor.
											Şunu merak ediyorum:
											Bu hikâyeler bizler için uygunsuz mu?
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											And what about this narrative?
											This is a for-profit game,
											and its aim is to make development fun.
											One question is: Did they
inadvertently make fun of?
											Another set of questions is:
What are the rights of these children?
											What rights of publicity
or privacy do they have?
											Did they get paid?
											Should they get paid?
											Should they share in the profit?
											This is a for-profit game.
											Did they sign talent waivers?
											I have to use these
when I'm working with NGOs
											and documentary filmmakers
here in the States.
											In the States, we take our right
to privacy and publicity
											very seriously.
											So what is it about getting
on a long-haul flight
											that makes these rights vaporize?
									","
											Und was ist hiermit?
											Das ist ein kommerzielles Spiel.
											Sein Ziel: Entwicklungshilfe macht Spaß.
											Aber hat sich da nicht jemand
ungewollt darüber lustig gemacht?
											Weitere Fragen lauten:
Welche Rechte haben diese Kinder?
											Welche Rechte auf Öffentlichkeit
oder Privatsphäre haben sie?
											Wurden sie bezahlt?
											Sollten sie bezahlt werden,
am Gewinn beteiligt sein?
											Das ist ein kommerzielles Spiel.
											Haben sie Verzichtserklärungen
unterschrieben?
											Ich brauche so etwas
bei meiner Arbeit mit NGOs
											und Dokumentarfilmern in den USA.
											In den USA nehmen wir unser Recht
auf Privatsphäre und Publicity sehr ernst.
											Wieso lässt also ein Langstreckenflug
diese Rechte einfach verschwinden?
									","
											¿Y qué hay de este relato?
											Este es un juego con fines comerciales,
											y su objetivo es que
el desarrollo sea divertido.
											Una pregunta es:
¿Se burlaron sin darse cuenta?
											Otras preguntas serían:
¿Y los derechos de esos niños?
											¿Qué derechos de publicidad
o a la intimidad tienen?
											¿Se les pagó?
											¿Se les debería pagar?
											¿Deberían compartir el beneficio?
											Este es un juego comercial.
											¿Firmaron por prestación de servicios?
											Yo tengo que usarlos
cuando trabajo con ONGs
											y con directores
de documentales aquí en EE. UU.
											En EE.UU. nos tomamos nuestros
derechos de publicidad y a la privacidad
											muy en serio.
											¿Por qué embarcarnos en una larga travesía
que destruya estos derechos?
									","
											Qu'en est-il de ce discours ?
											C'est un jeu à but lucratif,
											pour rendre le développement amusant.
											Une question :
se sont-ils moqués par inadvertance ?
											Il y a d'autres questions :
quels sont les droits de ces enfants ?
											Quels droits de publicité
ou à la vie privée ont-ils ?
											Ont-ils été payés ?
											Devraient-ils l'être ?
											Devraient-ils toucher des bénéfices ?
											C'est un jeu à but lucratif.
											Ont-ils signé des renonciations de droit ?
											Je dois utiliser cela
quand je travaille avec des ONG
											et des réalisateurs de documentaires
ici aux États-Unis.
											Aux États-Unis, on prend notre
droit à la vie privée et de publicité
											très au sérieux.
											Alors, qu'en est-il de monter dans
un vol long-courrier
											qui réduit tous ces droits en cendres ?
									","
											Peki ya buna ne demeli?
											Bu kâr amaçlı bir oyun,
											amacı ise gelişimi eğlenceli kılmak.
											Bir soru: Yanlışlıkla mı dalga geçtiler?
											Diğer sorular: 
Bu çocukların hakları nedir?
											Nasıl bir aleniyet
veya gizlilik hakları var?
											Para ödendi mi?
											Para ödenmeli mi?
											Kârı paylaşmalılar mı?
											Bu kâr amaçlı bir oyun.
											Feragat sözleşmesi imzaladılar mı?
											ABD'de STÖ'ler
ve belgeselcilerle çalışırken
											bunları göz önüne almalıyım.
											Birleşik Devletler'de tanıtım
ve gizlilik haklarımızı
											çok ciddiye alırız.
											Uzun bir uçuştan sonra
bu hakların kaybolmasının
											nedeni nedir?
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
											I don't want to just pick on our friends
in the gaming arts;
											I'll turn to the graphic arts,
											where we often see these monolithic,
homogeneous stories
											about the great country of Africa.
											But Africa is not a country,
it's a continent.
											It's 54 countries and thousands
and thousands of languages.
											So my question is:
Is this imagery productive,
											or is it reductive?
											I know that it's popular.
									","
											Ich attackiere nicht nur
die Spielebranche,
											sondern auch die bildende Kunst,
											die oft monumentale,
ewig gleiche Geschichten
											über das großartige Land Afrika zeigt.
											Aber Afrika ist kein Land,
											es ist ein Kontinent mit 54 Ländern
und Tausenden von Sprachen.
											Meine Frage lautet also:
											Sind diese Darstellungen nutzbringend
oder vereinfachen sie nur?
											Ich weiß, dass sie populär sind.
									","
											No solo me meto con nuestros amigos
del mundo del videojuego;
											también con el arte gráfico,
											donde a menudo vemos historias
monolíticas, homogéneas,
											sobre el gran país de África.
											Pero África no es un país,
es un continente.
											Son 54 países y miles de idiomas.
											Mi pregunta es:
											¿Son estas imágenes productivas?
											¿O reductivas?
											Sé que son populares.
									","
											Je ne veux pas m'en prendre
à nos amis des arts du jeu ;
											je vais me tourner
vers l'industrie graphique,
											où on voit souvent ces récits
monolithiques et homogènes
											sur ce grand pays : l'Afrique.
											Mais l'Afrique, ce n'est pas un pays,
c'est tout un continent.
											Il s'agit de 54 pays et des milliers
et des milliers de langues.
											Donc ma question est :
cette image est-elle productive,
											ou bien réductrice ?
											Je sais qu'elle est très répandue.
									","
											Bu olayı sadece oyun sektörüne 
yönlendirmek istemem;
											tasarım sektöründe de
											Ulu Afrika ülkesi hakkında 
bu tip yekpare ve aynı tür fotoğraflar
											karşımıza çıkar,
											fakat Afrika bir ülke değil, bir kıta.
											54 ülke ve binlerce dil barındırıyor.
											Benim sorum şu:
Bu tür görüntüler verimli mi,
											yoksa indirgeyici mi?
											Popüler olduğunu biliyorum.
									",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
"
","
","
","
","
",Don't misrepresent Africa,Leslie Dodson,11:26,"Africa,TEDx,journalism,media,poverty"
