en,pt,fr,es,tr,title,speaker,duration,tags
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											Sounds normal, right?
											Only one problem:
											you're not talking to the bank.
											You're talking to the criminals.
											They had built
an English-speaking help desk,
											fake overlays to the banking website.
											And this was so flawlessly executed
											that they were moving
between a half a million
											and a million and a half
dollars per attempt
											into their criminal coffers.
									","
											Parece tudo normal, não é?
											Só há um problema:
											não estamos a falar com o banco.
											Estamos a falar com os criminosos.
											Montaram um gabinete de assistência
em língua inglesa,
											imitações do ""website"" bancário.
											Isso foi executado de modo tão perfeito
											que estão a movimentar
entre meio milhão
											e um milhão e meio de dólares
por tentativa
											para os seus cofres criminosos.
									","
											Cela paraît normal, non ?
											Un seul problème :
											vous ne parlez pas à la banque.
											Vous parlez aux criminels.
											Ils ont conçu
un centre de service francophone
											qui se superpose au site de la banque.
											Cela a été si parfaitement exécuté
											qu'à chaque tentative,
											ils déplaçaient entre un demi million
et un million et demi de dollars
											dans leur coffre criminel.
									","
											Parece normal ¿verdad?
											Solo hay un problema:
											Ud. no está hablando con el banco.
											Está hablando con los criminales.
											Habían construido un servicio 
de asistencia en inglés,
											superposiciones falsas 
en la página web de la banca.
											Y estaba tan impecablemente ejecutado
											que movían entre medio millón de dólares
											y un millón y medio por intento
											en sus arcas criminales.
									","
											Normal görünüyor, değil mi?
											Tek sorun:
											bankayla konuşmuyordunuz.
											Dolandırıcılarla konuşuyordunuz.
											İngilizce konuşulan bir yardım
masası oluşturmuşlar,
											banka sitesi üzerine 
sahte bir site bindirmişler
											ve bunları kusursuz yapmışlar.
											Kasalarına, her seferde

											yarım milyonla bir milyon dolar arası
											miktarı atmışlar.
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											These criminal organizations operate
											like highly regimented,
legitimate businesses.
											Their employees work
Monday through Friday.
											They take the weekends off.
											How do we know this?
											We know this because
our security researchers see
											repeated spikes of malware
on a Friday afternoon.
											The bad guys, after a long weekend
with the wife and kids,
											come back in to see how well things went.
									","
											Estas organizações criminosas funcionam

											como as empresas legítimas,
altamente regradas.
											Os seus empregados trabalham
de segunda a sexta-feira.
											Gozam os fins de semana.
											Como é que sabemos isso?
											Sabemos porque os investigadores
de segurança
											veem repetidos picos de vírus
nas sextas à tarde.
											Os vigaristas, depois de um longo
fim de semana com a mulher e os filhos,
											voltam para ver como correram as coisas.
									","
											Ces organisations criminelles opèrent
											comme des entreprises
très bien régies et légitimes.
											Leurs employés travaillent
du lundi au vendredi.
											Ils s'accordent le week-end.
											Comment le savons-nous ?
											Nous le savons car
nos chercheurs en sécurité voient
											des augmentations des malwares
le vendredi après-midi.
											Les méchants, après un long week-end
avec femme et enfants,
											reviennent voir comment cela s'est passé.
									","
											Estas organizaciones criminales operan
											como empresas altamente legítimas.
											Sus empleados trabajan de lunes a viernes.
											Están libres los fines de semana.
											¿Cómo sabemos esto?
											Lo sabemos porque nuestros 
investigadores de seguridad vieron
											repetidos picos de malware 
un viernes por la tarde.
											Los malos, tras un largo 
fin de semana con esposas e hijos,
											volvían a ver lo bien que iban las cosas.
									","
											Bu suç örgütleri
											askeri bir disiplinle
yasal firmalar gibi çalışıyor.
											Çalışanlar Pazartesi-Cuma mesaisi yapıyor.
											Hafta sonları izinliler.
											Bunu nasıl mı biliyoruz?
											Güvenlik araştırmacılarımız gördü ki
											Cuma günü öğleden sonraları
zararlı yazılım zirve yapıyor.
											Aileleriyle geçridikleri
uzun bir hafta sonunun ardından da
											geri dönüp işlerin nasıl gittiğini
kontrol ediyorlar.
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											The Dark Web is where
they spend their time.
											That is a term used to describe
the anonymous underbelly of the internet,
											where thieves can operate with anonymity
											and without detection.
											Here they peddle their attack software
											and share information
on new attack techniques.
											You can buy everything there,
											from a base-level attack
to a much more advanced version.
											In fact, in many cases, you even see
											gold, silver and bronze levels of service.
											You can check references.
											You can even buy attacks
											that come with a money-back guarantee —
									","
											Passam o tempo na Internet Obscura.
											Este é um termo usado para descrever
o ponto fraco anónimo da Internet,
											onde os ladrões podem manobrar
anonimamente
											sem serem detetados.
											É aí que eles vendem
o seu ""software"" de ataque
											e partilham informações
sobre novas técnicas de ataque.
											Ali podemos comprar tudo,
											desde um ataque a nível básico
até uma versão muito mais avançada.
											Com efeito, em muitos casos,
											até vemos níveis de serviço
ouro, prata e bronze.
											Podemos verificar as referências.
											Podemos comprar ataques
											que são acompanhados de
garantia de devolução do dinheiro...
									","
											Ils passent leur temps
sur le web profond.
											C'est un terme utilisé pour décrire
la partie anonyme d'internet
											où les voleurs peuvent opérer
en parfait anonymat
											et sans être détectés.
											Ils y colportent leur logiciel d'attaque
											et partagent des informations
sur les nouvelles techniques d'attaque.
											Vous pouvez tout acheter là-bas,
											d'une attaque de bas niveau
à une version bien plus avancée.
											En fait, dans de nombreux cas,
vous pouvez voir
											des niveaux de service
or, argent ou bronze.
											Vous pouvez vérifier les références.
											Vous pouvez même acheter des attaques
											avec une garantie
satisfait ou remboursé —
									","
											Pasan su tiempo en la web oscura.
											Es un término usado para describir
											la parte más vulnerable 
en el anonimato de Internet,
											donde los ladrones pueden 
operar con el anonimato
											sin ser detectados.
											Aquí venden su software de ataque
											y comparten información 
sobre nuevas técnicas de ataque.
											Uds. pueden comprar todo,
											desde un ataque básico, 
hasta una versión mucho más avanzada.
											De hecho, en muchos casos, incluso se ve
											oro, plata y bronce 
en los niveles de servicio.
											Se pueden verificar las referencias,
											incluso comprar los ataques
											que vienen con garantía de devolución
									","
											Zamanlarını Dark Web'de geçiriyorlar.
											Bu terim internetin görünmeyen
karanlık tarafı için kullanılıyor.
											Suçlular burada kimliklerini gizleyerek
											ve izlenmeden faaliyet yapıyor.
											Zararlı yazılımları satıyor
											ve yeni saldırı teknikleri hakkında
bilgi paylaşıyorlar.
											Orada her şeyi satın alabilirsiniz,
											temel seviye saldırılardan
çok gelişmiş versiyonlara kadar.
											Aslında çoğu durumda altın, gümüş
											ve bronz seviye hizmet bile
görebilirsiniz.
											Referansları kontrol edebilir,
											geri ödeme garantili
											saldırı bile satın alabilirsiniz,
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											if you're not successful.
											Now, these environments,
these marketplaces —
											they look like an Amazon or an eBay.
											You see products, prices,
ratings and reviews.
											Of course, if you're going
to buy an attack,
											you're going to buy from a reputable
criminal with good ratings, right?
									","
											... se não forem bem-sucedidos.
											Estes ambientes, estes mercados
											parecem-se com um Amazon
ou um eBay.
											Vemos os produtos, os preços,
classificações e críticas.
											Claro que, se vamos comprar um ataque,
											vamos comprá-lo a um criminoso fiável
com boas avaliações, não é?
									","
											au cas où vous ne seriez pas satisfait.
											Ces environnements, ces marchés
											ressemblent à Amazon ou à eBay.
											Vous voyez des produits, des prix,
des notes et des commentaires.
											Bien sûr, si vous voulez
acheter une attaque,
											vous allez l'acheter à un criminel
réputé et bien noté, n'est-ce pas ?
									","
											si no se tiene éxito.
											Estos entornos, estos mercados,
											se parecen a Amazon o eBay.
											Uno ve productos, precios, 
valoraciones y comentarios.
											Por supuesto, 
si uno va a comprar un ataque,
											querrá comprar a un criminal de renombre 
con buenas calificaciones, ¿verdad?
									","
											eğer başarılı olmazsa.
											Bu çevreler, bu pazarlar
											Amazon veya eBay gibi görünür.
											Ürünü, fiyatını, puanını
ve yorumları görürsünüz.
											Eğer bir saldırı satın alacaksanız
bunu tabii ki
											puanı iyi, güvenilir bir suçludan
almak doğru olur, değil mi?
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									","
											(Gülüşmeler)
									",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
"
","
","
","
","
",Where is cybercrime really coming from?,Caleb Barlow,14:27,"crime,data,hack,computers"
