en,es,pt,tr,de,title,speaker,duration,tags
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Most of the world
we live in today was forest.
											This was before human intervention.
											Then we built up our cities
on those forests,
											like São Paulo,
											forgetting that we belong
to nature as well,
											as much as 8.4 million
other species on the planet.
											Our habitat stopped being
our natural habitat.
											But not anymore for some of us.
											A few others and I today make
these forests professionally —
											anywhere and everywhere.
									","
											La mayor parte del mundo 
donde vivimos hoy era bosque.
											Esto fue antes de la intervención humana.
											Entonces construimos 
nuestras ciudades en los bosques,
											como São Paulo,
											olvidando que pertenecemos 
a la naturaleza también
											tanto como 8,4 millones de 
otras especies en el planeta.
											Nuestro hábitat dejó de ser 
nuestro hábitat natural.
											Pero ya no para algunos de nosotros.
											Unos pocos y yo hacemos hoy 
estos bosques profesionalmente
											en cualquier lugar y en todas partes.
									","
											A maior parte do mundo
em que vivemos hoje já foi floresta.
											Isso foi antes da intervenção humana.
											Então construímos cidades
nessas florestas,
											como em São Paulo,
											esquecendo-nos que pertencemos
à natureza da mesma forma,
											bem como outros 8,4 milhões
de espécies no planeta.
											O nosso habitat deixou de ser
um habitat natural.
											Mas não para alguns de nós.
											Hoje alguns outros e eu fazemos estas
florestas a nível profissional,
											em qualquer e todo o lado.
									","
											Bugün içinde yaşadığımız dünyanın
çoğunluğu ormandı.
											İnsan müdahalesinden önceydi.
											Sonra biz, en az gezegendeki diğer
8,4 milyon tür kadar
											bizim de doğaya ait olduğumuzu unutarak,
											o ormanların üzerine şehirlerimizi kurduk,
											São Paulo gibi.
											Yaşam alanlarımız doğal
yaşam alanımız olmayı bıraktılar.
											Ama artık hepimiz için geçerli değil.
											Bugün, birkaç kişi ve ben
profesyonel olarak bu ormanları yapıyoruz,
											herhangi bir yerde ve her yerde.
									","
											Der Großteil der Welt, in dem wir
heute leben, war einmal Wald.
											Das war vor dem menschlichen Eingriff.
											Dann bauten wir unsere
Städte auf diesen Wäldern,
											wie São Paulo,
											außer Acht lassend,
dass wir auch zur Natur gehören,
											genauso wie 8,4 Millionen
andere Arten auf dem Planeten.
											Unser Lebensraum war nicht mehr
unser ursprünglicher Lebensraum.
											Aber nicht so für einige von uns.
											Ein paar Leute und ich machen
diese Wälder inzwischen beruflich —
											an allen möglichen Orten.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											I'm an industrial engineer.
											I specialize in making cars.
											In my previous job at Toyota,
											I learned how to convert
natural resources into products.
											To give you an example,
											we would drip the sap
out of a rubber tree,
											convert it into raw rubber
											and make a tire out of it — the product.
											But these products can never
become a natural resource again.
											We separate the elements from nature
											and convert them
into an irreversible state.
											That's industrial production.
									","
											Soy ingeniero industrial.
											Estoy especializado 
en la fabricación de automóviles.
											En mi trabajo anterior en Toyota,
											aprendí a convertir 
recursos naturales en productos.
											Para dar un ejemplo,
											extraemos la savia de un árbol de caucho,
											para convertirlo en caucho crudo
											y hacer un neumático con él, el producto.
											Sin embargo, estos productos nunca pueden 
volver a ser un recurso natural.
											Separamos los elementos de la naturaleza
											y los convertimos 
en un estado irreversible.
											Esa es la producción industrial.
									","
											Sou engenheiro industrial.
											Sou especializado em fazer carros.
											No meu emprego anterior na Toyota,
											aprendi a converter recursos naturais
em produtos.
											Por exemplo,
											gotejamos a seiva de uma seringueira,
											convertemo-la em borracha pura
											e fazemos um pneu
a partir dela — o produto.
											Mas esses produtos nunca podem
voltar a ser recursos naturais.
											Separamos os elementos da natureza
											e convertemo-los num estado irreversível.
											Isto é produção industrial.
									","
											Ben endüstri mühendisiyim.
											Araba yapmada uzmanım.
											Toyota'daki eski işimde,
											doğal kaynakların nasıl ürüne 
dönüştürülebileceğini öğrendim.
											Bir örnek verecek olursak,
											kauçuk ağacının özsuyunu
damla damla akıtıp
											onu ham kauçuğa dönüştürebilir
											ve ondan bir
tekerlek -bir ürün- yapabiliriz.
											Fakat bu ürünler tekrar doğal
kaynağa dönüşemez.
											Elementleri doğadan ayırıyor ve
											onları geri dönülemez bir
vaziyete sokuyoruz.
											Bu endüstriyel üretim.
									","
											Ich bin Wirtschaftsingenieur
											und Spezialist in der Autoproduktion.
											In meinem vorherigen Beruf
bei Toyota lernte ich,
											wie man natürliche Ressourcen
in Produkte umwandelt.
											Zum Beispiel lassen wir den Saft
des Kautschukbaumes austropfen,
											wandeln ihn dann zu Rohgummi um
											und machen schließlich Reifen
daraus — das Produkt.
											Doch diese Produkte werden
nie wieder natürliche Ressourcen.
											Wir trennen die Elemente von der Natur
											und wandeln sie einen
unumkehrbaren Zustand um.
											Das ist industrielle Produktion.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											Nature, on the other hand,
works in a totally opposite way.
											The natural system produces
by bringing elements together,
											atom by atom.
											All the natural products
become a natural resource again.
											This is something which I learned
											when I made a forest
in the backyard of my own house.
											And this was the first time
I worked with nature,
											rather than against it.
											Since then,
											we have made 75 such forests
in 25 cities across the world.
											Every time we work at a new place,
											we find that every single element
needed to make a forest
											is available right around us.
											All we have to do is to bring
these elements together
											and let nature take over.
									","
											La naturaleza, por otra parte, 
funciona de una manera totalmente opuesta.
											El sistema natural 
produce uniendo elementos,
											átomo por átomo.
											Todos los productos naturales se 
convierten en un recurso natural de nuevo.
											Esto es algo que he aprendido
											cuando hice un bosque 
en el patio trasero de mi propia casa.
											Y esta fue la primera vez 
que trabajé con la naturaleza,
											en lugar de combatirla.
											Desde entonces,
											hemos hecho 75 bosques 
en 25 ciudades del mundo.
											Cada vez que trabajamos en un nuevo lugar,
											nos encontramos con que cada elemento 
necesario para hacer un bosque
											está disponible justo al lado nuestro.
											Todo lo que hay que hacer 
es unir estos elementos
											y dejar que la naturaleza se haga cargo.
									","
											A natureza, por outro lado,
funciona de forma completamente contrária.
											O sistema natural produz,
a partir da junção de elementos,
											átomo por átomo.
											Todos os produtos naturais
voltam a ser recursos naturais.
											Isto é algo que aprendi
											quando fiz uma floresta
no quintal da minha casa.
											Essa foi a primeira vez 
que trabalhei com a natureza,
											em vez de contra ela.
											A partir daí,
											já fizemos 75 florestas
em 25 cidades em todo o mundo.
											Cada vez que trabalhamos num novo local,
											descobrimos que cada elemento necessário
para construir uma floresta
											está disponível à nossa volta.
											Tudo o que temos de fazer
é juntar esses elementos
											e deixar a natureza trabalhar.
									","
											Öte yandan, doğa ise tam tersi
şekilde işliyor.
											Doğal sistem, elementleri
atom atom bir araya getirerek
											üretim yapar.
											Tüm doğal ürünler, tekrar
doğal kaynak olabilirler.
											Bu evimin arka bahçesinde 
bir orman yaparken
											öğrendiğim bir şey.
											Ve bu doğaya karşıdan ziyade
											doğayla birlikte ilk çalışışımdı.
											O zamandan beri,
											tüm dünyada 25 şehirde bu 
ormanlardan 75 tane yaptık.
											Yeni bir yerde her çalışışımızda,
											bir orman yapmak için gereken
her bir elementin
											hemen etrafımızda ulaşılabilir
olduğunu keşfediyoruz.
											Tek yapmamız gereken tüm bu
elementleri bir araya getirmek
											ve doğanın kontrolü ele 
almasına izin vermek.
									","
											Die Natur arbeitet dagegen völlig anders.
											Das natürliche System produziert,
indem es Elemente zusammenfügt,
											Atom für Atom.
											All die natürlichen Produkte werden
wieder natürliche Ressourcen.
											Das lernte ich,
											als ich einen Wald im Hinterhof
meines Hauses pflanzte.
											Zum ersten Mal arbeitete
ich mit der Natur,
											statt gegen sie.
											Seitdem haben wir 75 solcher Wälder
in 25 Städten weltweit gepflanzt.
											An jedem neuen Ort stellen wir fest,
											dass jedes nötige Element
zur Pflanzung eines Waldes
											unmittelbar um uns herum vorhanden ist.
											Wir müssen nur diese
Elemente zusammen bringen
											und die Natur arbeiten lassen.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											To make a forest we start with soil.
											We touch, feel and even taste it
											to identify what properties it lacks.
											If the soil is made up of small particles
it becomes compact —
											so compact, that water cannot seep in.
											We mix some local biomass
available around,
											which can help soil become more porous.
											Water can now seep in.
											If the soil doesn't have
the capacity to hold water,
											we will mix some more biomass —
											some water-absorbent material
like peat or bagasse,
											so soil can hold this water
and it stays moist.
									","
											Para hacer un bosque, 
comenzamos con el suelo.
											Lo tocamos, lo sentimos 
e, incluso, lo probamos
											para identificar qué propiedades faltan.
											Si el suelo está compuesto de 
pequeñas partículas es compacto,
											tan compacto, 
que el agua no pueda penetrar.
											Mezclamos un poco de biomasa 
local disponible en el entorno,
											que ayuda a que el suelo sea más poroso.
											Ahora el agua puede filtrarse.
											Si el suelo no tiene la capacidad 
para retener el agua,
											vamos a mezclar un poco más de biomasa,
											un poco de material absorbente 
de agua como turba o bagazo,
											para que el suelo pueda retener esta agua 
y que se mantenga húmedo.
									","
											Para cultivar uma floresta
começamos com a terra.
											Tocamos, sentimos e até a provamos
											para identificar 
quais as propriedades em falta.
											Se a terra for feita de pequenas partículas,
torna-se compacta,
											tão compacta, que a água
não consegue infiltrar-se.
											Misturamos biomassa
disponível localmente,
											que pode ajudar 
a terra a ficar mais porosa.
											A água pode agora infiltrar-se.
											Se a terra não tiver a capacidade
de armazenar água,
											misturamos mais biomassa,
											algum material que absorva água,
como a turfa ou musgo,
											para que a terra possa armazenar
essa água e manter-se húmida.
									","
											Orman yapmak için toprakla işe başlıyoruz.
											Ona dokunuyoruz, onu hissediyoruz 
ve hangi özelliklerden yoksun olduğunu
											tanımlayabilmek için onu tadıyoruz.
											Eğer toprak küçük parçalardan oluşmuş
olursa sıkışık hâle geliyor,
											o kadar sıkışık oluyor ki
su sızamıyor.
											Etrafımızdaki, toprağın daha gözenekli
bir hâle gelmesine yardımcı olabilecek,
											kullanılabilir yerel biyokütleden
biraz karıştırıyoruz.
											Artık su sızabilir.
											Eğer toprağın suyu tutma 
kapasitesi yoksa,
											biraz daha biyokütle katıyoruz —
											turba ya da biga gibi
su emici materyallerden,
											böylece toprak bu suyu tutabilecek
ve nemli kalacak.
									","
											Beim Errichten eines Waldes
fangen wir mit dem Boden an.
											Wir berühren, fühlen
und schmecken ihn sogar,
											um die fehlenden Eigenschaften
zu identifizieren.
											Wenn der Boden aus kleinen Teilen 
besteht, wird er kompakt —
											so kompakt, dass kein Wasser
durchdringen kann.
											Wir mischen ihn mit der
vor Ort vorhandenen Biomasse,
											was den Boden durchlässiger machen kann.
											Das Wasser kann nun einsickern.
											Wenn der Boden kein Wasser aufnehmen kann,
											mischen wir mehr Biomasse hinzu —
											einige wasserabsorbierende
Materialien, wie Torf oder Bagasse,
											sodass der Boden Wasser
aufnehmen kann und feucht bleibt.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											To grow, plants need water,
sunlight and nutrition.
											What if the soil doesn't have
any nutrition in it?
											We don't just add nutrition
directly to the soil.
											That would be the industrial way.
											It goes against nature.
											We instead add microorganisms to the soil.
											They produce the nutrients
in the soil naturally.
											They feed on the biomass
we have mixed in the soil,
											so all they have to do
is eat and multiply.
											And as their number grows,
											the soil starts breathing again.
											It becomes alive.
									","
											Para crecer, las plantas necesitan 
agua, luz solar y nutrientes.
											¿Y si el suelo no tiene 
ningún nutriente en ella?
											Nosotros no solo añadimos 
directamente nutrientes al suelo.
											Esa sería la forma industrial.
											Va en contra de la naturaleza.
											En su lugar añadimos 
microorganismos en el suelo.
											Producen los nutrientes 
en el suelo de forma natural.
											Se alimentan de la biomasa 
que hemos mezclado en el suelo,
											así que todo lo que tienen que hacer, 
es comer y multiplicarse.
											Y a medida que crece su número,
											el suelo comienza a respirar de nuevo.
											Se convierte en vivo.
									","
											Para crescer, as plantas precisam
de água, sol e nutrientes.
											E se a terra não tiver
nutrientes nenhuns?
											Não adicionarmos nutrientes
diretamente na terra.
											Isso seria a forma industrial.
											Vai contra a natureza.
											Em alternativa, adicionamos
micro-organismos
											que produzem os nutrientes
no solo, naturalmente.
											Alimentam-se da biomassa
que misturámos na terra,
											pelo que apenas têm
de comer e multiplicar-se.
											E enquanto o número aumenta,
											a terra começa a viver novamente.
											Torna-se viva.
									","
											Büyümek için, bitkiler suya, 
güneş ışığına ve besine ihtiyaç duyar.
											Eğer toprak içinde hiç besin
bulundurmazsa ne olur?
											Besini direkt toprağa eklemiyoruz.
											Bu endüstriyel bir yol olurdu.
											Doğaya karşı.
											Onun yerine, biz toprağa 
mikroorganizmalar ekliyoruz.
											Onlar toprakta doğal bir şekilde 
besin üretiyorlar.
											Toprağa karıştırdığımız biyokütle
ile besleniyorlar,
											bu yüzden tek yapmaları gereken
yemek ve çoğalmak.
											Sayıları arttıkça,
											toprak tekrar nefes almaya başlıyor.
											Hayata dönüyor.
									","
											Zum Gedeihen benötigen Pflanzen
Wasser, Sonnenlicht und Nährstoffe.
											Doch was, wenn im Boden
keine Nährstoffe sind?
											Wir fügen dem Boden nicht
einfach welche hinzu.
											Das wäre der industrielle Weg.
											Das wäre gegen die Natur.
											Stattdessen fügen wir dem Boden
Mikroorganismen hinzu.
											Sie produzieren Nährstoffe
auf natürlichem Weg.
											Sie ernähren sich von
der hinzugefügten Biomasse
											und müssen so nur essen
und sich vermehren.
											Während ihre Anzahl zunimmt,
											fängt der Boden wieder an
zu atmen und wird lebendig.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
											We survey the native
tree species of the place.
											How do we decide what's native or not?
											Well, whatever existed
before human intervention is native.
											That's the simple rule.
											We survey a national park
											to find the last remains
of a natural forest.
											We survey the sacred groves,
											or sacred forests around old temples.
											And if we don't find anything at all,
											we go to museums
											to see the seeds or wood of trees
existing there a long time ago.
											We research old paintings,
poems and literature from the place,
											to identify the tree species
belonging there.
									","
											Hacemos un estudio de las especies 
de árboles nativos del lugar.
											¿Cómo decidimos lo que es nativo o no?
											Lo que existía antes de 
la intervención humana es nativo.
											Esa es la regla simple.
											Hacemos un estudio de un parque nacional
											para encontrar los últimos restos 
de un bosque natural.
											Hacemos un estudio 
de los bosques sagrados,
											o bosques sagrados alrededor 
viejos templos.
											Y si no encontramos nada en absoluto,
											vamos a los museos para encontrar
											semillas o madera de los árboles 
existentes allí hace mucho tiempo.
											Investigamos pinturas antiguas, 
poemas y literatura del lugar,
											para identificar las especies 
de árboles nativos de allí.
									","
											Estudamos as espécies nativas
de árvores do local.
											Como é que decidimos se é nativa ou não?
											Tudo o que existia antes da intervenção
do homem é nativo.
											É a regra simples.
											Estudamos um parque nacional
											para encontrar as últimas marcas
de florestas naturais
											Estudamos os olivais sagrados,
											ou florestas sagradas
em redor de antigos templos.
											Se não encontrarmos nada,
											vamos a museus
											para ver as sementes ou madeira de árvores
que aí existiam há muito tempo.
											Investigamos antigos quadros,
poemas e literatura do local,
											para identificar espécies de árvores
que aí pertencem.
									","
											Mekânın yerli üç türünü inceledik.
											Bir şeyin yerli olup olmadığına
nasıl karar veririz?
											Pekâlâ, insan müdahalesinden önce
var olan her şey yerlidir.
											Bu ana kural.
											Doğal bir ormandan en son
geriye kalanları bulabilmek için
											bir ulusal parkı inceliyoruz.
											Kutsal koruları inceliyoruz
											ya da eski tapınakların etrafındaki
kutsal ormanları.
											Eğer hiçbir şey bulamazsak
											uzun zaman önce orada bulunan
ağaçların odunlarını ya da tohumlarını
											görmek için müzelere gidiyoruz.
											Oraya ait ağaç türlerini
tanımlayabilmek için
											o yerin eski tablolarını, şiirlerini
ve edebiyatını araştırıyoruz.
									","
											Wir prüfen die einheimischen
Baumarten des Gebiets.
											Wie entscheiden wir, was einheimisch ist?
											Alles, was vor dem menschlichen
Eingriff vorhanden war, ist einheimisch.
											Das ist die einfache Regel.
											Wir besichtigen einen Nationalpark,
											um Überreste eines
natürlichen Waldes zu finden.
											Wir besichtigen heilige Haine
											oder heilige Wälder neben alten Tempeln.
											Und wenn wir überhaupt nichts finden,
											gehen wir in Museen,
											um die Samen oder das Holz der früher
dort vorhandenen Bäume zu sehen.
											Wir untersuchen alte Gemälde,
Gedichte und Literatur des Ortes,
											um die ursprünglichen
Baumarten herauszufinden.
									",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
"
","
","
","
","
",How to grow a forest in your backyard,Shubhendu Sharma,9:11,"botany,cities,design,ecology,engineering,environment,future,green,garden,microbes,microbiology,natural resources,nature,science,plants,entrepreneur,sustainability,TED Fellows,trees,urban planning,global development,india,fungi"
