en,pt,fr,es,tr,title,speaker,duration,tags
"
											Now, over the next two-and-a-half years,
											I shot 37 insects from their collection.
											And the way I work
											is that I essentially split the insect
up into multiple sections,
											and I treat each one of those sections
like a small still life.
											So for example, if I was photographing
the eye of the insect,
											which is normally quite smooth
and dome-shaped,
											then I'd use a light source
that is large and soft and diffuse,
											so I don't get any harsh hot spots
on that surface.
											But once my attention
turns over to a hairy leg,
											that lighting setup
will change completely.
											And so I make that one tiny section
look as beautiful as I possibly can,
											and I work my way across the insect
											until I have about 20 or 25
different sections.
									","
											Durante os dois anos e meio seguintes
											fotografei 37 insetos da coleção.
											O meu trabalho era, basicamente,
											dividir o inseto em múltiplas secções,
											e tratar cada uma dessas secções
como uma pequena vida parada.
											
Por exemplo, se fotograva 
o olho do inseto
											que normalmente é muito liso
e em forma de abóboda,
											usava uma fonte de luz
grande, suave e difusa,
											para não ter pontos escuros na superfície.
											Mas quando a minha atenção
se vira para uma perna peluda,
											esse tipo de iluminação
muda totalmente.
											Faço com que aquela minúscula secção
fique tão bela como possível
											e vou trabalhando com o inseto
											até ter 20 ou 25 secções diferentes.
									","
											Durant les deux années et demi suivantes,
											j'ai pris en photo 37 insectes
de leur collection.
											Et ce que je fais en général,
											c'est couper l'insecte en deux
puis en plusieurs sections
											et je traite chaque section
comme un petit être encore en vie.
											Par exemple, si je prends en photo
les yeux d'un insecte,
											qui en général est plutôt lisse
et en forme de dôme,
											alors j'utilisais une source de lumière
large, douce et diffuse,
											afin de ne pas avoir
d'éblouissements sur la surface.
											Mais une fois que je me tourne
vers une jambe poilue,
											je change complètement
l'organisation de la lumière.
											J'essaie de rendre ce segment
aussi beau que possible
											et je parcours l'ensemble de l'insecte
											jusqu'à obtenir 20 à 25 sections
différentes.
									","
											En los siguientes dos años y medio
											fotografié 37 insectos de su colección.
											Y la forma en que trabajo
											es básicamente dividiendo
el insecto en múltiples secciones,
											para eso trato cada una de esas secciones 
como una pequeña naturaleza muerta.
											Así, por ejemplo, si fotografiaba 
el ojo del insecto,
											que normalmente es bastante 
suave y tiene forma de cúpula,
											entonces usaba una fuente de luz 
grande, suave y difusa,
											por eso no tengo ningún punto 
fuerte en esa superficie.
											Pero una vez que mi atención 
se centra en una pierna peluda,
											esa configuración de iluminación 
cambiará por completo.
											Y hago que esa pequeña sección 
se vea lo más hermosa posible,
											y recorro mi camino a través del insecto
											hasta tener unas 20 o 25 
secciones diferentes.
									","
											Sonraki iki buçuk sene
											onların koleksiyonundan 
37 tane böcek fotoğrafladım.
											Ve benim çalışma tarzıma göre,
											aslında ben böceği 
birden fazla bölüme ayırıyorum
											ve her bir bölüme 
küçük bir natürmort gibi davranıyorum.
											Yani örneğin, 
böceğin gözünü fotoğrafladığımda,
											ki bu normalde 
epey pürüzsüz ve kubbelidir,
											büyük, yumuşak ve yaygın olan 
bir ışık kaynağı kullanırdım,
											böylece o yüzeyde herhangi bir 
parlak nokta elde etmiyorum.
											Ama bir kez ilgim 
tüylü bir bacağa döndü mü,
											o ışıklandırma tamamıyla değişir.
											Ve bu yüzden o küçük bölgeyi elimden
geldiğince güzel göstermeye çalışırım,
											20 ile 25 arasında farklı bölmeler 
elde edene kadar
											böceklerle olan işime devam ediyorum.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											The issue with photography
at high magnification
											is that there is inherently
a very shallow depth of field.
											So to get around that, what I do is,
											I put my camera on a rail
											that I can automate
to move 10 microns in between each shot.
											That's about one-seventh the width
of a human hair.
											And then that provides me
with a deep stack of images.
											Each has a tiny sliver of focus
all the way through.
											And I can squash that down
											to produce one image
that is fully focused from front to back.
											So essentially, that gives me
25 sections that are fully focused
											and beautifully lit.
											Now, each one of my images
											is made up of anywhere
between 8- and 10,000 separate shots.
											They take about three-and-a-half
weeks to create,
											and the file sizes on average
are about four gigabytes.
											So I've got plenty of information
to play with when I'm printing.
											And the prints at the exhibition
are around the three-meter mark.
											In fact, I had a show
in Milan two weeks ago,
											and we had some prints there
that were nine meters long.
									","
											O problema com a fotografia
em grande ampliação
											é que, obrigatoriamente,
a profundidade do campo é mínima.
											Para tornear isso,
											coloco a câmara num carril
											que, automaticamente,
se move 10 mícrones entre cada foto.
											É cerca de um sétimo da espessura
de um cabelo humano.
											Isso proporciona-me
uma enorme pilha de imagens.
											Cada uma delas tem um leve foco prateado.
											Posso suprimi-lo
											para produzir uma imagem
totalmente focada de um lado ao outro.
											Isso dá-me 25 secções
totalmente focadas
											e com uma iluminação excelente.
											Cada uma das minhas imagens
											é feita de qualquer coisa
entre 8 a 10 mil fotos separadas.
											Levam cerca de três semanas
e meia a criar.
											A dimensão média do ficheiro
é de cerca de quatro gigabytes.
											Assim, tenho montes de informações
com que trabalhar quando imprimo.
											As impressões em exposição
têm o tamanho de três metros.
											Fiz uma exposição em Milão
há duas semanas
											e havia lá algumas impressões
do tamanho de nove metros.
									","
											Le problème avec les photos
en plan très rapproché,
											c'est qu'il y a obligatoirement très peu
de profondeur de champ.
											Pour y remédier,
											je mets l'appareil sur des rails
											que je peux régler pour bouger
de 10 microns entre chaque photo.
											C'est un septième de la largueur
d'un cheveu humain.
											Ce qui me fournit
un grand nombre d'images.
											Chaque photo a un petit point
argenté tout du long.
											Et je les compresse
											pour produire une image
qui devient nette de haut en bas.
											Cela me donne 25 sections
totalement nettes,
											et parfaitement illuminées.
											Chacune des mes images
											est composées d'environ
8 à 10 000 différentes photos.
											Cela prend à peu près trois semaines
et demi à créer
											et leur taille fichier en général
est de quatre giga-octets.
											Du coup j'ai matière à m'amuser
lors de l'impression.
											Les impressions des expositions
font à peu près 3 mètres.
											J'ai fait une exposition à Milan
il y a deux semaines
											et certaines impressions faisaient
neuf mètres de long.
									","
											El problema con la fotografía 
de gran aumento
											es que hay una profundidad de campo 
intrínsecamente poco profunda.
											Para evitar eso, pongo la cámara en un guiador
											que puedo automatizar para mover 
10 micras entre cada disparo.
											Eso es cerca de un séptimo 
del ancho de un cabello humano.
											Y eso me proporciona 
una gran pila de imágenes.
											Cada una tiene una pequeña porción 
de enfoque en todo el recorrido.
											Y puedo apilarlas
											para producir una imagen completamente 
enfocada de adelante hacia atrás.
											Así que eso me da 25 secciones 
que están completamente enfocadas
											e iluminadas con belleza.
											Ahora, cada una de mis imágenes
											se compone de entre 8000 
y 10 000 tomas separadas.
											Tardan aproximadamente 
tres semanas y media en crearse,
											y los tamaños de archivo en promedio 
son de aproximadamente cuatro gigabytes.
											Así que tengo mucha información 
con la que jugar cuando imprimo.
											Y las fotos en la exposición 
rondan los tres metros.
											De hecho, tuve un show 
en Milán hace dos semanas,
											y teníamos algunas fotos 
que tenían nueve metros de largo.
									","
											Yüksek büyütme fotoğrafçılığındaki sorun
											şu ki; doğal olarak 
çok sığ bir alan derinliği olmasıdır.
											Bu yüzden bunu aşmak için yaptığım şey,
											kameramı her çekim arasında 
10 mikron kımıldatıp
											otomatikleştirebileciğim 
bir raya yerleştirmektir.
											Bu tam olarak 
insan saçının genişliğinin 7'de 1'i.
											Ve sonra bu bana 
derin bir görüntü yığını sağlıyor.
											Her birinin içinden tamamıyla geçen 
küçük şeritli bir odağı vardır.
											Ve önden arkaya doğru odaklanmış
bir görüntü elde etmek için
											tamamen sıkıştırabiliyorum.
											Ve bu da bana tamamen 
odaklanmış ve güzel aydınlatılmış
											25 bölüm veriyor.
											Her bir görüntü
											8 ila 10.000 ayrı görüntüden oluşuyor.
											Bunları oluşturmak 
üç buçuk haftayı buluyor.
											Ve dosya boyutları da
ortalama olarak 4 gigabaytı buluyor.
											Baskıyı yaparken ilgilenecek 
bir sürü bilgim var.
											Ve sergideki baskılar da 
yaklaşık üç metre boyunda.
											Bu arada,iki hafta önce 
Milano'da bir sergim vardı.
											Ve o sergide 
dokuz metrelik baskılarımız vardı.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											But, you know, I realize
											that these images still have to work
in the digital world.
											There's no point in me putting
all my blood, sweat and tears
											into these pictures
											if they're only going to be showing
500 pixels on a screen.
											So with the help of Rob Chandler
and Will Cookson,
											we developed a website
											that enables the viewer
to immerse themselves
											into the full four-gigabyte files,
											and they can explore
all that microscopic detail.
											So if you have the time,
and I encourage you,
											please visit microsculpture.net
											and go and have a play.
											It's good fun.
									","
											Mas eu apercebi-me que estas imagens
ainda têm que funcionar no mundo digital.
											Não vale a pena que eu gaste
sangue, suor e lágrimas nestas imagens
											se forem mostradas apenas
com 500 pixels num ecrã.
											Por isso, com a ajuda
de Rob Chandler e Will Cookson,
											criámos um ""website""
											que permite que o observador
mergulhe totalmente
											nos ficheiros de quatro ""gigabytes"",
											e possa explorar
todos os pormenores microscópicos.
											Por isso, se tiverem tempo,
e aconselho-vos a fazê-lo,
											visitem microsculpture.net
e gostem do que veem.
											É um bom entretenimento.
									","
											Mais j'ai réalisé
											que ces images devaient aussi
fonctionner numériquement.
											Je n'ai aucun intérêt à suer sang et eau
											pour des photos
											qui seront montrées sur un écran
en 500 pixels.
											Grâce à l'aide de Rob Chandler
et Will Cookson,
											nous avons développé un site internet
											qui permet aux utilisateurs de se plonger
											dans les fichiers de quatre giga-octets
											afin de percevoir tous les détails
microscopiques.
											Si vous avez le temps, je vous encourage
											à visiter notre site microsculpture.net
											allez-y et amusez-vous.
											C'est vraiment plaisant.
									","
											Pero, me doy cuenta
											de que estas imágenes todavía tienen 
que funcionar en el mundo digital.
											No tiene sentido que ponga 
toda mi sangre, sudor y lágrimas
											en estas imágenes
											si solo se ven 500 píxeles 
en una pantalla.
											Entonces, con la ayuda 
de Rob Chandler y Will Cookson,
											desarrollamos un sitio web
											que permite al espectador sumergirse
											en los archivos completos 
de cuatro gigabytes,
											pudiendo explorar 
todo ese detalle microscópico.
											Así que, si tienen tiempo, les animo,
											a que visiten microsculpture.net
											y que jueguen.
											Es muy divertido.
									","
											Biliyorsunuz ki,
bu görüntüler üzerinde
											halen daha dijital dünyada çalışılması
gerektiğini anladım.
											Eğer bu görüntüler ekranda 
sadece 500 piksel göstereceklerse
											bu resimlere bütün alın terimi dökmenin
											benim için hiçbir anlamı yok.
											Rob Chanler ve Will Cookson'ın 
yardımlarıyla
											bir internet sitesi geliştirdik.
											Site, ziyaretçilerin tamamı 
dört gigabayt olan dosyalara
											erişmelerine imkân veriyor.
											Ve mikroskobik detayları görüp 
inceleyebiliyorlar.
											Eğer zamanınız varsa 
microsculpture.net adresini
											ziyaret etmenizi şiddetle 
tavsiye ediyorum.
											Girin ve eğlenin.
											Gerçekten eğlenceli.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											I first showed the work at Oxford,
											and since then, it's moved on
to the Middle East.
											It's now back in Europe
and goes to Copenhagen this month.
											And the feedback has been great.
											You know, I get emails, actually,
from all over the world —
											from teachers, at the moment,
who are using the website in school.
											The kids are using them on the tablet.
											They're zooming into the pictures
											and using it for art class, biology class.
											And that's not something I planned.
											That's just a beautiful offshoot
of the project.
											In fact, one of the things
I like to do at the exhibitions
											is actually look at
the kiddies' reactions.
											And, you know, standing
in front of a three-meter insect,
											they could have been horrified.
											But they're not. They look in wonder.
											This little chap here, he stood there
for five minutes, motionless.
									","
											Primeiro, apresentei o trabalho em Oxford.
											A partir daí, passou para o Médio Oriente.
											Agora, voltou à Europa
e vai para Copenhaga este mês.
											O ""feedback"" tem sido ótimo.
											Recebo ""emails"" de todo o mundo,
											de professores que, neste momento,
estão a usar o ""website"" na escola.
											Os miúdos estão a usá-los no ""tablet"".
											Amplificam as imagens
											e usam-nas nas aulas de arte,
nas aulas de biologia.
											Eu nem tinha pensado nisso.
											É uma derivação magnífica do projeto.
											Uma das coisas 
que gosto de fazer nas exposições
											é olhar para a reação dos miúdos.
											Estar em frente de um inseto
do tamanho de três metros
											podia horrorizá-los.
											Mas não. Observam-no maravilhados.
											Este puto aqui, ficou ali
durante cinco minutos, hipnotizado.
									","
											Ma première exposition était à Oxford,
											depuis elle a été montrée au Moyen-Orient.
											Maintenant elle est en Europe et elle sera
à Copenhague ce mois-ci.
											Les retours ont été très bons.
											Vous savez, je reçois des emails
du monde entier —
											d'enseignants qui utilisent
le site à l'école.
											Les enfants y vont via une tablette.
											Ils zooment sur les photos
											et les utilisent pour leur classe
d'art et de biologie.
											Je n'avais pas prévu ça.
											C'est l'un des bons côtés de ce projet.
											L'une des choses que j'aime faire
durant les expositions,
											c'est regarder la réaction des enfants.
											Pourtant, debout devant un insecte
de trois mètres de haut,
											ils pourraient être effrayés.
											Au contraire, ils sont émerveillés.
											Ce petit gars là, resta devant pendant
cinq minutes sans bouger.
									","
											Primero mostré el trabajo en Oxford,
											y desde entonces, 
se trasladó a Oriente Medio.
											Ahora está de regreso en Europa 
y va a Copenhague este mes.
											Y la respuesta ha sido excelente.
											Recibo correos electrónicos 
de todo el mundo,
											de maestros, que ahora 
usan el sitio web en la escuela.
											Los niños los ven en la tableta.
											Enfocan y agrandan las imágenes
											y las usan para la clase de arte 
y la clase de biología.
											Y eso no es algo que había planeado.
											Es solo una hermosa 
derivación del proyecto.
											De hecho, una de las cosas que 
me gusta hacer en las exposiciones
											es, en realidad, observar 
las reacciones de los niños.
											Y, de pie ante un insecto de tres metros,
											podrían estar horrorizados.
											Pero no lo están. Miran con asombro.
											Este pequeño muchacho aquí, 
se quedó allí cinco minutos, inmóvil.
									","
											İlk gösterim Oxford'da idi.
											Oradan sonra, Orta Doğu'ya taşındı.
											Şuan tekrardan Avrupa'da 
ve bu ay Kopenhag'a gidiyor.
											Ve geri dönüşler gerçekten muhteşemdi.
											Bilirsiniz, bir çok e-posta alıyorum 
özellikle dünya genelinden,
											şu anda, okullarda internet sitemizi 
kullanan öğretmenlerden.
											Çocuklar da tablet üzerinden 
kullanıyorlar.
											Resimlere zoom yaparak
											sanat ve biyoloji derslerinde 
kullanıyorlar.
											Bu benim planladığım
bir şey değildi.
											Bu sadece çok güzel bir yan proje oldu.
											Aslında, sergilerde yapmayı sevdiğim 
şeylerden biri de
											çocukların verdikleri tepkileri 
gözlemlemek.
											Bilirsiniz, üç metrelik bir böceğin 
önünde durmak...
											Dehşete kapılmış gözüküyorlar.
											Fakat öyle değil. 
Aslında merak içinde bakıyorlar.
											Bu küçük adam, 
beş dakika boyunca hareketsizce durdu.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											(Laughter)
									","
											(Risos)
									","
											(Rires)
									","
											(Risas)
									","
											(Gülüşmeler)
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											And at the end of the day, actually,
at the end of the day at the exhibitions,
											we have to wipe down
the lower third of the big prints —
											(Laughter)
											just to remove
all those sticky handprints,
											because all they want to do
is touch those big bugs.
									","
											No fim do dia, nas exposições,
											temos que limpar a parte de baixo
das impressões grandes.
											(Risos)
											limpar as impressões
daquelas mãos peganhentas,
											porque eles gostam de tocar
naqueles grandes insetos.
									","
											En fin de journée, ou plutôt,
à la fin de chaque exposition,
											on doit nettoyer le bas des photos —
											(Rires)
											pour enlever les traces de mains
											parce qu'ils veulent toucher
les gros insectes.
									","
											Y al final del día, en realidad, 
al final del día en las exposiciones,
											tenemos que limpiar 
la parte inferior de las fotos grandes,
											(Risas)
											para eliminar todas esas huellas 
de manos pegajosas,
											porque todo lo que quieren hacer 
es tocar esos enormes insectos.
									","
											Ve sergi gününün sonunda,
											üç büyük baskının da alt kısımlarını 
silmek zorunda kaldık.
											(Gülüşmeler)
											Yapış yapış el izleri yüzünden,
											çünkü hepsi o kocaman böceklere 
dokunmak istiyorlardı.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											I do want to leave you
with one final image, if that's OK.
											This has to do with Charles Darwin.
											One of the recent images
that I photographed
											was this one here.
											I'm talking about the creature
in the box, not my cat.
											And this is a shield bug
											that Charles Darwin
brought back from Australia
											on the HMS Beagle in 1836.
											And when I got it home,
											I stood in my kitchen
and stared at it for about 20 minutes.
											I couldn't believe I was in possession
of this beautiful creature.
											And at that moment, I kind of realized
											that this validated the project for me.
											The fact that the museum
was willing to risk me playing with this
											kind of showed me
that my images had worth —
											you know, they weren't disposable.
									","
											Vou deixar-vos com uma imagem final
se não se importam.
											Tem a ver com Charles Darwin.
											Uma das últimas imagens
que fotografei
											foi esta aqui.
											Falo da criatura na caixa,
não é do meu gato.
											Trata-se de um Pentatomoidea
											que Charles Darwin trouxe da Austrália
											no navio Beagle em 1836.
											Quando o levei para minha casa
											fiquei na cozinha a olhar para ele
durante 20 minutos.
											Não conseguia acreditar que estava
na posse desta magnífica criatura.
											Nesse momento, apercebi-me
que isso validava o meu projeto.
											O facto de o museu estar disposto
a arriscar que eu brincasse com ele
											mostrava-me que as minhas imagens
tinham valor, não eram para deitar fora.
									","
											Je veux vous montrer une dernière
image avant de partir.
											C'est en rapport avec Charles Darwin.
											C'est l'une des dernières photos
que j'ai prises,
											là voici.
											Je parle de la créature dans la boîte,
pas du chat.
											C'est une punaise
											que Charles Darwin ramena d'Australie
											à bord du HMS Beagle en 1836.
											Et quand je suis rentré chez moi,
											j'étais dans ma cuisine
à la regarder pendant 20 minutes.
											Je n'arrivais pas à croire que j'avais en
ma possession une créature aussi belle.
											A ce moment, j'ai réalisé
											que mon projet prenait vraiment forme.
											Le fait que le musée était prêt
à me laisser jouer avec l'insecte,
											me confirma la valeur
qu'avaient mes images,
											qu'elles n'étaient pas jetables.
									","
											Quiero dejarles con una imagen final.
											Esto tiene que ver con Charles Darwin.
											Una de las imágenes recientes 
que fotografié
											fue esta de aquí.
											Estoy hablando de la criatura 
en la caja, no de mi gato.
											Y este es un pentatomoidea
											que Charles Darwin trajo de Australia
											en 1836 en el barco HMS Beagle.
											Y cuando llegué a casa,
											me quedé en la cocina y 
lo miré unos 20 minutos.
											No podía creer que estuviera 
en posesión de esta hermosa criatura.
											Y en ese momento me di cuenta
											de que esto validó el proyecto para mí.
											El hecho de que el museo estaba dispuesto 
a arriesgarse a jugar con esto
											me mostró que mis imágenes tenían valor,
											ya saben, que no eran de usar y tirar.
									","
											Eğer uygunsa, sizlere son bir resim
ile veda etmek istiyorum.
											Bu tabii ki de Charles Darwin olmalıydı.
											Son fotoğrafladığım görüntülerden biri
											buradaki.
											Kutunun içindeki yaratıktan söz ediyorum,
kedimden değil.
											Bu Charles Darwin'in
											Avustralya'dan 1836'da 
HMS Beagle'da getirdiği
											bir kabuklu böcek.
											Eve vardığımda,
											mutfakta durup 20 dakika kadar
bakakaldım.
											Bu güzel varlığa sahip olduğuma
inanamadım
											ve o an farkettim ki
											bu benim için onaylanmış bir projeydi.
											Müzenin, beni oynadığım için
riske atmaya hevesli olması
											bu resimlerin değerli olduğunu gösterdi.
											Bilirsiniz, ürettiğim resimler
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											That's the image that I produced.
											I often wonder, still,
when I look at this:
											What would Charles Darwin
make of these images?
											Do you think he'd like his picture
of his shield bug? I hope so.
									","
											Esta é a imagem que eu produzi.
											Mas penso muitas vezes,
quando olho para isto:
											O que faria Charles Darwin
com estas imagens?
											Acham que ele gostaria
da imagem deste inseto?
									","
											Voici l'image que j'ai produite.
											Quand je regarde la photo,
je me demande souvent :
											que ferait Charles Darwin
avec ces photos ?
											Est-ce qu'il aimerait la photo
de sa punaise ? Je l'espère.
									","
											Esa es la imagen que produje.
											A menudo me pregunto, 
aún, cuando miro esto:
											¿Qué haría Charles Darwin 
con estas imágenes?
											¿Creen que le gustaría esa foto 
de su pentatomoidea? Eso espero.
									","
											tek kullanımlık değillerdi.
											Sık sık hâlâ merak ederim
											Charles Darwin bu resimlerle ne yapardı?
											Sizce kabuklu böcek resmini 
beğenir miydi? Umarım.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											So —
									","
											Espero que sim.
									","
											Alors —
									","
											Así que...
									","
											Yani...
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											You know, I think it's strange in a way.
											I'm a visual person,
I'm a creative person,
											but I still needed the eyes of a child
to find my extraordinary subject.
											That's the way it was.
											So all I can say is,
thank you very much, Sebastian;
											I am very, very grateful.
									","
											Acho que, de certa forma, é estranho.
											Eu sou uma pessoa visual,
uma pessoa criativa
											mas precisei dos olhos duma criança
para encontrar o meu tema extraordinário.
											Foi isso que aconteceu.
											Por isso, só posso dizer,
muito obrigado, Sebastian.
											Estou-te muito grato.
									","
											Quand j'y pense, je trouve ça bizarre.
											Je suis une personne visuelle et créative,
											mais j'ai eu besoin des yeux d'un enfant
pour trouver mon magnifique sujet.
											C'est comme ça.
											Tout ce que je peux dire c'est :
merci Sebastian.
											Je t'en suis reconnaissant.
									","
											Saben, creo que de alguna manera
es extraño.
											Soy una persona visual, 
soy una persona creativa,
											pero aún necesitaba los ojos de un niño 
para encontrar mi extraordinario tema.
											Así es como fue.
											Así que todo lo que puedo decir es, 
muchas gracias, Sebastian;
											estoy muy, muy agradecido.
									","
											Bence bu bir bakıma garip.
											Ben görsel bir insanım. 
Ben yaratıcı biriyim.
											Ama hâlâ olağan dışı konuları bulmak için 
bir çocuğun bakış açısına ihtiyacım var.
											Bu şekilde oldu.
											Söyleyebileceğim 
tek şey çok teşekkür ederim Sebastian,
											ben çok ama çok minnettarım.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											Thank you.
									","
											Obrigado.
									","
											Merci à vous.
									","
											Gracias.
									","
											Teşekkürler.
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Alkış)
									","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
"
","
","
","
","
","Mind-blowing, magnified portraits of insects",Levon Biss,7:48,"art,animals,creativity,insects,photography"
