pt,tr,fr,title,speaker,duration,tags
"
											(Aplausos)
									","
											Fakat bu gerçekten bir bilim konuşması,
ve o gerçekten bir mühendislik konuşması,
											ve bu inanılmaz deneyim hakkında
Taber' in söylediği
											""Evet, stratosferik bir elbise 
yapabileceğimizi düşünüyorum.
											ve bundan daha da fazlası, 
yarın buraya gel
											ve bunu inşa edecek çekirdek
											ekibi oluşturan insanlarla konuş.""
											Onlar önemli olduğunu düşündüğüm 
bir şey yaptılar,
											tüplü dalışın benzerliğini aldılar.
											Tüplü dalışta,
											siz kendi kendine yeten bir sisteme
sahipsinizdir.
											Siz ihtiyacınız olabilecek herşeye 
sahipsiniz.
											Bir skuba tüpüne sahipsiniz.
											Bir ıslak elbiseye sahipsiniz.
											Görüşe sahipsiniz.
											Ve Strotosfere çıkaracağımız sistem,
											kesinlikle bu skuba sistemidir.
									","
											Mais cette présentation est vraiment
centrée sur les sciences et l'ingénierie
											et ce qui m'a le plus étonné 
dans cette expérience,
											c'est que Taber ait dit : 
« Oui, je crois que nous pouvons fabriquer
											une combinaison et, plus encore,
											passe demain et voyons comment 
mettre sur pied une équipe »,
											équipe que nous avons 
ensuite constituée.
											Et ils ont fait quelque chose
qui, je crois, est important :
											ils ont fait une analogie
avec la plongée sous-marine.
											Donc en plongée,
											vous avez un système autonome.
											Vous avez tout ce dont 
vous pourriez avoir besoin.
											Vous avez des bouteilles de plongée.
											Vous portez une combinaison de plongée.
											Il vous faut de la visibilité.
											Et la plongée, 
c'est exactement ce système,
											et nous allons le lancer 
dans la stratosphère.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											Mas isto é uma palestra sobre ciência,
é uma palestra sobre engenharia.
											O que me espantou
naquela experiência
											foi que Taber disse:
											""Sim, acho que é possível
construir um fato
											""e mais do que isso, vem cá abaixo amanhã
											""e falamos com a equipa
que forma o núcleo do grupo
											""que construiu o fato"".
											Eles fizeram algo 
que eu acho importante.
											Pegaram na analogia do mergulho.
											No mergulho, temos um sistema independente.
											Temos tudo o que precisamos.
											Temos uma garrafa de mergulho.
											Temos um fato de mergulho.
											Temos visibilidade.
											Esse fato de mergulho
é exatamente este sistema.
											e vamos lançá-lo para a estratosfera.
									","
											3 yıl sonra, buna sahip olduk.
											ILC Dover tarafından üretilen 
harika bir uzay elbisesine sahibiz.
											ILC Dover Apollo uzay elbiselerini ve
											elbise dışı aktivasyonun hepsini
yapan şirketdir.
											Onlar bugüne kadar hiçbir ticari 
uzay elbisesi satmamışlardı,
											sadece hükümete,
											fakat bunun için çok müteşekkir olduğum 
bir elbiseyi bana sattılar.
											Tam burada bir paraşütümüz var.
Tüm güvenlik buydu.
											Takımdaki herkes benim 10 ve 15
											yaşlarından iki küçük çoçuğum ve
											eşimin olduğunu biliyordu.
											Güvenli bir şekilde geri dönmek istiyordum.
											Bir ana paraşüt ve bir yedek paraşüt var
											eğer hiçbir şey yapamazsam
											otomatik açılma sistemi olduğundan 
yedek paraşüt açılacak.
											Elbisenin kendisi beni soğuktan koruyabilir.
											Burada öndeki bu alan termal korumaya
sahiptir.
											O aslında vücudumun çevresini 
saracak sıcak su olacak.
											O iki fazladan oksijen tüpüne de sahip.
											Elbise de çeyrek inch' lik (6,35 mm) bir 
deliğim oluşsa bile,
											ki onun olma ihtimali son derece düşüktür,
											bu sistem uzayın düşük basınç ortamında,
hala beni koruyacak idi.
									","
											Et trois ans plus tard, voici le résultat.
											Nous avons cette superbe combinaison
fabriquée par ILC Dover.
											C'est eux qui ont fabriqué 
les combinaisons du programme Apollo,
											et toutes les combinaisons pour
les activités extra-véhiculaires.
											Ils n'avaient jamais vendu 
une combinaison à un particulier,
											juste au gouvernement,
											mais ils m'en ont vendu une,
et je leur en suis très reconnaissant.
											Ici, c'est un parachute.
Tout était question de sécurité.
											Tous les membres de l'équipe savaient
											que j'ai une femme et deux enfants,
											10 et 15 ans,
											et que je voulais revenir sans encombres.
											Ainsi, il y a un parachute principal
et un parachute de secours,
											et sans action de ma part,
											le parachute de secours se serait
déclenché de façon automatique.
											La combinaison peut me protéger du froid.
											Cette zone-là, devant, est 
une protection thermique.
											Elle réchauffe l'eau qui s'écoule
autour de mon corps.
											Elle possède deux réservoirs
d'oxygène redondants.
											Même si ma combinaison se perçait,
											ce qui est peu probable,
											ce système m'aurait protégé
de la faible pression dans l'espace.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											Três anos depois, isto é o que temos.
											Temos um fato fantástico criado
por ILC Dover.
											A ILC Dover foi a empresa que criou
todos os fatos espaciais de Apollo
											e todos os restantes 
fatos extra de exterior.
											Nunca tinham vendido fatos comerciais,
											apenas para o governo,
											mas venderam-me um,
pelo que estou muito agradecido.
											Aqui em cima temos um paraquedas.
A segurança era fundamental.
											Todos na equipa sabiam
											que eu tinha uma esposa
e dois filhos pequenos
											— de 10 e de 15 anos —
											e eu queria regressar em segurança.
											Tem um paraquedas principal
e um de reserva.
											Se eu não fizer nada,
											o paraquedas de reserva abre-se devido
a um dispositivo de abertura automático.
											O fato em si protege-me do frio.
											Esta área aqui em frente 
tem uma proteção termal.
											Irá aquecer água que vai envolver 
o meu corpo.
											Tem dois tanques de oxigénio extra.
											Mesmo que viesse a ter um buraco
de meio centímetro no fato,
											o que é bastante improvável,
											o sistema continuaria a proteger-me
da baixa pressão do espaço.
									","
											Bu sistemin ana avantajı 
ağırlığı ve karmaşıklığıdır.
											Yaklaşık ağırlığı 226.8kg
											Eğer son zamanlarda
kapsül kullanılarak stratosfere çıkma
											girişimleri ile karşılaştırırsanız,
											içerisine bir kapsül yapmak için girdiğinizde 
inanılmaz miktarda karmaşıklık vardır,
											ve ağırlığı yaklaşık 1360 kg
											1360 kg benim hedef irtifam 
olan 41 km'lik
											bir irtifaya çıkarmak için
											1,27 ile 1,41 milyon metreküp
											hacminde bir balonu içerirdi.
											bu sistemin içerisinde sadece
225 kg ağırlığında olduğumdan
											bundan 5 kat daha küçük bir balon ile
bunu yapabildik,
											Çok daha büyük bir balon için 
yapılması gerekenlerden
											ve bu oldukça basit bir kalkış sistemi
kullanımına izin verdi
									","
											Le principal avantage de ce système,
c'est son poids et sa simplicité.
											Le système pèse 230 kg environ,
											à comparer à d'autres
tentatives récentes pour aller là-haut,
											en utilisant une capsule.
											Pour utiliser une capsule, sans parler de
l'incroyable complexité qui va avec,
											vous devez soulever environ 1350 kg ;
											et pour soulever 1350 kg et atteindre
l'altitude de 40 km,
											qui était mon objectif,
											il m’aurait fallu un ballon entre
1 et 1,5 millions de m3.
											C'est parce que l'ensemble pesait
230 kg seulement
											que nous avons pu utiliser un ballon
5 fois plus petit pour cette opération,
											et cela nous a permis d'utiliser 
un système de lancement bien plus simple
											que celui dont nous aurions eu besoin
pour un ballon beaucoup plus grand.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											A principal vantagem deste sistema
é o seu peso e a complexidade.
											O sistema pesa cerca de 227 quilos.
											Se comparássemos com a outra tentativa
recente de chegar à estratosfera,
											eles usaram uma cápsula.
											Para fazer uma cápsula, há uma
complexidade enorme.
											Pesaria cerca de 1400 quilogramas.
											Fazer subir 1400 quilogramas
até uma altitude de 42 000 metros,
											que era a minha altitude alvo,
											seria necessário um balão entre
1,2 e 1,4 milhões de metros cúbicos.
											Como eu só pesava 227 quilogramas 
neste sistema,
											conseguimos fazer com um 
balão cinco vezes mais pequeno,
											o que nos permitiu usar um sistema
de lançamento muito mais simplificado
											do que seria preciso
para um balão muito maior.
									","
											Onunla beraber sizi 24 Ekim
Roswell New Mexico' ya götürmek istiyorum.
											Gecenin ortasında hazırlanmış
harika bir ekibimiz vardı.
											Ve bu da uzay elbisesi. Ayrıca,
											birkaç saniye içinde 
izleyeceğiniz ön yükleme kullanımıdır.
											Videoyu güncel kalkış videosuna kadar
oynatmak istiyorum
											Roswell balon kalkışı ve paraşütle iniş
											için fantastik bir yer
											özellikle başlangıç noktanızdan 
112 km uzağa indiğinizde.
											Arkadaki bir helyum kamyonudur.
											karanlık
											Halihazırda yaklaşık 1,5 saati
yarı ön nefes yaparak geçirdim.
											Ve burada elbisenin gittiğini görüyorsunuz
											Uzay elbisesini giymek yaklaşık 
bir saat sürer.
											Astronotlar fırlatma sahasına 
bu gerçekten güzel havalandırmalı
											kamyonet ile gider fakat ben ön koltuğu 
kaptım.
									","
											Sachant cela, je vous emmène à Roswell,
au Nouveau-Mexique, ce 24 Octobre.
											Notre fantastique équipe s'est réveillée 
au milieu de la nuit.
											Voici la combinaison.
											Ici, le chargeur frontal
que vous allez voir dans un instant,
											et je veux vous montrer une vidéo
du véritable lancement.
											Roswell est un endroit superbe
pour lancer des ballons,
											mais c'est aussi un endroit magnifique
pour se poser en parachute,
											surtout quand vous vous posez
à plus de 100 km du départ.
											Il y a un camion d'hélium
à l'arrière-plan.
											C'est la nuit.
											J'ai déjà passé près d'une heure et demie
de pré-respiration.
											Ici, l'installation de l'équipement.
											Cela prend environ une heure
pour le revêtir.
											Les astronautes ont
ces super mini-bus climatisés
											pour aller sur le pas de tir,
mais moi j'ai un chargeur frontal !
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											Com isto, quero-vos levar até Roswell, 
Novo México, no dia 24 de outubro.
											Tínhamos uma equipa fantástica
que acordou a meio da noite.
											E aqui está o fato.
											Está-se a usar o carregador
frontal que irão ver daqui a pouco.
											Quero-vos mostrar um 
vídeo do lançamento.
											Roswell é um local ótimo
para lançar balões
											e o local perfeito para aterrar
de paraquedas,
											especialmente se vamos aterrar a
113 quilómetros do lugar onde começámos.
											Aquilo ao fundo é um camião de hélio.
											Está escuro.
											Já passei cerca de uma hora e meia
em pré-respiração.
											E depois vemos aqui o fato a ser vestido.
											Demora cerca de uma hora a vestir o fato.
											Os astronautas têm direito a
uma carrinha com ar condicionado
											até à plataforma,
mas eu tive um carregador frontal.
									","
											(Gülüşmeler)
									","
											(Rires)
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											(Risos)
									","
											Siz yukarıyı, yukarıdaki balonu
görebilirsiniz.
											Helyum burada
											Bu Dave hava sahasının 25 km'si
											FAA (Amerika sivil havacılık idaresi) ile temizledi.
											Ve burada gidiyoruz
									","
											Vous pouvez voir le ballon là-haut.
											C'est là que se trouve l'hélium.
											Là, c'est Dave qui demande à l'aviation
civile de vider l'espace aérien.
											Et c'est parti.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											Podem ver o topo.
Podem ver o balão lá em cima.
											É lá que está o hélio.
											Este é o Dave a limpar o espaço aéreo
com a FAA num raio de 24 quilómetros.
											Cá vamos nós.
									","
											(Gülüşmeler)
									","
											(Rires)
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											(Risos)
									","
											Sol elini sallayan ben
											Sol elimi sallamamın sebebi
											sağ elin acil kesme için olmasıdır.
									","
											C'est moi, agitant ma main gauche.
											La raison pour laquelle j'agite
ma main gauche
											est que ma main droite actionne
l'arrêt d'urgence.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											Aquele sou eu a acenar
com a mão esquerda.
											A razão de eu acenar
com a mão esquerda
											é porque a mão direita é para 
declarar uma emergência.
									","
											(Gülüşmeler)
									","
											(Rires)
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											(Risos)
									","
											Benim takımım sağ elimi kullanmamı 
yasakladı.
											Yukarıya yolculuk harikaydı.
Google Earth' un tersi gibiydi.
									","
											Mon équipe m'a interdit
d'utiliser ma main droite.
											Donc, le voyage est beau. C'est un peu 
comme Google Earth en sens inverse.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											A minha equipa proibiu-me de
usar a mão direita.
											A viagem para cima é linda,
é como ver o Google Earth ao contrário.
									","
											(Gülüşmeler)
									","
											(Rires)
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											(Risos)
									","
											Yukarıya çıkmak 2 saat 7 dakika sürdü,
											çok huzurlu 2 saat 7 dakika idi.
											Çoğu zamanında rahatlamaya çalıştım.
											Kalp atışlarım çok düşüktü
											ve çok fazla oksijen kullanmamaya 
çalıştım.
											Benim arkamdaki bu noktada göreceli 
büyük olan
											alanın nasıl olduğunu görebilirsiniz
											ve benim yukarı daha da yukarı yükselişimi 
görebilirsiniz.
									","
											Il a fallu deux heures
et sept minutes pour monter,
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
											A viagem demorou
duas horas e sete minutos,
											as duas horas e sete minutos
mais calmas de sempre.
											Eu estava a tentar relaxar.
											O meu batimento cardíaco era baixo
											e estava a tentar não usar muito oxigénio.
											Podem ver como os campos no fundo
											são relativamente grandes a esta altitude.
											Podem ver-me a subir.
									","
											Burası ilginç,
Çünkü eğer bakarsanız,
											Ben muhtemelen havaalanının
tam 15 km üzerindeyim
											fakat hemen ardından saat de 190 km

											üzerinde esen stratosferik
											rüzgarların içerisine giriyorum.
											Bu bana uçuş yöneticisinin söylediği
bu güne kadar balon ile herhangi birinin
											çıktığı yükseklikten daha da yükseğe 
çıktım
											Daha önceki serbest düşüşlerin 
yaklaşık 1,2 km üzerindeydim.
											Burada nasıl göründüğünü görüyorsunuz.
											Uzayın karanlığını görebilirsiniz,
Dünyanın eğiminden
											kırılgan gezegenimiz aşağıda
											acil durum prosedürlerimin alıştırmasını
zihinsel olarak burada yapıyorum.
											Eğer herhangi bir şey yanlış gider ise,
hazır olmak istiyorum.
											Ve burada yapmak isteğim esas şey
											bırakmak, düşüş ve tamamen dengeli kalmak
									","
											et elles ont été des plus paisibles.
											
J'essayais de me détendre.
											Mon rythme cardiaque était très bas,
											et je tentais de ne pas utiliser
beaucoup d'oxygène.
											Vous pouvez observer que les champs
en arrière-plan
											sont encore assez grands
à ce stade,
											et vous pouvez me voir monter et monter.
									",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
"
","
","
",I leapt from the stratosphere. Here's how I did it,Alan Eustace,14:28,"astronomy,exploration,innovation,invention,physics,science,space,engineering,Google,adventure,technology,extreme sports"
