en,es,fr,tr,de,title,speaker,duration,tags
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Kahkahalar)
									","
											(Gelächter)
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											And then I went to a golf course
in Shenzhen, which is in southern China,
											and you can see from this banner,
they're advertising a retreat from PM2.5.
											Golf sub-par, but don't
breathe sub-par air.
											And then Shanghai's
Environmental Protection Bureau
											decided to create a mascot
named after the air quality index
											to better communicate
the air quality data to its people.
											I call her AQI Girl,
											and her expression and hair color changes
depending on the quality of air outside.
											Five years later and she's still
the mostly smiling face
											of Shanghai's air quality.
									","
											Y luego fui a un campo de golf 
en Shenzhen, en el sur de China.
											Como pueden ver en este aviso, están 
anunciando una retirada del PM 2,5
											debajo del índice para golf, 
pero no para respirar.
											Luego el Bureau de 
Protección Ambiental de Shangai
											decidió crear una mascota nombrada 
en mención al índice de calidad de aire
											para comunicar mejor los datos 
sobre calidad de aire a su gente.
											Yo la llame chica AQI,
											y su expresión y color de ojos cambian 
dependiendo de la calidad del aire.
											Cinco años después ella aún tiene
la cara más sonriente
											de Shangai.
									","
											Dans un club de golf à Shenzen,
dans le sud de la Chine,
											on pouvait voir une banderole soutenant
la réduction de la pollution au PM 2.5.
											« Soyez sous le par,
mais pas en respiration. »
											Puis le Bureau de Protection
de l'Environnement de Shanghai
											a décidé de créer une mascotte nommée
comme l'indice de qualité de l'air
											pour mieux communiquer sur les données
de qualité de l'air auprès des gens.
											Je l'appelle Madame AQI :
											son expression et sa couleur de cheveux
change en fonction de la qualité de l'air.
											Cinq ans plus tard, elle reste
le visage le plus souriant
											de la qualité de l'air à Shanghai.
									","
											Sonra Çin'in güneyindeki Shenzhen'de
bir golf kursuna gittim
											ve bu afişten de görebileceğiniz gibi
PM2.5'ten sakınmanın tanıtımı yapıyorlar.
											Golf standartlatın altında
ama havanız öyle olmasın.
											Sonra Shangai Çevre Koruma Ofisi
											halkını hava kalitesinden
daha iyi haberdar etmek için
											hava kalitesi endeksinden ismini almış
bir maskot yaratmaya karar verdi.
											Ben ona AQI Kız diyorum
											ve onun ifadeleri ile saç rengi dışardaki
havanın kalitesine göre değişiyor.
											Beş yıl geçti ve o hâlâ
Şangay'ın hava kalitesi konusunda
											çoğunlukla güler yüzü.
									","
											Und dann ging ich zu einem Golfplatz
in Shenzhen, was im Süden Chinas liegt,
											und man konnte auf ein Banner sehen,
das einen Rückgang von PM2,5 bewarb.
											Golfen Sie ""unter Par"",
aber atmen Sie keine ""unter Par""-Luft.
											Dann entschied Shanghais Umweltschutzbüro
											ein Maskottchen zu schaffen, das
nach dem Luftqualitätsindex benannt war,
											um den Leuten die Luftqualitätswerte
besser zu vermitteln.
											Ich nenne sie AQI Girl
											und ihr Ausdruck und ihre Haarfarbe
ändern sich abhängig von der Luftqualität.
											Fünf Jahre später und sie ist nach wie vor
das meistens lächelnde Gesicht
											für Shanghais Luftqualität.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											And then in 2015,
											former CCTV reporter Chai Jing
											created this documentary
called ""Under the Dome.""
											It would be likened
to Rachel Carson's ""Silent Spring.""
											And much like Rachel Carson
											brought to attention the fact
that pesticides were harming human health,
											""Under the Dome"" stamped
into the popular consciousness
											that air pollution was leading
to one million premature deaths
											every year in China alone.
											This video garnered
											more than a hundred million
views in a single weekend
											before China's government,
											fearing that it might incite
some type of social unrest,
											pulled it from the internet.
											But the damage had already been done.
									","
											Y luego, en 2015
											el exreportero de la CCTV Chai Jimg
											creó el documental ""Debajo del domo"",
											comparable con la 
""Primavera Silenciosa"" de Rachel Carson.
											Y al igual que Rachel Carson
											centró la atención en el hecho de que los 
pesticidas dañaban la salud humana.
											""Debajo del Domo"" se grabó 
en la conciencia popular
											de que la contaminación del aire se 
cobraba un millón de muertes prematuras
											cada año, solamente en China.
											Este video acumuló
											más de un millón de visualizaciones 
en un solo fin de semana
											antes de que el gobierno de China,
											temiendo que ello incitara 
algún tipo de disturbio social
											lo sacara de internet.
											Pero el daño ya estaba hecho.
									","
											Et puis, en 2015
											l'ancien journaliste de CCTV, Chai Jing,
											a réalisé le documentaire
« Sous le Dôme »,
											comparable au Printemps Silencieux
de Rachel Carson.
											Et comme Rachel Carson
											avait attiré l'attention sur l'impact
des pesticides sur la santé,
											« Sous le Dôme » a gravé
dans la conscience populaire
											que la pollution de l'air était la cause
d'un million de décès prématurés
											chaque année en Chine.
											La vidéo a reçu
											plus de cent millions de visites
en un seul week-end
											avant que le gouvernement chinois,
											craignant qu'elle n'incite à
une agitation populaire,
											ne la retire d'Internet.
											Mais les dégâts étaient déjà faits.
									","
											Ve sonra 2015'te
											Eski CCTV muhabiri Chai Jing
											''Under the Dome'' isimli
bu belgeseli yarattı.
											Rachel Carson'un
''Silent Spring''ine benzetildi.
											Ve tıpkı Rachel Carson gibi
											tarım ilaçlarının insan sağlığına
zararlı olduğu gerçeğine dikkat çekti,
											''Under the Dome'' her yıl Çin'de
sadece hava kirliliğinin
											bir milyona kadar erken ölüme sebep olması
											popüler konusuna kaşesini bastı.
											Bu video...
											...bir haftasonu içinde
yüz milyondan fazla izlendi,
											sonrasında çin hükûmeti
											toplumsal bir karışıklığa
sebep olacağından korkarak
											videoyu internetten kaldırdı.
											Ama iş işten geçmişti.
									","
											2015 kreierte dann
der frühere CCTV-Reporter Chai Jing
											eine Dokumentation
namens ""Under the Dome"".
											Sie wurde mit Rachel Carsons
""Silent Spring"" verglichen.
											So wie Rachel Carson
											an die Öffentlichkeit brachte,
dass Pestizide der Gesundheit schaden,
											brannte ""Under the Dome""
in das allgemeine Bewusstsein ein,
											dass Luftverschmutzung jedes Jahr
zu einer Million vorzeitigen Toden
											alleine in China führt.
											Dieses Video sammelte
											mehr als einhundert Millionen Aufrufe
an einem einzigen Wochenende,
											bevor Chinas Regierung
											aus Sorge, dass es eine Art
soziale Unruhe stiften könnte,
											es aus dem Netz nahm.
											Aber es war bereits Schaden
angerichtet worden.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											Public outcry over air pollution
											galvanized China's government,
											perhaps in an act of self-preservation,
											to think big and decisively
about how it could tackle
											the root of its air pollution
											and many of its other
environmental problems:
											its energy system.
											For you see, in China,
											about two thirds of its
electricity comes from coal.
											China has more coal-fired power plants
than any other country in the world,
											about 40 percent of the global total,
											and it's because of this fact
that China's government
											has decided since 2014
to wage a war on coal,
											shutting down small coal mines,
											setting limits on coal consumption,
											even canceling an Australia's worth
of coal-fired power plants.
											They've also been making
enormous investments
											when it comes to clean
and renewable energy,
											like hydropower, wind and solar,
											and the pace and the scale
of this transformation
											has been absolutely mind-blowing.
											Let me give you a couple of statistics
to show you what I mean.
											China leads the world
when it comes to hydropower,
											with a third of total capacity.
											There's enough for every Chinese citizen
											to power two homes in a single year
from hydropower alone.
											You may have heard
of the Three Gorges Dam,
											pictured here,
											which is the largest
power station in the world,
											and it's powered by water.
											In terms of wind power,
											China has a third of the global capacity.
											This makes it the number one
leader by far.
											When we look at solar,
China's also leading.
											In fact, they crushed their 2020 target
											of installing 105 gigawatts
of solar power.
											This is after the government
already revised upwards
											several times its solar energy target
											between 2009 and 2015.
											Last year, in seven months alone,
											China was able to install
a whopping 35 gigawatts of solar power.
											This is more than half
of what the US has combined in total
											and China did this
in just seven months alone.
											We can verify this remarkable growth
in solar power from space,
											like the startup SpaceKnow
has done in this slide.
											By 2020, China is on track to generate
Germany's entire electricity consumption
											from just wind and solar power alone.
											It's pretty darn remarkable.
									","
											La protesta pública por la contaminación
											impulsó al gobierno de China,
											quizás en un acto de autopreservación,
											a pensar en grande y decididamente
sobre cómo abordar
											la raíz de su contaminación del aire
											y muchos de sus otros 
problemas ambientales:
											como su sistema de energía.
											En China
											cerca de dos tercios de su electricidad
proviene del carbón.
											China tiene más plantas de energía de 
carbón que cualquier otro país,
											cerca del 40 % del total global,
											y por eso el gobierno de China
											desde 2014 ha decidido librar
una batalla al carbón,
											cerrando pequeñas minas de carbón,
											imponiendo límites al consumo de carbón,
											incluso cancelando una planta de energía 
de carbón australiana de gran importancia.
											También está realizando 
grandes inversiones
											en energía limpia y renovable,
											como la hidráulica, la eólica y la solar.
											Y el ritmo y la escala de 
esta transformación
											ha sido absolutamente alucinante.
											Les daré un par de estadísticas 
para mostrarles a lo que me refiero
											En energía hidráulica, 
China lidera el mundo
											con un tercio del total mundial.
											Hay suficiente para cada ciudadano chino
											para alimentar dos casas en un año,
solo con energía hidráulica.
											Quizás escucharon hablar de 
la Represa Tres Gargantas
											imaginen,
											esa es la central eléctrica 
más grande del mundo,
											y funciona con agua.
											En energía eólica,
											China tiene la tercer 
parte de la capacidad global.
											Esto la hace líder número uno de lejos.
											Cuando miramos la energía solar,
China también está al frente.
											De hecho, ellos superaron 
su objetivo para el 2020
											de instalar 105 gigawatts 
de energía solar.
											Esto fue después de que 
el gobierno revisara y subiera
											varias veces su objetivo 
sobre energía solar
											entre 2009 y 2015.
											El año pasado, en solo siete meses,
											China fue capaz de instalar una friolera
de 35 gigawatts de energía solar.
											Esto es más que la mitad de lo que 
tiene EE. UU. combinando todo.
											Y China lo hizo en siete meses.
											Podemos observar este notable crecimiento
en energía solar desde el espacio,
											como lo hizo el proyecto SpaceKnow
en esta diapositiva.
											Hacia el 2020 China generará
el consumo eléctrico de toda Alemania
											solo proveniente de 
energía eólica y solar.
											Esto es muy notable.
									","
											Le tollé sur la pollution de l'air
											a encouragé le gouvernement chinois,
											peut-être dans un acte d'auto-protection,
											à imaginer des façons
ambitieuses de s'attaquer
											aux causes de la pollution de l'air
											et de beaucoup d'autres problèmes
environnementaux,
											dont son système énergétique.
											Car, en Chine,
											près des 2/3 de l'électricité
proviennent du charbon.
											La Chine a plus de centrales au charbon
que n'importe quel autre pays au monde,
											près de 40% de la production mondiale,
											C'est ce qui a poussé
le gouvernement chinois
											à déclarer la guerre
au charbon depuis 2014,
											en fermant les petites mines,
											en fixant des limites
à la consommation de charbon,
											en fermant des usines à charbon produisant
autant que la consommation australienne.
											Ils ont aussi énormément investi
											dans les énergies propres
et renouvelables,
											l'hydroélectrique, l'éolien et le solaire.
											Le rythme et l'échelle
de cette transformation
											ont été tout simplement bluffants.
											Je vais vous donner quelques chiffres
pour vous en montrer l'ampleur.
											La Chine est le premier producteur
d'hydroélectricité
											avec un tiers de la capacité mondiale.
											C'est suffisant pour que
chaque citoyen chinois
											alimente pendant un an deux maisons
en électricité d'origine hydraulique.
											Vous connaissez peut-être
le barrage des Trois Gorges
											que vous voyez ici.
											C'est la plus grande usine
électrique au monde,
											et elle fonctionne avec l'eau.
											En matière d'énergie éolienne,
											la Chine possède
un tiers de la capacité mondiale.
											Ce qui en fait
le numéro un mondial, et de loin.
											Sur le solaire aussi,
la Chine est en tête.
											En fait, elle a pulvérisé
ses objectifs pour 2020,
											qui étaient d'installer
105 Gigawatts de capacité solaire.
											Et ceci après que le gouvernement
a révisé à la hausse
											et plusieurs fois cet objectif,
											entre 2009 et 2015.
											L'an dernier, en seulement sept mois,
											la Chine a installé 35 gigawatts
de capacité solaire.
											C'est plus de la moitié de la
capacité totale installée aux États-Unis.
											La Chine l'a fait en seulement sept mois.
											Cette croissance remarquable de l'énergie
solaire se vérifie depuis l'espace,
											comme l'a montré la startup
SpaceKnow sur cette image.
											En 2020, la Chine devrait produire autant
que la consommation électrique allemande
											juste à partir de l'éolien et du solaire.
											C'est vraiment remarquable.
									","
											Hava kirliliği üzerine toplumsal yakınma,
											Çin hükûmetini harekete geçirdi,
											belki de kendini koruma edasıyla
											hava kirliliği ve
diğer çevresel sorunlarıyla
											büyük ve radikal kararlar alarak
											nasıl başa çıkabileceğini düşünmek için,
											enerji sistemi gibi sorunları.
											Görüyorsunuz ki Çin'de
											elektriğinin üçte ikisi
kömürden sağlanıyor.
											Çin, tüm ülkelerden fazla,
kömürle çalışan elektrik santraline sahip;
											küresel toplamın %40 kadarı.
											Bunun sebebi ise Çin hükûmeti
											2014'ten itibaren kömüre savaş açtı,
											küçük kömür madenlerini kapattı,
											kömür tüketimine sınırlar koydu,
											hatta Avustralya değerinde
kömürle çalışan santrali iptal etti.
											Ayrıca temiz ve yenilenebilir
enerji konusunda
											dev yatırımlar yapıyorlar,
											hidro güç, rüzgar ve güneş enerjisi gibi
											ve bu dönüşümün hızı ve ölçeklendirilmesi
											akıllara durgunluk verecek cinsten.
											Size ne demek istediğimi gösterecek
birkaç istatistik vereyim.
											Çin, hidroelektrik konusunda
											toplamın üçte biri ile dünyada lider.
											Her Çin vatandaşının bir yılda
yalnızca hidroelektrik kullanarak
											iki eve elektrik vermesine
yetecek kadar var.
											Three Gorges Barajı'nı duymuşsunuzdur,
											burada gösteriliyor,
											aynı zamanda dünyanın
en büyük elektrik santrali
											ve su ile çalışıyor.
											Rüzgâr gücü konusunda ise,
											Çin, küresel kapasitenin
üçte birine sahip.
											Bu, Çin'i bugüne kadar
bir numaralı lider yaptı.
											Güneş enerjisine baktığımızda
Çin yine lider.
											Aslında, 2020 için olan hedeflerini
											105 gigawatt'lık güneş enerjisi sistemi
kurma işini başardılar.
											Bu, devlet 2009 ve 2015 yılları arasında
											hedeflerini çoktan yukarı doğru
											revize ettikten sonraydı.
											Geçen sene yedi ay içinde Çin,
											35 gigawatt'lık
güneş enerjisi kurmayı başardı.
											Bu, ABD'nin toplam kombine ettiği
enerjinin yarısından fazlası
											ve Çin bunu tek başına yedi ayda yaptı.
											Bu olağanüstü büyümeyi uzaydan
güneş enerjisiyle doğrulayabiliriz,
											tıpkı bu slaytta
SpaceKnow'un yaptığı gibi.
											2020'ye gelindiğinde Çin tek başına
Almanya'nın tüm elektrik tüketimini
											sadece rüzgâr ve güneş enerjisinden
üretmeyi başaracak.
											Bu inanılmaz bir şey.
									","
											Der öffentliche Aufschrei
bezüglich der Luftverschmutzung
											brachte die Regierung Chinas dazu,
											vielleicht als Akt der Selbsterhaltung,
											groß und entschlossen zu denken,
wie sie die Wurzel der Luftverschmutzung
											in Angriff nehmen könne,
											ebenso wie viele andere
seiner Umweltprobleme:
											Sein Energiesystem.
											In China stammt zwei Drittel
der Elektrizität von Kohle.
											China hat mehr Kohlekraftwerke
als jedes andere Land der Erde,
											etwa 40 Prozent der gesamten Welt,
											und aufgrund dieser Tatsache
hat Chinas Regierung
											sich entschieden, ab 2014
einen Krieg gegen Kohle zu führen,
											kleinere Kohleminen stillzulegen,
											dem Kohleverbrauch Grenzen zu setzen
											und sogar Kohlekraftwerke im Umfang
derer Australiens stillzulegen.
											Sie investierten auch massiv
											in saubere und erneuerbare Energien
											wie Wasserkraft, Wind- und Sonnenenergie,
											und das Tempo und die Größe
dieser Transformation
											war absolut irre.
											Lassen Sie mich Ihnen ein paar Statistiken
geben, um zu zeigen, was ich meine.
											China führt die Welt an,
was Wasserkraft angeht,
											mit einem Drittel der Gesamtkapazität.
											Es gibt genug für jeden Bürger Chinas,
											um ein Jahr zwei Häuser ausschließlich
mit Wasserkraft zu versorgen.
											Vielleicht hörten Sie von
der Drei-Schluchten-Talsperre,
											hier zu sehen,
											die das größte Kraftwerk der Welt ist
											und mit Wasser betrieben wird.
											Hinsichtlich Windenergie
											besitzt China ein Drittel
der globalen Kapazität.
											Das macht es mit Abstand zur Nummer eins.
											Wenn wir Solarenergie betrachten,
ist China auch führend.
											Tatsächlich haben sie ihr Ziel
für 2020 übererfüllt,
											105 Gigawatt an Solarenergie einzusetzen.
											Und das nachdem die Regierung bereits
im Zeitraum zwischen 2009 und 2015
											mehrfach ihre Ziele für Solarenergie
nach oben korrigiert hat.
											Letztes Jahr, in einem Zeitraum
von nur sieben Monaten,
											schaffte es China unglaubliche 35 Gigawatt
Solarenergie zu installieren.
											Dies ist mehr als 50 % von dem,
was die USA insgesamt hat,
											und China hat dies
in nur sieben Monaten gemacht.
											Wir können dieses bemerkenswerte Wachstum
von Solarenergie aus dem All belegen,
											wie das Startup SpaceKnow
es auf dieser Folie getan hat.
											China ist auf dem Weg, bis 2020 den ganzen
Stromverbrauch Deutschlands zu generieren
											und das nur mit Wind- und Solarenergie.
											Es ist verdammt beachtlich.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
											And we see some evidence now
											that China's efforts on clean energy
											is actually having an effect,
											not just on air pollution reduction,
											but also on global climate change,
											where China has the world's
largest carbon footprint.
											If we look at some of the data,
we can see that China's coal consumption
											may have already reached a peak
as early as 2013.
											This is a major reason
why China's government announced
											that actually they've already achieved
their 2020 carbon reduction pledge
											ahead of schedule.
											This reduction in coal consumption
											is also directly driving
improvements in air quality
											across the country,
											as I've shown here in blue.
											In most major Chinese cities,
											air pollution has fallen
by as much as 30 percent.
											And this reduction in air pollution
is actually leading people
											to live longer lives in China,
											on average two and a half years more
than they would have in 2013.
											In yellow, we can see
the cities that have experienced
											the greatest improvements in air quality.
									","
											Y vemos ahora cierta evidencia
											de que el esfuerzo de China
a favor de la energía limpia
											actualmente está mostrando sus efectos,
											no solo en reducción de contaminación,
											sino en el cambio climático global,
											donde China tiene la huella
más grande del mundo.
											Al mirar la información, vemos 
que el consumo de carbón en China
											puede haber llegado a su pico como 
en los principios de 2013.
											Esta es la principal razón por la que 
el gobierno Chino anunciara
											que actualmente ya ha alcanzado su 
promesa para 2020 de reducción de carbón
											antes de lo previsto.
											Esta reducción en el consumo de carbón
											está también generando 
mejoras en la calidad del aire
											en todo el país,
											como he mostrado aquí en azul.
											En grandes ciudades de China,
											la contaminación del aire 
ha bajado hasta un 30 %.
											La reducción en la contaminación
está llevando a las personas
											a tener vidas más largas en China,
											en promedio dos años y medio más 
de lo que habrían tenido en 2013.
											En amarillo, podemos ver 
las ciudades que han experimentado
											las mayores mejoras 
en la calidad del aire.
									","
											Et nous pouvons aujourd'hui prouver
											que les efforts en matière
d'énergie propre
											ont un effet réel,
											non seulement sur la pollution de l'air,
											mais aussi sur le changement climatique,
											où la Chine a la plus forte
empreinte carbone au monde.
											Si on regarde les chiffres, on voit que
la consommation de charbon de la Chine
											a atteint un pic dès l'année 2013.
											C'est la raison principale qui a conduit
le gouvernement chinois à annoncer
											avoir atteint ses objectifs de réduction
d'émissions de CO2 pour 2020
											en avance sur le planning.
											Cette réduction de
la consommation de charbon
											conduit également à
une amélioration de la qualité de l'air
											partout dans le pays,
											comme je le montre ici en bleu.
											Dans la plupart
des grandes villes chinoises
											la pollution de l'air
a été réduite jusqu'à 30%.
											Et cette réduction de la pollution
de l'air permet aux gens
											de vivre plus longtemps,
											en moyenne 2 ans et demi de plus
qu'ils ne l'auraient pu en 2013.
											En jaune, on peut voir
les villes qui ont connu
											les plus importantes améliorations
de la qualité de l'air.
									","
											Bugün bazı kanıtlar görüyoruz,
											Çin'in temiz enerji konusundaki emekleri
											gerçekten de etki ediyor,
											sadece hava kirliliğini azaltmada değil
											ayrıca küresel iklim değişikliğinde,
											Çin'in en büyük karbon salınımı
yaptığı alanda.
											Verilerin bir kısmına bakarsak
Çin'in kömür tüketiminin
											2013 yılında zirveye ulaşmış
olabileceğini görebilirsiniz.
											Çin hükûmetinin
2020 karbon azaltma planlarını
											planlanan tarihin çok öncesinde
tamamladıklarını ilan etmelerinde
											bu büyük bir sebep.
											Kömür tüketimindeki bu azalma
											tüm ülke çapında
											hava kalitesini iyileştirmede
doğrudan etki ediyor,
											mavi kısımlarda gösterdiğim gibi.
											Çoğu Çin şehirlerinde,
											hava kirliliği yüzde 30 kadar düştü.
											Hava kirliliğindeki bu azalma
											insanların Çin'de daha
uzun ömürlü olmasını sağlıyor,
											2013 yılına kıyasla ortalama
iki buçuk yıl daha fazla.
											Sarı kısımlar hava kalitesindeki
en büyük iyileşmelerin
											gerçekleştiği şehirler.
									","
											Wir können jetzt Beweise sehen,
											dass Chinas Bemühungen
bezüglich sauberer Energie
											tatsächlich einen Effekt haben,
											und zwar nicht nur die Reduktion
von Luftverschmutzung,
											sondern auch auf den globalen Klimawandel,
											wo China den größten
CO2-Fußabdruck der Welt hat.
											Betrachten wir ein paar der Daten,
sehen wir, dass Chinas Kohleverbrauch
											bereits 2013 einen Höhepunkt
erreicht haben könnte.
											Dies ist ein wichtiger Grund,
warum Chinas Regierung angekündigt hat,
											dass sie tatsächlich bereits ihr
Versprechen der Minderung der CO2-Bilanz
											für 2020 vor dem Zeitplan erreicht haben.
											Diese Minderung des Kohleverbrauchs
											treibt auch direkt die Verbesserung
der Luftqualität an
											über das Ganze Land hinweg,
											wie ich es hier in blau gezeigt habe.
											In den meisten chinesischen Großstädten
											verringerte sich Luftverschmutzung
um bis zu 30 Prozent.
											Diese Reduktion der Luftverschmutzung
führt bereits dazu, dass Menschen
											in China ein längeres Leben führen,
											durchschnittlich zweieinhalb Jahre
länger als sie es in 2013 getan hätten.
											In Gelb können sie die Städte sehen,
die die größten Verbesserungen
											bei der Luftqualität erfuhren.
									",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
"
","
","
","
","
",How China is (and isn't) fighting pollution and climate change,Angel Hsu,12:18,"climate change,sustainability,green,china,future,alternative energy,technology,electricity,environment,science"
