en,fr,es,de,tr,title,speaker,duration,tags
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											Well, let me show you.
											The first is with cities.
											San Francisco wanted to understand
what percentage of litter was cigarettes.
											Why?
											To create a tax.
											So they put a couple of people
in the streets
											with pencils and clipboards,
											who walked around collecting information
											which led to a 20-cent tax
on all cigarette sales.
											And then they got sued
											by big tobacco,
											who claimed that collecting information
with pencils and clipboards
											is neither precise nor provable.
											The city called me and asked
if our technology could help.
											I'm not sure they realized
											that our technology
was my Instagram account —
									","
											Laissez-moi vous montrer.
											Tout d'abord avec les villes.
											San Francisco voulait comprendre
											quel pourcentage de déchets
représentaient des cigarettes.
											Pourquoi ?
											Pour créer une taxe.
											Ils ont mis quelques personnes
dans les rues,
											avec un papier et un crayon,
											à se promener et collecter
des informations,
											ce qui a mené à une taxe de 20 cents
sur la vente de cigarettes.
											Puis ils ont été poursuivis
											par l'industrie du tabac
											prétendant que la collecte d'informations
avec un papier et un crayon
											n'est ni précise ni prouvable.
											La ville m'a appelé pour me demander
si notre technologie pouvait aider.
											Ils n'ont pas dû réaliser
											que notre technologie
était mon compte Instagram...
									","
											Déjenme mostrarles.
											Lo primero sería con las ciudades.
											San Francisco quería entender qué 
porcentaje de la basura eran cigarros.
											¿Por qué?
											Para crear un impuesto.
											Pusieron a un par de personas
en la calle
											con lápices y portapapeles,
											para andar por ahí 
recolectando información
											que llevó a un impuesto del 20 % 
en la venta de cigarros.
											Y fueron demandados
											por Big Tobacco,
											quienes afirmaban que recolectar 
información con lápices y portapapeles
											no era ni preciso ni comprobable.
											La ciudad me llamó y preguntó 
si nuestra tecnología podría ayudar.
											No creo que se hayan dado cuenta
											de que nuestra tecnología
era mi cuenta de Instagram —
									","
											Ich zeige es Ihnen.
											Erstens geht es um Städte.
											San Francisco wollte verstehen, wie viel 
Prozent des Abfalls Zigaretten waren.
											Wofür?
											Für eine Steuer.
											Sie stellten ein paar 
Leute auf die Straße,
											mit Stift und Papier,
											die Informationen sammelten,
											was zu einer 20-Cent-Steuer 
auf alle Zigaretten führte.
											Dann wurde sie verklagt;
											von Tabakkonzernen,
											die meinten, eine Datenerfassung
mit Stift und Papier
											sei nicht akkurat oder glaubwürdig.
											Die Stadt rief mich an und fragte,
ob unsere Technologie helfen könnte.
											Sie wussten sicher nicht,
											dass die Technologie mein Instagram war —
									","
											Size göstereyim.
											İlk olarak bu, şehirler.
											San Francisco, çöplerin yüzde kaçının
sigara izmariti olduğunu öğrenmek istedi.
											Peki neden?
											Vergi almak için.
											Bu yüzden sokaklara, ellerinde
kalemler ve not defterleriyle
											dolaşarak bilgi toplayan
											bir kaç insan yerleştirdi,
											ki bu da her bir paket sigara satışından
20 sent vergi alınmasına neden oldu.
											Ve sonra hükümete büyük bir tütün şirketi
											tarafından dava açıldı.
											İddiaları ise kalem
ve defterle toplanan bilginin
											kesin ve ispat edilebilir olmadığıydı.
											Yetkililer beni aradı ve teknolojimizin
yardımcı olup olamayacağını sordu.
											Teknolojimizin Instagram
hesabım olduğunun
											farkındalar mıydı, emin değilim.
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Gülüşmeler)
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											But I said, ""Yes, we can.""
									","
											Mais j'ai dit « oui ».
									","
											Pero dije, ""Sí, sí podemos"".
									","
											Ich sagte: ""Ja, das geht.""
									","
											Ama ""Yapabiliriz."" dedim.
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Gülüşmeler)
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											""And we can tell you
if that's a Parliament or a Pall Mall.
											Plus, every photograph
is geotagged and time-stamped,
											providing you with proof.""
											Four days and 5,000 pieces later,
											our data was used in court
to not only defend but double the tax,
											generating an annual recurring revenue
of four million dollars
											for San Francisco to clean itself up.
									","
											« Et on peut différencier
une Parlement d'une Pall Mall.
											Et chaque photo
est géolocalisée et horodatée,
											ce qui vous fournit des preuves. »
											Quatre jours et 5 000 déchets plus tard,
											nos données ont été utilisées au tribunal
pour défendre mais aussi doubler la taxe,
											générant un revenu annuel récurrent
de 4 millions de dollars
											pour le nettoyage de San Francisco.
									","
											""Y podemos decirles 
si es el Parlamento o un Pall Mall.
											Además, cada foto se etiqueta
con ubicación y hora,

											lo que ofrece evidencia"".
											Cuatro días y 5000 piezas más tarde,
											nuestros datos se usaron en el tribunal
no solo para defenderlo,
											sino también duplicar
el impuesto.
											generando un ingreso periódico
de cuatro millones de dólares
											para limpiar San Francisco.
									","
											""Wir können Ihnen sagen, ob es 
eine Parliament oder Pall Mall ist.
											Und jedes Foto hat 
ein Geo-Tag mit Zeitangabe,
											was einen Beweis liefert.""
											Vier Tage und 5 000 Stücke später
											wurde mit unseren Daten die Steuer 
vor Gericht verteidigt und verdoppelt,
											was ein wiederkehrendes 
Jahreseinkommen von 4 Millionen Dollar
											für San Francisco generiert, 
um aufzuräumen.
									","
											""Ve izmaritin Parliament mi yoksa
Pall Mall mı olduğunu da öğrenebiliriz.
											Ayrıca her bir fotoğraf konum
ve zaman etiketine sahip,
											bu da size kanıt sağlar.""
											Dört günlük bir çalışma ve
5.000 sigara izmariti sonrası,
											verilerimiz mahkemede hem kanıt oluşturdu
hem de vergiyi iki katına çıkarttı.
											ki bu da San Francisco'nun kendi kendini
temizlemesi için yıllık dört milyon dolarlık
											bir gelir vergisi ortaya çıkardı.
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											Now, during that process
I learned two things:
											one, Instagram is not the right tool —
									","
											Au cours de ce processus,
j'ai appris deux choses :
											un, Instagram n'est pas le bon outil,
									","
											Durante ese proceso aprendí dos cosas:
											una, Instagram no es 
la herramienta apropiada —
									","
											In diesem Prozess lernte ich zwei Dinge:
											Erstens: Instagram ist nicht 
das richtige Werkzeug —
									","
											Bu süreç bana iki şeyi öğretti:
											İlki, Instagram doğru bir araç değil —
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Gülüşmeler)
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											so we built an app.
									","
											donc nous avons créé une appli.
									","
											así que creamos una aplicación.
									","
											also entwickelten wir eine App.
									","
											o yüzden bir uygulama geliştirdik.
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											And two, if you think about it,
											every city in the world
has a unique litter fingerprint,
											and that fingerprint provides
both the source of the problem
											and the path to the solution.
											If you could generate a revenue stream
											just by understanding
the percentage of cigarettes,
											well, what about coffee cups
											or soda cans
											or plastic bottles?
											If you could fingerprint San Francisco,
well, how about Oakland
											or Amsterdam
											or somewhere much closer to home?
											And what about brands?
											How might they use this data
											to align their environmental
and economic interests?
									","
											Et deux, si vous y pensez,
											chaque ville dans le monde
a une empreinte de déchets différente
											et cette empreinte fournit
à la fois la source du problème
											et le chemin vers la solution.
											Si on peut créer une source de revenus
											simplement en comprenant
le pourcentage de cigarettes,
											qu'en est-il des gobelets de café,
											cannettes de soda
											ou bouteilles en plastique ?
											Si on peut prélever l'empreinte
de San Francisco,
											qu'en est-il d'Oakland, Amsterdam
											ou d'un autre endroit
proche de chez vous ?
											Qu'en est-il des marques ?
											Comment utiliser ces données
											pour aligner leurs intérêts
économiques et environnementaux ?
									","
											Y dos, si lo piensan,
											cada ciudad del mundo
tiene una huella singular de basura,
											y esa huella provee
ambos, la causa del problema
											y el camino a la solución.
											Si pudieran generar una vía de ingresos
											solo por entender
el porcentaje de cigarros,
											bueno, ¿qué hay de los vasos de café
											o las latas de refresco
											o las botellas de plástico?
											Si conocemos la huella de San Franciso,
¿cómo es la de Oakland
											o Ámsterdam
											o de algún otro lugar cercano a casa?
											¿Qué hay de las marcas?
											¿Cómo se podrían usar estos datos
											para alinear los intereses ambientales
y económicos?
									","
											Und zweitens
											hat jede Stadt auf der Welt
einen einzigartigen Müllabdruck
											und dieser liefert 
den Ursprung des Problems
											sowie einen Weg zur Lösung.
											Wenn man eine Einnahmequelle 
erschaffen konnte,
											nur weil man den Anteil 
von Zigaretten verstand,
											wie ist es dann mit Kaffeebechern,
											Limonadendosen
											oder Plastikflaschen?
											Wenn es mit San Francisco 
funktioniert, was ist mit Oakland,
											Amsterdam
											oder einer näher gelegenen Stadt?
											Und was ist mit Firmen?
											Wie könnten sie diese Daten nutzen,
											um ökologische und wirtschaftliche 
Interessen abzugleichen?
									","
											Ve ikincisi, eğer düşünürseniz,
											dünyadaki bütün şehirler çöple alakalı
birbirinden farklı parmak izine sahip
											ve bu parmak izi hem sorunun kaynağına
inmek hem de çözüm yolu üretmek için
											imkan sağlıyor.
											Sadece sigara oranını anlayarak
											bir gelir akışı oluşturabiliyorsanız,
											bu, neden kahve bardakları,
											gazlı içecek kutuları veya
											plastik şişelerle yapılamasın?
											Eğer San Francisco'nun parmak izini
alabiliyorsanız, aynı şeyi Oakland,
											Amsterdam
											veya size yakın başka bir ülke için
neden yapamayasınız?
											Peki ya markalar?
											Acaba onlar bu bilgileri,
											çevresel ve ekonomik çıkarları
doğrultusunda nasıl kullanabilirler?
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
											There's a block in downtown Oakland
that's covered in blight.
											The Litterati community got together
and picked up 1,500 pieces.
											And here's what we learned:
											most of that litter came
from a very well-known taco brand.
											Most of that brand's litter
were their own hot sauce packets,
											and most of those hot sauce packets
hadn't even been opened.
											The problem and the path
to the solution —
											well, maybe that brand only
gives out hot sauce upon request
											or installs bulk dispensers
											or comes up with more
sustainable packaging.
											How does a brand take
an environmental hazard,
											turn it into an economic engine
											and become an industry hero?
									","
											Il y a un pâté de maisons à Oakland
qui est couvert de déchets.
											La communauté Litterati s'est réunie
et a ramassé 1 500 déchets.
											Nous avons appris
											que la majorité de ces déchets
venaient d'une célèbre chaîne de taco.
											La plupart des déchets de cette chaîne
étaient leurs sachets de sauce piquante,
											pour la plupart jamais ouverts.
											Le problème et le chemin
vers la solution :
											peut-être que cette marque pourrait donner
de la sauce uniquement sur demande,
											installer un distributeur
											ou trouver un emballage plus écologique.
											Comment une marque peut-elle
prendre un danger environnemental,
											le transformer en moteur économique
											et devenir un héros de l'industrie ?
									","
											Hay un edificio en el centro
de Oakland muy deteriorado.
											La comunidad Litterati se reunió
y recogió cerca de 1500 piezas.
											Y esto es lo que aprendimos:
											la mayoría de esa basura venía 
de una marca de tacos muy conocida.
											La mayoría de esa basura eran bolsitas 
de salsa picante de esa marca,
											y la mayoría de estas bolsas 
no estaban si quiera abiertas.
											El problema y el camino a la solución —
											quizá esa marca deba solo dar 
salsa picante por petición
											o instalar dispensadores
											o cambiar a bolsitas más ecológicas.
											¿Cómo puede una marca utilizar 
una amenaza ambiental,
											convertirlo en un motor económico
											y convertirse en un héroe de la industria?
									","
											Im Stadtzentrum von Oakland
ist ein Häuserblock voller Müll.
											Die Litterati-Gemeinde schloss sich 
zusammen und hob 1500 Stücke auf.
											Und wir lernten dabei:
											Der meiste Müll kam von einer 
sehr bekannten Taco-Kette.
											Der meiste Müll dieser Kette stammte 
von ihren Scharfe-Sauce-Päckchen.
											Und die meisten dieser Päckchen
waren nicht mal geöffnet worden.
											Das Problem und der Lösungsweg —
											vielleicht könnte diese Kette 
die Saucen nur auf Anfrage ausgeben,
											Saucenspender aufstellen
											oder sich eine nachhaltigere 
Verpackung überlegen.
											Wie widmet sich eine Firma 
einer Umweltgefahr,
											macht daraus einen Wirtschaftsmotor
											und wird zum Helden der Branche?
									","
											Oakland şehir merkezinde 
çöplerle dolu bir arsa var.
											Litterati topluluğu orada bir araya geldi
ve 1.500 parça çöp topladı.
											Ve şunu öğrendik:
											Bu 1.500 çöpün çoğu çok bilinen
bir dürüm markasına aitti.
											Bu markanın çöplerinin çoğu da
acı sos paketleriydi
											ve paketlerin birçoğu
hiç açılmadan atılmıştı.
											Bu probleme çözüm yolu şunlar olabilir:
											Belki bu marka acı sosları
yalnızca isteyen kişilere verebilir
											veya soslar için bir otomat kurabilir
											veya doğa dostu paketler kullanabilir.
											Bir marka, çevresel bir tehdidi
nasıl ekonomik bir
											avantaja dönüştürüp
											bir sanayi devi haline gelebilir?
									",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
"
","
","
","
","
",This app makes it fun to pick up litter,Jeff Kirschner,6:10,"cities,collaboration,communication,data,environment,community,entrepreneur,innovation,plastic,map,social change,pollution,TED Residency"
