fr,tr,de,en,es,title,speaker,duration,tags
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Je voulais venir depuis que c'est arrivé.
									","
											Turist: Bu olay olduğundan beri buraya gelmek istiyordum.
									","
											Tourist: Seit das damals passiert, 
wollte ich hierher kommen.
									","
											Tourist: I've been wanting to come down here since this happened.
									","
											Turista: He querido bajar aquí desde que esto pasó.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Même en plein hiver, dans le froid,
											pour rendre hommage et se souvenir.
									","
											J.A: Hatta en soğuk kış günlerinde bile.
											Onurlandırmak ve hatırlamak için.
									","
											JA: Sogar an den kältesten Wintertagen.
											Um zu ehren und zu erinnern.
									","
											JA: Even on the coldest winter days.
											To honor and remember.
									","
											JA: Aún en los días más fríos del Invierno.
											Para honrar y recordar.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											C'est la réalité, c'est nous. C'est arrivé ici.
											Ceci est à nous.
									","
											Bu gerçeklik, bu biziz. Tam burada oldu.
											Bu bizden bir parça.
									","
											Touristin: Es ist Realität, es sind wir. 
Es passierte hier.
											Das ist unseres.
									","
											Tourist: It's reality, it's us. It happened here.
											This is ours.
									","
											Turista: Es la realidad, somos nosotros. Ocurrió aquí.
											Esto es nuestro.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Il y a tant de monde, que voir le site est devenu
											un vrai problème.
									","
											J.A: Çok fazla kişi, gerçekten de görülüyor ki
											biraz problem oldu.
									","
											JA: Es sind so viele, dass das Sehen
											problematisch geworden ist.
									","
											JA: So many, in fact, that seeing has become
											a bit of a problem.
									","
											JA: Tantos, de hecho, que el ver se ha convertido
											en algo problemático.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Je pense que les gens sont vraiment frustrés
											de ne pas pouvoir s'approcher davantage.
									","
											Turist: Ama bence herkesin sinirleri gerildi
											çünkü ne olduğunu görmek için daha da yakınlaşamıyorlar.
									","
											Tourist: Die Menschen sind sehr frustriert,
											dass sie nicht näher ran kommen, 
um alles zu sehen.
									","
											Tourist: I think that people are very frustrated
											that they're not able to get closer to see what's going on.
									","
											Turista: Pero pienso que la gente está muy frustrada
											de no poder acercarse para ver lo que sucede.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Mais cela va changer.
											En un temps record,
											une équipe d'architectes et d'ouvriers du bâtiment
											ont imaginé et construit une plate-forme d'observation pour apaiser les frustrations,
											et permettre à tous de s'approcher.
									","
											JA: Ama bu değişmek üzere.
											Rekor bir zamanda,
											bir mimar takımı ve inşaat işçileri
											bu sorunu çözmek için yeni bir izleme platformu tasarladı ve inşa etti
											ve insanları birbirine yaklaştırdı.
									","
											JA: Aber das wird sich bald ändern.
											In Rekordzeit entwarf und baute
											ein Team von Architekten und Bauarbeitern
											eine Aussichtsplattform, 
um die Frustration zu mildern
											und die Menschen näher heranzubringen.
									","
											JA: But that is about to change.
											In record time,
											a team of architects and construction workers
											designed and built a viewing platform to ease the frustration
											and bring people closer.
									","
											JA: Pero eso está a punto de cambiar.
											En tiempo récord,
											un equipo de arquitectos y trabajadores de la construcción
											han diseñado y construido una plataforma mirador para aliviar la frustración —
											y acercar más a la gente.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Ils auront une vue incroyable.
											Je crois qu'ils comprendront mieux
											la totale destruction de cet endroit.
									","
											Çalışan: Muhteşem bir görüş açısına sahip olacaklar
											ve bence bu yıkım yerinin
											tüm bütünlüğünü anlıyacaklar.
									","
											Mann: Sie erhalten ein unglaubliches Panorama
											und werden besser die schiere Totalität
											der Zerstörung dieses Ortes begreifen.
									","
											Man: They'll get an incredible panorama
											and understand, I think more completely,
											the sheer totality of the destruction of the place.
									","
											Hombre: Tendrán un panorama increíble.
											Y entenderán, pienso que de manera más completa,
											la absoluta totalidad de la destrucción del lugar.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Quand on y pense, Ground Zero est différent des
											autres sites touristiques d'Amérique.
											Différent du Grand Canyon ou du Washington Monument
											car les gens viennent voir ce qui n'est plus là.
									","
											JA: Eğer düşünürseniz, Sıfır Noktası Amerika'daki
											hiçbir turistik yerlere benzemez.
											Büyük Kanyon'dan veya Washington Anıtı'ndan aksine
											insanlar buraya artık burda olmayan birşeyi görmeye geliyor.
									","
											JA: Wenn man darüber nachdenkt, 
ist Ground Zero anders als
											die meisten Touristenattraktionen in Amerika.
											Im Gegensatz zum Grand Canyon 
oder dem Washington Monument
											kommen Menschen, um zu sehen, 
was nicht mehr da ist.
									","
											JA: If you think about it, Ground Zero is unlike
											most any other tourist site in America.
											Unlike the Grand Canyon or the Washington Monument,
											people come here to see what's no longer there.
									","
											JA: Si se piensa al respecto, la Zona Cero es diferente
											de la mayoría de otros sitios turísticos en América.
											Diferente del Gran Cañón o el Monumento a Washington,
											la gente viene aquí para ver lo que ya no sigue allí.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											David Rockwell: Ce que les gens verront,
											en arrivant ici, ce n'est pas un chantier,
											mais un cimetière incroyablement émouvant.
									","
											David Rockwell: İnsanların buraya geldiklerinde ilk farkına varacakları şey
											gördükleri şey bir inşaat sitesi değil de
											muazzam büyüklükte hareket eden mezarlık olacaktır.
									","
											David Rockwell: Als erste Erfahrung, 
sollen die Menschen dies hier
											nicht mehr als Baustelle sehen,
											sondern als unglaublich bewegende Grabstätte.
									","
											David Rockwell: The first experience people will have here
											when they see this is not as a construction site
											but as this incredibly moving burial ground.
									","
											David Rockwell: La primera experiencia que la gente tendrá aquí,
											cuando vea esto, que no es como una obra de construcción,
											pero como este increíblemente conmovedor camposanto.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Les murs sont intentionnellement nus, pour que les gens
											puissent déposer leurs messages, comme ils le font déjà
											autour de l'actuel périmètre.
									","
											JA: Duvarlar boş bırakıldı, böylece insanlar onları
											tüm çevre boyunca kendi anılarını
											ile doldurabilecekler.
									","
											JA: Die Wände sind absichtlich kahl, 
damit die Menschen sie
											mit eigenen Erinnerungsstücken füllen,
											so wie entlang der jetzigen Eingrenzung.
									","
											JA: The walls are bare by design, so people can fill them
											with their own memorials the way they already have
											along the current perimeter.
									","
											JA: Las paredes están desnudas por diseño, de manera que la gente pueda llenarlas
											con sus propios conmemoraciones de la misma manera que ya lo han hecho
											alrededor del perímetro actual.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Ca nous a touché en plein coeur.
									","
											Turist: Bu olay bizi derinden etkiledi.
									","
											Tourist: Es hat uns von ganzem Herzen berührt.
									","
											Tourist: From our hearts, it affected us just as much.
									","
											Turista: Desde nuestros corazones, nos afectó igualmente.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Pour les passerelles, on a utilisé des matériaux très simples
											comme le contreplaqué qu'on utilise sur les chantiers,
											c'est tout l'intérêt.
											Face à la plus grande destruction que l'Amérique ait connu,
											les gens reconstruisent.
											Jim Axelrod, CBS news, à New York.
									","
											JA: Ramplar basit bir maddeden yapıldı —
											şantiyede rastlayabileceğiniz bir çeşit kontraplak —
											geçekten bütün önemi de bu.
											Amerika'nın en büyük yıkımına karşın
											insanlar tekrar inşa ediyor.
											Jim Axelrod, CBS Haber, New York.
									","
											JA: Die Rampen sind aus einfachem Material —
											wie das Sperrholz auf Baustellen —
											was genau der Punkt ist.
											Im Angesicht der schlimmsten Zerstörung Amerikas
											bauen Menschen wieder.
											Jim Axelrod, CBS News, New York.
									","
											JA: The ramps are made of simple material —
											the kind of plywood you see at construction sites —
											which is really the whole point.
											In the face of America's worst destruction
											people are building again.
											Jim Axelrod, CBS News, New York.
									","
											JA: Las rampas son hechas de materiales simples —
											del tipo de madera contrachapada que se observa en los sitios de construcción —
											lo cual es realmente el punto.
											Ante la presencia de la peor destrucción en América,
											la gente construye de nuevo.
											Jim Axelrod, Noticias CBS, Nueva York.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Ce n'est pas évident de parler ici de sensualité,
											mais on vous considère David, même si je sais que vous détestez cette expression,
											comme un architecte du divertissement.
											Votre travail est hautement sensuel, hédoniste même.
									","
											KA: Bu duygusallık içeren belli bir konu değil
											ama kesinlkle sen — biliyorum, bu tabiri sevmiyorsun —
											bir eğlence mimarısın David.
											Oldukça zevk alarak ve hatta hedonik (hazcı) bir şekilde çalışıyorsun.
									","
											KA: Das ist kein naheliegendes Thema 
für die Sinnlichkeitssparte,
											aber Sie sind bekannt als 
— ich weiß, Sie hassen den Satz —
											Unterhaltungs-Architekt.
											Ihre Arbeit ist extrem sinnlich, sogar hedonistisch.
									","
											KA: This is not an obvious subject to be in the sensuality segment,
											but certainly David you are known as — I know, a phrase you hate —
											an entertainment architect.
											Your work is highly sensual, even hedonistic.
									","
											KA: Este no es un tema obvio para estar en el segmento de sensualidad,
											pero ciertamente, David, eres conocido como — lo sé, una frase que odias —
											un arquitecto del entretenimiento.
											Tu trabajo es ampliamente sensual, inclusive hedonista.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											J'aime bien ce mot là.
									","
											DR: Bu kelimeyi sevdim.
									","
											DR: Ich mag das Wort.
									","
											DR: I like that word.
									","
											DR: Me gusta esa palabra.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Votre travail est lié au plaisir, les casinos, les hôtels, les restaurants.
											Comment ce choc que tout le monde a ressenti, surtout nous à New York,
											le 11 septembre, a-t-il provoqué chez vous
											cette envie de faire tout ça?
									","
											KA: Tamam, bu tamamen zevk ile alakalı — kumarhaneler, oteller ve restoranlar...
											Peki nasıl hepimizi şaşırtabildin? — özellikle de New York'lu bizleri—
											11 Eylül acısını nasıl kendi
											arzularına dönüştürebildin?
									","
											KA: Das freut mich — Kasinos, 
Hotels und Restaurants.
											Wie hat sich der Schock, den wir alle 
— und besonders alle in New York —
											am 11. September gefühlt haben,
											in Ihren Wunsch verwandelt, das hier zu machen?
									","
											KA: It's about pleasure — casinos and hotels and restaurants.
											How did the shock that all of us — and especially all of us in New York —
											felt on the 11th of September transmute
											into your desire to do this thing?
									","
											KA: Está bien. Es acerca del placer — casinos, hoteles y restaurantes.
											¿Cómo la impresión que todos nosotros — y especialmente todos nosotros en Nueva York —
											sentimos el 11 de Septiembre se convierte
											en tu deseo de hacer ésto?
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Et bien la vérité, c'est qu'après le 11 septembre,
											j'ai considéré tout d'abord
											que comme je vis à Tribeca,
											un quartier qui a été dévasté,
											et que je travaille à moins de 2 km de là,
											c'était mon rôle de forcer les 100 personnes qui travaillent avec moi,
											dans mon entreprise, à garder le même enthousiasme
											que nous avons toujours eu dans notre travail.
											Nous terminons un livre qui s'appelle ""Plaisir"",
											qui parle de plaisir sensuel dans certains espaces.
									","
											DR: Aslında tüm olay 11 Eylül sonrası
											kendimi gerçekten bu rolde hissetmemdi —
											herşeyden önce, Tribeca'da yaşayan biri gibi
											ve yakın çevresi harap olmuş
											ve burdan bir mil uzakta çalışan biri gibi —
											100 insan benimle çalışmaya zorlayan bir rol içindeydim, çünkü
											amacım, şu anda var olan yeri yapabilmedeki
											coşkuyu aynı seviyede tutabilmekti.
											Esasında, ""Hoşnutluk"" (Pleasure) adlı ve boşlukta duyusal zevk hakkında
											olan bir kitabı bitirmekteyiz
									","
											DR: Die Wahrheit ist, nach dem 11. September
											fühlte ich mich von Anfang an in der Rolle —
											als jemand, der in Tribeca lebt
											und dessen Viertel verwüstet wurde,
											und als jemand, der in der Nähe wohnt —
											die 100 Menschen in meinem Team 
dazu zu zwingen,
											denselben Enthusiasmus beizubehalten,
											über die Schaffung der Orte, 
die wir kreiert hatten.
											Wir beenden gerade sogar 
ein Buch namens ""Pleasure"",
											über Sinnesfreuden in Räumen.
									","
											DR: Well the truth of the matter is, post-September 11th,
											I felt myself in the role originally —
											first of all as someone who lives in Tribeca
											and whose neighborhood was devastated,
											and as someone who works less than a mile from there —
											that I was in the role of forcing 100 people who work with me
											in my firm, to continue to have the same level of enthusiasm
											about creating the places we had been creating.
											In fact we're finishing a book which is called ""Pleasure,""
											which is about sensual pleasure in spaces.
									","
											DR: Bueno, la verdad es que posterior al 11 de Septiembre,
											me sentí a mi mismo en el rol original —
											primeramente de alguien que vive en Tribeca
											y cuya vecindad fue devastada,
											y como alguien que trabaja a menos de una milla de aquí —
											que estaba en la posición de forzar 100 personas que trabajan conmigo,
											en mi firma, para continuar con el mismo nivel de entusiasmo,
											para crear los lugares que hemos venido creando.
											De hecho, estamos terminando un libro que se llama ""Placer,""
											el cual se refiere a placer sensual en espacios.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
											Mais je dois dire que c'était devenu impossible.
											Nous étions comme paralysés.
											Et je me suis retrouvé le vendredi suivant le 11 septembre,
											deux jours après,
											littéralement incapable de motiver qui que ce soit.
											Nous avons tous pris quelques jours de congé.
									","
											Ama size söylemem gerekir ki — bunu yapabilmek imkansız oldu.
											Gerçekten de donduk kaldık.
											Kendimi 11 Eylül sonrası Cuma günü
											— iki gün sonrası —
											hiç kimseye hiçbirşey yaptıramayacak bir halde buldum.
											Ofisi iki gün kapalı bıraktık.
									","
											Aber es wurde unmöglich, das zu tun.
											Wir waren wirklich paralysiert.
											Und am Freitag nach dem 
11. September fand ich mich
											— zwei Tage später —
											buchstäblich unfähig, irgendjemand 
zu irgendetwas zu motivieren.
											Wir gaben den Mitarbeitern ein paar Tage frei.
									","
											But I've got to tell you — it became impossible to do that.
											We were really paralyzed.
											And I found myself the Friday after September 11th —
											two days afterwards —
											literally unable to motivate anyone to do anything.
											We gave the office a few days off.
									","
											Pero tengo que decirte — se hizo imposible el hacer aquello.
											Estábamos realmente paralizados.
											y me encontré a mi mismo el viernes siguiente al 11 de Septiembre —
											dos días después —
											literalmente imposibilitado de motivar a nadie ni de hacer ninguna cosa.
											Dimos unos días libres en la oficina.
									",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
"
","
","
","
","
",A memorial at Ground Zero,David Rockwell,24:37,"New York,architecture,cities,collaboration,culture,death,design,disaster relief,interview,memory,urban planning"
