tr,en,fr,title,speaker,duration,tags
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
											O yüzden bunda büyük çıkarımlar bulunmakta.
											Öncelikle, ben bu eski kafalı
											pazar devlete karşı diyen biri değilim.
											Dinamik kaptializmde hepimizin bildiği gibi
											devlet ile özelin ortaklıklarına ihtiyacımızın olduğu.
											Ama önemli olan, sürekli
											devlet kısmını gerekli olarak gösterekek
											ama aslında, biraz sıkıcı
											ve sıklıkla biraz tehlikeli bir su canavarı gibi
											bence biz gerçekten bu devlet-özel
											ortaklarıklarını inşa eteme umutlarımızı
											çok dinamik bir şekilde engelledik.
											""D"" kısmını haklı kılmak için kullandığımız kelimeler bile
											devlet kısmı, hepsi D ile sonuçta
											devlet-özel ortaklığı
											risk azalatımı şartları içerisinde.
											Size verdiğim tüm bu örneklerde devlet sektörünün
											ne yaptığı, benim ve diğer meslektaşlarımın araştırdığı
											çok daha fazlası
											risk azaltımınından çok daha fazlasını yapıyor.
											O riski üstleniyor.
											Aslında alışılmışın dışında düşünen o.
											Ayrıca, eminim hepinizin yerel, bölgesel
											ve ülke yönetimleriyle tecrübelerinizin olduğundan eminim
											ve hepiniz şöyle diyorsunuz, "" Biliyor musun, o kafkacı bürokratla tanıştım ben.""
											Tüm bu bitişiklik olayı, aslında orada.
											Aslında, işte bu kendini gerçekleştiren bir kehanet.
											Devlet hakkında alakasız, sıkıcı
											olarak konuştuğumuzda
											aslında biz bazen o organizasyonları kendimiz öyle yaratıyoruz.
											Aslında bizim yapmamız gereken bu
											girişimci devlet organizasyonlarını yaratmak.
											İnterneti ve Siri'yi destekleyen DARPA
											başarısızlığı nasıl karşılayacağı konusunda
											çok düşündü, çonkü başarısız olacaksınız.
											Yenilikçi olduğunuzda başarısız olacaksınız.
											Her on deneyden biri ancak başarılı olabiliyor.
											Ve risk sermayesi insanları bunu biliyor
											ve aslında diğer kayıplarını başarılı
											olan ile kapatabiliyorlar.
									","
											And so there's huge implications of this.
											First of all, of course I'm not someone,
											this old-fashioned person, market versus state.
											What we all know in dynamic capitalism
											is that what we actually need are public-private partnerships.
											But the point is, by constantly depicting
											the state part as necessary
											but actually — pffff — a bit boring
											and often a bit dangerous kind of Leviathan,
											I think we've actually really stunted the possibility
											to build these public-private partnerships
											in a really dynamic way.
											Even the words that we often use to justify the ""P"" part,
											the public part — well, they're both P's —
											with public-private partnerships
											is in terms of de-risking.
											What the public sector did in all these examples
											I just gave you, and there's many more,
											which myself and other colleagues have been looking at,
											is doing much more than de-risking.
											It's kind of been taking on that risk. Bring it on.
											It's actually been the one thinking out of the box.
											But also, I'm sure you all have had experience
											with local, regional, national governments,
											and you're kind of like, ""You know what, that Kafka-ian bureaucrat, I've met him.""
											That whole juxtaposition thing, it's kind of there.
											Well, there's a self-fulfilling prophecy.
											By talking about the state as kind of irrelevant,
											boring, it's sometimes
											that we actually create those organizations in that way.
											So what we have to actually do is build
											these entrepreneurial state organizations.
											DARPA, that funded the Internet and Siri,
											actually thought really hard about this,
											how to welcome failure, because you will fail.
											You will fail when you innovative.
											One out of 10 experiments has any success.
											And the V.C. guys know this,
											and they're able to actually fund the other losses
											from that one success.
									","
											Et il y a d'énormes implications de ceci.
											Premièrement, bien sûr 
je ne suis pas une personne,
											genre vieux-jeu, marché versus état.
											Ce que nous savons tous 
du capitalisme dynamique
											c'est que ce dont nous avons en fait besoin
sont des partenariats public-privés.
											Ce que je veux dire, en montrant constamment
											l'état comme étant nécessaire
											mais en fait - pffff - un peu ennuyeux
											et souvent un genre de Leviathan un peu dangereux,
											c'est que je pense que nous avons 
réellement retardé la possibilité
											de former ces partenariats public-privés
											d'une façon vraiment dynamique.
											Même les mots que nous utilisons souvent 
pour justifier la partie ""P""
											la partie publique 
— bon, les deux parties sont des P —
											avec les partenariats public-privés
											est en terme de dé-risque.
											Ce que le secteur public a fait 
dans tous ces exemples
											que je viens de vous donner, 
et il y en a plein d'autres,
											que moi et mes autres collègues avons étudié,
											c'est beaucoup plus que dé-risquer.
											C'est en quelque sorte prendre le risque. 
Le provoquer.
											En fait c'était lui qui pensait de façon différente.
											Mais aussi, je suis sûre que 
vous avez tous vécu l'expérience
											avec les gouvernements 
locaux, régionaux, nationaux,
											et vous êtes genre, « vous savez quoi, 
ce bureaucrate kafkian, je l'ai rencontré. »
											Cette association, c'est ça.
											Eh bien, il y a une prédiction qui s'accomplit.
											En parlant de cet état comme étant peu pertinent,
											ennuyeux , c'est que quelque fois,
											on a en fait créé 
ces organisations de cette façon.
											Donc ce qu'on devrait faire 
en fait c'est construire
											ces organisations étatiques entrepreneuriales.
											DARPA, qui a financé l'Internet et Siri,
											a vraiment réfléchit à ça,
											comment accueillir l'échec, 
parce que vous allez échouez.
											Vous échouerez en innovant.
											Une expérience sur 10 rencontre du succès.
											Et les gars du V.C. le savent,
											et ils sont capables 
de financer les autres échecs
											avec ce seul succès.
									","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
											Ve bu da beni, aslında
											en büyük çıkarıma getiriyor
											ve bunun yenilikçiliğin dışında büyük çıkarımları var.
											Eğer devlet sadece pazar düzeltmekten fazlasıysa
											eğer bir pazar şekillendiricisiyse
											ve bunu yaparken çok büyük bir risk alıyorsa
											ödüle ne oluyor?
											Hepimizin bildiğin gibi, eğer bir finans dersi alırsanız
											size ilk öğretilen şey risk-ödül ilişkisyle alakalı olacaktır
											ve bazı insanlar aptallıklarından
											ya da eğer bekleyecek zamanları varsa akıllı olduklarından
											hisselere yatırım yaparlar, çünkü onlar yüksek riskli
											ve bondlara nazaran zaman içerisinde daha fazla getiri sağlar,
											işte risk-ödül olayı.
											Peki, bu büyük riskleri alan
											ve gerçekten interneti yaratacak kadar aptal olan
											devletin ödülü nerede?
											İnternet bir çılgınlıktı.
											Gerçekten öyleydi. Demek istediğim, başarısızlık ihtmali çok büyüktü.
											Bunu yapmak için tamamen deli olmak gerekiyordu
											ve şansımıza, öylelerdi.
											Devleti risk alıcı olarak tasvir etmediğiniz sürece
											ödüllerle ilgili bu soruya bile gelemiyoruz.
											Sorun ise, ekonomistlerin sıklıkla devletin
											bir ödülü olduğunu düşünmesi, vergiler.
											Bildiğiniz gibi, şirketler vergi verirler
											yarattığı işler büyüme yaratır
											böylece insanlar o işleri alır ve gelirleri artar
											vergi mekanizmasıyla bunlar devlete geri döner.
											Maalesef, bu doğru değil.
											Tamam, bu doğru değil çünkü yaratılan işlerin çoğu yurtdışına gidiyor.
											Bu kürselleşme ve iyi bir şey. Milliyetçi olmamalıyız.
											Belkide, bırakalım işler nereye gitmeleri gerekiyorsa oralara gitsin.
											Demek istediğim, biri böyle bir pozisyon alabilir.
											Ama, bu şirketler
											bunlara en iyi örnek olarak Apple'ı verebiliriz
											devletten bu büyük faydayı sağlayabildi.
											SBIR'dan önce gelen
											SBIC programı vasıtasıyla
											ilk, aslında ilk değil ama
											500.000 dolar Apple'a gitti, bir şirkete
											ve daha önce söylediğim gibi, iPhone'un arkasındaki tüm teknolojilere.
											Ve bildiğimiz gibi yasal olarak
											diğer bir çok şirket gibi, çok az vergi veriyorlar.
									","
											And this brings me, actually, probably,
											to the biggest implication,
											and this has huge implications beyond innovation.
											If the state is more than just a market fixer,
											if it actually is a market shaper,
											and in doing that has had to take on this massive risk,
											what happened to the reward?
											We all know, if you've ever taken a finance course,
											the first thing you're taught is sort of the risk-reward relationship,
											and so some people are foolish enough
											or probably smart enough if they have time to wait,
											to actually invest in stocks, because they're higher risk
											which over time will make a greater reward than bonds,
											that whole risk-reward thing.
											Well, where's the reward for the state
											of having taken on these massive risks
											and actually been foolish enough to have done the Internet?
											The Internet was crazy.
											It really was. I mean, the probability of failure was massive.
											You had to be completely nuts to do it,
											and luckily, they were.
											Now, we don't even get to this question about rewards
											unless you actually depict the state as this risk-taker.
											And the problem is that economists often think,
											well, there is a reward back to the state. It's tax.
											You know, the companies will pay tax,
											the jobs they create will create growth
											so people who get those jobs and their incomes rise
											will come back to the state through the tax mechanism.
											Well, unfortunately, that's not true.
											Okay, it's not true because many of the jobs that are created go abroad.
											Globalization, and that's fine. We shouldn't be nationalistic.
											Let the jobs go where they have to go, perhaps.
											I mean, one can take a position on that.
											But also these companies
											that have actually had this massive benefit from the state —
											Apple's a great example.
											They even got the first — well, not the first,
											but 500,000 dollars actually went to Apple, the company,
											through this SBIC program,
											which predated the SBIR program,
											as well as, as I said before, all the technologies behind the iPhone.
											And yet we know they legally,
											as many other companies, pay very little tax back.
									","
											Cela m'amène probablement,
											à la plus grosse implication,
											et cela a d'énormes implications au-delà de l'innovation.
											Si l'état est plus 
qu'un simple réparateur de marché,
											si c'est en fait un formateur de marché,
											et qu'en le faisant, il a du prendre ce risque massif,
											qu'est-il devenu de sa récompense ?
											Nous savons tous, 
si vous avez déjà suivi un cours de finance,
											la première chose qu'on vous apprend 
est ce genre de relation risque-prix,
											et certaines personnes sont assez bêtes
											ou probablement assez intelligentes 
si elles on le temps d'attendre,
											d'investir dans des actions 
parce qu'elles ont un risque plus élévé
											qui vandront bien plus avec le temps que les obligations,
											ce lien risque-prix.
											Eh bien, où est la récompense pour l'état
											pour avoir pris ces risques énormes
											et avoir été assez bête pour avoir permis de faire Internet ?
											L'Internet était un truc fou !
											Ce l'était vraiment. 
Je veux dire, la probabilité d'échec était énorme !
											Il fallait vraiment être dingues pour le faire,
											et heureusement, ils l'étaient.
											Maintenant, on n'en vient même pas
à cette question de récompense
											à moins que vous ne décriviez l'état 
comme ce prenneur de risque.
											Et le problème c'est que 
les économistes pensent souvent,
											eh bien, il y a une récompense qui va à l'état. 
Ce sont les impôts.
											Vous savez, les sociétés vont payer des impôts,
											les emplois qu'elles créent 
vont permettre la croissance
											donc les gens qui obtiennent ces emplois, 
leurs revenus augmentent
											et reviendront à l'état 
à travers le mécanisme de l'impôt.
											Eh bien, malheureusement, ce n'est pas vrai.
											Okay, ce n'est pas vrai car beaucoup des emplois créés sont à l'étranger.
											La mondialisation, et ce n'est pas grave. 
Nous ne devrions pas être nationalistes.
											Laissez les emplois 
être où ils doivent être, peut-être.
											Je veux dire, on ne peut pas 
prendre position par rapport à ça.
											Mais aussi, ces sociétés
											qui ont bénéficié énormément de l'état —
											Apple est un très bon exemple.
											Ils ont même eu le premier — enfin, pas le premier,
											mais en fait 500 000 dollars ont été versés 
à Apple, la société,
											via ce programme SBIC,
											qui a précédé celui de SBIR,
											tout comme, tel que je l'ai dit plus tôt, 
toutes les technologies de l'iPhone.
											Et pourtant nous savons 
qu'ils ont de manière légale,
											comme beaucoup de compagnies, 
payé très peu d'impôts.
									","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
											Aslında bizim üzerinde tekrar düşünmemiz gereken şey
											vergiden daha direkt şekilde getiri sağlayan
											bir mekanizmanın varlığı. Neden olmasın?
											Belki adalet vasıtasıyla sağlanabilir.
											Ayrıca bu
											konu hakkında gerçekten stratejik düşünen
											İskandinavya'daki Finlandiya gibi ülkelerde
											ama ayrıca Çin ve Brezilya'da
											bu yatırımlarda hisse alıyorlar.
											Finlandiya'daki bir kamu kaynağı şirketi olan
											Sitra Nokia'ya yatırım yaptı, hisselerini tuttu,
											ardından başka Nokialara yatırım yaptı.
											Günümüzde temiz teknolojiye yüklü miktarda yatırımlar yapan
											Brezilya Kalkınma Bankası
											kısa zaman önce
											bu konunun geleceği için 56 milyarlık bir program duyurdu
											ve bu yatırımlardaki hisselerini elinde tutuyor.
											Etkileyici bir şekilde ortaya koymak gerekirse
											eğer ABD devleti bunun hakkında düşünmüş olsaydı
											ve yenilik fonu adı verilen bir şeyi
											geri getirseydi, tahmin edebileceğiniz gibi
											İnternetin ürettiği karın
											sadece yüzde .05'i bile
											o yenilik fonuna geri gelseydi
											temiz teknolojiye harcamak için
											çok daha fazla para olurdu.
											Bunun yerine, teoride bunu yapmaya çalışan
											birçok eyaletin bütçeleri
											kısıtlanıyor.
											Belkide daha önemlisi
											biz daha önce bir yüzde bir
											yüzde 99'u duyduk.
											Eğer devlet bu değer yaratma mekanizmasının baş oyuncularından biri olarak
											bu konu hakkında daha stratejik bir yolla düşünseydi
											çünkü biz bunun hakkında konuşuyoruz değil mi?
											Ekonomide değer yaratmada
											farklı oyuncular kimler ve acaba devletin rolü
											önemsiz bir oyuncu görülerek bir şekilde göz ardı mı ediliyor?
											Değer yaratımı hakkında daha
											geniş bir teorimiz olsa ve devletin ne yaptığı
											ve yatırımlarından kar etmek için ne yaptığını itiraf edebilsek
											bir sonraki raundda bu olabilir
											ve umuyorum hepimiz bir sonraki büyük devrimin
											doğal olacağını
											büyüme sürecinin
											sadece akılcı, yenilikçi değil
											sadece doğal değil, ayrıca daha kapsayıcı oluşunu umarız
											böylece Silikon Vadisi gibi yerler
											gerçekten büyümeden faydalanabilir
											çünkü bu zaman kadar faydalanamadılar.
									","
											So what we really need to actually rethink
											is should there perhaps be a return-generating mechanism
											that's much more direct than tax. Why not?
											It could happen perhaps through equity.
											This, by the way, in the countries
											that are actually thinking about this strategically,
											countries like Finland in Scandinavia,
											but also in China and Brazil,
											they're retaining equity in these investments.
											Sitra funded Nokia, kept equity, made a lot of money,
											it's a public funding agency in Finland,
											which then funded the next round of Nokias.
											The Brazilian Development Bank,
											which is providing huge amounts of funds today
											to clean technology, they just announced
											a $56 billion program for the future on this,
											is retaining equity in these investments.
											So to put it provocatively,
											had the U.S. government thought about this,
											and maybe just brought back
											just something called an innovation fund,
											you can bet that, you know, if even just .05 percent
											of the profits from what the Internet produced
											had come back to that innovation fund,
											there would be so much more money
											to spend today on green technology.
											Instead, many of the state budgets
											which in theory are trying to do that
											are being constrained.
											But perhaps even more important,
											we heard before about the one percent,
											the 99 percent.
											If the state is thought about in this more strategic way,
											as one of the lead players in the value creation mechanism,
											because that's what we're talking about, right?
											Who are the different players in creating value
											in the economy, and is the state's role,
											has it been sort of dismissed as being a backseat player?
											If we can actually have a broader theory
											of value creation and allow us to actually admit
											what the state has been doing and reap something back,
											it might just be that in the next round,
											and I hope that we all hope that the next big revolution
											will in fact be green,
											that that period of growth
											will not only be smart, innovation-led,
											not only green, but also more inclusive,
											so that the public schools in places like Silicon Valley
											can actually also benefit from that growth,
											because they have not.
									","
											Donc ce que nous devons vraiment repenser c'est :
											ne devrait-il pas peut-être 
y avoir un mécanisme de génération d'un retour
											qui serait beaucoup plus direct que l'impôt. 
Pourquoi pas ?
											Cela pourrait peut-être se faire 
à travers la participation.
											Au fait, ceci, dans les pays
											qui sont en réalité 
en train de penser à cela de façon stratégique,
											les pays comme la Finlande en Scandinavie,
											mais aussi la Chine et le Brésil,
											ils conservent la participation 
dans leurs investissements.
											Sitra a financé Nokia, 
a conservé la participation, a fait beaucoup d'argent,
											c'est une agence de financement publique en Finlande,
											qui a ensuite financé la série suivante de Nokias.
											La banque brésilienne de développement,
											qui fournit de gros investissements aujourd'hui
											pour les technologies propres, vient d'annoncer
											un programme de 56 milliards 
pour ceci dans le futur,
											ils conservent la participation 
dans leurs investissements.
											Donc pour le dire de manière provocante,
											est-ce que le gouvernement américain 
a pensé à ça,
											et peut-être juste à ramener
											quelque chose qu'on appelle un fonds d'innovation,
											vous pouvez parier, vous savez, 
que même si seulement 0,05 pour cent
											des profits qu'a produit Internet
											étaient réintroduits dans ce fonds d'innovation,
											il y aurait tellement plus d'argent
											à dépenser aujourd'hui 
dans les technologies écologiques.
											Au lieu de cela, la plupart des budgets de l'état
											qui en théorie essaient de faire ceci
											sont contraints.
											Mais peut-être il y a encore plus important,
											nous avons déjà entendu parler du un pour cent,
											du 99 pour cent.
											Si l'état est pensé de cette façon plus stratégique,
											en tant que l'un des acteurs principaux 
dans le mécanisme de création de valeur,
											parce que c'est ce dont 
on est en train de parler, pas vrai ?
											Qui sont les différents acteurs 
de la création de valeur
											dans l'économie, et c'est le rôle de l'état;
											a t-il été en quelque sorte rejeté 
comme étant un acteur secondaire ?
											Si nous pouvions avoir une théorie plus large
											de la création de valeur 
qui nous permette d'admettre
											ce que l'état a fait 
et récolté quelque chose en retour,
											ce pourrait être simplement que 
lors du prochain tour,
											et j'espère que nous espérons tous 
que la prochaine grosse révolution
											sera en fait écologique,
											que cette période de croissance
											ne sera pas seulement 
intelligente, menée par l'innovation,
											pas seulement écologique, 
mais aussi plus ouverte,
											de telle sorte que les écoles publiques 
dans les endroits comme la Silicon Valley
											pourront aussi bénéficier de cette croissance,
											parce que ce n'est pas le cas.
									","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
											Teşekkür ederim.
									","
											Thank you.
									","
											Merci
									","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
"
","
","
","Government — investor, risk-taker, innovator",Mariana Mazzucato,14:04,"business,economics,finance,government,innovation,investment,technology,women in business,markets"
