en,es,tr,pt,fr,title,speaker,duration,tags
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
											Let’s look at the protocol again.
											All it says is that even-numbered boxes 
must have a red top.
											It doesn’t say anything 
about odd-numbered boxes,
											so we can just ignore 
the box marked with a seven.
											What about the box with a red top?
											Don’t we need to check 
that the number on the bottom is even?
											As it turns out, we don’t.
											The protocol says that 
if a box has an even number,
											then it should have a red top.
											It doesn’t say that only boxes 
with even numbers can have red tops,
											or that a box with a red top 
must have an even number.
											The requirement 
only goes in one direction.
											So we don’t need 
to check the box with the red lid.
											We do, however, 
need to check the one with the black lid,
											to make sure it wasn’t incorrectly 
placed on an even-numbered box.
									","
											Veamos el protocolo de nuevo.
											Todo lo que dice es que los números pares
deben tener la tapa roja.
											No dice nada sobre las cajas 
con números impares,
											podemos ignorar la caja marcada con un 7.
											¿Qué hay de la caja con la tapa roja?
											¿No es necesario que verifiquemos 
que el número inferior es par?
											Según parece, no.
											El protocolo dice que si una caja 
tiene un número par,
											entonces debería tener una tapa roja.
											No dice que solo las cajas con números par
puedan tener tapas rojas,
											o una caja con la tapa roja 
deba tener un número par.
											El requisito solo sigue una dirección.
											Así que no necesitamos comprobar
la caja de la tapa roja
											En cambio, necesitamos comprobar 
la caja con la tapa negra,
											para asegurarnos que no fue colocada
mal en una caja con número par.
									","
											Protokole tekrar bakalım.
											Çift sayılı kutuların üstünün
kırmızı olması gerektiği yazılı.
											Tek sayılılarla alakalı bir şey yazmıyor.
											Yani yedi ile işaretli kutuyu
göz ardı edebiliriz.
											Peki üstü kırmızı olan kutu?
											Altındaki sayının çift olduğunu
kontrol etmek gerekir mi?
											Anlaşılacağı üzere hayır.
											Protokole göre kutu çift sayılı ise
											üstü kırmızı olmalı.
											Sadece çift sayılı kutuların
üstünün kırmızı olacağı
											ya da üstü kırmızı olan kutularda
çift sayı olması gerektiği söylenmiyor.
											Gereklilik tek yönlü.
											Yani kırmızı üstlü kutuları
kontrol etmek gerekmez.
											Ancak siyah üstlü kutuları
kontrol etmemiz gerekir,
											çünkü çift sayılı bir kutuya
yanlışlıkla yerleştirilmiş olabilir.
									","
											Vejamos outra vez o protocolo.
											Só diz que as caixas com números pares
têm que ter uma tampa vermelha.
											Não diz nada, quanto às caixas
com números ímpares,
											portanto, podes ignorar
a caixa marcada com um sete.
											E quanto à caixa com uma tampa vermelha?
											Não precisas de verificar
se o número na base é par?
											Acontece que não.
											O protocolo diz que, se uma caixa
tem um número par,
											tem que ter uma tampa vermelha.
											Não diz que só as caixas
com números pares
											têm que ter tampas vermelhas,
											nem que uma caixa com tampa vermelha
tem que ter um número par.
											A exigência é apenas numa direção.
											Assim, não precisamos
de verificar a caixa com tampa vermelha.
											Mas temos que verificar a caixa
que tem a tampa preta,
											para ter a certeza de que não foi
colocada incorretamente
											numa caixa com um número par.
									","
											Regardons le protocole à nouveau.
											Il stipule que les boites avec un nombre
pair doivent avoir un couvercle rouge.
											Il ne dit rien au sujet des boites
avec un nombre impair,
											nous pouvons donc ignorer
la boite avec le chiffre 7.
											Quand est-il de la boite
avec le couvercle rouge ?
											Devons-nous vérifier que
le nombre inscrit en dessous est pair ?
											En réalité, non.
											Le protocole dit que
si une boite a un nombre pair,
											alors elle doit avoir un couvercle rouge.
											Il ne dit pas que seules les boites paires
doivent avoir un couvercle rouge,
											ou qu'une boite avec un couvercle rouge
doit avoir un nombre pair.
											L'obligation ne court que
dans un seul sens.
											Nous n'avons donc pas à
vérifier la boite au couvercle rouge.
											Cependant, nous devons vérifier
la boite avec le couvercle noir,
											pour être certain qu'elle n'a pas été
marquée par un nombre impair par erreur.
									",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
											If you initially assumed the rules 
imply a symmetrical match
											between the number on the box 
and the type of lid, you’re not alone.
											That error is so common,
we even have a name for it:
											affirming the consequent,
											or the fallacy of the converse.
											This fallacy wrongly assumes
											that just because a certain condition 
is necessary for a given result,
											it must also be sufficient for it.
											For instance, having an atmosphere 
is a necessary condition
											for being a habitable planet.
											But this doesn’t mean that 
it’s a sufficient condition –
											planets like Venus have atmospheres 
but lack other criteria for habitability.
									","
											Si inicialmente asumiste que las reglas
implican una coincidencia simétrica
											entre el número en la caja 
y el tipo de tapa, no estás solo.
											Ese error es tan común, que incluso
tenemos un nombre para él:
											afirmación del consecuente,
											o error inverso.
											Esta falacia asume erróneamente
											que solo porque una cierta condición
sea necesaria para dar un resultado,
											también debe ser suficiente 
para conseguirlo.
											Por ejemplo, tener una atmósfera 
es una condición necesaria
											para ser un planeta habitable.
											Pero esto no significa que 
es condición suficiente,
											planetas como Venus tienen atmósferas,
											pero les faltan otros
criterios de habitabilidad.
									","
											Başlangıçta kutunun üstündeki sayıyla
kapak renginin simetrik bir uyum içinde
											olması gerektiğini anladıysanız
yalnız değilsiniz.
											Bu hata çokça yapılır,
hatta bir ismi bile var:
											Ardılı olumlama
											ya da ters hata.
											Bu yanılgıya göre
											verilen bir sonuç için belirli
bir koşulun gerekli olması
											aynı zamanda yeterli
olmasını da gerektirir.
											Örneğin yaşanabilir bir gezegen için
											bir atmosfer şarttır.
											Ancak bu yeterli koşul
olduğu anlamına gelmez -
											Venüs gibi gezegenler atmosfere sahip
ama yaşama için diğer kriterler eksik.
									","
											Se inicialmente assumiste que as normas
implicam uma correspondência simétrica,
											entre o número da caixa
e o tipo de tampa, não és o único.
											Esse erro é tão comum
que até existe um nome para ele:
											afirmação do consequente
											ou a falácia do inverso.
											Esta falácia assume, incorretamente,
											que, quando é necessária
uma determinada condição,
											para um determinado resultado,
											também tem que ser suficiente
para esse resultado.
											Por exemplo, ter atmosfera
é uma condição necessária
											para haver um planeta habitável.
											Mas isso não significa
que seja condição suficiente
											porque planetas como Vénus
têm atmosferas
											mas não têm outros critérios
para serem habitáveis.
									","
											Si vous avez pensé au début que les
règles impliquaient une réciprocité
											entre le nombre sur la boite et le type
de couvercle, vous n'êtes pas le seul.
											C'est une erreur si commune
qu'elle a même un nom :
											l'affirmation du conséquent,
											ou l'illusion de la réciproque.
											L'illusion fait faussement croire
											que, juste parce qu'une condition
est nécessaire pour un résultat donné,
											elle doit être aussi suffisante.
											Par exemple, avoir une atmosphère
est une condition nécessaire
											pour qu'une planète soit habitable.
											Mais cela ne signifie pas que ce soit
une condition suffisante,
											Vénus a une atmosphère, mais ne remplit
pas les autres critères d'habitabilité.
									",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
											If that still seems hard 
to wrap your head around,
											let’s look at 
a slightly different problem.
											Imagine the boxes contain groceries.
											You see one marked for shipment 
to a steakhouse
											and one to a vegetarian restaurant.
											Then you see two more boxes 
turned upside down:
											one labeled as containing meat,
											and another as containing onions.
											Which ones do you need to check?
											Well, it’s easy –
											make sure the meat isn’t being shipped 
to the vegetarian restaurant,
											and that the box going there 
doesn’t contain meat.
											The onions can go to either place,
											and the box bound for the steakhouse 
can contain either product.
									","
											Si aún parece suficientemente difícil 
hacerte a la idea,
											veamos un problema ligeramente diferente.
											Imagina que las cajas contienen comida.
											Ves una marcada para el envío a un asador
											y una a un restaurante vegetariano.
											Entonces ves dos cajas 
volteadas boca abajo:
											una etiquetada como que contiene carne,
											y otra marcada como que contiene cebollas.
											¿Cuál necesitas revisar?
											Bueno, es fácil,
											asegúrate de que la carne no sea enviada 
al restaurante vegetariano,
											y que la caja que va allí
no contiene carne.
											Las cebollas pueden ir a cualquier lugar,
											y la caja destinada al asador puede 
contener cualquiera de los productos.
									","
											Hâlâ anlamakta zorlanıyorsanız
											tamamen farklı bir probleme bakalım.
											Kutularda yiyecek olduğunu varsayın.
											Görüyorsunuz ki biri
et lokantasına ve diğeri
											bir sebze restoranına
gitmek üzere işaretlenmiş.
											Üstleri alta gelmiş başka
iki kutu daha görüyorsunuz:
											Birine et etiketi,
											diğerine de soğan etiketi konmuş.
											Hangilerini kontrol etmelisiniz?
											Kolay -
											etin sebze restoranına gönderilmediğinden
											ve oraya gönderilen kutunun
et içermediğinden emin olun.
											Soğanlar her iki yere de gidebilir
											ve et lokantası etiketli kutu
her iki ürünü de içerebilir.
									","
											Se ainda achas difícil
compreender isto,
											observa um problema
ligeiramente diferente.
											Imagina que as caixas contêm alimentos.
											Vês uma marcada para envio
para uma churrascaria
											e outra marcada para
um restaurante vegetariano.
											Depois, vês outras duas caixas
viradas ao contrário:
											uma com um rótulo
de que contém carne,
											e outra que contém cebolas.
											Quais é que precisas de verificar?
											É fácil.
											Certifica-te que a carne não é enviada
para o restaurante vegetariano
											e que a caixa que segue para lá
não contém carne.
											As cebolas podem ir para qualquer dos dois
											e a caixa destinada à churrascaria
pode conter qualquer dos dois produtos.
									","
											Si vous avez du mal à comprendre,
											regardons un problème
légèrement différent.
											Imaginez que les boites
contiennent des provisions.
											Vous voyez une boite qui doit
être livrée à un resto-grill
											et un autre à un restaurant végétarien.
											Puis vous voyez deux autres
boites mises à l'envers :
											l'une avec l'étiquette « viande »,
											et l'autre « oignons ».
											Laquelle devez-vous vérifier ?
											Eh bien, c'est facile -
											assurez-vous que la viande n'est pas
envoyée au restaurant végétarien,
											et que la boite livrée à ce
restaurant ne contient pas de viande.
											Les oignons peuvent être livrés
aux deux endroits,
											et la boite livrée au resto-grill peut
contenir l'un ou l'autre de ces produits.
									",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
											Why does this scenario seem easier?
											Formally, it’s the same problem –
											two possible conditions
for the top of the box,
											and two for the bottom.
											But in this case, they’re based on 
familiar real-world needs,
											and we easily understand that 
while vegetarians only eat vegetables,
											they’re not the only ones who do so.
											In the original problem,
the rules seemed more arbitrary,
											and when they’re abstracted that way,
											the logical connections 
become harder to see.
									","
											¿Por qué esta situación es más fácil?
											Formalmente, es el mismo problema,
											dos posibles condiciones para 
las tapas de las cajas,
											y dos para las partes de abajo.
											Pero en este caso, están basadas
en necesidades familiares del mundo real,
											y fácilmente entendemos que aunque
los vegetarianos solo comen vegetales,
											no son los únicos que lo hacen.
											En el problema original,
las reglas parecen más arbitrarias,
											y cuando se abstraen de esa manera,
											las conexiones lógicas
se vuelven más difíciles de ver.
									","
											Peki bu senaryo neden kolay görünüyor?
											Şeklen, aynı problem -
											kutunun altı ve üstü için
											ikişer olası koşul.
											Ancak bu durumda tanıdık
gerçek hayat ihtiyaçları ele alınmış
											ve vejetaryenlerin sadece sebze yemesinin,
											bunu yapanların sadece onlar olacağını
göstermediğini kolaylıkla anlarız.
											Orijinal problemde kurallar
daha genel görünüyor
											ve bu şekilde soyutlaştırıldıklarında
											mantıksal bağları görmek zorlaşıyor.
									","
											Porque é que este cenário
parece mais fácil?
											Formalmente, é o mesmo problema
											— duas condições possíveis
para a tampa da caixa
											e duas para a base.
											Mas, neste caso, baseiam-se
em necessidades conhecidas do mundo real
											e compreendemos facilmente
											que, embora os vegetarianos
só comam vegetais,
											não são os únicos que o fazem.
											No problema original,
as regras parecem mais arbitrárias
											e, quando são assim abstratas,
											as relações lógicas
tornam-se mais difíceis de ver.
									","
											Pourquoi ce scénario semble plus simple ?
											Théoriquement, c'est le même problème -
											deux conditions possibles
pour le dessus de la boite,
											et deux pour le fond de la boite.
											Mais dans ce cas, elles sont basées
sur des besoins familiers et réels,
											et nous comprenons facilement que si les
végétariens ne mangent que des légumes,
											ils ne sont pas les seuls à en manger.
											Dans le premier problème,
les règles semblent plus arbitraires,
											et lorsqu'elles sont rendues
ainsi abstraites,
											les liens logiques sont plus
difficiles à voir.
									",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
											In your case, you’ve managed 
to get enough supplies through
											to enable the resistance 
to fight another day.
											And you did it by thinking 
outside the box –
											both sides of it.
									","
											En tu caso, has logrado obtener 
suficientes suministros
											como para permitir a la resistencia
luchar otro día más.
											Y lo hiciste pensando 
más allá de la caja...
											de los dos lados de esta.
									","
											Sizin durumda ise yeterince
erzak bulmayı başararak
											direnişe bir gün daha kazandırdınız.
											Üstelik bunu farklı perspektiflerden
- her iki tarafından - bakarak yaptınız.
									","
											No teu caso, conseguiste
fazer passar abastecimentos suficientes
											para permitir que a resistência
lute durante mais um dia.
											E conseguiste isso
pensando fora da caixa
											— dos dois lados.
									","
											Dans votre cas, vous avez réussi
à faire parvenir assez de marchandises
											pour permettre à la résistance
de continuer à se battre.
											Et vous l'avez fait en pensant
hors du cadre,
											et même, en dehors de la boite.
									",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
"
","
","
","
","
",Can you solve the rebel supplies riddle?,Alex Gendler,4:37,"TED-Ed,education"
