en,es,tr,de,fr,title,speaker,duration,tags
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkaha)
									","
											(Gelächter)
									","
											(Rires)
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											It was at that point that I asked him,
											""So are you basically pitching me
'Leo versus the toxic superstorm
											that will destroy humanity?'""
											And he responded by saying,
											""Well, when you say it like that,
it sounds ridiculous.""
											And I'm embarrassed to admit
that I had the guy send me the script,
											and I read 30 pages before I was sure
that it was as bad as I thought it was.
											Now, ""Superstorm""
is certainly an extreme example,
											but it's also not an unusual one.
											And unfortunately, most scripts
aren't as easy to dismiss as that one.
									","
											Llegados a ese punto le pregunté:
											""¿Me estás intentando colar
'Leo contra la supertormenta tóxica
											que destruirá la humanidad?'""
											Y como respuesta me dijo:
											""Bueno, si lo dices así suena ridículo"".
											Y me avergüenza admitir 
que le permití que me enviara el guion
											y que leí 30 páginas para asegurarme
de que era tan malo como pensaba.
											""Supertormenta"" es un ejemplo extremo
											pero tampoco es un ejemplo infrecuente.
											Y desgraciadamente no todos los
guiones se rechazan con tanta facilidad.
									","
											O sırada, ona sordum:
											Şimdi bana sunduğun,
""Leo insanlığı yok edecek
											zehirli kasırgaya karşı"" mı?
											Şöyle cevap verdi:
											""Öyle söyleyince çok saçma duruyor.""
											Utanarak söylüyorum,
adama senaryoyu yollattım
											ve düşündüğüm kadar kötü olduğundan
emin olana kadar 30 sayfa okudum.
											Şimdi, ""Süperkasırga"",
elbette uçuk bir örnek
											ama alışılmamış da değil.
											Maalesef, çoğu senaryoyu göz ardı etmek
bunun kadar kolay olmuyor.
									","
											An diesem Punkt fragte ich ihn:
											""Deine Idee ist also: 'Leo 
gegen den toxischen Supersturm,
											der die Menschheit vernichtet'?""
											Und er sagte:
											""Wenn du es so ausdrückst, 
klingt es lächerlich.""
											Ich gebe zu, dass ich den Typ bat, 
mir das Skript zu senden.
											Ich las 30 Seiten davon, bevor ich 
sicher war, dass es wirklich schlecht war.
											Naja, ""Supersturm"" ist bestimmt 
ein extremes Beispiel,
											aber kein untypisches.
											Leider sind die meisten Skripte nicht
so einfach abzulehnen wie dieses.
									","
											C'est à ce moment que je lui ai demandé :
											« Donc vous êtes en train de me vendre
Leo contre le super ouragan toxique
											qui détruira l'humanité ? »
											Et il répondit en disant :
											« Dit comme ça, ça a l'air ridicule. »
											Et je suis gêné d'admettre que je lui ai
demandé de m'envoyer le script
											et que j'en ai lu 30 pages
avant d’être sûr
											que c’était aussi mauvais
que ce que je pensais.
											« Superstorm » est certainement
un exemple extrême,
											mais ce n'est pas non plus un cas isolé.
											Hélas, la plupart des scripts ne sont pas
aussi faciles à rejeter que celui-là.
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											For example, a comedy
about a high school senior,
											who, when faced
with an unplanned pregnancy,
											makes an unusual decision
regarding her unborn child.
											That's obviously ""Juno.""
											Two hundred and thirty million
at the worldwide box office,
											four Oscar nominations, one win.
											How about a Mumbai teen
who grew up in the slums
											wants to become a contestant
on the Indian version
											of ""Who Wants To Be A Millionaire?""?
											That's an easy one —
""Slumdog Millionaire.""
											Three hundred seventy-seven
million worldwide,
											10 Oscar nominations and eight wins.
											A chimpanzee tells his story
											of living with the legendary pop star
Michael Jackson.
											Anyone?
									","
											Por ejemplo, una comedia sobre una 
chica en el último curso de instituto
											que al enfrentarse a 
un embarazo no deseado
											toma una decisión inusual 
respecto a su futuro hijo.
											Claramente es ""Juno"".
											USD 230 millones en la taquilla mundial,
											cuatro nominaciones a 
los Oscars, una victoria.
											¿Y qué hay del adolescente de 
Bombay que creció entre chabolas
											y que quiere participar en 
la versión india
											de ""¿Quién quiere ser millonario?""?
											Esa es fácil, ""Slumdog Millionaire"".
											USD 377 millones en todo el mundo,
											10 nominaciones a los 
Oscars y 8 victorias.
											Un chimpacé cuenta la historia
											de su vida viviendo con el
legendario Michael Jackson.
											¿Alguien?
									","
											Mesela, sürpriz bir hamilelikle
karşı karşıya kalınca
											doğmamış çocuğu için
sıradışı bir karar alan
											liseli genci anlatan bir komedi.
											Elbette ki bu ""Juno.""
											Dünya çapında 230 milyon gişe hasılatı,
											dört Oscar adaylığı, bir ödül.
											Peki ya, ""Kim Milyoner Olmak İster?""in
											Hindistan uyarlamasında yarışmak isteyen
											kenar mahallede büyümüş Mumbai genci?
											Kolay bir tane—
""Milyoner.""
											Dünya çapında 377 milyon,
											10 Oscar adaylığı ve 8 ödül.
											Bir şempanze, efsane pop sanatçısı,
											Michael Jackson'la yaşamını anlatıyor.
											Kim bilecek?
									","
											Beispielsweise eine Komödie 
über eine Highschool-Schülerin,
											die ungeplant schwanger wird
											und eine ungewöhnliche Entscheidung 
für ihr ungeborenes Baby trifft.
											Ich spreche natürlich von ""Juno"".
											230 Mio. an den weltweiten Kinokassen,
											vier Oskarnominierungen, einen gewonnen.
											Oder ein Teenager aus Mumbai,
aufgewachsen in den Slums,
											der Teilnehmer der indischen Version
											von ""Wer wird Millionär"" werden will.
											Einfach — ""Slumdog Millionär"".
											377 Millionen weltweit,
											10 Oskarnominierungen, 8 gewonnen.
											Ein Schimpanse erzählt,
											wie er mit dem legendären Popstar 
Michael Jackson zusammenlebte.
											Wer möchte?
									","
											Par exemple, une comédie sur une lycéenne,
											qui, devant une grossesse non planifiée,
											prend une décision inhabituelle
concernant son enfant à naître.
											Il s'agit évidemment de « Juno ».
											230 millions au box-office mondial,
											quatre nominations
aux Oscars, une victoire.
											Ou alors un adolescent de Mumbai
ayant grandi dans les bidonvilles
											et qui veut participer
à la version indienne
											de « Qui veut gagner des millions » ?
											Celui-ci est facile -
« Slumdog Millionaire ».
											377 millions dans le monde,
											10 nominations aux Oscars et 8 victoires.
											Un chimpanzé racontant son histoire
											avec la légendaire pop star
Michael Jackson.
											Personne ?
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											(Laughter)
									","
											(Risas)
									","
											(Kahkaha)
									","
											(Gelächter)
									","
											(Rires)
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
											It's a trick question.
											But it is a script called ""Bubbles,""
											that is going to be directed
by Taika Waititi,
											the director of ""Thor: Ragnarok.""
									","
											Es una pregunta trampa.
											Pero es un guion llamado ""Bubbles""
											y va a ser dirigido por Taika Waititi,
											el director de ""Thor: Ragnarok"".
									","
											Tuzak soru.
											Ama ""Bubbles"" adlı bir senaryo.
											""Thor:Ragnarok"" yönetmeni
											Taika Waititi tarafından yönetilecek.
									","
											Das ist eine Fangfrage!
											Aber das Skript heißt ""Bubbles"",
											und Taika Waititi wird Regie führen,
											der Regisseur von 
""Thor: Tag der Entscheidung"".
									","
											C'est une question piège.
											Mais ce script s'appelle « Bubbles »
											qui va être dirigé par Taika Waititi,
											le réalisateur de « Thor : Ragnarok ».
									",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
"
","
","
","
","
",How I accidentally changed the way movies get made,Franklin Leonard,16:20,"film,entertainment,movies,storytelling,social change,creativity,culture,society,media,TEDx,identity"
