en,fr,pt,es,de,title,speaker,duration,tags
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											A key challenge then
for cancer researchers
											is to develop methods
											that make regular screening
for many types of cancers
											much more accessible.
											Imagine a scenario
where during your regular checkup,
											your doctor can take
a simple, noninvasive urine sample,
											or other liquid biopsy,
											and present you with the results
before you even leave the doctor's office.
											Such a technology could
dramatically reduce the number of people
											who slip through the net
of an early-stage cancer diagnosis.
									","
											Pour les chercheurs,
il est donc indispensable
											de développer des méthodes
											qui permettent un dépistage régulier
pour de nombreux cancers
											beaucoup plus accessible.
											Imaginez que durant
votre contrôle régulier,
											votre médecin puisse prendre
un simple échantillon d'urine,
											ou d'un autre liquide,
											et vous donner les résultats avant même
que vous ne quittiez son bureau.
											Cela pourrait réduire énormément
le nombre de personnes
											qui passent entre les filets
d'un diagnostic précoce du cancer.
									","
											Um desafio vital para os investigadores
											é desenvolver métodos
											para tornar mais acessíveis
											rastreios regulares
a muitos tipos de cancro
											Imaginem um cenário em que,
durante o vosso ""check-up"" habitual,
											o médico pode tirar uma amostra
simples e não invasiva de urina,
											ou outra biópsia líquida,
											e apresentar-vos o resultado
ainda antes de sair do consultório.
											Tal tecnologia poderia reduzir
drasticamente o número de pessoas
											cujo diagnóstico do cancro
não é feito num estágio inicial.
									","
											Entonces, el desafío primordial
para los investigadores
											es desarrollar métodos

											para que las técnicas convencionales
que detectan muchos tipos de cánceres
											sean más accesibles.
											Imaginen un escenario en donde,
durante su chequeo regular,
											su doctor toma una muestra de orina
de manera simple y no invasiva,
											u otra biopsia líquida,
											y les da los resultados 
antes de dejar su consultorio.
											Esta tecnología podría reducir 
radicalmente el número de personas
											que escapan del diagnóstico 
de cáncer en su fase inicial.
									","
											Eine Hauptaufgabe
der Krebsforscher ist es also,
											Methoden zu entwickeln,
											die regelmäßige Screenings
für viele Krebsarten
											viel zugänglicher machen.
											Stellen Sie sich ein Szenario vor,
											in dem der Arzt
											während einer Routineuntersuchung
eine einfache, nicht-invasive Urinprobe
											oder andere Flüssigkeiten entnimmt
											und die Ergebnisse präsentiert,
noch bevor Sie das Zimmer verlassen.
											Solch eine Technologie könnte
die Zahl der Menschen,
											die durch das Netz einer frühen Diagnose
fallen, drastisch reduzieren.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											My research team
of engineers and biochemists
											is working on exactly this challenge.
											We're working on ways to frequently
activate an early-stage cancer alarm
											by enabling regular screenings
that would start when a person is healthy
											so that action could be taken
to stop cancer the moment it emerges,
											and before it can progress
beyond its infancy.
											The silver bullet in this case
are tiny vesicles,
											little escape pods regularly shed
by cells called exosomes.
											Exosomes are important biomarkers
											that provide an early-warning system
for the development of cancer.
											And because they're abundantly present
in just about every bodily fluid,
											including blood, urine and saliva,
											they're extremely attractive
for noninvasive liquid biopsies.
									","
											Mon équipe de recherche
d'ingénieurs et de biochimistes
											tente de relever ce défi.
											Nous cherchons des moyens de vérifier
fréquemment l'apparition de cancers
											grâce à un dépistage régulier qui commence
quand une personne est en bonne santé
											et qui permet donc d'arrêter le cancer
dès son apparition,
											avant qu'il ne puisse progresser
au-delà du premier stade.

											La clé dans ce cas
réside dans de petites vésicules,
											de minuscules capsules, appelées exosomes
et envoyées par les cellules.
											Les exosomes sont
des biomarqueurs essentiels.
											Ils permettent de dépister
rapidement le cancer.
											Comme ils sont présents en abondance
dans les fluides de notre corps,
											dont le sang, l'urine et la salive,
											ils sont très intéressants
en termes de biopsies non invasives.
									","
											A minha equipa
de engenheiros e bioquímicos
											está a trabalhar neste desafio.
											Estamos a trabalhar em formas de ativar
um alarme de cancro em fase inicial
											ao possibilitar rastreios regulares
enquanto a pessoa é saudável
											para que possam ser tomadas medidas
para parar o cancro
											assim que este emerge e antes que evolua
para lá da sua infância.
											A solução neste caso
são pequenas vesiculas,
											pequenas cápsulas, por norma protegidas
por células chamadas exossomas.
											Os exossomas são importantes
marcadores biológicos
											que funcionam como um sistema de alarme
para o desenvolvimento do cancro.
											E uma vez que são abundantes
em todos os fluídos corporais,
											incluído o sangue, a urina e a saliva,
											são excelentes para fazer
biópsias líquidas e não invasivas.
									","
											Mi equipo de investigación
de ingenieros y bioquímicos
											está trabajando en este desafío.
											Estamos investigando maneras de activar 
una alarma de detección temprana de cáncer
											en exámenes de rutina que empezarían
cuando la persona está sana.
											Esto permitiría tomar medidas
para detener el cáncer en su origen,
											y antes de que pueda ir 
más allá de su fase inicial.
											La solución milagrosa, en este caso, 
está en pequeñas vesículas.
											Pequeñas cápsulas de escape liberadas 
por células denominadas exosomas.
											Los exosomas son biomarcadores importantes
											que proveen un sistema 
de detección temprana del cáncer.
											Y, como están presentes en abundancia
en casi cualquier fluido corporal,
											sangre, orina y saliva incluidas,
											son extremadamente atractivos
para las biopsias líquidas no invasivas.
									","
											Mein Forschungsteam
aus Ingenieuren und Biochemikern
											arbeitet an genau dieser Herausforderung.
											Wir arbeiten an einer Lösung
für eine regelmäßige frühe Krebswarnung,
											indem wir Screenings etablieren,
die beginnen, wenn eine Person gesund ist,
											damit Maßnahmen getroffen werden können,
um den Krebs beim Auftreten zu stoppen,
											noch bevor er über
das Anfangsstadium hinauswächst.
											Die Wunderwaffe sind hier winzige Vesikel,
											kleine Rettungskapseln, die von Zellen
mit dem Namen Exosomen stammen.
											Exosomen sind wichtige Biomarker,
											die ein Frühwarnsystem
für die Krebsentwicklung bieten.
											Weil sie im Übermaß vorhanden sind,
in ungefähr jeder Körperflüssigkeit
											einschließlich Blut, Urin und Speichel,
											eignen sie sich hervorragend für
nicht-invasive Biopsien von Flüssigkeiten.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											There's just one problem.
											An automated system for rapidly sorting
these important biomarkers
											is not currently available.
											We've created a technology
that we call nano-DLD
											that is capable of precisely this:
											automated exosome isolation
											to aid rapid cancer diagnostics.
											Exosomes are the newest
early-warning weapon, if you will,
											to emerge on the liquid biopsy front.
											And they're really, really small.
											They measure just 30 to 150
nanometers in diameter.
											This is so tiny
											that you could fit about a million
of them into a single red blood cell.
											That's roughly the difference
between a golf ball
											and a fine grain piece of sand.
									","
											Il y a juste un problème.
											Pour le moment, il n'existe pas de système
automatique qui permette de trier
											rapidement ces biomarqueurs.
											Nous avons créé une technologie 
appelée nano-DLD
											qui est capable de faire ceci :
											isoler de manière automatique les exosomes
											pour aider au dépistage du cancer.
											Les exosomes sont la toute nouvelle arme 
de diagnostic rapide
											en termes de biopsie liquide.
											Et ils sont très très petits.
											Ils mesurent entre 30
et 150 nanomètres de diamètre.
											Ils sont si petits
											qu'on en retrouve des millions
dans chaque globule rouge.
											C'est la même différence
qu'entre une balle de golf
											et un grain de sable.
									","
											Há só um problema.
											Não está disponível um sistema automático
											para separar rapidamente
estes marcadores biológicos.
											Criámos uma tecnologia
a que chamámos de nano-DLD
											que é capaz de fazer precisamente isto:
											isolamento automático de exossomas
											para auxiliar diagnósticos
rápidos de cancro.
											Os exossomas são a nova arma
de pré-aviso, se quiserem.
											a surgir na linha da frente
das biópsias líquidas.
											E são muito pequenos.
											Medem entre 30 a 150
nanómetros de diâmetro.
											São tão pequenos
											que cerca de um milhão
cabe num único glóbulo vermelho.
											É mais ou menos a diferença
entre uma bola de golfe
											e um grão de areia.
									","
											Existe solo un problema.
											El sistema automatizado para clasificar
estos importantes biomarcadores
											no se encuentra disponible actualmente.
											Hemos creado una tecnología 
que denominamos nano-DLD
											que es precisamente capaz de lo siguiente:
											aislamiento automatizado del exosoma
											para asistir en el rápido 
diagnóstico de cáncer.
											Los exosomas son el arma 
de detección temprana

											más nueva, por así decirlo,
											que surge del frente 
de la biopsia líquida.
											Son muy, muy pequeños.
											Miden sólo 30 a 150
nanómetros de diámetro.
											Son tan pequeños
											que alrededor de 1 millón
de ellos cabe en un solo glóbulo rojo.
											Esa es la diferencia 
entre una bola de golf
											y un grano fino de arena.
									","
											Es gibt nur ein Problem.
											Ein automatisches System,
das diese Biomarker schnell sortiert
											ist momentan nicht vorhanden.
											Wir entwickelten eine Technologie,
die wir Nano-DLD nennen
											und die genau das kann:
											das automatische Isolieren von Exosomen,
											um schnelle Krebsdiagnosen zu fördern.
											Exosomen sind so gesehen
die neusten Frühwarnmittel
											im Bereich der Flüssigkeitenbiopsie.
											Sie sind sehr, sehr klein.
											Der Durchmesser beträgt
30 bis 150 Nanometer.
											Das ist so klein,
											dass ca. 1 Million davon
in nur ein rotes Blutkörperchen passen.
											Das ist der Unterschied
zwischen einem Golfball
											und einem feinem Sandkorn.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											Once thought to be little bins
for unwanted cellular waste,
											it has been found
that cells actually communicate
											by producing and absorbing these exosomes
											which contain surface receptors,
											proteins and other genetic material
collected from their cell of origin.
											When absorbed by a neighboring cell,
											exosomes release their contents
into the receiving cell,
											and can set in motion
fundamental changes in gene expression —
											some good,
											and this is where cancer comes in,
											some bad.
											Because they are clothed
in the material of the mother cell,
											and contain a sample of its environment,
											they provide a genetic snapshot
of that cell's health and its origin.
											All of these qualities
make exosomes invaluable messengers
											that potentially allow physicians
											to eavesdrop on your health
at the cellular level.
									","
											Avant considérés comme des petites
poubelles pour les déchets des cellules,
											il est aujourd'hui prouvé
que les cellules communiquent
											en produisant et en absorbant ces exosomes
											qui contiennent des récepteurs en surface,
											des protéines
											et d'autres matériels génétiques
issus de leur cellule d'origine.
											Quand ils sont absorbés 
par une autre cellule,
											les exosomes partagent leur contenu
avec la cellule qui les accueille.
											Ils peuvent réaliser des changements
capitaux dans le profil génétique —
											parfois positifs,
											et c'est là qu'intervient le cancer,
											parfois négatifs.
											Comme ils sont recouverts du même tissu
que leur cellule d'origine
											et qu'ils contiennent ses informations,
											ils fournissent un aperçu génétique
de la santé de cette cellule
											et de son origine.
											Toutes ces qualités font des exosomes
des messagers précieux
											qui pourraient donner aux médecins
											l'opportunité d'analyser
votre santé au niveau cellulaire.
									","
											Pensava-se que eram pequenos depósitos
de desperdício celular,
											mas descobriu-se que as células comunicam
											ao produzir e ao absorver estes exossomas
											que contêm recetores de superfície,
											proteínas e outro material genético
recolhido da sua célula de origem.
											Ao serem absorvidos
por uma célula vizinha,
											os exossomas libertam
o seu conteúdo na célula recetora,
											e podem pôr em marcha mudanças
fundamentais na expressão genética
											algumas boas,
											— e é aqui que o cancro surge —
											outras más.
											Uma vez que estão camuflados
com o material da célula mãe,
											e contêm uma amostra
do seu ambiente,
											fornecem uma foto genética
da saúde e origem dessa célula.
											Todas estas qualidade fazem
dos exossomas mensageiros inestimáveis
											que potencialmente
permitem aos médicos
											auscultar a nossa saúde ao nível celular.
									","
											Se creía que eran 
pequeños contenedores
											de depósitos celulares.
											Sin embargo, se ha descubierto 
que las células se comunican
											al producir y absorber estos exosomas
											que contienen receptores superficiales,
											proteínas y otro material genético
recolectado de su célula de origen.
											Cuando son absorbidos
por una célula próxima,
											los exosomas liberan su contenido
dentro de la célula receptora
											y pueden poner en marcha
cambios fundamentales
											en la expresión genética.
											Algunos de estos cambios son buenos
											y otros, como en el caso del cáncer,
											son malos.
											Debido a que están revestidos
en el material de la célula madre,
											y contienen una muestra de su ambiente,
proporcionan un panorama genético
											de la salud de la célula y de su origen.
											Todas estas cualidades
hacen de los exosomas
											mensajeros invaluables
que potencialmente permiten a los médicos
											intentar ""escuchar"" 
su salud a nivel celular.
									","
											Einst als kleine Abfalleimer
für unerwünschten zellularen Müll abgetan,
											weiß man nun,
											dass Zellen wirklich kommunizieren,
											in dem sie Exosomen produzieren
und absorbieren,
											die Oberflächenrezeptoren,
											Proteine und anderes Erbgut
aus der Ursprungszelle beinhalten.
											Bei der Aufnahme durch eine Nachbarzelle
											geben Exosomen ihre Inhalte
in die absorbierende Zelle frei
											und können fundamentale Änderungen
in der Exprimierung bewirken —
											einige sind gut
											und andere, wie Krebs,
											sind schlecht.
											Weil sie vom Material
der Mutterzelle umgeben sind
											und eine Probe der Umgebung beinhalten,
											liefern sie eine genetische Momentaufnahme
der Zellgesundheit und ihrer Herkunft.
											All diese Eigenschaften
machen Exosomen zu unbezahlbaren Boten,
											die es Ärzten potentiell erlauben,
											den Gesundheitsstand
auf zellularer Ebene einzusehen.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											To catch cancer early, however,
											you have to frequently
intercept these messages
											to determine when cancer-causing
troublemakers within your body
											decide to start staging a coup,
											which is why regular
screening is so critical
											and why we're developing
technologies to make this possible.
											While the first exosome-based diagnostics
emerged on the market just this year,
											they are not yet part
of mainstream healthcare options.
											In addition to their recent emergence,
											another factor that's limiting
their widespread adoption
											is that currently, no automated
exosome isolation system exists
											to make regular screening
economically accessible.
											The current gold standard
for exosome isolation
											includes ultracentrifugation,
											a process requiring
expensive laboratory equipment,
											a trained lab tech
											and about 30 hours of time
to process a sample.
											We've come up with a different approach
for achieving automated exosome isolation
											from a sample such as urine.
											We use a chip-based, continuous flow
separation technique
											called deterministic lateral displacement.
											And we have done with it
											what the semiconductor industry has done
so successfully for the past 50 years.
											We shrunk the dimensions
of this technology
											from the micron scale
to the true nanoscale.
									","
											Mais, pour un diagnostic précoce,
											il faut fréquemment
intercepter ces messages

											pour déterminer quand les responsables
du cancer dans votre corps

											commencent à se développer.
											C'est la raison pour laquelle
un contrôle régulier est essentiel
											et que nous développons des technologies
pour le rendre possible.
											Alors que le premier dépistage
utilisant les exosomes
											a fait son apparition
sur le marché cette année,
											ce n'est pas encore une option
très courante dans les soins de santé.
											En plus de leur apparition récente,
											les exosomes ne sont pas
encore très répandus
											car il n'existe aucun système
d'isolation automatique des exosomes
											qui rendrait le contrôle régulier
plus économiquement abordable.
											La référence actuelle en matière 
d'isolation d'exosomes
											utilise l'ultracentrifugation,
											une technique qui nécessite
un équipement de laboratoire coûteux,
											un technicien expert
											et environ 30 heures
pour analyser un échantillon.
											Nous avons trouvé une nouvelle approche
pour isoler automatiquement les exosomes
											dans un échantillon d'urine.
											Nous utilisons une méthode de séparation
en flux continu sur puce
											appelée déplacement latéral déterminé.
											Et nous l'avons miniaturisé,
											comme le fait si bien l'industrie
des semi-conducteurs depuis 50 ans.
											Nous avons réduit la taille
de cette technologie
											pour passer de l'échelle des microns
à l'échelle nanoscopique.
									","
											No entanto, para detetar cedo o cancro,
											temos de intercetar
estas mensagens frequentemente
											para determinar quando os agentes
cancerígenos no nosso corpo
											decidem iniciar um motim
											e é por isso que os rastreios regulares
são tão importantes
											e estamos a criar tecnologia
para os tornar possíveis.
											O primeiro diagnóstico à base de exossomas
surgiu no mercado este ano,
											mas não faz parte das opções
dos planos de saúde gerais.
											Para além do seu aparecimento recente,
											outro fator que limita
a sua adoção em massa
											é que, atualmente, não existe nenhum
sistema automático para isolar exossomas
											para tornar os rastreios regulares
economicamente acessíveis.
											A norma de ouro atual
para a isolação de exossomas
											inclui ultracentrifugação,
											um processo que requer equipamento
de laboratório dispendioso,
											um técnico de laboratório
											e cerca de 30 horas
para processar uma amostra.
											Encontrámos uma abordagem diferente
para alcançar o isolamento de exossomas
											de uma amostra como a urina.
											Usamos uma técnica de separação
à base de um fluxo contínuo
											chamada deslocação lateral
determinística.
											E conseguimos com isso
											o que a indústria de semicondutores
tem feito tão bem nos últimos 50 anos.
											Diminuímos as dimensões desta tecnologia
											de uma micro escala
para a verdadeira nano escala.
									","
											Sin embargo, para una
detección precoz de cáncer
											hay que interceptar 
estos mensajes con frecuencia
											para determinar cuándo el cáncer 
que trae complicaciones en su cuerpo
											decida iniciar una revolución.
											Por esta razón, los métodos 
de detección precoz son cruciales
											y estamos desarrollando 
tecnologías que hagan esto posible.
											Aunque este año salió al mercado 
el primer diagnóstico basado en exosoma,
											aún no forma parte de las opciones 
convencionales de salud.
											Además de su reciente aparición,
											otro factor que limita
su adopción generalizada
											es que no existe actualmente un sistema
de aislamiento automatizado de exosomas
											que haga que los métodos de detección
precoz sean accesibles económicamente.
											El estándar de oro actual 
para el aislamiento de exosomas
											incluye la ultracentrifugación,
											un proceso que requiere 
un equipo de laboratorio costoso,
											técnicos de laboratorios capacitados
											y alrededor de 30 horas
para procesar una muestra.
											Nosotros hemos desarrollado
un enfoque diferente para alcanzar
											el aislamiento automatizado del exosoma
											a partir de una muestra como la orina.
											Utilizamos una técnica de chip
de separación de flujo continuo denominada
											desplazamiento lateral determinista.
											Y con ella hemos desarrollado
											lo que la industria de semiconductores
ha logrado durante estos 50 años.
											Redujimos las dimensiones
de esta tecnología
											de la escala de micrón
a la nanoescala real.
									","
											Um Krebs jedoch früh zu erkennen,
											muss man diese Botschaften
regelmäßig abhören,
											um festzustellen, wann im Körper
krebserregende Störenfriede entscheiden,
											einen Coup zu starten.
											Darum sind regelmäßige Screenings wichtig
											und deshalb entwickeln wir
Technologien, die das ermöglichen.
											Obwohl exosomenbasierte Diagnostika
dieses Jahr auf den Markt kamen,
											sind sie noch kein Bestandteil
des regulären Gesundheitswesens.
											Zusätzlich zu ihrer jungen Entstehung
											ist ein weiterer Aspekt,
der die umfassende Einführung begrenzt,
											dass es momentan kein automatisches System
zur Isolierung von Exosomen gibt,
											das ein regelmäßiges Screening
kostengünstig verfügbar macht.
											Der momentane Maßstab
in Sachen Exosomenisolierung
											beinhaltet Ultrazentrifugation,
											ein Prozess, der teures Laborequipment,
											einen geübten Laboranten
											und ca. 30 Stunden benötigt,
um eine Probe zu bearbeiten.
											Wir entwickelten eine andere Methode
für eine automatisierte Exosomenisolation
											etwa einer Urinprobe.
											Wir nutzen eine chipbasierte,
kontinuierlich fließende Teilungsmethode,
											Deterministic Lateral Displacement.
											Damit machten wir das,
											was die Halbleiterindustrie so erfolgreich
in den letzten 50 Jahren machte.
											Wir schrumpften die Dimensionen
dieser Technologie
											vom Mikrometermaßstab
zum echten Nanomaßstab.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											So how does it work?
											In a nutshell,
											a set of tiny pillars
separated by nanoscopic gaps
											are arranged in such a way
											that the system divides
the fluid into streamlines,
											with the larger cancer-related
nanoparticles being separated
											through a process of redirection
from the smaller, healthier ones,
											which can in contrast
											move around the pillars
in a zigzag-type motion
											in the direction of fluid flow.
											The net result is a complete separation
of these two particle populations.
											You can visualize this separation process
											similar to traffic on a highway
that separates into two roads,
											with one road going into
a low-clearance tunnel under a mountain,
											and the other road going around it.
											Here, smaller cars
can go through the tunnel
											while larger trucks,
carrying potentially hazardous material,
											are forced to take the detour route.
											Traffic is effectively separated
by size and contents
											without impeding its flow.
											And this is exactly how our system works
on a much, much smaller scale.
									","
											Comment est-ce que ça fonctionne ?
											Pour faire court,
											on dispose une séries de petits piliers,
séparés par des espaces nanoscopiques,
											afin de séparer le fluide
en différents courants.
											Les plus grosses nanoparticules, 
liées au cancer, sont séparées
											grâce à un procédé de redirection
et les plus petites et plus saines,
											contrairement aux autres,
											peuvent passer en zig-zag
à travers les piliers
											dans la direction du flux.
											Nous parvenons ainsi à séparer totalement
ces deux types de particules.
											Vous pouvez comparer
le processus de séparation
											avec le trafic sur une autoroute
qui se sépare en deux :
											une des routes passe
sous un tunnel assez bas,
											alors que l'autre le contourne.
											Ici, les plus petites voitures
peuvent passer par le tunnel
											alors que les camions, qui transportent
peut-être des matières dangereuses
											sont obligés de prendre l'autre route.
											Le trafic est donc séparé
selon la taille et le contenu
											sans ralentir la circulation.
											Notre système fonctionne exactement
de la même façon, à plus petite échelle.
									","
											Como é que isso funciona?
											Resumidamente,
											um conjunto de minúsculos pilares
separados por espaços nanoscópicos
											são dispostos de forma
											a que o sistema divida
o fluido em várias direções,
											assim as nanopartículas maiores
do cancro são separadas
											com um processo de redirecionamento
das mais pequenas e saudáveis ,
											que, em contraste,
											movem-se em ziguezague à volta dos pilares
											na direção em que o fluido flui.
											O resultado é uma separação completa
destes dois tipos de partículas.
											Podem visualizar
este processo de separação
											semelhante ao tráfego na autoestrada
que se divide em duas estradas,
											uma que passa num túnel
através da montanha,
											e outra que passa à volta dela.
											Aqui, os carros mais pequenos
passam pelo túnel
											os camiões, que carregam materiais
potencialmente perigosos,
											são forçados a ir pelo desvio.
											O tráfego é efetivamente
separado por tamanho e conteúdo
											sem impedir o seu fluxo.
											E é assim que o nosso sistema funciona,
numa escala muito mais pequena.
									","
											¿Cómo funciona?
											En pocas palabras,
											un conjunto de pequeños pilares 
separados por espacios nanoscópicos
											están dispuestos de tal manera
											que el sistema divide 
el fluido en una serie de flujos.
											Las nanopartículas más grandes 
asociadas al cáncer se separan
											a través del re direccionamiento
de las más pequeñas y sanas.
											Las últimas, por el contrario,
											se desplazan alrededor de los pilares
con movimientos de zig zag
											en dirección a la corriente del fluido.
											El resultado de este proceso 
es una separación completa
											de estos dos grupos de partículas.
											Se puede comparar
este proceso de segregación
											con el tráfico en una carretera 
que se divide en dos caminos distintos.
											Uno de estos caminos 
desemboca en un túnel de cota baja
											debajo de una montaña,
y el otro camino rodeando el túnel.
											Los autos pequeños viajan en el túnel
											y, los grandes camiones que transportan
											materiales altamente peligrosos
deben ir por el desvío.
											El tráfico se separa eficazmente
según su tamaño y contenido
											sin impedir su circulación.
											Así es como nuestro sistema funciona
en un escala mucho menor.
									","
											Wie funktioniert das?
											Kurz gefasst
											wird eine Reihe kleiner Säulen,
getrennt von nanoskopischen Lücken,
											so angeordnet,
											dass sie die Flüssigkeit
in Stromlinien teilt,
											sodass die größeren,
Krebs-assoziierten Nanopartikel
											durch eine Weiterleitung von kleineren,
gesunden Partikeln getrennt werden.
											Diese können sich
											mit einer Zickzack-Bewegung
um die Säulen herum
											in Fliessrichtung bewegen.
											Das Ergebnis ist eine komplette Trennung
dieser beiden Partikelgruppen.
											Vorstellen können Sie sich diese Teilung
											wie den Verkehr auf einer Schnellstraße,
die sich in zwei Straßen aufteilt.
											Eine davon führt
											in einen niedrigen Tunnel unter einem Berg
											und die andere Straße führt drumherum.
											Die kleineren Autos
können durch den Tunnel fahren,
											während die größeren Lastwagen,
mit potentiell gefährlichem Material,
											die Umleitung nehmen müssen.
											Der Verkehr wird so effektiv
nach Größe und Ladung geteilt,
											ohne den Fluss zu behindern.
											Genau so funktioniert unser System
in einem sehr viel kleineren Rahmen.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
											The idea here is that
the separation process for screening
											could be as simple as processing
a sample of urine, blood or saliva,
											which is a near-term possibility
within the next few years.
											Ultimately, it could be used
to isolate and detect target exosomes
											associated with
a particular type of cancer,
											sensing and reporting
their presence within minutes.
											This would make rapid diagnostics
virtually painless.
											Broadly speaking,
											the ability to separate
and enrich biomarkers
											with nanoscale precision
in an automated way,
											opens the door to better understanding
diseases such as cancer,
											with applications ranging
from sample preparation to diagnostics,
											and from drug resistance
monitoring to therapeutics.
									","
											L'idée est que le processus de séparation
du dépistage puisse se résumer
											à l'analyse d'un échantillon
d'urine, de sang ou de salive,
											ce qui est une possibilité réalisable
dans les prochaines années.
											Cela pourrait également être utilisé
pour isoler et détecter des exosomes
											associés à un type
de cancer en particulier,
											afin de rendre un diagnostic
en quelques minutes.
											Donc un diagnostic rapide
et presque indolore.
											De manière générale,
											la capacité de séparer les biomarqueurs
											avec une précision nanométrique
et de façon automatique,
											permet de mieux comprendre
les maladies telles que le cancer.
											Les applications vont de la préparation
d'échantillon au diagnostic,
											et du suivi de la résistance
aux médicaments à la thérapeutique.
									","
											A ideia é que o processo
de separação para rastreios
											seja tão simples como processar
uma amostra de urina, sangue ou saliva,
											e está perto de o ser, nos próximos anos.
											Por fim, poderá ser usado
para isolar e detetar os exossomas alvo,
											associados a um tipo particular de cancro,
											detetando e informando
a sua presença em minutos.
											Isto tornará um diagnóstico rápido
virtualmente indolor.
											De uma forma geral,
											a capacidade para separar
e enriquecer marcadores biológicos
											com precisão à nanoescala automatizada,
											abre a porta para entender melhor
doenças como o cancro,
											com aplicações desde a preparação
de amostras para diagnóstico,
											de monitorização de resistência
de fármacos até à terapia.
									","
											La idea es que el proceso de separación
para la detección de cáncer
											pueda ser tan simple como procesar 
una muestra de orina, sangre o saliva;
											lo cual es una posibilidad 
a corto plazo dentro de unos años.
											Por último, éste podría servir 
para aislar y detectar los exosomas
											de un tipo particular de cáncer
											al percibir e informar su presencia
en cuestión de minutos.
											Esto produciría diagnósticos
rápidos, virtualmente indoloros.
											En líneas generales,
											la capacidad de separar
y enriquecer a los biomarcadores
											con precisión de nanoescala
de forma automatizada,
											permitirá un mejor entendimiento
de enfermedades como el cáncer,
											con aplicaciones que van
desde la preparación de una muestra
											hasta el diagnóstico,
											y del monitoreo de la resistencia a drogas
hasta la terapéutica.
									","
											Die Idee dahinter ist,
dass der Teilungsprozess für Screenings
											genauso einfach wie das Auswerten
einer Urin-, Blut- oder Speichelprobe ist,
											was eine kurzfristige Möglichkeit
innerhalb der nächsten Jahre ist.
											Letztendlich könnte es zur Isolation
und Erkennung von Exosomen genutzt werden,
											die mit einer bestimmten Krebsart
in Verbindung gebracht werden,
											indem ihre Präsenz innerhalb von Minuten
aufgespürt und mitgeteilt wird.
											Das würde schnelle Diagnosen
nahezu mühelos machen.
											Vereinfacht gesagt
											würde die Möglichkeit der Teilung
und Anreicherung von Biomarkern,
											mit nanoskaliger Präzision
und automatisiert,
											die Tür für ein besseres Verständnis
solcher Krankheiten wie Krebs öffnen —
											mit Einsatzbereichen
von Probenpräparation über Diagnostik
											und von Arzneimittelresistenzüberwachung
bis zur Therapeutik.
									",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
"
","
","
","
","
",New nanotech to detect cancer early,Joshua Smith,12:26,"biotech,biology,cancer,disease,health,future,health care,humanity,innovation,invention,nanoscale,motivation,science,technology"
