es,fr,title,speaker,duration,tags
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Quizá se estén preguntando:
											¿estos son solo casos aislados?
											Digo, ¡vamos!, ¿de verdad?
											¿A las empresas que tienen en cuenta 
la sustentabilidad
											realmente les va bien económicamente?
											La respuesta que quizá los sorprenda 
es que sí.
											Los datos muestran que las acciones
con mejores rendimientos MSG
											rinden tanto como las otras.
											En azul, se ve el Índice Mundial MSCI.
											Es un índice de grandes empresas
											de los mercados de países desarrollados
de todo el mundo.
											Y en dorado, 
vemos un subconjunto de empresas
											que se considera que tienen 
el mejor rendimiento MSG.
											En 3 años más, 
el rendimiento ya no se compensará.
											Eso es bueno, ¿verdad? Queremos más. 
Quiero más.
											En algunos casos, podría darse que las MSG
											superen a las otras.
											En azul, vemos el rendimiento
											de las 500 empresas más grandes del mundo
											y en dorado, 
vemos un subconjunto de empresas
											con las mejores prácticas 
en estrategias de cambio climático
											y gestión de riesgos.
											Por casi 8 años,
											rindieron cerca de dos tercios más.
											Sí, es correlación. 
No es causalidad.
											Pero sí ilustra que la vanguardia 
en lo medioambiental
											es compatible con buenas ganancias.
									","
											Vous devez vous demander si
											ce sont des cas isolés.
											Je veux dire, allons, vraiment ?
											Les entreprises qui prennent en compte
le développement durable
											réussissent-elles financièrement ?
											La réponse qui peut vous surprendre est « oui ».
											Les données nous montrent que les actions d'entreprise à bonne performance ESG
											font tout aussi bien que les autres.
											En bleu, nous voyons le MSCI mondial,
											C'est un indicateur fondé sur de grandes entreprises
											issues des pays développés du monde.
											En jaune, nous avons un sous-ensemble d'entreprises
											cotées comme ayant les meilleures 
performances ESG.
											Sur une période de plus de trois ans, 
aucune perte de performance.
											C'est pas mal, non ? Mais nous voulons plus. 
Je veux plus.
											Dans certains cas, elles font même mieux
											grâce à l'ESG.
											En bleu, nous avons la performance
											des 500 plus grandes 
entreprises mondiales
											et en jaune, nous avons 
un sous-ensemble d'entreprises
											avec les meilleures pratiques de stratégie 
en changement climatique
											et en gestion du risque.
											Depuis presque huit ans maintenant,
											elles ont dépassé leur performance 
d'environ deux tiers.
											Oui, c'est une corrélation, 
pas une cause,
											mais cela illustre que 
le leadership environnemental
											est compatible avec de bons rendements.
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Si las ganancias son iguales o mejores
											y el planeta se beneficia, 
¿esta no debiera ser la norma?
											¿Los inversores,
en particular los institucionales,
											están comprometidos?
											Algunos sí
											y unos pocos van 
realmente a la vanguardia.
											Hesta.
											Hesta es un fondo de jubilaciones 
para empleados
											de la salud y servicios comunitarios 
de Australia,
											con activos por USD 22 millones.
											Creen que MSG tiene el potencial
											de actuar sobre los riesgos y rendimientos,
											por lo que incorporarlos 
al proceso de inversión
											es crucial para su tarea
											de velar por los intereses 
de los miembros del fondo,
											crucial en su tarea.
											Deben amar a los australianos, ¿no?
											CalPERS es otro ejemplo.
											CalPERS es el fondo de pensiones
											para los empleados públicos de California
											y tiene activos de USD 244 000 millones,
											son los segundos más grandes de EE. UU.
											y los sextos del mundo.
											Están yendo hacia inversiones
											100 % sustentables,
											al integrar MSG sistemáticamente
											en todo el fondo.
											¿Por qué? 
Piensan que es crítico
											para mejores rendimientos a largo plazo. 
Punto.
											En sus propias palabras: 
""La creación de valor a largo plazo
											requiere de la efectiva administración
											de 3 clases de capital:
											el económico, el humano y el físico.
											Por eso estamos interesados en MSG"".
									","
											Alors, si les rendements sont 
égaux ou meilleurs
											et que la planète en bénéficie, 
cela ne devrait-il pas être la norme ?
											Les investisseurs, les investisseurs 
institutionnels en particulier
											en sont-ils là ?
											Eh bien, il y en a,
											et quelques uns sont vraiment 
à l'avant-garde.
											Hesta.
											Hesta est le fonds de retraite 
des employés de la santé
											et des services sociaux en Australie.
											Il a un actif de 22 milliards de dollars.
											Ils croient que l'ESG a le potentiel d'affecter
											les risques et les rendements.
											Alors, l'intégrer au processus 
d'investissement
											est au coeur de leur obligation
											d'agir dans le meilleur intérêt 
des membres du fonds,
											au coeur de leur obligation.
											On ne peut qu'aimer les Australiens, non ?
											CalPERS est un autre exemple.
											CalPERS est le fonds de retraite
											des employés du secteur public californien.
											Il a un actif de 244 milliards de dollars.
											C'est le deuxième plus important
aux États-Unis,
											et le sixième au monde.
											Ils s'approchent aujourd'hui de 100 pour cent
											d'investissement durable
											par l'intégration systématique de l'ESG
											dans tout le fonds.
											Pourquoi ? 
Parce qu'ils croient que c'est essentiel
											à des rendements supérieurs 
à long terme, un point c'est tout.
											Dans leurs propres mots, 
« la création de valeur
											à long terme requiert la gestion efficace
											de trois formes de capital :
											financier, humain et physique.
											C'est pourquoi l'ESG 
nous intéresse. »
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Como parte de mi trabajo,
											hablo con muchísimos inversores
											y no todos lo ven así.
											A menudo escucho: ""Se nos pide 
que maximicemos los rendimientos,
											por eso no hacemos eso aquí"".
											O: ""No queremos usar 
nuestra cartera financiera
											para hablar de política"".
											El que me pone más los pelos de punta es:
											""Si quieren hacer algo al respecto,
											hagan dinero, 
donen las ganancias a la caridad"".
											Es exasperante, realmente.
									","
											Je parle à beaucoup d'investisseurs
											dans mon travail
											et ils ne le voient pas tous de cette façon.
											J'entends souvent : 
« Nous devons maximiser les rendements,
											alors pas de ça ici. »
											ou « Nous ne voulons pas 
utiliser le portefeuille
											pour faire 
des déclarations politiques. »
											Celui qui m'énerve vraiment, 
c'est :
											« Si vous voulez faire quelque chose 
dans ce domaine,
											gagnez de l'argent et donnez
les profits aux bonnes œuvres. »
											Exaspérant, exaspérant.
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Déjenme explicarles algo.
											Las empresas y los inversores no son
											los únicos responsables 
del destino del planeta.
											No tienen 
obligaciones sociales ilimitadas
											y las inversiones prudentes 
y la teoría económica
											no están subordinadas 
a la sustentabilidad.
											Son compatibles.
											Por eso no estoy hablando 
de soluciones intermedias.
											Pero los inversores institucionales
											son absolutamente claves
para la sustentabilidad.
											¿Por qué son claves?
											La respuesta, bastante sencilla, es: 
porque tienen el dinero.
											(Risas)
											Muchísimo dinero.
											Digo, realmente muchísimo.
											El mercado mundial de acciones 
está valuado en USD 55 billones.
											El mercado mundial de bonos,
USD 78 billones.
											Juntos son 133 billones.
											Eso es 8 veces y media el PBI de EE. UU.
											Eso es la economía más grande del mundo.
											Eso es todo un potencial.
									","
											Je vais clarifier 
quelque chose tout de suite.
											Les entreprises et les investisseurs 
ne sont pas
											à eux seuls 
responsables du sort de la planète.
											Ils n'ont pas d'obligations 
sociales illimitées
											et l'investissement prudent 
et la théorie de la finance
											ne sont pas tributaires 
du développement durable.
											Ils sont compatibles.
											Alors, je ne parle pas de compromis,
											mais les investisseurs institutionnels
											sont le facteur-clé 
du développement durable.
											Pourquoi gardent-ils cette clé ?
											La réponse est tout simplement 
qu'ils ont l'argent.
											(Rires)
											Beaucoup d'argent.
											Vraiment beaucoup d'argent.
											La capitalisation boursière mondiale
est de 55 mille milliards de dollars.
											Le marché obligataire est de 78 mille milliards.
											Ensemble, ils font 133 mille milliards.
											C'est huit fois et demi le PIB 
des États-Unis,
											la plus grande économie au monde.
											C'est de la très sérieuse 
puissance de feu, ça.
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Por eso podríamos reconsiderar
											algunos de estos duros desafíos,
											como el agua dulce, el aire limpio,
											alimentar a 10 000 millones de bocas,
											si los inversores institucionales
											incorporan MSG a sus inversiones.
											¿Y si usaran todo ese poder
											para repartir más de su capital
											entre las empresas que trabajan más duro
											en resolver estos problemas
											o al menos en no empeorarlos?
											¿Y si trabajáramos, 
ahorráramos e invirtiéramos
											para que al final 
el mundo en el que nos jubilemos
											esté más castigado
y sea menos seguro que el actual?
											¿Y si no hay suficiente aire limpio
y agua dulce?
									","
											Alors, imaginons
											certains des défis urgents,
											tels l'eau potable, l'air propre,
											l'alimentation de 10 milliards d'individus,
											si les investisseurs institutionnels
											intégraient l'ESG à leurs investissements.
											Qu'arriverait-il s'ils utilisaient 
cette force de frappe
											pour allouer plus de leur capital
											aux entreprises qui travaillent durement
											à résoudre ces défis
											ou du moins à ne pas les aggraver ?
											Que se passerait-il si nous travaillions, 
si nous épargnions
											et investissions pour finalement 
découvrir que le monde
											à notre retraite est plus tendu et 
moins sûr qu'il ne l'est maintenant ?
											Et s'il n'y avait plus assez d'air propre 
et d'eau potable ?
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Una pregunta justa podría ser:
											¿Y si todo este asunto del riesgo 
y las sustentabilidad
											se hubiera exagerado, agrandado 
y no fuera urgente,
											sino algo para consumidores privilegiados
											o una elección de estilo de vida?
											El presidente John F. Kennedy dijo algo
											sobre este asunto que es muy acertado:
											""En un programa de acciones, 
hay riesgos y costos,
											pero son mucho más pequeños 
que los enormes riesgos
											y costos de la cómoda inacción"".
											Puedo percibir que hay 
un riesgo estimado en esto,
											pero como está basado 
en un amplio consenso científico,
											las posibilidades de que no esté 
completamente errado
											son mayores que las posibilidades
											de que nuestra casa se incendie
											o de que choquemos con el auto.
											Bueno, no quizá en Boston. 
(Risas)
											Pero mi idea es que contratamos seguros
											para cubrirnos económicamente
											si esto sucediera, ¿sí?
											Por eso al hacer inversiones sustentables
											estamos haciendo 2 cosas.
											Estamos creando un seguro,
											reduciendo el riesgo para nuestro planeta 
y para nuestra economía,
											y al mismo tiempo, a corto plazo,
											no estamos sacrificando el rendimiento.
											[Hombre en la tira: ""¿Y si es broma
y hacemos un mundo mejor para nada?""]
									","
											Cela dit, une question recevable 
pourrait être,
											« Que faire si toute cette histoire 
de risque et de durabilité
											est exagérée, surestimée, 
qu'elle n'est pas urgente,
											qu'elle n'est que pour 
les consommateurs vertueux ou
											liée à des choix de vie ?
											Eh bien, le président John F. Kennedy a dit
											quelque chose en plein dans le mille 
à ce propos :
											« Il y a des risques et des coûts à l'action,
											mais ils sont beaucoup moindres que les risques
											et les coûts à long terme 
d'une confortable inaction. »
											Je peux comprendre qu'il y a une erreur 
d'estimation possible dans ceci,
											mais puisque c'est fondé 
sur un consensus scientifique mondial,
											les probabilités que ça ne soit pas 
entièrement faux
											sont plus grandes que celles
											de voir notre maison brûler
											ou d'avoir un accident de voiture.
											Peut-être pas si vous vivez à Boston. 
(Rires)
											Mais il reste 
que nous achetons des assurances
											pour nous protéger financièrement
											de ces éventualités, non ?
											Alors, par l'investissement durable
											nous faisons deux choses.
											Nous nous assurons
											en résuisant le risque pour notre planète
et notre économie
											et en même temps, à court terme,
											nous ne sacrifions pas la perfomance.
											[Et si tout ça était une fumisterie 
et que nous créons un monde meilleur pour rien ? » ]
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Bueno, les gustó. A mí también.
											(Risas)
											Me gusta porque se ríe
											de los dos lados del cambio climático.
											¿A que adivinan de qué lado estoy?
											Pero lo que más me gusta
											es que me hace acordar a algo 
que dijo Mark Twain:
											""Planea para el futuro,
											porque ahí es donde vas a pasar
											el resto de tu vida"".
									","
											C'est bien, vous l'aimez. Je l'aime aussi.
											(Rires)
											Je l'aime parce qu'on y trouve à rire
											des deux côtés adverses du problème 
du changement climatique.
											Je parie que vous ne savez pas 
de quel côté je suis.
											Mais, ce que j'aime vraiment 
de ce dessin,
											c'est qu'il me rappelle quelque chose 
que Mark Twain a dit :
											« Planifiez votre futur,
											car c'est là que vous passerez
											le reste de votre vie ».
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											Gracias.
									","
											Merci.
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
											(Aplausos)
									","
											(Applaudissements)
									",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
"
","
",The investment logic for sustainability,Chris McKnett,12:19,"business,finance,investment,sustainability"
