en,fr,es,de,title,speaker,duration,tags
"
											Many of the children's books
promoted to black boys
											focus on serious topics, like slavery,
civil rights and biographies.
											Less than two percent of teachers
in the United States are black males.
											And a majority of black boys
are raised by single mothers.
											There are literally young black boys
who have never seen a black man reading.
											Or never had a black man
encourage him to read.
											What cultural factors,
what social cues are present
											that would lead
a young black boy to conclude
											that reading is even
something he should do?
									","
											La plupart des livres pour enfants
encouragent les garçons noirs
											à étudier des sujets sérieux
											comme l'esclavage, 
les droits civiques et les biographies.
											Aux États-Unis, moins de 2% 
des professeurs sont des hommes noirs.
											Et la majorité des garçons noirs 
sont élevés par des mères célibataires.
											Il y a des jeunes garçons noirs 
qui n'ont jamais vu d'hommes noirs lire.
											Ou qui n'ont jamais été encouragés
à lire par un homme noir.
											Quels sont les facteurs culturels,
quels sont les signes sociaux
											qui laisseraient un jeune 
garçon noir penser
											qu'il devrait lire ?
									","
											Muchos de los libros para niños
que presentan a niños negros
											se centran en temas serios, como
esclavitud, derechos civiles y biografías.
											Menos del 2 % de los maestros
en EE.UU.: son hombres negros.
											Y la mayoría de los niños negros
son criados por madres solteras.
											Hay literalmente jóvenes negros que
nunca han visto a un hombre negro leyendo.
											O nunca un hombre negro los alentó a leer.
											¿Qué factores culturales,
qué claves sociales están presentes
											que llevarían a un joven negro a pensar
											que esa lectura es incluso 
algo que debería hacer?
									","
											Viele Kinderbücher für schwarze Jungs
											sprechen ernste Themen wie Sklaverei,
Bürgerrechte und Biografien an.
											Weniger als 2 % der Lehrer in den USA
sind schwarze Männer.
											Die Mehrheit schwarzer Jungs wird
von alleinerziehenden Müttern aufgezogen.
											Das sind junge Schwarze, die noch nie
einen schwarzen Mann lesen gesehen haben.
											Oder noch nie von einem Schwarzen
zum Lesen ermutigt wurden.
											Aus welchen kulturellen Faktoren
oder sozialen Hinweisen
											sollte ein schwarzer Junge schließen,
											dass er überhaupt lesen sollte?
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											This is why I created Barbershop Books.
											It's a literacy nonprofit
											that creates child-friendly
reading spaces in barber shops.
											The mission is simple:
											to help young black boys
identify as readers.
											Lots of black boys go to the barber shop
once or twice a month.
											Some see their barbers
more than they see their fathers.
											Barbershop Books connects reading
to a male-centered space
											and involves black men
and boys' early reading experiences.
											This identity-based reading program
											uses a curated list of children's books
recommended by black boys.
											These are the books
that they actually want to read.
									","
											C'est pourquoi j'ai créé Barbershop Books.
											C'est une ONG
qui lutte contre l'illettrisme,
											qui crée des espaces de lecture 
pour les enfants chez le coiffeur.
											La mission est simple :
											aider les jeunes garçons noirs
à devenir des lecteurs.
											Beaucoup de garçons noirs vont 
chez le coiffeur une à deux fois par mois.
											Certains voient plus 
leur coiffeur que leur père.
											Barbershop Books mêle la lecture
à un environnement masculin
											en impliquant des hommes noirs
ainsi que des livres pour garçons.
											Ce programme de lecture 
basé sur l'identité
											utilise une liste de livres pour enfants 
recommandée par les garçons noirs.
											Ce sont les livres qu'ils veulent lire.
									","
											Es por eso que creé Barbershop Books.
											Es una organización
sin fines de lucro par la alfabetización
											que crea espacios de lectura amigables
para los niños en las barberías.
											La misión es simple:
											ayudar a los jóvenes negros
a identificarse como lectores.
											Muchos muchachos negros van
a la barbería una o dos veces al mes.
											Algunos ven a sus barberos más
de lo que ven a sus padres.
											Barbershop Books conecta la lectura
con un espacio centrado en el hombre
											e involucra experiencias de lectura
temprana de hombres negros y niños.
											Este programa de lectura
basado en la identidad
											usa una lista curada de libros
para niños recomendados por niños negros.
											Estos son los libros que
realmente quieren leer.
									","
											Deswegen habe ich Barbershop Books
[dt. Friseursalonbücher] gegründet.
											Ein gemeinnütziger Verein
zur Alfabetisierung,
											der kinderfreundliche Leseräume
in Friseursalons einrichtet.
											Die Mission ist einfach:
											Schwarzen Jungs zu helfen,
sich als Leser zu identifizieren.
											Viele schwarze Jungs gehen
ein- oder zweimal im Monat zum Friseur.
											Manche sehen ihren Friseur
öfter als ihren Vater.
											Barbershop Books verbindet Lesen
mit einer männlichen Umgebung
											und umfasst die frühen Leseerfahrungen
von schwarzen Männern und Jungs.
											Dieses identitätsbezogene Leseprogramm
											verwendet von schwarzen Jungs
empfohlene Kinderbücher.
											Es sind Bücher,
die schwarze Jungs lesen wollen.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											Scholastic's 2016 Kids and Family Report
											found that the number one thing
children look for when choosing a book
											is a book that will make them laugh.
											So if we're serious about helping
black boys and other children to read
											when it's not required,
											we need to incorporate
relevant male reading models
											into early literacy
											and exchange some of the children's books
that adults love so much
											for funny, silly or even gross books,
like ""Gross Greg"".
									","
											Une étude datant de 2016
portant sur les enfants et la famille
											a découvert que la première chose 
que les enfants attendent d'un livre,
											c'est qu'il les fasse rire.
											Si on veut pousser les garçons noirs 
et les autres enfants à lire
											quand ils n'y sont pas forcés,
											il faut intégrer des modèles
masculins de lecture
											dès le début de l'apprentissage.
											Remplacer les livres pour enfants
que les adultes apprécient tant
											par des livres amusants, décalés, 
ou même grossiers
											comme « Greg le dégueu ».
									","
											El informe escolar y
el informe de familia de 2016
											encontró que lo principal que
los niños buscan cuando eligen un libro
											es que el libro los haga reír.
											Si se toma en serio la tarea de ayudar
a los niños negros y a otros niños a leer
											cuando no lo piden,
											hay que incorporar modelos
de lectura masculinos relevantes
											en la alfabetización temprana.
											A cambio, algunos de los libros para
niños que a los adultos les gustan tanto
											como los libros graciosos, tontos
o incluso burdos, como ""Gross Greg"".
									","
											Der Kinder- und Familienbericht 
von Scholastic aus dem Jahr 2016
											fand heraus, dass Kinder
von einem Buch am meisten wollen,
											dass es sie zum Lachen bringt.
											Wenn wir also ernsthaft
schwarzen Jungs und anderen Kindern
											zum freiwilligen Lesen verhelfen wollen,
											brauchen wir für
die frühe Alfabetisierung
											männliche Lesevorbilder
											und müssen einige Kinderbücher,
die Erwachsene so sehr lieben,
											gegen lustige, alberne oder sogar grobe
Bücher wie ""Ekliger Greg"" austauschen.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											""You call them boogers.
Greg calls them delicious little sugars.""
									","
											« Vous les appelez crottes de nez.
Greg les appelle délices sucrés. »
									","
											""Los llamas boogers. 
Greg los llama azúcarillos ricos"".
									","
											""Du nennst sie Popel. Greg nennt sie
leckere kleine Süßigkeiten.""
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											That laugh, that positive reaction
											or gross reaction some of you just had,
									","
											Ce rire, cette réaction positive
											ou grossière, que vous venez d'avoir,
									","
											Esa risa, esa reacción positiva
											o reacción grave que alguno
de Uds. acaba de tener,
									","
											Das Lachen, die positive Reaktion
											oder angewiderte Reaktion,
von manchen von uns —
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Lachen)
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											black boys deserve
and desperately need more of that.
									","
											les garçons noirs méritent
et ont besoin de tellement plus de cela.
									","
											es la que los muchachos negros 
merecen y necesitan desesperadamente.
									","
											davon verdienen und brauchen
schwarze Jungs dringend mehr.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											Dismantling the savage inequalities
that plague American education
											requires us to create reading experiences
											that inspire all children
to say three words:
											I'm a reader.
									","
											Détruire les terribles inégalités 
qui contaminent l'éducation américaine
											nous demande d'écrire des livres
											poussant tous les enfants 
à dire quatre mots :
											« Je suis un lecteur. »
									","
											Pero eliminar las salvajes desigualdades
que plagan la educación estadounidense
											nos exige crear experiencias de lectura
											que inspiren a todos los niños
a decir tres palabras:
											Soy un lector.
									","
											Zum Abbau der brutalen Ungleichheiten,
die die amerikanische Bildung plagen,
											müssen wir Leseerfahrungen erzeugen,
											die Kinder begeistern,
vier Worte zu sagen:
											Ich bin ein Leser.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
											Thank you.
									","
											Merci.
									","
											Gracias.
									","
											Vielen Dank.
									",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
"
","
","
","
",How to inspire every child to be a lifelong reader,Alvin Irby,7:27,"children,education,identity,personal growth,social change,society,TED Residency,teaching"
