tr,pt,fr,title,speaker,duration,tags
"
											Laura Yawanawá: Burada kalbimiz 
buruk bir şekilde duruyoruz.
											Şu an gülümsüyorum 
ama içte kalbim kan ağlıyor.
											Çünkü ormanlarımızın çoğu yok oluyor.
											Sadece sizlere bir mesaj vermek istiyorum.
											Bu yaşanan kriz 
insanlığa iki seçenek sunuyor.
											İlk seçenek bütün ormanlarımızın 
ve kültürümüzün
											yok olmasına göz yummanız.
											Ya da bu krizi bir fırsata çevirebiliriz.
											Yerli halkı destekleyerek
											ve güçlendirerek
											yağmur ormanlarını 
ve kültürünü kurtarabiliriz.
											Peki siz nasıl yardım edebilirsiniz?
									","
											Laura Yawanawá: Estamos aqui
com os nossos corações em lágrimas.
											Estou aqui, a sorrir,
mas o meu coração está a chorar,
											porque muitas das nossas florestas
estão a ser destruídas.
											E só quero dar-vos uma mensagem.
											Esta crise está a deixar
duas opções à humanidade.
											Uma opção é vocês ajudarem
a destruir e a exterminar
											todas as nossas florestas e culturas
que as acompanham.
											Ou então, transformamos
esta crise numa oportunidade
											para dar força aos povos indígenas,
											para apoiar os povos indígenas
											e salvar a floresta tropical
e as culturas deles.
											E como podemos fazer isso?
									","
											Laura Yawanawá : Nous sommes ici,
avec nos cœurs qui pleurent.
											Je souris, mais mon cœur pleure,
											parce que beaucoup de nos forêts
sont en train d'être détruites.
											Et je veux juste vous adresser un message.
											Cette crise donne à l’humanité deux choix.
											Un choix est d’aider à terminer,
détruire et exterminer
											toutes nos forêts et toutes nos cultures
qui les accompagnent.
											Ou, nous transformons cette crise
en une occasion
											de donner du pouvoir aux indigènes,
											de soutenir les indigènes,
											et de sauver la forêt tropicale
et leurs cultures.
											Et comment pouvez-vous faire ça ?
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
											Yawanawa kabilesi olarak 
bir yaşam planı oluşturduk.
											Bu oluşturduğumuz strateji planı bize
											topraklarımızı nasıl güvence altına 
almak istediğimizi adım adım anlatıyor.
											Ormanın yaklaşık 200 bin hektarlık 
bölümü ile ilgileniyoruz.
											Ama şu anda bu ormanlar tehdit altında.
											Bu oluşturduğumuz plan bizlere
											ormanımız, biyo-çeşitliliğimiz, 
kültürümüz ve eğitimimizi
											nasıl koruyacağımızı gösteriyor.
									","
											Temos os Yawanawá, 
criámos um plano de vida,
											que é o nosso plano estratégico
											que nos indica os passos
para proteger o nosso território.
											Tomamos conta de cerca
de 200 000 hectares de floresta tropical.
											Mas agora ela está ameaçada.
											Então, esse plano de vida mostra os passos
para protegermos a nossa terra,
											a nossa biodiversidade,
											a nossa cultura, a nossa educação.
									","
											Nous, les Yawanawá avons créé
un plan de vie,
											qui est notre planification stratégique
											qui nous indique les étapes à suivre
pour sécuriser notre territoire.
											Nous nous occupons d’environ
200 000 hectares de forêt tropicale.
											Mais maintenant elle est menacée.
											Donc ce plan de vie montre les étapes
pour sécuriser notre terre,
											notre biodiversité,
											notre culture, notre éducation.
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
											Sizleri,
											şirketleri,
											devletleri ve sivil kuruluşları;
											yerli halkı dinlemeye
											ve özümüze geri dönmeye çağırıyorum.
									","
											Convido-vos a todos,
											convido todas as empresas,
											convido todos os governantes,
toda a sociedade civil
											a escutar os povos indígenas,
											para voltarmos às nossas raízes.
									","
											Je vous invite tous,
											j'invite toutes les entreprises,
											j'invite tous les gouvernements,
toute la société civile,
											à écouter les indigènes,
											à revenir à nos racines.
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
											Bizler bu topraklarda 
yüzyıllardır yaşıyoruz.
											Tüm dünyaya seslenmeye çalışıyoruz.
											Bölgemizi, doğamızı korumalıyız.
											Ama siz, bizi asla duymuyorsunuz.
											Asla.
											Bence yaşanan bu kriz insanlığa
											bizi dinlemeleri,
											yerli halkı ve mücadelelerini
											desteklemeleri gerektiğini öğretiyor.
											Sizlere iletmek istediğim mesajım buydu.
											Krizin çözümü yerli halkta.
											Eğer Amazon'u kurtarmak istiyorsanız,
											şu an harekete geçmemizin tam zamanı.
									","
											Estamos aqui há muitos, muitos... séculos.
											E temos tentado gritar ao mundo
											que precisamos de proteger
o nosso território, a nossa natureza.
											Mas vocês nunca nos escutam.
											Nunca.
											Acredito que esta crise
está a ensinar à humanidade
											que agora precisa de nos escutar
											e apoiar diretamente os povos indígenas,
											apoiar diretamente as iniciativas deles.
											Então, essa é a mensagem
que gostaria de vos deixar.
											Os indígenas têm a resposta,
											e se querem salvar a Amazónia,
											temos de agir agora.
									","
											Nous avons été ici depuis si longtemps...
depuis des siècles.
											Et nous avons essayé de crier au monde
											que nous devons protéger
notre territoire, notre nature.
											Et vous ne nous écoutez jamais.
											Jamais.
											Je suppose que cette crise
enseigne à l'humanité
											que maintenant, il faut nous écouter
											et soutenir directement les indigènes,
											soutenir directement leurs initiatives.
											Voilà le message que
j’aimerais vous laisser.
											Que les indigènes ont la réponse,
											et si vous voulez sauver l'Amazonie,
											on doit agir maintenant.
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
											TY: (Keskin nefes)
									","
											(Sopro)
									","
											TY (Forte expiration)
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
"
","
","
",The Amazon belongs to humanity — let's protect it together,Tashka and Laura Yawanawá,5:52,"community,conservation,indigenous peoples,humanity,activism,society,social change,South America"
