pt,tr,en,fr,title,speaker,duration,tags
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Penso que esse exemplo é muito bom
											porque nos ajuda a recordar
que, nos primeiros tempos,
											os materiais eram escolhidos
											por serem bioinertes.
											O objectivo era desempenharem
uma função mecânica.
											Seriam colocados no corpo
											e não haveria uma reação adversa.
											E o que quero mostrar-vos
											é que, na medicina regenerativa,
											nos afastámos dessa ideia
											de usar material bioinerte.
											Procuramos activamente materiais
											que sejam bioactivos, 
que interajam com o corpo
											e que, além disso, possamos 
colocá-los no corpo,
											que desempenhem a sua função,
											e depois que se dissolvam com o tempo.
									","
											Bu örnek bence çok güzel
											çünkü bize ilk zamanlarda
											insanların çoklukla malzemeleri
											biyoetkisiz oldukları için seçtiklerini hatırlatıyor.
											Bu malzemelerin tek amacı mekanik bir işlev görmekti.
											Onları bedeninize koyardınız ve
											olumsuz bir tepki olmazdı.
											Sizlere göstermek istediğim
											yenileyici tıpta
											biyoetkisiz malzeme almak fikrinden
											uzaklaştığımızdır.
											Aslında etkin olarak
											biyoetkin olan, vücutla etkileşim içinde olacak
											ve dahası vücuda yerleştirildiklerinde
											görevlerini yerine getirip
											daha sonra zamanla çözünecek malzemeler arıyoruz.
									","
											And that example, I think, is a really nice one,
											because it helps remind us that in the early days,
											people often chose materials
											because they were bioinert.
											Their very purpose was to 
perform a mechanical function.
											You'd put them in the body
											and you wouldn't get an adverse response.
											And what I want to show you is that
											in regenerative medicine,
											we've really shifted away from that idea
											of taking a bioinert material.
											We're actually actively looking for materials
											that will be bioactive, that will interact with the body,
											and that furthermore we can put in the body,
											they'll have their function,
											and then they'll dissolve away over time.
									","
											Et cet exemple est un très bel exemple
											parce que ça nous rappelle qu'au tout début,
											les gens choisissaient ces matériaux
											parce qu'ils étaient bioinertes.
											Leur finalité est de d'accomplir
une fonction mécanique.
											Vous les mettiez dans le corps
											et vous n'aviez pas de réaction de rejet.
											Et je veux vous montrer
											qu'en médécine régénérative,
											nous nous sommes vraiment éloignés 
de cette idée
											d'utiliser du matériau bioinerte.
											A présent nous recherchons activement 
des matériaux
											qui sont bioactifs, qui pourront interagir 
avec le corps,
											et que nous pourrons en plus 
mettre dans le corps,
											ils auront leur fonction,
											puis ils se dissolveront avec le temps.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Se virmos este esquema,
											mostra-vos o que consideramos
											a abordagem típica 
de engenharia de tecidos.
											Temos células, tipicamente do paciente,
											podemos colocá-las num material,
											e podemos tornar esse material
muito complexo se quisermos.
											Podemos criar isso no laboratório
											ou podemos colocá-lo 
de volta no paciente.
											Esta é uma abordagem
usada em todo o mundo,
											incluindo o nosso laboratório.
									","
											Buna sistemsel olarak bakılırsa,
											tipik doku mühendisliği yaklaşımı olarak
											ne düşündüğümüzü ortaya koyuyor.
											Genellikle hastadan gelen hücreler var.
											Bunları malzemenin üzerine koyabilir ve
											eğer istersek o malzemeyi çok karmaşık hale getirebiliriz.
											Daha sonra bu malzemeyi laboratuar ortamında büyütebilir
											ya da doğrudan hastaya nakledebilriiz.
											Bu yaklaşım bizim laboratuarımız dahil
											tüm dünyada uygulanan bir yaklaşımdır.
									","
											If we look at this schematic,
											this is showing you what we think of
											as the typical tissue-engineering approach.
											We have cells there, typically from the patient.
											We can put those onto a material,
											and we can make that material 
very complex if we want to,
											and we can then grow that up in the lab
											or we can put it straight back into the patient.
											And this is an approach that's 
used all over the world,
											including in our lab.
									","
											Si nous regardons ce schéma,
											il vous montre ce que nous considérons
											comme l'approche typique en genie tissulaire.
											Nous avons ici des cellules, provenant 
d'habitude du patient.
											Nous pouvons les mettre sur un matériau,
											et nous pouvons en faire quelque chose 
de très complexe si nous le voulons,
											et nous pouvons cultiver ça en laboratoire
											ou nous pouvons le remettre 
directement dans le patient.
											Et cette approche qui est utilisée 
partout dans le monde,
											y compris dans notre laboratoire.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Mas uma coisa realmente importante,
											quando pensamos 
em células estaminais,
											é que obviamente podem ser
coisas muito diferentes,
											e querem ser coisas muito diferentes.
											Por isso queremos garantir
que o ambiente
											em que as colocamos
tem informação suficiente
											para que possam tornar-se
o tipo correto
											de tecido especializado.
											Se pensarmos nos diferentes 
tipos de tecidos
											que as pessoas procuram regenerar
											em todo o mundo, em todos
os laboratórios do mundo,
											são praticamente todos os tecidos
em que se pode pensar.
											Na verdade, a estrutura desses tecidos
											é muito diferente, e dependerá realmente
											de o nosso paciente ter 
uma doença subjacente,
											de outras condições,
											do modo como irão regenerar 
os vossos tecidos.
											Temos de pensar nos materiais
											que usaremos, com muita atenção,
											na sua bioquímica, na sua mecânica,
											e em muitas outras propriedades também.
									","
											Ancak söz konusu kök hücreler olduğunda
											gerçekten çok önemli olan şeylerden biri
											kök hücrelerin çok farklı olabileceği
											ve çok farklılaşabilecekleridir.
											Bu nedenle onları yerleştirdiğimiz ortamda
											onların doğru çeşit özel dokuya dönüşmesine yetecek oranda
											bilgi olmasını
											sağlarız.
											Ve dünyanın her yerindeki insanların
											dünyanın her yerindeki laboratuarlarda canlandırmaya çalıştıkları
											farklı tipteki dokulara bakacak olursak
											bunların akla gelebilecek her tür doku olduğu görülür.
											Bu dokuların yapısı
											oldukça farklıdır
											ve hastanın başka bir hastalığının olup olmadığına
											ya da dokuyu nasıl canlandıracağınız
											gibi diğer koşullara bağlıdır. Ayrıca,
											kullanacağınız malzemeyi seçerken
											bu malzemelerin biyokimyasına
											mekaniğine ve daha bir çok özelliğine
											dikkat ederek seçmelisiniz.
									","
											But one of the things that's really important
											when we're thinking about stem cells
											is that obviously stem cells 
can be many different things,
											and they want to be many different things,
											and so we want to make sure that the environment
											we put them into has enough information
											so that they can become the right sort
											of specialist tissue.
											And if we think about the different types of tissues
											that people are looking at regenerating
											all over the world, in all the 
different labs in the world,
											there's pretty much every tissue you can think of.
											And actually, the structure of those tissues
											is quite different, and it's going to really depend
											on whether your patient has any underlying disease,
											other conditions, in terms of how
											you're going to regenerate your tissue,
											and you're going to need to think about the materials
											you're going to use really carefully,
											their biochemistry, their mechanics,
											and many other properties as well.
									","
											Mais une chose vraiment importante
											quand nous pensons aux cellules souches
											c'est que les cellules souches peuvent 
évidemment être différentes,
											et elles veulent se transformer en différentes choses,
											alors nous voulons faire en sorte 
que l'environnement
											dans lequel nous les mettons 
ait assez d'informations
											pour qu'elles deviennent la variété correcte
											de tissus spécialisés.
											Et quand nous pensons aux 
différents types de tissus
											que les gens observent, 
en train de se régénérer,
											à travers le monde, 
dans les différents labos du monde,
											il y a à peu près tous les variétés de tissus 
auxquels vous pouvez penser.
											Et en fait, la structure de ces tissus
											est assez différente, et cela dépend surtout
											si votre patient a une maladie sous-jacente,
											s'il a d'autres conditions, comment
											vous allez regénérer votre tissu,
											et vous n'allez pas avoir besoin 
de penser longuement
											aux matériaux que vous allez utilisés,
											leur biochimie, leur mécanique,
											et de même que leurs nombreuses
autres propriétés.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Todos os nossos tecidos têm 
diferentes capacidades de regenerar.
											Vemos aqui o pobre Prometeu,
											que escolheu uma carreira complicada
											e foi castigado pelos deuses gregos.
											Foi amarrado a uma rocha.
											Todos os dias aparecia uma águia 
que lhe comia o fígado.
											Mas, claro, o fígado 
regenerava todos os dias.
											Assim, dia após dia, ele foi castigado
											para a eternidade pelos deuses.
											O fígado regenera deste modo curioso
											mas, se pensarmos noutros tecidos,
											como a cartilagem, por exemplo,
											basta o menor corte, e acharão mesmo difícil
											regenerar a vossa cartilagem.
											Assim, é muito diferente de tecido para tecido.
									","
											Dokularımızın hepisinin farklı canlanma yetileri vardır.
											Burada yanlış bir kariyer
											seçen ve Yunan tanrıları tarafından cezalandırılan
											zavallı Prometheus'u görüyoruz.
											Bir kayaya bağlanmıştı ve her gün bir kartal gelerek
											karaciğerini yiyordu.
											Ama karaciğeri her gün tabiki yenileniyordu
											ve böylece her gün yeniden ve sonsuza kadar
											tanrılar tarafından cezalandırılmış oluyordu.
											Karaciğer çok güzel bir şekilde yeniden oluşur
											ancak diğer dokuları düşündüğümüzde
											örneğin kıkırdak dokuyu ele alırsak
											en basit bir çentiğin bile
											kıkırdakta çok zor yeniden oluştuğunu görürsünüz.
											Dolayısıyla dokudan dokuya büyük bir farklılık vardır.
									","
											Our tissues all have very 
different abilities to regenerate,
											and here we see poor Prometheus,
											who made a rather tricky career choice
											and was punished by the Greek gods.
											He was tied to a rock, and an eagle would come
											every day to eat his liver.
											But of course his liver would regenerate every day,
											and so day after day he was punished
											for eternity by the gods.
											And liver will regenerate in this very nice way,
											but actually if we think of other tissues,
											like cartilage, for example,
											even the simplest nick and you're going to find it
											really difficult to regenerate your cartilage.
											So it's going to be very different from tissue to tissue.
									","
											Nos tissus ont tous des capacités 
différentes de regénération,
											et ici nous voyons le pauvre Prométhée,
											qui a fait un choix de carrière
plutôt difficile
											et qui a été puni par les dieux grecs.
											Il était attaché à un rocher, 
et un aigle venait
											tous les jours manger son foie.
											Mais bien sûr, le foie
se regénérait tous les jours,
											et donc jour après jour il était puni
											pour l'éternité par les dieux.
											Et le foie se regénérera de cette façon,
											mais si nous pensons en fait 
aux autres tissus,
											comme le cartilage, par exemple,
											la moindre entaille rendrait très difficile
											la regénération de votre cartilage.
											Donc ça va être différent de tissu en tissu.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											O osso é um caso intermédio,
											é um dos tecidos que trabalhamos 
muito no nosso laboratório.
											O osso repara-se muito facilmente.
											Tem que ser. Todos tivemos fracturas
											em algum momento.
											Um modo em que podem pensar
											para reparar a vossa fractura
											é este procedimento, designado
colheita da crista ilíaca.
											O que o cirurgião poderá fazer
											é retirar algum osso 
da vossa crista ilíaca,
											que está mesmo aqui,
											e depois transplantá-la
para outro ponto do corpo.
											E resulta mesmo bem
											porque é o vosso próprio osso,
											e é bastante vascularizado,
											ou seja, tem um bom 
fornecimento de sangue.
											Mas o problema é que há um limite
para o que podem retirar.
											Também, quando se faz essa operação,
											os nossos pacientes podem ter
dores consideráveis
											no local afectado até dois anos
após a operação.
									","
											Şimdi, kemik ikisi arasında bir yerdedir ve
											bizim laboratuarımızda üzerinde çok çalıştığımız dokulardan biridir.
											Kemik aslında kendini yenilemede oldukça iyidir.
											Öyle de olmak zorundadır
											çünkü hepimizin küçük ya da büyük kırıkları olmuştur.
											Kırığınızı iyileştirmenin
											yollarından biri ilyak kanat kültürü
											adı verilen bir prosedürdür.
											Cerrah burada
											ilyak kanadından bir miktar kemik alır
											tam burada bulunur
											ve bu kemiği vücutta başka bir yere yerleştirir.
											Bu işlem çok etkilidir
											çünkü kemik kendi kemiğinizdir ve
											iyi vaskülarize olmuştur
											yani çok iyi oranda kanla beslenebilmektedir.
											Sorun, alabileceğiniz miktarın sınırlı olması
											ve ayrıca bu operasyonda
											hastanızın yara yerinde operasyondan iki yıl sonra bile
											ciddi ağrılarının olacağıdır.
									","
											Now, bone is somewhere in between,
											and this is one of the tissues 
that we work on a lot in our lab.
											And bone is actually quite good at repairing.
											It has to be. We've probably all had fractures
											at some point or other.
											And one of the ways that you can think
											about repairing your fracture
											is this procedure here, called 
an iliac crest harvest.
											And what the surgeon might do
											is take some bone from your iliac crest,
											which is just here,
											and then transplant that 
somewhere else in the body.
											And it actually works really well,
											because it's your own bone,
											and it's well vascularized,
											which means it's got a really good blood supply.
											But the problem is, there's
only so much you can take,
											and also when you do that operation,
											your patients might actually have significant pain
											in that defect site even two 
years after the operation.
									","
											L'os est quelque part au milieu,
											et c'est un des tissus
sur lesquels nous travaillons au labo.
											L'os sait très bien se réparer.
											C'est obligé. Nous avons tous eu 
des fractures
											à un moment ou un autre.
											Et une des façons possibles
											de réparer une fracture
											est cette procédure, appelée
prélèvement de la crête iliaque.
											Ce que va faire le chirurgien,
											c'est prendre un peu d'os 
de votre crête iliaque,
											qui est juste ici,
											et le transplanter
ailleurs dans le corps.
											Et ça marche plutôt bien,
											puisqu'il s'agit de votre propre os,
											et c'est bien vascularisé,
											ce qui assure 
un bon approvisionnement sanguin.
											Mais le problème c'est que
le corps a ses limites,
											et quand on fait cette opération,
											les patients peuvent avoir des douleurs
											à cet endroit même deux ans
après l'opération.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Então o que pensámos
											é que há uma grande necessidade
de reparação óssea, claro,
											mas esta abordagem da crista ilíaca
											tem realmente várias limitações.
											Talvez pudéssemos provocar
											a regeneração óssea no corpo a pedido
											e depois poder transplantá-la
											sem estes efeitos secundários
muito, muito dolorosos
											que temos com a colheita da crista ilíaca.
									","
											Bizim düşüncemiz şüphesiz,
											kemik yenilenmesine çok büyük bir ihtiyaç olduğudur,
											ancak bu ilyak kanadı yaklaşımının da
											kendi sınırlılıkları bulunmaktadır.
											Acaba gerektiğinde kemik oluşumunu vücudun içinde
											gerçekleştirip daha sonra
											ilyak kanat kültüründe olan
											bütün bu çok ağrılı art etkiler olmaksızın
											nakledebilir miyiz diye düşündük.
									","
											So what we were thinking is,
											there's a tremendous need 
for bone repair, of course,
											but this iliac crest-type approach
											really has a lot of limitations to it,
											and could we perhaps recreate
											the generation of bone within the body
											on demand and then be able to transplant it
											without these very, very painful aftereffects
											that you would have with the iliac crest harvest?
									","
											Nous nous disons qu'il y a
											un énorme besoin 
pour la réparation des os, bien sûr,
											mais cette approche de prélèvement osseux
											a pas mal de limites,
											et nous pourrions peut-être recréer
											la regénération de l'os dans le corps
											sur demande, et puis le transplanter
											sans ces séquelles vraiment douloureuses
											qu'on a avec la méthode crête iliaque ?
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
