											no estudiaban los efectos del petróleo, y los productos para dispersarlo, en cosas grandes;
											los pájaros, las tortugas,
											los delfines, lo glamoroso.
											Estaban interesados en cuerpos realmente pequeños
											que son ingeridos por otros no tan pequeños
											y que eventualmente son tomados por otros mayores.
											Y lo que están encontrando
											es que incluso pequeñísimas cantidades de petróleo y de productos para dispersión
											pueden ser muy tóxicos para el fitoplancton,
											lo cual es muy mala noticia,
											porque bastante vida depende de ello
											Contra lo que hemos oído en los últimos meses
											como el 75 por ciento de ese petróleo,
											como por arte de magia, desapareció
											y no habría que preocuparse por ello.
											El desastre todavía está en creciendo,
											metiéndose en la cadena alimenticia.
											Pero esto no debería sorprendernos.
											Rachel Carson—
											La madrina del ambientalismo moderno
											nos lo advirtió.
											en 1962
											Señaló que los encargados del control,
											así los llamaba,
											que han fumigado ciudades y campos
											con insecticidas tóxicos como el DDT,
											sólo estaban tratando de matar pequeños organismos, insectos,
											no a los pájaros.
											Pero se les olvidó algo:
											que los pájaros se alimentan de gusanos,
											que los petirrojos comen muchos gusanos
											ahora saturados con DDT.
											Así, los huevos de los petirrojos no llegaron a empollar,
											los pájaros cantores morían masivamente,
											y las ciudades se volvieron silenciosas.
											De ahí, el tìtulo “La Primavera Silenciosa”.
											He tratado de puntualizar
											qué es lo que me hace regresar al Golfo de México.
											Porque como canadiense que soy,
											no puedo establecer lazos ancestrales.
											Me parece que lo que sucede
											es que tal vez no hemos llegado a términos
											con lo que significa este desastre,
											con lo que significa presenciar un agujero
											desgarrado en nuestro mundo,
											con lo que significa observar cómo el contenido de la Tierra
											se derrama, en televisión, en vivo,
											24 horas al dìa,
											por meses.
											Después de decirnos a nosotros mismos, por tanto tiempo,
											que nuestras herramientas y nuestra tecnología pueden controlar la naturaleza,
											de repente nos encontramos cara a cara
											con nuestras debilidades,
											con nuestra falta de control,
											mientras el petróleo sigue irrumpiendo
											con cada intento por controlarlo.
											Las más altas son las que matan.
											Más memorable es el disparo de basura;
											la brillante idea
											de incendiar llantas viejas y bolas de golf
											y lanzarlas por el agujero abierto en el mundo.
											Pero aún más sorprendente
											que la ferocidad que emana de ese pozo,
											es la negligencia
											con la que se liberó toda esa energía -
											el descuido y la falta de planificación,
											que caracterizó toda la operación;
											desde la perforación, hasta las actividades de limpieza.
											Si hay algo
											que la acuosa norma para mejorar de la BP, ha dejado en claro,
											es que, como cultura,
											hemos llegado demasiado lejos al arriesgar
											cosas tan valiosas
											e irremplazables,
											y lo hacemos sin un plan para de retorno,
											sin una estrategia de escape.
											Y la de BP no fue
											la primera experiencia en esta materia, en años recientes.
											Nuestros líderes, en cañones de guerra,
											se cuentan a ellos mismos historias felices
											de nimiedades y desfiles de bienvenida,
											y luego son años para controlar los daños mortales,
											como Frankestein en asedios y resurgimientos,
											y en contrainsurgencias,
											y nuevamente, sin ningun plan de salida,
											Nuestros magos financieros siempre caen víctimas
											de esa autoconfianza;
											para convencerse de que la última burbuja
											es un nueva clase de mercado;
											que nunca desciende.
											Y cuando inevitablemente baja,
											el mejor y más brillante
											acceso al equivalente financiero del disparo de basura -
											en este caso, es arrojar grandes cantidades
											de los escasos dineros públicos
											por un agujero diferente.
											En el caso de la BP, el agujero se tapona,
											al menos temporalmente,
											pero no sin antes
											haber costado un precio enorme.
											Tenemos que descubrir
											por qué seguimos dejando que esto pase;
											porque estamos en el medio
											de lo que puede ser nuestra mayor apuesta de todas:
											hay que decidir qué hacer, o dejar de hacer,
											sobre el cambio climático.
											Ahora, como ustedes saben,
											se pasa mucho tiempo
											en este país y en el mundo entero,
											en la discusión sobre el clima.
											Sobre la pregunta, “¿Qué tal que los científicos del IPC
											estén totalmente euivocados?”
											O mejor, otra pregunta más pertinente;
											como dice la física de MIT, Evelyn Fox Keller,
											“¿Qué tal que esos científicos tengan razón?”
											Teniendo en cuenta lo que está en juego, la crisis climática
											sin duda nos pide actuar
											con base en prudencia -
											la teoría que sostiene
											que si la salud humana y el medio ambiente
											están bajo un riesgo serio
											y si no es posible reversar el posible daño,
											no podemos darnos el lujo de esperar
											a tener certeza científica completa.
											Es mejor errar por precaución.
											Más claramente, la carga de la prueba
											de si una práctica es segura,
											no debería colocarse en el público que saldría perjudicado,
											sino en la industria que busca su beneficio.
											Pero las políticas en el mundo capitalista,
											si es que existen -
											no se basan en la precaución,
											sino en el análisis de costo-beneficio,
											buscando las decisiones que, según los economistas,
											tengan el menor impacto
											en el producto interno bruto.
											Así que en lugar de preguntar, como aconseja la prudencia,
											“¿qué será lo que hay que hacer, en el menor tiempo posible,
											para evitar una posible catástrofe?”,
											hacemos otras preguntas extrañas como estas:
											“¿Hasta cuándo podremos esperar
											antes de comenzar seriamente a reducir las emisiones?”
											“¿Podemos dejar esto para el 2020,
											para el 2030, o el 2050?
											O nos preguntamos,
											“¿Cuánto más podremos dejar que se caliente el planeta
											y aún sobrevivir?”
											“¿Podremos ir hasta dos grados, tres grados, o
											a donde actualmente nos dirigimos,
											cuatro grados centígrados?”
											Y, a propósito,
											la suposición de que podemos controlar con tranquilidad
											el increíblemente complejo sistema climático de la Tierra
											como si tuviera un termostato
											que hiciera que el planeta se mantenga ni muy caliente, ni muy frío,
											sino exactamente en el punto correcto – al estilo de ""Ricitos de Oro"" –
											esta suposición es pura fantasía,
											que no viene propiamente de los científicos del clima;
											viene de los economistas
											que imponen sus ideas de tipo mecánico
											en la ciencia.
											Lo que sucede es que simplemente no sabemos
											en qué momento, el calentamiento que estamos produciendo
											se volverá completamente aplastante
											por efecto de los rizos de retroalimentación.
											Así que, nuevamente,
											¿por qué tomamos estos riesgos irracionales
											con algo tan valioso?
											Una cantidad de explicaciones
											pueden surgir ahora en la mente,
											como la codicia.
											Esta es una explicación muy común, con mucho de verdad.
											Porque, como sabemos, si se asumen grandes riesgos,
											se puede ganar mucho dinero.
											Otra explicación que se oye con frecuencia sobre la negligencia,
											es por arrogancia.
											Y la codicia y la arrogancia
											están íntimamente relacionadas
											con la negligencia.
											Por ejemplo, si se trata de un banquero de 35 años de edad
											que gana 100 veces más
											que un cirujano de cerebro,
											se necesita una explicación,
											se necesita un razonamiento
											que haga aparecer bien esa disparidad.
											Y en realidad no hay muchas opciones.
											O se trata de un estafador increíblemente hábil,
											que se está saliendo con la suya – que engaña al sistema –
											o a lo mejor es un niño prodigio
											nunca antes visto en el mundo.
											Y las dos opciones – el niño prodigio y el estafador –
											producen demasiada auto confianza
											y por tanto, lo hacen más propenso
											a tomar mayores riesgos en el futuro.
											Y a propósito, Tony Hayward, el anterior ejecutivo jefe (CEO) de la BP,
											tenía una placa en su escritorio
											con esta frase como inspiración:
											“¿Qué tratarías de hacer
											si supieras que no puedes fallar?”
											Esta es una placa bastante común,
											y como ustedes son un grupo de gente exitosa
											podría yo apostar que varios de los presentes tienen esa misma placa.
											No les de pena.
											Eliminar el temor a equivocarse
											puede ser muy bueno
											si se está entrenando para un triatlón
											o si está preparando una TEDtalk.
											Pero, personalmente pienso que gente con el poder
											para destruir nuestra economía y hacer estragos en la ecología,
											podrían hacerlo mejor si tuvieran
											una imagen de Ícaro colgada en la pared,
											porque – aunque que no sea esa exactamente –
											preferiría que estuvieran pensando todo el tiempo
											en la posibilidad de equivocarse.
											Bueno, tenemos la codicia,
											tenemos el exceso de confianza y la arrogancia,
											pero como estamos aquí entre TEDwomen,
											consideremos otro factor
											que puede estar contribuyendo aunque de manera pequeña
											a esta negligencia social.
											No me voy a detener mucho en este punto
											pero varios estudios indican que, como inversionistas,
											las mujeres somos menos propensas
											que los hombres, a tomar riesgos innecesarios,
											precisamente porque, como ya hemos oído,
											tenemos menor tendencia a sufrir de exceso de confianza
											que los hombres.
											Por consiguiente
											el ser menos bien pagadas y menos elogiadas
											tiene sus aspectos positivos –
											al menos para la sociedad.
											La otra cara de esta moneda
											es que si constantemente se le dice
											a alguien que es talentoso, que es el elegido,
											y que nació para dirigir,
											esto es claramente malo para la sociedad.
											Y este problema – llamémoslo el riesgo del privilegio –
											pienso que nos acerca
											a la raíz de la negligencia colectiva.
											Porque ninguno de nosotros – al menos en el hemisferio Norte –
											ni hombres ni mujeres,
											estamos completamente exentos de este mensaje.
											Esto es de lo que quiero decir.
											Ya sea que activamente creamos en ello
											o que concientemente lo rechacemos,
											nuestra cultura permanece adherida
											a ciertas formas de arquetipos
											sobre nuestra supremacía
											por encima de los demás y de la naturaleza.
											El cuento de la recién descubierta frontera
											y de los pioneros conquistadores,
											el cuento del destino señalado,
											el cuento del apocalipsis y la salvación.
											Y ya cuando uno piensa que estas ideas se están desvaneciendo en la historia
											y que ya han sido superadas,
											reaparecen en los lugares más extraños.
											Por ejemplo, me encontré este anuncio
											en el exterior del baño de mujeres
											en el aeropuerto de Kansas City.
											Es sobre el nuevo celular resistente de Motorota,
											y sí, de verdad dice,
											“Dale una cachetada a la madre naturaleza”
											Y no lo traigo simplemente para molestar a Motorota –
											es solo una gratificación.
											Lo traigo porque –
											no son patrocinadores, ¿verdad? –
											porque a su manera,
											es un versión burda
											de nuestra historia.
											Cacheteamos a la madre naturaleza y ganamos.
											Y siempre ganamos,
											porque nuestro destino es dominar a la naturaleza.
											Y este no es el único cuento de hadas que nos decimos a nosotros mismos, respecto a la naturaleza.
											Hay otro, igualmente importante,
											sobre cómo esa misma madre naturaleza
											es tan cuidadosa y tan resistente
											que no podremos nunca hacerle ninguna mella en su inmensidad.
											Oigamos de nuevo a Tony Hayward.
											“El Golfo de Mexico es uno océano muy grande.
											La cantidad de petróleo y de agentes dispersantes que le hemos añadido
											es mínima comparada con el volumen total de agua”.
											En otras palabras, el océano es tan grande;
											que puede aceptarlo.
											Esta suposición de lo ilimitado
											es lo que hace posible
											que tomemos con tanta negligencia los riesgos actuales.
											Porque este es el principal argumento:
											No importa lo mucho que dañemos,
											siempre habrá más –
											más agua, más tierra,
											más recursos por explotar.
											Una nueva burbuja reemplazará la anterior.
											Vendrán nuevas tecnologías
											para arreglar los daños que causamos con la anterior.
											En cierta forma, esta es la historia
											de la colonización de las Americas,
											de la frontera supuestamente inagotable
											a donde escaparon los europeos.
											Y es también la historia del capitalismo moderno.
											Porque fue la riqueza de estas tierras
											lo que dio origen a nuestro sistema económico,
											el cual no puede sobrevivir sin un crecimiento perpetuo
											y un reabastecimiento sin límites
											en las nuevas fronteras.
											Ahora, el problema es
											que este cuento siempre fue una mentira.
											La Tierra siempre ha tenido límites,
											simplemente estaban más allá de nuestra vista.
											Y ahora ya estamos golpeando esos límites
											en muchos frentes.
											Creo que lo sabemos bien,
											aunque nos encontramos atrapados en una forma de rizo narrativo.
											No solo seguimos diciendo y repitiendo
											los mismos fábulas desgastadas,
											solo que ahora lo hacemos
											con tal frenesí y tal furia
											que, francamente, estamos llegando al límite.
											De qué otra manera se puede uno explicar el espacio cultural
											ocupado por Sarah Palin.
											Por una parte,
											nos exhorta a perforar y perforar
											porque si Dios puso esos recursos en el suelo
											es para que los aprovechemos,
											y por otra parte, glorifica la vida silvestre
											de la belleza inalterada de Alaska,
											en su exitoso programa de telerrealidad.
											El mensaje gemelo es tan reconfortante como demencial.
											Ignore esos temores sigilosos
											de que finalmente hemos llegado al fondo.
											Sigue siendo cierto que no hay límites.
											Siempre habrá otra frontera.
											Así que, deje de preocuparse y siga comprando.
											Ojalá esto fuera solo de
											Sarah Palin y su programa de telerrealidad.
											En círculos ambientales
											a menudo oímos que, en lugar de pasarse a renovables,
											continuamos con lo mismo.
											Desafortunadamente, esta afirmación
											es demasiado optimista.
											La verdad es que ya hemos agotado
											tanto de los fósiles combustibles de fácil acceso
											que hemos llegado
											a una fase mucho más arriesgada,
											la de la energía extrema.
											O sea que se perfora en busca de petróleo bajo las aguas más profundas
											hasta en el helado Océano Ártico
											en donde una operación de limpieza puede ser imposible.
											Significa fraccionamiento hidráulico en gran escala para gas
											y minería masiva a cielo abierto para carbón,
											cuyos resultados todavía no conocemos.
											Y para mayor controversia, implica arenas de alquitrán
											Siempre me sorprende lo poco
											que la gente de fuera de Canadá
											sabe sobre las arenas de alquitrán de Alberta,
											que este año van a llegar a ser
											la fuente número uno de petróleo importado
											para los Estados Unidos.
											Vale la pena tomarnos un momento para entender esta práctica,
											porque creo que habla de la negligencia
											y del camino por donde vamos
											como si fuera poca cosa.
											Aquí es donde reposan las arenas de alquitrán
											bajo uno de los últimos esplendorosos
											bosques boreales.
											El crudo no es un líquido;
											no se puede simplemente perforar un agujero y extraerlo bombeando.
											La arena de alquitrán es sólida,
											mezclada con el suelo.
											Así que para llegarle
											primero hay que deshacerse de los árboles
											Luego se arranca la capa superior del suelo
											para llegar a la arena con petróleo.
											El proceso requiere una gran cantidad de agua,
											que más tarde se bombea a grandes pozos llenos de tóxicos.
											Estas son muy malas noticias para los indígenas locales
											que viven aguas abajo
											y que reportan tasas de cáncer, aterradoramente elevadas.
											Ahora, al mirar estas imágenes,
											no es fácil comprender la magnitud de esta operación,
											que ya se puede ver desde el espacio
											y que puede llegar a crecer a un área del tamaño de Inglaterra.
											Me parece que se facilita,
											si se observan los camiones de descarga que mueven la tierra,
											los más grandes jamás fabricados.
											Eso es una persona junto a la rueda.
											Quiero aclarar que
											esto no es perforación para petróleo,
											ni siquiera es minería.
											Es desollar la tierra.
											Enormes, paisajes fértiles
											están siendo destruídos
											dejándolos de un gris monocromático.
											Debo admitir que lo que me preocupa
											ya sería abominable
											aún si no se emitiera ni una sola partícula de carbón.
											Pero la verdad es que, en promedio,
											para convertir esa porquería en petróleo crudo
											se produce como el triple de gases contaminantes
											que lo que se haría con petróleo convencional
											en Canadá.
											¿De qué otra manera se puede describir esto,
											sino como una forma de demencia masiva?
											Ahora que ya sabemos que necesitamos aprender
											a vivir en la superficie del planeta,
											de la energía del sol, del viento y de las olas,
											estamos cavando frenéticamente
											para llegar al material más sucio
											y más contaminante que se pueda imaginar.
											El cuento del crecimiento ilimitado,
											nos ha traido hasta aquí,
											a este agujero negro en el centro de mi país –
											un lugar de tanto dolor planetario
											que, como el derrame de la BP,
											solo se puede soportar mirarlo un momento.
											Como han demostrado Jared Diamond y otros,
											así es como las civilizaciones se suicidan,
											apretando el pie sobre el acelerador
											en el momento exacto
											en que deberían estar aplicando los frenos.
											El problema es que nuestro cuentista
											también tiene una repuesta para esto.
											En el último momento, seremos salvados
											tal como en las películas de Hollywood,
											igual que en ""Rapture"".
											Y claro, nuestra religión secular es la tecnología.
											Ustedes probablemente han visto
											más y más titulares como estos.
											La idea que respalda esta forma de geoingeniería, como se le llama,
											es que, a medida que el planeta se calienta,
											podremos disparar sulfatos y partículas de aluminio
											a la estratosfera
											para reflejar parte de los rayos solares
											de regreso hacia el espacio
											y así, enfriar el planeta.
											El plan más irracional – y no lo estoy inventando yo –
											sería poner, lo que es esencialmente una manguera de jardín
											a 30 kilómetros de altura, en el cielo,
											suspendida por globos,
											para arrojar dióxido de azufre.
											O sea, resolver el problema de la contaminación, con más contaminación.
											Piénsenlo, como el último disparo de basura.
											Los científicos serios que participan en este estudio
											todos insisten en que estas técnicas
