en,pt,tr,es,fr,de,title,speaker,duration,tags
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Well, sorry, not so fast.
											It can't be the end of the story,
											because life hasn't died
off the face of the earth.
											So I was curious:
											if such wear and tear is inevitable,
											how on earth does Mother Nature make sure
											we can keep our chromosomes intact?
									","
											Não, lamento, ainda não é.
											Não pode ser o fim da história,
											porque a vida ainda não
desapareceu da face da terra.
											Por isso eu estava curiosa:
											Se este uso e desgaste é inevitável,
											como é que a mãe natureza garante
											que conseguimos manter os nossos
cromossomas intactos?
									","
											Üzgünüm, o kadar hızlı değil.
											Hikâyenin sonu olamaz
											çünkü Dünya'da yaşam henüz
yok olmadı.
											Merak ediyordum,
											bu aşınma kaçınılmazsa eğer,
											doğa nasıl oluyor da
											kromozomlarımızın 
bütünlüğünü koruyabiliyor?
									","
											Bueno, lo siento, no tan rápido.
											No puede ser el final de la historia,
											porque la vida no ha desaparecido 
de la faz de la tierra.
											Y tuve la curiosidad,
											si tal desgaste es inevitable,
											¿cómo se asegura la madre naturaleza
											de que podamos mantener 
nuestros cromosomas intactos?
									","
											En réalité, ça ne va pas si vite.
											Ce n'est pas la fin de l'histoire,
											car la vie n'a pas disparu
de la surface de la Terre.
											Je me suis demandée :
											si une telle usure est inévitable,
											comment est-ce que Mère Nature s'assure
											que nous pouvons garder
des chromosomes intacts ?
									","
											Nein, noch nicht ganz.
											Es kann noch nicht das Ende sein,
											weil das Leben auf der Erde
immer noch existiert.
											Also wurde ich neugierig.
											Wenn solcher Verschleiß unvermeidbar ist,
											wie sichert Mutter Natur
											das Überleben unserer Chromosomen?
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Now, remember that little
pond scum critter Tetrahymena?
											The craziest thing was,
Tetrahymena cells never got old and died.
											Their telomeres weren't shortening
as time marched on.
											Sometimes they even got longer.
											Something else was at work,
											and believe me, that something
was not in any textbook.
											So working in my lab with
my extraordinary student Carol Greider —
											and Carol and I shared
the Nobel Prize for this work —
											we began running experiments
											and we discovered
cells do have something else.
											It was a previously undreamed-of enzyme
											that could replenish,
make longer, telomeres,
											and we named it telomerase.
											And when we removed
our pond scum's telomerase,
											their telomeres ran down and they died.
											So it was thanks
to their plentiful telomerase
											that our pond scum critters never got old.
									","
											Lembram-se daquela pequena criatura
do lodo, Tetrahymena?
											O curioso é que as células da Tetrahymena
nunca envelheceram nem morreram.
											Os seus telómeros não encurtaram
com a passagem do tempo.
											Às vezes até ficaram mais longos.
											Havia outro mecanismo a trabalhar,
											e acreditem, esse ""outro"" não aparecia
em nenhum livro escolar.
											Então, no laboratório com a minha
incrível estudante Carol Greider
											— a Carol e eu partilhámos
o Prémio Nobel por este trabalho —
											começámos a fazer experiências
											e descobrimos que as células
têm, de facto, mais qualquer coisa.
											Era uma enzima inimaginável
											que podia restabelecer,
e tornar mais longos, os telómeros.
											Chamámos-lhe telomerase.
											Quando removemos a telomerase
do nosso lodo lacustre,
											os seus telómeros enfraqueceram
e eles morreram.
											Por isso, era graças às grandes
quantidades de telomerase
											que as nossas criaturas do lodo
nunca envelheciam.
									","
											Tetrahymena adlı yosun canlısını
hatırladınız mı?
											İşin akıl almaz yanı şu ki tetramina 
hücreleri asla yaşlanmıyor ve ölmüyor.
											Zaman geçtikçe telomerleri kısalmıyor.
											Hatta bazen uzuyorlar bile.
											İşin içinde bir şey daha vardı
											ve işin gerçeği,
hiçbir kitapta olmayan bir şeydi bu.
											Olağanüstü öğrencim Carol Greider ile
laboratuvarda çalışırken,
											bu arada Carol ve ben konuyla ilgili
Nobel Ödülü'nü paylaştık,
											bazı deneyler yapmaya başladık
											ve hücrelerin bir şeye daha
sahip olduğunu fark ettik.
											telomerleri yenilenebilen, uzayabilen
											daha önce düşünülmemiş bir enzimdi,
											bunu, telomeraz diye adlandırdık.
											Sonra yosunumuzun telomerazını
çıkarttığımız zaman,
											telomerleri küçüldü ve öldüler.
											Yani çok sayıdaki telomerazları sayesinde
											yosun canlılarımız hiç yaşlanmıyordu.
									","
											¿Recuerdan a esa pequeña criatura 
escoria del estanque Tetrahymena?
											Lo más loco fue que las células de 
Tetrahymena nunca envejecían y morían.
											Sus telómeros no se acortaban 
conforme pasaba el tiempo.
											Algunas veces incluso 
se hacían más largas.
											Algo más intervenía en esto,
											y créanme, ese algo no estaba 
en ningún libro de texto.
											Así que trabajando en mi laboratorio con 
mi estupenda estudiante Carol Greider,
											—Carol y yo compartimos 
el Premio Nobel por este trabajo—
											comenzamos a realizar experimentos
											y descubrimos que 
las células tienen algo más.
											Era una enzima nunca antes soñada
											que podría reponer, alargar más tiempo, 
los telómeros,
											y lo llamamos telomerasa.
											Y cuando eliminamos la telomerasa 
de nuestra escoria,
											sus telómeros se denigraron y murieron.
											Así fue gracias a su abundante telomerasa
											que nuestras criaturas de espuma 
de estanque nunca envejecían.
									","
											Revenons-en à la créature
des mares, Tetrahymena.
											Dans son cas, les cellules du Tetrahymena
ne vieillissent pas, ni ne meurent.
											Ses télomères ne sont pas raccourcis
par le passage du temps.
											Ils peuvent même parfois s'allonger.
											Il y a autre chose qui entre en jeu,
											quelque chose qui ne se trouve pas
dans les manuels scolaires.
											Au laboratoire, quand je travaillais
avec mon étudiante Carol Greider
											(nous avons obtenu un
Prix Nobel pour ce travail),
											nous avons lancé une série d'expériences
											et nous avons découvert quelque chose
dans ces cellules.
											Elles possèdent une enzyme inédite,
											qui permet la reconstitution et
l'allongement des télomères
											et que l'on appelle la télomérase.
											Lorsque nous avons retiré la télomérase de
notre créature de mares,
											ses télomères ont rapetissé
et ont fini par mourir.
											C'est donc grâce
à la richesse de sa télomérase
											que notre créature des mares a le pouvoir
de ne pas vieillir.
									","
											Erinnern Sie sich an Tetrahymena?
											Die Zellen von Tetrahymena
wurden niemals alt und starben.
											Ihre Telomere wurden
mit der Zeit nicht kürzer.
											Manchmal wurden sie sogar länger.
											Etwas anderes war am Werk,
											und das stand in keinem Biologiebuch.
											Ich arbeitete also im Labor mit meiner
besonderen Schülerin Carol Greider —
											wir teilten uns später
den Nobelpreis für diese Arbeit —
											wir begannen mit Experimenten
											und entdeckten etwas Neues.
											Es war ein vollkommen unerwartetes Enzym,
											das die Telomere wieder verlängern konnte,
											also nannten wir es Telomerase.
											Als wir das Enzym
aus den Tetrahymenas entfernten,
											verkürzten sich die Telomere
und sie starben.
											Dank ihrer reichlichen Telomerase
											wurden diese Algen nie alt.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											OK, now, that's
an incredibly hopeful message
											for us humans to be
receiving from pond scum,
											because it turns out
											that as we humans age,
our telomeres do shorten,
											and remarkably,
that shortening is aging us.
											Generally speaking,
the longer your telomeres,
											the better off you are.
											It's the overshortening of telomeres
											that leads us to feel and see
signs of aging.
											My skin cells start to die
											and I start to see fine lines, wrinkles.
											Hair pigment cells die.
											You start to see gray.
											Immune system cells die.
											You increase your risks of getting sick.
											In fact, the cumulative research
from the last 20 years
											has made clear that telomere attrition
											is contributing to our risks
of getting cardiovascular diseases,
											Alzheimer's, some cancers and diabetes,
											the very conditions many of us die of.
									","
											Portanto, isto é uma notícia
bastante promissora
											para nós humanos recebermos
do lodo lacustre,
											porque acontece que,
											à medida que nós humanos envelhecemos,
os nossos telómeros encurtam
											e é esse encurtamento
que está a envelhecer-nos.
											De modo geral,
quanto mais longos os telómeros,
											melhor estamos.
											É este encurtamento dos telómeros
											que nos faz sentir e ver
os sinais do envelhecimento.
											As células da minha pele vão morrendo
											e eu começo a ver finas linhas, rugas.
											As células de pigmento capilar morrem,
											começamos a ver cabelos brancos.
											As células imunitárias morrem,
											aumenta o risco de doenças.
											De facto, a investigação acumulada
nos últimos 20 anos
											mostrou claramente
que o atrito dos telómeros
											contribui para o risco de desenvolver
doenças cardiovasculares,
											doença de Alzheimer,
alguns cancros e diabetes,
											as mesmas condições com que
muitos de nós falecemos.
									","
											Biz insanlar için
böyle bir mesaj almak
											inanılmaz umut verici
											çünkü anlıyoruz ki
											yaşlandıkça
telomerlerimiz kısalıyor
											ve inanılmaz bir şekilde
bu kısalma bizi yaşlandırıyor.
											Genelleme yaparsak,
telomerleriniz uzunsa
											daha şanslısınız.
											Yaşlanma etkilerini hissetmemize
											ve görmemize neden olan şey
telomerlerin kısalması.
											Cilt hücrelerim ölmeye başlıyor
											ve kırışıklar görmeye başlıyorum.
											Saç pigment hücreleri ölüyor.
											Beyazlar görmeye başlıyorsunuz.
											Bağışıklık hücreleri ölüyor.
											Hastalanma riskiniz artıyor.
											Son 20 yıllık kümülatif araştırmalar
											telomer aşınmasının
											kardiyovasküler hastalıklara
yakalanma riskini arttırdığını gösterdi.
											Alzheimers, bazı kanserler ve diyabet,
											pek çoğumuzun ölümüne neden olan durumlar.
									","
											Ese es un mensaje 
increíblemente esperanzador
											que nosotros, los humanos, 
recibimos de la escoria del estanque,
											porque resulta
											que conforme los humanos envejecemos, 
nuestros telómeros se acortan,
											y notablemente, ese acortamiento 
nos está envejeciendo.
											En términos generales, 
cuanto más largos son los telómeros,
											mejor uno está.
											Es el acortamiento de los telómeros
											lo que nos lleva a sentir y ver 
signos de envejecimiento.
											Mis células de la piel comienzan a morir
											y empiezo a ver líneas finas, arrugas.
											Las células del pigmento 
del cabello mueren.
											Comenzamos a ver canas.
											Las células del sistema inmune mueren.
											Uno aumenta el riesgo de enfermarse.
											De hecho, la investigación 
acumulada de los últimos 20 años
											ha dejado en claro que 
la atrición de los telómeros
											contribuye al riesgo de contraer 
enfermedades cardiovasculares,
											Alzheimer, algunos cánceres y diabetes
											las mismas enfermedades de las 
que muchos de nosotros morimos.
									","
											Voilà un message plein d'espoir
											pour nous, humains, de la part de
la créature des mares,
											parce qu'il faut réaliser
											qu'en tant qu'humains, nos télomères
se raccourcissent avec le temps.
											C'est ce raccourcissement
qui nous fait vieillir.
											En gros, plus nos télomères sont longs,
											mieux on se porte.
											Lorsqu'ils sont trop raccourcis,

											nous sentons et remarquons alors
des signes de vieillissement.
											Mes cellules cutanées se meurent
											et je commence à remarquer des
petites lignes, des rides.
											Les cellules capillaires meurent et
											des cheveux gris apparaissent.
											Les cellules immunitaires meurent
											et on a plus de chances de tomber malade.
											En réalité, l'intégralité des recherches
effectuées ces 20 dernières années
											montre bien que l'usure des télomères
											augmente nos risques face aux
maladies cardio-vasculaires,
											à Alzheimer, à certaines formes de cancer
ou de diabète, c'est-à-dire
											face à des maladies
qui tuent la majorité d'entre nous.
									","
											Das ist eine unglaublich
hoffnungsvolle Entdeckung,
											die wir als Menschen aus
der Entengrütze bekommen.
											Das liegt daran,
											dass sich die Telomere menschlicher
Zellen beim Altern verkürzen
											und diese Verkürzung lässt uns altern.
											Grob gesagt: Je länger Ihre
Telomere sind, umso älter werden Sie.
											Die Verkürzung der Telomere
											verursacht die Zeichen des Alters.
											Meine Hautzellen sterben ab
											und es bilden sich kleine Falten.
											Die Pigmentzellen sterben auch,
											die Haare werden grau.
											Die Immunzellen sterben ab,
											das Risiko der Erkrankung nimmt zu.
											Die gesamte Forschung der letzten 20 Jahre
											identifizierte unter anderem
das Telomerabsterben
											als Grund für Herzkreislauferkrankungen,
											Alzheimer, einige Krebserkankungen,
											Diabetes und letztlich die Todesumstände
der meisten von uns.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											And so we have to think about this.
											What is going on?
											This attrition,
											we look and we feel older, yeah.
											Our telomeres are losing
the war of attrition faster.
											And those of us who feel youthful longer,
											it turns out our telomeres
are staying longer
											for longer periods of time,
											extending our feelings of youthfulness
											and reducing the risks
of all we most dread
											as the birthdays go by.
									","
											Por isso, temos de pensar nisto.
											O que se está a passar?
											Este atrito, sentimo-nos
e parecemos mais velhos? Claro.
											Os nossos telómeros estão a perder
rapidamente a guerra contra o desgaste.
											Naqueles que se sentem
jovens até mais tarde,
											acontece que os telómeros
permanecem mais longos
											por um período de tempo maior,
											prolongando a nossa sensação
de juventude
											e reduzindo os riscos
de tudo aquilo que tememos
											com o passar dos aniversários.
									","
											O hâlde bunu düşünmek zorundayız.
											Neler oluyor?
											Bu aşınma,
											yaşlanıyor ve yaşlı hıssediyoruz, evet.
											Telomerlerimiz aşınma
savaşını daha hızlı kaybediyor.
											Daha genç hissedenlerimiz,
											görünüşe göre
telomerleri daha uzun süre
											uzun kalıyor,
											böylece gençlik hissi uzuyor
											ve istemediğimiz riskler
doğum günleri geçtikçe
											azalıyor.
									","
											Y tenemos que pensar en esto.
											¿Qué está pasando?
											Este desgaste,
											miramos y nos sentimos mayores, sí.
											Nuestros telómeros están perdiendo 
la guerra de desgaste más rápido.
											Y quienes nos sentimos 
jóvenes por más tiempo,
											es porque nuestros telómeros 
se están quedando
											por períodos de tiempo más largos,
											extendiendo nuestro 
sentimiento de juventud
											y reduciendo los riesgos 
de todo lo que más tememos
											a medida que pasan los cumpleaños.
									","
											Il faut donc y penser.
											Que se passe-t-il ?
											Cette usure,
											on paraît et on se sent plus vieux, ok.
											Nos télomères perdent cette guerre contre
l'usure plus rapidement.
											Pour ceux d'entre nous qui se sentent
jeunes plus longtemps,
											il se trouve que leurs télomères
restent plus longs
											pendant plus longtemps,
											allongeant leur sentiment de jeunesse
											et réduisant les risques qui sont
craints de tous
											au fil des anniversaires.
									","
											Also müssen wir darüber nachdenken.
											Was passiert genau?
											Dieses Absterben —
											wir altern und fühlen es — eindeutig.
											Unsere Telomere fallen dem Krieg
des Sterbens schneller zum Opfer.
											Und jene, die sich länger jung fühlen,
											verlieren langsamer an Telomerlänge
											und können länger
das jugendliche Gefühl genießen.
											Zusätzlich verringert sich das Risiko
											für alles, was wir nach dem
nächsten Geburtstag fürchten.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											OK,
											seems like a no-brainer.
											Now, if my telomeres are connected
											to how quickly
I'm going to feel and get old,
											if my telomeres can be
renewed by my telomerase,
											then all I have to do to reverse
the signs and symptoms of aging
											is figure out where to buy
that Costco-sized bottle
											of grade A organic
fair trade telomerase, right?
											Great! Problem solved.
									","
											Portanto, não é muito difícil de entender.
											Se os meus telómeros estão relacionados
											com quão rápido nos sentimos
e ficamos mais velhos,
											e se os meus telómeros podem ser
restabelecidos pela minha telomerase,
											então tudo o que precisamos fazer
para inverter os sinais e sintomas da idade
											é perceber como comprar
quantidades industriais
											de alta qualidade e preço justo
de telomerase, certo?
											Óptimo! Problema resolvido!
									","
											Pekâlâ,
											çok zor değil.
											Eğer telomerlerim
ne kadar hızlı yaşlı hissedeceğim
											ve yaşlanacağımla bağlantılıysa,
											telomerlerim, telomeraz
tarafından yenilenebilirse
											o hâlde yaşlanma etkilerini
geciktirmek için tüm yapmam gereken
											Costco boyunda bir şişe A sınıfı
											organik ticari telomeraz bulmak, değil mi?
											Harika! Problem çözüldü.
									","
											Bien,
											parece una obviedad.
											Si mis telómeros están conectados
											a la rapidez a la que 
me sentiré vieja y envejeceré,
											si mis telómeros pueden 
ser renovados por mi telomerasa,
											entonces lo que tengo que hacer para 
revertir los síntomas del envejecimiento
											es averiguar dónde comprar 
esa botella de tamaño familiar
											de la telomerasa en el comercio 
justo orgánico grado A, ¿verdad?
											¡Estupendo! Problema resuelto.
									","
											D'accord.
											Ça semble plutôt simple.
											Donc, en considérant que mes télomères
soient liés
											à la vitesse à laquelle je me sens 
plus vieille,
											si mes télomères peuvent se régénérer
grâce à la télomérase,
											alors tout ce qu'il faut faire pour
inverser les signes et symptômes de l'âge,
											c'est de trouver où se procurer
une bouteille XXL
											de télomérase organique de
première qualité, n'est-ce pas ?
											Parfait ! Problème résolu !
									","
											OK,
											das hört sich nach einem Klacks an.
											Also, wenn meine Telomere beeinflussen,
											wie schnell ich alt werde;
											wenn die Telomerase die Telomere
wieder erneuern kann,
											dann muss ich für die
ewige Jugend doch nur
											die Flaschen voll mit ökologischer
Fair-Trade-Telomerase kaufen?
											Super! Problem gelöst.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Not so fast, I'm sorry.
											Alas, that's not the case.
											OK. And why?
											It's because human genetics has taught us
											that when it comes to our telomerase,
											we humans live on a knife edge.
											OK, simply put,
											yes, nudging up telomerase
does decrease the risks of some diseases,
											but it also increases the risks
of certain and rather nasty cancers.
											So even if you could buy
that Costco-sized bottle of telomerase,
											and there are many websites
marketing such dubious products,
											the problem is you could
nudge up your risks of cancers.
											And we don't want that.
									","
											Mais devagar, desculpem.
											Enfim, não parece ser o caso.
											E porquê?
											Porque a genética humana ensinou-nos
											que, quando se trata da telomerase,
											nós humanos vivemos na ponta da navalha.
											Ok, em termos simples,
											aumentar a telomerase de facto
diminui o risco de algumas doenças,
											mas também aumenta o risco
de certos tipos de cancros terríveis.
											Então, mesmo que pudessem comprar
as quantidades industriais de telomerase,
											e há muitos websites a vender
este tipo de produtos dúbios,
											o problema é que poderiam
aumentar o risco de cancro.
											E ninguém quer isso.
									","
											O kadar hızlı değil, üzgünüm.
											Ne yazık ki böyle değil.
											Peki neden?
											Çünkü insan genetiği bize şunu öğretti,
											konu telomeraz olduğunda
											bıçak sırtında yaşıyoruz.
											Basitçesi,
											telomerazı dürtmek
bazı hastalık risklerini azaltıyor, evet
											ama bir takım kötü huylu
kanser risklerini de arttırıyor.
											Yani o büyük boy telomerazı
alsanız dahi,
											ki bu tür şüpheli ürünler satan
çok sayıda web sitesi var,
											sorun şu ki kanser riskinini de
tetiklemiş oluyorsunuz.
											Bunu istemiyoruz.
									","
											No va tan rápido, lo siento.
											Por desgracia, ese no es el caso.
											¿Y por qué?
											Es porque la genética humana 
nos ha enseñado
											que cuando se trata 
de nuestra telomerasa,
											los humanos vivimos al filo de la navaja.
											Dicho de forma sencilla,
											incentivar la telomerasa baja 
el riesgo de algunas enfermedades,
											pero también aumenta el riesgo de 
ciertos cánceres bastante desagradables.
											Incluso si se pudiera comprar esa botella 
de telomerasa de tamaño familiar,
											y hay muchos sitios web que 
comercializan dichos productos dudosos,
											el problema es que podría 
impulsar el riesgo de cáncer.
											Y eso no lo queremos.
									","
											Pas si vite, désolée.
											Malheureusement,
on ne peut pas faire ça.
											D'accord, mais pourquoi ?
											Parce que la génétique humaine
nous a appris
											qu'en ce qui concerne notre télomérase,
											en tant qu'humains,
nous sommes sur le fil du rasoir.
											Pour faire simple,
											en effet, une télomérase améliorée
diminue les risques de maladies,
											mais elle augmente également les risques
de certains cancers redoutables.
											Donc même si on pouvait acheter
une bouteille XXL de télomérase,
											et si ça se trouve, certains sites vendent
déjà ce genre de produits contestables,
											le problème serait qu'on augmenterait
alors les risques de cancer.
											Et on ne veut pas de ça.
									","
											Nicht so schnell, es tut mir leid.
											Ach, so einfach geht es nicht.
											Es liegt daran, dass die menschliche
Genetik uns immer wieder lehrte,
											dass Menschen mit Telomerase
											auf des Messers Schneide leben.
											Vereinfacht:
											Ja, mit Telomerase aufzufüllen
beugt verschiedenen Krankheiten vor,
											aber gleichzeitig erhöht sich das Risiko
für einige schlimme Krebserkrankungen.
											Selbst wenn es die Telomerase
verpackt zu kaufen gäbe,
											und es gibt dafür einige
dubiose Verkäufer im Internet,
											könnten Sie ihr Krebsrisiko
beträchtlich erhöhen.
											Keine schöne Vorstellung.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Now, don't worry,
											and because, while I think
it's kind of funny that right now,
											you know, many of us may be thinking,
""Well, I'd rather be like pond scum,"" ...
									","
											Mas não se preocupem,
											porque, embora eu ache
que tenha uma certa piada,
											muitos de nós estão a pensar agora
que mais valia ser como o lodo.
									","
											Merak etmeyin,
											çünkü aslında durumun
komik olduğunu düşünüyorum,
											pek çoğumuz içinden
'keşke yosun olsaydım' diyor.
									","
											Pero, no se preocupen,
											y aunque creo que es gracioso 
que ahora mismo,
											muchos podemos pensar, bueno, prefiero 
ser como una escoria de estanque.
									","
											Mais ne vous inquiétez pas.
											Je dois vous avouer que je trouve cela
assez drôle, car en ce moment, je pense
											que la majorité d'entre nous préférerait
devenir une créature des mares.
									","
											Aber sorgen Sie sich nicht.
											Lustig, wie sich manche jetzt wünschen,
											auch wie Entengrütze zu sein.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											(Laughter)
									","
											(Risos)
									","
											(Kahkaha)
									","
											(Risas)
									","
											(Rires)
									","
											(Lachen)
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											there is something for us humans
											in the story of telomeres
and their maintenance.
											But I want to get one thing clear.
											It isn't about enormously
extending human lifespan
											or immortality.
											It's about health span.
											Now, health span is the number
of years of your life
											when you're free of disease,
you're healthy, you're productive,
											you're zestfully enjoying life.
											Disease span, the opposite of health span,
											is the time of your life
spent feeling old and sick and dying.
											So the real question becomes,
											OK, if I can't guzzle telomerase,
											do I have control
over my telomeres' length
											and hence my well-being, my health,
											without those downsides of cancer risks?
											OK?
									","
											Há algo para nós, humanos, também
											nesta história dos telómeros
e da sua manutenção.
											Mas quero deixar uma coisa bem clara.
											Não tem nada a ver com expandir
imensamente a vida humana
											ou a imortalidade.
											Tem a ver com o período de saúde.
											O período de saúde é
o número de anos na nossa vida
											durante os quais estamos livres de doença,
somos saudáveis e produtivos,
											estamos a aproveitar a vida alegremente.
											O período de doença,
o oposto do período de saúde,
											é o tempo da nossa vida que passamos
a sentir-nos doentes e a morrer.
											E assim chegamos à pergunta certa.
											Se não podemos engolir telomerase,
											temos algum controlo sobre
o comprimento dos nossos telómeros
											e portanto do nosso bem-estar,
da nossa saúde,
											sem a consequência de risco de cancro?
											Certo.
									","
											Telomerler ve düzeni hakkında
											biz insanların dikkat etmesi 
gereken bir şey var.
											Önce bir şeyi açıklamak istiyorum.
											Konu insan hayatını aşırı uzatmak
											veya ölümsüzlük değil.
											Sağlık ömrümüzü uzatmak.
											Sağlık ömrü, hastalık olmadan
											sağlıklı ve üretken bir şekilde
hayattan zevk aldığınız
											yılların toplamıdır.
											Hastalık ömrü, bunun tam tersidir,
											yaşlı, hasta ve ölüyor hissettiğiniz
dönemdir.
											Asıl soru şu,
											eğer telomeraz içemiyorsak,
											telomerlerimin uzunluğu,
dolayısıyla sağlığım üzerinde
											kanser riskleri olmadan
											kontrol sahibi olabilir miyim?
											Öyle mi?
									","
											Hay algo para los humanos
											en la historia de los telómeros 
y su mantenimiento.
											Pero quiero aclarar una cosa.
											No se trata de extender 
enormemente la vida humana
											o la inmortalidad.
											Se trata de un lapso de salud.
											El lapso de vida es 
la cantidad de años de nuestra vida
											cuando se está libre de enfermedades, 
se está saludable, se es productivo,
											se disfruta de la vida.
											El período de enfermedad, 
lo opuesto al lapso de salud,
											es el momento de la vida en que uno 
se siente viejo y enfermo y muriendo.
											Entonces la verdadera pregunta es:
											Si no puedo engullir telomerasa,
											¿tengo control sobre 
la longitud de mis telómeros
											y de mi bienestar y mi salud,
											sin esos inconvenientes 
de los riesgos de cáncer?
											¿Sí?
									","
											Il y a quelque chose pour nous,
											humains, dans l'histoire
et l'entretien des télomères.
											Je voudrais clarifier une chose.
											Le sujet n'est pas d'allonger
notre longévité ou de nous
											rendre immortels.
											On parle d'espérance de vie
sans incapacité.
											L'EVSI est le nombre d'années
passées dans notre vie
											sans être malade, c'est-à-dire en étant
en bonne santé, en étant fertile
											et en profitant de la vie.
											À l'inverse, l'espérance de vie malade
											correspond au temps passé à se sentir
malade, vieux et mourant.
											Se pose alors le vrai problème.
											On ne peut absorber de la télomérase,
											mais peut-on contrôler
la longueur de nos télomères
											et améliorer notre bien-être et
notre santé
											sans augmenter nos risques
d'avoir un cancer ?
											D'accord ?
									","
											Auch für uns Menschen ist etwas
											in der Telomer-Sache zu gewinnen,
											aber ich möchte eines klarstellen.
											Es geht nicht um eine enorme
Verlängerung der menschlichen Lebensspanne
											oder Unsterblichkeit.
											Es betrifft die Gesundheitsspanne.
											Die Gesundheitsspanne
ist die Anzahl ihrer Lebensjahre
											ohne Krankheiten oder Gebrechen,
											die produktiven Jahre, in denen Sie
das Leben ausgiebig genießen.
											Das Gegenteil, die Krankheitsspanne,
											ist die Zeit, in der Sie sich alt,
krank und sterbend fühlen.
											Die wirkliche Frage ist:
											Wenn ich die Telomerase
nicht schlucken kann,
											habe ich trotzdem Kontrolle
über meine Telomerlänge
											und kann mein Wohlbefinden
und meine Gesundheit
											ohne die Nebeneffekte beeinflussen?
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
