en,de,tr,title,speaker,duration,tags
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Gülüşmeler)
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											To speak more clearly despite a lisp,
											he went through his speeches
with stones in his mouth.
											He built an underground room
											where he could practice
without interruptions
											and not disturb other people.
											And since courts at the time
were very noisy,
											he also practiced by the ocean,
											projecting his voice
above the roar of the waves.
									","
											Um, trotz Lispeln, deutlicher zu sprechen,

											übte er seine Reden mit Steinen im Mund.
											Er baute einen unterirdischen Raum,
											in dem er ohne Unterbrechungen üben konnte
											und nicht durch andere 
Leute gestört wurde.
											Da die Gerichtssäle damals 
sehr laut waren,
											übte er auch am Meer
											und sprach laut und deutlich 
über den Lärm der Wellen hinweg.
									","
											Peltekliğine rağmen daha net konuşabilmek
											için savunmalarını ağzında 
taşlarla tekrar etti.
											Başkalarını rahatsız etmeden
											ve rahatsız edilmeden pratik yapabileceği
											bir yeraltı odası inşa etti.
											O zamanlarda mahkemeler
çok sesli olduğu için
											ayrıca okyanusun yanında da
											sesini yüksek dalga seslerine uydurarak
pratik yaptı.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											His activities in the learning zone
											were very different
from his activities in court,
											his performance zone.
											In the learning zone,
											he did what Dr. Anders Ericsson
calls deliberate practice.
											This involves breaking down
abilities into component skills,
											being clear about what subskill
we're working to improve,
											like keeping our shoulders down,
											giving full concentration
to a high level of challenge
											outside our comfort zone,
											just beyond what we can currently do,
											using frequent feedback
with repetition and adjustments,
											and ideally engaging the guidance
of a skilled coach,
											because activities
designed for improvement
											are domain-specific,
											and great teachers and coaches
know what those activities are
											and can also give us expert feedback.
											It is this type of practice
in the learning zone
											which leads to substantial improvement,
											not just time on task performing.
											For example, research shows
that after the first couple of years
											working in a profession,
											performance usually plateaus.
											This has been shown to be true
in teaching, general medicine,
											nursing and other fields,
											and it happens because once we think
we have become good enough,
											adequate,
											then we stop spending time
in the learning zone.
											We focus all our time
on just doing our job,
											performing,
											which turns out not to be
a great way to improve.
											But the people who continue
to spend time in the learning zone
											do continue to always improve.
											The best salespeople at least once a week
											do activities with
the goal of improvement.
											They read to extend their knowledge,
											consult with colleagues or domain experts,
											try out new strategies,
solicit feedback and reflect.
											The best chess players
											spend a lot of time
not playing games of chess,
											which would be their performance zone,
											but trying to predict the moves
grand masters made and analyzing them.
											Each of us has probably spent
many, many, many hours
											typing on a computer
											without getting faster,
											but if we spent 10 to 20 minutes each day
											fully concentrating
on typing 10 to 20 percent faster
											than our current reliable speed,
											we would get faster,
											especially if we also identified
what mistakes we're making
											and practiced typing those words.
											That's deliberate practice.
									","
											Seine Aktivitäten in der Lernzone
											waren ganz anders als die am Gericht,
											seiner Leistungszone.
											In der Lernzone tat er,
											was Dr. Anders Ericsson
""bewusstes Üben"" nennt.
											Das bedeutet, Fähigkeiten
in einzelne Komponenten zu unterteilen
											und sich darüber klar werden, welche
Unterkompetenz wir verbessern wollen,
											wie z.B. die Schultern unten halten.
											Dabei soll man sich völlig auf
eine große Herausforderung
											jenseits der Komfortzone konzentrieren,
											gerade über das hinaus,
was wir tun können,
											und dabei häufiges Feedback 
mit Wiederholung und Anpassungen nutzen.
											Idealerweise arbeitet man
mit einem fähigen Coach zusammen,
											weil Tätigkeiten, die auf
Verbesserung angelegt sind,
											fachspezifisch sind.
											Gute Lehrer und Coaches wissen das
											und können uns auch 
fachkundiges Feedback geben.
											Diese Art von Übung in der Lernzone
											führt zu wesentlicher Verbesserung
											und nicht nur Zeit für 
die Ausführung von Aufgaben.
											Untersuchungen zeigen etwa,
											dass nach den ersten Jahren in einem Beruf
											die Leistung normalerweise stagniert.
											Das hat sich in der Lehre,
der Allgemeinmedizin,
											der Krankenpflege und auf
anderen Gebieten herausgestellt.
											Dies geschieht, weil wir,
sobald wir denken,
											gut genug und geeignet zu sein,
											aufhören, Zeit in
der Lernzone zu verbringen.
											Wir konzentrieren unsere Zeit
auf unsere Arbeit
											und unsere Leistung,
											was sich nicht gut
zur Verbesserung eignet.
											Die Leute, die weiterhin Zeit
in der Lernzone verbringen,
											werden immer besser.
											Die besten Verkäufer arbeiten
mindestens einmal die Woche daran,
											sich zu verbessern.
											Sie lesen, um ihr Wissen zu erweitern,
											beraten sich mit Kollegen und Experten,
											probieren neue Strategien aus,
bitten um Rückmeldung und denken nach.
											Die besten Schachspieler
											verbringen viel Zeit damit,
nicht Schach zu spielen,
											was ihrer Leistungszone entsprechen würde,
											sondern sie versuchen, die Züge der großen
Meister vorherzusehen und zu analysieren.
											Jeder von uns hat wahrscheinlich
sehr viele Stunden damit verbracht,
											auf einem Computer zu tippen,
											ohne schneller zu werden,
											aber wenn wir täglich 10 bis 20 Minuten
konzentriert damit verbringen,
											10 bis 20 % schneller zu tippen als sonst,
											würden wir schneller werden,
											vor allem, wenn wir 
unsere Fehler ermitteln
											und diese Wörter üben würden.
											Das ist bewusstes Üben.
									","
											Öğrenme alanındaki aktiviteleri
											performans alanı olan
mahkemelerdeki aktivitelerinden
											çok farklıydı.
											Öğrenme alanında
											Dr. Anders Ericsson'ın
incelikli pratik dediği şeyi yaptı.
											Bu, kabiliyetleri beceri
parçalarına ayırmayı,
											geliştirmeye çalıştığımız alt beceri 
konusunda net olmayı,
											-omuzlarımızı aşağıda tutmak gibi-
											konfor alanımızın dışında
sıkı bir mücadele vermeye
											konsantre olmayı,
											tekrar ve düzeltmelerle
devamlı destek alarak
											şu anda yapabildiğimizin ötesine geçmeyi
											ve yetenekli bir koçun
rehberliğinde çalışmayı içeriyor
											çünkü gelişim için
tasarlanan aktiviteler
											birer uzmanlık alanıdır ve
											iyi öğretmenler ve koçlar
bu aktivitelerin neler olduğunu
											bilir ve uzman görüşü verebilirler.
											Bizleri gerçek gelişime 
doğru götürecek olan
											bu tarz öğrenme alanı aktiviteleridir,
											yalnızca görev yerine getirmek değildir.
											Örneğin, araştırmalara göre
											bir mesleğin ikinci yılından sonra
											genelde performans durağanlaşıyor.
											Bunun öğretmenlik, genel tıp,
hemşirelik ve diğer alanlarda
											doğru olduğu ortaya çıktı
											ve bunun nedeni, bir kez
yeterince iyi ve yeterli olduğumuzu
											düşündüğümüz zaman
											öğrenme alanında zaman
harcamayı bırakmamızdır.
											Tüm zamanımızı yalnızca
işimizi yapmaya,
											performansa ayırıyoruz ve
											bu da iyi bir gelişim yolu değil.
											Fakat öğrenme alanında
vakit harcamaya devam eden insanlar
											her zaman gelişmeye devam ederler.
											En iyi satıcılar haftada en az bir kez
											gelişim amacıyla aktivite yaparlar.
											Bilgi edinmek için okurlar
											meslektaşlarla veya 
uzmanlarla görüşürler
											yeni stratejiler dener 
geri bildirim isterler.
											En iyi satranç oyuncuları
											zamanın çoğunu performans alanında, 
yani satranç oynayarak değil
											büyük üstadların hamlelerini
											tahmin etmeye ve analiz 
etmeye çalışarak geçirirler.
											Her birimiz muhtemelen klavyede
saatlerce yazı yazmışızdır.
											Buna rağmen hiç
											hızlanmamışızdır.
											Ancak mevcut hızımızdan yüzde 10 ila 20
											oranla daha hızlı yazmaya
tamamen odaklanarak her gün
											10 ila 20 dakikamızı harcasak
											hızlanırız, özellikle de
											yaptığımız hataları
saptarsak ve bu kelimeleri yazma
											konusunda pratik yaparsak.
											İşte bu incelikli pratiktir.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											In what other parts of our lives,
											perhaps that we care more about,
											are we working hard but not improving much
											because we're always
in the performance zone?
											Now, this is not to say
that the performance zone has no value.
											It very much does.
											When I needed a knee surgery,
I didn't tell the surgeon,
											""Poke around in there
and focus on what you don't know.""
									","
											Auf welchen anderen Gebieten
in unserem Leben,
											die uns wichtig sind,
											arbeiten wir hart,
aber verbessern wir uns kaum,
											weil wir uns immer in
der Leistungszone befinden?
											Das bedeutet nicht, 
dass die Leistungszone wertlos ist.
											Im Gegenteil.
											Bräuchte ich eine Knieoperation,
würde ich dem Chirurgen nicht sagen:
											""Stochern Sie mal darin herum
											und konzentrieren Sie sich 
auf ihre Unkenntnis.""
									","
											Yaşamlarımızın diğer kısımlarında
											sıkı çalışmaya rağmen daha çok önem
											verdiğimiz şeylerde gelişmememizin nedeni
											daima performans alanında
olmamız olabilir mi?
											Performans alanının 
değersiz olduğunu söylemiyorum.
											Gayet değerli.
											Dizimden ameliyat olacağım zaman doktora,
											""Oraları kurcala 
ve bilmediğin şeye odaklan"" demedim.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Gülüşmeler)
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											""We'll learn from your mistakes!""
											I looked for a surgeon
who I felt would do a good job,
											and I wanted her to do a good job.
											Being in the performance zone
											allows us to get things done
as best as we can.
											It can also be motivating,
											and it provides us with information
to identify what to focus on next
											when we go back to the learning zone.
											So the way to high performance
											is to alternate between the learning zone
and the performance zone,
											purposefully building our skills
in the learning zone,
											then applying those skills
in the performance zone.
									","
											""Wir lernen aus unseren Fehlern!""
											Ich würde nach einem Chirurgen suchen,
bei dem ich ein gutes Gefühl hätte
											und ich möchte, 
dass er gute Arbeit leistet.
											Wenn wir uns 
in der Leistungszone befinden,
											können wir Dinge erledigen, 
so gut es geht.
											Das kann auch motivierend sein.
											Wir erfahren, worauf wir
uns konzentrieren müssen,
											wenn wir uns in die Lernzone begeben.
											Auf dem Weg zu hoher Leistung
											muss man zwischen Lern- 
und Leistungszone wechseln,
											dabei zielstrebig Fähigkeiten
in der Lernzone ausbilden
											und diese dann
in der Leistungszone anwenden
									","
											""Hatalarından ders çıkarırız!""
											İyi iş çıkaracağını düşündüğüm 
bir cerrah aradım
											ve başarılı olmasını istedim.
											Performans alanında olmak,
											işleri yapabileceğimiz en iyi şekilde 
yapmamızı sağlar.
											Ayrıca motive edici olabilir
											ve bir sonraki sefer öğrenme alanında
neye yoğunlaşmamız gerektiği
											hakkında bilgi sahibi olmamızı sağlar.
											Neticede başarının sırrı
											öğrenme alanı ile performans alanı
arasında gidip gelmektir.
											Öğrenme alanında 
becerilerimizi geliştirmek
											ve o becerileri performans 
alanında göstermektir.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											When Beyoncé is on tour,
											during the concert,
she's in her performance zone,
											but every night when she
gets back to the hotel room,
											she goes right back
into her learning zone.
											She watches a video
of the show that just ended.
											She identifies opportunities
for improvement,
											for herself, her dancers
and her camera staff.
											And the next morning,
											everyone receives pages of notes
with what to adjust,
											which they then work on during the day
before the next performance.
											It's a spiral
											to ever-increasing capabilities,
											but we need to know when we seek to learn,
and when we seek to perform,
											and while we want
to spend time doing both,
											the more time we spend
in the learning zone,
											the more we'll improve.
									","
											Wenn Beyoncé auf Tournee geht,
											ist sie während des Konzerts
in ihrer Leistungszone,
											aber wenn sie abends
in ihr Hotelzimmer geht,
											geht sie direkt in ihre Lernzone.
											Sie schaut sich ein Video
ihres Auftritts an.
											Sie ermittelt Verbesserungsmöglichkeiten
											für sich selbst, ihre Tänzer
und ihr Kamerateam.
											Am nächsten Morgen
											erhält jeder Notizen, was anzupassen ist,
											womit sie tagsüber 
vor der nächsten Vorstellung arbeiten.
											Es ist eine Spirale
											zu stets wachsenden Fähigkeiten,
											aber wir müssen wissen, wann wir lernen
und wann wir leisten müssen.
											Während wir Zeit für beides
aufbringen wollen,
											je mehr Zeit wir in 
der Lernzone verbringen,
											desto mehr werden wir uns verbessern.
									","
											Beyonce turnedeyken,
											konser esnasında performans alanındadır
											ama her akşam otel odasına döndüğünde
											doğruca öğrenme alanına geçer.
											Az evvel biten konserin kaydını izler.
											Kendisini, dansçılarını
ve kameramanlarını
											geliştirecek hamleleri tanımlar.
											Ertesi sabah da
											herkese nelerin ayarlanacağı ile
ilgili sayfalarca not bırakılır
											ve bir sonraki konserden önce
gün boyu bunlar üzerinde çalışılır.
											Bu, yeteneklerin
											sürekli arttığı bir sarmaldır
											ama ne zaman öğrenmemiz ve ne zaman
performans göstermemiz gerektiğini
											ve her ikisini de yapacaksak,
											öğrenme alanına ne kadar 
çok zaman ayırırsak
											o kadar gelişeceğimizi bilmeliyiz.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
											So how can we spend
more time in the learning zone?
											First, we must believe and understand
											that we can improve,
											what we call a growth mindset.
											Second, we must want
to improve at that particular skill.
											There has to be a purpose we care about,
											because it takes time and effort.
											Third, we must have an idea
about how to improve,
											what we can do to improve,
											not how I used to practice
the guitar as a teenager,
											performing songs over and over again,
											but doing deliberate practice.
											And fourth, we must be
in a low-stakes situation,
											because if mistakes are to be expected,
											then the consequence of making them
must not be catastrophic,
											or even very significant.
											A tightrope walker doesn't practice
new tricks without a net underneath,
											and an athlete wouldn't set out
to first try a new move
											during a championship match.
									","
											Wie können wir mehr Zeit
in der Lernzone verbringen?
											Erstens müssen wir glauben und verstehen,
											dass wir uns verbessern können.
											Das nennen wir Wachstumsdenkweise.
											Zweitens müssen wir eine bestimmte
Fähigkeit verbessen wollen.
											Es muss ein Ziel geben, 
das uns wichtig ist,
											weil es Zeit und Energie kostet.
											Drittens müssen wir wissen,
wie wir uns verbessern können,
											und was wir dafür tun können.
											Nicht wie ich als Teenager Gitarre übte,
											indem ich die Lieder immer wieder spielte,
											sondern bewusst üben.
											Viertens müssen wir uns in einer 
Lage mit niedrigem Einsatz befinden,
											denn wenn Fehler erwartet werden,
											ist es keine Katastrophe 
oder nicht sehr bedeutsam,
											wenn man sie macht.
											Ein Seiltänzer übt keine 
neuen Tricks ohne Netz
											und ein Athlet würde keine neue Bewegung
											während einer Meisterschaft ausprobieren.
									","
											Nasıl öğrenme alanına 
daha çok zaman ayırabiliriz?
											Öncelikle, kendimizi geliştirebileceğimize
											inanmalıyız ve anlamalıyız.
											Buna gelişim zihniyeti diyoruz.
											İkincisi, bir özelliğimizi
geliştirmek istememiz lazım.
											Önemsediğimiz bir amaç olmalı
											çünkü zaman ve emek harcayacağız.
											Üçüncüsü, nasıl gelişeceğimiz hakkında
bir fikrimiz olmalı,
											ne yapabileceğimiz hakkında.
											Benim ergenliğimde şarkıları
tekrar tekrar çalarak
											gitar çalmayı öğrenmeye 
çalışmam gibi değil,
											incelikli pratik yaparak.
											Ve dördüncüsü, 
düşük risk altında olmalıyız.
											Çünkü beklenen hataları yapmanın sonucu
											felaket etkisi yaratmamalıdır
hatta öyle pek
											önemli de olmamalıdır.
											Bir ip cambazı yeni hareketlerini
altında ağ olmadan denemez
											ve bir sporcu yeni bir hareketin
ilk denemesini
											bir şampiyonada sergilemez.
									",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
"
","
","
",How to get better at the things you care about,Eduardo Briceño,11:22,"education,intelligence,goal-setting,mindfulness,performance,motivation,personal growth,self,TEDx,teaching,work-life balance,psychology"
