en,pt,tr,es,fr,title,speaker,duration,tags
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Pause here if you want 
to figure it out yourself.
									","
											[Suspende o vídeo aqui,
se quiseres resolver sozinho]
									","
											Dilerseniz, kendiniz çözmek için
videoyu burada durdurabilirsiniz.
									","
											Pausa aquí si quieres tratar
de resolverlo tú mismo.
									","
											Mettez la vidéo en pause
si vous voulez y réfléchir.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Answer in: 3
									","
											Resposta em: 3
									","
											Cevap için: 3
									","
											Respuesta en: 3
									","
											Réponse dans 3
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Answer in: 2
									","
											Resposta em: 2
									","
											Cevap için: 2
									","
											Respuesta en: 2
									","
											Réponse dans 2
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Answer in: 1
									","
											Resposta em: 1
									","
											Cevap için: 1
									","
											Respuesta en: 1
									","
											Réponse dans 1
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											To get our bearings, 
we can start as before:
											dividing the canvas roughly in two.
											That gives us a 5x8 rectangle 
with area 40
											and a 3x8 with area 24,
											for a score of 16.
											That’s pretty bad.
											Dividing that 5x8 into a 5x5 
and a 5x3 leaves us with a score of 10.
											Better, but still not great.
											We could just keep dividing 
the biggest rectangle.
											But that would leave us 
with increasingly tiny rectangles,
											which would increase the range 
between the largest and smallest.
									","
											Podemos começar como fizemos primeiro,
											dividindo a tela em duas partes desiguais.
											Isso dá-nos um retângulo
5x8 com uma área de 40
											e outro com 3x8
com uma área de 24,
											para uma pontuação de 16.
											É uma pontuação muito má.
											Se dividirmos o 5x8 em dois:
um com 5x5 e outro com 5x3
											ficamos com uma pontuação de 10.
											Melhor, mas ainda não chega.
											Podíamos continuar,
dividindo o retângulo maior.
											Mas isso deixar-nos-ia
com retângulos cada vez mais pequenos
											o que aumentaria o intervalo
entre o maior e o mais pequeno.
									","
											İlerleyeceğimiz planı bulmak 
için bir öncekindeki gibi
											tuvali iki parçaya bölerek başlayabiliriz.
											Bu bize alanı 40 olan 
bir 5x8 —
											— ve alanı 24 olan bir 3x8 verir,
											puanımız ise 16 olur.

											Bu oldukça kötü.

											5x8’i bir 5x5 ve 5x3’e bölmek
bize 10 puan kazandırır.
											Daha iyi, ama mükemmel değil.
											En büyük dikdörtgeni 
bölmeye devam edebiliriz.
											Ama böldükçe daha da küçük 
dikdörtgenler elde ederiz,
											bu da en büyük ve en küçük alanlar 
arasındaki farkın artmasına sebep olur.
									","
											Para orientarnos, empecemos como antes:
											dividiendo el lienzo toscamente en 2.
											Esto nos da un rectángulo 
de 5x8 con un área de 40
											y uno de 3x8 con un área de 24,
											para un resultado de 16.
											Eso está muy mal.
											Dividiendo el 5x8 en un 5x5 y un 5x3
nos deja con un resultado de 10.
											Mejor, pero no es fantástico.
											Podemos seguir dividiendo
el rectángulo mayor.
											Pero nos dejaría con una cantidad 
mayor de rectángulos pequeños,
											lo que incrementaría el rango
entre el mayor y el menor.
									","
											Gardons nos marques et
commençons comme précédemment :
											divisons grossièrement la toile en deux.
											Cela nous donne un rectangle de 5x8
avec une aire de 40
											et un rectangle de 3x8
avec une aire de 24,
											soit un score de 16.
											C'est assez mauvais.
											Diviser ce 5x8 en un 5x5 et un 5x3
nous donne un score de 10.
											Mieux, mais toujours pas le meilleur.
											Nous pouvons continuer à diviser
le plus gros rectangle,
											mais cela nous donnerait
des rectangles minuscules,
											ce qui augmenterait la différence
entre le plus grand et le plus petit.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											What we really want
											is for all our rectangles to fall
within a small range of area values.
											And since the total area 
of the canvas is 64,
											the areas need to add up to that.
											Let’s make a list 
of possible rectangles and areas.
									","
											O que queremos
											é que todos os retângulos
											caiam num pequeno intervalo
dos valores das áreas.
											Como a área total da tela é 64,
											as áreas têm que somar esse valor.
											Façamos uma lista
dos possíveis retângulos e suas áreas.
									","
											Aslında amacımız,
											tüm dikdörtgenlerimizin küçük alanları 
verecek değerlerinin olmasını sağlamak.
											Ve tuvalin tamamının alanı 
64 olduğu için,
											alanların da ona tamamlanması gerek.
											Mümkün olan tüm dikdörtgenlerin 
ve alanların bir listesini çıkaralım.
									","
											Lo que realmente queremos
											es que todos nuestros rectángulos queden
dentro de un rango pequeño de áreas.
											Dado que el área total del lienzo es 64,
											las áreas deben sumar eso.
											Hagamos una lista de
los posibles rectángulos y áreas.
									","
											Ce que nous voulons vraiment,
											c'est que toutes les aires de nos
rectangles aient des petites valeurs.
											Et comme l'aire totale
de la toile est de 64,
											les aires doivent s'additionner
jusqu'à ce nombre.
											Faisons une liste des rectangles possibles
et de leurs aires.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											To improve on our previous score,
											we can try to pick a range 
of values spanning 9 or less
											and adding up to 64.
											You’ll notice that some values 
are left out
											because rectangles like 1x13 
or 2x9 won’t fit on the canvas.
											You might also realize
											that if you use one of the rectangles 
with an odd area like 5, 9, or 15,
											you need to use another odd-value 
rectangle to get an even sum.
											With all that in mind, 
let’s see what works.
									","
											Para melhorar a pontuação anterior,
											podemos tentar escolher um intervalo
de valores de 9 ou menos
											e somá-los até 64.
											Repara que alguns valores
vão ficar de fora
											porque os retângulos como 1x3
ou 2x9 não encaixam na tela.
											Também podes verificar
											que, se usares um dos retângulos
											com uma área ímpar, como 5, 9 ou 15,
											tens que usar outro retângulo
com uma área com valor ímpar
											para obter uma soma par.
											Tendo isso em atenção,
vamos ver como é que funciona.
									","
											Bir öncekinden 
daha iyi puan almak için 

											9 veya 9'dan az olan değerler 
arasından seçmeyi deneyebiliriz
											ve 64’e tamamlayabiliriz.

											Bazı değerlerin dışarıda kaldığını
fark edeceksiniz,
											çünkü 1x23 ya da 2x9 gibi 
dikdörtgenler tuvale uymayacak.
											Fark edeceğiniz diğer şey ise,

											eğer alanı 5, 9,15 gibi tek sayı olan 
bir dikdörtgeni kullandıysanız,
											toplamlarının çift olması için tek sayılı 
bir dikdörtgen daha kullanmanız gerektiği.
											Tüm bunları aklımızda tutarak
nasıl sonuçlandığına bakalım.
									","
											Para mejorar nuestro resultado anterior,
											podemos intentar elegir un rango
de valores que abarque 9 o menos
											y que sumen hasta 64.
											Notarás que algunos valores quedan fuera
											porque rectángulos como 1x3
o 2x9 no cabrán en el lienzo.
											También te darás cuenta
											de que si usas uno de los rectángulos
con áreas impares como 5, 9 o 15,
											necesitarás otro rectángulo impar
para conseguir una suma par.
											Con esto en mente, veamos cómo funciona.
									","
											Pour améliorer notre précieux score,
											nous pouvons essayer de prendre
des valeurs tournant autour de 9 ou moins
											et les additionner jusqu'à 64.
											Vous remarquerez que
certaines valeurs sont laissées de côté
											car des rectangles de 1x13 ou de 2x9
ne rentreraient pas dans la toile.
											Vous vous rendrez aussi compte
											que si l'un de vos rectangles
a une aire bizarre comme 5, 9 ou 15,
											vous aurez besoin d'un autre rectangle à 
valeur bizarre pour avoir une somme égale.
											Gardons tout ça en tête et
voyons ce qui fonctionne.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Starting with area 20 or more 
puts us over the limit too quickly.
											But we can get to 64 using
rectangles in the 14-18 range,
											leaving out 15.
											Unfortunately, there’s no way 
to make them fit.
											Using the 2x7 leaves a gap
											that can only be filled 
by a rectangle with a width of 1.
									","
											Se começarmos
com uma área de 20 ou mais
											atingimos o limite demasiado depressa.

											Mas podemos chegar a 64
usando retângulos no intervalo de 14 a 18,
											esquecendo o 15.
											Infelizmente, não há forma
de os encaixar.
											Se usarmos o 2x7, ficamos com um espaço
											que só pode ser preenchido
com um retângulo com uma largura de 1.
									","
											20 veya 20’den büyük bir alanla başlamak
bizi çok kısa sürede
											limitimizin üstüne çıkarır ama 64’e, 
14-18 aralığındaki dikdörtgenleri kullanıp
											15’i dışarıda bırakarak ulaşabiliriz.
											Ne yazık ki, hepsinin uymasını 
sağlamak mümkün değil.
											2x7 kullanıldığında
											sadece 1 birim genişlikteki bir
dikdörtgenle kapanabilen bir boşluk kalır
									","
											Comenzar con un área de 20 o más
nos pondrá sobre el límite muy pronto,
											pero podemos conseguir 64 usando
rectángulos entre los rangos de 14 a 18,
											dejando fuera 15.
											Desafortunadamente, no hay
manera de hacerlos encajar.
											Usar 2x7 deja un espacio
											que solo puede ser llenado por
un rectángulo con el ancho de 1.
									","
											Commencer par une aire de 20 ou plus
nous pousse trop rapidement à la limite.
											Mais nous pouvons parvenir à 64 en prenant
des rectangles de valeur entre 14-18,
											sans utiliser 15.
											Malheureusement, il n'existe pas
de solution pour les faire rentrer.
											Utiliser le 2x7 laisse un trou
											qui ne peut être complété que
par un rectangle de largeur 1.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Going lower, the next range
that works is 8 to 14,
											leaving out the 3x3 square.
											This time, the pieces fit.
									","
											O intervalo seguinte que funciona
é no intervalo de 8 a 14,
											deixando um espaço de 3x3.
											Desta vez, as peças encaixam.
									","
											Değeri düşürüp 8 ve 14
arasındaki alanlara bakıp,
											3x3 karesini dışarıda bırakıyoruz.

											Bu defa parçalar yerine oturuyor.
									","
											Reduciendo los números, el siguiente
rango que funciona es de 8 a 14,
											dejándonos un cuadrado de 3x3.
											Esta vez, las piezas encajan.
									","
											Si l'on diminue, le prochain rang
de valeur qui fonctionne est 8 à 14,
											sans utiliser le carré de 3x3.
											Cette fois-ci, les pièces rentrent.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											That’s a score of 6.
											Can we do even better?
											No.
											We can get the same score 
by throwing out the 2x7 and 1x8
											and replacing them 
with a 3x3, 1x7, and 1x6.
											But if we go any lower down the list,
											the numbers become so small
											that we’d need a wider range 
of sizes to cover the canvas,
											which would increase the score.
									","
											Dá-nos uma pontuação de 6.
											Poderemos fazer ainda melhor?
											Não.
											Podemos obter a mesma pontuação
eliminando os retângulos 2x7 e 1x8
											e substituindo-os por
um 3x3, 1x7 e 1x6.
											Mas se descermos na lista,
											os números ficam tão pequenos
											que precisamos de um intervalo maior
de dimensões para completar a tela
											o que aumenta a pontuação.
									","
											Bu bize 6 puan kazandırıyor.

											Daha da iyisini yapabilir miyiz?
											Hayır.
											Aynı puanı, 2x7'yi ve 1x8’i
çıkarıp, onların yerini
											3x3, 1x7 ve 1x6 ile değiştirdiğimizde
de elde edebiliriz.
											Ama listemizde aşağı indiğimizde,

											sayıların değeri o kadar azalır ki,
											tuvali doldurabilmek için çok daha
fazla ölçüye ihtiyacımız olur,
											bu da alacağımız puanı artırır.
									","
											Es una puntación de 6.
											¿Podemos hacerlo mejor?
											No.
											Obtenemos la misma puntuación
rechazando el 2x7 y el 1x8
											y reemplazándolos con
3x3, 1x7 y 1x6.
											Pero si vamos más abajo en la lista,
											los números se vuelven tan pequeños
											que necesitaríamos un rango mayor
de tamaños para cubrir el lienzo,
											lo que incrementaría el resultado.
									","
											Ça nous donne un score de 6.
											Pouvons-nous faire mieux encore?
											Non.
											Nous pouvons obtenir le même score
en enlevant le 2x7 et le 1x8
											et en les remplaçant par 3x3,1x7 et 1x6.
											Mais si nous descendons
encore plus bas dans la liste,
											les nombres deviennent si petits
											que nous aurions besoin d'un rang de
tailles plus large pour couvrir la toile,
											ce qui ferait monter notre score.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											There’s no trick or formula here 
– just a bit of intuition.
											It's more art than science.
											And for larger grids,
											expert mathematicians aren’t sure whether
they’ve found the lowest possible scores.
											So how would you divide a 4x4,
											10x10,
											or 32x32 canvas?
									","
											Aqui não há nenhum truque de fórmula
- apenas um pouco de intuição.
											É mais arte do que ciência.
											Para telas maiores,
											os matemáticos não sabem bem
											se encontraram as pontuações
mais baixas possíveis.
											Como dividimos uma tela com 4x4
											com 10x10
											ou com 32x32?
									","
											Burada gizli bir numara ya da formül yok,
- sadece biraz sezgi gerekli.
											Bilimsel olmaktan 
daha çok sanat aslında.
											Ve deneyimli matematikçiler, 
daha büyük kareli alanlar için
											en düşük puanları
bulup bulamadıklarından emin değiller.
											Peki, ya siz 4x4,
											10x10,

											ya da 32x32 ölçülerindeki 
tuvalleri nasıl ayırırdınız?
									","
											No hay ningún truco o fórmula,
solo un poco de intuición.
											Es más arte que ciencia.
											Y para cuadrículas mayores
											los matemáticos expertos no saben
											si han encontrado 
los resultados más bajos posibles.
											¿Cómo dividirías un lienzo de 4x4,
											10x10
											o 32x32?
									","
											Il n'y a pas de truc ou de formule ici,
juste un peu d'intuition,
											c'est plus de l'art que de la science.
											Pour des grilles plus grandes,
											les mathématiciens ne sont pas sûrs
d'avoir atteint le plus petit score.
											Alors, comment diviseriez-vous
une toile de 4x4,
											10x10,
											ou 32x32 ?
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
											Give it a try 
and post your results in the comments.
									","
											Experimenta e publica
os resultados nos comentários.
									","
											Deneyin ve sonuçlarınızı 
yorum olarak paylaşın.
									","
											Inténtalo y publica tus resultados
en los comentarios.
									","
											Essayez et postez vos résultats
dans les commentaires.
									",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
"
","
","
","
","
",Can you solve the Mondrian squares riddle?,Gordon Hamilton,4:37,"TED-Ed,math"
