en,pt,tr,de,fr,title,speaker,duration,tags
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											When you first arrive,
you need to find a lawyer
											and fill out legal documents
within two weeks.
											You also need to schedule a medical exam
with a pre-authorized physician,
											just so that you can apply
for a work permit.
											And you need to start looking
for a place to live
											before you receive
any sort of social assistance.
									","
											A primeira coisa a fazer, quando chegam,
é arranjar um advogado
											e preencher documentos legais
num prazo de duas semanas.
											Também precisam programar
um exame médico
											com um médico pré-autorizado,
											para poderem requerer
uma autorização de trabalho.
											É preciso começar a procurar
um local para viver,
											antes de receber qualquer
tipo de assistência social.
									","
											İlk geldiğinizde bir avukat bulmanız
											ve iki hafta içinde resmi evrakları
doldurmanız gerekiyor.
											Aynı zamanda çalışma iznine
başvurabilmeniz için
											yetkili bir doktor ile muayene
ayarlamanız gerekiyor.
											Herhangi bir sosyal yardım almadan önce
											yaşayacak bir yer bakmaya
başlamanız gerekiyor.
									","
											Wenn man ankommt, muss man
zunächst einen Anwalt finden
											und Formulare innerhalb
von zwei Wochen ausfüllen.
											Auch eine Untersuchung
durch einen autorisierten Arzt ist nötig,
											nur um eine Arbeitserlaubnis
beantragen zu können.
											Man muss sich eine Bleibe suchen,
											bevor man Sozialhilfe
in Anspruch nehmen kann.
									","
											À votre arrivée,
vous devez trouver un avocat
											et remplir des documents juridiques
sous deux semaines.
											Vous devez aussi passer un examen médical
avec un médecin agréé,
											juste pour une demande
de permis de travail.
											Vous devez ensuite chercher un logement
											avant de pouvoir bénéficier
de l'aide sociale.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											With thousands fleeing the United States
											to seek asylum in Canada
over the past few years,
											we quickly saw what it looks like
											when there are more people who need help
than there are resources to help them.
											Social services doesn't scale quickly,
											and even if communities do their best
											to help more people
with limited resources,
											newcomers end up spending
more time waiting in limbo,
											not knowing where to turn.
									","
											Com milhares a fugir dos EUA,
											e a procurar asilo no Canadá,
nos últimos anos,
											vimos logo o que ia acontecer
											quando há mais pessoas a precisar de ajuda
do que recursos para os ajudar.
											Os serviços sociais
não aumentam rapidamente
											e, apesar de as comunidades
fazerem o melhor que podem,
											para ajudarem as pessoas
com recursos limitados,
											os recém-chegados gastam
muito tempo à espera no limbo,
											sem saberem para onde se virar.
									","
											Son birkaç yıldır 
Amerika Birleşik Devletleri'nden kaçarak
											Kanada'da sığınma talep eden
binlerce kişi ile birlikte
											onlara yardım edecek kaynaklardan daha çok
yardıma muhtaç insan olmasının
											nasıl bir şey olduğunu hemen gördük.
											Sosyal hizmetler hemen ayarlamıyor
											ve topluluklar kısıtlı olanaklarla
daha fazla insana yardım etmek için
											elinden geleni yapsa bile yeni gelenler 
nereye gideceklerini bilmeden
											belirsizlik içinde bekleyerek 
daha fazla zaman geçiriyorlar.
									","
											Angesichts der tausenden
Flüchtlinge aus den USA,
											die in den letzten Jahren
in Kanada Asyl suchten,
											sahen wir schnell, wie es ist,
											wenn es mehr Hilfsbedürftige
als Mittel gibt.
											Sozialdienste passen sich nur langsam an.
											Auch wenn die Gemeinden ihr Bestes geben,
											um mit begrenzten Ressourcen
mehr Menschen zu helfen,
											bleiben Neuankömmlinge
verstärkt im Ungewissen
											und wissen nicht,
an wen sie sich wenden sollen.
									","
											Avec les milliers de réfugiés
des États-Unis
											demandant l'asile au Canada
ces dernières années,
											on a vite vu ce que ça donne
											lorsqu'il y a plus de gens dans le besoin
que de ressources pour les aider.
											Les services sociaux
ne s'adaptent pas rapidement,
											et même si les communautés
font de leur mieux
											pour aider plus de gens
avec des moyens limités,
											les arrivants attendent
longtemps dans l'incertitude
											sans savoir vers où se tourner.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											In Montreal, for example,
											despite millions of dollars being spent
to support resettlement efforts,
											nearly 50 percent of newcomers
still don't know
											that there are free resources that exist
											to help them with everything
from filling out paperwork
											to finding a job.
											The challenge is not
that this information doesn't exist.
											On the contrary, those in need are often
bombarded with so much information
											that it's difficult
to make sense of it all.
											""Don't give me more information,
just tell me what to do,""
											was a sentiment we heard
over and over again.
											And it reflects how insanely difficult
it could be to get your bearings
											when you first arrive in a new country.
											Hell, I struggled with the same issues
when I got to Montreal,
											and I have a PhD.
									","
											Em Montreal, por exemplo,
											apesar de se gastarem milhões de dólares
para apoiar o esforço de realojamento,
											quase 50% dos recém-chegados
ainda não sabem
											que existem recursos gratuitos

											para os ajudar com tudo,
desde o preenchimento da papelada
											até arranjar trabalho.
											O problema não é
que essas informações não existam.
											Pelo contrário, os que precisam de ajuda
são bombardeados com tantas informações
											que é difícil perceberem aquilo tudo.
											""Não me dem mais informações,
digam-me só o que devo fazer""
											era um lamento
que ouvíamos a toda a hora.
											Reflete como é extremamente difícil
orientarmo-nos
											quando chegamos a um país
pela primeira vez.
											Eu tive a mesma dificuldade
quando cheguei a Montreal
											e tenho um doutoramento.
									","
											Örneğin, Montreal'de yerleştirme 
çabalarını desteklemek için
											milyonlarca dolar harcanmasına rağmen
neredeyse yeni gelenlerin %50'si
											hâlâ evrak işlerini doldurmaktan 
iş bulmaya kadar her şeye yardım edecek
											ücretsiz olanaklar olduğunu bilmiyor.
											Bu bilginin var olmaması zorluk değil.
											Tam tersine yardıma muhtaçlar genelde
o kadar fazla bilgi bombardımanına
											tutuluyorlar ki hepsini anlamak zor.
											""Bana daha fazla bilgi verme, 
sadece ne yapacağımı söyle""
											tekrar tekrar duyduğumuz bir düşünceydi.
											Yeni bir ülkeye ilk kez vardığınızda 
nerede olduğunuzu öğrenmenin
											ne kadar akıl dışı bir şekilde 
zor olduğunu yansıtıyor.
											Montreal'a geldiğimde ben de 
aynı sorunlarla uğraştım
											ve benim doktoram var.
									","
											In Montreal etwa wissen fast 50 % —
											trotz Millioneninvestitionen
in Eingliederungsmaßnahmen —
											immer noch nicht von den
kostenfreien Hilfsangeboten
											für alles von formalem Papierkram
bis hin zur Jobsuche.
											Die Herausforderung ist nicht,
dass keine Informationen vorliegen.
											Im Gegenteil, Bedürftige werden
so sehr mit Infos bombardiert,
											dass es schwer ist,
aus ihnen schlau zu werden.
											""Geben Sie mir nicht
noch mehr Informationen,
											sagen Sie mir nur, was ich tun soll"",
hörten wir immer wieder.
											Es zeigt, wie schwer
die Orientierung sein kann,
											wenn man in einem fremden Land ankommt.
											Ich hatte die gleichen Probleme,
als ich in Montreal ankam,
											und ich habe einen Doktortitel.
									","
											À Montréal, par exemple,
											malgré les millions de dollars de dépenses
pour les efforts de réinstallation,
											près de 50 % des immigrants 
ne savent toujours pas
											qu'il existe des ressources gratuites
											qui peuvent les aider
à remplir leurs documents
											et à trouver un emploi.
											Ce n'est pas que
l'information n'existe pas.
											Au contraire, ceux dans le besoin
sont bombardés de tellement d'informations
											qu'il est difficile de s'y retrouver.
											« Ne me donnez pas plus d'informations,
dites-moi ce qu'il faut faire »,
											voilà ce qu'on n'a pas arrêté d'entendre.
											Cela montre à quel point il peut être
difficile de trouver ses repères
											lorsqu'on arrive dans un nouveau pays.
											J'ai moi-même rencontré ces difficultés
lorsque je suis arrivé à Montréal,
											et j'ai un doctorat.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											As another member of our team,
himself also a refugee, put it:
											""In Canada, a SIM card
is more important than food,
											because we will not die from hunger.""
											But getting access to the right
resources and information
											can be the difference
between life and death.
											Let me say that again:
											getting access to the right
resources and information
											can be the difference
between life and death.
									","
											Como disse outro membro da nossa equipa,
também um refugiado:
											""No Canadá, um cartão SIM
é mais importante que comida,
											""porque não morreremos de fome"".
											Mas ter acesso aos recursos
e às informações adequadas
											pode fazer a diferença
entre a vida e a morte.
											Vou repetir;
											ter acesso aos recursos
e às informações adequadas
											pode fazer a diferença
entre a vida e a morte.
									","
											Kendi de bir mülteci olan takımımızın 
başka bir üyesinin de söylediği üzere:
											""Kanada'da bir SIM kart
yiyecekten daha önemlidir
											çünkü açlıktan ölmeyiz.""
											Ama doğru kaynaklara ve bilgiye ulaşmak
hayat ve ölüm arasındaki fark olabilir.
											Tekrar edeyim:
											doğru kaynaklara ve bilgiye ulaşmak
hayat ve ölüm arasındaki fark olabilir.
									","
											Ein anderes Teammitglied,
auch Flüchtling, sagte:
											""In Kanada ist eine SIM-Karte
wichtiger als Essen,
											weil wir nicht verhungern werden.
											Aber der Zugang zu den
richtigen Mitteln und Informationen
											kann den Unterschied
zwischen Leben und Tod bedeuten.""
											Ich sage es noch einmal:
											Der Zugang zu den richtigen
Mitteln und Informationen
											kann den Unterschied
zwischen Leben und Tod bedeuten.
									","
											Comme l'a dit un membre
de notre équipe, lui-même réfugié :
											« Au Canada, une carte SIM
est plus importante que la nourriture,
											car on ne mourra pas de faim ».
											Mais l'accès aux ressources
et aux informations appropriées
											peut faire la différence
entre la vie et la mort.
											Je le dis encore une fois :
											l'accès aux ressources
et aux informations appropriées
											peut faire la différence
entre la vie et la mort.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											In order to address these issues,
											we built Atar,
											the first-ever AI-powered virtual advocate
											that guides you step-by-step
through your first week
											of arriving in a new city.
											Just tell Atar what you need help with.
											Atar will then ask you
some basic questions
											to understand your unique circumstances
											and determine your eligibility
for resources.
											For example: Do you have
a place to stay tonight?
											If not, would you prefer
an all-women's shelter?
											Do you have children?
											Atar will then generate
a custom, step-by-step to-do list
											that tells you everything
that you need to know,
											from where to go, how to get there,
											what to bring with you
											and what to expect.
											You can ask a question at any time,
											and if Atar doesn't have an answer,
											you'll be connected
with a real person who does.
									","
											Para resolver estes problemas,
criámos Atar,
											o primeiro defensor virtual
alimentado por Inteligência Artificial
											que orienta, passo a passo,
durante a primeira semana
											depois da chegada a uma nova cidade.
											Basta dizer a Atar em que é
que é preciso ajuda
											e a Atar, depois, faz
algumas perguntas básicas
											para perceber
as circunstâncias individuais
											e determinar o grau de elegibilidade
para os recursos.
											Por exemplo: ""Tem um sítio
onde passar esta noite?
											""Se não tem, prefere um abrigo
só para mulheres?
											""Tem crianças?""
											Depois, Atar gera uma lista de tarefas,
personalizada, passo a passo,
											que diz tudo o que é preciso saber,
											desde onde ir, como lá chegar,
											o que se deve levar
											e o que é que se deve esperar.
											Pode-se fazer uma pergunta
sempre que se quiser.
											Se a Atar não tiver resposta,
											é-se ligado a uma pessoa real
que responde.
									","
											Bu sorunlarla ilgilenmek 
için Atar'ı kurduk,
											yeni bir şehre vardığınız ilk hafta 
boyunca sizi adım adım yönlendiren
											ilk Al-güçlü sanal destekleyici.
											Atar'a sadece neye yardıma 
ihtiyacınız olduğunu söyleyin.
											Atar daha sonra nadir durumunuzu anlamak 
ve kaynaklar için uygunluğunuzu belirlemek
											için size bazı temel sorular soracak.
											Örneğin: Bu gece kalacak 
bir yeriniz var mı?
											Yoksa sadece kadınların kaldığı
bir barınağı mı tercih edersiniz?
											Çocuğunuz var mı?
											Atar daha sonra size bilmeniz 
gereken her şeyi söyleyen
											bir adım adım yapılacak 
listesi oluşturacak,
											nereye gitmeniz, oraya nasıl gitmeniz,
											yanınızda ne getirmeniz gerektiği 
ve ne beklemeniz gerektiği.
											Ne zaman isterseniz soru sorabilirsiniz
											ve eğer Atar'ın bir cevabı yoksa 
cevabı olan gerçek birine bağlanacaksınız.
									","
											Deshalb entwickelten wir Atar,
											den ersten automatisierten
virtuellen Anwalt,
											der einen schrittweise
durch die ersten Wochen
											in einer neuen Stadt begleitet.
											Man muss Atar nur sagen,
wofür man Hilfe braucht.
											Atar stellt dann
einige grundsätzliche Fragen,
											um die spezifischen Umstände zu verstehen
											und über die Voraussetzung
für Hilfsmittel zu entscheiden.
											Zum Beispiel: Haben Sie
eine Übernachtungsmöglichkeit?
											Falls nicht, bevorzugen Sie
ein Frauenhaus?
											Haben Sie Kinder?
											Atar erstellt dann eine spezielle,
schrittweise To-Do-Liste,
											die genau beschreibt, was zu tun ist:
											wo man hinmuss, wie man dort hinkommt,
											was man mitnehmen muss
und was zu erwarten ist.
											Man kann jederzeit eine Frage stellen
											und falls Atar keine Antwort hat,
											bekommt man sie von einer echten Person.
									","
											Afin de résoudre ces problèmes,
											nous avons créé Atar,
											le premier agent virtuel piloté
par une intelligence artificielle
											qui vous guide pas à pas
lors de votre première semaine
											dans une nouvelle ville.
											Demandez juste à Atar de vous aider.
											Atar répond en posant
des questions basiques
											pour comprendre vos circonstances
											et déterminer les ressources
dont vous avez besoin.
											Par exemple : avez-vous
un logement pour ce soir ?
											Si non, voulez-vous un abri pour femmes ?
											Avez-vous des enfants ?
											Atar génère ensuite
une liste d'étapes personnalisée
											de tout ce que vous devez savoir :
											où aller, comment s'y rendre,
											ce qu'il faut apporter
											et à quoi s'attendre.
											On peut lui poser une question
n'importe quand,
											et si Atar n'a pas la réponse,
											vous serez mis en relation
avec une vraie personne.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
											But what's most exciting
											is that we help humanitarian
and service organizations
											collect the data and the analytics
that's necessary to understand
											the changing needs of newcomers
											in real time.
											That's a game changer.
											We've already partnered with the UNHCR
											to provide this technology in Canada,
											and in our work have conducted
campaigns in Arabic, English,
											French, Creole and Spanish.
									","
											O mais estimulante
											é que ajudamos organizações
humanitárias e de serviços
											a recolher dados e as análises
necessárias para compreender
											as necessidades variáveis
dos recém-chegados,
											em tempo real.
											É uma coisa que altera tudo.
											Já fizemos uma parceria
com a UNHCR,
											para fornecer esta tecnologia
no Canadá
											e, no nosso trabalho, fizemos
campanhas em árabe, inglês,
											francês, crioulo e espanhol.
									","
											Fakat en heyecan verici şey ise
insancıl ve hizmet örgütlerinin
											gerçek zamanda yeni gelenlerin değişen 
ihtiyaçlarını anlamak için gerekli olan
											bilgi ve analitikleri 
toplamasına yardım ediyoruz.
											Bu ezber bozan bir şey.
											Kanada'da ve Arapça, İngilizce, Fransızca,
Kreole ve İspanyolca düzenlenen
											kampanyalardaki işlerimizde 
bu teknolojiyi sağlamak için
											çoktan UNHCR ile ortak olduk.
									","
											Das Beste daran ist,
											dass wir humanitären
und Service-Organisationen helfen,
											die notwendigen Daten
und Analysen zu sammeln,
											um die sich ändernden Bedürfnisse
der Neuankömmlinge
											in Echtzeit zu verstehen.
											Das ist revolutionär.
											Wir arbeiten mit dem UNHCR zusammen,
											um diese Technologie in Kanada anzubieten,
											und haben gemeinsam Kampagnen
auf Arabisch, Englisch, Französisch,
											Kreolisch und Spanisch durchgeführt.
									","
											Le plus excitant dans tout ça,
											c'est qu'on aide
les organisations humanitaires
											à collecter les données nécessaires
pour comprendre
											les besoins changeants
des réfugiés en temps réel.
											Ça change la donne.
											On s'est associés avec l'UNHCR
											pour fournir cette technologie au Canada,
											et on a mené des projets
en arabe, en anglais,
											en français, en créole et en espagnol.
									",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
"
","
","
","
","
",What refugees need to start new lives,Muhammed Idris,6:07,"refugees,society,identity,community,humanity,culture,immigration,social change,global issues,collaboration,TED Residency"
