es,en,de,title,speaker,duration,tags
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Y entonces llega el crítico de arte.
Fue fantástico.
									","
											But here comes the art critic. Oh, that was fantastic.
									","
											Jetzt der Kunstkritiker. 
Oh, das war fantastisch.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											El primero fue Jonathan Jones de The Guardian.
											""Lo siento, MoMA, los videojuegos no son arte"".
											¿Alguna vez dije que eran arte? Estaba hablando de diseño interactivo. Discúlpeme.
											""Exhibir el Pac-Man y el Tetris 
junto a Picasso y Van Gogh""...
											Están a dos pisos de distancia. (Risas)
											""significaría que se terminó el juego de cualquier comprensión verdadera del arte"".
											Así que les traigo el fin del mundo.
											¿Hablábamos antes de la Revelación? Está llegando.
											Y Jonathan Jones lo está haciendo posible.
									","
											So the first was Jonathan Jones from The Guardian.
											""Sorry, MoMA, video games are not art.""
											Did I ever say they were art? I was talking about interaction design. Excuse me.
											""Exhibiting Pac-Man and Tetris alongside Picasso and Van Gogh"" —
											They're two floors away. (Laughter) —
											""will mean game over for any real understanding of art.""
											I'm bringing in the end of the world. You know?
											We were talking about the rapture? It's coming.
											And Jonathan Jones is making it happen.
									","
											Zuerst Jonathan Jones 
vom Guardian.
											""Sorry, MoMA, Videospiele 
sind nicht Kunst.""
											Sagte ich je, das sei Kunst? 
Interaktionsdesign. Sorry.
											""Pac-Man und Tetris neben 
Picasso und Van Gogh..."" –
											Sie sind zwei Etagen 
entfernt. (Lachen) –
											""...bedeutet das Aus
für echtes Kunstverständnis.""
											Ich führe das Ende 
der Welt herbei.
											Redeten wir über 
die Entrückung? Sie kommt.
											Und Jonathan Jones 
macht es möglich.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											El mismo Guardian lo refuta,
											""¿Los video juegos son arte?: 
el debate que ni debería existir.
											La semana pasada, el crítico de arte de The Guardian bla, bla sugirió
											que los juegos no pueden ser considerados arte. Pero, ¿es cierto?
											¿Y acaso importa?"". Gracias. ¿Importa?
									","
											So the same Guardian rebuts,
											""Are video games art: the debate that shouldn't be.
											Last week, Guardian art critic blah blah suggested
											that games cannot qualify as art. But is he right?
											And does it matter?"" Thank you. Does it matter?
									","
											Derselbe Guardian widerlegt,
											""Sind Videospiele Kunst: 
eine unnötige Debatte.
											Letzte Woche schlug unser
Kunstkritiker bla bla vor,
											dass Spiele keine Kunst sind.
Aber hat er recht?
											Und spielt es eine Rolle?"" 
Vielen Dank. Tut es das?
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Saben, una vez más reaparece el problema
											de confundir diseño con arte,
											o la idea tan difusa de que los diseñadores quieren
											ser o ser llamados artistas.
											No. Los diseñadores aspiran a ser 
realmente grandes diseñadores.
											Muchas gracias. Y eso es más que suficiente.
									","
											You know, it's like once again there's this whole problem
											of design being often misunderstood for art,
											or the idea that is so diffuse that designers want to
											aspire to, would like to be called, artists.
											No. Designers aspire to be really great designers.
											Thank you very much. And that's more than enough.
									","
											Auf einmal ist da wieder 
dieses ganze Problem,
											dass Design oft als Kunst 
missverstanden wird,
											oder die diffuse Idee,
dass Designer
											erstreben, Künstler genannt
zu werden.
											Nein. Designer erstreben,
große Designer zu sein.
											Vielen Dank. Und das ist 
mehr als genug.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Así que mi caballero de brillante armadura,
John Maeda,
											sin previo aviso, salió con esta gran declaración
											sobre por qué los video juegos están en el MoMA.
											Y fue fantástico. Y pensé que era el punto.
									","
											So my knight in shining armor, John Maeda,
											without any prompt, came out with this big declaration
											on why video games belong in the MoMA.
											And that was fantastic. And I thought that was it.
									","
											Mein edler Ritter, John Maeda,
											gab unaufgefordert diese
große Erklärung ab,
											warum Videospiele 
in das MoMA gehören.
											Das war fantastisch. Ich dachte, 
das war es.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Pero luego apareció otro artículo muy pretencioso
											que salió en The New Republic, tan pretencioso,
											de Liel Leibovitz que decía: ""El MoMA ha confundido videojuegos con arte"". Otra vez.
											""El Museo pone el Pac-Man junto a Picasso"".
Otra vez.
											""No entienden la idea"".
											Discúlpame. Tú no entiendes la idea.
											Y aquí, miren, la pregunta anterior 
se hace sin rodeos:
											""¿Los video juego son arte? No. Los video juegos no son arte
											porque son más bien otra cosa: código"".
											Así que Picasso no es arte 
porque es pintura de aceite. ¿Verdad?
									","
											But then there was another wonderfully pretentious article
											that came out in The New Republic, so pretentious,
											by Liel Leibovitz, and it said, ""MoMA has mistaken video games for art."" Again.
											""The museum is putting Pac-Man alongside Picasso."" Again.
											""That misses the point.""
											Excuse me. You're missing the point.
											And here, look, the above question is put bluntly:
											""Are video games art? No. Video games aren't art
											because they are quite thoroughly something else: code.""
											Oh, so Picasso is not art because it's oil paint. Right?
									","
											Aber dann gab es einen 
wunderbar prätentiösen Artikel,
											der in ""The New Republic"" 
erschien, so anmaßend,
											Liel Leibovitz: ""Videospiele im
MoMA mit Kunst verwechselt.""
											""Das Museum stellt Pac-Man 
neben Picasso aus."" Wieder.
											""Das ist am
Thema vorbei.""
											Entschuldigung. Du bist 
am Thema vorbei.
											Die obige Frage ist unverblümt:
											""Sind Videospiele Kunst?
Nein. Sie sind keine Kunst,
											weil sie substanziell
etwas anderes sind: Code.""
											Picasso ist keine Kunst,
weil es Ölfarbe ist. Richtig?
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Es fantástico ver
											cómo estas plumas se alteraron,
											y estas reacciones fueron tan vehementes.
											¿Y saben qué?
											El Festival Internacional de Videos de Gatos
											no provocó tantas reacciones. (Risas)
											Creo que fue realmente fantástico.
											Hablamos de ponis bailarines, 
pero estaba realmente celosa
											del Centro de Arte Walker por realizar este festival,
											porque es muy, muy maravilloso.
											Y está esta frase de Flaubert que me encanta:
											""Siempre he procurado vivir en una torre de marfil,
											pero una marea de mierda golpea ahora sus muros
											y amenaza con socavarla"".
											Considero que yo soy la marea de mierda.
									","
											So it's so fantastic to see
											how these feathers that were ruffled,
											and these reactions, were so vehement.
											And you know what?
											The International Cat Video Film Festival
											didn't have that much of a reaction. (Laughter)
											I think this was truly fantastic.
											We were talking about dancing ponies, but I was really jealous
											of the Walker Arts Center for putting up this festival,
											because it's very, very wonderful.
											And there's this Flaubert quote that I love:
											""I have always tried to live in an ivory tower,
											but a tide of shit is beating at its walls,
											threatening to undermine it.""
											I consider myself the tide of shit.
									","
											Es ist wunderbar zu sehen,
											wie diese Federn
zerzaust wurden,
											und die vehementen
Reaktionen.
											Und wissen Sie was?
											Auf das internationale 
Katzen-Video-Film-Festival
											gab es nicht so eine Reaktion. 
(Lachen)
											Das war wirklich fantastisch.
											Wir redeten über tanzende Ponys, 
aber ich war richtig eifersüchtig
											auf das Walker Arts Center 
für das Ausrichten des Festivals,
											denn es ist so wunderbar.
											Ich liebe dieses
Zitat von Flaubert:
											""Ich habe immer versucht, 
in einem Elfenbeinturm zu leben,
											aber eine Flut von Scheiße 
schlägt an seine Mauern,
											sodass sie einzustürzen 
drohen.""
											Ich halte mich für 
die Flut von Scheiße.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											(Risas) (Aplausos)
									","
											(Laughter) (Applause)
									","
											(Lachen) 
(Beifall)
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Saben, hemos tenido que lidiar con esto.
											Incluso en la década de 1930, los colegas
											que trataban de armar una exposición 
de arte abstracto
											tenían todas estas obras retenidas 
por los oficiales de aduana
											que determinaron que no eran arte.
											Sucedió antes y sucederá en el futuro,
											pero justo ahora puedo decirles 
que estoy tan, tan orgullosa
											de haber sido capaz de que el Pac-Man forme parte de la colección del MoMA.
											Y lo mismo con la versión original del Tetris, 
la soviética.
											Verán, la cantidad de trabajo,
											sí, Alexey Pajitnov trabajaba 
para el gobierno soviético
											y así fue cómo desarrolló el Tetris
											y el mismo Alexey reconstruyó todo el juego
											e incluso nos dio una simulación 
de tubo de rayos catódicos
											que lo hace ver ligeramente bombardeado.
											Y es fantástico.
									","
											You know, we have to go through that.
											Even in the 1930s, my colleagues
											that were trying to put together an abstract art show
											had all of these works stopped by the customs officers
											that decided they were not art.
											So it's happened before, and it will happen in the future,
											but right now I can tell you that I am so, so proud
											to be able to call Pac-Man part of the MoMA collection.
											And the same with, for instance, Tetris, original version, the Soviet one.
											And you know, the amount of work —
											yeah, Alexey Pajitnov was working for the Soviet government
											and that's how he developed Tetris,
											and Alexey himself reconstructed the whole game
											and even gave us a simulation of the cathode ray tube
											that makes it look slightly bombed.
											And it's fantastic.
									","
											Wissen Sie, wir müssen da durch.
											Sogar in den 1930ern, als
meine Kolleginnen und Kollegen
											eine abstrakte Kunst-
ausstellung zusammenstellten,
											wurden all diese Werke von 
Zollbeamten zurückgehalten,
											da sie nicht als
Kunst galten.
											Es geschah zuvor,
es wird wieder geschehen,
											aber momentan 
bin ich sehr stolz,
											dass Pac-Man Teil 
der MoMA-Kollektion ist.
											Das gleiche gilt für Tetris, 
sowjetische Originalversion.
											Und wissen Sie, 
die Menge an Arbeit –
											Alexey Pajitnov war für 
die sowjetische Regierung tätig.
											So hat er Tetris entwickelt,
											Alexey selbst rekonstruierte 
das gesamte Spiel
											und gab uns sogar 
eine Simulation der Bildröhre,
											wodurch es so leicht 
beschädigt aussieht.
											Es ist fantastisch.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Así que detrás de estas adquisiciones hay una cantidad enorme de trabajo,
											porque seguimos siendo el Museo de Arte Moderno,
											por lo que incluso cuando abordamos 
la cultura popular,
											la abordamos como una forma de diseño interactivo
											y como algo que tiene que estar 
en la colección del MoMA,
											por lo tanto, tiene que ser investigado.
											Así que para elegir el marvilloso Another World
											de Eric Chahi, entre otros,
											reunimos un panel de expertos
											y trabajamos sobre esta adquisición,
											y en general soy yo junto a Kate Carmody 
y Paul Galloway.
											Trabajamos un año y medio en eso.
											Mucha gente nos ayudó: diseñadores de juegos,
											podrían conocer a Jamin Warren
											y sus colaboradores de la revista Kill Screen,
											y también, por ejemplo, a Kevin Slavin.
											Molestamos a todos, 
porque sabíamos que no sabíamos.
											No éramos realmente jugadores de videojuegos
											así que tuvimos que hablar con ellos.
											Y decidimos, por supuesto, tener el Sim City 2000,
											no el otro Sim City, ese en particular,
											los criterios que establecimos por el camino
											eran realmente sólidos 
y no solo criterios de selección.
											También fueron criterios de exposición
y de conservación.
											Eso es lo que hace que esta compra 
sea algo más que un jueguito
											o una pequeña broma. Es realmente una forma de pensar en cómo conservar
											y exhibir artefactos que cada vez más
											serán parte de nuestras vidas en el futuro.
											Vivimos hoy, como saben, no en el mundo digital,
											ni en el físico, sino en la clase de minestrone
											que nuestra mente hace de los dos.
									","
											So behind these acquisitions is an enormous amount of work,
											because we're still the Museum of Modern Art,
											so even when we tackle popular culture,
											we tackle it as a form of interaction design
											and as something that has to go into the collection at MoMA,
											therefore, has to be researched.
											So to get to choosing Eric Chahi's
											wonderful Another World, amongst others,
											we put together a panel of experts,
											and we worked on this acquisition,
											and it's mostly myself and Kate Carmody and Paul Galloway.
											We worked on it for a year and a half.
											So many people helped us — designers of games,
											you might know Jamin Warren
											and his collaborators at Kill Screen magazine,
											and you know, Kevin Slavin. You name it.
											We bugged everybody, because we knew that we were ignorant.
											We were not real gamers enough,
											so we had to really talk to them.
											And so we decided, of course, to have Sim City 2000,
											not the other Sim City, that one in particular,
											so the criteria that we developed along the way
											were really strong, and were not only criteria of selection.
											They were also criteria of exhibition and of preservation.
											That's what makes this acquisition more than a little game
											or a little joke. It's truly a way to think of how to preserve
											and show artifacts that will more and more
											become part of our lives in the future.
											We live today, as you know very well, not in the digital,
											not in the physical, but in the kind of minestrone
											that our mind makes of the two.
									","
											Jede Menge Arbeit 
ging in die Akquisitionen,
											denn wir sind 
noch stets das MoMA.
											Auch wenn wir uns
der Populärkultur annehmen,
											wir nehmen es als eine
Form des Interaktionsdesign an
											und als etwas, das in die 
MoMA-Sammlung gehört.
											Daher muss es
erforscht werden.
											Um die Auswahl für
Eric Chahis
											wunderbares ""Another World"",
zu treffen,
											haben wir ein Gremium von 
Experten zusammengestellt
											und haben an der
Akquisition gearbeitet.
											Meist waren das ich, Kate Carmody 
und Paul Galloway.
											Wir haben anderthalb Jahre
daran gearbeitet.
											So viele Menschen halfen uns – 
Spieledesigner,
											Sie kennen vielleicht
Jamin Warren
											und seine Mitarbeiter beim 
""Kill Screen""-Magazin,
											und Kevin Slavin. 
Alle möglichen.
											Wir nervten alle, weil wir 
wussten, dass wir unwissend sind.
											Wir waren keine 
echten Gamer,
											daher mussten wir 
mit ihnen sprechen.
											Wir beschlossen, dass wir
""Sim City 2000"" wollten,
											nicht die anderen Sim City, 
sondern genau das.
											Die Kriterien, die wir 
währenddessen entwickelten,
											waren wirklich stark, und waren 
nicht nur Auswahlkriterien.
											Es ging auch um die 
Ausstellung und Bewahrung.
											Das macht diese Akquisition 
mehr als ein kleines Spiel
											oder einen kleinen Scherz. 
Es geht um die Art der Bewahrung
											und darum, Artefakte zu zeigen, 
die mehr und mehr
											Teil unseres Lebens 
in der Zukunft werden.
											Wir leben heute, 
nicht in der digitalen,
											nicht in der physischen, 
sondern in der Art von Minestrone,
											die unser Geist
aus beiden macht.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
											Y ahí es donde realmente 
se encuentra la interacción,
											y esa es la importancia de la interacción.
											Y para explicar la interacción, necesitamos
											traer gente y hacer que se den cuenta
											de que la interacción es parte de sus vidas.
											Cuando hablo de esto, 
no hablo solo de videojuegos,
											que son, en cierto modo, 
la forma más pura de interacción,
											libre de cualquier tipo de función o finalidad.
											También hablo de la máquina expendedora 
de MetroCard,
											que considero una obra maestra de la interacción.
											Es decir, la interfaz es hermosa.
											Parece un chico corpulento de la oficina de tránsito que sale del túnel.
											Con tus guantes
realmente puedes pasar
											la MetroCard, y me refiero a lo malo
											que son generalmente los cajeros automáticos.
											Así que dejo que la gente entienda que está en ellos
											saber cómo juzgar la interacción
											con el fin de saber cuándo es buena 
y cuándo es mala.
											Cuando muestro los Sims
											trato de hacerle sentir a la gente
qué significa realmente
											tener relación con los Sims,
											no solo diversión, sino también la responsabilidad
											que vino con el Tamagotchi.
									","
											And that's really where interaction lies,
											and that's the importance of interaction.
											And in order to explain interaction, we need to really
											bring people in and make them realize
											how interaction is part of their lives.
											So when I talk about it, I don't talk only about video games,
											which are in a way the purest form of interaction,
											unadulterated by any kind of function or finality.
											I also talk about the MetroCard vending machine,
											which I consider a masterpiece of interaction.
											I mean, that interface is beautiful.
											It looks like a burly MTA guy coming out of the tunnel.
											You know, with your mitt you can actually paw
											the MetroCard, and I talk about how bad
											ATM machines usually are.
											So I let people understand that it's up to them
											to know how to judge interaction
											so as to know when it's good or when it's bad.
											So when I show The Sims,
											I try to make people really feel what it meant
											to have an interaction with The Sims,
											not only the fun but also the responsibility
											that came with the Tamagotchi.
									","
											Dort findet man 
Interaktion
											und das ist das Wichtige
an der Interaktion.
											Um Interaktion zu erklären, 
müssen wir wirklich
											Menschen einbinden und 
ihnen klarmachen,
											wie Interaktion ein Teil 
ihres Lebens ist.
											Wenn ich darüber rede, 
meine ich nicht nur Videospiele,
											die in gewisser Weise die 
reinste Form der Interaktion sind,
											unverfälschte durch jede Art von 
Funktion oder Endlichkeit.
											Ich rede auch über 
den MetroCard-Automaten,
											den ich als Meisterwerk 
der Interaktion ansehe.
											Die Oberfläche
ist wunderschön.
											Es sieht aus wie ein stämmiger 
MTA-Mann im Tunnelausgang.
											Man kann sogar mit seinem 
Handschuh die MetroCard
											dagegenhalten und 
ich weiß, wie
											schrecklich Geldautomaten 
in der Regel sind.
											Ich mache Menschen begreiflich, 
dass es an ihnen liegt
											zu verstehen, wie man 
Interaktion beurteilen soll,
											um zu wissen, wann es gut ist
oder wann es schlecht ist.
											Wenn ich ""Die Sims"" zeige,
											lasse ich Menschen fühlen, 
was es bedeutet,
											eine Interaktion mit 
""Die Sims"" zu haben,
											nicht nur den Spaß, 
sondern auch die Verantwortung,
											die mit dem 
Tamagotchi kam.
									",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
"
","
","
",Why I brought Pac-Man to MoMA,Paola Antonelli,18:42,"art,design,gaming,museums"
