de,tr,title,speaker,duration,tags
"
											Mädchen: Ich will sterben. Jeden Tag wache
ich auf und wünschte, ich wäre tot.
											Wenn er mich nicht tötet,
werde ich mich töten.
									","
											Kız: Ölmek istiyorum. Her gün uyandığımda
keşke ölseydim diyorum.
											Eğer beni o öldürmezse 
galiba bunu kendim yapacağım.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Pam: Gut, dass du anrufst.
											Lass uns ganz vorne anfangen.
									","
											Pam: Aramana memnun oldum.
											İstersen en baştan başlayalım.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Sophie Andrews: Pam befragte
das Mädchen behutsam.
											Sie sagte nicht viel, es gab oft Pausen.
											Aber sie war bei der Sache,
											und Pam am Telefon zu haben,
fühlte sich gut an.
											Ich war das 14-jährige Mädchen,
das da anrief.
											Das war ich in der Telefonzelle.
											Ich lief von Zuhause weg
und schlief in den Straßen von London.
											Ich wurde von meinem Vater
und seinen Freunden sexuell missbraucht.
											Täglich verletzte ich mich selbst. 
Ich war selbstmordgefährdet.
											Bei meinem ersten Anruf bei den Samaritern
war ich 12 und total verzweifelt.
											Das war ein paar Monate nachdem
mich meine Mutter verlassen hatte.
											Sie ging einfach und ließ mich zurück.
											Durch die Misshandlungen meines Vaters
und seiner Freunde,
											wurde ich zum totalen Wrack.
											Ich lief weg, schwänzte die Schule
											oder kam betrunken.
											Ich hatte keine Hoffnung
und wollte sterben.
											Und dann kamen die Samariter.
									","
											Sophie Andrews: Pam, kıza nazikçe
soru sormaya devam etti.
											Çok bir şey anlatmadı; 
çoğu zaman suskundu
											ama orada biri olduğunu biliyordu
											ve Pam'in telefonda olması
onu çok rahatlatıyordu.
											Aramayı yapan 14 yaşındaki kız bendim.
											Telefon kulübesindeki bendim.
											Evden kaçmıştım ve Londra'daki
izbe sokaklarda uyuyordum.
											Babam ve arkadaşları tarafından
cinsel istismara uğruyor,
											her gün kendime zarar veriyor
ve intiharı düşünüyordum.
											İyiliksevenleri ilk aradığımda 12 yaşında
ve tamamen çaresizdim.
											Annem beni terk edeli
birkaç ay olmuştu,
											çekip gitmiş ve beni o evde bırakmıştı.
											Babam ve arkadaşlarının
elinde uğradığım suistimal
											beni mahvediyordu.
											Evden kaçıyor, okulu asıyor
											ve eve sarhoş geliyordum.
											Umutsuzdum 
ve ölmek istiyordum.
											Ve o anda İyiliksevenler 
devreye girdi.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Die Samariter [engl. Samaritans]
gibt es seit 1953.
											Das ist eine rund um die Uhr besetzte, 
vertrauliche Hilfshotline in England,
											für jeden, der verzweifelt 
und selbstmordgefährdet ist.
											Was ich ganz sicher war.
											Freiwillige beantworten die Anrufe 
täglich, rund um die Uhr
											und die Anrufe sind vertraulich.
											Als Teenager, als ich
verzweifelter denn je war,
											wurden die Samariter
zu meiner Rettungsleine.
											Sie versprachen mir
vollkommene Diskretion.
											Und dadurch konnte ich ihnen vertrauen.
											Sie zeigten nie, wie verstörend
sie meine Geschichte fanden.
											Sie waren immer für mich da
und hörten zu, ohne zu urteilen.
											Zumeist wurde ich ermutigt,
Hilfe zu holen.
											Ich fühlte mich bei ihnen
nie überfordert —
											schon interessant,
											da ich mich sonst überall
überfordert fühlte.
											Selbstverletzung
war so ziemlich das Einzige,
											das mir ein Gefühl von Kontrolle gab.
									","
											İyiliksevenler 1953'ten beri faaliyette.
											İngiltere'de 7/24 aktif olan
güvenilir bir yardım hattıdır.
											Çaresiz kalanlar veya intiharı 
düşünenlere yardım ederler
											ve ben kesinlikle öyleydim.
											Gönüllüler yılın her günü
ve saatinde telefona bakarlar.
											Görüşmeler gizli tutulur.
											Ergenlik çağlarımda,
en çaresiz anlarımda
											beni hayatta tutan şey 
İyiliksevenlerdi.
											Bana kesin gizlilik sözü verdiler
											ve bu, onlara güvenmemi sağladı.
											Anlattıklarım onları şüphesiz çok rahatsız
etse de, bunu hiç belli etmediler.
											Her zaman oradalardı
ve yargılamadan dinlediler.
											Genelde yardım almam için
nazikçe cesaret verdiler;
											Onlarla hiç kontrolsüzlük
hissi yaşamadım. —
											İlginç bir kıyaslama ama
											hayatımın diğer alanlarını
kontrolüm dışında görüyordum.
											Kontrolün bende olduğunu
hissettiğim diğer tek zaman
											kendime zarar verdiğim anlardı.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Einige Jahre später schaffte ich es,
mein Leben etwas in den Griff zu bekommen.
											Ich hatte geeignete Unterstützung,
											die mir ein Leben mit
meiner Vergangenheit erlaubte.
											Ich war nicht mehr Opfer,
sondern Überlebende des Missbrauchs.
											Mit 21 kontaktierte ich
die Samariter erneut.
											Dieses Mal wollte ich Freiwillige werden.
											Ich wollte etwas an die Organisation
zurückgeben, die mein Leben gerettet hat.
											Ich wusste, dass einfaches,
emphatisches Zuhören
											einen tiefen Effekt haben kann.
											Ich wusste, dass Zuhören,
ohne zu urteilen,
											einen gewaltigen Unterschied machen kann.
									","
											Birkaç yıl sonra, hayatımda bazı şeyleri
kontrole almayı başardım.
											Çevremde uygun bir destek buldum
											ve geçmişte olanla
yaşamama izin verdim.
											Artık bir kurban değil, cinsel
istismarla baş etmiş biriydim.
											Ve 21 yaşında, İiyiliksevenlerle 
tekrar iletişime geçtim.
											Bu sefer gönüllü olmak istiyordum.
											Hayatımı kurtaran bu kuruluşa
											borcumu ödemek istiyordum.
											Yalnızca empati kurarak 
dinlemenin bile
											çok yardımcı olduğunu 
biliyordum.
											Biliyordum ki beni yargılamadan
dinleyen biri
											çok büyük bir değişime yol açmıştı.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Ich kümmerte mich um meine Bildung,
											überzeugte jemanden mir einen Job zu geben
											und genoss meine ehrenamtliche
Mitarbeit bei den Samaritern.
											Dabei ist ""Genießen''
ein komisches Wort hier,
											weil man niemandem wünscht,
											in großer Not oder Schmerz zu sein.
											Aber ich wusste, dass ein offenes Ohr
											und jemand, der da ist,
in Zeiten der Verzweiflung
											sehr großen Einfluss hat.
											Es erfüllte mich sehr,
											dass ich, als ein Samariter,
Menschen helfen konnte.
									","
											Bu yüzden, eğitimime devam ettim,
											bana iş vermeyi kabul eden
birini buldum
											ve İyiliksevenlerdeki
gönüllü işimden çok keyif aldım
											""Keyif"" aldım derken, 
ki orası için tuhaf bir kelime,
											çünkü hiç kimse başkasının
acısı veya sıkıntısından
											keyif almayı düşünmez.
											Ama seni dinleyen bir kulağın,
											çaresizlik içindeyken 
birinin yanında olmasının
											etkisini biliyordum
											ve büyük bir tatmin duygusu yaşıyordum.
											Bir İyilikseven olarak insanlara
yardım ediyordum.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											In meiner Zeit als Freiwillige,
hatte ich viele Aufgaben.
											Ich glaube die Krönung war 2008,
als ich gebeten wurde,
											die Organisation für 3 Jahre zu leiten.
											Die verletzliche Anruferin
											aus der Telefonzelle, total verzweifelt,
											wurde zur Leiterin der Organisation
und verantwortlich für 22 000 Freiwillige.
											Ich machte damals sogar Witze:
Wer alles vermasselt hat und anruft,
											kann als Vorsitzende enden.
									","
											Buradaki gönüllü yıllarımda,
benden birçok görev istendi.
											Ama sanırım zirvesi 2008 yılındaydı,
											3 yıl boyunca organizasyona 
başkanlık yapmam istendi.
											O telefon kulübesindeki
											çaresiz ve umutsuzca yardım 
arayan kızdan,
											22 bin gönüllüsü olan ulusal bir kuruluşun
											başındaki birine dönüşmüştüm.
											Bunu bir espri konusunu yapmıştım.
											Eğer yardım istemeyi beceremezsen,
											kendini orayı yönetirken bulabilirsin.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											(Gelächter)
									","
											(Kahkahalar)
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Bei mir war das der Fall.
											Ich verstand, dass in einer Welt,
in der alles professionalisiert wird,
											der einfache Akt des Zuhörens
											so lebensverändernd sein kann.
											Es ist ein einfaches Konzept,
											das in jeglichen Situationen im Leben
angewendet werden kann.
									","
											Benim yaptığım buydu.
											Ancak, galiba yaptığımız her şeyi 
profesyonelleştirdiğimiz dünyada
											şunu gerçekten biliyorum ki
sadece dinlemek bile
											hayatları değiştirebilir.
											Sanırım bu basit bir fikir.
											Ve hayatın bütün 
alanlarında uygulanabilir.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											In den 1980ern, als ich anrief,
											war Kindesmissbrauch ein Thema,
über das niemand sprechen wollte.
											Opfer wurden oft beschuldigt,
Opfern wurden oft Vorwürfe gemacht.
											Es war eine Schande 
und niemand wollte darüber reden.
											Heute wird ein anderes Thema
von Verurteilung und Schamgefühl umgeben.
											Es herrscht ein anderes Stigma da draußen.
											Das Stigma heute ist,
über Einsamkeit zu sprechen.
											Einsamkeit und Isolation haben
schwere Auswirkungen auf die Gesundheit.
											Einsam sein kann ernsthafte Folgen
für das Wohlbefinden haben.
											Aktuelle systematische Auswertungen
											sagen sogar, dass dies
die vorzeitige Sterblichkeitsrate,
											um bis zu 30% anhebt.
											Es kann zu Bluthochdruck und 
stärkeren Depressionen führen.
											Es trägt auch zu Sterberaten bei,
											die eher Alkoholmissbrauch und
Zigarettenrauchen zugerechnet werden.
											Einsamkeit ist tatsächlich schädlicher
als 15 Zigaretten zu rauchen.
											Täglich.
											Nicht im ganzen Leben, sondern pro Tag.
											Es wird mit einem höheren
Demenzlevel assoziiert.
											Eine neue Studie fand heraus,
											dass das Alzheimer-Risiko für 
einsame Menschen doppelt so groß ist.
											Es gibt so viele Menschen, die alleine
leben, aber nicht einsam sind.
											Aber den an Demenz erkrankten
Partner zu pflegen,
											kann sehr einsam sein.
									","
											1980'lerde, İyiliksevenleri aradığımda,
											çocuk istismarı kimsenin 
konuşmak istemediği bir şeydi.
											Çoğunlukla mağdur 
suçlanır ve karalanırdı.
											Bu ayıp bir konuydu ve kimse
bunları konuşmak istemezdi.
											Bugün suçlama ve karalama
farklı bir konuda yapılıyor.
											Farklı bir damga var.
											Ve bugünkü damga ise yalnızlıkla alakalı.
											Yalnızlık ve tecritin
içe işleyen sağlık etkileri var.
											Yalnız olmanın kendi iç huzurunda
önemli bir etkisi var.
											Gözden geçirilen son
sistematik araştırmalara göre bu,
											ölüm oranlarını
											veya erken doğum ölüm oranlarını
											%30'a kadar azalttı.
											Bu yüksek tansiyona,
ileri seviyede depresyona neden olabilir.
											Ölüm oranlarıyla dengeli olan
											alkol bağımlılığı ve sigara içme
ile ilişkili olabilir.
											Yalnızlık, aslında 15 tane
sigara içmekten daha zararlıdır.
											Bir günde.
											Hayatında değil, gününde.
											Ayrıca bunamanın da 
ileri seviyesiyle ilişkilidir.
											Ayrıca yakın zamandaki bir çalışma 
yalnız insanların
											Alzheimer hastalığına yakalanma riskinin
iki kat daha fazla olduklarını buldu.
											Tabii ki de yalnız yaşayıp da
yalnız olmayan bir çok insan var.
											Ama bunama hastalığı bulunan 
partnere bakmak da
											yalnız bir yer olabilir.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Eine neue wegweisende Studie gab eine sehr
gute, klare Definition für Einsamkeit.
											Es ist ein subjektives,
unerwünschtes Gefühl
											des Fehlens oder des Verlustes 
von Gemeinschaft.
											Und das passiert,
											wenn zwischen Qualität und Quantität
von Beziehungen, die wir haben
											und die wir haben wollen,
ein Ungleichgewicht herrscht.
											In meinem Leben
habe ich die allerbeste Hilfe
											von meinen engen Freunden bekommen.
											Und von Menschen, die mir 
auf einfühlsame Weise zugehört haben.
											Fachleute, und mir ist bewusst, dass ich
hier zu Profis rede, sind sehr wichtig.
											Aber für mich war der Freiwillige,
der seine Zeit opferte,
											um mit mir urteilsfrei und 
vertraulich zu reden, lebensverändernd.
											Und das begleitete mich seither.
											Wie Sie bereits gemerkt haben:
Als Teenager war ich neben der Spur
											und wusste nicht,
ob ich am nächsten Tag noch lebe.
											Aber der Einfluss des Freiwilligen,
der mir zuhörte, ließ mich nie los.
											Als ich endlich an einem Punkt
angekommen war,
											an dem ich merkte, dass ich mit
meiner Vergangenheit klar kam,
											wollte ich etwas zurückgeben.
											Aus meiner Erfahrung kann ich sagen,
											dass Menschen, denen
erfolgreich geholfen wurde,
											immer etwas zurückgeben möchten.
											Deshalb half ich
den Samaritern 25 Jahre lang.
									","
											Son zamanlardaki önemli bir çalışma
											bize yalnızlığın ne olduğunu 
açıkça söyledi.
											Bu düşsel olan ve hoş karşılanmayan his;
											arkadaşlık eksikliği 
veya kaybında oluşur.
											Bu ilişkilerimizdeki sahip olduklarımız 
ve istediklerimizin
											nitelik ve niceliği arasında
											uyumsuzluk olduğunda ortaya çıkar.
											Hayatımda aldığım en iyi yardım;
											bu kişisel bağlantılarımdan
											ve empatiyle dinlenmekten geldi.
											Profesyoneller, farkındayım ki 
bir oda dolusu profesyonele konuşuyorum
											ve bu çok önemli bir yere sahip
											Ama benim için, zamanından vazgeçip
											beni sorgulamadan 
ve gizlilik içinde dinleyen bir gönüllünün
											hayatımı değiştirme konusunda 
çok büyük etkisi oldu.
											Ve bu beni çok etkiledi.
											Bildiğiniz gibi ergenlik yıllarımda 
kontrolden çıkmıştım.
											Her günümü bir sonraki gün yaşayacak mıyım
diye düşünerek geçiriyordum.
											Ama o gönüllünün beni dinlemesi, 
beni derin ve etkili bir şekilde etkiledi.
											Hayatımın bir anlamı olduğunu anladığımda
											her ne olduysa
onunla yaşayabileceğimi anladığımda
											bir şeyleri geri ödemek istedim.
											Ve tecrübeme göre,
											bu şekilde yardım edilen insanlar
											her zaman bir şeyleri 
geri ödemek isterler.
											İyiliksevenler'e 25 yıl gönüllü olarak 
yardım ettim.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Und dann, in 2013,
											nahm ich mich dem neuen
Stigma der Einsamkeit an,
											und startete eine neue nationale Hotline
in England, für ältere Menschen,
											namens ""The Silver Line"",
											welche ältere Menschen unterstützt,
die einsam und isoliert sind.
											In dieser kurzen Zeit haben wir bereits
1,5 Millionen Anrufe beantwortet.
											Anhand der täglichen Rückmeldungen kann
ich sagen, dass wir großen Einfluss haben.
											Einige Menschen rufen an,
um einfach so zu plaudern
											oder wegen Informationen
zu lokalen Diensten.
											Andere rufen an, weil sie 
selbstmordgefährdet sind.
											Andere rufen an, weil sie
einen Missbrauch melden.
											Manche rufen an, weil sie, wie ich damals,
alle Lebenshoffnung aufgegeben haben.
											Es ist so einfach —
die Gründung einer Hilfshotline.
											Ich blicke zurück auf die Anfänge, als ich
mit den vornehmen Titel 'Geschäftsführer'
											nur meine eigene Vorgesetzte war.
											Ich muss zugeben, das waren
die besten Besprechungen überhaupt —
									","
											Ve sonra 2013'te
											Tüm sorunu ve yeni damga olan 
yalnızlığı ele aldım.
											Yaşlılar için yeni milli yardım hattını 
İngiltere'de piyasaya sürdüm,
											adı ise Gümüş Hattı,
											yalnız ve izole olmuş yaşlı insanlara 
yardım etmeyi amaçlıyor.
											Kısa zamanımızda 1,5 milyon arama 
gerçekleştirdik.
											Her gün aldığımız geri bildirimler 
sayesinde biliyoruz ki oldukça etkiliyiz.
											Bazı insanlar arkadaşça sohbet
											ya da yerel servislerle alakalı bilgi için
											bazıları intihar eşiğinde 
olduğu için arayabiliyorlar.
											Bazıları bir tacizi 
ihbar etmek için arayabiliyorlar.
											Bazıları da basitçe hayattan bıktığı için,
benim gibi, arayabiliyorlar.
											Sanırım bir yardım hattı kurmak 
oldukça basit bir düşünce.
											O günlere geri gittiğimde,
											yüksek bir unvanım varken, 
ki hâlâ var ama eskiden,
											kendimin baş yöneticisiydim.
											Söylemem gerekirse, 
kariyerimde ki en iyi görüşmelere gittim -
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											(Gelächter)
									","
											(Gülüşmeler)
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											als Vorgesetzte von mir selber.
											Doch die Dinge gehen voran, 
und jetzt in 2017
											haben wir über 200 Angestellte, 
die den älteren Leuten zuhören.
											Jeden Tag im Jahr, rund um die Uhr.
											Wir haben über 3.000 Freiwillige, die
wöchentliche Freundschaftsanrufe tätigen.
											Und das von Zuhause aus.
											Leuten, die das geschriebene
Wort bevorzugen,
											bieten wir 'Silver Letters', 
Brieffreundschaften
											für ältere Leute, die es noch mögen,
einen Brief zu bekommen.
											Wir schufen auch etwas namens
'Silver Circles' —
											Ihr merkt, ich liebe das Wort 'Silver'.
'Silver' davor und es gehört uns.
											Silver Circles sind Gruppenanrufe,
											in denen die Menschen über gemeinsame
Interessen reden können.
											Mein Favorit ist die Musikgruppe,
											bei der wöchentlich über das Telefon
Musikinstrumente gespielt werden.
											Nicht immer dieselbe Melodie
zur selben Zeit —
									","
											kendimin yöneticisi olarak.
											Ama işler ilerledi ve şimdi 2017'de,
											7/24 yaşlı insanlarımızı dinleyen
											200'den fazla çalışanımız var.
											Aynı zamanda evlerinden 
haftalık arama yapan
											3 binden fazla gönüllümüz de var.
											Ayrıca, kalem kağıdı sevenler için,
											Gümüş Mektupları sunuyoruz. 
Hâlâ mektup almayı seven yaşlılarımızla
											mektup arkadaşı oluyoruz.
											Aynı zamanda da Gümüş Halkalar 
adında bir şeyi de tanıttık.
											Farkına varmışsınızdır ki, 
""gümüş"" dünyasına sahibim —
											gümüşü başa koy ve bizimdir.
											Gümüş Halkalar konferans 
konuşmaların geçtiği yerdir.
											İnsanlar hobilerini 
birbirleriyle paylaşırlar.
											Aralarında en sevdiğim müzik grubu.
											İnsanlar her hafta telefonlarında
											birbirlerine enstrümanlarını çalıyor.
											Elbette her zaman aynı tonda ve anda değil
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											(Gelächter)
									","
											(Gülüşmeler)
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
","
",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
"
											Aber sie haben wirklich Spaß.
											""Spaß"" ist interessant hier,
											weil ich die ganze Zeit von Verzweiflung,
Einsamkeit und Isolation spreche.
											Wenn Sie sich unserer Hotline anschließen,
werdet Sie auch Gelächter hören.
											Denn bei 'Silver Line'
											möchten wir das wundervolle Leben 
älterer Menschen ehren —
											mit all den Erfahrungen,
die sie mitbringen.
											Hier ein kurzes Beispiel
von einem unserer Anrufe:
									","
											Ama eğleniyorlar.
											""Eğlence"" ilginç bir kelimedir.
											Çünkü umutsuzluk, yalnızlık ve tecrit
hakkında çok konuştum.
											Ama bizim İngiltere'deki yardım hattımıza 
gelirseniz, siz de gülüşmeler duyarsınız.
											Çünkü Gümüş Hat'ta,
											inanılmaz hayatları olan 
yaşlıların yaşamlarına
											ve getirdikleri tüm tecrübeleri
kutlamak istiyoruz.
											Aramalarımızdan küçük bir örnek.
									",The best way to help is often just to listen,Sophie Andrews,14:23,"mental health,TEDMED,society,depression,aging,friendship,personal growth,communication"
