en,fr,es,pt,title,speaker,duration,tags
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											Now is when I should tell you about
two of my students, Jamal and Regina.
											Now, I've changed their names,
but their stories remain the same.
											Jamal was brilliant, but unfocused.
											He would squirm in his chair
during independent work,
											and he would never stay still
for more than three or four minutes.
											Students like Jamal
can perplex brand new teachers
											because they're not quite sure
how to support young people like him.
											I took a direct approach.
											I negotiated with Jamal.
											If he could give me focused work,
											then he could do it
from anywhere in the classroom,
											from our classroom rug,
from behind my desk,
											from inside his classroom locker,
which turned out to be his favorite place.
											Jamal's least favorite
subject was writing,
											and he never wanted to read
what he had written out loud in class,
											but we were still making progress.
											One day, I decided to host
a mock 2008 presidential election
											in my classroom.
											My third graders had to research
and write a stump speech
											for their chosen candidate:
											Barack Obama, Hillary Clinton
or John McCain.
											The heavy favorites were obvious,
											but one student chose John McCain.
											It was Jamal.
											Jamal finally decided to read something
that he had written out loud in class,
											and sure enough, Jamal stunned
all of us with his brilliance.
											Just like Jamal's dad,
John McCain was a veteran,
											and just like Jamal's dad protected him,
											Jamal believed that John McCain
would protect the entire country.
											And he wasn't my candidate of choice,
but it didn't matter,
											because the entire class
erupted into applause,
											a standing ovation
for our brave friend Jamal
											who finally showed up
as his most confident self
											for the first time that year.
									","
											Je devrais maintenant vous parler
de deux de mes élèves, Jamal et Regina.
											J'ai changé leurs noms,
mais leurs histoires restent les mêmes.
											Jamal était brillant,
mais n'arrivait pas à se concentrer.
											Il se tortillait dans sa chaise
quand il travaillait seul
											et il ne tenait jamais en place
plus de trois ou quatre minutes.
											Les élèves comme Jamal peuvent
troubler les nouveaux enseignants
											car ils ne savent pas bien comment
accompagner les jeunes comme lui.
											J'ai adopté une approche directe.
											Je négociais avec Jamal.
											S'il me donnait du travail concentré,
											alors il pouvait le réaliser
de n'importe où,
											de sur le tapis de la classe
à derrière mon bureau
											en passant par l'intérieur de son casier,
qui s'est avéré être son endroit favori.
											La matière que Jamal
aimait le moins était la rédaction
											et il ne voulait jamais lire à voix haute
ce qu'il avait rédigé,
											mais nous réalisions des progrès.
											Un jour, j'ai décidé d'organiser
une simulation des élections de 2008
											dans ma salle de classe.
											Mes CE2 devaient faire des recherches
et écrire un discours
											pour le candidat de leur choix :
											Barack Obama, Hillary Clinton
ou John McCain.
											Il était évident qui étaient les favoris,
											mais un élève a choisi John McCain.
											C'était Jamal.
											Jamal a enfin décidé de lire à voix haute
quelque chose qu'il avait rédigé
											et, bien sûr, Jamal nous a tous éblouis
par son brio.
											Tout comme le père de Jamal,
John McCain était un ancien combattant,
											et, comme le père de Jamal le protégeait,
											Jamal croyait que John McCain
protégerait le pays tout entier.
											Ce n'était pas mon candidat favori,
mais cela n'importait pas
											car toute la classe a éclaté
en un tonnerre d'applaudissements,
											une ovation pour notre courageux ami Jamal
											qui s'était enfin présenté
sous son jour le plus sûr de lui
											pour la première fois cette année-là.
									","
											Ahora es cuando debería contarles
de dos alumnas, Jamal y Regina.
											He cambiado sus nombres, pero 
sus historias siguen siendo las mismas.
											Jamal era brillante, pero distraído.
											Se retorcía en la silla
durante trabajos individuales,
											y nunca se quedaba quieto
por más de tres o cuatro minutos.
											Estudiantes así pueden 
desconcertar a maestros nuevos
											porque no saben cómo ayudar
a jóvenes como él.
											Yo fui al grano.
											Llegué a un arreglo con Jamal:
											si se concentraba en las tareas
											podía hacerlas en cualquier 
lugar del aula,
											en la alfombra, detrás de mi escritorio,
											incluso en el casillero de la clase,
que resultó ser su lugar preferido.
											La actividad que menos
le gustaba era escribir,
											y nunca quería leer en voz alta
lo que había escrito en clase,
											pero seguíamos progresando.
											Un día decidí armar un simulacro 
de las elecciones presidenciales del 2008
											en mi clase.
											Mis alumnos de tercer grado 
tenían que investigar y hacer un discurso
											para su candidato electo:
											Barack Obama, Hillary Clinton
o John McCain.
											Era obvio quiénes serían los favoritos,
											pero un estudiante eligió a John McCain.
											Fue Jamal.
											Jamal finalmente decidió leer en voz alta
algo que había escrito para la clase
											y, por supuesto, nos asombró
a todos con su brillantez.
											Al igual que el papá de Jamal,
John McCain era un veterano,
											y así como el papá protegió a Jamal,
											él creía que John McCain 
protegería a todo el país.
											Y no era mi candidato preferido,
pero no importaba,
											porque toda la clase estalló en aplausos,
											y ovacionó de pie 
a nuestro valiente amigo Jamal,
											quien finalmente se mostró 
con la mayor confianza
											por primera vez ese año.
									","
											Agora é o momento de vos falar
de dois dos meus alunos, Jamal e Regina.
											Eu mudei-lhes os nomes,
mas as histórias deles permanecem iguais.
											Jamal era brilhante,
mas pouco concentrado.
											Contorcia-se na cadeira
durante trabalhos individuais,
											e nunca conseguia estar sossegado
por mais de três ou quatro minutos.
											Alunos como Jamal
podem desorientar professores recentes
											porque não sabem bem 
como apoiar jovens como ele.
											Eu fiz uma abordagem direta.
											Negociei com Jamal.
											Se se concentrasse no trabalho,
											podia fazê-lo em qualquer lugar
na sala de aula,
											no tapete da sala de aula,
atrás da minha secretária,
											dentro do seu cacifo na sala
que acabou por ser o seu local preferido.
											O tema menos apreciado
de Jamal era a escrita
											e nunca queria ler o que tinha escrito
em voz alta para a turma,
											mas ainda assim estávamos
a fazer progressos.
											Um dia, decidi realizar
uma eleição presidencial 2008, a fingir,
											na minha sala de aula.
											Os meus alunos do 3.º ano tiveram 
de pesquisar e escrever um discurso
											para o seu candidato escolhido:
											Barack Obama, Hillary Clinton
ou John McCain.
											Os favoritos eram óbvios
											mas um aluno escolheu John McCain.
											Foi o Jamal.
											O Jamal finalmente decidiu ler
em voz alta, o que tinha escrito.
											Claro que Jamal nos surpreendeu
a todos com o seu brilhantismo.
											Tal como o pai de Jamal,
John McCain era um veterano
											e, tal como o pai de Jamal o protegia,
											Jamal acreditava que John McCain
iria proteger todo o pais.
											Ele não era o meu candidato preferido,
mas não importava,
											porque toda a turma irrompeu em aplausos.
											Um aplauso de pé 
para o nosso bravo amigo Jamal
											que, finalmente, mostrou
o seu lado mais confiante
											pela primeira vez nesse ano.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											And then there was Regina.
											Regina was equally
as brilliant, but active.
											She'd inevitably finish her work early,
											and then she'd get on about the business
of distracting other students.
									","
											Puis il y a eu Regina.
											Regina était tout aussi
brillante, mais active.
											Elle finissait inévitablement
son travail en avance
											puis elle s'attelait
à distraire les autres élèves.
									","
											Y luego estaba Regina.
											Regina era igual de brillante,
aunque activa.
											Inevitablemente terminaba
su tarea antes que el resto
											y luego se dedicaba 
a distraer a otros alumnos.
									","
											Depois havia a Regina.
											A Regina era igualmente 
brilhante, mas ativa.
											Inevitavelmente terminava
o seu trabalho mais cedo
											e depois dedicava-se 
a distrair os outros alunos.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											Walking, talking,
											passing those notes
that teachers hate but kids love.
											You look like you passed a lot of them.
									","
											Marcher, parler,
											passer ces mots haïs des enseignants,
adorés des élèves.
											Il semble que vous en ayez
passés beaucoup.
									","
											Caminaba, hablaba,
											pasaba esas notas que a ellos 
les gusta y a los profes no.
											Seguro Uds. lo hicieron.
									","
											Andando, falando, passando bilhetinhos
											que os professores detestam,
mas que os miúdos adoram.
											Vocês estão com cara
de quem passou muitos deles.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											(Laughter)
									","
											(Rires)
									","
											(Risas)
									","
											(Risos)
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											Despite my high ideals for our classroom,
											I would too often default
to my baser instincts,
											and I would choose
compliance over confidence.
											Regina was a glitch in my intended system.
											A good teacher can correct misbehavior
											but still remain a student's champion.
											But on one day in particular,
											I just plain old chose control.
											I snapped,
											and my approach
didn't communicate to Regina
											that she was being a distraction.
											My approach communicated to Regina
that she herself was a distraction.
											I watched the light go out from her eyes,
											and that light sparked joy
in our classroom.
											I had just extinguished it.
											The entire class became irritable,
											and we didn't recover
for the rest of the day.
									","
											Malgré mes grands idéaux
pour notre classe,
											j'en revenais trop souvent
à mes instincts basiques
											et je choisissais la conformité
plutôt que la confiance en soi.
											Regina était un accroc
dans le système que j'avais conçu.
											Un bon enseignant peut corriger
un écart de conduite
											mais demeurer un allié de l'élève.
											Mais un jour en particulier,
											j'ai simplement choisi le contrôle.
											J'ai craqué
											et mon approche n'a pas
communiqué à Regina
											que ses actions étaient une distraction.
											Mon approche a communiqué à Regina
qu'elle était une distraction.
											J'ai regardé la lueur
s'éteindre dans ses yeux
											et cette lueur créait
de la joie dans notre classe.
											Je venais de l'étouffer.
											Toute la classe est devenue irritable
											et nous ne nous en sommes pas remis
de toute la journée.
									","
											Pese a mis altas
expectativas con la clase,
											muchas veces recurría
a mis instintos más bajos
											y prefería la obediencia a la confianza.
											Regina era un fallo en el sistema
que yo había concebido.
											Una buena profesora puede corregir
el mal comportamiento
											y seguir siendo un ídolo para el alumno.
											Pero, un día en particular,
											simplemente elegí el control.
											Perdí los estribos,
											y mi actitud no le comunicó a Regina
											que ella era una distracción
para los demás.
											Le comunicó a Regina que ella
misma era una distracción.
											Vi cómo se apagaba la luz en sus ojos,
											y esa luz era la que daba 
alegría a nuestra clase.
											Yo la había apagado.
											Toda la clase se volvió irritable,
											y no nos recuperamos por el resto del día.
									","
											Apesar das elevadas expetativas
para a nossa turma,
											eu falhava demasiadas vezes
nos meus instintos básicos
											e escolhia o comodismo 
em vez da confiança.
											A Regina era um grão de areia
no meu sistema pretendido.
											Um bom professor corrige
um comportamento incorreto
											e continua a ser admirado pelo aluno.
											Mas certo dia
											decidi controlar.
											Perdi a paciência
											e a minha atitude
não comunicou a Regina
											que ela estava a ser uma distração.
											A minha atitude comunicou a Regina
que ela própria era uma distração.
											Vi a luz apagar-se nos olhos dela,
											aquela luz que irradiava alegria
na nossa sala de aula.
											Eu tinha acabado de extingui-la.
											Toda a turma ficou irritada
											e não conseguimos recuperar 
durante o resto do dia.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
											I think about the day often,
											and I have literally prayed
that I did not do irreparable harm,
											because as a woman who used to be
a little girl just like Regina,
											I know that I could have started
the process of killing her confidence
											forever.
									","
											Je pense souvent à ce jour-là
											et j'ai prié pour ne pas avoir
causé de tort irréparable,
											car en tant que femme qui fut
une petite fille tout comme Regina,
											je sais que j'aurais pu entamer
le processus d'éradication
											de sa confiance en elle à jamais.
									","
											Pienso seguido en ese día
											y, literalmente, recé 
por que el daño no fuera irreversible,
											porque sé, como una mujer 
que fue una niña como Regina,
											que pude haber empezado el proceso
de destruirle la confianza en sí misma
											para siempre.
									","
											Penso nesse dia frequentemente
											e rezei para não ter
causado um dano irreparável,
											porque, como uma mulher que já fora
uma menina como a Regina,
											eu sei que podia ter começado 
a matar a confiança dela
											para sempre.
									",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
"
","
","
","
",How to build your confidence — and spark it in others,Brittany Packnett,13:30,"personal growth,community,potential,communication,society"
