en,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Fishing cats are one of about 40
species of wildcats.
											Like tigers and lions, only much smaller.
											They're probably around twice the size
of our average domestic cat.
											In Indonesia,
											people call them ""kucing bakau,""
											which literally translates
to ""the cat of the mangroves.""
											But I like to call them
the tigers of the mangroves.
									","
											Les chats pêcheurs sont l'une
des 40 espèces de chats sauvages.
											A l'instar des tigres et des lions,
mais en beaucoup plus petit.
											Ils font environ deux fois la taille
de nos chats domestiques.
											En Indonésie,
											on les appelle « kucing bakau »,
											littéralement « chat des mangroves ».
											Mais je préfère les appeler
les tigres des mangroves.
									","
											Balıkçı kedileri, kaplan ve aslanlar gibi 

											yaklaşık 40 vahşi kedi türünden biri,
sadece onlardan biraz daha küçük.
											Muhtemelen ortalama ev kedisinin
yaklaşık iki katı kadarlar.
											Endonezya'da
											insanlar onlara ''kucing bakau'' diyorlar,
											bu da tam olarak ''mangrovların kedisi''
olarak çevriliyor.
											Ama ben onlara mangrovların kaplanı
demeyi seviyorum.
									","
											Os gatos-pescadores são
uma das cerca de 40 espécies de felídeos,
											tal como os tigres e os leões,
só que muito mais pequenos.
											Têm mais ou menos o dobro
dos nossos gatos domésticos.
											Na Indonésia,
											as pessoas chamam-lhe ""kucing bakau,""
											o que se traduz, literalmente,
por ""o gato dos mangais"".
											Mas eu gosto de lhes chamar
os tigres dos mangais.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Now, we don't know fishing cats
as well as we do tigers,
											but what we've learned is that these cats
can be a flagship species
											to a globally important ecosystem,
											and a visual bait attached
to a strong line for conservation.
											Are you hooked yet?
									","
											Nous ne les connaissons pas
aussi bien que les tigres,
											mais nous avons découvert
qu'ils sont une espèce phare
											d'un écosystème important
au niveau mondial
											et un attrait visuel pour prendre fait et
cause pour la préservation de ce milieu.
											Êtes-vous déjà captivés ?
									","
											Şimdi, biz kaplanları bildiğimiz kadar
balıkçı kedilerini bilmiyoruz
											fakat öğrendiğimiz şey şu ki
bu kediler küresel önemdeki ekosistemin
											ve koruma için güçlü bir görsel misinanın
											amiral gemisi olabilirler.
											Yakalandınız mı?
									","
											Não conhecemos os gatos-pescadores
tão bem como os tigres
											mas sabemos que estes gatos
podem ser uma espécie emblemática
											de um ecossistema mundialmente importante
											e um isco visual ligado
a uma forte linha para a conservação.
											Já se sentem atraídos?
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risos)
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Like many endangered species,
											fishing cats are threatened
by habitat loss,
											mainly because of our international demand
for farmed fish and shrimp,
											and the deforestation
of nearly half the historic mangrove cover
											in South and Southeast Asia.
											Mangroves, on the other hand,
											are much more than just habitat
to the fishing cat.
											They are home to a fantastic
array of species,
											like jackals,
											turtles,
											shorebirds
											and otters.
									","
											Comme de nombreuses espèces en danger,
											les chats pêcheurs sont menacés
par la perte de territoire,
											notamment à cause de la demande mondiale
de poissons et de crevettes d'élevage.
											La déforestation de près de la moitié
de la taille historique de la mangrove
											en Asie du Sud et du Sud-Est.
											Par ailleurs, les mangroves,
											abritent bien plus d'espèces
que le chat pêcheur.
											Elles servent d'habitat
à une incroyable variété d'espèces,
											comme les chacals,
											les tortues,
											les oiseaux des rivages
											et les loutres.
									","
											Nesli tehlikedeki birçok tür gibi
											balıkçı kedileri de başlıca
uluslararası talep gören
											çiftlik balıkları ve karidesleri ile
Güney Asya ve Güneydoğu Asya'daki
											tarihî mangrov örtüsünün neredeyse
yarısının ormansızlaştırılması yüzünden
											yaşam alanlarını kaybetme tehlikesi
ile karşı karşıyalar.
											Öte yandan mangrovlar
											balıkçı kedileri için 
yaşam alanından çok daha fazlası.
											Olağanüstü çeşitlilikteki türlere
ev sahipliği yapıyorlar,
											çakallar,
											kaplumbağalar,
											sahil kuşları
											ve su samurları gibi.
									","
											Tal como muitas espécies ameaçadas,
											os gatos-pescadores são ameaçados
pela perda de habitat,
											principalmente por causa da procura
internacional de peixe e camarão
											e pela desflorestação de quase metade
da zona histórica de mangais
											no Sul e no Sudeste da Ásia.
											Os mangais, por outro lado,
											são muito mais do que o habitat
do gato-pescador.
											São o lar duma série espantosa
de espécies,
											como chacais,
											tartarugas,
											aves costeiras
											e muitos outros.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											(Laughter)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risos)
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Mangroves also prevent soil erosion,
											and they can be the first line of defense
between storm surges, tsunamis
											and the millions of people
who live next to these forests
											for their day-to-day survival.
											The fact that puts
the icing on the cake —
											or the earth, I should say —
											is that mangroves can store
											upwards of five to ten times
more carbon dioxide
											than tropical forests.
											So protecting one acre of mangroves
											may well be like protecting five
or more acres of tropical forests.
											Would you like to eliminate
you entire life's carbon footprint?
											Well, mangroves can offer you
											one of the best bangs
for your conservation buck.
									","
											Les mangroves empêchent
aussi l'érosion des sols
											et sont la première ligne de défense
contre les tempêtes et les tsunamis
											pour les millions d'habitants
qui vivent à proximité de ces forêts,
											dans leur survie au quotidien.
											La cerise sur le gâteau –
											ou sur la planète, devrais-je dire –
											c'est que la mangrove peut stocker
											jusqu'à 5 à 10 fois plus
de dioxyde de carbone
											que les forêts tropicales.
											Protéger un hectare de mangrove
											revient à protéger l'équivalent de cinq
hectares ou plus de forêt tropicale.
											Aimeriez-vous faire disparaître
l'empreinte carbone de toute votre vie ?
											Eh bien, les mangroves vous offrent
											l'un des meilleurs placements
pour un investissement écologique.
									","
											Mangrovlar ayrıca
toprak erozyonunu önlüyor.
											Fırtına dalgaları ve tsunamiler ile
											günlük yaşamlarında bu ormanların yanında
yaşayan milyonlarca insan arasındaki
											ilk savunma hattı olabilirler.
											Bu vakanın da cabası —
											şunu söylemem daha uygun ki
											mangrovlar, tropik ormanların
											depoladığı karbondioksidin
beş ile on katı kadarını depolayabilirler.
											Yani yaklaşık yarım hektarlık
mangrovları korumak
											yaklaşık iki buçuk veya daha fazla
hektarlık tropik ormanı korumak gibi.
											Tüm yaşamın karbon ayak izini
yok etmek istemez misiniz?
											Mangrovlar size koruma için
											en iyi olaylardan birini sunabilir.
									","
											Os mangais também impedem
a erosão do solo
											e podem ser a primeira linha de defesa
entre tempestades, tsunamis
											e os milhões de pessoas
que vivem perto destas florestas
											para a sua sobrevivência quotidiana.
											Como a cereja em cima do bolo
											— ou, melhor dizendo, da terra —
											os mangais podem armazenar
											cinco a dez vezes mais dióxido de carbono
											do que as florestas tropicais.
											Proteger um hectare de mangais
											pode significar proteger cinco ou mais
hectares de florestas tropicais.
											Gostariam de eliminar
toda a pegada de carbono da vossa vida?
											Os mangais podem oferecer-vos
											um dos melhores locais
para um investimento ecológico.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Deforestation, extinction
and climate change
											are all global problems that we can solve
											by giving value
to our species and ecosystems
											and by working together
with the local people
											who live next to them.
											This is one of three river deltas
in coastal South India
											where communities came together
											to change the face and potentially,
the fate of this planet.
											In less than a decade,
											with international support,
											the state forest departments
and the local communities
											worked together to restore
											over 20,000 acres
of unproductive fish and shrimp farms
											back into mangroves.
											About five years ago,
											guess who we discovered
in these restored mangroves?
									","
											La déforestation, les extinctions
et le changement climatique
											sont tous des problèmes mondiaux
que nous pouvons résoudre
											en valorisant les espèces, les écosystèmes
											et en travaillant avec
les populations locales
											qui vivent dans leur voisinage.
											Voici l'un des trois deltas
sur la côte sud de l'Inde
											où la population s'est unie
											pour changer le visage et, peut-être,
le destin de notre planète.
											En moins d'une décennie,
											avec un soutien international,
											l'administration en charge des forêts
et la population locale
											ont travaillé ensemble pour rétablir
											plus de 10 000 hectares
de fermes aquacoles improductives
											en mangroves.
											Il y a environ cinq ans,
											devinez qui nous avons découvert
dans ces mangroves restaurées ?
									","
											Ormansızlaştırma, soy tükenmesi
ve iklim değişikliği
											türlerimize ve ekosistemlere değer vererek
											ve onların yanı başında yaşayan
											yerel halkla birlikte
çalışarak çözebileceğimiz
											küresel sorunlar.
											Burası, toplulukların
bu gezegenin yüzünü
											ve belki de kaderini
değiştirmek için bir araya geldiği
											Güney Hindistan sahilindeki
üç nehir deltasından biri.
											On yıldan kısa süre içinde
											uluslararası destekle,
											eyaletin orman birimleri
ve yerel topluluklar
											10.000 hektarın üzerindeki
											verimsiz balık ve karides çiftliklerini
mangrov ormanına dönüştürmek için
											birlikte çalıştılar.
											Yaklaşık beş sene önce,
											korunan mangrovlarda
kimi keşfettiğimizi tahmin edin?
									","
											A desflorestação, a extinção
e a alteração climática
											são problemas globais
que podemos resolver,
											dando valor às nossas espécies
e ecossistemas
											e trabalhando em conjunto
com as pessoas locais
											que vivem nas proximidades.
											Este é um dos três deltas de rios
na costa do Sul da Índia,
											onde as comunidades se reuniram
											para mudar a face
e talvez o destino deste planeta.
											Em menos de uma década,
											com apoio internacional,
											os serviços florestais do estado
e as comunidades locais
											trabalharam em conjunto para recuperar
											mais de 8000 hectares de centrais
aquícolas improdutivas de peixe e camarão
											e devolvê-los aos mangais.
											Há uns cinco anos,
											imaginem quem descobrimos
nestes mangais recuperados?
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											When we shared images
of these fishing cats with local people,
											we were able to build pride among them
											about a globally revered
endangered species and ecosystem
											in their backyards.
											We were also able to build trust
with some people
											to help them lead alternative livelihoods.
									","
											Quand nous avons partagé ces photos de
chats pêcheurs avec la population locale,
											nous avons fait naître en eux la fierté
											d'avoir réussi à sauver un écosystème
et des espèces en danger
											dans leur voisinage.
											Nous avons réussi à nouer des liens
de confiance avec les gens
											pour les aider à trouver
d'autres moyens de subsistance.
									","
											Bu balıkçı kedilerinin fotoğraflarını
yerel halkla paylaştığımızda
											onlar arasında küresel
çapta saygı gösterilen
											tehlikedeki türleri ve ekosistemleri
evlerinin bahçesine kurma konusunda
											gurur kaynağı kurabildik.
											Ayrıca bazı insanların
alternatif geçim kaynaklarına
											öncülük etmelerine yardım ederek
onlara güven verebildik.
									","
											Quando mostrámos fotos
dos gatos-pescadores à população local,
											criámos-lhes a sensação do orgulho
											por terem salvo espécies
e ecossistemas ameaçados,
											na sua vizinhança.
											Também pudemos criar confiança
junto de populações
											ajudando-as a adotar
outros meios de subsistência.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Meet Santosh, a 19-year-old boy
											who not only became
a conservation professional
											after working with us
for just over a year
											but also went on to involve
many local fishermen
											in helping study and protect fishing cats.
									","
											Voici Santosh, un jeune homme de 19 ans
											devenu non seulement
un professionnel de la conservation
											après avoir travaillé avec nous
un peu plus d'un an,
											mais aussi un militant auprès
de nombreux pêcheurs locaux
											pour l'étude et la protection
des chats pêcheurs.
									","
											Bizimle bir yıldan fazla çalıştıktan sonra
											doğal kaynakları koruma
uzmanı olmakla kalmayıp
											balıkçı kedilerini araştırmaya ve korumaya
											yardım etmek için çoğu
yerel balıkçıyı işe dahil eden
											19 yaşında bir erkek çocukla,
Santosh ile tanışın.
									","
											Apresento-vos Santosh,
um rapaz de 19 anos
											que não só se tornou
num profissional da conservação,
											depois de trabalhar connosco
durante mais de um ano,
											mas também continuou a envolver-se
com muitos pescadores locais
											ajudando-os a estudar e a proteger
os gatos-pescadores.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Meet Moshi, a tribal poacher,
											who not only stopped hunting
											and became our most
prized conservationist,
											but also used his traditional knowledge
											to educate his entire community
to stop hunting fishing cats, otters
											and the many other threatened species
											that live in the mangroves
in his backyard.
									","
											Voici Moshi, un braconnier tribal
											qui, en plus d'arrêter la chasse
											et de devenir notre plus précieux allié,
											a aussi utilisé son savoir traditionnel
											pour convaincre tout son village de cesser
de chasser les chats pêcheurs, les loutres
											et plein d'autres espèces menacées
											qui vivent dans les mangroves voisines.
									","
											Avlanmayı durdurarak
											sadece en çok ödül alan
çevrecimiz olmakla kalmayıp
											geleneksel bilgisini, 
evinin bahçesindeki mangrov ormanlarında
											yaşayan balıkçı kedilerini, su samurlarını
											ve başka birçok tehlike altındaki türleri
											avlamayı durdurmak adına
											tüm topluluğunu eğitmekte kullandı.
									","
											Apresento-vos Moshi,
um caçador furtivo tribal
											que não só deixou de caçar
											e se tornou o nosso conservacionista
mais apreciado
											mas também usou
os seus conhecimentos tradicionais
											para convencer a sua comunidade a acabar
com a caça aos gatos-pescadores,
											às lontras e a muitas outras
espécies ameaçadas
											que vivem nos mangais vizinhos.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Fish and shrimp farmers, like Venkat,
											are now willing to work
with us conservationists
											to test the sustainable harvest
of ecosystem services like crabs,
											and possibly even honey, from mangroves.
											Incentives that could get them
to protect and plant mangroves
											where they have been lost.
											A win-win-win
											for fishing cats, local people
and the global community.
									","
											Les fermiers piscicoles, comme Venkat,
											sont désormais disposés à travailler avec
nous, défenseurs de l'environnement,
											pour tester la collecte durable
de services écologiques comme les crabes
											et peut-être même le miel des mangroves.
											Des incitations qui pourraient les amener
à protéger et à replanter les mangroves
											là où elles ont disparu.
											C'est gagnant-gagnant-gagnant
											pour les chats pêcheurs, les populations
locales et pour toute l'humanité.
									","
											Venkat gibi balık
ve karides yetiştiricileri
											mangrov ormanlarındaki yengeçler
ve hatta bal gibi
											sürdürülebilir ekosistem
hasat sistemlerini test etmek için
											biz çevrecilerle birlikte
çalışmaya istekliler.
											Teşvikler, onları kaybettikleri
mangrovları korumaya
											ve ekmeye yöneltebilir.
											Balıkçı kedileri için,
											yerel insanlar ve küresel toplum için
bir kazan-kazan-kazan stratejisi.
									","
											Os produtores de peixe e camarão,
como Venkat,
											estão hoje dispostos a trabalhar
connosco, os conservacionistas
											para testar a criação sustentável
de serviços do ecossistema,
											como o caranguejo,
											e possivelmente a produção
de mel, dos mangais.
											Incentivos que podem levá-los
a proteger e plantar mangais
											nos locais onde eles desapareceram.
											Todos ganham,
											os gatos-pescadores, a população local
e a comunidade global.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											These stories show us
that we can all be part of a future
											where fishing cats
and the lost mangrove forests
											are protected and restored
by fishermen themselves,
											creating carbon sinks
											that can help offset
our ecological footprints.
									","
											Ces récits nous montrent que
nous pouvons tous faire partie d'un futur
											où les chats pêcheurs
et les forêts de mangrove disparues
											seront protégés et restaurés
par les pêcheurs eux-mêmes,
											en créant des puits de carbone
											pour compenser notre empreinte écologique.
									","
											Bu hikâyeler, balıkçı kedilerinin
ve kaybolmuş mangrov ormanlarının
											balıkçılar tarafından
korunduğu ve onarıldığı
											ekolojik ayak izlerimizi 
telafi etmeye yardım edebilen
											karbon yutaklarının oluştuğu
											bir geleceğin parçası
olabileceğimizi hepimize anlatıyor.
									","
											Estas histórias mostram-nos
que podemos fazer parte dum futuro
											em que os gatos-pescadores
e as florestas de mangais perdidas
											estão protegidas e restauradas
pelos próprios pescadores,
											criando sorvedouros de carbono
											que podem ajudar a reduzir
a nossa pegada ecológica.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											So while the fishing cat may be small,
											I hope that we've been able
to help make it a big deal.
											One that we can all invest in
											to help sustain our lives
on earth a little longer.
											Or as our friend here would say ...
									","
											Le chat pêcheur est peut-être petit,
											mais j'espère que nous avons
réussi à en faire un grand sujet
											dans lequel nous pourrons nous investir
											pour maintenir notre présence
sur cette planète un peu plus longtemps.
											Ou comme le dirait notre ami...
									","
											Balıkçı kedileri küçük olabilirler
											umuyorum ki onları büyük bir mesele
hâline getirmeye yardımcı olabildik.
											Hepimizin yatırabileceği şey
											dünyadaki yaşamımızı biraz daha uzatmayı
sürdürmeye yardımcı olmak
											ya da arkadaşımızın
burada söylediği gibi...
									","
											Embora os gatos-pescadores
possam ser pequenos,
											espero que tenhamos podido
ajudar a fazer um bom acordo
											em que todos podemos investir
											para ajudar a sustentar a nossa vida
na Terra, durante mais um tempo.
											Ou, como o nosso amigo aqui diria:
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											(Prerecorded fishing cat sounds)
									","
											(Enregistrement du cri d'un chat pêcheur)
									","
											(Kaydedilmiş balıkçı kedisi sesi)
									","
											(Som do gato-pescador)
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											Thank you.
									","
											Merci.
									","
											Teşekkür ederim.
									","
											Obrigado.
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Alkış)
									","
											(Aplausos)
									",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
"
","
","
","
",The link between fishing cats and mangrove forest conservation,Ashwin Naidu,5:39,"conservation,sustainability,community,animals,science,climate change,environment,TED Fellows"
