en,pt,es,title,speaker,duration,tags
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											So back in 2015, there we were,
drawing for the first time,
											in front of a small audience
in New York City.
											The process was pretty sparse —
											no lights, no sounds,
nothing to hide behind.
											Just my palms sweating
and the robot's new servos heating up.
											(Laughs) Clearly, we were
not built for this.
											But something interesting happened,
something I didn't anticipate.
									","
											Então, em 2015, estávamos
a desenhar pela primeira vez,
											em frente de uma pequena plateia
na cidade de Nova Iorque.
											O processo era o mais simples possível,
											sem luzes, sem som,
nada onde nos escondermos.
											Apenas as palmas das mãos suadas
e os novos servos do robô a aquecer.
											Claramente, não estávamos
à espera daquilo,
											mas aconteceu uma coisa,
algo que eu não previra.
									","
											En 2015 allí estábamos,
dibujando por primera vez,
											en frente de una pequeña
audiencia en Nueva York.
											El proceso fue bastante austero,
											sin luces, sin sonido, 
nada para esconderse.
											Solo mis manos sudando y
los servomotores del robot calentándose.
											(Ríe) 
Claramente, no estábamos hechos para esto.
											Pero ocurrió algo interesante,
algo que no anticipé.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											See, D.O.U.G., in its primitive form,
wasn't tracking my line perfectly.
											While in the simulation
that happened onscreen
											it was pixel-perfect,
											in physical reality,
it was a different story.
											It would slip and slide
and punctuate and falter,
											and I would be forced to respond.
											There was nothing pristine about it.
											And yet, somehow, the mistakes
made the work more interesting.
											The machine was interpreting
my line but not perfectly.
											And I was forced to respond.
											We were adapting
to each other in real time.
									","
											A D.O.U.G., na sua forma primitiva,
											não estava a traçar
a minha linha perfeitamente.
											Enquanto, na simulação
que ocorria no ecrã,
											estava perfeita em pixels,
											na realidade física,
era uma outra história.
											Escorregava e deslizava
e pontuava e vacilava,
											e eu era obrigada a reagir.
											Não havia nada de novo nisso.
											Mas. de certa forma, os erros
tornavam o trabalho mais interessante.
											A máquina interpretava a minha linha,
mas não perfeitamente.
											E eu era obrigada a responder.
											Estávamos a adaptar-nos
uma à outra em tempo real.
									","
											Verán, D.O.U.G, en su forma primitiva
no seguía mi línea perfectamente
											Mientras que en la simulación
que ocurrió en la pantalla
											era perfecto,
											en la realidad física, 
era una historia diferente.
											Se resbalaba y deslizaba,
se interrumpía y vacilaba,
											y yo debía responder.
											No había nada puro al respecto.
											Y aún, de algún modo, los errores
hicieron mi trabajo más interesante.
											La máquina interpretaba
mi línea, pero no perfectamente.
											Y yo debía responder.
											Nos adaptábamos
el uno al otro en tiempo real.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											And seeing this taught me a few things.
											It showed me that our mistakes
actually made the work more interesting.
											And I realized that, you know,
through the imperfection of the machine,
											our imperfections became
what was beautiful about the interaction.
											And I was excited,
because it led me to the realization
											that maybe part of the beauty
of human and machine systems
											is their shared inherent fallibility.
											For the second generation of D.O.U.G.,
											I knew I wanted to explore this idea.
											But instead of an accident produced
by pushing a robotic arm to its limits,
											I wanted to design a system
that would respond to my drawings
											in ways that I didn't expect.
									","
											Ver aquilo ensinou-me algumas coisas.
											Mostrou-me que os nossos erros
tornavam o trabalho mais interessante.
											Eu percebi que, através
da imperfeição da máquina,
											as nossas imperfeições tornaram-se
no que era bonito quanto à interação.
											Eu estava animada,
porque levou-me à compreensão
											de que talvez parte da beleza
do sistema seres humanos e máquinas
											é a sua herança de possibilidade
partilhada de falhas.
											Para a segunda geração da D.O.U.G.,
											eu sabia que queria explorar esta ideia.
											Mas, em vez de um acidente produzido,
											a empurrar um braço
robótico até ao limite,
											eu queria desenhar um sistema
que reagisse aos meus desenhos
											de uma forma que eu não esperasse.
									","
											Y ver esto me enseñó un par de cosas.
											Me enseñó que nuestros errores
hacen el trabajo más interesante.
											Y me di cuenta de que, a través
de la imperfección de la máquina,
											nuestras imperfecciones se convirtieron
en lo que era hermoso de la interacción.
											Y estaba emocionada, 
porque me llevó a darme cuenta
											de que quizás parte de la belleza de
los sistemas humano y máquina
											es su inherente falibilidad compartida.
											Para la segunda generación de D.O.U.G,
											supe que quería explorar esta idea.
											Pero en lugar de un accidente provocado
											al llevar al brazo robótico a su límite,
											quería diseñar un sistema que
respondiera a mis dibujos
											de formas que no esperaba.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											So, I used a visual algorithm
to extract visual information
											from decades of my digital
and analog drawings.
											I trained a neural net on these drawings
											in order to generate
recurring patterns in the work
											that were then fed through custom software
back into the machine.
											I painstakingly collected
as many of my drawings as I could find —
											finished works, unfinished experiments
and random sketches —
											and tagged them for the AI system.
											And since I'm an artist,
I've been making work for over 20 years.
											Collecting that many drawings took months,
											it was a whole thing.
									","
											Então, eu usei um algoritmo visual
para extrair informações visuais
											de décadas dos meus desenhos
digitais e analógicos.
											Eu treinei uma rede neural nestes desenhos
											para gerar padrões recorrentes no trabalho
											que voltaram a ser introduzidos na máquina
por um ""software"" personalizado.
											Reuni cuidadosamente o maior
número de desenhos que encontrei
											— trabalhos concluídos, experiências 
inacabadas e esboços aleatórios —
											e marquei-os para o sistema de IA.
											Como sou artista,
trabalho há mais de 20 anos.
											A reunião daqueles desenhos levou meses,
											deu um trabalhão.
									","
											Así que usé un algoritmo visual
para extraer información visual
											de décadas de mis dibujos
digitales y analógicos.
											Entrené una red neuronal con estos dibujos
											para generar patrones
recurrentes en el trabajo
											que luego se introdujeron a través
de software personalizado a la máquina.
											Recopilé minuciosamente 
tantos dibujos como pude encontrar,
											trabajos acabados, experimentos
sin terminar y bocetos aleatorios,
											y los etiqueté para el sistema IA.
											Y como soy artista, llevo
trabajando más de 20 años.
											Recopilar tantos dibujos llevó meses,
											fue un montón.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											And here's the thing
about training AI systems:
											it's actually a lot of hard work.
											A lot of work goes on behind the scenes.
											But in doing the work,
I realized a little bit more
											about how the architecture
of an AI is constructed.
											And I realized it's not just made
of models and classifiers
											for the neural network.
											But it's a fundamentally
malleable and shapable system,
											one in which the human hand
is always present.
											It's far from the omnipotent AI
we've been told to believe in.
									","
											É o que se passa no treino
de sistemas da IA:
											é uma coisa muito trabalhosa.
											Há muito trabalho nos bastidores.
											Mas, ao fazer este trabalho,
fiquei a perceber um pouco melhor
											como é construída a arquitetura da IA.
											Percebi que não é apenas feita
de modelos e classificadores
											para a rede neural.
											Mas é fundamental um sistema
maleável e modelável,
											em que a mão humana
está sempre presente.
											Está longe da IA omnipotente
que nos disseram para acreditar.
									","
											Y aquí está la cuestión
sobre entrenar sistemas AI:
											en realidad es mucho trabajo duro.
											Hay mucho trabajo detrás de escena.
											Pero al hacer el trabajo,
aprendí un poco más
											sobre cómo se construye
la arquitectura de un IA.
											Y noté que no solo está hecho 
de modelos y clasificadores
											para la red neuronal.
											Sino que es un sistema 
fundamentalmente maleable y moldeable,
											en el que la mano humana
siempre está presente.
											Está lejos de la IA omnipotente
en la que nos han dicho que creamos.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											So I collected these drawings
for the neural net.
											And we realized something
that wasn't previously possible.
											My robot D.O.U.G. became
a real-time interactive reflection
											of the work I'd done
through the course of my life.
											The data was personal,
but the results were powerful.
											And I got really excited,
											because I started thinking maybe
machines don't need to be just tools,
											but they can function
as nonhuman collaborators.
											And even more than that,
											I thought maybe
the future of human creativity
											isn't in what it makes
											but how it comes together
to explore new ways of making.
									","
											Então, reuni estes desenhos
para a rede neural.
											E percebemos algo que,
anteriormente não era possível.
											O meu robô D.O.U.G. tornou-se
uma reflexão interativa em tempo real
											do trabalho que eu tinha feito
durante toda a minha vida.
											Os dados eram pessoais,
mas os resultados foram poderosos.
											Eu estava realmente animada,
											porque comecei a pensar que as máquinas
talvez não fossem apenas ferramentas,
											mas pudessem funcionar
como colaboradoras não humanas.
											E até mais que isso.
											Eu penso que o futuro
da criatividade humana
											talvez não seja o que ele faz
											mas como vamos explorar 
novas maneiras de fazer.
									","
											Así que recopilé estos dibujos
para la red neuronal.
											Y nos dimos cuenta de algo
que antes no era posible.
											Mi robot D.O.U.G se convirtió
en una reflexión interactiva a tiempo real
											del trabajo que había realizado
a lo largo de mi vida.
											Los datos eran personales,
pero los resultados fueron poderosos.
											Y me emocioné mucho,
											porque empecé a pensar que quizás
las máquinas no son solo herramientas,
											sino que pueden funcionar
como colaboradores no humanos.
											Y aún más que eso,
											pensé que tal vez el futuro
de la creatividad humana
											no está en lo que hace
											sino cómo se une para
explorar nuevas maneras de crear.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											So if D.O.U.G._1 was the muscle,
											and D.O.U.G._2 was the brain,
											then I like to think
of D.O.U.G._3 as the family.
											I knew I wanted to explore this idea
of human-nonhuman collaboration at scale.
											So over the past few months,
											I worked with my team
to develop 20 custom robots
											that could work with me as a collective.
											They would work as a group,
											and together, we would collaborate
with all of New York City.
									","
											Então se a D.O.U.G.:01 foi o músculo,
											e D.O.U.G.:02 foi o cérebro,
											então eu gosto de pensar
na D.O.U.G.:03 como a família.
											Eu queria explorar
esta ideia de colaboração
											de colaboração 
humano-não-humana à escala.
											Assim, nos últimos meses,
a minha equipa e eu
											trabalhámos para desenvolver
20 robôs personalizados
											que trabalhariam comigo 
como um coletivo.
											Trabalhariam como um grupo
											e juntos, podíamos colaborar
com a cidade de Nova Iorque.
									","
											Si D.O.U.G_1 fue el músculo,
											y D.O.U.G_2 fue el cerebro,
											entonces me gustaría pensar
en D.O.U.G_3 como la familia.
											Sabía que quería explorar esta idea
de colaboración entre humanos
											y no-humanos a escala.
											En los últimos meses,
											trabajé con mi equipo 
para desarrollar 20 robots personalizados
											que trabajarían conmigo como colectivo.
											Trabajarían como un grupo
											y juntos colaboraríamos 
con todo Nueva York.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											I was really inspired
by Stanford researcher Fei-Fei Li,
											who said, ""if we want to teach
machines how to think,
											we need to first teach them how to see.""
											It made me think of the past decade
of my life in New York,
											and how I'd been all watched over by these
surveillance cameras around the city.
											And I thought it would be
really interesting
											if I could use them
to teach my robots to see.
											So with this project,
											I thought about the gaze of the machine,
											and I began to think about vision
as multidimensional,
											as views from somewhere.
											We collected video
											from publicly available
camera feeds on the internet
											of people walking on the sidewalks,
											cars and taxis on the road,
											all kinds of urban movement.
											We trained a vision algorithm
on those feeds
											based on a technique
called ""optical flow,""
											to analyze the collective density,
											direction, dwell and velocity states
of urban movement.
											Our system extracted those states
from the feeds as positional data
											and became pads for my
robotic units to draw on.
											Instead of a collaboration of one-to-one,
											we made a collaboration of many-to-many.
											By combining the vision of human
and machine in the city,
											we reimagined what
a landscape painting could be.
									","
											Eu fui inspirada por Fei-Fei Li,
o investigador de Stanford, que disse:
											""Se quisermos ensinar 
as máquinas a pensar,
											""primeiro, temos de ensiná-las a ver.""
											Isto fez-me pensar nas últimas décadas
da minha vida em Nova Iorque,
											e como eu tinha sido vigiada
pelas câmaras de vigilância da cidade.
											Pensei que seria interessante
											se pudesse usá-las para ensinar
os meus robôs a verem.
											Então com este projeto,
											eu pensei no olhar da máquina,
											e tornei a pensar na visão
multidimensional,
											como vistas de algum lugar.
											Recolhemos vídeos
											de imagens na Internet
de câmaras disponíveis publicamente
											pessoas a caminhar nos passeios,
											de carros e táxis na rua,
											todo o tipo de movimento urbano.
											Treinámos um algoritmo de visão
com aquelas imagens
											baseando-nos numa técnica
chamada ""fluxo ótico"",
											para analisar a densidade coletiva,
											a direção, a paragem,
a velocidade do movimento urbano.
											O nosso sistema extraiu essas situações
das imagens, como dados posicionais
											e tornaram-se almofadas
para uso das minhas unidades robóticas.
											Em vez da colaboração um-a-um,
											fizemos uma colaboração
de muitos-para-muitos.
											Combinando a visão do ser humano
com a da máquina na cidade,
											reinventámos o que podia ser
uma pintura de paisagem.
									","
											Me inspiró mucho el investigador
de Stanford Fei-Fei Li,
											quien dijo: ""Si queremos
enseñar a las máquinas a pensar,
											primero debemos enseñarles cómo ver"".
											Me hizo pensar en la última década
de mi vida en Nueva York
											y cómo nos vigilan todas esas
cámaras de seguridad por la ciudad.
											Y pensé que sería realmente interesante
											si pudiera usarlas 
para enseñar a mis robots a ver.
											Con este proyecto,
											pensé sobre la mirada de la máquina,
											y empecé a pensar sobre
la visión multidimensional,
											como vistas de alguna parte.
											Recopilamos videos
											de las cámaras públicas
disponibles en internet,
											de gente caminando por las aceras,
											autos y taxis en la carretera,
											todo tipo de movimiento urbano.
											Entrenamos un algoritmo
de la visión con esas fuentes
											basado en una técnica
llamada ""flujo óptico"",
											para analizar la densidad colectiva,
											dirección, permanencia y
velocidad del movimiento urbano.
											Nuestro sistema extrajo esos estados
de las fuentes como datos posicionales
											y se voliveron cuadernos para
dibujar para mis unidades robóticas.
											En lugar de una colaboración uno a uno,
											hicimos una colaboración
de muchos a muchos.
											Combinando la visión de
los humanos y las máquinas en la ciudad,
											reimaginamos lo que podría
ser una pintura de un paisaje.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											Throughout all of my
experiments with D.O.U.G.,
											no two performances
have ever been the same.
											And through collaboration,
											we create something that neither of us
could have done alone:
											we explore the boundaries
of our creativity,
											human and nonhuman working in parallel.
									","
											Durante toda a minha
experiência com a D.O.U.G.,
											nunca os dois desempenhos foram iguais.
											E através de colaboração,
											criámos algo que nenhum de nós
podia ter feito sozinho:
											Explorámos as fronteiras
da nossa criatividade,
											humana e não-humana,
trabalhando em paralelo.
									","
											En todos mis experimentos con D.O.U.G,
											no hay dos actuaciones
que hayan sido iguales.
											Y a través de la colaboración
											creamos algo que ninguno
podría haber hecho solo
											exploramos los límites
de nuestra creatividad,
											humano y no humano
trabajando en paralelo.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											I think this is just the beginning.
											This year, I've launched Scilicet,
											my new lab exploring human
and interhuman collaboration.
											We're really interested
in the feedback loop
											between individual, artificial
and ecological systems.
											We're connecting human and machine output
											to biometrics and other kinds
of environmental data.
											We're inviting anyone who's interested
in the future of work, systems
											and interhuman collaboration
											to explore with us.
											We know it's not just technologists
that have to do this work
											and that we all have a role to play.
									","
											Eu penso que isto
está apenas a começar.
											Este ano, lancei o Scilicet,
											o meu novo laboratório para explorar 
a colaboração humana e inter-humana.
											Estamos muito interessados
no ciclo de ""feedbacks""
											entre os sistemas individuais,
ecológicos e artificiais.
											Estamos a interligar a produção
do ser humano e da máquina
											para a biometria e outros tipos 
de dados ambientais.
											Estamos a convidar quem quer
que esteja interessado
											no trabalho do futuro,
											em sistemas e colaboração inter.humana,
											para explorar connosco.
											Sabemos que não são apenas os tecnólogos 
que têm de fazer este trabalho,
											todos nós temos um papel a desempenhar.
									","
											Creo que es solo el principio.
											Este año, lancé Scilicet,
											mi nuevo laboratorio explorando
la interración humana e interhumana.
											Estamos muy interesados en
la retroalimentación
											entre sistemas individuales,
artificiales y ecológicos.
											Conectamos la producción
humana y máquina
											con datos biométricos y
otros tipos de datos ambientales.
											Invitamos a cualquiera interesado
en el futuro del trabajo, sistemas
											y colaboración interhumana
											a investigar con nosotros.
											Sabemos que no solo los tecnólogos
tienen que hacer este trabajo
											y que todos tenemos un papel
que desempeñar.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											We believe that by teaching machines
											how to do the work
traditionally done by humans,
											we can explore and evolve our criteria
											of what's made possible by the human hand.
											And part of that journey
is embracing the imperfections
											and recognizing the fallibility
of both human and machine,
											in order to expand the potential of both.
									","
											Acreditamos que, ensinando as máquinas
											a fazerem o trabalho tradicionalmente
feito por pessoas,
											podemos explorar
e melhorar os nossos critérios
											do que é possível fazer pela mão humana.
											Uma parte deste percurso
está em aceitar as imperfeições
											e reconhecer a capacidade de falhar 
tanto dos humanos como das máquinas,
											a fim de expandir o potencial de ambos.
									","
											Creémos que enseñando a las máquina
											cómo hacer el trabajo
tradicionalmente hecho por humanos.
											podemos explorar y
desarrollar nuestro criterio
											de lo que ha hecho posible
la mano humana.
											Y parte de ese viaje es
aceptar las imperfecciones
											y reconocer la falibilidad
tanto humana y máquina,
											para expandir el potencial de ambos.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											Today, I'm still in pursuit
of finding the beauty
											in human and nonhuman creativity.
											In the future, I have no idea
what that will look like,
											but I'm pretty curious to find out.
									","
											Hoje, eu ainda estou
a procurar encontrar a beleza
											na criatividade humana e não humana.
											No futuro, eu não faço ideia
de como será isso,
											mas estou muito curiosa para saber.
									","
											Hoy sigo buscando la belleza
											en la creatividad humana y no humana.
											En el futuro, no tengo ni idea
de cómo será esto,
											pero tengo mucha curiosidad
por descubrirlo.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											Thank you.
									","
											Obrigada.
									","
											Gracias.
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
"
","
","
",Why I draw with robots,Sougwen Chung,8:30,"robots,art,beauty,humanity,creativity,future,technology,collaboration,culture"
