tr,de,title,speaker,duration,tags
"
											Gerçek bu. Quizi geçemediniz.
											Çünkü gerçek şu: ayaklarınızı kaybettikten bir yıl sonra ve
											piyangoyu kazandıktan bir yıl sonra,
											eşit derecede mutlu oluyorsunuz.
									","
											Das hier sind die Daten. Sie haben den Test nicht bestanden und Sie sind gerademal fünf Minuten in der Vorlesung.
											Fakt ist, dass ein Jahr nachdem man die Kontrolle über die Füße verloren hat
											und ein Jahr nach Gewinn der Lotterie, der Lottogewinner und der Querschnittsgelähmte
											gleich glücklich mit ihrem Leben sind.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Quizi kaybettiğiniz için üzülmeyin,
											çünkü herkes habersiz sınavlarda başarısız oluyor.
											Laboratuvarımın yaptığı ve
											ülke çapında ekonomistlerin ve psikologların yaptığı
											bir araştırma, şaşırtıcı bir şeyi ortaya çıkardı.
											Etki eğilimi diye adlandırdığımız bir şey,
											yani simülatörü kötü çalışmaya meyleden bir şey.
											Simülatörün sizi, farklı sonuçların gerçek hallerinden çok daha
											farklı olduğuna inandırması.
									","
											Sie brauchen sich nicht schlecht zu fühlen, weil Sie den Test nicht bestanden haben,
											weil alle jedes Mal bei diesen Tests durchfallen.
											Die Forschungsarbeit, die in meinem Labor gemacht wird,
											die Wirtschaftler und Psychologen im ganzen Land gemacht haben,
											haben etwas ziemlich verblüffendes ans Licht gebracht.
											Etwas, das wir „impact bias“ nennen.
											Damit ist die Tendenz des Simulators gemeint, schlecht zu funktionieren.
											Dass der Simulator Ihnen vorgaukelt, dass unterschiedliche Ergebnisse
											unterschiedlicher seien als sie eigentlich sind.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Doğadaki incelemelerde de, laboratuvar incelemelerinde de görüyoruz ki,
											seçimi kazanma ya da kaybetme, romantik bir eşi kazanma ya da kaybetme,
											terfi olup olmama, üniversitede testi geçme ya da geçememe,
											vs. vs. aslında insanların beklediğinden çok daha az
											yoğunlukta ve sürede etkili oluyorlar.
											Aslında, yeni bir çalışma — bu beni afallatıyor —
											hayati öneme sahip travmaların, insanları
											nasıl etkilediği ile ilgili bir çalışma diyor ki,
											eğer olay 3 ay önce gerçekleşmişse, büyük ihtimalle,
											mutluluğunuz üzerinde herhangi bir etkisi yoktur.
									","
											Von Feldstudien bis Laborstudien
											sehen wir, dass der Gewinn oder Verlust einer Wahl, der Beginn oder das Ende einer romantischen Beziehung,
											eine Beförderung zu erhalten oder nicht zu erhalten, eine Uni-Klausur zu bestehen oder sie nicht zu bestehen usw.
											weniger Einfluss haben, weniger intensiv sind und von viel kürzerer Dauer sind
											als Menschen glauben würden.
											Tatsächlich legt eine aktuelle Studie nahe – das haut mich fast vom Hocker –,
											die zeigt, wie extreme Lebenstraumata Menschen beeinflussen,
											dass etwas, das vor über drei Monaten passiert ist
											– mit nur wenigen Ausnahmen –,
											nicht einmal den geringsten Einfluss auf Ihre Zufriedenheit hat.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Neden?
											Çünkü mutluluk sentezlenebilir.
											Sir Thomas Brown 1642'de şöyle yazmıştı: ""Ben yaşayan en mutlu insanım.
											İçimde fakirliği zenginliğe, sıkıntıyı refaha dönüştürecek şeyler var.
											Ben Aşil'den daha sağlamım, şansın beni vurabileceği tek yer bile yok.""
											Bu elemanın kafasında nasıl bir mekanizma var?
									","
											Warum?
											Weil Zufriedenheit künstlich erzeugt werden kann.
											Sir Thomas Brown schrieb 1642, „Ich bin der glücklichste Mensch der Welt.
											Ich habe in mir, was Armut in Reichtum umwandeln kann, Elend in Gedeihen,
											ich bin unverwundbarer als Achilles; Zufall hat keinen Punkt, an dem es mich treffen kann.“
											Was für eine bemerkenswerte Maschine hat dieser Typ in seinem Kopf?
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Anlıyoruz ki, bu hepimizde varolan inanılmaz mekanizma ile aynı.
											İnsanoğlu, psikolojik bağışıklık sistemi olarak düşünebileceğimiz bir şeye sahip.
											Kendilerini buldukları dünyalarda kendilerini daha iyi hissetmeleri için
											dünyaya bakışlarını değiştirmeye yardım eden,
											kavramsal süreçler sistemi, çoğunlukla bilinçsiz kavramsal süreçler.
											Tıpkı Sir Thomas gibi, siz de bu makineye sahipsiniz.
											Sir Thomas'ın aksine, o makineyi bilmiyorsunuz.
									","
											Es stellt sich heraus: genau die gleiche bemerkenswerte Maschine, die wir alle haben.
											Menschen haben etwas, das wir uns etwa wie ein psychologisches Immunsystem vorstellen können.
											Ein System von kognitiven Prozessen, größtenteils unterbewussten kognitiven Prozessen,
											die ihnen helfen, ihre Sicht der Welt zu ändern,
											sodass sie sich wohler fühlen in der Welt, in der sie sich wiederfinden.
											Genau wie Sir Thomas haben Sie diese Maschine.
											Im Gegensatz zu Sir Thomas scheinen Sie sich dessen aber nicht bewusst zu sein.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Biz mutluluğu sentezliyoruz, fakat mutluluğun bulunması gerektiğini düşünüyoruz.
											Şimdi, bana mutluluğu sentezleyen insan örneği vermenize gerek yok.
											Şüpheleniyorum. Fakat sizlere deneysel kanıtlar göstereceğim,
											kanıt için çok uzaklara gitmenize gerek yok.
									","
											Wir erzeugen Zufriedenheit künstlich, aber wir denken, Zufriedenheit ist etwas, das gefunden werden muss.
											Nun, Sie brauchen mich nicht, um Ihnen zu viele Beispiele davon zu nennen, wie Menschen Zufriedenheit künstlich erzeugen.
											Ich werde Ihnen aber trotzdem ein paar experimentelle Beweise liefern.
											Man muss nicht sehr weit nach Beweisen suchen.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Kendime ödev olarak, bunu derslerimde arada bir söylüyorum,
											New York Times gazetesinin bir nüshasını alıp mutluluk senyezleyen insanlar bulmaya çalştım.
											Ve işte üç tane mutluluk sentezleyen adam.
											""Fiziksel, finansal, duygusal, zihinsel ve diğer yönlerimle
											çok daha iyiyim."" ""Bir dakikama bile üzülmüyorum.
											Olağanüstü bir tecrübe idi."" ""Bence en iyisiydi.""
									","
											Als Herausforderung an mich, da ich dies ab und zu in Vorlesungen frage,
											habe ich eine Ausgabe der New York Times genommen und versucht, Beispiele von Leuten zu finden, die Zufriedenheit künstlich erzeugen.
											Hier sind drei Leute, die Zufriedenheit künstlich erzeugen.
											„Mir geht es physisch, finanziell, emotional, mental
											und in fast jeder anderen Art so viel besser.“ „Ich bereue keine Minute.
											Es war eine herrliche Erfahrung.“ „Ich glaube, es hat sich zum Besten gewandelt.“
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Bu kadar mutlu olan karakterler kimler?
											Birincisi Jim Wright.
											Bazılarınız hatırlayacak kadar yaşlı: Temsilciler Meclisi'nin başkanı idi
											ve genç Cumhuriyetçi Newt Gingrich'in kendisinin yapmış olduğu
											gizli bir işi ortaya çıkarmasından sonra istifa etti.
											Her şeyini kaybetti. Ülkedeki en güçlü Demokrat,
											her şeyini kaybetti.
											Parasını, gücünü kaybetti.
											Bunca yıl sonra ne demek zorunda?
											""Fiziksel, finansal, duygusal, zihinsel ve diğer yönlerim yönünden
											çok daha iyiyim.""
											İyi olabilecek başka hangi yönlerin olabilir?
											Sebzesel? Mineral olarak? Hayvansal? O bunların hepsini kapsamış bile.
									","
											Wer sind diese Charaktere, die so verdammt glücklich sind?
											Der erste ist Jim Wright.
											Einige von Ihnen sind alt genug, um sich daran zu erinnern: Er war der Vorsitzende des Repräsentantenhauses
											und er ist unter Schande zurückgetreten als der junge Republikaner mit Namen Newt Gingrich
											von einem zwielichtigen Buchhonorar erfahren hat.
											Er hat alles verloren. Der mächtigste Demokrat im Land –
											er hat alles verloren.
											Er verlor sein Geld, er verlor seine Macht.
											Was hat er all diese Jahre später darüber zu sagen?
											„Mir geht es physisch, finanziell, mental
											und in fast jeder anderen Art so viel besser.“
											Welche anderen Arten gibt es, in denen es einem besser gehen kann?
											Pflanzlich? Mineralisch? Animalisch? Er hat so ziemlich alles abgedeckt.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Moreese Bickham hiç duymadığınız biri.
											Moreese Bickham bu sözleri serbest bırakıldığında dile getirmiş.
											78 yaşında idi. İşlemediği bir suçtan dolayı 37 yılını
											Louisiana Devlet Cezaevi'nde geçirdi.
											DNA kanıtı ile, 78 yaşında,
											suçsuz olduğu anlaşıldı.
											Bu tecrübeden sonra ne söylemesi gerekiyordu?
											""Bir dakikama bile üzülmüyorum. Olağanüstü bir tecrübe idi.""
											Olağanüstü! Bu adam şunu demiyor,
											""Yani, orada bazı iyi insanlar da vardı. Spor salonu vardı.""
											Ne diyor? ""Olağanüstü idi.""
											Normalde manevi bir tecrübe yaşadığımız zaman kullandığımız bir kelime.
									","
											Von Moreese Bickham haben Sie noch nie gehört.
											Moreese Bickham äußerte folgende Worte bei seiner Freilassung.
											Er war 78 Jahre alt. Davon verbrachte er 37 Jahre
											im Gefängnis in Louisiana für ein Verbrechen, dass er nicht begangen hatte.
											Letztendlich wurde er freigesprochen –
											mit 78 Jahren – durch DNA Beweise.
											Was hatte er über seine Erfahrungen zu sagen?
											„Ich bereue keine Minute. Es war eine herrliche Erfahrung.“
											Herrlich! Der Junge sagt nicht
											„Naja, weißt du, es gab ein paar nette Leute. Sie hatten eine Sporthalle.""
											Es war „herrlich“,
											ein Wort, das wir uns normalerweise für eine religiöse Erfahrung vorbehalten.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Harry S. Langerman, belki bilebileceğiniz fakat bilmediğiniz birisi,
											çünkü 1949'da gazetede McDonalds adlı iki kardeş tarafından işletilen bir hamburger
											standı ile ilgili bir haber okumuştu.
											""Gerçekten güzel bir fikir!"" diye düşündü.
											Onları bulmaya gitti. Onlar da ona
											""3000 dolara bu işin bayisini sana veririz."" dediler.
											Harry New York'a geri döndü ve yatırımcı bankacı abisinden
											kendisine 3000 dolar vermesini istedi,
											abisinin ölümsüz cümleleri şunlardı,
											""Seni aptal, kimse hamburger yemiyor.""
											Parayı ona vermeyecekti ve tabi ki altı ay sonra
											Ray Croc'un aklına aynı fikir gelmişti.
											Öyle anlaşılıyor ki, insanlar hamburger yiyor ve
											Ray Croc, Amerika'nın en zengin adamı oluyor.
									","
											Harry S. Langerman sagte folgende Worte und er ist jemand, von dem Sie hätten hören können,
											es aber nicht getan haben, weil er 1949 einen kleinen Zeitungsartikel
											über einen Hamburgerstand zweier Brüder mit Namen McDonalds gelesen hatte.
											Und er dachte: „Das ist eine wirklich nette Idee!“
											Also suchte er sie auf. Sie sagten:
											„Wir können dir ein Franchise für das hier für 3.000 Dollar geben.“
											Harry ging zurück nach New York und bat seinen Bruder, der Investmentbanker war,
											um einen Kredit über die 3.000 Dollar.
											Die unsterblichen Worte seines Bruders waren:
											„Du Idiot, niemand isst Hamburger.“
											Er lieh ihm das Geld nicht und natürlich hatte Ray Croc
											sechs Monate später genau die gleiche Idee.
											Es stellte sich heraus, dass Leute doch Hamburger essen
											und Ray Croc für eine Weile der reichste Mann der USA wurde.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Ve sonunda — biliyorsunuz, olabilecekler için en iyi kelimeler söyleniyor —
											Pete Best'in, Beatles'in bir ayak işi için
											ta Rigo'ya gönderilmesine kadarki
											gerçek davulcusunun,
											bu fotoğrafını kiminiz hatırlıyor.
											1994'te Pete Bast ile röportaj yapılırken
											— evet hâlâ bir davulcu, evet hâlâ stüdyo müzisyeni —
											bunları söylemek zorunda idi: ""Beatles'la beraber olduğum zamandan daha mutluyum.""
									","
											Und schließlich das Beste –
											manche von Ihnen erkennen dieses Photo vom jungen Pete Best,
											dem ursprünglichen Schlagzeuger der Beatles,
											bevor sie ihn Zigaretten holen geschickt haben, sich davon gemacht haben
											und Ringo auf einer Tour eingesammelt haben.
											1994 wurde Pete Best interviewt.
											... ja, er ist noch Schlagzeuger, ja, er ist Studiomusiker ...
											Er hatte Folgendes zu sagen: „Ich bin glücklicher als ich es jemals mit den Beatles geworden wäre.“
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Bu insanlardan öğrenmemiz gerek bir şeyler var,
											o da mutluluğun sırrı.
											Sonunda ifşa ediliyor.
											Bir: zenginleşin, güç ve prestij sahibi olun,
											sonra da kaybedin. (Gülüşmeler)
											İki: hayatınızın olabildiğince uzun bir kısmını hapiste geçirin.
											(Gülüşmeler) Üç: başkasını gerçekten çok, çok zengin edin. (Gülüşmeler)
											Ve sonuncusu: kesinlikle Beatles'a katılmayın. (Gülüşmeler)
									","
											Okay. Es gibt eine wichtige Lektion, die man von diesen Leuten lernen kann.
											Es ist das Geheimnis der Zufriedenheit.
											Hier ist es – endlich wird es gelüftet.
											Erstens: Häufen Sie Wohlstand, Macht und Prestige an
											und verlieren Sie es dann. (Lachen)
											Zweitens: Verbringen Sie so viel Zeit Ihres Lebens im Gefängnis wie möglich.
											(Lachen) Drittens: Machen Sie jemand anderen richtig, richtig reich. (Lachen)
											Und schließlich: Treten Sie ja niemals den Beatles bei. (Lachen)
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Tamam. Şimdi ben, Ze Frank gibi, sizin bir sonraki düşüncelerinizi
											tahmin edebilirim, o da şu ""Tabi, tabi.""
											Çünkü insanlar mutluluğu sentezlediği zaman, yukarıda beyefendilerin yaptığı gibi,
											onlara güleriz, hepimiz gözlerimi açarız ve
											""Evet doğru, sen hiçbir zaman gerçekten bir iş aramadın.""
											""Evet doğru. Senin onla hiçbir
											ortak yanın yoktu, ve bunu tam da
											onun sana
											nişan yüzüğünü attığı anda fark ettin.""
									","
											Okay. Jetzt kann ich – wie Ze Frank – Ihren nächsten Gedanken vorhersagen.
											Der ist: „Na, klar!“ Wenn Menschen nämlich
											Zufriedenheit künstlich erzeugen, wie es diese Herren wohl getan haben,
											lächeln wir sie an, rollen jedoch mit den Augen und sagen
											„Na, klar, du wolltest den Job nie wirklich.""
											„Na, klar. Du wolltest nicht wirklich
											so viel mit ihr gemeinsam haben,
											und das hast du genau in dem Moment verstanden
											als sie dir den Ehering ins Gesicht warf.“
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Sırıtırız çünkü sentetik mutluluğun doğal mutluluk diye
											tabir edebileceğimiz durum kadar kaliteli olmadığını düşünürüz.
											Bu terimler ne anlama geliyor?
											Doğal mutluluk istediğimiz bir şeyi istediğimiz zaman elde etmektir,
											sentetik mutluluk da istediğimizi elde edemediğimiz zaman yaptığımız şeydir.
											Ve toplumumuzda şöyle yaygın bir inanç var,
											sentetik mutluluk ikinci dereceden bir şeydir.
											Böyle bir inanç neden var?
											Çok basit. İnsanların istedikleri şeyi elde etmedikleri zaman
											sanki elde etmiş gibi mutlu olacağına inandığı bir dünyada
											hangi ekonomi motoru işler?
									","
											Wir lächeln zynisch, weil wir glauben, dass künstliche Zufriedenheit
											nicht von der gleichen Qualität ist, wie das, was wir vielleicht natürliche Zufriedenheit nennen.
											Was bedeuten diese Begriffe?
											Natürliche Zufriedenheit ist das, was wir bekommen, wenn wir bekommen, was wir wollten.
											Künstliche Zufriedenheit ist das, was wir erzeugen, wenn wir nicht bekommen, was wir wollten.
											In unserer Gesellschaft haben wir den festen Glauben,
											dass künstliche Zufriedenheit von minderwertiger Art ist.
											Warum haben wir diesen Glauben?
											Naja, das ist sehr einfach. Welche Art wirtschaftlicher Motor
											würde weitertuckern,
											wenn wir glaubten, dass nicht zu bekommen, was wir wollen, uns genauso glücklich macht, wie, es tatsächlich zu bekommen.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Özür dilerim Matthieu Ricard arkadaşım,
											Zen rahipleri ile dolu bir alışveriş mağazası
											kâr getirmeyecektir,
											çünkü onlar pek bir şey istemezler.
											Ben size sentetik mutluluğun,
											hedeflediğiniz bir şeyi elde ettiğiniz zaman
											karşılaştığınız mutlulukla,
											aynı derecede gerçek ve sürücü olduğunu tavsiye etmek istiyorum.
											Şimdi, ben bir bilim adamıyım, bunu belâgat ile yapmayacağım,
											onun yerine sizlere bir miktar veri vereceğim.
									","
											Mit Entschuldigungen an meinen Freund Matthieu Ricard –
											eine Einkaufspassage voll mit Zen-Mönchen
											wird nicht wirklich profitabel sein,
											weil sie das Zeug nicht genug wollen.
											Ich möchte Ihnen aufzeigen, dass künstliche Zufriedenheit
											genauso real und beständig ist,
											wie die Art von Zufriedenheit, über die man stolpert,
											wenn man tatsächlich das bekommt, was man will.
											Aber ich bin Wissenschaftler, also werde ich dies nicht rhetorisch tun,
											sondern mit ein paar Daten unterstreichen.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
											Önce size, eskiden sentetik mutluluğu
											göstermek için kullanılan deneysel bir paradigmayı
											göstereceğim. Benim icadım değil.
											Bu 50 yıllık bir paradigma ve ismi serbest seçim paradigması.
											Çok basit.
											Mesela 6 tane cisim getirirsiniz,
											ve deneğe cisimleri sevme derecesine göre sıralamasını istersiniz.
											Bu durumda, size bahsedeceğim deney bunları kullandığı için,
											bunlar Monet resimleri.
											Ve herkes bu Monet resimlerini
											en sevdiğinden, en az sevdiğine doğru sıralayabilir.
											Şimdi, size bir teklifte bulunuyoruz:
											""Dolabın içinde birkaç tane daha resim var.
											Bir tanesini size hediye olarak vereceğiz.
											Elimizde 3. ve 4. resimden var.""
											diyoruz deneğe. Bu biraz zor bir seçim,
											çünkü denek için iki resim arasında fazla bir fark yok,
											fakat doğal olarak, insanlar üç numaralı resmi seçiyorlar,
											çünkü üç numarayı dört numaradan daha çok seviyorlar.
									","
											Lassen Sie mich zuerst ein experimentelles Modell vorstellen, das benutzt wird,
											um die Synthese von Glück
											von normalen alten Leuten darzustellen. Das ist nicht meines.
											Dieses 50 Jahre alte Modell wird „Paradigma der freien Wahl“ genannt.
											Es ist sehr einfach.
											Man nimmt, sagen wir, sechs Objekte
											und weist einen Teilnehmer an, es vom am meisten gemochten zum am wenigsten gemochten anzuordnen.
											In diesem Fall sind es, weil sie im Experiment, von dem ich Ihnen berichten werden benutzt wurden,
											Drucke von Monets Bildern.
											Jeder kann diese Monet-Drucke sortieren –
											von dem Bild, das sie am meisten mögen bis zu dem, das sie am wenigsten mögen.
											Jetzt geben wir Ihnen eine Wahl:
											„Wir haben einige weitere Drucke im Schrank.
											Wir werden Ihnen eines davon als Preis mit nach Hause geben.
											Es sind Nummer drei und Nummer vier."",
											sagen wir den Teilnehmern. Das ist eine etwas schwere Entscheidung,
											weil keines der beiden stark bevorzugt wird,
											aber naturgemäß tendieren die Leute dazu, Nummer drei zu wählen,
											weil sie es ein bisschen lieber mögen als Nummer vier.
									",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
"
","
",The surprising science of happiness,Dan Gilbert,21:16,"brain,choice,culture,evolution,happiness,psychology,science"
