en,pt,fr,es,de,title,speaker,duration,tags
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											So as a humanist,
I believe that human beings
											are challengers, not prisoners of faith.
											Our destinies are in our hands,
not predetermined.
											And it's left for us to shape
our lives and destinies
											to reflect our best hopes and aspirations.
											I believe that human beings have the power
											to turn situations of poverty
into those of wealth and prosperity.
											We have the capacity
to alleviate suffering,
											extend life, prevent diseases,
											cure debilitating ailments,
reduce infant mortality
											and preserve our planet.
											But we cannot accomplish all these goals
by wishful thinking with our eyes closed
											or by armchair speculation
or by expecting salvation from empty sky.
											In contrast, millions of Africans
imagine that their religious faith
											will help their dream come true,
											and they spend so much time
praying for miracles
											and for divine intervention
in their lives.
									","
											Logo, como humanista, eu acredito
											que os seres humanos são desafiadores,
não prisioneiros da fé.
											O nosso destino está nas nossas mãos,
não é predeterminado.
											E é-nos incumbida a tarefa
de modelar a nossa vida e o nosso destino
											para refletir as nossas melhores 
esperanças e desejos.
											Eu acredito que os seres humanos
têm o poder
											de tornar situações de pobreza
em riqueza e prosperidade.
											Nós temos a capacidade
de aliviar o sofrimento,
											de prolongar a vida, 
de evitar doenças,
											de curar doenças debilitantes,
de reduzir a mortalidade infantil
											e de preservar o nosso planeta.
											Mas não podemos realizar
todos esses objetivos com ilusões,
											de olhos fechados,
											nem especulando sem informação
ou à espera de salvação do céu vazio.
											Em contraste, milhões de africanos 
imaginam que a sua fé religiosa
											irá ajudar a realizar o seu sonho,
											e passam muito tempo
a rezar por milagres
											e por intervenção divina na sua vida.
									","
											En tant qu'humaniste,
je crois que les êtres humains
											relèvent les défis
et ne sont pas des prisonniers de la foi.
											Nos destins sont dans nos mains,
pas prédéterminés.
											C'est à nous de façonner
notre vie et notre destin
											pour refléter nos meilleurs
espoirs et aspirations.
											Je crois que les êtres humains
ont le pouvoir
											de transformer des situations de pauvreté
en richesse et prospérité.
											Nous avons la capacité
de soulager la souffrance,
											d'étendre la vie, d'éviter des maladies,
											de guérir des troubles invalidants,
de réduire la mortalité infantile
											et de préserver notre planète.
											Mais nous ne pouvons pas
accomplir tous ces objectifs
											avec des vœux pieux
prononcés les yeux fermés,
											en spéculant dans notre salon
											ou en attendant le salut
venu d'un ciel vide.
											A contrario, des millions d'Africains
imaginent que leur foi religieuse
											aidera leurs rêves à se réaliser
											et ils passent tant de temps
à prier pour des miracles
											et une intervention divine dans leur vie.
									","
											Como humanista,
creo que los seres humanos
											son luchadores, no prisioneros de la fe.
											Los destinos no están predeterminados; 
están en nuestras manos.
											Nos toca a nosotros mismo darle forma
a nuestras vidas y destinos
											para reflejar nuestras mejores
esperanzas y aspiraciones.
											Creo que los seres humanos tienen el poder
											de convertir situaciones de pobreza
en riqueza y prosperidad.
											Tenemos la capacidad
de aliviar el sufrimiento,
											alargar la vida, prevenir enfermedades,
											curar dolencias,
reducir la mortalidad infantil
											y preservar nuestro planeta.
											Pero no podemos lograr estos objetivos con
tan solo desearlo con los ojos cerrados,
											o soñando desde el sillón,
o esperando la salvación del cielo.
											En contraste, millones de africanos
imaginan que su fe religiosa
											los ayudará a que sus sueños
se hagan realidad,
											por lo que pasan mucho tiempo
rezando por milagros
											y por una intervención divina
en sus vidas.
									","
											Als Humanist glaube ich, 
dass Menschen Herausforderer,
											nicht Gefangene des Glaubens sind.
											Unser Schicksal liegt in unseren Händen, 
es ist nicht vorherbestimmt.
											Das gibt uns die Chance, unser Leben
und Schicksal selbst zu formen,
											und unsere größte Hoffnung abzubilden.
											Ich glaube, dass Menschen 
die Kraft haben,
											ärmliche Umstände in Reichtum 
und Wohlstand umzuwandeln.
											Wir können Leid mildern,
											das Leben verlängern,
Krankheiten vorbeugen,
											lästige Erkrankungen behandeln, 
die Kindersterblichkeit verringern
											und unseren Planeten bewahren.
											Wir können diese Ziele nicht erreichen, 
indem wir die Augen schließen,
											wilde Spekulationen anstellen oder 
auf Erlösung aus heiterem Himmel hoffen.
											Millionen Afrikaner glauben dagegen 
daran, dass ihre Religiosität
											ihnen beim Verwirklichen 
ihrer Träume helfen wird,
											und so verbringen sie viel Zeit, 
für Wunder zu beten
											oder göttliche Einflussnahme.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											In 2009, a Gallup survey in 114 countries
											revealed that religiosity was highest
in the world's poorest nations.
											In fact, six of the 10 countries
where 95 percent of the population
											said that religion was an important part
of their daily lives, were African.
											In some cases, religion drives
many Africans to extraordinary length:
											to attack other human beings,
to commit ritual killing,
											targeting those living with albinism,
											those with a humpback,
											and as I recently learned,
those with a bald head.
											In Africa, superstition is widespread,
											with so many people
believing in witchcraft,
											something that has no basis
in reason or in science.
											Yet alleged witches, usually women,
children and elderly persons
											are still routinely attacked,
banished and killed.
											And I've made it part of my life's mission
											to end witchcraft accusation
and witch persecution in Africa.
									","
											Em 2009, uma pesquisa da Gallup
em 114 países
											revelou que a religiosidade
era mais alta nas nações mais pobres.
											De facto, seis dos dez países
onde 95% da população
											disse que a religião era uma parte 
importante do dia-a-dia, eram africanos.
											Nalguns casos, a religião leva
muitos africanos a extremos drásticos:
											a atacar outros seres humanos,
a cometer massacres rituais,
											focando-se naqueles
que sofrem de albinismo,
											naqueles que têm uma corcunda
											e, tal como eu soube recentemente, 
naqueles que são carecas.
											Em África, a superstição
está muito difundida,
											com muitas pessoas
que acreditam em bruxaria,
											algo que não tem base
na razão ou na ciência.
											Mesmo assim, alegados feiticeiros,
normalmente mulheres, crianças e idosos,
											ainda são rotineiramente
atacados, banidos e mortos.
											E eu decidi que parte
da minha missão de vida,
											era acabar com a acusação de bruxaria
e com a perseguição de bruxas em África.
									","
											En 2009, un sondage de Gallup
réalisé dans 114 pays
											a révélé que la religiosité
était la plus élevée
											dans les nations
les plus pauvres du monde.
											En fait, six des dix pays
où 95% de la population
											ont dit que la religion était
une partie importante de leur quotidien
											étaient africains.
											La religion pousse parfois des Africains
à des mesures extraordinaires :
											attaquer d'autres êtres humains,
commettre des meurtres rituels,
											prendre pour cible
ceux atteints d'albinisme,
											les bossus
											ou, comme je l'ai appris récemment,
ceux ayant la tête chauve.
											En Afrique, la superstition
est très répandue,
											beaucoup de gens
croient en la sorcellerie,
											chose qui n'a aucun fondement
raisonnable ou scientifique.
											Pourtant, les sorciers présumés,
											souvent des femmes, des enfants
et des personnes âgées,
											sont encore couramment
attaqués, bannis et tués.

											J'en ai fait la mission de ma vie
											de mettre un terme
aux accusations de sorcellerie
											et à la persécution
des sorciers en Afrique.
									","
											En 2009, una encuesta Gallup en 114 países
											reveló que la religiosidad era mayor
en las naciones más pobres.
											De hecho, 6 de los 10 países donde
un 95 % de la población
											dijo que la religión era una parte
importante de sus vidas, eran africanos.
											En algunos casos, la religión lleva
a muchos africanos muy lejos:
											a atacar a otros seres humanos,
a cometer asesinatos rituales,
											a señalar a aquéllos
que viven con albinismo,
											aquéllos con una joroba,
											y como aprendí hace poco,
a aquéllos calvos.
											En África, la superstición está extendida,
											con mucha gente creyendo en brujería,
											algo que no tiene base 
ni en la razón ni en la ciencia.
											Las supuestas brujas, normalmente 
mujeres, niños y ancianos,
											todavía son atacados a diario,
desterrados y asesinados.
											Y he hecho que parte
de mi misión en la vida
											sea ayudar a acabar con acusaciones
de brujerías y su persecución en África.
									","
											2009 hat eine Gallup-Umfrage
in 114 Ländern ergeben,
											dass Religiosität am stärksten
in den ärmsten Nationen der Welt ist.
											Sechs von zehn Ländern, in 
denen 95 % der Menschen sagten,
											Religion sei ein wichtiger Aspekt 
in ihrem Leben, lagen in Afrika.
											In einigen Fällen stiftet Religion viele 
Afrikaner zu außerordentlichen Taten an:
											das Angreifen anderer Menschen, 
rituelle Massenmorde,
											Verbrechen gegen Albinos,
											gegen buckelige Menschen,
											und wie ich letztens erfuhr, 
sogar gegen Glatzköpfige.
											Aberglaube ist in Afrika weit verbreitet.
											So viele Menschen glauben an Hexerei,
											wofür es keine wissenschaftliche
oder vernünftige Grundlage gibt.
											Trotzdem werden beschuldigte Hexen, 
meist Frauen, Kinder und ältere Personen,
											regelmäßig attackiert,
verbannt und ermordet.
											Ein Teil meiner Lebensmission ist es,
											Hexenverfolgung in Afrika zu beenden.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											So as a humanist, I believe
in a proactive approach to life.
											The changes that we want
cannot be achieved only by dreaming
											but require doing as well.
											The challenges that we face cannot go away
											if we recoil and retreat into our shells,
wishing and imagining
											that those problems will somehow
magically disappear.
											The good life that we desire
will not fall like manna from heaven.
											My parents did not erect a block apartment
by wishing and dreaming.
											They worked hard, they failed,
they tried again.
											They toiled with rolled-up sleeves,
											with their hands deep in debt,
they plowed ahead,
											growing their dreams into reality.
									","
											Como humanista, eu acredito
numa abordagem pró-ativa da vida.
											As mudanças que queremos não podem
ser alcançadas apenas sonhando,
											mas requerem ação também.
											Os desafios que enfrentamos
não desaparecem
											se recuarmos e nos fecharmos
nas nossas conchas,
											desejando e imaginando
											que esses problemas desaparecerão,
de alguma forma, como por magia.
											A vida boa que nós desejamos,
não vai cair como maná do céu.
											Os meus pais não ergueram
um bloco de apartamentos
											apenas desejando e sonhando.
											Eles trabalharam arduamente,
falharam e tentaram outra vez.
											Eles labutaram com as mangas arregaçadas,
											com as mãos profundamente endividadas,

											a transformar os seus sonhos em realidade.
									","
											En tant qu'humaniste, je crois
en une approche proactive de la vie.
											Les changements que nous voulons
ne peuvent être atteints qu'en rêvant,
											ils requièrent que nous agissions.
											Les défis auxquels nous faisons face
ne disparaissent pas
											si nous reculons et nous retirons
dans notre coquille à espérer et imaginer
											que ces problèmes
vont disparaître par magie.
											La bonne vie que nous désirons
ne tombera pas du ciel.
											Mes parents n'ont pas érigé un appartement
en espérant et en rêvant.
											Ils ont travaillé dur,
ont échoué, ont réessayé.
											Ils ont travaillé les manches relevées,
											les mains plongées dans les dettes,
ils ont continué à labourer
											et à cultiver leurs rêves
pour qu'ils deviennent réalité.
									","
											Como humanista creo en
una visión proactiva a la vida.
											Los cambios que queremos 
no pueden alcanzarse soñando;
											también requiere acción.
											Los retos que enfrentamos no se irán
											si nos apartamos y nos escondemos
deseando e imaginando
											que esos problemas de algún modo
van a desaparecer mágicamente.
											La buena vida que deseamos
no nos caerá como maná del cielo.
											Mis padres no erigieron el apartamento
de bloques deseando y soñando.
											Trabajaron duro, fallaron
y lo intentaron de nuevo.
											Se arremangaron la camisa,
											y aún sumergidos profundamente
en deudas, avanzaron,
											haciendo sus sueños realidad.
									","
											Als Humanist glaube ich 
an den proaktiven Ansatz im Leben.
											Gewollte Veränderungen können nicht
durch bloßes Träumen erzielt werden,
											sie erfordern Taten.
											Die uns gestellten Aufgaben
verschwinden nicht einfach,
											wenn wir uns verkriechen und hoffen,
											dass diese Probleme sich in Luft auflösen.
											Das gute Leben, das wir wollen,
wird nicht einfach so vom Himmel fallen.
											Meine Eltern bekamen die Wohnung nicht
durch Wünschen und Träumen.
											Sie arbeiteten hart, sie scheiterten
und versuchten es erneut.
											Sie schufteten und schufteten,
											hatten Schulden und ackerten durch,
											sie verwirklichten ihre Träume.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											So as a humanist, I believe
we must be adventurous and even daring.
											The path of success is paved
with risk and uncertainties.
											We have to muster the will and courage
to do what people have never done.
											To think what people have never thought.
											Envisage what people have never imagined.
											Go to places human beings
have not been to.
											And succeed where people
have tried but failed.
											We must be ready to explore new frontiers
of knowledge and understanding
											and attempt doing
not just what is possible
											but also what is seemingly impossible.
									","
											Como humanista, eu acredito 
que devemos ser aventureiros e até audazes.
											O caminho do sucesso
está pavimentado de riscos e incertezas.
											Temos que reunir a vontade e a coragem
para fazer o que nunca foi feito.
											Para pensar no que nunca foi pensado.
											Encarar o que as pessoas
nunca imaginaram.
											Ir a sítios onde o ser humano
nunca esteve.
											E ter sucesso onde as pessoas
já tentaram e falharam.
											Nós devemos estar prontos para explorar
novos conhecimentos e entendimentos
											e tentar fazer não só o que é possível,
											mas também o que parece
ser impossível.
									","
											En tant qu'humaniste, je crois que
nous devons être aventureux, audacieux.
											Le chemin vers le succès est pavé
de risques et d'incertitudes.
											Nous devons rassembler
la volonté et le courage
											de faire ce qui n'a jamais été fait,
											de penser ce qui n'a jamais été pensé,
											d'envisager ce qui
n'a jamais été envisagé,
											d'aller à des endroits
où l'on n'a jamais été
											et de réussir là où l'on a
essayé mais échoué.
											Nous devons explorer
de nouvelles frontières
											du savoir et de la compréhension
											et essayer de faire
non seulement ce qui est possible,
											mais aussi ce qui semble impossible.
									","
											Como humanista, creo que debemos ser
aventureros e incluso temerarios.
											El camino al éxito está pavimentado
con riesgo e incertidumbres.
											Tenemos que reunir la voluntad y el coraje
para hacer lo que nadie ha hecho antes.
											Pensar en lo que nunca se ha pensado.
											Prever lo que la gente nunca se imaginó.
											Ir a lugares en que 
los humanos nunca han estado.
											Y triunfar donde la gente
lo ha intentado y fallado.
											Prepararnos para explorar nuevas fronteras
del conocimiento y entendimiento
											e intentar hacer
no solo lo que es posible,
											sino también lo que parece imposible.
									","
											Als Humanist glaube ich, dass wir 
wagemutig sein müssen.
											Erfolg geht mit Risiko 
und Unsicherheit einher.
											Wir müssen Wille und Mut aufbringen,
um das zu tun, was noch nie getan wurde.
											Um so zu denken, wie nie gedacht wurde.
											Sich das vorstellen, 
was sich noch keiner vorgestellt hat.
											Sich dorthin zu wagen, 
wo noch kein Mensch war.
											Und erfolgreich sein, wo zuvor 
versucht und gescheitert wurde.
											Wir müssen bereit sein, neue Grenzen 
des Wissens und Denkens zu erkunden,
											und nicht nur das Mögliche versuchen,
											sondern auch das scheinbar Unmögliche.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											But I realize that at the end of the day,
											our efforts do not always
yield our desires.
											We fail, we suffer
disappointments and setbacks.
											Some problems, such as wars and conflict,
poverty and diseases
											and other natural and human-made disasters
											seem as if they may never go away.
											Solutions to old problems
have led to new dangers,
											new cures to diseases
have resulted in new health risks.
											But the fact that these problems persist
											and that solutions sometimes
create their own problems
											is not a reason for us
to give up or to resign.
											It's not a reason for us to think
that our efforts are of no consequence.
											In fact, there is fulfillment in striving,
											and trying to provide
answers and solutions
											to the problem humanity faces
											even when the likely outcome is failure.
									","
											Mas eu apercebo-me que, afinal,
											os nossos esforços nem sempre
concretizam os nossos desejos.
											Nós falhamos, nós sofremos
desapontamentos e contratempos.
											Alguns problemas, como guerras
e conflitos, pobreza e doenças,
											e outros desastres naturais
e feitos pelo Homem,
											parece que nunca irão desaparecer.
											Soluções para problemas antigos
levaram a novos perigos,
											novas curas para doenças
resultaram em novos riscos de saúde.
											Mas o facto de esses problemas persistirem
											e de as soluções às vezes criarem
os seus próprios problemas
											não é razão para nós desistirmos
ou nos resignarmos.
											Não é uma razão para nós pensarmos
											que os nossos esforços
não têm consequências.
											De facto, existe uma realização
em nos esforçarmos
											e tentarmos dar respostas e soluções
											ao problema que a humanidade enfrenta
											mesmo quando o resultado provável
é o fracasso.
									","
											Je réalise qu'en fin de compte,
											nos efforts ne permettent pas toujours
d'obtenir ce que nous désirons.
											Nous échouons, nous connaissons
des déceptions et des déboires.
											Certains problèmes comme les guerres,
les conflits, la pauvreté, les maladies
											et autres catastrophes
naturelles et causées par l'homme
											semblent ne jamais disparaître.
											Les solutions à de vieux problèmes
ont mené à de nouveaux dangers,
											de nouveaux traitements ont mené
à de nouveaux risques sanitaires.
											Mais le fait que ces problèmes persistent
											et que les solutions créent parfois
leurs propres problèmes
											n'est pas une raison
pour abandonner ou nous résigner.
											Ce n'est pas une raison pour penser
que nos efforts n'ont pas de conséquences.
											Il y a de l'épanouissement dans la lutte
											et à essayer de fournir
des réponses et des solutions
											aux problèmes auxquels
l'humanité fait face
											même quand le résultat
le plus probable est l'échec.
									","
											Me di cuenta que al final del día
											nuestros esfuerzos no siempre
alcanzan nuestros deseos.
											Fallamos y sufrimos decepciones y reveses.
											Algunos problemas como las guerras, 
los conflictos, pobreza, enfermedades
											y otros desastres naturaleza y humanos
parece que nunca se fueran.
											Las soluciones a viejos problemas
nos han llevado a nuevos peligros,
											nuevas curas para enfermedades
han resultado en nuevos riesgos.
											Pero aun cuando estos problemas persistan
											y que las soluciones a veces
creen sus propios problemas,
											no hay razón para que
nos rindamos y nos resignemos.
											No hay razón para que pensemos que
nuestros esfuerzos no traerán resultados.
											De hecho, hay una satisfacción 
en el esfuerzo
											y el tratar de proporcionar
respuestas y soluciones
											a los problemas que nos enfrentamos,
											aun cuando fracasemos.
									","
											Aber ich verstehe, dass unsere Mühe
											im Endeffekt nicht immer unseren 
Erwartungen entspricht.
											Wir scheitern, wir erleiden 
Enttäuschungen und Rückschläge.
											Manche Probleme wie Krieg, 
Armut und Krankheit
											und andere natürliche 
und menschliche Desaster
											scheinen nie zu enden.
											Lösungen zu alten Problemen 
haben zu neuen Gefahren geführt,
											neue Heilmethoden resultierten 
in neuen Risiken.
											Der Fakt, dass diese Probleme bleiben
											und dass Lösungen manchmal 
weitere Probleme schaffen,
											ist kein Grund um aufzugeben.
											Es ist kein Grund zu glauben, dass
unsere Bemühungen nichts erwirken.
											Tatsächlich ist schon 
der Versuch eine Erfüllung,
											und die Suche nach Antworten und Lösungen
											zu den Problemen der Menschheit
											sogar wenn die Niederlage erwartet wird.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											So as a humanist, I believe
we must not despair for humanity.
											Even in the face
of overwhelming difficulties
											and in the bleakest of circumstances.
											Human beings are creative beings.
											We have the power to generate new ideas,
new solutions and new cures.
											So why despair when the unexpected
knocks on the horizon?
											It is in our nature to create anew,
to be inventive and innovative,
											so why languish in idle expectation
of a savior from above?
											So it is time for us Africans
to take our destiny in our hands
											and realize we have agency
in the scheme of life.
											We need to put an end
to this game of blame
											that has prevented us from taking
full responsibility for our own lives.
											For too long, we have been
prisoners of our past.
											We have allowed despair
and pessimism to drain us,
											drain our energies,
limit our imaginations
											and dim our vision
for a better and brighter future.
									","
											Como humanista, eu acredito
											que não devemos desesperar
pela humanidade,
											mesmo encarando dificuldades esmagadoras
											e nas circunstâncias mais desoladoras.
											Os seres humanos são seres criativos.
											Nós temos o poder de criar novas ideias,
novas soluções e novas curas.
											Então, porquê desesperar quando
o inesperado aparece no horizonte?
											Está na nossa natureza criar coisas,
ser inventivo e inovador,
											então porquê definhar na expetativa
ociosa de um salvador lá de cima?
											Está na altura de nós, africanos, 
termos o destino nas nossas mãos
											e perceber que temos participação
no esquema da vida.
											Precisamos de pôr um fim
neste jogo de culpa
											que nos tem impedido de tomar plena 
responsabilidade pela nossa vida.
											Durante demasiado tempo, temos sido
prisioneiros do nosso passado.
											Permitimos que o desespero
e o pessimismo nos esgotasse,
											esgotasse a nossa energia,
limitasse a imaginação
											e ofuscasse a nossa visão
para um futuro mais resplandecente.
									","
											En tant qu'humaniste, je crois
que nous ne devons pas
											perdre espoir au sujet de l'humanité.
											Même face à des difficultés accablantes
											et dans les circonstances
les plus sombres.
											Les êtres humains sont des êtres créatifs.
											Nous avons le pouvoir de générer
de nouvelles idées,
											de nouvelles solutions
et de nouveaux traitements.
											Pourquoi perdre espoir
quand l'inattendu apparaît à l'horizon ?
											Il est dans notre nature de créer
à nouveau, d'être inventif et créatif,
											alors pourquoi languir
											dans une espérance oisive
d'un sauveur venu d'en haut ?
											Il est temps pour nous Africains
de prendre en main notre destin
											et de réaliser que nous avons
du pouvoir dans la vie.
											Nous devons mettre un terme
à ce jeu de la culpabilité
											qui nous a empêchés d'assumer
la pleine responsabilité de notre vie.
											Durant trop longtemps, nous avons été
des prisonniers de notre passé.
											Nous avons permis au désespoir
et au pessimisme de nous épuiser,
											d'épuiser notre énergie,
de limiter notre imagination
											et d’obscurcir notre vision
d'un avenir meilleur et plus prometteur.
									","
											Como humanista, creo que 
no debemos desesperar por la humanidad.
											Incluso al enfrentar grandes dificultades

											y en las más sombrías circunstancias.
											Los humanos son seres creativos.
											Tenemos el poder de generar nuevas ideas,
nuevas soluciones y nuevas curas.
											¿Por qué desesperar cuando
lo desconocido llama a la puerta?
											Está en nuestra naturaleza crear de nuevo,
ser inventivos e innovar.
											¿Por qué languidecer esperando
ociosamente por un salvador?
											Es hora de que los africanos
tomemos el destino en nuestras manos
											y nos demos cuenta de que tenemos 
poder para actuar en la vida.
											Necesitamos ponerle fin 
a este juego de culpar a otros
											que nos ha impedido tomar plena
responsabilidad de nuestras propias vidas.
											Por mucho tiempo, hemos sido
prisioneros de nuestro pasado.
											Hemos permitido que la desesperación
y el pesimismo nos consuman,
											desgasten nuestra energía,
limiten nuestra imaginación
											y atenúen nuestra visión 
de un futuro mejor y más brillante.
									","
											Als Humanist glaube ich, dass wir an 
der Menschheit nicht verzweifeln dürfen.
											Nicht mal im Angesicht von 
überwältigenden Schwierigkeiten
											und trostlosen Umständen.
											Menschen sind kreative Wesen.
											Wir haben die Kraft für neue Ideen,
neue Lösungen und neue Heilmittel.
											Warum verzweifeln, wenn 
das Unerwartete an die Tür klopft?
											Es liegt in unserer Natur, Neues zu
schaffen und innovativ zu sein.
											Warum sich also in Erwartung 
eines Retters von oben ausruhen?
											Für uns Afrikaner ist es Zeit, unser
Schicksal in eigenen Hände zu nehmen
											und zu verstehen, dass wir 
Macht über unser Leben haben.
											Wir müssen der Suche nach 
dem Sündenbock ein Ende setzen,
											die uns hinderte, Verantwortung für
unser eigenes Leben zu übernehmen.
											Zu lange waren wir Gefangene 
unserer Vergangenheit.
											Wir erlaubten Verzweiflung 
und Pessimismus uns auszuzehren,
											unsere Energie zu aufzubrauchen,
unsere Vorstellung einzuschränken,
											und unsere Vision für eine bessere
und hellere Zukunft zu trüben.
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
											We have let this continent flounder.
											Why passing the buck like a Frisbee?
											We've blamed slavery, colonialism
and the new colonialism
											for the woes we experience,
including our own self-inflicted wounds.
											We have conducted ourselves
											in ways that seem as if Africa
is damned and doomed.
											And that all these experiences in history
											have irreversibly, irreparably foreclosed
the chances and possibility
											for Africa to emerge, thrive
and flourish.
											We must realize that there is
no part of the world
											that has not been colonized
or enslaved in the past.
											And if other parts of the world
have moved on,
											why can't we, now?
									","
											Deixámos a África debater-se.
											Porquê arranjar um bode expiatório?
											Nós culpamos a escravatura,
o colonialismo e o neocolonialismo
											pelos infortúnios, incluindo
as nossas feridas autoinfligidas.
											Nós conduzimo-nos como se a África
estivesse amaldiçoada e condenada.
											E todas essas experiências na história
											impediram, irreversível e irreparavelmente,
as hipóteses e a possibilidade
											de a África emergir, crescer e florescer.
											Temos que perceber que não existe 
nenhuma parte do mundo
											que não tivesse sido colonizada
ou escravizada no passado.
											E se outras partes do mundo
seguiram em frente,
											porque é que não conseguimos agora?
									","
											Nous avons laissé
ce continent battre de l'aile.
											Pourquoi se jeter la pierre ?
											Nous avons accusé l'esclavage,
le colonialisme, le nouveau colonialisme
											pour les malheurs que nous connaissons,
y compris les blessures auto-infligées.
											Nous nous sommes conduits
											comme si l'Afrique
était maudite et condamnée
											et que toutes ces expériences
dans l'histoire
											ont exclu irréversiblement,
irrémédiablement
											les chances et possibilités
											que l'Afrique émerge,
prospère et s'épanouisse.
											Nous devons réaliser
qu'aucun endroit du monde
											n'a jamais été colonisé
ou réduit en esclavage par le passé.
											Si d'autres parties du monde
sont passées à autre chose,
											pourquoi ne le pouvons-nous pas ?
									","
											Dejamos que el continente se tambalee.
											¿Por qué pasar la pelota como un frisbee?
											Culpamos la esclavitud, el colonialismo
y el nuevo colonialismo
											por los problemas que experimentamos,
incluyendo heridas autoinfligidas.
											Actuamos bajo la presunción de que
África está condenada y sentenciada.
											Que todas estas experiencias históricas
tienen irreparables consecuencias,
											cerrándonos todas las oportunidades 
y posibilidades para que África
											pueda emerger, prosperar y florecer.
											Debemos darnos cuenta de que
no hay ninguna parte en el mundo
											que no haya sido colonizada 
o esclavizada en el pasado.
											Y si otras partes del mundo 
han salido adelante,
											¿por qué no nosotros ahora?
									","
											Wir ließen diesen Kontinent taumeln.
											Weshalb den Schwarzen Peter
wie eine Frisbee weiterreichen?
											Wir haben Sklaverei, Kolonialismus 
und Neokolonialismus
											für unser Leid und eigene Schuld
verantwortlich gemacht.
											Wir haben uns aufgeführt
											als wäre Afrika verdammt und verflucht.
											All diese historischen Erfahrungen
											hätten unwiederbringlich die Chancen
											zum Wachsen, Gedeihen 
und Erblühen zunichte gemacht.
											Wir müssen anerkennen,
dass kein Teil der Erde
											vor Kolonisierung oder Sklaverei 
je verschont war.
											Wenn andere das überwunden haben,
											warum sind wir noch 
nicht darüber hinweg?
									",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
"
","
","
","
","
",Why I choose humanism over faith,Leo Igwe,10:19,"religion,Africa,faith,society,humanity,community,collaboration"
