en,tr,de,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											Kahlo and Rivera shared a 
deep affinity with Mexicanidad,
											a movement which celebrated indigenous 
culture after the Revolution.
											In her daily life, Kahlo wore 
traditional Tehuana dress
											and immersed herself 
in native spirituality.
											And in her work,
											she constantly referenced 
Mexican folk painting,
											incorporating its bright colors
											and references to death, 
religion and nature.
									","
											Kahlo ve Rivera, devrimden sonra
yöreye özgü kültürü destekleyen
											Mexicanidad adlı bir harekete
derin bir yakınlığı paylaşıyorlardı.
											Kahlo günlük yaşamında geleneksel
Tehuana elbisesi giyiyordu
											ve kendisini, yöreye özgü
maneviyata kaptırıyordu.
											Çalışmalarında ise
											sürekli Meksika halk resimlerine
atıfta bulunuyordu,
											ondaki parlak renkleri kullanıyordu
											ve ölüm, din
ve doğa atıflarını kullanıyordu.
									","
											Kahlo und Rivera verband
eine große Nähe zur ""Mexicanidad"".
											Diese Bewegung feierte 
die indigene Kultur nach der Revolution.
											Im Alltag trug Kahlo
das traditionelle Tehuana-Kleid
											und tauchte in die 
indigene Spiritualität ein.
											Ihr Werk ist stark geprägt
von der mexikanischen Volksmalerei,
											ihren leuchtenden Farben
und dem Bezug zu Tod, Religion und Natur.
									","
											Kahlo et Rivera partageaient une profonde
affinité avec la Mexicanidad,
											un mouvement qui célébrait la culture
autochtone après la Révolution.
											Dans sa vie quotidienne, Kahlo portait
des habits traditionnels Tehuana
											et s'immergeait
dans la spiritualité indigène.
											Dans ses œuvres,
											elle s'inspirait toujours
de la peinture populaire mexicaine,
											en incorporant les couleurs vives
											et les références à la mort,
à la religion et à la nature.
									","
											Kahlo e Rivera partilhavam uma profunda
afinidade com a Mexicanidad,
											um movimento que celebrava
a cultura indígena depois da Revolução.
											Na sua vida diária, Kahlo usava
o traje tradicional Tehuana
											e mergulhava na espiritualidade nativa.
											E na sua obra,
											ela referia constantemente
a pintura folclórica mexicana,
											incorporando as suas cores vivas
											e as referências à morte,
à religião e à natureza.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											With her imagery of giant 
floating flowers,
											undulating landscapes, transplanted body 
parts and billowing clouds of demons,
											Kahlo has often been associated 
with Surrealism.
											But while surrealists used dreamlike 
images to explore the unconscious mind,
											Kahlo used them to represent her 
physical body and life experiences.
									","
											Yüzen devasa çiçekler, dalgalı manzaralar,

											nakledilmiş vücut kısımları ve yükselen
şeytan bulutları imgelemleri ile
											Kahlo genelde sürrealizm ile
bağdaştırılırdı.
											Sürrealistler bilinçaltını keşfetmek için
hayalsi imgeleri kullanırken,
											Kahlo onları kendi bedenini ve hayat
tecrübelerini yansıtmak için kullandı.
									","
											Wegen ihrer Bildsprache —
											schwebende Riesenblumen,
wellige Landschaften,
											transplantierte Körperteile
und wogende Dämonen-Wolken —
											wird Kahlo oft dem
Surrealismus zugeordnet.
											Doch während Surrealisten das Unbewusste
mit Traumbildern erforschten,
											stellte Kahlo damit ihren Körper
und ihre Lebenserfahrungen dar.
									","
											Avec ses images
de fleurs géantes flottantss,
											de paysages ondulants, de parties du corps
greffées et de nuages gonflés de démons,
											Kahlo a été souvent associée
au Surréalisme.
											Mais, alors que les surréalistes
utilisaient des images oniriques
											pour explorer l'esprit inconscient,
											Kahlo les utilisait pour représenter
son corps physique
											et ses expériences de vie.
									","
											Com as suas imagens
de enormes flores flutuantes,
											paisagens ondulantes,
partes do corpo transplantadas
											e nuvens demoníacas,
											Kahlo foi frequentemente
associada ao Surrealismo.
											Mas enquanto os Surrealistas
faziam uso de imagens oníricas
											para explorarem o subconsciente,
											Kahlo usava-as para representar
											o seu corpo físico
e as suas experiências de vida.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											Two of her most-explored experiences
											were her physical disabilities 
and her marriage.
											As a result of the bus accident,
											she experienced life-long health 
complications
											and endured many hospitalizations.
											She often contemplated the physical and 
psychological effects
											of disability in her work;
											painting herself in agony,
											recuperating from operations,
											or including objects such as her back
brace and wheelchair.
									","
											En çok incelenen tecrübelerinden ikisi,
											fiziksel engelleri ve evliliğiydi.
											Otobüs kazası neticesinde
											yaşam boyu sağlık sorunları yaşadı
											ve birçok kez hastaneye yatırıldı.
											Çalışmalarında genelde sakatlığın
											fiziksel ve psikolojik etkilerine
kafa yoruyordu;
											kendisini ıstırap içinde,
											ameliyattan çıkarken resmediyor
											veya sırt korsesi ve tekerlekli sandalye
gibi nesneleri dahil ediyordu.
									","
											Zwei immer wieder analysierte Themen
											waren ihre Körperbehinderung und ihre Ehe.
											Als Folge des Busunglücks hatte sie
lebenslang Gesundheitsprobleme
											und war oft im Krankenhaus.
											Ihr Werk reflektiert oft körperliche
und seelische Folgen einer Behinderung.
											Sie malte sich und ihre Qualen,
Erholungsphasen von Operationen
											oder bezog Objekte wie ihr Korsett
und ihren Rollstuhl mit ein.
									","
											Elle a exploré plus particulièrement
											ses handicaps physiques et son mariage.
											Suite à l'accident de bus,
											elle a souffert toute sa vie
de complications de santé
											et subi de nombreuses hospitalisations.
											Elle a souvent contemplé les effets
physiques et psychologiques
											du handicap dans son œuvre ;
											se peignant en agonie,
											se remettant de ses opérations
											ou incluant des objets tels que
son corset et son fauteuil roulant.
									","
											Duas das suas experiências mais exploradas
											eram as suas incapacidades físicas
e o seu casamento.
											Depois do acidente de autocarro,
											ela sofreu problemas de saúde
ao longo da vida
											e suportou muitas hospitalizações.
											Ela meditou muito sobre os efeitos
físicos e psicológicos
											da incapacidade na sua obra;
											pintando-se a si mesma em agonia,
											recuperando-se das operações,
											ou incluindo objectos como o seu colete
ortopédico e a cadeira de rodas.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											Meanwhile, her relationship with Rivera
was tempestuous,
											marked by infidelity on both sides.
											At one point they even divorced,
											then remarried a year later.
											During this period,
											she painted the double self-portrait 
""The Two Fridas,""
											which speaks to the anguish of loss 
and a splintered sense of self.
									","
											Bu esnada Rivera ile ilişkisi
çalkantılıydı,
											iki tarafta da sadakatsizlik vardı.
											Hatta bir noktada boşandılar
											ve bir yıl sonra tekrar evlendiler.
											Bu süreçte
											kaybın acısına ve parçalara ayrılmış
bir benlik hissine değinen
											""İki Frida"" adlı
çift oto-portresini çizdi.
									","
											Die Beziehung mit Rivera
war derweil chaotisch
											und geprägt von Untreue beiderseits.
											Sie ließen sich sogar scheiden
und heirateten ein Jahr später erneut.
											Damals malte Kahlo ""Die zwei Fridas"",
ein doppeltes Selbstporträt,
											das auf die Qual des Verlusts
und ein gespaltenes Selbstbild hinweist.
									","
											Pendant cectemps-là, sa relation
avec Rivera était orageuse,
											marquée par l'infidélité des deux cotés.
											A un moment, ils ont même divorcé
											puis se sont remariés l'année suivante.
											Pendant cette période,
											elle a peint le double autoportrait
« Les Deux Fridas »,
											qui parle de l'angoisse de la perte
et d'un sens de soi déchiré.
									","
											Entretanto, a sua relação
com Rivera era tempestuosa,
											marcada pela infidelidade
de ambas as partes.
											A certa altura divorciaram-se
mas voltaram a casar um ano depois.
											Durante esse período,
											ela pintou o duplo auto-retrato
""As Duas Fridas"",
											que fala da angústia da perda
e do sentimento de si mesma fragmentada.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											The Frida to the left has a broken heart,
											which drips blood onto her 
old-fashioned Victorian dress.
											She symbolizes a version of the artist 
who is wounded by the past–
											but is also connected by an 
artery to a second self.
											This Frida is dressed in Tehuana attire–
											and although she remembers Diego 
with the tiny portrait in her hand,
											her heart remains intact.
											Together, the two suggest a position 
caught between past and present,
											individuality and dependency.
									","
											Soldaki Frida'nın kırık bir kalbi var,
											eski moda Viktorya tarzı elbisesinin
üzerine kan damlıyor.
											Geçmiş tarafından yaralanan
bir sanatçı tasvirini sembolize ediyor -
											fakat aynı zamanda ikinci bir benliğe de
bir arter ile bağlı.
											Bu Frida, Tehuana kıyafeti giymiş -
											ve Diego'yu elindeki
küçük portreyle hatırlasa bile,
											kalbi bütün.
											Bu iki Frida birlikte
geçmiş ve şimdiki zaman,
											bireysellik ve bağlılık arasında kalmış
bir durum izlenimi veriyor.
									","
											Die linke Frida hat ein gebrochenes Herz,
											aus dem Blut auf ihr altmodisches
viktorianisches Kleid tropft —
											Symbol einer Version der Künstlerin,
die in der Vergangenheit verletzt wurde,
											aber auch durch eine Arterie 
mit einem zweiten Ich verbunden ist.
											Diese Frida trägt Tehuana-Tracht.
											Zwar zeigt ein kleines Porträt
in ihrer Hand, dass sie an Diego denkt,
											doch ihr Herz bleibt intakt.
											Beide Frauen suggerieren Gefangensein
zwischen Vergangenheit und Gegenwart,
											Individualität und Abhängigkeit.
									","
											La Frida de gauche a le cœur brisé,
											dont le sang goutte sur sa robe
victorienne démodée.
											Elle symbolise une version de l'artiste
qui est blessée par le passé,
											mais elle est aussi connectée
par une artère à une deuxième elle.
											Cette Frida porte un costume Tehuana
											et, même si elle se souvient de Diego
avec le petit portrait dans sa main,
											son cœur reste intact.
											Ensemble, les deux suggèrent une position
à cheval entre passé et présent,
											individualité et dépendance.
									","
											A Frida à esquerda tem um coração partido,
											que pinga sangue sobre o seu
traje vitoriano fora de moda.
											Simboliza a versão da artista
ferida pelo passado,
											mas também está ligada por uma artéria
à sua segunda imagem.
											Esta Frida usa o traje Tehuana
											e embora ela se lembre de Diego
com um pequeno retrato na sua mão,
											o seu coração permanece intacto.
											Juntas, as duas sugerem uma posição
presa entre o passado e o presente,
											individualidade e dependência.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
											Kahlo died in 1954 at the age of 47.
											In the years after her death,
											she experienced a surge in popularity 
that has lasted to this day.
											And although her image has proliferated,
											Kahlo’s body of work
											reminds us that there are no simple truths
											about the life, work and legacy of the 
woman behind the icon.
											Rather, she put multiple versions of 
her reality on display–
											and provided us with a few entry-ways 
into the contents of her soul.
									","
											Kahlo 47 yaşında, 1954'de öldü.
											Ölümünden sonraki yıllarda,
											günümüze dek süren
bir popülerlik yükselişi yaşadı.
											İmgesi hızla çoğalsa da,
											Kahlo'nun eserlerinin bütünü
											bizlere hayat, iş ve ikonun
ardındaki kadının mirası hakkında
											basit gerçekler olmadığını hatırlatıyor.
											Aksine, kendi gerçekliğinin
birden çok biçimini sergiledi -
											ve ruhunun anlamlarına
bizler için birkaç giriş yeri sağladı.
									","
											1954 starb Kahlo im Alter von 47 Jahren.
											In den Jahren nach ihrem Tod
wurde sie rasch berühmt
											und ist es bis heute.
											Obwohl Kahlo längst ein Begriff ist,
erinnert uns ihr Werk daran,
											dass es keine einfachen Wahrheiten
											über Leben, Werk und Vermächtnis
der Frau hinter der Ikone gibt.
											Vielmehr stellte sie mehrere Versionen
ihrer Realität zur Schau —
											und bot uns einige Zugänge
zum Inneren ihrer Seele.
									","
											Kahlo mourut en 1954 à 47 ans.
											Dans les années suivant sa mort,
											elle a connu une hausse de popularité
qui dure jusqu'à aujourd'hui.
											Et, même si son image a proliféré,
											l'ensemble de son œuvre
											nous rappelle qu'il n'y a pas
de vérités simples
											sur la vie, le travail et l'héritage
de la femme derrière l’icône.
											Au lieu de cela, elle a affiché
de multiples versions de sa réalité
											et nous a donné quelques clés
pour accéder à son âme.
									","
											Kahlo morreu em 1954, aos 47 anos.
											Nos anos após a sua morte,
											conheceu um aumento da popularidade
que perdura até aos nossos dias.
											E apesar de a sua imagem se ter propagado,
											o conjunto da obra da Kahlo
											recorda-nos que não há simples verdades
											sobre a vida, a obra e a herança
da mulher por detrás do ícone.
											Pelo contrário, ela expôs
múltiplas versões da sua realidade
											e deu-nos algumas portas de entrada
para o conteúdo da sua alma.
									",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
"
","
","
","
","
",Frida Kahlo: The woman behind the legend,Iseult Gillespie,3:54,"art,painting,pain,arts,disability,animation,TED-Ed,relationships,feminism,world cultures,human body,women,Latin America,culture"
