fr,en,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											J'ai donc été alors invitée à aller
											dans le Golfe en mai.
											Je suis allée là-bas, pour
											une étude préliminaire
											pour étudier les dispersants
											et comment ils se déversent dans la colonne d'eau et ainsi de suite.
											Et on m'a dit que j'étais
											la seule toxicologue à ce jour
											qui a été assez stupide pour entrer dans l'eau,
											mais je l'ai fait.
											Et nous avons plongé dans la nappe
											sans même des équipements pour matières dangereuses.
											Et je suis tombée malade.
											J'ai eu un mal de gorge violent deux jours plus tard.
											J'avais l'impression que ma gorge était en feu.
											Mais ça a fini par passer.
											Et ce que j'ai vu dans l'eau comme nous descendions,
											m'a vraiment choquée - et me hante depuis –
											parce que je pouvais voir les gouttelettes de pétrole qui se dispersaient.
											Et comme on descend, elles attrapent toutes sortes de plancton,
											avec lequel elles entrent en collision,
											vous savez, des petits bouts de vie
											qui sont la nourriture pour les planctonophages,
											le genre de poissons comme les harengs.
											Et on pouvait tout simplement voir un filet de mort
											comme on descendait dans la colonne d'eau.
									","
											So I then was invited to go
											to the Gulf in May.
											I went down there on
											a preliminary investigation
											to look into dispersants
											and how they're going into the water column and so forth.
											And I was told that I was
											the only toxicologist to date
											who was dumb enough to get into the water,
											but I did.
											And we dove in the slick
											without even HazMat gear.
											And I did get sick.
											I got a ferocious sore throat two days later.
											I felt like my throat was on fire.
											But it did pass.
											And what I did see in the water as we went down,
											what really shocked me — and it's haunted me ever since —
											because I could see the droplets of oil dispersing.
											And as you go down, they're catching all kinds of plankton,
											bumping into,
											you know, little wisps of life
											that are the food for the planktivores,
											the herring kind of fish.
											And you could just see the web of death
											as you go down in the water column.
									","
											Dann wurde ich
											im Mai zum Golf von Mexiko eingeladen.
											Ich bin dorthin gefahren
											für eine Voruntersuchung
											um die Dispersionsmittel zu prüfen
											und wie sie in die Wassersäule kommen und so weiter.
											Mir wurde gesagt, dass
											ich bisher die einzige Toxikologin bin,
											die dumm genug war, ins Wasser zu gehen,
											aber ich habe es getan.
											Und wir sind in den Ölteppich getaucht,
											sogar ohne Schutzanzug.
											Und ich wurde krank.
											Nach zwei Tagen bekam ich heftige Halsschmerzen.
											Mein Hals fühlte sich an, als ob er brennt.
											Aber es ging wieder weg.
											Und was ich im Wasser gesehen habe, als wir da runter sind,
											was mich wirklich schockiert hat — und was mich seitdem verfolgt —
											weil ich sehen konnte, wie sich die Öltröpfchen verteilten.
											Und wenn man tiefer geht, sieht man, wie sie an alle möglichen Arten von Plankton kleben,
											mit ihnen zusammenstoßen,
											wissen Sie, winzige Fetzen Leben,
											die Nahrung der Planktonfresser,
											der Heringsfische.
											Und man konnte das Netz des Todes sehen
											während man immer tiefer ins Wasser tauchte.
									","
											Así luego me invitaron a ir
											al Golfo en Mayo.
											Fui allá en
											una investigación preliminar
											para mirar los dispersantes
											y cómo llegan a la columna de agua y demás.
											Y me dijeron que yo era
											la única toxicóloga a la fecha
											lo suficientemente tonta como para meterse al agua,
											pero lo hice.
											Y buceamos en la mancha
											sin siquiera equipo de protección.
											Y me enfermé.
											Tuve una resequedad feroz en la garganta dos días después.
											Y sentí que mi garganta se incendiaba.
											Pero pasó.
											Y lo que vi en el agua al descender,
											lo que realmente me sacudió, y me ha obsesionado desde entonces,
											porque pude ver las gotitas de petróleo dispersándose.
											Y al descender, atrapan toda clase de plancton,
											chocando contra,
											ya saben, los pequeños fragmentos de vida
											que son la comida de los planctívoros,
											los peces como el arenque.
											Y se puede ver la red de muerte
											al descender la columna de agua.
									","
											Então, convidaram-me para ir
ao Golfo, em maio.
											Fui lá numa investigação preliminar
											para analisar os dispersantes,
											como é que eles entram
na coluna de água. etc.
											Disseram-me que eu era
											a única toxicóloga até à data
											suficientemente maluca
para me meter dentro de água,
											mas meti-me.
											Procurámos no lodo
											sem usar um fato protetor adequado.
											E adoeci.
											Dois dias depois,
estava com uma forte dor de garganta.
											Parecia-me ter a garganta a arder.
											Mas a coisa passou.
											O que vi na água, quando mergulhámos,
											chocou-me imenso
— e persegue-me desde aí —
											porque vi as gotas
de petróleo a dispersarem-se.
											À medida que descemos,
elas apanham todo o tipo de plâncton,
											chocando com ele,
											pequenos fragmentos de vida
											que são o alimento dos planctívoros,
											peixes como os arenques.
											Podíamos ver a cadeia da morte
											à medida que descíamos na coluna de água.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Eh bien, vous savez, nous nous sommes embarqués la-dedans
											au début
											comme dans un compromis, disent-ils,
											entre les zones humides et les profondeurs de l'océan.
											Et je n'étais pas d'accord avec cette
											décision à l'époque ; je ne le suis toujours pas.
											La décision a été de protéger les marais.
											Quand le pétrole pénètre dans les marais, vous ne pouvez pas l'en sortir.
											Et comme vous le savez, il y a eu une réaction très faible,
											jusqu'à tout récemment,
											pour récupérer vraiment le pétrole.
											Cette réaction est devenue beaucoup plus agressive.
											Voici une diapositive d'Exxon montrant ce qu'il se passe,
											le scénario et le compromis.
											Donc, là on voit du pétrole en surface.
											Vous pouvez le voir pénétrer dans la mangrove,
											mais il ne nuit pas aux coraux
											ou aux algues, d'accord.
											Donc ici nous avons l'autre scénario.
											Si on le disperse, les algues et les coraux
											sont touchés plutôt durement,
											mais on sauve la mangrove.
											Donc ça, pour moi, c'est comme aller chez l'oculiste, d'accord ?
											C'est mieux avec un oeil ou avec les deux ?
									","
											Well, you know, we got into this
											in the beginning
											as a trade-off, they say,
											between the wetlands versus the ocean depth.
											And I didn't agree with that
											decision at the time; I still don't.
											The decision was to protect the marshes.
											When the oil gets into the marshes, you can't get it out.
											And as you know, there's been a very weak response,
											up until recently,
											to actually collect the oil.
											It's gotten much more aggressive.
											This is an Exxon slide showing what happens,
											the scenario and the trade-off.
											So this shows oil on the surface.
											You can see it getting up into the mangrove,
											but it is not harming the corals
											or the sea grass, right.
											So here we have the other scenario.
											If you disperse, the sea grass and the corals
											are getting hit pretty hard,
											but you're saving the mangrove.
											So this, to me, is like going to the eye doctor, okay?
											Is it better with one or two?
									","
											Nun, wissen Sie, wir haben
											zuerst
											so eine Art Kompromiss gemacht,
											zwischen den Feuchtgebieten und der Meerestiefe.
											Und ich war mit diesem
											Entschluß zu dieser Zeit nicht einverstanden und ich bin es immer noch nicht.
											Der Entschluß war, die Sumpfgebiete zu schützen.
											Wenn das Öl in die Sumpfgebiete eindringt, kann man es nicht mehr herausholen.
											Wie Sie wissen, gab es kaum Bemühungen
											bis jetzt,
											das Öl tatsächlich zu sammeln.
											Da ist man inzwischen viel agressiver geworden.
											Das ist ein Exxon Bild, das zeigt, was passiert,
											das Szenarium und der Kompromiss.
											Hier sieht man das Öl auf der Oberfläche.
											Man kann sehen, wie es in die Mangroven eindringt,
											aber es verschohnt die Korallen
											oder das Seegras, nicht wahr.
											Hier haben wir das andere Szenarium.
											Wenn Dispersionmittel eingesetzt werden, sind Seegras und Korallen
											ziemlich stark betroffen,
											aber die Mangroven bleiben verschont.
											Also für mich ist das wie ein Besuch beim Augenarzt, okay?
											Lieber ein Auge oder zwei?
									","
											Bueno, ya saben, nos metimos en esto
											al principio
											como un compromiso, ellos dicen,
											entre los humedales y el océano profundo.
											Y yo no estuve de acuerdo con esa
											decisión en ese momento, y sigo sin estarlo.
											La decisión fue proteger los pantanos.
											Cuando el petróleo se mete a los pantanos, no puedes sacarlo.
											Y como saben, ha habido una respuesta muy débil,
											hasta hace poco,
											para, de hecho, recoger el petróleo.
											Se ha vuelto mucho más agresivo.
											Esta es una diapositiva de Exxon mostrando lo que sucede,
											el escenario es un compromiso.
											Así esto muestra petróleo en la superficie.
											Pueden verlo meterse entre el mangle,
											pero no está dañando los corales
											o los pastos marinos, seguro.
											Así que tenemos el otro escenario.
											Si se dispersa, los pastos marinos y los corales
											son golpeados bastante fuerte,
											pero se está salvando el mangle.
											Esto es, para mí, como ir al oftalmólogo, ¿de acuerdo?
											¿Es mejor con uno o con dos?
									","
											No início, metemo-nos nisto
											como um compromisso
— é o que eles dizem —
											entre as zonas húmidas
e o oceano profundo.
											Naquela altura, eu não concordei
com essa decisão
											e ainda não concordo.
											A decisão era proteger os pantanais.
											Quando o petróleo entra nos pantanais,
é impossível retirá-lo.
											E, como sabem, tem havido uma reação fraca
											até há pouco tempo,
											para recolher o petróleo.
											Tornou-se agora muito mais agressiva.
											Este é um ""slide"" da Exxon
mostrando o que acontece,
											o cenário e o compromisso.
											Isto mostra o petróleo à superfície.
											Vemos que ele está a penetrar no mangal,
											mas não está a danificar os corais
											nem as ervas marinhas.
											Aqui temos o outro cenário.
											Se dispersarmos,
as ervas marinhas e os corais
											são duramente atingidos,
											mas salvamos os mangais.
											Para mim, isto é
como ir ao oftalmologista.
											É melhor um olho ou os dois?
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											(Rires)
									","
											(Laughter)
									","
											(Lachen)
									","
											(Risas)
									","
											(Risos)
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Le problème, c'est que nous avons
											versé une telle quantité de ce produit,
											nous allons atteindre les sept millions et demi de litres
											très rapidement.
											Et puis il y a le problème des panaches.
											Quels panaches ?
											Il s'avère qu'il y a des panaches.
											Cela a été trouvé par des chercheurs indépendants.
											Et puis il y a le problème,
											menaçant, épineux de la santé humaine,
											des effets sur la santé humaine qui ont été signalés.
											Et en fait, l'un de nos représentants du gouvernement fédéral
											a dit que c'était probablement dû au stress thermique. Donc...
											Pour avoir été dans cette eau
											pendant seulement le bref moment où j'y étais,
											je peux vous dire, ce n'est pas le stress thermique.
											Il y a énormément de vapeurs
											volatiles de pétrole qui se dégagent de l'eau,
											plus le Corexit,
											qui contient un solvant.
											Donc, ce n'est pas du tout rationnel.
									","
											The problem is that we have
											released so darn much of this stuff,
											we're climbing up to two million gallons
											very quickly.
											And then there's the problem of the plumes.
											What plumes?
											It turns out there are plumes.
											Independent researchers found that.
											And then there's the looming,
											messy problem of human health,
											reported human health effects.
											And actually, one of our federal officials
											said that it was probably heat stress. So ...
											Having been in that water
											just for the short time I was there,
											I can tell you, it is not heat stress.
											There are volumes of volatile
											petroleum fumes coming off that water,
											plus the Corexit,
											which has solvent in it.
											So it is not at all rational.
									","
											Das Problem ist, dass wir
											so verdammt viel von diesem Zeug freigesetzt haben,
											bald sind es 7,5 Millionen Liter
											in sehr kurzer Zeit.
											Und dann gibt es das Problem der Schwaden.
											Schwaden?
											Es stellt sich heraus, dass sich Schwaden bilden.
											Unabhängige Untersuchungen haben es gezeigt.
											Und dann gibt es das sich abzeichnende
											schmutzige Problem der menschlichen Gesundheit,
											Berichte über Folgen für die menschliche Gesundheit.
											Und tatsächlich, einer unserer Bundesbeamten
											sagte, es wäre wahrscheinlich Hitzestress. Also...
											Ich war für kurze Zeit
											in diesem Wasser und
											ich kann Ihnen sagen, das ist kein Hitzestress.
											Es gibt beträchtliche Mengen von flüchtigen
											Öldämpfen, die aus dem Wasser steigen,
											dazu das Corexit,
											in dem Lösungsmittel stecken.
											Also, das macht überhaupt keinen Sinn.
									","
											El problema que hemos
											vertido tanto de esto
											que estamos llegado a los dos millones de galones
											muy rápidamente.
											Y entonces está el problema de las fumarolas.
											¿Qué fumarolas?
											Sucede que hay fumarolas.
											Lo encontraron investigadores independientes.
											Y luego está el inminente,
											enmarañado problema de la salud humana,
											los efectos reportados sobre la salud humana.
											Y, de hecho, uno de nuestros oficiales federales
											dijo que era probablemente un ataque de calor. Así...
											Habiendo estado en ese agua
											durante el corto tiempo que estuve,
											puedo decirles que no era ataque de calor.
											Había volúmenes de humos
											volátiles de petróleo,
											más el Corexit,
											que contiene solventes.
											Así que no es del todo racional.
									","
											O problema é que temos lançado
											tamanha quantidade deste material
											que vamos chegar a mais
de nove milhões de litros
											muito rapidamente.
											Depois, há o problema dos vapores.
											Que vapores?
											Acontece que há vapores.
											Foram encontradas
por investigadores independentes.
											E ainda há problemas ameaçadores
											para a saúde humana,
											efeitos sobre a saúde humana
já denunciados.
											Um dos nossos funcionários federais
											disse que, provavelmente, era hipertermia.
											Como estive dentro daquela água
											apesar de lá ter estado
durante pouco tempo,
											posso garantir que não é hipertermia.
											Há grande quantidade
de vapores voláteis de petróleo
											a sair daquela água,
											para além do Corexit,
											que contém o solvente.
											Portanto, isso não nada racional.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Alors, qu'est-ce que nous avons ? BP continue à faire son show.
											Nos responsables se sont plaints du Corexit,
											qui est la gamme de dispersants
											la plus toxique.
											Mais zut, ils l'utilisent toujours,
											et ils ont utilisé le produit le plus toxique, le 9527,
											jusqu'à ce qu'ils aient épuisé leurs approvisionnements.
											Maintenant, ils en sont au 9500.
											Dans le 9527 il y avait du 2-butoxyéthanol,
											qui provoque des hémorragies internes.
											Au fait, nous savons cela à cause de la marée noire de l'Exxon Valdez.
											Donc ce que nous faisons, nous mettons des composés
											qui contiennent des solvants pétroliers sur un déversement de pétrole.
											Est-ce logique?
											Donc, c'est comme ça que ça marche.
											Et je veux vous montrer cette jolie petite chose que l'on trouve ici.
											C'est une micelle.
											Les micelles se forment autour du pétrole.
											Et ce qui se passe d'abord
											c'est que les solvants pénètrent dans le pétrole,
											dans la membrane lipidique,
											ils y laissent les surfactants.
											Les surfactants - qui sont comme les choses
											que nous utilisons pour les emballages de restauration rapide –
											ils saisissent les gouttelettes de pétrole qui sont autour,
											et forment des petites gouttelettes, minuscules
											qui ont des jolis, petits
											bords en surfactant.
											La chose à retenir sur les micelles –
											ces petits globules –
											de toxine flottants –
											c'est qu'elles sont là pour faire leur livraison.
											Elles sont comme les gars de FedEx (société de livraison).
											Et si vous êtes un poisson,
											et vous n'avez pas reçu votre globule le matin,
											vous le recevrez dans l'après-midi,
											parce qu'ils ont votre numéro.
									","
											So what do we have? The BP show is going on.
											Our officials complained about Corexit,
											which is the most toxic
											line of dispersants.
											But heck, they're still using it,
											and they used the most toxic one, the 9527,
											until they ran out of supplies.
											Now they're on 9500.
											9527 had 2-butoxyethanol in it
											that causes internal bleeding.
											We know that from the Exxon Valdez spill, by the way.
											So what we're doing, we're putting compounds
											with petroleum solvents onto a petroleum spill.
											Does this make sense?
											So this is the way it works.
											And I want to show you this cute little thing that happens here.
											It's a micelle.
											Micelles form around the oil.
											And what happens first
											is the solvents break into the oil,
											the lipid membrane,
											they let the surfactants in there.
											The surfactants — which are like things
											we use on fast food wrappers —
											they grab around the droplets of oil,
											and they make little, tiny droplets
											with nice, little
											surfactant edges to them.
											The thing to remember about the micelles —
											these little floating
											globules of toxin —
											is they are there to deliver.
											They're like the FedEx guys.
											And if you're a fish,
											and you haven't gotten your glob in the morning,
											you're going to get it in the afternoon,
											because they've got your number.
									","
											Was haben wir also? Die BP Show geht weiter.
											Unsere Beamten haben sich über Corexit beschwert,
											das giftigste
											aller Dispersionsmittel.
											Aber was soll's, es wird weiterhin eingesetzt,
											und sie haben das giftigste benutzt, das 9527.
											bis ihnen die Vorräte ausgegangen sind.
											Jetzt benutzen sie 9500.
											9527 enthält 2- Buthoxyethanol
											das innere Blutung verursacht.
											Das wissen wir übrigens von der Exxon Valdez Ölkatastrophe.
											Also was machen wir? Wir geben Verbindungen
											mit Petrollösungsmitteln auf einen Ölteppich.
											Macht das Sinn?
											So funktioniert es.
											Und ich will Ihnen diese kleine, niedlich Sache, die hier passiert, zeigen.
											Das ist eine Mizelle.
											Mizellen bilden sich um das Öl herum.
											Und was zuerst passiert
											ist, dass die Lösungsmittel in das Öl eindringen,
											in die Lipidmembran,
											sie lassen Tenside hinein.
											Tenside — die vergleichbar
											mit Verpackungen für Fastfood sind —
											sie legen sich um die Öltröpfchen
											und bilden kleine, winzige Tröpfchen
											mit netten, kleinen
											Tensidränder.
											Was die Mizellen betrifft —
											diese kleinen schwimmenden
											Kügelchen aus Gift —
											sie sind die Boten.
											Sie sind sowas wie die Typen von FedEx.
											Und wenn Sie ein Fisch sind,
											und Ihre Ladung nicht am Vormittag abbekommen haben
											dann kriegen Sie sie eben am Nachmittag,
											denn die Typen wissen, wie Sie zu erreichen sind.
									","
											¿Qué tenemos? El espectáculo de BP sigue.
											Nuestros oficiales se quejaron del Corexit,
											que es la más tóxica
											línea de dispersantes.
											Pero caray, todavía lo están usando,
											y usaron el más tóxico, el 9527,
											hasta que se quedaron sin provisiones.
											Ahora están usando el 9500.
											El 9527 contiene 2-butoxietanol
											que causa sangrado interno.
											Lo sabemos por el derrame del Exxon Valdez, por cierto.
											Así que lo que estamos haciendo, es poner compuestos
											con solventes de petróleo en un derrame de petróleo.
											¿Tiene sentido?
											Así es como funciona.
											Y quiero mostrarles esta monería que sucede aquí.
											Esta es una micela.
											Las micelas se forman alrededor del petróleo.
											Y lo que sucede primero
											es que los solventes rompen el petróleo,
											la membrana lípida
											deja entrar a los tensoactivos.
											Los tensoactivos, que son como las cosas
											que usamos en las envolturas de comida rápida,
											atrapan las gotitas de petróleo,
											y crean pequeñas, diminutas gotitas
											con bonitos, pequeños
											bordes de tensoactivos.
											Lo que hay que recordar de las micelas,
											esos pequeños flotantes
											glóbulos de toxina,
											es que están ahí para entregar.
											Son como los tipos de FedEx.
											Y si eres un pez,
											y si no has recibido tu glóbulo en la mañana,
											lo vas a recibir por la tarde,
											porque tienen tu número.
									","
											O que é que temos, então?
O espetáculo da BP continua.
											Os nossos funcionários
queixam-se do Corexit
											que é o tipo mais tóxico
dos dispersantes.
											Mas, que diabo, continuam a usá-lo
											e usaram o mais tóxico, o 9527,
											até ele se esgotar.
											Agora têm o 9500.
											O 9527 continha 2-butoxietanol
											que causa hemorragias internas.
											Já agora, sabemos isso
por causa do derrame do Exxon Valdez.
											Assim, estamos a pôr compostos
											com solventes de petróleo
num derrame de petróleo.
											Isto faz sentido?
											É assim que as coisas funcionam.
											Vou mostrar esta bela coisa
que acontece aqui.
											Isto é uma micela.
											As micelas formam-se à volta do petróleo.
											O que acontece primeiro
											é que os solventes penetram no petróleo,
											na membrana lípida,
											deixam entrar os surfactantes,
											que são como as coisas que usamos
											nas embalagens da comida rápida —
											arrebanham as gotas de petróleo
											e formam minúsculas gotas
											com pequenas e bonitas
bordas de surfactantes.
											O que devemos fixar em relação às micelas
											— estes pequenos glóbulos
de toxinas a flutuar —
											é que estão aqui para fazer a sua entrega.
											São como os tipos do FedEx.
											Se fôssemos peixes
											e não tivéssemos recebido
o nosso glóbulo de manhã,
											iríamos recebê-lo à tarde,
											porque eles têm o nosso número.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
											Donc, du point de vue toxicologique,
											c'est vraiment affreux
											parce que le Corexit et le pétrole dispersé
											sont beaucoup plus toxiques ensemble
											que séparément.
											Et généralement, l'exposition
											est une exposition combinée.
											Les dispersants - comme je le disais –
											leur travail est de décomposer
											la membrane lipidique.
											Les solvants qu'ils contiennent font cela de façon très efficace.
											Donc ils décomposent
											les membranes lipidiques dans notre corps,
											en commençant par les cellules de la peau,
											les cellules des organes.
											Donc, en fait cela accélère
											la pénétration du pétrole dans le corps
											facilement et aisément.
											Le pétrole contient des centaines de composés hydrocarbonés
											ainsi que d'autres composés
											qui sont toxiques pour tous les organes du corps.
											Et ainsi, combinés avec les dispersants,
											vous obtenez cette toxicité globale
											très synergique.
											Corexit contient également des solvants pétroliers
											ainsi que de nombreux autres composés toxiques.
											Et je fais partie d'un groupe de discussion,
											qui est un groupe national
											de toxicologues et de chimistes
											qui au fond, vous savez,
											font des pirouettes pour essayer de comprendre ce qu'il y a dans ce produit,
											et comment il agit et quelles sont les interactions
											entre ces produits chimiques, la plupart nous étant inconnues,
											et quels sont leurs sous-produits,
											qui sont généralement plus toxiques que les composés parents.
											Donc, nous avons découvert que le Corexit 9500
											contient des métaux lourds, de l'arsenic et du chrome –
											l'arsenic à des niveaux suffisamment élevés
											pourqu'ils aient des effets cancérigènes.
									","
											So from a toxicology perspective,
											this is really awful
											because Corexit and the dispersed oil
											are much more toxic together
											than either alone.
											And usually the exposure
											is a combined exposure.
											The dispersants — as I was saying —
											their job is to break down
											the lipid membrane.
											The solvents in them do that very efficiently.
											So they break down
											lipid membranes in our body,
											starting with cells of the skin,
											the cells of organs.
											So it actually hastens
											oil getting into the body
											easily and readily.
											Oil contains hundreds of hydrocarbon compounds
											and other compounds
											that are toxic to every organ in the body.
											And so with the dispersants combined,
											you have this very synergistic
											combined toxicity.
											Corexit also contains petroleum solvents
											and many other toxic compounds.
											And I'm part of a chat group,
											which is a national group
											of toxicologists and chemists
											that are, you know, basically
											turning cartwheels trying to figure out what's in this stuff,
											and what is it doing and what are the interactions
											of these chemicals, most of which we don't know,
											and what are their byproducts,
											which are usually more toxic than the parent compound.
											So we did find that Corexit 9500
											contains heavy metals, arsenic and chromium —
											arsenic at high enough levels
											to have cancer-causing effects.
									","
											Aus der Perspektive der Toxikologie
											ist es wirklich schrecklich,
											weil Corexit und dispergiertes Öl
											zusammen giftiger sind
											als einzeln.
											Normalerweise ist die Belastung
											eine kombinierte Belastung.
											Die Dispersionsmittel — wie ich gesagt habe —
											ihre Aufgabe ist es,
											die Lipidmembran aufzubrechen.
											Die Lösungsmittel, die sie enthalten, die machen das sehr effektiv.
											Also, sie brechen
											Lipdmembranen in unserem Körper auf,
											angefangen von den Hautzellen
											bis hin zu den Organzellen.
											Es beschleunigt also
											das Eindringen des Öls in den Körper
											einfach und schnell.
											Öl enthält hunderte von Kohlenwasserstoffverbindungen
											und andere Verbindungen,
											die für jedes Organ im Körper toxisch sind.
											Und in Verbindung mit Dispersionsmitteln,
											erhält man diese sehr synergetische
											kombinierte Toxizität.
											Corexit enthält auch Petrollösungsmittel
											und etliche andere toxische Verbindungen.
											Und ich bin Mitglied einer Chatgruppe,
											das ist eine landesweite Gruppe
											von Toxikologen und Chemikern,
											die, wissen Sie, im Grunde genommen,
											alles tun, um herauszufinden, woraus das Zeug besteht,
											wie es wirkt und welche Wechselwirkungen
											diese Chemikalien haben, die meisten von ihnen kennen wir nicht,
											und was sie für Nebenprodukte haben,
											die gewöhnlich giftiger sind als die Muttersubstanz.
											Wir haben festgestellt, dass Corexit 9500
											Schwermetalle, Arsen und Chrom enthält —
											Arsen in ausreichenden Konzentrationen,
											um krebsauslösende Wirkungen zu haben.
									","
											Desde una perspectiva toxicológica,
											es realmente horrible
											porque el Corexit y el petróleo disperso
											son mucho más tóxicos juntos
											que cualquiera de los dos por separado.
											Y generalmente la exposición
											es una exposición combinada.
											Los dispersantes, como dije antes,
											tienen como función romper
											la membrana lípida.
											Los solventes contenidos en ellos lo hacen muy eficientemente.
											Así que rompen
											las membranas lípidas de nuestro cuerpo,
											comenzando con las células de la piel,
											las células de los órganos.
											Así que de hecho acelera
											la introducción de petróleo al cuerpo
											fácil y rápidamente.
											El petróleo contiene cientos de compuestos de hidrocarburo
											y otros compuestos
											que son tóxicos para cada órgano en el cuerpo.
											Y así combinado con los dispersantes
											se tiene esta toxicidad
											sinérgica combinada.
											El Corexit también contiene solventes de petróleo
											y muchos otros compuestos tóxicos.
											Y soy parte de un grupo de chat,
											que es un grupo nacional
											de toxicólogos y químicos
											que están, ya saben, básicamente
											dando volteretas tratando de averiguar qué hay en esta cosa,
											y qué está haciendo y cuáles son las interacciones
											de esos químicos, la mayoría desconocidos para nosotros,
											y cuáles son sus subproductos,
											los cuales son generalmente más tóxicos que el compuesto primordial.
											Así que encontramos que el Corexit 9500
											contiene metales pesados, arsénico y cromo;
											arsénico en niveles suficientemente altos
											para causar cáncer.
									","
											Portanto, na perspetiva de uma toxicóloga,
											isto é mesmo terrível
											porque o Corexit e o petróleo disperso
											são muito mais tóxicos, em conjunto,
											do que qualquer deles sozinho.
											Normalmente, a exposição
											é uma exposição combinada.
											A função dos dispersantes
— como eu já disse —
											é destruir a membrana lípida.
											Os solventes que eles contêm
fazem-no muito eficazmente.
											Portanto, destroem
											as membranas lípidas no nosso corpo,
											começando pelas células da pele,
											pelas células dos órgãos.
											Ou seja, acelera a entrada
do petróleo no corpo
											de forma fácil e rápida.
											O petróleo contém centenas
de compostos de hidrocarbonetos
											e de outros compostos
											que são tóxicos
para todos os órgãos do corpo.
											Com os dispersantes combinados
											temos esta toxicidade combinada
											muito sinérgica.
											O Corexit também contém
solventes de petróleo
											e muitos outros compostos tóxicos.
											Eu faço parte de um grupo de conversa
											que é um grupo nacional
de toxicólogos e químicos
											que movem céus e terra
											para descobrir o que existe neste material
											e qual o seu efeito e quais as interações
											destes químicos,
a maioria dos quais não conhecemos
											e quais são os seus subprodutos,
											que, habitualmente, são mais tóxicos
do que o composto inicial.
											Descobrimos que o Corexit 9500
											contém metais pesados, arsénico e crómio
											— arsénico em níveis
suficientemente elevados
											para ter efeitos cancerígenos.
									",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
"
","
","
","
","
",The oil spill's toxic trade-off,Susan Shaw,16:42,"TEDx,business,chemistry,disaster relief,environment,fish,oceans,oil,science"
