fr,en,pt,tr,de,es,title,speaker,duration,tags
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
											Quel est le symptôme d'un infarctus du myocarde, une crise cardiaque, aujourd'hui ?
											Vous éprouvez une douleur dans la poitrine ou une indigestion.
											Ce n'est pas si grave que ça, vous décidez de ne rien faire.
											Plusieurs heures passent et ça empire, et même un homme s'en rendra compte.
											Finalement, vous allez aux urgences.
											Vous attendez pendant que les brûlés et autres patients critiques sont traités,
											parce que 75 pourcents des patients qui vont aux urgences avec des douleurs de poitrine,
											n'ont pas d'infarctus, donc vous n'êtes pas pris très au sérieux.
											Finalement, ils vous examinent. Cela prend encore plus de temps
											de faire un électrocardiogramme et d'établir un diagnostic,
											et ce n'est pas facile à faire car ils n'ont pas les données de base,
											que l'ordinateur qu'on a mis en vous dispose.
											Finalement, si vous avez de la chance, vous êtes traités trois ou quatre heures après l'incident,
											mais le muscle cardiaque est mort.
											Et ça, c'est le cas typique. Dans le monde civilisé. Pas en Afrique —
											C'est le cas typique dans le monde civilisé d'aujourd'hui.
									","
											What is the response to acute myocardial infarction, a heart attack, today?
											Well, you feel some chest pain or indigestion.
											It's not all that bad; you decide not to do anything.
											Several hours pass and it gets worse, and even the man won't ignore it.
											Finally, you go to the emergency room.
											You wait as burns and other critical patients are treated,
											because 75 percent of the patients who go to an emergency room with chest pains
											don't have AMI, so you're not taken very seriously.
											They finally see you. It takes more time
											to get your electrocardiogram on your skin and diagnose it,
											and it's hard to do because they don't have the baseline data,
											which the computer we put in you gets.
											Finally, if you're lucky, you are treated in three or four hours after the incident,
											but the heart muscle has died.
											And that is the typical treatment in the advanced world — not Africa —
											that's the typical treatment in the advanced world today.
									","
											Qual é hoje a resposta a um enfarte agudo 
do miocárdio, um ataque cardíaco?
											Sentimos uma dor no peito 
ou uma indigestão.
											Não é muito preocupante. 
Decidimos não fazer nada.
											Passam-se umas horas e pioramos, 
já não é possível ignorá-la.
											Por fim, vamos às urgências.
											Esperamos que sejam tratados os queimados 
e outros pacientes críticos,
											porque 75 % dos pacientes 
que chegam às urgências com dores no peito
											não têm EAM, por isso 
não nos dão muita atenção.
											Por fim, somos vistos.
											Esperamos mais um bocado até fazerem 
um eletrocardiograma e um diagnóstico.
											É difícil fazê-lo porque 
não têm os dados da linha base
											que tem o computador que pomos.
											Se tivermos sorte, somos tratados 
três ou quatro horas depois do incidente,
											mas o músculo cardíaco está morto.
											Este é o tratamento típico 
no mundo avançado — não em África —
											este é o tratamento típico atual 
no mundo avançado.
									","
											Akut miyokardiyal enfaktüse karşı verilen cevap bugün nedir ? Kalp krizi mi?
											Evet, biraz göğüs ağrısı ve hazımsızlık hissedebilirsiniz.
											O kadar da kötü olmamalı, çünkü bir şey yapmamaya karar verdiniz.
											Saatler geçtikçe daha da kötüleşecek, o kadar ki erkekler bile görmezden gelemeyecek.
											Ve sonunda acil servise gideceksiniz.
											Yanıklar ve diğer kritik hastalar tedavi edilirken bekleyeceksiniz,
											çünkü göğüs ağrısıyla bir acil servise giden hastaların %75'inin
											AMI 'sı yoktur, bu yüzden ciddiye alınmayacaksınız.
											En sonunda sizinle ilgilenirler. Cildinizin üzerinden elektrokardiyogram
											almaları ve teşhiste bulunmaları daha da gecikir,
											bunu yapmak zordur çünkü yerleştireceğimiz bilgisayarın elinde olacak
											taban çizgisi verileri yoktur.
											En sonunda, eğer şanslıysanız, olayın üzerinden 3 ya da 4 saat geçtikten sonra tedavi edilirsiniz
											ama kalp kası ölmüştür.
											Ve bu tipik bir tedavidir modern Dünyada.
											Afrika'da değil, bugün modern dünyada yapılan tipik bir tedavidir bu.
									","
											Wie ist heute die Reaktion bei akutem Myocardialinfarkt, Herzinfarkt?
											Sie haben Brustschmerzen oder Magenverstimmung.
											Es ist nicht so schlimm. Sie unternehmen nichts.
											In den nächsten Stunden wird es schlimmer, selbst ein Mann kann es nicht ignorieren.
											Schließlich geht man zur Notaufnahme und wartet.
											Verbrennungen und andere kritische Zustände werden behandelt.
											Da 75 Prozent aller Patienten mit Brustschmerzen in der Notaufnahme
											kein AMI haben, nimmt man Sie nicht ernst.
											Endlich werden Sie untersucht. Es dauert, bis das Kardiogramm
											über die Haut da ist und ausgewertet wird; das ist schwierig,
											weil die Daten Ihrer Nulllinie nicht da sind, die der Computer
											erhält, den wir Ihnen einsetzen.
											Mit etwas Glück werden Sie 3 bis 4 Stunden nach dem Vorfall behandelt,
											aber Ihr Herzmuskel ist gestorben.
											Das ist die typische Behandlung. In der entwickelten Welt, nicht in Afrika —
											ist das derzeit die typische Behandlung.
									","
											¿Cuál es la respuesta al infarto agudo de miocardio, un ataque cardíaco, hoy?
											Bien, ustedes sienten algún dolor de pecho o indigestión.
											No está tan mal, deciden no hacer nada.
											Pasan varias horas y se pone peor, y aún un hombre no lo ignoraría.
											Finalmente, van a la sala de emergencias.
											Esperan que traten a los quemados y a otros pacientes críticos,
											porque el 75% de los pacientes que van a una sala de emergencia con dolor de pecho,
											no tienen un IAM, así que no los toman muy en serio.
											Finalmente los atienden. Toma más tiempo
											tomar el electrocardiograma sobre su piel y diagnosticarlo,
											y es difícil de hacer porque no tienen los datos de línea base,
											que la computadora que les ponemos adentro tiene.
											Finalmente, si tienen suerte, son tratados tres o cuatro horas después del incidente,
											pero el músculo del corazón ha muerto.
											Y éste es el tratamiento típico. En el mundo desarrollado. No en Africa —
											este es el tratamiento típico en el mundo avanzado hoy.
									",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
											Alors, on a développé le Système de l'Ange Gardien Médical.
											et on a ce dispositif à l'intérieur du patient qu'on appelle l'Ange Gardien Implanté.
											Et quand vous avez un blocage, le dispositif s'active
											et il envoie une alarme et l'électrocardiogramme vers un équipement externe,
											qui récupère votre électrocardiogramme des dernières 24 heures.
											ainsi que celui qui a provoqué l'alarme, que vous pouvez emmener aux urgences
											pour leur montrer et leur dire ""occupez-vous de moi tout de suite"".
											Puis cela part vers le centre d'opérations,
											où ils récupèrent vos données personnelles
											qui sont dans un centre quelque part aux Etats-Unis.
											Ensuite cela part vers un centre de diagnostic et en moins d'une minute après l'attaque
											votre signal apparaît sur l'écran d'un ordinateur
											et l'ordinateur analyse le problème.
											Et la personne qui est là, un médecin généraliste, vous appelle —
											avec un téléphone portable— et vous dit,
											""Mr Smith, vous êtes dans la merde, vous avez un problème.
											Nous avons appelé une ambulance. L'ambulance est en route.
											Elle va vous emmener et nous allons appeler votre médecin pour lui dire.
											Nous allons lui envoyer le diagramme que nous avons et qui montre que vous avez une crise cardiaque,
											et nous allons envoyer le diagramme à l'hôpital
											et nous le ferons analyser là-bas,
											et là, vous serez avec votre médecin
											et vous serez pris en charge pour que vous ne mourriez pas d'une crise cardiaque.""
											C'est la première invention que je voulais vous décrire.
											(Applaudissements)
									","
											So we developed the AngelMed Guardian System
											and we have a device inside this patient, called the Implanted AngelMed Guardian.
											And when you have a blockage, the alarm goes off
											and it sends the alarm and the electrogram to an external device,
											which gets your baseline electrogram from 24 hours ago
											and the one that caused the alarm, so you can take it to the emergency room
											and show them, and say, take care of me right away.
											Then it goes to a network operations center,
											where they get your data from your patient database
											that's been put in at some central location, say, in the United States.
											Then it goes to a diagnostic center, and within one minute of your heart attack,
											your signal appears on the screen of a computer
											and the computer analyzes what your problem is.
											And the person who's there, the medical practitioner, calls you —
											this is also a cell phone — and says,
											""Mr. Smith, you're in deep doo-doo; you have a problem.
											We've called the ambulance. The ambulance is on the way.
											It'll pick you up, and then we're going to call your doctor, tell him about it.
											We're going to send him the signal that we have, that says you have a heart attack,
											and we're going to send the signal to the hospital
											and we're going to have it analyzed there,
											and there you're going to be with your doctor
											and you'll be taken care of so you won't die of a heart attack.""
											That's the first invention that I wanted to describe.
											(Applause)
									","
											Então, desenvolvemos 
o AngelMed Guardian System.
											Implantámos dentro deste paciente 
um aparelho chamado o AngelMed Guardian.
											Quando temos um bloqueio, o alarme dispara
											e envia o alarme e o eletrocardiograma 
para um aparelho exterior,
											que tem o eletrocardiograma base 
de 24 horas antes
											e o que provocou o alarme, de modo que 
podemos levá-lo para as urgências,
											mostrá-los e dizer:
											""Tratem de mim imediatamente"".
											Depois, vai para um centro 
de operações em rede
											onde obtemos os nossos dados 
da base de dados de pacientes
											que está situada algures, 
num local central, digamos, nos EUA.
											Depois vai para 
um centro de diagnóstico e, 

											um minuto depois do nosso ataque cardíaco,
											o nosso sinal aparece 
no ecrã dum computador
											e o computador analisa qual é o problema.
											A pessoa que está ali, o médico, chama-nos
											— isto também é um telemóvel — e diz:
											""Mr. Smith, você está em apuros, 
tem um problema.
											""Já chamámos a ambulância. 
A ambulância vai a caminho.
											""Vai buscá-lo e vamos chamar 
o seu médico, informá-lo.
											""Vamos enviar-lhe o sinal que temos aqui,
											""que diz que você está a ter
um ataque cardíaco.
											""Vamos enviar o sinal para o hospital
											""e o senhor vai ser observado lá.
											""Vai encontrar-se com o seu médico
											""e vão tratar de si, para que não morra 
com um ataque cardíaco"".
											Esta é a primeira invenção 
que eu queria descrever.
											(Aplausos)
									","
											Bu nedenle Angel Medical Guardian Sistemini geliştirdik
											ve İmplante Edilebilir Tıbbi Yardım Meleği adını verdiğimiz cihazı hastaya yerleştirdik.
											Tıkanma olduğunda alarm kapanır ve alarmı ve elektrogramı
											24 saat öncesinden sizin taban çizgisi elektrogramınızı alan
											harici cihaza gönderir
											ki alarma sebep olan budur, böylece bu veriyi bir acil servise götürebilir
											ve onlara gösterek derhal benimle ilgilenin diyebilirsiniz.
											Sonra bu bilgi sizin hasta veribankanızdan verileri alan
											bir ağ yönetim merkezine gider,
											bu merkez Amerika'nın merkezi bir yerine yerleştirilir.
											Daha sonra bilgi tanı merkezine gider ve kalp krizinizin ilk dakikasında
											sinyaliniz bilgisayar ekranında görünür
											ve bilgisayar problemin ne olduğunu analiz eder.
											Ve orada olan kişi, bir tıp uygulayıcısı, sizi arar
											bu alet ayrıca bir cep telefonudur ve
											Bay Smith, derin bir pisliğe batmış durumdasınız, bir probleminiz var!
											ambulansı aradık, şu an yolda.
											Sizi gelip alacak, sonra doktorunuzu arayıp hakkınızda bilgi vereceğiz.
											elimizdeki kalp krizi geçirdiğinizi söyleyen sinyali ona ve
											hastaneye de göndereceğiz
											ve analiz ettireceğiz
											orada doktorunuzla birlikte olacaksınız ve
											ilgilenileceksiniz ve böylece kalp krizinden ölmeyeceksiniz.
											bu size anlatmak istediğim ilk icadımdı.
											(Alkışlar)
									","
											Also entwickelten wir das AngelMed Guardian-System.
											Dieser Patient hat ein Gerät, namens Implanted AngelMed Guardian.
											Bei einer Blockade löst es den Alarm aus, der
											mit dem Kardiogramm an ein externes Gerät gesendet wird,
											das auch Ihre Nulllinie von vor 24 Stunden besorgt
											und den Pegel bei Auslösen des Alarms. Sie bringen alles in die Notaufnahme
											und sagen: ""Behandeln Sie mich sofort"".
											Dann geht es weiter an ein Netzwerkzentrum,
											wo Ihre Daten aus der Patientenkartei geholt werden,
											die an einem zentralen Ort, etwa in den USA, gespeichert wird.
											Weiter ans Diagnosezentrum und eine Minute nach Ihrem Infarkt
											erscheint Ihr Signal auf einem Bildschirm
											und der Computer analysiert Ihr Problem.
											Der diensthabende Arzt ruft Sie an —
											das Gerät ist auch ein Handy und sagt:
											""Herr Schmidt, Sie sitzen in der Scheiße.
											Die Ambulanz ist bestellt. Sie ist unterwegs.
											Sie werden abgeholt und wir erzählen alles Ihrem Arzt.
											Wir senden ihm das Signal, das sagt, dass Sie einen Herzinfarkt haben,
											wir senden das Signal ans Krankenhaus,
											lassen es dort analysieren.
											Ihr Arzt wird bei Ihnen sein und man wird sich
											um Sie kümmern, damit Sie nicht an diesem Herzinfarkt sterben. ""
											Das ist die erste Erfindung, die ich beschreiben wollte.
											(Applaus)
									","
											Así que desarrollamos el AngelMed Guardian System
											y ponemos un dispositivo dentro de este paciente, llamado el AngelMed Guardian implantado.
											Y cuando ustedes tienen una obstrucción, la alarma suena
											y envía la alarma y el electro a un dispositivo externo,
											que tiene su electrocardograma basal de hace 24 horas
											y el que causó la alarma, así que puede llevarlos a la sala de emergencias
											y mostrarlos, y decir, atiéndanme ya.
											Luego va a un centro de operaciones en red,
											donde toman sus datos de su base de datos de pacientes
											que pusieron en algún lugar central, digamos, en Estados Unidos.
											Luego va a un centro de diagnóstico, y dentro de un minuto de su ataque cardíaco,
											su señal aparece en la pantalla de una computadora
											y la computadora analiza cuál es su problema.
											Y la persona que está ahí, el practicante médico, lo llama —
											esto también es un celular — y dice,
											""Sr. Smith, esté está en un lío feo, tiene un problema.
											Hemos llamado a la ambulancia. La ambulancia está en camino.
											Lo pasará a buscar, y luego vamos a llamar a su doctor y decirle sobre esto.
											Vamos a enviarle la señal a él, lo que tenemos, que dice que usted tiene un ataque cardíaco,
											y vamos a enviar la señal al hospital
											y vamos a hacer que la analicen aquí,
											y usted va a estar con su doctor
											y lo cuidaremos para que usted no muera de un ataque al corazón"".
											Este es el primer invento que quería describir.
											(aplausos)
									",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
											Maintenant, je voudrais vous parler de quelque chose d'entièrement différent.
											Au début, je ne croyais pas que les migraines soient un gros problème.
											parce que je n'avais jamais eu de migraine.
											mais j'ai parlé à des gens qui en ont trois ou quatre par semaine,
											et leurs vies sont complètement dévastées par ça.
											Notre société à un objectif concernant la migraine qui dit
											""Prévenir ou améliorer les migraines
											par l'utilisation d'une impulsion magnétique sûre et contrôlée
											appliquée, en fonction du besoin, par le patient.""
											Bon, il y a probablement peu de physiciens ici.
											Si vous êtes physiciens, vous savez ce qu'est la Loi de Faraday,
											qui dit que si vous appliquez une impulsion magnétique à de l'eau salée —
											ce qu'est d'ailleurs votre cerveau —
											elle va engendrer des courants électriques et ce courant électrique dans le cerveau
											va éliminer la migraine.
											C'est ce que nous avons découvert.
									","
											And now I want to talk about something entirely different.
											At first I didn't think migraine headaches were a big problem
											because I'd never had a migraine headache,
											but then I spoke to some people who have three or four every week of their life,
											and their lives are being totally ruined by it.
											We have a mission statement for our company doing migraine, which is,
											""Prevent or ameliorate migraine headaches
											by the application of a safe, controlled magnetic pulse
											applied, as needed, by the patient.""
											Now, you're probably very few physicists here.
											If you're a physicist you'd know there's a certain Faraday's Law,
											which says if I apply a magnetic pulse on salt water —
											that's your brains by the way —
											it'll generate electric currents, and the electric current in the brain
											can erase a migraine headache.
											That's what we have discovered.
									","
											Agora quero falar doutra coisa 
completamente diferente.
											A princípio, não julgava que uma enxaqueca
fosse um grande problema
											porque eu nunca tive uma enxaqueca.
											Mas depois falei com pessoas que a têm 
três ou quatro vezes por semana
											e que ficaram com a vida destroçada.
											Temos uma missão na nossa empresa, 
em relação à enxaqueca, que é:
											""Impedir ou melhorar as enxaquecas
											""com a aplicação 
dum impulso magnético controlado
											""aplicado, quando necessário, 
pelo próprio paciente"".
											Provavelmente aqui há poucos físicos.
											Se forem físicos, sabem 
que há uma Lei de Faraday
											que diz que, se eu aplicar 
um impulso magnético na água salgada
											— a propósito, é o vosso cérebro —
											ele gera uma corrente elétrica, 

											e a corrente elétrica no cérebro 
pode suprimir uma enxaqueca.
											Foi o que descobrimos.
									","
											Ve şimdi size tamamen farklı bir şeyden bahsetmek istiyorum.
											Başlarda, daha önce hiç migren ağrım olmadığı için migren ağrılarının
											çok büyük bir problem olduğunu düşünmüyordum, ama daha sonra
											hayatlarında her hafta 3 ya da 4 kez ağrıları olan
											ve yaşamları bununla alt üst olmuş kişilerle konuştum.
											Şirketimizin migrenle ilgili bir misyon cümlesi var,
											hasta tarafından ihtiyaç duyulduğunda uygulanan
											güvenli, kontrol edilebilen bir manyetik sinyalle
											migren baş ağrılarını önlemek ya da iyileştirmek.
											Şu an muhtemelen burada çok az fizikçi vardır .
											Eğer bir fizikçi olsaydınız tuzlu suya
											bir manyetik sinyal uyguladığımda -ki tuzlu su sizin beyniniz oluyor bu arada-
											bunun bir elektrik akımı oluşturacağını ve
											beyindeki bu elektrik akımının migren baş ağrılarını yok edeceğini söyleyen
											kesin bir Faraday kanunu olduğunu bilirdiniz.
											İşte bizim keşfettiğimiz de bu.
									","
											Und jetzt zu etwas völlig anderem.
											Anfangs hielt ich Migräne für kein großes Problem,
											weil ich nie welche hatte,
											aber ich traf Menschen mit drei oder vier Anfällen pro Woche,
											deren Leben dadurch völlig ruiniert war.
											In unserer Firma haben wir für Migräne ein Motto, das besagt:
											""Verhindere oder mildere Migräne
											durch sichere, kontrollierte Magnetpulse, die nach Bedarf
											beim Patienten anzubringen sind.""
											Hier sind sicherlich kaum Ärzte im Publikum.
											Als Arzt würden Sie Faradays Gesetz kennen, nach dem
											Salzwasser - übrigens besteht daraus Ihr Gehirn -,
											das mit magnetischen Impulsen versetzt wird,
											elektrische Impulse generiert, die Migräne bedingte Kopfschmerzen
											im Gehirn ausradieren können.
											Das haben wir herausgefunden.
									","
											Y ahora quisiera hablar de algo enteramente diferente.
											Al principio yo no creía que los dolores de migraña fueran un problema grave
											porque nunca había tenido una migraña,
											pero luego hablé con algunas personas que tienen tres o cuatro cada semana de su vida
											y sus vidas se arruinan completamente por ello.
											En nuestra compañía tenemos una declaración de misión con respecto a la migraña, que es,
											""Prevenir o mejorar los dolores de cabeza por migraña
											mediante la aplicación de un pulso magnético seguro, controlado,
											aplicado, en la medida de lo necesario, por el paciente"".
											Ahora, probablemente hay muy pocos físicos aquí.
											Si usted es un físico usted sabe que hay una cierta Ley de Faraday,
											que sice que si aplico un pulso magnético a agua salada —
											de paso, eso es lo que son sus cerebros —
											generará corrientes eléctricas, y la corriente eléctrica en el cerebro
											puede borrar un dolor de cabeza por migraña.
											Eso es lo que hemos descubierto.
									",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
											Voici une représentation de ce que nous faisons.
											Les patients qui ont une migraine précédée par une aura migraineuse
											ont une bande de neurones excités — indiqués en rouge —
											qui se déplace de trois à cinq millimètres par minute vers le centre du cerveau.
											Et quand cela touche le centre du cerveau, cela déclenche la migraine.
											Ceci est une migraine précédée par une aura visuelle,
											et cette aura visuelle —je vais vous le montrer sur une figure—
											c'est comme s'ill y avait des petites lumières dansantes,
											qui grossiraient de plus en plus jusqu'à occuper tout votre champ visuel.
											Et ce que l'on a essayé, c'est un dispositif appelé le Modèle Cadwell MES10.
											Il pèse près de 30 kilos et a un fil d'un diamètre de trois centimètres.
											Et voici un patient qui a une aura
											et qui a toujours une migraine, forte, après l'aura. Qu'est-ce qu'on fait ?
									","
											So here's a picture of what we're doing.
											The patients who have a migraine preceded by an aura
											have a band of excited neurons — that's shown in red —
											that moves at three to five millimeters a minute towards the mid-brain.
											And when it hits the mid-brain, that's when the headache begins.
											There's this migraine that is preceded by a visual aura,
											and this visual aura, by the way — and I'll show you a picture —
											but it sort of begins with little dancing lights,
											gets bigger and bigger until it fills your whole visual field.
											And what we tried was this; here is a device called the Cadwell Model MES10.
											Weighs about 70 pounds, has a wire about an inch in diameter.
											And here's one of the patients who has an aura
											and always has a headache, bad one, after the aura. What do we do?
									","
											Isto é uma imagem do que estamos a fazer.
											Os pacientes que têm uma enxaqueca 
precedida por uma aura
											têm uma faixa de neurónios excitados 
— estão mostrados a vermelho —
											que se movimenta a três a cinco milímetros
por segundo para o centro do cérebro.
											Quando atinge o centro do cérebro, 
é quando começa a enxaqueca.
											Esta enxaqueca é precedida 
por uma aura visual.
											Esta aura visual — vou mostrar uma imagem,
											mas começa com pequenas luzes a dançar —
											torna-se cada vez maior até que preenche 
todo o nosso campo visual.
											Tentámos o seguinte: isto é um aparelho 
chamado o Cadwell Model MES10.
											Pesa cerca de 35 kg, tem um fio 
com cerca de 2,5 cm de diâmetro.
											Este é um dos pacientes que tem uma aura
											e tem sempre uma enxaqueca 
depois da aura.
											Que fazemos?
									","
											Yani işte burada ne yaptığımızı gösteren bir resim var.
											Bir aura oluşumuyla başlayan migreni olan hastalarda
											kırmızıyla gösterilen, beyne doğru 3 ile 5mm ilerleyen
											bir bant halinde uyarılmış nöronları vardır.
											Ve nöronların orta beyne ulaştığı zaman, işte baş ağrısının başladığı zamandır.
											İşte burada görülebilir bir aura ile başlayan migren var,
											bu görülebilir aura, bu arada —size bir resim göstereceğim —
											küçük bir şekilde başlıyor, küçük dans eden (oynaşan) ışıklarla,
											giderek büyüyor, büyüyor ta ki tüm görsel alanınızı kaplayana dek.
											Ve bizim denediğimiz şey şu idi, burada Cadwell Model MES10 adlı bir cihaz görüyoruz.
											Yaklaşık 32 kilo ağılığında, yaklaşık 2,5 cm'lik çapa sahip bir kablosu var.
											Ve burada aura'sı olan bir hasta görüyoruz
											ve hasta aura'dan sonra her zaman baş ağrısı çekiyor hem de ciddi bir baş ağrısı çekiyor. Peki biz ne yapıyoruz?
									","
											Hier sehen Sie, was wir tun.
											Menschen mit Migräne, der eine Aura vorausgeht,
											haben ein Band mit nervösen Neuronen - hier in Rot -,
											das sich drei bis fünf Millimeter pro Minute zur Gehirnmitte bewegt.
											Wenn es dort ankommt, fangen die Kopfschmerzen an.
											Es gibt Migräne mit vorausgehender visueller Aura.
											Die visuelle Aura - gleich sehen Sie ein Bild -
											fängt langsam an mit kleinen tanzenden Lichtern und vergrößert
											sich, bis sie das ganze Gesichtsfeld ausfüllt.
											Wir haben Folgendes versucht. Hier ist ein Gerät namens Cadwell Model MES10.
											Es wiegt etwa 140 Kilo und hat einen Draht von etwa 2,5 cm Durchmesser.
											Hier ist ein Patient, der nach jeder Aura
											furchtbare Kopfschmerzen hat. Was tun wir also?
									","
											Así que aquí hay una imagen de lo que estamos haciendo.
											Los pacientes que tienen una migraña precedida por un aura
											tienen una franja de neuronas excitadas — que se muestran en rojo —
											que se mueve de tres a cinco milímetros por minuto hacia el centro del cerebro.
											Y cuando llega al centro del cerebro, es cuando el dolor de cabeza comienza.
											Ahí está esta migraña que es precedida por un aura visual,
											y este aura visual, de paso — y les mostraré una imagen —
											pero es como que siendo pequeña, con pequeñas luces danzantes,
											se hace mayor y mayor hasta que llena todo su campo visual.
											Y lo que hemos probado es esto, aquí está un dispositivo llamado el Cadwell Model MES10.
											Pesa unos 32 kg, tiene un cable de cerca de una pulgada de diámetro.
											Y aquí está uno de los pacientes que tiene un aura
											y siempre tiene un dolor de cabeza, uno malo, después del aura. ¿Qué hacemos?
									",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
											Voici à quoi ressemble à une aura.
											C'est comme des lumières qui dansent, montrées ici à gauche et à droite.
											Et ceci est une aura complète comme on le voit au-dessus.
											Au centre, notre expérimentateur, le neurologue, qui a dit,
											""Je vais descendre ceci un peu et je vais effacer la moitié de votre aura.""
											Et, mon Dieu, le neurologue l'a effacé, c'est l'image au centre,
											la moitié de l'aura effacée par une impulsion magnétique brève.
											Qu'est-ce que cela signifie ?
											Cela signifie que l'impulsion magnétique a engendré un courant électrique
											qui interfère avec l'activité électrique erronée du cerveau.
											Et finalement, il dit : ""OK, maintenant je vais —""
											effacer toute l'aura avec une impulsion magnétique bien localisée.
									","
											This is what an aura looks like.
											It's sort of funny dancing lights, shown there on the left and right side.
											And that's a fully developed visual aura, as we see on top.
											In the middle, our experimentalist, the neurologist, who said,
											""I'm going to move this down a little and I'm going to erase half your aura.""
											And, by God, the neurologist did erase it, and that's the middle picture:
											half of the aura erased by a short magnetic pulse.
											What does that mean?
											That means that the magnetic pulse is generating an electric current
											that's interfering with the erroneous electrical activity in the brain.
											And finally he says, ""OK, now I'm going to — ""
											all of the aura get erased with an appropriately placed magnetic pulse.
									","
											Isto é o aspeto duma aura.
											São umas luzinhas a dançar, 
que aqui aparecem à esquerda e à direita.
											É uma aura totalmente desenvolvida, 
como vemos em cima.
											No meio, o nosso experimentalista, 
o neurologista, disse:
											""Vou fazer isto descer um pouco 
e vou apagar metade da sua aura"".
											O neurologista apagou-a
— é a imagem do meio:
											metade da aura apagada 
por um curto impulso magnético.
											O que é que isso significa?
											Significa que o impulso magnético 
está a gerar uma corrente elétrica
											que está a interferir com 
a atividade elétrica errada no cérebro.
											Por fim, diz:
											""Agora vou apagar toda a aura com um
impulso magnético devidamente colocado"".
									","
											Burada bir aura'nın neye benzediğini görüyoruz.
											Bir tür komik dans eden ışıklar, orada hem sol hem de sağda gösterilmiş.
											Ve burada da gelişimini tamamlamış görülebilir bir aura, en yukarıda görüyoruz.
											Ortada ise deneyi gerçekleştiren nöroloji uzmanımız var ve diyor ki,
											""Bunu biraz aşağı doğru hareket ettireceğim ve aura'nızın yarısını ortadan kaldıracağım.""
											ve tanrıya şükür ki nöroloji uzmanımız başarıyor ve bu durum ortadaki resimde görülüyor,
											aura'nın yarısı kısa bir manyetik sinyal ile ortadan kaldırıldı.
											Peki bu ne demek oluyor şimdi?
											Bu demek oluyor ki manyetik titreşim öyle bir elektrik akımı oluşturuyor ki,
											bu akım beyindeki hatalı elektriksel aktiviteyle etkileşimde bulunuyor ve ona engel oluyor.
											Ve son olarak nöroloji uzmanımız, ""Evet şimdi de
											manyetik sinyali uygun bir şekilde yerleştirip göndererek auranın tamamını ortadan kaldıracağım"" diyor.
									","
											So sieht eine Aura aus.
											Es sind seltsam tanzende Lichter, die man hier links und rechts sieht.
											Hier oben ist eine voll entwickelte visuelle Aura.
											In der Mitte unser Experimentleiter, ein Neurologe, der sagt:
											""Ich werde das nach unten bewegen und die Hälfte Ihrer Aura ausradieren.""
											Und tatsächlich radierte der Neurologe sie aus, das ist das mittlere Bild,
											ein kurzer magnetischer Puls und die halbe Aura ist weg.
											Was bedeutet das?
											Der magnetische Puls generiert einen elektrischen Strom,
											der die fehlerhaften elektrischen Aktivitäten im Gehirn stört.
											Zum guten Schluss sagt er: ""Ok, jetzt werde ich..."".
											die ganze Aura ausradieren mit einem richtig platzierten magnetischen Puls.
									","
											Así es como se ve un aura.
											Is una especie de luces danzantes divertidas, se ven aquí en el lado izquierdo y el derecho.
											Y esto es un aura visual completa, como vemos arriba.
											En el medio, nuestro experimentador, el neurólogo, que dijo,
											""Voy a bajar esto un poco y voy a borrar la mitad de su aura"".
											Y, por Dios, el neurólogo la borró, y esto está en la imagen del centro,
											la mitad del aura borrada por un corto pulso magnético.
											¿Qué significa eso?
											Eso significa que el pulso magnético está generando una corriente eléctrica
											que está interfiriendo con la actividad eléctrica errónea en el cerebro.
											Y finalmente él dice, ""Ok, ahora voy a — ""
											toda el aura se borra con un pulso magnético ubicado apropiadamente.
									",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
"
","
","
","
","
","
",My wish: Three unusual medical inventions,Robert Fischell,26:49,"TED Prize,business,disease,health care,invention,medicine,science,technology"
