en,tr,es,de,title,speaker,duration,tags
"
											The world will say to you,
											""We need justice.""
											Investigate.
											Find truth beyond
the stories you are told.
											Find truth beyond the way things seem.
											Ask, ""Why?""
											Ask, ""Is this fair?""
											Ask, ""How did we get here?""
											Do this with compassion.
											Do this with forgiveness.
											Learn to forgive others.
											Start by truly learning
how to forgive yourself.
											We are all more than our mistakes.
											We are all more
than who we were yesterday.
											We are all deserving of our dignity.
											See yourself in others.
											Recognize that your justice is my justice,
											and mine is yours.
											There can be no liberation for one of us
if the other is not free.
									","
											Dünya sana diyecek ki,
											""Adalete ihtiyacımız var.""
											Sorgula.
											Sana anlatılan hikayelerin 
ardındaki gerçeği keşfet.
											Nesnelerin görünen kısımlarının 
ardındaki gerçeği bul.
											""Neden?"" diye sor.
											""Bu adil mi?"" diye sor.
											""Buraya nasıl geldik?"" diye sor.
											Bunu anlayışla yap.
											Bağışlayarak yap.
											Başkalarını affetmeyi öğren.
											Kendini nasıl affedeceğini
gerçek anlamıyla öğrenerek başla.
											Hepimiz hatalarımızdan daha fazlasıyız.
											Hepimiz dün olduğumuz kişiden
daha fazlasıyız.
											Hepimiz saygı duyulmayı hak ediyoruz.
											Kendini başkalarında gör.
											Senin adaletinin benim adaletim,
											benim adaletimin de
senin olduğunu fark et.
											Birisi özgür değilse
hiçbirimiz için özgürlük olamaz.
									","
											El mundo te dirá:
											""Necesitamos justicia"".
											Investiga.
											Busca la verdad que hay detrás
de las historias que te cuentan.
											Busca la verdad más allá 
de lo que parece ser.
											Pregunta: ""¿Por qué?""
											Pregunta: ""¿Es esto justo?""
											Pregunta: ""¿Cómo llegamos hasta acá?""
											Hazlo con compasión.
											Hazlo con el perdón.
											Aprende a perdonar.
											Comienza aprendiendo a perdonarte.
											Todos somos más que
la suma de nuestros errores.
											Todos somos más que lo que fuimos ayer.
											Todos nos merecemos nuestra dignidad.
											Ve tu reflejo en los demás.
											Reconoce que tu justicia es mi justicia,
											y que la mía es también tuya.
											No habrá libertad para uno de nosotros
si el otro no es libre.
									","
											Die Welt wird Ihnen sagen:
											""Wir brauchen Gerechtigkeit.""
											Dann haken Sie nach.
											Finden Sie die Wahrheit
hinter der erzählten Geschichten heraus.
											Finden Sie heraus, ob der Schein
der Wirklichkeit entspricht.
											Fragen Sie: ""Warum?""
											Fragen Sie: ""Ist das denn gerecht?""
											Fragen Sie: ""Wie konnte es dazu kommen?""
											Tun Sie es mit Mitgefühl.
											Tun Sie es mit Vergebung.
											Lernen Sie, wie man anderen vergibt.
											Fangen Sie endlich an, zu lernen,
sich selbst zu vergeben.
											Wir sind alle mehr als unsere Fehler.
											Wir alle sind heute besser,
als wir gestern waren.
											Wir alle verdienen unsere Würde.
											Sehen Sie sich selbst in den anderen.
											Erkennen Sie, dass
deine Gerechtigkeit auch meine ist,
											genauso wie meine die deine ist.
											Es gibt keine Befreiung des Einzelnen,
solange ein anderer nicht frei ist.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaus)
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""I am violent.""
											Respond by saying,
											""I am not.
											Not with my words
and not with my actions.""
									","
											Dünya sana diyecek ki
											""Ben hiddet doluyum.""
											""Ben değilim.""
											diyerek karşılık ver.
											""Kelimelerimle de
davranışlarımla da değilim.""
									","
											El mundo te dirá:
											""Soy violento"".
											Respóndele diciendo:
											""Pues, yo no lo soy.
											Ni con mis palabras,
ni con mis acciones"".
									","
											Die Welt wird Ihnen sagen:
											""Ich bin gewalttätig.""
											Dann antworten Sie darauf:
											""Ich aber nicht.
											Weder mit meinen Worten,
noch durch meine Handlungen.""
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""We need to heal the planet.""
											Start by saying, ""No, thank you.
I don't need a plastic bag.""
											Recycle, reuse.
											Start by picking up
one piece of trash on your block.
									","
											Dünya sana diyecek ki
											""Gezegeni iyileştirmemiz gerek.""
											""Hayır, teşekkürler. Plastik kaba
ihtiyacım yok."" diyerek başla.
											Geri dönüştür, yeniden kullan.
											Apartmanındaki bir çöp parçasını
toplamakla başla.
									","
											El mundo te dirá:
											""Necesitamos curar el planeta"".
											Comienza diciendo: ""No, gracias.
No necesito una bolsa de plástico"".
											Recicla, reusa.
											Comienza recolectando una pieza 
de basura en tu cuadra.
									","
											Die Welt wird Ihnen sagen:
""Wir müssen den Planeten heilen.""
											Fangen Sie an, zu sagen:
""Ich brauche keine Plastiktüte.""
											Recyclen Sie,
verwenden Sie Dinge mehrmals.
											Fangen Sie damit an, 
ein Stück Müll in Ihrem Block aufzuheben.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""There are too many problems.""
											Do not be afraid
to be a part of the solutions.
											Start by discussing the issues.
											We cannot overcome what we ignore.
											The more we talk about things,
											the more we see
that the issues are connected
											because we are connected.
									","
											Dünya sana diyecek ki
											""Çok fazla problem var.""
											Çözümlerin bir parçası olmaktan korkma.
											Sorunları tartışarak başla.
											Görmezden geldiğimizin 
üstesinden gelemeyiz.
											Sorunlar hakkında ne kadar çok konuşursak
											bağlantılı olduklarını 
o kadar çok görürüz,
											çünkü bizler birbirimize bağlıyız.
									","
											El mundo te dirá:
											""Hay demasiados problemas"".
											No temas ser parte de las soluciones.
											Comienza discutiendo los problemas.
											No podemos resolver lo que ignoramos.
											Mientras más hablemos sobre los problemas
											más veremos cómo estos se conectan,
											porque todos estamos conectados.
									","
											Die Welt wird Ihnen sagen:
											""Es gibt zu viele Probleme.""
											Haben Sie keine Angst,
ein Teil der Lösung zu sein.
											Fangen Sie an, über
die Probleme zu diskutieren.
											Wir können nicht ändern,
was wir ignorieren.
											Je mehr man darüber redet,
											desto klarer wird, dass die Probleme
miteinander verbunden sind,
											weil wir alle miteinander verbunden sind.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""We need to end racism.""
											Start by healing it in your own family.
									","
											Dünya sana diyecek ki
											""Irkçılığı sonlandırmamız gerek.""
											Önce kendi ailendeki ayrımcılığı
iyileştirerek başla.
									","
											El mundo te dirá:
											""Necesitamos acabar con el racismo"".
											Comienza acabándolo
dentro de tu propia familia.
									","
											Die Welt wird Ihnen sagen:
											""Wir müssen Rassismus ein Ende setzen.""
											Fangen Sie an, ihn 
in der eigenen Familie zu beenden.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""How do we speak to bias and bigotry?""
											Start by having the first conversation
at your own kitchen table.
									","
											Dünya sana diyecek ki
											""Önyargıyla ve bağnazlıkla
nasıl konuşuruz?""
											İlk sohbeti kendi mutfak masanda
yaparak başla.
									","
											El mundo te dirá:
											""¿Cómo hablamos de parcialidad
y discriminación?""
											Comienza hablando sobre ello
en el seno de tu hogar.
									","
											Die Welt wird Ihnen sagen:
											""Wie begegnen wir
Vorurteilen und Scheinheiligkeit?""
											Fangen Sie mit ersten Gesprächen
an Ihrem eigenen Küchentisch an.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
											The world will say to you,
											""There is so much hate.""
											Devote yourself to love.
											Love yourself so much
that you can love others
											without barriers and without judgment.
											When the world asks us big questions
that require big answers,
											we have two options.
											One: to feel so overwhelmed
or unqualified, we do nothing.
											Two: to start with one small act
and qualify ourselves.
											I am the director of national security,
											and so are you.
											Maybe no one appointed us
and there were no senate confirmations,
											but we can secure a nation.
											When you help just one person
to be more secure,
											a nation is more secure.
											With just one outstretched hand
that says, ""Are you OK?
											I am here for you,""
											we can transform insecurity into security.
									","
											Dünya sana diyecek ki
											""Çok fazla nefret var.""
											Kendini sevgiye ada.
											Kendini çok sev ki
başkalarını engeller olmadan
											ve yargılamadan sevebilesin.
											Dünya bize büyük cevaplar isteyen
büyük sorular sorduğu zaman,
											iki seçeneğimiz var.
											Bir: Aşırı bunalmış ve yeteneksiz 
hissedip hiçbir şey yapmayız.
											İki: Küçük bir hareketle başlayıp
kendimizi yetkilendiririz.
											Ben ulusal güvenliğin müdürüyüm,
											sen de öylesin.
											Belki bizi kimse bu işe atamadı
ve senatodan gelen bir onay da yoktu,
											ama biz bir milleti güvende tutabiliriz.
											Bir insanın daha güvende olması için
ona yardım ettiğinde
											bir millet daha güvende olacaktır.
											""İyi misin? Senin için buradayım,"" diyen
											uzattığımız bir elle
											güvensizliği, güvenliğe çevirebiliriz.
									","
											El mundo te dirá:
											""Hay muchísimo odio"".
											Entrégate al amor.
											Ámate tanto a ti mismo
de modo que puedas amar a otros
											sin barreras y sin prejuicios.
											Cuando el mundo nos interpela
sobre cuestiones importantes
											tenemos dos opciones:
											Uno: sentirnos abrumados y no estar
preparados, por lo que no hacemos nada.
											Dos: comenzar con una acción pequeña
y prepararnos.
											Yo soy directora de la seguridad nacional,
											y tú también.
											Quizás nadie nos eligió
y ningún senado nos ratificó,
											pero aun así podemos proteger el país.
											Con tan solo ayudar
a proteger una persona,
											el país estará más protegido.
											Con una sola mano extendida
que nos dice: ""¿Estás bien?
											Aquí estoy para ti"",
											podemos transformar
la inseguridad en seguridad.
									","
											Die Welt wird Ihnen sagen:
											""Es gibt so viel Hass.""
											Widmen Sie sich der Liebe.
											Lieben Sie sich selbst so,
dass Sie auch andere lieben können,
											grenzenlos und bewertungsfrei.
											Wenn die Welt große Fragen stellt,
die angemessene Antworten brauchen,
											gibt es zwei Möglichkeiten.
											Die erste: Man fühlt sich überfordert
oder untauglich, sodass man nichts tut.
											Die zweite: Man fängt klein an,
und qualifiziert sich selbst.
											Ich bin die Direktorin
der Nationalen Sicherheit.
											Und Sie sind es auch.
											Vielleicht hat uns keiner ernannt
und es gab keine formelle Bestätigung,
											aber wir können ein Land sicher machen.
											Wenn Sie helfen, dass
eine einzige Person sicherer ist,
											dann ist das ganze Land sicherer.
											Eine ausgestreckte Hand,
die sagt: ""Alles in Ordnung?
											Ich bin für dich da"",
											hilft Unsicherheit
in Sicherheit zu verwandeln.
									",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
"
","
","
","
",Want to change the world? Start by being brave enough to care,Cleo Wade,11:00,"poetry,art,language,life,communication,creativity,goal-setting,personal growth,humanity,motivation,identity,potential,relationships,society,spoken word,storytelling,social change,writing"
