en,es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											And it's not just the view
of social scientists.
											You remember when the map
of the human genome
											was unveiled at a White House
ceremony in June 2000?
											President Bill Clinton famously declared,
											""I believe one of the great truths
											to emerge from this triumphant expedition
											inside the human genome
											is that in genetic terms,
											human beings, regardless of race,
											are more than 99.9 percent the same.""
											And he might have added
											that that less than one percent
of genetic difference
											doesn't fall into racial boxes.
									","
											No es solo la visión de
los científicos sociales.
											¿Recuerdan cuando se presentó
el mapa del genoma humano
											en la Casa Blanca, en la ceremonia
de junio de 2000?
											El presidente Bill Clinton
dijo la célebre frase:
											""Creo que una de las grandes verdades
											que surgen de esta expedición triunfal
											al interior del genoma humano
											es decir que, en términos genéticos,
											los seres humanos,
independientemente de la raza,
											somos en más de un 99,9 % lo mismo"".
											Y podría haber agregado
											que esa diferencia de menos de 1 %
											no cae en las casillas raciales.
									","
											Il ne s’agit pas seulement
du point de vue des sciences sociales.
											Vous vous souvenez du jour
où la carte du génome humain
											a été dévoilée
à la Maison Blanche en juin 2000 ?
											Le président Bill Clinton avait déclaré :
											« L’une des plus grandes vérités
											qui émerge de cette fabuleuse expédition
											au sein du génome humain
											est qu’en termes génétiques,
											les êtres humains, 
quelles que soient leurs origines,
											se ressemblent à plus de 99,9 %. »
											Il aurait pu ajouter
											que les moins de 1 % 
de différence sur le plan génétique
											ne provenaient pas
de l’origine ethnique.
									","
											Erinnern Sie sich,
als die Karte des Humangenoms
											im Juni 2000 bei einer Zeremonie
im Weißen Haus enthüllt wurde?
											Präsident Bill Clinton
verkündete bekanntlich:
											""Ich glaube, eine
der großartigen Wahrheiten,
											die bei dieser triumphalen Expedition
											in das humane Genom herauskam,
											ist die Tatsache, dass,
genetisch betrachtet,
											alle Menschen, unabhängig von ihrer Rasse,
											zu über 99,9 % gleich sind.""
											Vielleicht hätte er anfügen können,
											dass weniger als ein Prozent
genetischer Unterschiede
											nicht in Rassekategorien fällt.
											Francis Collins,
Leiter des Humangenomprojekts
									","
											Bu sadece sosyal bilimcilerin 
görüşü değil.
											Haziran 2000'de, Beyaz Saray 
seremonisi sırasında,
											insan gen haritasının nasıl gözler
önüne serildiğini hatırlarsınız.
											Başkan Bill Clinton'un sözleri
herkesce bilinir:
											""İnanıyorum ki, insan genomundaki
											bu başarılı yolculuğun
											en büyük gerçeklerinden biri de,
											genetik açıdan,
											insanlar, ırka bakılmaksızın
											%99,9'dan daha fazla benzer olduğudur.""
											Ayrıca,
											bu %1'den daha az olan
genetik farklılığın,
											ırksal ayrım anlamına
gelmediğini de ifade etmiştir.
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											Francis Collins, who led
the Human Genome Project
											and now heads NIH,
											echoed President Clinton.
											""I am happy that today,
											the only race we're talking about
is the human race.""
									","
											Francis Collins, que dirigió
el proyecto Genoma Humano
											y ahora dirige el NIH,
											parafraseó al presidente Clinton:
											""Estoy feliz de que hoy
											hablemos de una única raza,
la raza humana"".
									","
											Francis Collins, qui a dirigé
le projet du génome humain
											et qui dirige aujourd’hui la NIH
											reprend le discours du président Clinton.
											« Aujourd’hui, je suis heureux
											de constater que la seule race 
dont on parle soit la race humaine. »
									","
											und nun des NIH
[Nationale Gesundheitsbehörde],
											zitierte Präsident Clinton.
											""Ich bin glücklich,
dass heute der Tag ist,
											an dem die einzige Rasse, über die
wir reden, die menschliche Rasse ist.""
											Ärzte sollten evidenzbasierte
Medizin praktizieren,
									","
											İnsan Genomu Projesi
ve Ulusal Sağlık Örgütü Başkanı
											Francis Collins,
											Başkan Clinton'ı yineledi:
											""Bugün konuştuğumuz tek ırk,
											insan ırkı olduğu için mutluyum.""
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											Doctors are supposed to practice
evidence-based medicine,
											and they're increasingly called
to join the genomic revolution.
											But their habit of treating patients
by race lags far behind.
									","
											Los médicos se supone que deben practicar
la medicina basada en evidencia,
											y se los llama cada vez a sumarse
a la revolución genómica.
											Pero su costumbre de tratar pacientes
por la raza está muy por detrás.
									","
											Les docteurs sont sensés
pratiquer la médecine basée sur les faits
											et on leur demande davantage
de rejoindre la révolution du génome.
											Mais ils traitent encore leurs patients
en fonction de leurs origines.
									","
											und zunehmend werden sie aufgerufen,
der genomischen Revolution beizutreten.
											Aber die Gewohnheit, Patienten
nach Rasse zu behandeln, ist veraltet.
											Nehmen wir zum Beispiel die Einschätzung
									","
											Doktorlar, kanıta dayalı tıp çalışmaları
											ve genetik devrime katılımı 
teşvik etmeliler.
											Fakat hastaları ırklarına göre tedavi etme
alışkanlıkları bunun çok gerisindedir.
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											Take the estimate
											of glomerular filtration rate, or GFR.
											Doctors routinely interpret GFR,
											this important indicator
of kidney function, by race.
											As you can see in this lab test,
											the exact same creatinine level,
											the concentration
in the blood of the patient,
											automatically produces
a different GFR estimate
											depending on whether or not
the patient is African-American.
											Why?
									","
											Tomemos la estimación
											de la tasa de filtración
glomerular, o TFG.
											Los médicos habitualmente
interpretan la TFG,
											este indicador importante de
la función renal, por la raza.
											Como pueden ver en esta
prueba de laboratorio,
											exactamente el mismo nivel de creatinina,
											la concentración en
la sangre del paciente,
											produce de forma automática
una estimación de la TFG diferente
											en función de si el paciente
es afroestadounidense o no.
											¿Por qué?
									","
											Prenez l’estimation
											du débit de filtration glomérulaire
ou DFG.
											Très souvent,
les docteurs interprètent le DFG,
											cet indicateur important
de la fonction rénale, selon l’origine.
											Dans ce test effectué en laboratoire,
											le même niveau de créatine,
											la concentration
dans le sang du patient,
											produit automatiquement 
une estimation différente du DFG
											selon que le patient
est afro-américain ou non.
											Pourquoi ça ?
									","
											der glomerulären
Filtrationsrate, kurz GFR.
											Ärzte werten GFR, diesen wichtigen
Indikator der Nierenfunktion,
											routinemäßig nach Rassenzugehörigkeit aus.
											Wie in diesem Laborversuch zu sehen,
											produziert der genau
gleiche Kreatinin-Wert,
											die Konzentration im Blut des Patienten,
											automatisch eine andere GFR-Schätzung,

											abhängig davon, ob der Patient
afroamerikanisch ist oder nicht.
											Warum?

											Mir wurde gesagt,
es basiere auf der Annahme,
											Afroamerikaner hätten mehr Muskelmasse
									","
											Glomerüler filtrasyon hızını (GFH)
											tahminini ele alın.
											Doktorlar, böbrek fonksiyonu için
önemli bir gösterge olan
											GFH kontrolünü bile ırka göre yapıyorlar.
											Bu laboratuvar testinde gördüğünüz gibi,
											aynı kreatin seviyesi,
											hastanın kanındaki oranı,
											hastanın Afro-Amerikan 
olup olmamasına göre
											otomatik olarak farklı bir
GFH değeri üretilir.
											Neden?
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											I've been told it's based on an assumption
											that African-Americans
have more muscle mass
											than people of other races.
											But what sense does it make
											for a doctor to automatically assume
											I have more muscle mass
than that female bodybuilder?
											Wouldn't it be far more accurate
and evidence-based
											to determine the muscle mass
of individual patients
											just by looking at them?
									","
											Me han dicho que tiene base
en la suposición
											de que los afroestadounidenses
tienen más masa muscular
											que las personas de otras razas.
											Pero ¿qué sentido tiene
											para un médico suponer automáticamente
											que yo tengo más masa muscular
que esa mujer fisicoculturista?
											¿No sería mucho más preciso
y basado en evidencia
											determinar la masa muscular
de cada paciente
											sencillamente examinándolos?
									","
											Apparemment,
cela serait basé sur l’hypothèse
											que les Afro-Américains
ont davantage de masse musculaire
											que les personnes d’autres origines.
											Mais pourquoi
											un docteur supposerait-il automatiquement
											que j’ai plus de masse 
musculaire qu’une femme culturiste ?
											Ne serait-il pas plus juste
et basé sur les faits
											de déterminer la masse
musculaire d'une personne
											rien qu'en la regardant ?
									","
											als Menschen anderer
Rassenzugehörigkeiten.
											Aber welchen Sinn macht es
als Arzt automatisch anzunehmen,
											dass man mehr Muskelmasse hat
als eine Bodybuilderin?
											Wäre es nicht viel präziser
und evidenzbasierter,
											die Muskelmasse von Patienten
individuell festzulegen,
											indem man sie sich einfach anschaut?
											Ärzte sagen mir, sie benutzen
die Rassenzugehörigkeit als Abkürzung.
											Es ist ein grober,
aber bequemer Stellvertreter
											für wichtigere Faktoren, wie Muskelmasse,

									","
											Bana, Afro-Amerikanların
											diğer ırklara oranla daha fazla
kas kütlesine sahip olduğu varsayımının
											esas alındığı söylendi.
											Fakat nasıl olur da bir doktor,
											vücut geliştirici bir kadından
											daha fazla kas kütlesine
sahip olduğumu varsayabilir?
											Sadece onlara bakarak
											hastaların kas kütlelerine
karar vermek daha doğru
											ve kanıta dayalı olmaz mıydı?
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											Well, doctors tell me
they're using race as a shortcut.
											It's a crude but convenient proxy
											for more important factors,
like muscle mass,
											enzyme level, genetic traits
											they just don't have time to look for.
											But race is a bad proxy.
											In many cases, race adds
no relevant information at all.
											It's just a distraction.
											But race also tends to overwhelm
the clinical measures.
											It blinds doctors to patients' symptoms,
											family illnesses,
											their history, their own illnesses
they might have —
											all more evidence-based
than the patient's race.
											Race can't substitute
for these important clinical measures
											without sacrificing patient well-being.
									","
											Bueno, los médicos me dicen
que usan la raza como un atajo.
											Es un intermediario
crudo pero conveniente
											para factores más importantes
como la masa muscular,
											el nivel de enzimas, los rasgos genéticos
											que simplemente no tienen tiempo
para buscar.
											Pero la raza es un mal intermediario.
											En muchos casos, la raza no aporta
información relevante en absoluto.
											Es solo una distracción.
											Pero la raza también suele abrumar
las mediciones clínicas.
											Ciega a los médicos de los
síntomas de los pacientes,
											de enfermedades familiares,
											de su historia, de las propias 
enfermedades que podrían tener...
											todo con más fundamento en evidencia
que la raza del paciente.
											La raza no puede sustituir estas
mediciones clínicas importantes
											sin sacrificar el bienestar del paciente.
									","
											Les docteurs m'ont dit que pour eux,
l'origine ethnique est un raccourci.
											C'est un indice 
pratique bien que sommaire,
											pour d'autres facteurs plus importants
comme la masse musculaire
											ou le taux d'enzymes :
des traits génétiques
											qu'ils n'ont simplement
pas le temps de rechercher.
											Mais l'origine ethnique
n'est pas un bon indicateur.
											Il arrive qu'elle n'apporte 
aucune information.
											C'est une simple distraction.
											L'origine ethnique est omniprésente
dans les mesures cliniques.
											Elle empêche les docteurs
de voir les symptômes des patients,
											les maladies de famille,
											les antécédents médicaux
et les maladies propres,
											qui sont tous basés sur des faits,
contrairement à l'origine ethnique.
											L'origine ne peut remplacer
ces mesures cliniques importantes
											sans compromettre 
le bien-être du patient.
									","
											Enzymwerte, genetische Merkmale,

											die zu untersuchen
sie einfach keine Zeit haben.
											Aber die Rasse ist ein
schlechter Stellvertreter.
											In vielen Fällen ergänzt
die Rassenzugehörigkeit
											überhaupt keine relevanten Informationen.
											Sie lenkt nur ab.

											Aber sie neigt auch dazu,
klinische Messungen zu beeinflussen.
											Es macht Ärzte blind
für Patientensymptome,
											Familienkrankheiten,

											ihre Vorgeschichte, möglicherweise
ihre eigenen Krankheiten
											— alle davon evidenzbasierter
als die Rassenzugehörigkeit.
											Die Rasse kann diese wichtigen
klinische Bewertungen nicht ersetzen,
											ohne das Wohlergehen
der Patienten zu opfern.
											Ärzte berichten mir auch,
dass Rassenzugehörigkeit
											nur einer von vielen Faktoren sei,
die sie einkalkulieren,
											aber es gibt zahlreiche
medizinische Tests,
									","
											Doktorlar ırkı bir kısayol olarak
kullandıklarını söylüyorlar.
											Bu, eksik fakat uygun bir yaklaşımdır.
											Kas kütlesi, enzim seviyesi,
genetik özellikler gibi
											diğer önemli etkenlere
											bakmak için zamanları yoktur.
											Fakat ırk, kötü bir vekalettir.
											Çoğu zaman, bizimle ilgisi
olmayan şeyler içerebilir.
											Bu sadece bir dikkat dağıtımıdır.
											Irk, ayrıca kliniksel
ölçümleri de bastırır.
											Doktorlar, hastaların ırkından önce
											kalıtsal rahatsızlıklarını
											ve hastalık belirtilerini
											gözden geçirmelilerdir.
											Irk, hastanın iyileşmesi için
gerekli ölçümlerin
											yerine geçemeyebilir.
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
","
","
","
","
",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
"
											Doctors also tell me
race is just one of many factors
											they take into account,
											but there are numerous medical tests,
											like the GFR,
											that use race categorically
											to treat black, white,
Asian patients differently
											just because of their race.
									","
											Los médicos me dicen que la raza
es solo uno de muchos factores
											que tienen en cuenta,
											pero hay numerosas pruebas médicas,
											como la TFG,
											que usan la raza de manera categórica
											para tratar pacientes negros, blancos,
asiáticos, de manera diferente
											solo por su raza.
									","
											Les docteurs m'ont aussi indiqué
qu'ils utilisent l'origine ethnique
											parmi d'autres facteurs,
											mais de nombreux tests médicaux,
											comme le DFG,
											se servent de l'origine ethnique
comme d'une catégorie
											pour traiter les patients noirs, 
blancs ou asiatiques différemment
											selon leur origine.
									","
											wie die GFR,

											die die Rassenzugehörigkeit
kategorisch nutzen,
											um schwarze, weiße, asiatische Patienten
unterschiedlich zu behandeln,
											nur wegen ihrer Rassenzugehörigkeit.

											Rassenmedizin lässt auch farbige Menschen
besonders verwundbar zurück,
											die gegen verletzende Vorurteile
und Stereotypen ankämpfen müssen.
											Die Wahrscheinlichkeit ist doppelt so hoch
für schwarze und lateinamerikanische,
									","
											Doktorlar bana ırkın, değerlendirdikleri
diğer birçok faktörden
											sadece biri olduğunu söylediler.
											Çok sayıda medikal test vardı:
											Örneğin GFR,
											ırksal açıdan sınıflandırma yaparak
											siyah, beyaz ve Asyalı hastaları,
ırklarından dolayı
											farklı şekilde tedavi ediyordu.
									",The problem with race-based medicine,Dorothy Roberts,14:36,"big problems,activism,disease,inequality,health,health care,illness,medicine,medical research,public health,race,social change,law,Slavery,sociology,society"
