en,tr,es,de,title,speaker,duration,tags
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											In order to be an effective investor,
											one has to bet against the consensus
											and be right.
											And it's not easy to bet
against the consensus and be right.
											One has to bet against
the consensus and be right
											because the consensus
is built into the price.
											And in order to be an entrepreneur,
											a successful entrepreneur,
											one has to bet against
the consensus and be right.
											I had to be an entrepreneur
and an investor —
											and what goes along with that
is making a lot of painful mistakes.
											So I made a lot of painful mistakes,
											and with time,
											my attitude about those mistakes
began to change.
											I began to think of them as puzzles.
											That if I could solve the puzzles,
											they would give me gems.
											And the puzzles were:
											What would I do differently in the future
so I wouldn't make that painful mistake?
											And the gems were principles
											that I would then write down
so I would remember them
											that would help me in the future.
											And because I wrote them down so clearly,
											I could then —
											eventually discovered —
											I could then embed them into algorithms.
											And those algorithms
would be embedded in computers,
											and the computers would
make decisions along with me;
											and so in parallel,
we would make these decisions.
											And I could see how those decisions
then compared with my own decisions,
											and I could see that
those decisions were a lot better.
											And that was because the computer
could make decisions much faster,
											it could process a lot more information
											and it can process decisions much more —
											less emotionally.
											So it radically improved
my decision-making.
									","
											İyi bir yatırımcı olmak için,
											kişinin herkesin dediğinin tersini yapması
											ve haklı olması gerekiyor.
											Genel kanının aksini yapmak kolay değil.
											Fikirbirliğini yenerek
haklı olmak gerekiyor
											çünkü ortak kanı
fiyatın içerisine eklenmiş durumda.
											Girişimci olabilmek için,
											başarılı bir girişimci,
											herkesin dediğinin tersini yapmak
ve haklı çıkmak gerekir.
											Benim hem bir girişimci
hem de bir yatırımcı olmam gerekti.
											Bunlara acı veren hatalar eşlik eder.
											Ben de çok fazla acı veren hata yaptım
											ve zamanla,
											bu hatalara karşı bakışım değişti.
											Hataları bulmaca gibi 
görmeye başladım.
											Bulmacaları çözebilirsem,
											cevherlerini toplayabilecektim.
											Bulmacalar şöyleydi:
											Gelecekte farklı olarak ne yapmalıyım ki, 
o acı veren hatayı yapmayayım.
											Cevherler, prensiplerdi.
											Bir kenara yazıyordum ki
hatırlayabileyim
											ve gelecekte faydalanabileyim.
											O kadar açık bir şekilde yazdım ki,
											sonradan,
											en sonunda,
											onları algoritmalara 
dönüştürebileceğimi gördüm.
											Bu algoritmaları 
bilgisayarda kullanabilirdim
											ve bilgisayar benimle birlikte
karar verebilirdi,
											yani, paralel olarak
kararlar verecektik.
											Böylece bilgisayarın kararlarını,
kendi kararlarımla kıyasladım
											ve bilgisayarın kararlarının
çok daha iyi olduğunu gördüm.
											Çünkü çok daha hızlı karar alabiliyor,
											çok daha fazla veriyi işleyebiliyor
											ve kararları alırken daha az
											duygusal davranabiliyor.
											Bu şekilde karar alma sürecim
çok daha gelişti.
									","
											Para ser un inversor eficaz,
											uno tiene que apostar contra el consenso
											y tener razón.
											Y no es fácil apostar
contra el consenso y tener razón.
											Uno tiene que apostar en contra
y tener razón,
											porque el consenso
está basado en el precio.
											Y para ser un emprendedor,
											un emprendedor exitoso,
											uno tiene que apostar contra
el consenso y tener razón.
											Tenía que ser emprendedor e inversor
											y lo que va unido a eso es cometer 
un montón de errores dolorosos.
											Así que cometí muchos errores dolorosos
											y, con el tiempo,
											mi actitud sobre esos errores
empezó a cambiar.
											Empecé a mirarlos como rompecabezas
											y, si podía resolver el rompecabezas,
											me darían tesoros.
											Y los rompecabezas eran:
											¿Qué haría diferente en el futuro 
para no cometer ese doloroso error?
											Y los tesoros eran principios
											que luego escribiría para recordarlos
											y ayudarme en el futuro.
											Y debido a que los escribí muy claramente.
											Podría entonces...
											—finalmente descubrí—
											ponerlos en algoritmos.
											Y esos algoritmos serían incorporados 
en las computadoras,
											y las computadoras 
tomarían decisiones conmigo;
											y así en paralelo,
tomaríamos estas decisiones.
											Y podría ver cómo esas decisiones 
se comparan con mis propias decisiones,
											y podría ver que esas decisiones
son mucho mejores.
											Y eso es porque la computadora podría
tomar decisiones mucho más rápido.
											Podría procesar mucha más información
											y tomar decisiones mucho menos,
											menos emocionales.
											Así que mejoró radicalmente
mi toma de decisiones.
									","
											Um ein erfolgreicher Investor zu sein,
											muss man gegen den Konsens wetten
											und recht haben.
											Es ist schwer, richtig
gegen den Konsens zu wetten.
											Man muss gegen den Konsens
wetten und recht haben,
											weil der Konsens im Preis
mit einkalkuliert ist.
											Um ein Unternehmer zu sein,
											ein erfolgreicher Unternehmer,
											muss man gegen den Konsens
wetten und recht haben.
											Ich musste ein Unternehmer
und Investor sein
											und damit gehen oft
viele schmerzhafte Fehler einher.
											Also machte ich viele schmerzhafte Fehler
											und mit der Zeit
											änderte sich meine Einstellung
gegenüber diesen Fehlern.
											Ich fing an, sie als Rätsel anzusehen.
											Wenn ich die Rätsel lösen konnte,
											würden sie mir Juwelen geben.
											Die Rätsel waren die folgenden:
											Wie würde ich in Zukunft
diesen schmerzhaften Fehler vermeiden?
											Die Juwelen waren Prinzipien,
											die ich aufschrieb,
sodass ich sie nicht vergessen würde,
											die mir in Zukunft helfen würden.
											Weil ich sie so deutlich aufschrieb,
											konnte ich dann —
											stellte ich schließlich fest —
											ich konnte sie in Algorithmen einbetten.
											Diese Algorithmen würden
in Computer eingebunden werden
											und die Computer würden mit mir
Entscheidungen treffen,
											sodass wir diese Entscheidungen
parallel treffen würden.
											Ich konnte diese Entscheidungen
mit meinen Entscheidungen vergleichen
											und sah, dass diese Entscheidungen
viel besser waren,
											weil der Computer schneller
Entscheidungen treffen konnte.
											Er konnte mehr Informationen verarbeiten
											und Entscheidungen viel —
											weniger emotional verarbeiten.
											Also verbesserte er meine
Entscheidungsfindung grundlegend.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Eight years after I started Bridgewater,
											I had my greatest failure,
											my greatest mistake.
											It was late 1970s,
											I was 34 years old,
											and I had calculated that American banks
											had lent much more money
to emerging countries
											than those countries
were going to be able to pay back
											and that we would have
the greatest debt crisis
											since the Great Depression.
											And with it, an economic crisis
											and a big bear market in stocks.
											It was a controversial view at the time.
											People thought it was
kind of a crazy point of view.
											But in August 1982,
											Mexico defaulted on its debt,
											and a number of other countries followed.
											And we had the greatest debt crisis
since the Great Depression.
											And because I had anticipated that,
											I was asked to testify to Congress
and appear on ""Wall Street Week,""
											which was the show of the time.
											Just to give you a flavor of that,
I've got a clip here,
											and you'll see me in there.
									","
											Bridgewater'ı kurduktan 8 yıl sonra,
											en büyük hatamı yaptım,
											en büyük başarısızlığım.
											1970'lerin sonuydu,
											34 yaşındaydım.
											Amerikan bankalarının
											gelişmekte olan ülkelere,
ödeyebileceklerinden
											çok daha fazla borç verdiklerini,
											bunun Büyük Buhran'dan
beri yaşanan en büyük borç krizine
											
yol açacağını hesaplamıştım.
											Bununla birlikte, ekonomik ve hisse
											senetlerinde büyük bir krize
yol açacaktı.
											Bu, o zamanlar için tartışmalı
bir görüştü.
											İnsanlar bunun çılgınca
olduğunu düşündüler.
											Ancak Ağustos 1982'de,
											Meksika borçlarını ödeyemedi.
											Bunu başkaları takip etti.
											Büyük Buhran'dan beri en büyük
borç krizi ortaya çıktı.
											Bunu öngörmüş olduğum için,
											Meclis'te ifade vermem istendi

											ve ""Wall Street Week'te"" çıktım.
											Nasıl bir şey olduğunu görmeniz için,
bir klip göstereceğim,
											klipte beni göreceksiniz.
									","
											Ocho años después empecé Bridgewater.
											Tuve mi mayor fracaso,
											mi mayor error.
											Fue a finales de 1970,
											tenía 34 años,
											y había calculado que
los bancos estadounidenses
											habían prestado mucho más dinero 
a países emergentes
											y esos países no serían
capaces de devolvérselos
											y que tendríamos la mayor crisis de deuda
											desde la Gran Depresión.
											Y, con ello, una crisis económica
											y un gran mercado con acciones bajas.
											Fue un raro punto de vista en ese momento.
											La gente pensó que era 
un punto de vista alocado.
											Pero en agosto de 1982,
											México incumplió su deuda,
											y muchos otros países lo siguieron.
											Y así tuvimos la mayor crisis de deuda
desde la Gran Depresión.
											Y como yo había anticipado eso,
											me solicitaron que testificara ante el
Congreso y la revista de Wall Street
											qué es lo que pasaba en ese momento.
											Para que vean de lo que hablo,
tengo aquí un video
											y me verán allí.
									","
											Acht Jahre nachdem ich
Bridgewater gegründet hatte,
											erlitt ich mein größtes Versagen,
											meinen größten Fehler.
											Es war Ende der 1970er,
											ich war 34 Jahre alt
											und hatte kalkuliert,
dass amerikanische Banken
											Schwellenländern mehr Geld geliehen hatten
											als diese jemals
würden zurückzahlen können
											und dass wir die größte Schuldenkrise
											seit der Weltwirtschaftskrise
erleben würden
											und somit eine Wirtschaftskrise
											und somit eine Baisse auf dem Aktienmarkt.
											Das war damals eine umstrittene Ansicht.
											Sie wurde als schwachsinniger
Standpunkt angesehen.
											Aber im August 1982
											kam Mexiko nicht seinen
Zahlungsverpflichtungen nach
											und mehrere andere Länder folgten.
											Wir erlitten die größte Schuldenkrise
seit der Weltwirtschaftskrise.
											Weil ich das vorhergesehen hatte,
											sollte ich vor dem Kongress sprechen
und in ""Wall Street Week"" erscheinen,
											was die Sendung der Zeit war.
											Ich habe hier einen Ausschnitt für Sie,
											in dem Sie mich sehen werden.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											(Video) Mr. Chairman, Mr. Mitchell,
											it's a great pleasure and a great honor
to be able to appear before you
											in examination with what
is going wrong with our economy.
											The economy is now flat —
											teetering on the brink of failure.
									","
											(Video) Sayın Başkan, Bay Mitchell,
											sizin nezdinizde, ekonomimizde 
neyin yanlış gittiğini incelemek,
											büyük bir zevk ve onur.
											Ekonomi şu an durgun —
											bir kırılmanın eşiğinde sendeliyor.
									","
											(Video) Sr. Presidente, Sr. Mitchell,
											es un gran placer y un honor
estar ante Uds.
											para analizar qué va mal 
en nuestra economía.
											La economía ahora es plan...
											se balancea al borde del fracaso.
									","
											(Video) Herr Vorsitzender, Herr Mitchell,
											es ist für mich eine große Ehre
und eine Freude, hier zu sein
											mit einer Untersuchung dessen,
was mit unserer Wirtschaft schiefläuft.
											Es ist eine Wirtschaftsmisere
											am Rande des Ruins.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Martin Zweig: You were recently
quoted in an article.
											You said, ""I can say this
with absolute certainty
											because I know how markets work.""
									","
											Martin Zweig: Yakın zamanda 
bir haberde yer aldınız.
											""Kesin olarak söyleyebilirim
zira piyasanın nasıl
											işlediğini biliyorum"" dediniz.
									","
											Martin Zweig: Fue hace poco
citado en un artículo.
											Dijo: ""Puedo decir esto
con absoluta certeza
											porque así funciona el mercado"".
									","
											Martin Zweig: Sie wurden
ein einem Artikel zitiert.
											Sie sagten: ""Ich kann das
mit Sicherheit sagen,
											weil ich die Märkte verstehe.""
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											Ray Dalio: I can say
with absolute certainty
											that if you look at the liquidity base
											in the corporations
and the world as a whole,
											that there's such reduced
level of liquidity
											that you can't return
to an era of stagflation.""
									","
											Ray Dalio: Kesin olarak söyleyebilirim ki,
											likidite tabanlarına bakarsanız,
											şirketlerde ve dünyada,
											o kadar daralmış bir seviyede ki,
											stagflasyon devrine
dönmek mümkün değil.
									","
											Ray Dalio: Puedo decir
con absoluta certeza
											que si miran la base de liquidez
											en las corporaciones 
y el mundo en su conjunto,
											verán un nivel tan reducido de liquidez
											que no podrían volver
a una era de ""estanflación"".
									","
											Ray Dalio: Ich kann mit Sicherheit sagen,
											dass, wenn man die Liquiditätsbasis
											von Konzernen und
der ganzen Welt betrachtet,
											dass die Liquidität so verringert ist,
											dass man nicht zu einer Periode
der Stagflation zurückkehren kann.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											I look at that now, I think,
""What an arrogant jerk!""
									","
											Geri dönüp baktığımda,
diyorum ki, ""Ne ukala bir ahmak!""
									","
											Miro eso ahora, y pienso:
""¡Pero qué estúpido arrogante!""
									","
											Wenn ich mir das jetzt ansehe,
denke ich: ""Arroganter Idiot!""
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Gelächter)
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											I was so arrogant, and I was so wrong.
											I mean, while the debt crisis happened,
											the stock market and the economy
went up rather than going down,
											and I lost so much money
for myself and for my clients
											that I had to shut down
my operation pretty much,
											I had to let almost everybody go.
											And these were like extended family,
											I was heartbroken.
											And I had lost so much money
											that I had to borrow
4,000 dollars from my dad
											to help to pay my family bills.
									","
											Çok ukalaydım ve çok yanılmıştım.
											Borç krizi olduğunda,
											borsa ve ekonomi kötüye değil,
iyiye doğru gitti.
											Kendim ve müşterilerim için
o kadar çok para kaybettim ki,
											işimi kapatmak, neredeyse herkesi
											işten çıkarmak zorunda kaldım.
											Bu kişiler geniş ailem gibiydi.
											Çok üzgündüm.
											Ve o kadar çok para kaybetmiştim ki,
											faturalarım için babamdan 4.000 dolar
											borç almak zorunda kaldım,
									","
											Era arrogante y estaba muy equivocado.
											Es decir, mientras la crisis
de la deuda ocurría,
											la bolsa de valores y la economía 
subieron en lugar de bajar,
											y perdí tanto dinero mío y de mis clientes
											que tuve que dar de baja mis operaciones,
											tuve que dejar ir a casi todos.
											Y eran como una familia extendida,
											estaba con el corazón partido.
											Y había perdido mucho dinero.
											y tenía que pedir prestado
USD 4000 de mi papá
											para ayudar con las facturas familiares.
									","
											Ich war so arrogant und lag so falsch.
											Während der Schuldenkrise
											verzeichneten die Aktienmärkte
und die Wirtschaft ein Plus
											und ich verlor so viel von meinem Geld
und dem Geld meiner Kunden,
											dass ich meinen Betrieb
weitgehend einstellen
											und fast jeden entlassen musste.
											Wir waren wie eine Großfamilie.
											Ich war untröstlich.
											Und ich hatte so viel Geld verloren,
											dass ich 4.000 Dollar
von meinem Vater leihen musste,
											um Rechnungen meiner Familie zu zahlen.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
","
","
","
",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
"
											It was one of the most painful
experiences of my life ...
											but it turned out to be
one of the greatest experiences of my life
											because it changed my attitude
about decision-making.
											Rather than thinking, ""I'm right,""
											I started to ask myself,
											""How do I know I'm right?""
											I gained a humility that I needed
											in order to balance my audacity.
											I wanted to find the smartest
people who would disagree with me
											to try to understand their perspective
											or to have them
stress test my perspective.
											I wanted to make an idea meritocracy.
											In other words,
											not an autocracy in which
I would lead and others would follow
											and not a democracy in which everybody's
points of view were equally valued,
											but I wanted to have an idea meritocracy
in which the best ideas would win out.
											And in order to do that,
											I realized that we would need
radical truthfulness
											and radical transparency.
									","
											Hayatımdaki en acı dolu 
deneyimlerden birisiydi...
											ancak en mükemmel deneyimlerden
birisine dönüştü
											çünkü karar alma sürecime
bakışımı değiştirdi.
											""Ben haklıyım"" diye düşünmek yerine,
											kendime şunu sormaya başladım:
											""Haklı olduğumu nasıl bilirim?""
											Cesaretimi dengeleyecek
											bir alçakgönüllük kazandım.
											Benimle aynı fikirde olmayan
en zeki insanları bularak
											bakış açılarını anlamak istedim
											veya onların benim bakış açımı
zorlamalarını istedim.
											Fikir meritokrasisi kurmak istedim.
											Başka bir deyişle,
											benim liderlik ettiğim ve diğerlerinin 
takip ettiği bir otokrasi değil
											ve herkesin bakış açısının eşit değer
gördüğü bir demokrasi değil
											ancak en iyi fikirlerin kazandığı 
bir meritokrasi kurmak istedim.
											Bunu yapabilmek için,
											radikal bir açık sözlülüğe ve şeffaflığa
											
ihtiyacımız olduğunu anladım.
									","
											Fue una de las experiencias
más dolorosas de mi vida...
											pero resultó ser una de las más
grandes experiencias de mi vida
											porque cambió la manera
en la que tomo decisiones.
											En lugar de pensar ""tengo razón"",
											empecé a preguntarme:
											""¿Cómo sé que tengo razón?""
											Conseguí la humildad que necesitaba
											para equilibrarla con mi audacia.
											Quería llegar a las personas más capaces
que estuviesen en desacuerdo conmigo
											para intentar entender sus perspectivas
											o dejar que ellos probaran mi perspectiva.
											Quería hacer una idea meritocrática.
											En otras palabras,
											no una autocracia en donde
yo lideraría y otros me seguirían
											y no una democracia donde los
puntos de vista de todos son evaluados,
											quería tener una idea meritocrática en
donde las mejores ideas saldrían ganando.
											Y para hacer esto
											me di cuenta de que necesitaríamos
una veracidad radical
											y una transparencia radical.
									","
											Es war eine der schmerzhaftesten
Erfahrungen meines Lebens.
											Aber es stellte sich als eine der besten
Erfahrungen meines Lebens heraus,
											weil sie meine Ansicht
zu Entscheidungsfindung änderte.
											Anstatt zu denken: ""Ich habe recht"",
											begann ich, mich zu fragen:
											""Wie weiß ich, dass ich recht habe?""
											Ich entwickelte die notwendige Demut,
											um meine Kühnheit auszugleichen.
											Ich wollte die intelligentesten Menschen
finden, die mir widersprechen würden,
											um ihre Perspektiven zu verstehen
											oder sie meine Perspektive
prüfen zu lassen.
											Ich wollte eine
Ideengesellschaft entwickeln.
											Das heißt,
											keine Autokratie, 
in der ich führe und man mir folgt
											und keine Demokratie, in der alle
Standpunkte gleich bewertet werden,
											sondern eine Ideengesellschaft,
in der die besten Ideen gewinnen.
											Um das zu erreichen,
											erkannte ich, dass wir
radikale Ehrlichkeit
											und Transparenz brauchen würden.
									",How to build a company where the best ideas win,Ray Dalio,16:33,"algorithm,collaboration,business,decision-making,communication,investment,innovation,leadership,personal growth,technology,work"
