en,es,fr,tr,pt,title,speaker,duration,tags
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											So after I won my election,
											I did what I usually do
when I feel overwhelmed,
											I realized the problems of Stockton
were far bigger than me
											and that I might need
a little divine intervention.
											So as I prepared
for my first council meeting,
											I went back to some wisdom
my grandmother taught me.
											A parable I think we all know,
											that really constitutes
the governing frame we're using
											to reinvent Stockton today.
									","
											Después de ganar las elecciones,
											hice lo que suelo hacer
cuando me siento superado,
											me di cuenta de que los problemas 
de Stockton eran bastante mayores que yo
											y que me iba a hacer falta
un poco de ayuda divina.
											Al prepararme para la primera
reunión del concejo,
											me acordé de una lección de mi abuela.
											Una parábola que creo que conocen
											que es parte del marco de gobierno
que estamos usando
											para reinventar Stockton.
									","
											Après avoir été élu,
											j'ai fait ce que je fais
quand je suis submergé,
											j'ai réalisé que les problèmes
de Stockton me dépassaient
											et que j'aurais besoin
d'une intervention divine.
											Alors que je préparais
mon premier conseil,
											je suis revenu à la sagesse
enseignée par ma grand-mère.
											Une parabole que nous connaissons tous,
											qui constitue le cadre de gouvernance
que nous utilisons
											pour réinventer Stockton.
									","
											Seçimi kazandıktan sonra,
bunaldığım zamanlarda
											genelde ne yapıyorsam onu yaptım.
											Fark ettim ki Stockton'ın 
problemleri boyumu aşıyordu
											ve ilahi bir müdahaleye
ihtiyacım vardı.
											İlk toplantıma hazırlanırken
											büyükannemin bana 
öğrettiği bilgeliği düşündüm.
											Hepimizin bildiğini düşündüğüm kıssa,
											gerçekten de Stockton'a yeniden 
şekil vermek için kullandığımız
											yönetim çerçevesini oluşturuyor.
									","
											Depois de ter ganho as eleições,
											fiz o que costumo fazer
quando me sinto sobrecarregado:
											percebi que os problemas de Stockton
iam muito além dos que eu tinha,
											e que poderia precisar
de uma intervenção divina.
											Enquanto me preparava
para a primeira reunião,
											lembrei-me de um pedaço de sabedoria
que a minha avó me ensinou.
											É uma parábola que todos conhecem,
											e que representa 
a estrutura governamental que usamos
											para reinventar a Stockton de hoje.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											I remember in Sunday school,
my grandmother told me
											that at one time, a guy asked Jesus,
""Who was my neighbor?
											Who was my fellow citizen?
											Who am I responsible for?""
											And instead of a short answer,
Jesus replied with a parable.
											He said there was a man on a journey,
											walking down Jericho Road.
											As he was walking down the road,
											he was beat up,
left on the side of the road,
											stripped of all his clothes,
											had everything stolen from
and left to die.
											And then a priest came by,
saw the man on the side of the road,
											maybe said a silent prayer,
											hopes and prayers,
prayers that he gets better.
											Maybe saw the man on the side of the road
											and surmised that it was ordained by God
											for this particular man,
this particular group
											to be on the side of the road,
there's nothing I can do to change it.
									","
											Recuerdo que una vez
en la escuela dominical,
											mi abuela contó que un hombre le había
preguntado a Jesús: ¿Quién es mi vecino?
											¿Quién es mi conciudadano?
											¿De quién soy responsable?
											Y en vez de dar una respuesta concisa,
Jesús contestó con una parábola.
											Dijo que una vez un hombre
											se encontraba yendo rumbo a Jericó.
											En ese camino
											fue atacado y abandonado en el camino,
											desnudo,
											le habían robado todo
y lo dejaron por muerto.
											Un sacerdote que pasaba
vio al hombre tirado en el camino,
											tal vez dijo una plegaria en silencio,
											rezó para que se recuperara.
											Quizás lo vio tirado por ahí
											y concluyó que Dios habría mandado
											que este hombre en particular,
de este grupo particular,
											estuviera tirado en ese camino,
sin poder cambiar nada.
									","
											A l'école du dimanche,
ma grand-mère m'a dit
											qu'à un moment, un mec
avait demandé à Jésus :
											« Qui est mon voisin ?
											Qui est mon concitoyen ?
											De qui suis-je responsable ? »
											Au lieu d'une réponse courte,
Jésus a répondu avec une parabole.
											Il a dit qu'il y avait un homme en voyage,
											marchant sur la route de Jéricho.
											Alors qu'il marchait,
											il a été battu, laissé
sur le bord de la route,
											dépouillé de ses vêtements,
											on lui avait tout volé
et on l'avait laissé pour mort.
											Quand un prêtre est passé,
a vu l'homme sur le bord de la route,
											il a peut-être prononcé
une prière en silence,
											des espoirs et des prières
pour qu'il aille mieux.
											Il a peut-être vu l'homme
sur le bord de la route
											et présumé que Dieu l'avait décrété ainsi,
											que cet homme en particulier,
ce groupe en particulier,
											soit sur le bord de la route,
il ne pouvait rien y changer.
									","
											Pazar okulunda büyükannemin bana 
söylediği şeyi hatırlıyorum.
											Bir adam, İsa'ya sormuş:
""Benim komşum kimdi?
											Benim hemşehrim kimdi?
											Ben kimden sorumluyum?""
											İsa kısa bir cevap yerine 
bir kıssa ile cevap vermiş:
											Yolculukta olan bir adam varmış,
											Jericho yolunda yürüyen.
											Yolda yürürken
											dövülmüş, yolun sol kenarına atılmış,
											kıyafetleri parçalanmış
											ve her şeyi çalınarak 
ölüme terk edilmiş.
											Sonra bir rahip geldi ve
yol kenarındaki adamı gördü.
											Belki sessizce dua ederek
											umut ve dua ile daha iyi olmasını diledi.
											Belki de yolun kenarındaki 
adamı görmesinin
											Tanrı tarafından buyrulduğunu,
											özellikle belirli gruptan bir adamın
yolun kenarında olduğunu
											ve yapabileceği hiçbir şey 
olmadığını düşündü.
									","
											Num dia de catequese,
a minha avó contou-me
											que, um dia, um homem perguntou
a Jesus: ""Quem é o meu próximo?
											""Quem é o meu conterrâneo?
											""Por quem sou responsável?""
											Em vez de uma resposta breve,
Jesus respondeu com uma parábola.
											Ele disse que houve um homem
											a viajar de Jerusalém para Jericó.
											Enquanto percorria o caminho,
											foi espancado e abandonado
na berma da estrada,
											sem roupa, espoliado de tudo,
											e às portas da morte.
											Então, passou um sacerdote,
viu o homem na berma da estrada,
											talvez tenha rezado silenciosamente,
											tenha desejado bênçãos e tenha orado
para o homem melhorar.
											Talvez que, ao ver o homem
na berma da estrada,
											tivesse tirado a conclusão
de que era a vontade de Deus,
											para aquele homem, em particular,
											estar na berma da estrada,
e que não havia nada a fazer.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											After the priest walked by,
maybe a politician walked by.
											A 28-year-old politician, for example.
											Saw the man on the side of the road
and saw how beat up the man was,
											saw that the man was a victim
of violence, or fleeing violence.
											And the politician decided,
""You know what?
											Instead of welcoming this man in,
let's build a wall.
											Maybe the politician said,
											""Maybe this man chose
to be on the side of the road.""
											That if he just pulled himself up
by his bootstraps,
											despite his boots being stolen,
											and got himself back on the horse,
											he could be successful,
and there's nothing I could do.""
											And then finally, my grandmother said,
a good Samaritan came by,
											saw the man on the side of the road
											and looked and saw not centuries of hatred
											between Jews and Samaritans,
											looked and saw not his fears reflected,
											not economic anxiety,
											not ""what's going to happen to me
because things are changing.""
											But looked and saw
a reflection of himself.
											He saw his neighbor,
he saw his common humanity.
											He didn't just see it,
he did something about it,
											my grandmother said.
											He got down on one knee,
											he made sure the man was OK,
											and I heard, even gave him a room
at that nice Fairmont,
											the Pan Pacific one.
									","
											Después del sacerdote, 
quizás pasó un político.
											Como, por ejemplo, un político de 28 años.
											Vio a ese hombre por el camino
y vio como lo habían golpeado,
											vio que era una víctima de violencia,
o que se escapaba de una violencia.
											Y ese político decidió:
											¿Y si en vez de darle la bienvenida,
construimos un muro?
											Tal vez el político dijo:
											""Quizás este hombre eligió
estar tirado por el camino"".
											Si se agarra de los cordones de sus botas,
											a pesar de que se los habían robado,
											y consigue montarse a su caballo,
											podrá tener éxito y 
no hay nada que yo pueda hacer"".
											Hasta que, por fin, según mi abuela,
pasó un buen samaritano,
											y vio al hombre en la calle,
											pero lo que vio y observó
no fueron siglos de odio
											entre judíos y samaritanos,
											no vio el reflejo de sus temores,
											ni de ansiedad financiera,
											no “que me va a pasar con este cambio”.
											Lo que vio fue un reflejo de sí mismo.
											Vio a su vecino, a su humanidad en común.
											No solo vio, sino que también obró,
											dijo mi abuela.
											Se puso de rodillas,
											se aseguró de que
el hombre estuviera bien,
											y según escuché, hasta
le hizo lugar en Fairmont,
											el del Pan Pacífico.
									","
											Après que le prêtre est passé,
un politicien est peut-être passé.
											Un politicien de 28 ans, par exemple.
											Il a vu l'homme sur le bord de la route,
a vu qu'il avait été battu,
											a vu que l'homme était une victime
de la violence ou fuyait la violence.
											Le politicien a décidé :
« Vous savez quoi ?
											Au lieu d'accueillir cet homme,
construisons un mur. »
											Le politicien a peut-être dit :
											« Cet homme a choisi
d'être sur le bord de la route.
											S'il se remontait les manches,
											même s'il n'avait plus de manches,
											et qu'il remontait en selle,
											il réussirait et il n'y a rien
que je puisse faire. »
											Puis finalement, ma grand-mère a dit
qu'un bon samaritain est passé,
											a vu l'homme sur le bord de la route
											et il a vu des siècles de haine
											entre les Juifs et les Samaritains,
											a regardé et n'a pas vu
le reflet de ses peurs,
											d'une incertitude économique,
											de « que va-t-il m'arriver
car les choses changent ».
											Il a regardé et il a vu son propre reflet.
											Il a vu son voisin,
il a vu leur humanité commune.
											Il ne s'est pas contenté
de voir, il a agi,
											m'a dit ma grand-mère.
											Il a posé un genou à terre,
											s'est assuré que l'homme allait bien
											et, de ce que j'ai entendu dire,
lui a offert une belle chambre d'hôtel.
									","
											Rahip gittikten sonra 
belki bir politikacı geldi.
											Örneğin 28 yaşında bir politikacı.
											Yolun kenarında adamı ve
nasıl dövülmüş olduğunu gördü.
											O adamın şiddet mağduru olduğunu
veya şiddetten kaçtığını gördü.
											Politikacı karar verdi,
""Bak ne diyeceğim,
											bu adama yardım etmek 
yerine bir duvar yapalım.""
											Belki politikacı dedi ki;
											''Belki de yolun kenarında 
olmayı bu adam seçmiştir.
											Eğer kendini toparlayıp ayağa kalksa,
											çizmeleri çalınmış da olsa
											atın üstüne çıksa
											başarılı olabilir, benim
yapabileceğim bir şey yok.''
											Sonunda merhametli birisi geldi,
dedi büyükannem.
											Yolun kenarındaki adamı gördü
											ve baktığında
											Yahudiler ve Samiriyeliler arasında
yüzyıllardır süren nefreti görmedi,
											baktı ve korkusunun yansımalarını görmedi,
											ekonomik kaygı hissetmedi,
											''Bu değişimler yüzünden
bana ne olacak?'' demedi.
											Baktığında kendi yansımasını gördü.
											Komşusunu, ortak insanlığı gördü.
											Sadece görmekle kalmadı, 
bir şey yaptı
											dedi büyük annem.
											Bir dizinin üstüne çöktü,
											adamın iyi olduğundan emin oldu
											ve duydum ki Fairmont'ta 
bir oda bile verdi,
											Pan Pacific'de.
									","
											Depois do sacerdote, é possível
que um político tenha passado.
											Como, por exemplo, um político de 28 anos.
											O político viu o homem
na berma da estrada,
											apercebeu-se da condição dele,
											viu que tinha sido vítima de violência,
ou que tinha fugido dela.
											Mas o político pensou: ""Sabem que mais?""
											""Em vez de lhe dar as boas vindas,
vamos erguer um muro.""
											Ou o político pensou:
											""Talvez este homem tenha escolhido
estar na berma da estrada.
											""Se ele se levantasse
pelos seus próprios meios,""
											""apesar de lhe terem roubado as botas,
											""e montasse novamente o cavalo,
											""ele poderia ter sucesso
e eu não poderia fazer nada.""
											Então, finalmente, a minha avó
disse que passou um bom samaritano,
											viu o homem na berma da estrada,
olhou para ele,
											e em vez de ver o ódio
que perdurava há séculos
											entre os Judeus e os samaritanos,
											em vez de ver o reflexo dos seus medos,
											ou a ansiedade económica,
											ou ""o que vai acontecer comigo
porque as coisas estão a mudar"",
											viu um reflexo de si mesmo.
											Viu o seu próximo, e viu a humanidade
que tinham em comum.
											Não só olhou, como também agiu.
											A minha avó disse:
											""Ele ajoelhou-se, verificou
se o homem estava bem,
											""e ouvi dizer que até lhe ofereceu
um quarto num belo hotel,
											""no Pan Pacific"".
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											And as I prepared to govern,
											I realized that given
the diversity of Stockton,
											the first step to making change
will be to again answer the same question:
											Who is our neighbor?
											And realizing that our destiny as a city
was tied up in everyone.
											Particularly those who are left
on the side of the road.
											But then I realized
that charity isn't justice,
											that acts of empathy isn't justice,
											that being a good neighbor
is necessary but not sufficient,
											and there was more that had to be done.
											So looking at the story,
											I realized that the road,
Jericho Road, has a nickname.
											It's known as the Bloody Pass,
the Ascent of Red,
											because the road
is structured for violence.
											This Jericho Road is narrow,
it's conducive for ambushing.
											Meaning, a man on the side
of the road wasn't abnormal.
											Wasn't strange.
											And in fact, it was something
that was structured to happen,
											it was supposed to happen.
									","
											Y así me preparé a gobernar,
											me di cuenta de que
por la diversidad de Stockton,
											el primer paso para cambiar
era responder la misma pregunta:
											Quién es nuestro vecino.
											Y de darnos cuenta de que el futuro
de nuestra ciudad depende de todos.
											Especialmente de esos
que quedaron por el camino.
											Y me di cuenta de que
la caridad no es justicia,
											que actos de empatía no son justicia,
											que ser un buen vecino
es necesario, pero no suficiente,
											y que tenía mucho por hacer.
											Volviendo a la historia,
											me di cuenta de que el camino,
Camino de Jericó, tiene un sobrenombre,
											lo llaman ""el paso de sangre"",
""la subida roja"",
											porque ese camino
está hecho para la violencia.
											Este Camino de Jericó es angosto,
perfecto para coartadas.
											Quiero decir que el hombre tirado
en ese camino no era inusual.
											No era algo raro.
											De hecho, era algo que estaba
planificado para que ocurriera,
											tenía que ocurrir.
									","
											En me préparant à gouverner,
											j'ai réalisé qu'étant donnée
la diversité de Stockton,
											la première étape
pour apporter du changement
											serait de répondre à nouveau
à la même question :
											qui est notre voisin ?
											Et réaliser que notre destin
en tant que ville
											était lié à tout le monde.
											En particulier ceux qui sont laissés
sur le bord de la route.
											Mais j'ai ensuite réalisé
que l'altruisme n'est pas de la justice,
											que les gestes d'empathie
ne sont pas de la justice,
											qu'être un bon voisin est nécessaire
mais n'est pas suffisant
											et qu'il fallait faire plus.
											En considérant l'histoire,
											j'ai réalisé que la route
pour Jéricho avait un surnom.
											On l'appelait « le chemin sanglant »,
											« l'ascension du rouge »
											car la route est structurée
pour la violence.
											La route de Jéricho est étroite,
propice aux embuscades.
											Un homme sur le bord de la route
n'était pas anormal,
											n'était pas étrange.
											C'est quelque chose
qui était structuré pour arriver,
											qui était censé arriver.
									","
											Başkanlığa hazırlanırken
											fark ettim ki Stockon'ın çeşitliliği,
											değişim başlatırken ilk adım
yine aynı soruya cevap vermek;
											Bizim komşumuz kim?
											Şehir olarak kaderimiz herkese bağlı.
											Özellikle yolun kenarında
bırakılmış olanlar.
											Fakat sonra fark ettim ki 
sadaka, adalet değil.
											Empati yapmak adalet değil.
											İyi bir komşu olmak
gerekli ama yeterli değil.
											Yapılması gereken çok şey var.
											Hikâyeye baktığımda
											fark ettim ki Jericho Yolu'nun 
takma adı var.
											Kanlı geçiş, kırmızı çıkış 
olarak biliniyor.
											Çünkü yol, şiddet için 
yapılandırılmış.
											Bu Jericho Yolu dar,
pusu için elverişli.
											Yani yolun kenarındaki adam anormal,
											garip değildi.
											Aslında, gerçekleşmesi için 
yapılandırılmış bir şeydi,
											olması gerekiyordu.
									","
											Quando me preparava para governar,
											percebi que, devido
à diversidade de Stockton,
											o primeiro passo para fazer mudanças
era responder à mesma pergunta:
											""Quem é o nosso próximo?""
											Também percebi que o nosso destino
como cidade estava interligado a todos,
											particularmente aos que são deixados
na berma da estrada.
											Mas aí percebi que atos de caridade
não significam justiça,
											que atos de empatia não são justiça,
											que ser um bom vizinho é necessário,
mas não é suficiente,
											e que havia mais coisas
que precisavam de ser feitas.
											Ao analisar a história,
											percebi que o caminho de Jericó
tem uma alcunha.
											É conhecida como ""Passagem do Sangue"",
a ""Subida do Sangue"",
											porque o caminho está estruturado
para haver violência.
											O caminho para Jericó é estreito
e favorável a ciladas.
											Isto quer dizer que um homem
na berma da estrada não era invulgar.
											Não era estranho.
											Na verdade, era algo que estava
estruturado para acontecer,
											era mesmo suposto acontecer.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											And Johan Galtung, a peace theorist,
											talks about structural
violence in our society.
											He says, ""Structural violence
is the avoidable impairment
											of basic human needs.""
											Dr. Paul Farmer talks
about structural violence
											and talks about how it's the way
											our institutions,
our policies, our culture
											creates outcomes that advantage
some people and disadvantage others.
											And then I realized,
much like the road in Jericho,
											in many ways, Stockton, our society,
											has been structured
for the outcomes we complain about.
											That we should not be surprised
											when we see that kids in poverty
don't do well in school,
											that we should not be surprised
to see wealth gaps by race and ethnicity.
											We should not be surprised to see
income pay disparities between genders,
											because that's what our society,
historically, has been structured to do,
											and it's working accordingly.
									","
											Johan Galtung, un teórico de la paz,
											habla de la violencia estructural
en nuestra sociedad.
											Dice: ""La violencia estructural
es un impedimento evitable
											de las necesidades humanas básicas"".
											El Dr. Paul Farmer habla
de la violencia estructural
											y explica cómo es la manera
											de nuestras instituciones,
nuestras políticas, nuestra cultura
											de crear resultados que favorecen
a algunas personas y perjudican a otras.
											Y me di cuenta de cómo la sociedad
de Stockton, a su modo,
											se parecía al camino de Jericó,
											que se había estructurado para dar
los resultados de los que nos quejamos.
											No debiéramos sorprendernos
											de ver que a los niños pobres
no les fuera bien en la escuela
											ni sorprendernos de ver diferencias
económicas por raza y por etnia.
											No debiéramos sorprendernos de
la disparidad salarial entre los géneros,
											porque así fue estructurada
históricamente nuestra sociedad,
											y así es cómo funciona.
									","
											Johan Galtung, un théoricien de la paix,
											parle de violence structurelle
dans notre société.
											Il a dit : « La violence structurelle
est l'altération évitable
											de besoins humains fondamentaux. »
											Le Dr Paul Farmer parle
de violence structurelle
											et parle de comment
											nos institutions,
nos politiques, notre culture
											mènent à des aboutissements avantageant
certains et désavantageant d'autres.
											Puis j'ai réalisé que,
comme la route de Jéricho,
											de bien des façons,
Stockton et notre société
											avaient été structurées
pour ce dont nous nous plaignons.
											Nous ne devrions pas être surpris
											de voir que les enfants pauvres
ne réussissent pas à l'école,
											de voir les écarts de richesse
par race et par ethnie,
											de voir des disparités salariales
entre les genres,
											car c'est, historiquement,
											ce que notre société
a été structurée à faire
											et elle fonctionne en conséquence.
									","
											Barış teorisyeni Johan Galtung,
											toplumumuzdaki yapısal şiddeti anlatıyor.
											""Yapısal şiddet, 
temel insan ihtiyaçlarının
											önlenebilir bozulma oranıdır.'' diyor.
											Dr. Paul Farmer, 
yapısal şiddeti
											ve kurumlarımızın, politikalarımızın,
kültürümüzün
											kimi için avantajlı
kimi için dezavantajlı sonuçları
											nasıl yarattığını anlatıyor.
											Sonra fark ettim ki Jericho Yolu gibi
											Stockton ve toplumumuz
birçok yönden
											şikâyet ettiğimiz sonuçlar
için yapılandırılmış.
											Şaşırmamamız lazım,
											yoksul çocukların okulda
başarılı olmadıklarını görünce.
											Şaşırmamamız lazım, ırk ve etnik kökenler
arasındaki servet farklılığına.
											Şaşırmamamız lazım, cinsiyetler
arasındaki gelir ödeme farklılığına.
											Çünkü, tarih boyunca toplumumuz bunu
yapmak için yapılandırılmış
											ve buna uygun davranıyor.
									","
											Johan Galtung, um teórico da paz,
											fala da violência estruturada
na nossa sociedade.
											Ele diz: ""A violência estruturada
é o dano evitável
											""das necessidades básicas humanas.
											O Doutor Paul Farmer
fala da violência estruturada
											e da forma como as nossas instituições,
											a nossa política, a nossa cultura
											criam resultados que dão vantagens
a algumas pessoas e desvantagens a outras.
											Depois percebi que, assim
como o caminho para Jericó,
											Stockton, a nossa sociedade,
											foi estruturada para os resultados
de que tanto nos queixamos.
											Não devia ser surpresa
											ver as crianças pobres
não serem boas na escola,
											assim como haver diferenças de riqueza
entre raças e etnias diferentes.
											Não devia ser surpresa ver
uma diferença de ordenados entre géneros,
											porque é assim que a nossa sociedade
foi estruturada, historicamente,
											e está a funcionar lindamente.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											So taking this wisdom,
											I rolled up my sleeves and began to work.
											And there's three quick stories
I want to share,
											that point to not that we
figured everything out,
											not that we have arrived,
											but we're trending in the right direction.
											The first story, about the neighbor.
											When I was a city council member,
											I was working with one of the most
conservative members in our community
											on opening a health clinic
for undocumented people
											in the south part of the city,
and I loved it.
											And as we opened the clinic,
											we had a resolution to sign,
											he presented me a gift.
											It was an O'Reilly Factor
lifetime membership pin.
									","
											Y armado de esta sabiduría,
											me remangué la camisa
y empecé a trabajar.
											Quisiera contarles tres historias,
											que demuestran que todavía
no hemos descubierto todo,
											ni que ya estamos ahí,
											sino que seguimos el camino correcto.
											La primera historia es la de un vecino.
											Cuando estaba en la municipalidad,
											trabajé con una de las personas
más conservadoras de la comunidad
											para abrir una clínica sanitaria
para personas indocumentadas
											en el sur de la ciudad, y me encantaba.
											Para abrir la clínica
											tuvimos que firmar una resolución,
											él me hizo un regalo.
											un pin de membresía
a ""O'Reilly Factor"", de por vida.
									","
											En tenant compte de cette sagesse,
											je me suis relevé les manches
et mis au travail.
											Voici trois histoires courtes
que je veux partager
											qui montrent que
nous n'avons pas tout résolu,
											nous n'y sommes pas encore,
											mais nous allons dans la bonne direction.
											La première histoire
est au sujet du voisin.
											En tant que conseiller municipal,
											je travaillais avec l'un des membres
les plus conservateurs de la communauté
											pour ouvrir une clinique
pour les gens sans papiers
											dans le sud de la ville et j'adorais cela.
											Alors que nous ouvrions la clinique,
											nous avions une résolution à signer
											et il m'a montré un cadeau.
											C'était une broche d'affiliation à vie
à un programme républicain.
									","
											Bu bilgeliği örnek alarak
											kollarımı sıvadım 
ve çalışmaya başladım.
											Paylaşmak istediğim 
üç kısa hikâye var,
											her şeyi çözdüğümüzü
											ve vardığımızı değil de
											doğru yöne yöneldiğimizi
işaret etmek niyetiyle.
											İlk hikâye, komşuyla ilgili.
											Belediye meclis üyesiyken
											topluluğumuzun en muhafazakar üyeleriyle
											şehrin güneyindeki belgesiz insanlar için
											bir sağlık kliniği açmak için
çalışıyordum ve bunu sevdim.
											Kliniği açarken
											önerge imzalamamız lazımdı,
											bana hediye sundu.
											O'Reilly Factor ömür boyu üyelik rozeti.
									","
											Peguei nesta sabedoria,
											arregacei as mangas,
e deitei mãos ao trabalho.
											Há três histórias que quero partilhar,
											que não mostram que descobrimos tudo,
											nem que já chegamos lá,
											mas mostram que estamos
a ir na direção certa.
											A primeira história é sobre o próximo.
											Quando eu era membro da câmara,
											trabalhei com um dos membros
mais conservadores da nossa comunidade,
											para abrir um centro de saúde
destinado a pessoas sem documentos,
											na parte sul da cidade, e adorei.
											Assim que abrimos a clínica,
											tínhamos um acordo a assinar,
											e ele ofereceu-me um presente.
											Era um pino de sócio vitalício
de O'Reilly Factor.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Laughter)
									","
											(Risas)
									","
											(Rires)
									","
											(Gülüşmeler)
									","
											(Risos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											Mind you, I didn't ask
what he did to get such a gift.
											What blood oath — 
I had no idea how he got it.
											But I looked at him and I said,
											""Well, how are we working together
to open a health clinic,
											to provide free health care
for undocumented people,
											and you're an O'Reilly Factor member?""
											He looked at me and said,
											""Councilman Tubbs,
this is for my neighbors.""
											And he's a great example of what it means
											to be a good neighbor,
at least in that instance.
									","
											No le pregunté cómo lo había conseguido,
											ni qué tuvo que jurar
o hacer para obtenerlo.
											Lo miré y dije:
											""¿Cómo puede ser que trabajemos
juntos para abrir esta clínica
											para proporcionar atención sanitaria
gratuita a personas indocumentadas,
											y tú perteneces al ""OReilly Factor?"".
											Me miró y respondió:
											""Concejal Tubbs, lo hago por mis vecinos"".
											Un muy buen ejemplo de lo que significa
											ser un buen vecino,
por lo menos en este caso.
									","
											Je ne lui ai pas demandé
											ce qu'il avait fait
pour mériter ce cadeau.
											Quel pacte de sang —
j'ignorais comment il l'avait eu.
											Mais je l'ai regardé et j'ai dit :
											« Comment travaillons-nous ensemble
pour ouvrir une clinique,
											pour offrir des soins de santé gratuits
à des gens sans papiers
											et vous êtes membre à vie
d'un programme républicain ? »
											Il m'a regardé et a dit :
											« Conseiller Tubbs,
c'est pour mes voisins. »
											Il est un excellent exemple
de ce que c'est
											que d'être un bon voisin,
tout du moins dans ce cas-là.
									","
											Gerçi böyle bir hediye almak
için ne yaptığını sormadım.
											Kan yemini mi, nasıl aldığı hakkında 
hiçbir fikrim yoktu.
											Ona baktım ve dedim ki;
											''Peki, belgesiz insanlara 
ücretsiz sağlık hizmeti sunmak
											ve bir sağlık kliniği açmak
için birlikte çalıştığımız halde
											siz bir O'Reilly Factor üyesi misiniz?''
											Bana baktı ve dedi ki;
											""Meclis üyesi Tubbs, bu komşularım için. ""
											O, en azından bu durumda
											iyi bir komşu olmanın ne anlama 
geldiğinin güzel bir örneği.
									","
											Nem sequer perguntei
como conseguira obter tal presente.
											Não fazia ideia se tinha sido um juramento
ou outra coisa qualquer.
											Mas olhei para ele e perguntei:
											""Como é que é possível estarmos
a trabalhar juntos
											para abrir um centro de saúde,
											""para proporcionar cuidados gratuitos
a pessoas sem documentos,
											""e ao mesmo tempo você ser
sócio de O'Reilly Factor?""
											Ele olhou para mim e disse:
											""Vereador Tubbs,
isto é para os meus vizinhos.""
											Ele é um ótimo exemplo do que significa

											ser um bom vizinho,
pelo menos naquela ocasião.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
