en,es,de,fr,title,speaker,duration,tags
"
											Imagine getting such a degree
in a good economy —
											and it was 2009:
											the Great Recession.
											And I was onto something.
											I knew that I could find out
how to improve bee health.
											And so the community
on Cape Cod here in Provincetown
											was ripe for citizen science,
											people looking for ways
to get involved and to help.
											And so we met with people in coffee shops.
											A wonderful woman named Natalie
got eight beehives at her home in Truro,
											and she introduced us
to her friend Valerie,
											who let us set up 60 beehives at
an abandoned tennis court on her property.
											And so we started testing
vaccines for bees.
											We were starting to look at probiotics.
											We called it ""bee yogurt"" —
											ways to make bees healthier.
											And our citizen science project
started to take off.
									","
											Imagínense semejante título
en tiempos de bonanza...
											pero era 2009:
											la Gran Recesión.
											Y tenía algo en mente.
											Sabía que encontraría la manera
de mejorar la salud de las abejas.
											Y la comunidad en Cape Cod,
aquí en Provicentown,
											estaba lista para la ciencia ciudadana
											y la gente buscaba maneras
para involucrarse y ayudar.
											Así que nos reunimos 
con gente en las cafeterías.
											Una mujer maravillosa, Natalie,
tenía ocho colmenas en su casa en Truro
											y nos presentó a su amiga Valerie
											que nos dejó instalar 60 colmenas
											en una cancha de tenis abandonada
en su propiedad.
											Y así comenzamos a probar
las vacunas para las abejas.
											Comenzamos con los probióticos.
											Lo llamamos ""yogur para abejas""...
											maneras para mejorar
la salud de las abejas.
											Y así nuestro proyecto de
ciencia ciudadana comenzó a despegar.
									","
											Stellen sie sich so einen Abschluss
bei guter Wirtschaftslage vor —
											und es war damals 2009:
											die große Rezession.
											Und ich war da an etwas dran.
											Ich wusste, ich würde herausfinden,
wie man die Bienengesundheit verbessert.
											Die Bewohner hier in Provincetown
waren bereit für Bürgerwissenschaft.
											Die Menschen wollten helfen.
											Also trafen wir uns mit ihnen in Cafés.
											Natalie, eine wunderbare Frau,
pflegt bei sich in Truro 8 Bienenstöcke.
											Sie stellte uns ihre Freundin Valerie vor,
											die uns auf ihrem alten Tennisplatz
60 Bienenstöcke aufstellen ließ.
											Wir begannen, Impfstoffe
für Bienen zu testen,
											und beschäftigten uns mit Probiotika.
											Wir nannten es ""Bienen-Joghurt"" —
											alles, um die Bienen gesünder zu machen.
											Unser Bürgerwissenschafts-Projekt
nahm an Fahrt auf.
									","
											Imaginez obtenir un tel 
diplôme dans une économie florissante,
											mais c'était en 2009 :
											la grande récession.
											Et je tenais quelque chose.
											Je savais que j’améliorerais 
la santé des abeilles.
											Et ainsi la ville de
Cape Cod ici à Provincetown
											était prête pour la science citoyenne,
											les gens cherchaient des 
moyens de s’impliquer et d'aider.
											Nous avons rencontré 
des gens dans des cafés.
											Une femme merveilleuse, 
Natalie, avec 8 ruches chez elle à Truro,
											nous a présenté son amie Valérie,
											qui nous a laissé installer 60 
ruches sur son court de tennis abandonné.
											Et donc nous avons commencé à tester
des vaccins pour les abeilles.
											et à étudier les probiotiques.
											Le « yaourt d'abeille » —
											pour les aider à aller mieux.
											Et notre projet de science 
citoyenne a commencé à décoller.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											Meanwhile, back in my apartment here,
											I was a bit nervous about my landlord.
											I figured I should tell him
what we were doing.
									","
											Al mismo tiempo, aquí en mi departamento,
											estaba un poco nervioso
por el dueño de la casa.
											Pensé que debía contarle
lo que estábamos haciendo.
									","
											Währenddessen sorgte ich mich
in meiner Wohnung
											wegen meines Vermieters.
											Ich sollte ihm wohl sagen,
was wir hier machten.
									","
											Pendant ce temps, de retour 
dans mon appartement ici,
											je stressais par
rapport au propriétaire.
											Je voulais lui parler
de notre projet.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Rires)
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											I was terrified; I really thought
I was going to get an eviction notice,
											which really was
the last thing we needed, right?
											I must have caught him
on a good day, though,
											because when I told him what we were doing
											and how we started our nonprofit
urban beekeeping laboratory,
											he said, ""That's great!
Let's get a beehive in the back alley.""
											I was shocked.
											I was completely surprised.
											I mean, instead of getting
an eviction notice,
											we got another data point.
											And in the back alley of this image,
											what you see here, this hidden beehive —
											that beehive produced
more honey that first year
											than we have ever experienced
in any beehive we had managed.
											It shifted our research
perspective forever.
											It changed our research question away from
""How do we save the dead and dying bees?""
											to ""Where are bees doing best?""
											And we started to be able
to put maps together,
											looking at all of these
citizen science beehives
											from people who had
beehives at home decks,
											gardens, business rooftops.
											We started to engage the public,
											and the more people who got
these little data points,
											the more accurate our maps became.
									","
											Estaba aterrorizado, pensé que
recibiría una notificación de desalojo
											y era lo que menos necesitaba.
											Creo que lo conseguí de buen humor
											porque cuando le conté lo que hacíamos
											y cómo comenzamos el laboratorio urbano
de apicultura sin fines de lucro
											nos dijo, ""¡Genial! Instalemos
una colmena en el callejón aledaño"".
											Quedé perplejo.
											Realmente sorprendido.
											En vez de una notificación de desalojo
											conseguimos otro punto de datos.
											Y en el callejón aledaño 
que ven en esta imagen,
											esa colmena escondida...
											esa colmena produjo más miel
en el primer año
											que cualquiera otra de las colmenas
que manteníamos.
											Eso cambió la perspectiva
de nuestra investigación.
											Cambió nuestra investigación de 
""¿Cómo salvamos a las abejas?""
											a ""¿A dónde les va mejor a las abejas?""
											Comenzamos a generar mapas,
											a observar todas las colmenas 
de la ciencia ciudadana
											de la gente que mantenía
colmenas en sus terrazas,
											jardines y en los techos de sus negocios.
											Comenzamos a involucrar el público
											y a medida que más gente creaba
estos puntos de datos,
											nuestros mapas se hacían más precisos.
									","
											Ich hatte wahnsinnige Angst,
er würde mich herauswerfen,
											was ich absolut nicht gebrauchen konnte.
											Aber ich erwischte ihn wohl
an einem guten Tag.
											Als ich ihm von unserem gemeinnützigen,
städtischen Imker-Labor erzählte,
											sagte er: ""Toll! Stellen Sie doch
einen Bienenstock in den Hinterhof!""
											Ich stand unter Schock,
war völlig überrascht.
											Statt umziehen zu müssen,
											hatten wir einen
neuen Datenpunkt gewonnen.
											Hinter dem Haus auf diesem Bild
steht der Bienenstock.
											Er produzierte im ersten Jahr mehr Honig,
											als wir es jemals bei unseren
anderen Bienenstöcken erlebt hatten.
											Das veränderte unseren Blick
auf das Projekt völlig.
											Statt ""Wie retten wir sterbende Bienen?""
											fragten wir uns nun:
""Wo geht es Bienen am besten?""
											Wir begannen Karten zu erstellen,
											um alle Bürgerprojekt-Bienenstöcke
auf Terrassen, in Gärten
											und auf Firmendächern anzuzeigen.
											Wir spannten die Bürger mit ein.
											Je mehr Leute mitmachten,
desto genauer wurden die Karten.
									","
											J’étais terrifié, je croyais que
j’allais recevoir un avis d’expulsion,
											on avait pas besoin de cela
n'est-ce pas ?
											Je l'ai rencontré dans 
son bon jour,
											car quand j'ai dit ce que 
nous faisions
											et comment on a lancé le
laboratoire apicole urbain,
											il a dit : « C’est génial !
Mettons une ruche dans la ruelle. »
											J'étais choqué.
											J'étais surpris.
											Je veux dire, au lieu 
d'un avis d’expulsion,
											on a eu un autre 
point de données.
											Dans la ruelle sur cette image,
											vous voyez ici, cette ruche cachée...
											cette ruche a produit
plus de miel cette première année
											que dans n'importe quelle autre ruche
qu'on avait gérée.
											Ça a changé notre perspective 
de recherche à jamais.
											Ça changé notre recherche 
de « comment les sauver » à
											« où produisent-elles le plus » ?
											On a commencé à rassembler
des cartes,
											en regardant ces ruches 
de science citoyenne
											chez des gens qui ont des ruches 
sur des terrasses,
											des jardins, des toits d'entreprises.
											En faisant participer les gens,
											et plus les gens avaient
ces petits points de données,
											plus nos cartes se précisaient.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											And so when you're sitting here thinking,
""How can I get involved?""
											you might think about a story
of my friend Fred,
											who's a commercial real estate developer.
											He was thinking the same thing.
											He was at a meeting,
											thinking about what he could do
for tenant relations
											and sustainability at scale.
											And while he was having a tea break,
											he put honey into his tea
and noticed on the honey jar
											a message about corporate sustainability
from the host company of that meeting.
											And it sparked an idea.
									","
											Si están pensando,
""¿Cómo puedo involucrarme?""
											escuchen la historia de mi amigo Fred
											quien es promotor inmobiliario comercial.
											Él pensaba lo mismo.
											Estaba en una reunión pensando
											en lo que podía hacer por
la relación con los inquilinos
											y la sustentabilidad a escala.
											Y mientras se tomaba un té,
											le puso miel y notó que la botella de miel
											tenía un mensaje sobre sustentabilidad
de la compañía que organizó la reunión.
											Eso le dio una idea.
									","
											Falls Sie jetzt denken:
""Wie kann ich helfen?"",
											möchte ich von einem Freund erzählen.
											Fred ist Bauunternehmer.
											Und er dachte dasselbe wie Sie.
											Während eines Meetings überlegte er,
											wie er Mieterbeziehungen
und Nachhaltigkeit optimieren könnte.
											In der Pause süßte er
seinen Tee mit Honig
											und sah auf dem Glas einen Hinweis
zur Unternehmensnachhaltigkeit
											von der Gastfirma des Meetings.
											Fred ging ein Licht auf.
									","
											Et quand tu réfléchis à une
manière de t'impliquer
											tu penses à l'histoire
de mon ami Fred,
											qui est un promoteur immobilier.
											Il pensait la même chose.
											Il assistait à une réunion,
											sur comment améliorer
les relations entre voisins
											à l'échelle de l'environnement.
											Prenant sa pause autour
d'un thé,
											il mit du miel dans son thé
et nota sur le pot de miel
											un mot sur le statut d'entreprise
durable de l'organisateur.
											De là jaillit une idée.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											He came back to his office.
											An email, a phone call later,
and — boom! —
											we went national together.
											We put dozens of beehives
on the rooftops of their skyscrapers
											across nine cities nationwide.
									","
											Volvió a su oficina
											y después de un correo electrónico
una llamada y —¡boom!—
											nos expandimos juntos a nivel nacional.
											Instalamos docenas de colmenas
en los techos de los rascacielos
											en nueve ciudades a nivel nacional.
									","
											Er ging zurück in sein Büro.
											Eine E-Mail, einen Anruf später — zack!
											Das lokale Projekt wurde national.
											Wir stellten dutzende Bienenstöcke
auf Hochhausdächern
											in über neun Städten
im ganzen Land auf.
									","
											Il retourna à son bureau.
											Un e-mail, un coup de fil plus tard,
et — boom ! —
											on est passé 
à l'échelle nationale ensemble.
											On a mis des douzaines de 
ruches sur les toits d'immeubles
											dans neuf villes dans tout le pays.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											Nine years later —
									","
											Nueve años más tarde...
									","
											Neun Jahre später —
									","
											9 années après.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											Nine years later, we have raised
over a million dollars for bee research.
											We have a thousand beehives
as little data points across the country,
											18 states and counting,
											where we have created paying jobs
for local beekeepers, 65 of them,
											to manage beehives
in their own communities,
											to connect with people, everyday people,
											who are now data points
together making a difference.
									","
											Nueve años más tarde
											conseguimos más de un millón de dólares 
para la investigación de las abejas.
											Tenemos miles de colmenas como
puntos de datos en todo el país.
											Estamos en 18 estados 
y seguimos creciendo
											y creamos puestos de trabajo
para 65 apicultores locales
											que cuidan las colmenas
en sus comunidades,
											conectan con la gente
											y son ahora puntos de datos y 
con ellos estamos haciendo la diferencia.
									","
											haben wir über eine Million Dollar
für die Forschung eingenommen.
											Tausend Bienenstöcke dienen
im ganzen Land als kleine Datenpunkte.
											In über 18 Staaten
sind 65 Jobs für Imker entstanden,
											die die Bienenstöcke
in ihren Gemeinden organisieren.
											Zusammen mit gewöhnlichen Menschen,
die nun Daten bereitstellen,
											bewegen sie etwas.
									","
											9 ans plus tard, on a levé plus 
d’un million de dollars pour la recherche.
											Nous avons mille ruches comme
points de données à travers le pays,
											18 états et ça progresse,
											où on a créé des emplois rémunérés, 
65 apiculteurs locaux,
											pour gérer les ruches
dans leurs propres communautés,
											pour se connecter avec 
les gens, au quotidien,
											qui ensemble sont des points 
de données faisant la différence.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											So in order to explain
what's actually been saving bees,
											where they're thriving,
											I need to first tell you
what's been killing them.
											The top three killers of bees
											are agricultural chemicals such as
pesticides, herbicides, fungicides;
											diseases of bees, of which there are many;
											and habitat loss.
											So what we did is we looked on our maps
											and we identified areas
where bees were thriving.
											This was mostly in cities, we found.
											Data are now showing that urban
beehives produce more honey
											than rural beehives and suburban beehives.
											Urban beehives have a longer life span
than rural and suburban beehives,
											and bees in the city are more biodiverse;
											there are more bee species in urban areas.
									","
											Para explicarles cómo 
estamos salvando a las abejas,
											en dónde les va bien,
											primero les hablaré sobre
las causas de su desaparición.
											Las tres causas más importantes
											son los agroquímicos como
los pesticidas, herbicidas, fungicidas;
											las muchas enfermedades 
que afectan las abejas,
											y la pérdida del hábitat.
											Así que observamos nuestros mapas
											e identificamos las áreas donde 
las abejas han prosperado.
											Descubrimos que es
principalmente en las ciudades.
											Los datos muestran que las colmenas
en la ciudad producen más miel
											que aquellas en áreas
rurales o suburbanas.
											En las áreas urbanas las abejas
también son más longevas
											y hay una mayor biodiversidad,
											es decir, hay más especies de abejas.
									","
											Um Ihnen zu erklären,
was nun die Bienen rettet,
											wo es ihnen gut geht,
											verrate ich Ihnen zuerst, was sie tötet.
											Die Top-3 der Bienenkiller sind:
											Chemikalien der Landwirtschaft
wie Herbizide, Pestizide, Fungizide;
											unzählige Bienen-Krankheiten
und der Verlust von Lebensraum.
											Wir sahen uns unsere Karten an
											und suchten nach Orten,
wo Bienen gut gedeihen.
											Das war hauptsächlich in Städten.
											Städtische Bienenstöcke sind ergiebiger
											als die in der Vorstadt oder auf dem Land.
											Städtische Bienenstöcke haben auch
eine längere Lebensdauer.
											Und es herrscht dort
eine größere Artenvielfalt.
											In der Stadt gibt es
mehr Bienenarten als auf dem Land.
									","
											Donc pour expliquer ce qui a
vraiment sauvé les abeilles
											là où elles prospèrent,
											je dois d’abord vous dire
ce qui les a tuées.
											Les trois premiers tueurs d’abeilles
											sont des produits chimiques tels que
pesticides, herbicides, fongicides ;
											qui provoquent aussi 
de nombreuses maladies
											et la perte d’habitat.
											On a regardé sur nos cartes,
											et on a identifié où 
les abeilles prospéraient.
											C'était surtout dans les villes.
											Les données montrent que les ruches
urbaines ont plus de miel
											que les ruches rurales 
et les ruches des banlieues.
											Les ruches urbaines ont une 
vie plus longue que les ruches rurales,
											les abeilles de la ville sont 
plus diverses;
											et on trouve plus d'espèces d’abeilles 
dans ces villes.
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											(Laughter)
									","
											(Risas)
									","
											(Gelächter)
									","
											(Rires)
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
											Right?
											Why is this?
											That was our question.
											So we started with
these three killers of bees,
											and we flipped it:
											Which of these is different in the cities?
									","
											Extraño, ¿cierto?
											Ahora, ¿por qué?
											Esa era nuestra pregunta.
											Comenzamos analizando 
las tres causas principales
											de la desaparición de las abejas.
											¿Cuáles son distintas en las ciudades?
									","
											Seltsam, oder?
											Warum ist das so?
											Das war unsere Frage.
											Wir begannen mit unseren Bienen-Killern
und drehten die Frage um:
											Was ist in Städten anders?
									","
											Ok ?
											Pourquoi cela ?
											C'était notre question.
											On a commencé avec
ces trois tueurs d’abeilles,
											on a réfléchi :
											Qu'est-ce qui est différent 
dans les villes ?
									","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
"
","
","
","
","How you can help save the bees, one hive at a time",Noah Wilson-Rich,12:54,"environment,sustainability,nature,bees,botany,natural disaster,biology,science,insects,TEDx,plants,ecology,natural resources"
