en,es,pt,de,tr,title,speaker,duration,tags
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											When I was a little girl, I would visit
my grandparents every summer.
											It was my grandfather
											who introduced me to the effects
of combat on the psyche.
											While my grandfather was serving
as a Marine in the Korean War,
											a bullet pierced his neck
and rendered him unable to cry out.
											He watched as a corpsman passed him over,
											declaring him a goner,
											and then leaving him to die.
									","
											De niña, visitaba a mis abuelos
cada verano.
											Fue mi abuelo
											quien me hizo conocer los efectos
de la guerra en la psique.
											Cuando mi abuelo fue Infante
de la Marina en la Guerra de Corea,
											una bala le perforó el cuello,
dejándolo sin poder gritar.
											Vio cómo un médico del ejército
siguió de largo,
											dándolo por desahuciado,
											y dejándolo ahí para morir.
									","
											Quando era pequena,
ia visitar os meus avós todos os verões.
											Foi o meu avô
											que me deu a conhecer
os efeitos dos combates na psique.
											Quando o meu avô foi fuzileiro
na Guerra da Coreia,
											uma bala perfurou-lhe o pescoço
e impediu-o de gritar.
											Viu um médico do exército passar por ele,
											dizer que ele estava perdido
											e deixá-lo ali a morrer.
									","
											Als kleines Mädchen besuchte ich
jeden Sommer meine Großeltern.
											Durch meinen Großvater lernte ich
											die Auswirkungen von
Gefecht auf die Psyche kennen.
											Als mein Großvater im Koreakrieg
in der Marine diente,
											bohrte sich eine Kugel durch seinen Hals
und verhinderte sein Aufschreien.
											Er musste zusehen, wie
ein Sanitäter an ihm vorbeiging,
											ihn für tot erklärte
											und ihn dem Tod überließ.
									","
											Ben küçük bir kızken, her yaz
büyükbabamları ziyaret ederdim.
											Savaşın, akıl üzerindeki
											etkilerini bana tanıtan, büyükbabamdı.
											Büyükbabam Kore Savaşı'nda
bir denizci olarak hizmet verirken,
											bir kurşun onun boynunu deldi
ve ağlayamayacak bir hâle getirdi.
											Bir sıhhiyenin, onun üzerinden geçip
											ölmek üzere olduğunu belirttiğini
											ve onu ölüme terk ettiğini gördü.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Years later, after his
physical wounds had healed
											and he'd returned home,
											he rarely spoke of his
experiences in waking life.
											But at night I would hear him
shouting obscenities
											from his room down the hall.
											And during the day I would announce myself
as I entered the room,
											careful not to startle or agitate him.
											He lived out the remainder of his days
											isolated and tight-lipped,
											never finding a way to express himself,
											and I didn't yet
have the tools to guide him.
									","
											Años después, cuando sus
heridas físicas habían sanado
											y había regresado a casa,
											rara vez hablaba durante el día
de sus experiencias.
											Pero, durante la noche,
lo oía gritar obscenidades
											al otro lado del pasillo.
											Al entrar a su cuarto de día,
siempre anunciaba mi llegada
											para no sobresaltarlo o agitarlo.
											Vivió el resto de sus días
											aislado y reservado,
											nunca encontrando la manera
de poderse expresar,
											y yo, en ese entonces, no tenía
las herramientas para ayudarlo.
									","
											Anos depois, depois de curadas
as suas feridas físicas,
											e de ter voltado para casa,
											quando acordado, raramente falava
das suas experiências.
											Mas, à noite, eu ouvia-o 
gritar obscenidades
											no seu quarto ao fim do corredor.
											Durante o dia, eu batia à porta
antes de entrar no quarto dele,
											para não assustá-lo nem agitá-lo.
											Viveu até ao fim da vida
											isolado e de boca fechada,
											sem nunca encontrar forma
de se exprimir,
											e eu ainda não tinha as ferramentas
para o ajudar.
									","
											Jahre später, nachdem seine
körperlichen Wunden geheilt waren
											und er nach Hause zurückkehrte,
											sprach er selten bewusst
über diese Erfahrung.
											Nachts aber konnte ich ihn hören,
											wie er aus seinem Zimmer
Obszönitäten den Gang hinunter rief.
											Tagsüber kündigte ich mich an,
wenn ich seinen Raum betrat,
											um ihn ja nicht aufzuschrecken
oder beunruhigen.
											Er verbrachte seine restlichen Jahre
											abgeschottet und verschwiegen,
											ohne eine Möglichkeit, sich auszudrücken.
											Ich hatte noch nicht die Mittel
entdeckt, um ihm zu helfen.
									","
											Yıllar sonra, bu fiziksel yaralar iyileşip
											eve döndükten sonra,
											yaşama dönüş deneyimi
hakkında nadiren konuşurdu.
											Fakat geceleri, alt kattaki
odasında, onun açık saçık
											bağırdığını duyardım.
											Gün içerisinde ise odaya girdiğimde,
onu ürkütmemeye ve üzmemeye dikkat
											ederek, kendimi belli ederdim.
											Günlerinin geri kalanını
											izole ve ağzı kapalı bir biçimde,
											kendisini ifade edecek
bir yol bulamadan geçirdi ve
											benim de, henüz onu
yönlendirecek araçlarım yoktu.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											I wouldn't have a name
for my grandfather's condition
											until I was in my 20s.
											Seeking a graduate degree in art therapy,
											I naturally gravitated
towards the study of trauma.
											And while sitting in class learning
about post-traumatic stress disorder,
											or PTSD for short,
											my mission to help service members
who suffered like my grandfather
											began to take form.
									","
											No supe el nombre
de la condición de mi abuelo
											hasta alcanzar mis veinte años.
											Al querer graduarme en Arteterapia,
											naturalmente me incliné
por el estudio del trauma.
											Y, al aprender en clase sobre 
el trastorno por estrés postraumático,
											o TEPT,
											mi misión de ayudar a militares
que han sufrido como mi abuelo
											comenzó a tomar forma.
									","
											Não tinha sequer um nome
para o estado do meu avô,
											até chegar aos 20 anos.
											Com a intenção de me formar
em terapia pela arte,
											naturalmente, inclinei-me
para o estudo dos traumas.
											Quando, nas aulas, ouvi falar
da perturbação do ""stress"" pós-traumático,
											ou, abreviando, PSPT,
											começou a ganhar forma
a minha missão de ajudar
											antigos militares que sofriam
tal como o meu avô.
									","
											Ich hatte keinen Namen für
den Zustand meines Großvaters,
											bis ich in meinen Zwanzigern war.
											Ich studierte Kunsttherapie
											und fühlte mich besonders
zur Traumaforschung hingezogen.
											Während ich Vorlesungen über
Posttraumatische Belastungstörungen,
											kurz PTBS, anhörte,
											entschloss ich mich dazu,
traumatisierten Streitkräften,
											wie meinem Großvater, zu helfen.
									","
											20 yaşıma gelene kadar
büyükbabamın durumuna
											bir ad verememiştim.
											Sanat terapisinde yüksek lisans yaparken,
											doğal olarak travma
çalışmalarına yöneldim.
											Travma sonrası stres
bozukluğuyla ilgili derste otururken
											ya da kısaca TSSB,
											büyükbabam gibi acı çeken
askerlere yardım etme görevim
											şekil almaya başladı.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											We've had various names
for post-traumatic stress
											throughout the history of war:
											homesickness,
											soldier's heart,
											shell shock,
											thousand-yard stare, for instance.
											And while I was pursuing my degree,
a new war was raging,
											and thanks to modern body armor
and military vehicles,
											service members were surviving
blast injuries they wouldn't have before.
											But the invisible wounds
were reaching new levels,
											and this pushed military doctors
and researchers
											to try and truly understand the effects
that traumatic brain injury, or TBI,
											and PTSD have on the brain.
									","
											Le hemos dado diversos nombres
al estrés postraumático
											desde el inicio de las guerras:
											añoranza,
											corazón de soldado,
											aturdimiento,
											mirada de los mil metros,
entre otros.
											Y mientras estudiaba,
una nueva guerra se intensificaba,
											y, gracias a los modernos
chalecos antibalas y vehículos militares,
											los soldados ahora sobrevivían
a explosiones.

											Pero, las heridas invisibles
alcanzaban nuevos niveles,
											y esto llevó a que médicos
e investigadores militares
											trataran de entender realmente los efectos
de una lesión cerebral traumática o TBI,
											y del trastorno por estrés postraumático
en el cerebro.
									","
											Tivemos diversos nomes
para a perturbação pós-traumática
											ao longo da história da guerra:
											nostalgia,
											síndrome Da Costa,
											neurose de guerra,
											olhar vazio, por exemplo.
											Enquanto eu continuava os estudos,
grassava uma nova guerra
											e, graças aos modernos veículos
militares blindados,
											as tropas sobreviviam
a ferimentos de explosões,
											o que não acontecia anteriormente.
											Mas as feridas invisíveis
atingiam novos níveis
											e isso levou os médicos militares 
e os investigadores
											a tentar compreender os efeitos
											que as lesões intracranianas, ou LIC,
e a PSPT têm no cérebro.
									","
											Es gab zahlreiche Namen für
Posttraumatische Belastungen
											in der Geschichte des Krieges:
											Heimweh,
											Kriegszittern,
											Granatfieber
											und ein starrer Blick, zum Beispiel.
											Während meines Studiums
wütete ein neuer Krieg.
											Dank moderner Kampfanzüge
und Militärfahrzeugen
											überlebten Einsatzkräfte Explosionen,
die früher tödlich waren.
											Aber die unsichtbaren Kriegswunden
nahmen neue Ausmaße an
											und drängten Armeeärzte und Forscher dazu,
											die Auswirkungen von
Schädel-Hirn-Traumata, kurz SHT,
											und PTBS auf das Gehirn zu untersuchen.
									","
											Savaş tarihi boyunca travma sonrası strese
											çeşitli isimler verildi:
											Örneğin; memleket özlemi,
											askerin kalbi,
											savaş bunalımı,
											sersem bakış.
											Ben okumaya devam ederken,
yeni bir savaş çıkmaya başlamıştı
											ve modern savaş zırhları
ve askeri araçlar sayesinde
											askerler, daha önce sahip olmadıkları
patlama yaralarına sahip oluyorlardı.
											Fakat görünmeyen yaralar,
yeni seviyelere ulaşıyordu
											ve bu durum, askeri doktorların
ve araştırmacıların, beyindeki
											travmatik hasarı ya da TBH'nın 
ve TSSB'nun etkilerini gerçekten
											anlamayı denemeye itti.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											Due to advances
in technology and neuroimaging,
											we now know there's
an actual shutdown in the Broca's,
											or the speech-language area of the brain,
after an individual experiences trauma.
											This physiological change,
											or speechless terror as it's often called,
											coupled with mental health stigma,
											the fear of being judged
											or misunderstood,
											possibly even removed
from their current duties,
											has led to the invisible struggles
of our servicemen and women.
											Generation after generation of veterans
											have chosen not to talk
about their experiences,
											and suffer in solitude.
									","
											Gracias a los avances en tecnología
y a las neuroimágenes,
											ahora sabemos que ocurre
un bloqueo en el área de Broca;
											esto es, el área del lenguaje del cerebro,
cuando un individuo sufre un trauma.
											Este cambio fisiológico,
											o ""terror sin habla"",
como también se le conoce,
											unido al estigma de cordura,
											el temor a ser juzgados
											o incomprendidos,
											tal vez hasta apartados
de sus tareas actuales,
											conduce a las batallas invisibles
de nuestros militares, hombres y mujeres.
											Generaciones de veteranos
											han preferido no hablar
de sus experiencias,
											y sufren en solitario.
									","
											Devido aos progressos
na tecnologia e na neuroimagiologia,
											sabemos hoje que há
um bloqueio na área de Broca,
											ou seja, a área da fala, no cérebro,
											depois de um trauma
de experiências individuais.
											Esta alteração fisiológica,
											ou ""terror mudo"", como é conhecida,
											juntamente com estigmas de saúde mental,
											o medo de ser julgado
ou incompreendido,
											ou até mesmo afastado
das suas tarefas,
											tem levado a lutas invisíveis
dos militares, homens e mulheres.
											Geração após geração de veteranos
											optaram por não falar
das suas experiências,
											e sofrem isolados.
									","
											Durch Fortschritte in der Technologie
und in der Bildgebung
											ist uns bekannt, dass das 
Sprachzentrum des Gehirns,
											genannt Broca-Areal, sich abschaltet,
wenn eine Person Trauma erlebt.
											Diese physiologische Veränderung
											wird auch ""Sprachloses Entsetzen"" genannt.
											Zusammen mit den Vorurteilen
gegenüber psychisch Erkrankten,
											der Angst vor Verurteilung
und Missverständnissen
											und dem mögliche Verlust
des gegenwärtigen Postens,
											führt sie zu einem unsichtbaren
inneren Kampf unserer Einsatzkräfte.
											Generationen von Kriegsveteranen
											haben sich dazu entschieden, 
nicht über ihre Erlebnisse zu reden
											und im Stillen zu leiden.
									","
											Teknoloji ve beyin
görüntülemedeki gelişmeler sayesinde,
											Broca bölgesinin veya beynin
konuşma-dil kısmının, kişisel bir
											travma sonrasında,
resmen kapandığını artık biliyoruz.
											Psikolojik değişim ya da genelde
											sessiz terör olarak adlandırılan şey,
											ruh sağlığındaki bozuklukla,
											yargılanma ya da yanlış anlaşılma
											korkusuyla, hatta belki de
											mevcut meşgalelerinden
uzak kalmalarıyla bir araya gelerek,
											asker erkek ve kadınlarımızda
görünmez mücadelelere neden oldu.
											Nesilden nesile, gaziler
											deneyimleri hakkında konuşmamayı
ve yalnızlık içerisinde acı çekmeyi
											tercih ettiler.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											I had my work cut out for me
when I got my first job
											as an art therapist at the nation's
largest military medical center,
											Walter Reed.
											After working for a few years
on a locked-in patient psychiatric unit,
											I eventually transferred to the National
Intrepid Center of Excellence, NICoE,
											which leads TBI care
for active duty service members.
											Now, I believed in art therapy,
											but I was going to have
to convince service members,
											big, tough, strong, manly military men,
											and some women too,
											to give art-making as
a psychotherapeutic intervention a try.
									","
											Tuve un gran reto
al tener mi primer trabajo
											como arteterapeuta en el mayor centro
médico militar del país,

											Walter Reed.
											Tras trabajar un par de años en 
la unidad de pacientes internados,
											me transfirieron al Centro Intrépido
Nacional de Excelencia, NICoE,
											que lidera el cuidado de TBI
para militares en activo.
											Yo creía en la arteterapia,
											pero tenía que convencer
a los militares,
											grandes, rudos, fuertes, masculinos,
											y a algunas mujeres también,
											de que ofrecieran hacer arte
como tratamiento psicoterapéutico.
									","
											O meu primeiro trabalho
ficou definido
											enquanto terapeuta pela arte
no maior centro médico militar do país,
											Walter Reed.
											Depois de trabalhar, durante uns anos,
											numa unidade de psiquiatria
de doentes confinados,
											acabei por ser transferida para o NICoE,
o National Intrepid Center of Excellence,
											que lidera os cuidados LIC
para membros militares no ativo.
											Eu acreditava na terapia pela arte
											mas ia ter que convencer os militares,

											militares importantes, endurecidos,
fortes, viris,
											mas mulheres também,
											a darem hipótese à arte
como uma intervenção psicoterapêutica.
									","
											Ich hatte viel Arbeit vor mir,
als ich meinen ersten Job
											als Kunsttherapeutin am
Walter-Reed-Militärklinikum bekam,
											dem größten des Landes.
											Nach ein paar Jahren Arbeit
auf einer geschlossenen Psychiatrie
											wechselte ich an das National
Intrepid Centre of Excellence, NICoE,
											das die SHT-Betreuung für Streitkräfte
im aktiven Dienst leitet.
											Ich glaubte an Kunsttherapie,
											aber ich musste auch 
die Einsatzkräfte davon überzeugen,
											große, knallharte, starke, mannhafte
											Soldaten und einige Soldatinnen,
											dass sie einmal Kunst als
Psychotherapie ausprobieren.
									","
											Ülkenin en büyük askeri
tıp merkezi olan Walter Reed'de
											bir sanat terapisti olarak ilk işimi
aldığımda, işimin benim için biçilmiş
											kaftan olduğunu anladım.
											Kapalı bir psikiyatri ünitesinde
birkaç yıl çalıştıktan sonra, aktif olarak
											askerlik hizmeti veren üyelere tüm
gövde ışınlaması yapan Ulusal Mükemmellik
											Merkezi'ne, NICoE'ya, transfer oldum.
											Evet, sanat terapisine inanıyordum,
											ancak iri, sert, kuvvetli,
erkeksi askerleri ve bazı kadınları;
											sanat yapımına, psikoterapik bir aracı

											olarak bir şans vermeleri için
											ikna etmem gerekiyordu.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
											The results have been
nothing short of spectacular.
											Vivid, symbolic artwork
											is being created
by our servicemen and women,
											and every work of art tells a story.
											We've observed that the process
of art therapy bypasses
											the speech-language issue with the brain.
											Art-making accesses the same sensory
areas of the brain that encode trauma.
											Service members can use the art-making
to work through their experiences
											in a nonthreatening way.
											They can then apply words
to their physical creations,
											reintegrating the left
and the right hemispheres of the brain.
									","
											Los resultados han sido
espectaculares.
											Nuestros militares,
hombres y mujeres
											están creando obras de arte
vívidas y simbólicas,
											y cada obra cuenta una historia.
											Hemos observado que el proceso
del arteterapia esquiva
											el problema habla-lenguaje
en el cerebro.
											Hacer arte accede a las áreas sensoriales
del cerebro que codifican el trauma.
											Los militares pueden aprovechar el arte
para trabajar sus experiencias
											de una manera no amenazante.
											Pueden posteriormente nombrar
o describir sus obras,
											reintegrando los hemisferios
izquierdo y derecho del cerebro.
									","
											Os resultados revelaram-se espetaculares.
											Os nossos militares,
homens e mulheres
											estão a criar obras de arte
vívidas e simbólicas
											e cada obra de arte conta uma história.
											Observámos que o processo
da terapia pela arte
											ultrapassa o problema da fala
com o cérebro.
											Fazer arte acede às mesmas
áreas sensoriais do cérebro
											que codificam os traumas.
											Os militares podem usar a arte
para percorrer as suas experiências
											de modo não ameaçador.
											Depois, podem aplicar palavras
às suas criações físicas,
											reintegrando os hemisférios
esquerdo e direito do cérebro.
									","
											Die Ergebnisse waren spektakulär.
											Lebhafte, symbolische Kunstwerke
											werden von unseren
Einsatzkräften erschaffen
											und jedes Kunstwerk erzählt 
seine eigene Geschichte.
											Wir haben beobachtet, dass Kunsttherapie
											das Sprachproblem des Gehirns umgeht.
											Kunst und Trauma wirken in derselben
sensorischen Gehirnregion.
											Einsatzkräfte können durch 
künstlerisches Schaffen ihre Erlebnisse
											auf eine unbedrohliche Weise verarbeiten.
											Sie können dann Worte 
für ihre Werke verwenden
											und damit die linke und rechte 
Gehirnhälfte reintegrieren.
									","
											Sonuçlar muhteşemdi.
											Askerler ve kadınlar,
etkileyici ve sembolik sanat
											çalışmaları üretiyorlardı ve her çalışma
											bir hikâye anlatıyordu.
											Sanat terapisi sürecinin,
beynin konuşma-dil meselesinin
											üzerinden geçtiğini gözlemledik.
											Sanat yapımı, beynin travmayı
kodladığı aynı duyu alanlarına erişiyor.
											Askerler, deneyimlerini tehdit
içermeyen bir biçimde ele alabilmek için,
											sanat terapisi kullanabilirler.
											Daha sonra fiziksel
yaratımlarına kelimeler ekleyerek,
											beynin sağ ve sol
yarı kürelerini bütünleştirebilirler.
									",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
"
","
","
","
","
",Art can heal PTSD's invisible wounds,Melissa Walker,9:48,"creativity,humanity,mental health,illness,pain,mind,visualizations,violence,war,PTSD,TEDMED,depression,art"
