en,es,fr,de,pt,tr,title,speaker,duration,tags
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Each work that I make
											is comprised of three segments.
											On the left are one or more portrait panels
											in which I systematically order
											the members of a given bloodline.
											This is followed by a text panel, it's designed in scroll form,
											in which I construct
											the narrative at stake.
											And then on the right is what I refer to as a footnote panel.
											It's a space that's more intuitive
											in which I present fragments of the story,
											beginnings of other stories, photographic evidence.
											And it's meant to kind of reflect
											how we engage with histories or stories on the Internet,
											in a less linear form.
											So it's more disordered.
											And this disorder is in direct contrast
											to the unalterable order of a bloodline.
									","
											Cada trabajo que hago
											está compuesto de tres segmentos.
											A la izquierda hay uno o más paneles con retratos
											en el que sistemáticamente ordeno
											a los miembros de un linaje determinado.
											Esto va seguido de un panel de texto, está diseñado en forma de pergamino
											en el que construyo
											la narrativa en juego.
											Y luego a la derecha está a lo que me refiero como un panel de notas al pie de página.
											Es un espacio que es más intuitivo
											en el que presento fragmentos de la historia,
											comienzos de otras historias, pruebas fotográficas.
											Y esto pretende reflejar de algún modo
											cómo nos relacionamos con las historias o los relatos en Internet,
											de una forma menos lineal.
											Así que está más desordenado.
											Y este desorden contrasta directamente
											con el orden inalterable de un linaje.
									","
											Chaque œuvre que je réalise
											est composée de trois segments.
											Sur la gauche il y a un ou plusieurs panneaux de portraits
											dans lesquels je classe systématiquement
											les membres d'une lignée donnée.
											Vient ensuite un panneau de texte, à faire défiler,
											dans lequel je construis
											le récit qui est en jeu.
											Et puis sur la droite il y a ce que j'appelle un panneau de notes de bas de page.
											C'est un espace qui est plus intuitif
											dans lequel je présente des fragments de l'histoire,
											des débuts d'autres histoires, des preuves en photo.
											Et il est destiné à refléter
											les relations que nous établissons avec les histoires sur Internet,
											sous une forme moins linéaire.
											Il est donc plus confus.
											Et cette confusion est en contraste direct
											avec l'ordre immuable d'une lignée.
									","
											Jedes meiner Projekte
											besteht aus drei Teilen.
											Links sehen wir ein oder mehrere Portraitfelder,
											in denen ich systematisch die Angehörigen
											eines bestimmten Stammbaums aufliste.
											Dem folgt ein Textfeld in Form einer Schriftrolle,
											in die ich
											die dazugehörige Geschichte einbaue.
											Rechts sehen wir schließlich das, 
was ich als Fußnotenfeld bezeichne.
											Dieser Bereich ist eher intuitiv ausgelegt
											und enthält Teile der Geschichte,
											Anfänge anderer Geschichten, 
fotografische Beweise.
											Gleichzeitig soll dieses Feld widerspiegeln,
											wie wir mit den Vorgeschichten 
und Geschichten im Internet
											weniger gradlinig umgehen.
											Deshalb ist dieser Bereich ungeordneter.
											Und diese Unordnung steht in direktem Gegensatz
											zu der unveränderlichen Ordnung eines Stammbaums.
									","
											Cada um dos meus trabalhos
											é composto por três segmentos.
											À esquerda estão um ou mais
painéis de retratos
											em que eu organizo sistematicamente
											os membros de uma linhagem.
											Em seguida, um texto, apresentado
como se fosse um pergaminho,
											em que eu construo
a narrativa em questão.
											Depois, à direita, está o que eu chamo 
as notas de rodapé.
											Este espaço é mais intuitivo,
											em que eu apresento
fragmentos da história,
											inícios de outras histórias, 
provas fotográficas.
											E tem a intenção de refletir
											o modo como nos envolvemos 
com histórias na Internet,
											de um modo não muito linear.
											Portanto é mais desordenado.
											Esta desordem contrasta
											com a ordem imutável
de uma linhagem.
									","
											Oluşturduğum her bir çalışma
											3 parçadan oluşmaktadır.
											Sol tarafta sistematik olarak düzenlediğim
											soy ağacının üyelerini 
gösteren bir ya da
											daha fazla portre paneli bulunmaktadır.
											Devamında aşağıya
											kaydırılabilen bir formda dizayn edilmiş,
											bahsettiğim hikayenin yazılı olduğu ve
											sağda da benim dipnot olarak adlandırdığım
bir panel bulunuyor.
											Burası hikayenin fragmanını,
											diğer hikayelerin başlangıcını,
											fotoğraf kanıtlarını sunduğum 
daha sezgisel olan bir alan.
											İşte bu,
											internetteki hikayelere ve geçmişe
											nasıl dahil olduğumuzun tam olarak
											doğrusal olmayan yansıması olacaktı.
											Ama bu daha karmaşıktı.
											Ve bu karmaşa soyağacının 
değişmez sırasıyla
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											In my past projects I've often worked in serial form,
											documenting things that have
											the appearance of being comprehensive
											through a determined title and a determined presentation,
											but in fact, are fairly abstract.
											In this project I wanted to work in the opposite direction
											and find an absolute catalog,
											something that I couldn't interrupt, curate or edit by choice.
											This led me to blood.
											A bloodline is determined and ordered.
											But the project centers
											on the collision of order and disorder —
											the order of blood butting up against the disorder
											represented in the often chaotic and violent stories
											that are the subjects of my chapters.
									","
											En mis proyectos anteriores he trabajado a menudo en forma consecutiva
											documentando cosas que tienen
											la apariencia de ser integrales
											a través de un título determinado y una presentación determinada,
											pero, en realidad, son bastante abstractos.
											En este proyecto he querido trabajar en la dirección opuesta
											y encontrar un catálogo absoluto,
											algo que no podría interrumpir, seleccionar o modificar por decisión propia.
											Esto me llevó a la sangre.
											Un linaje está determinado y ordenado.
											Pero el proyecto se centra
											en el choque entre orden y desorden -
											el orden de la sangre choca con el desorden,
											representado por las a menudo caóticas y violentas historias,
											que son los temas de mis capítulos.
									","
											Dans mes projets passés, j'ai souvent travaillé sous forme de série,
											en documentant les choses
											qui apparaissent exhaustives
											grâce à un titre déterminé et une présentation déterminée,
											mais en fait, sont assez abstraites.
											Sur ce projet, je voulais travailler dans la direction opposée
											et trouver un catalogue absolu,
											quelque chose que je ne pouvais pas interrompre, cataloguer ou modifier par choix.
											Cela m'a conduit aux liens de sang.
											Une lignée est déterminée et ordonnée.
											Mais le projet se concentre
											sur la collision entre l'ordre et le désordre —
											l'ordre de la descendance qui butte contre le désordre
											représenté par des histoires souvent chaotiques et violentes
											qui sont les sujets de mes chapitres.
									","
											In meinen früheren Projekten habe 
ich oft der Reihe nach gearbeitet
											und Dinge aufgezeichnet,
											die zusammenhängend scheinen,
											durch einen bestimmten Titel 
und eine bestimmte Darstellung,
											aber genau genommen ziemlich abstrakt sind.
											In diesem Projekt wollte ich 
genau andersherum vorgehen
											und ein vollständiges Verzeichnis darstellen,
											etwas, das ich nicht absichtlich unterbrechen, 
umorganisieren oder bearbeiten konnte.
											So kam ich auf Blutsverwandtschaft.
											Ein Stammbaum ist festgelegt und
folgt einer bestimmten Ordnung.
											Aber in diesem Projekt geht es um
											den Zusammenstoß von Ordnung und Unordnung —
											die Ordnung eines Stammbaums 
trifft auf die Unordnung,
											die in den oft chaotischen und 
gewalttätigen Geschichten herrscht,
											die Gegenstand meiner Kapitel sind.
									","
											Nos meus projetos anteriores
trabalhei frequentemente em série,
											documentando coisas
											que, aparentemente,
são abrangentes,
											através de um certo título 
ou uma certa apresentação,
											mas, na verdade, são bastante abstratas.
											Neste projeto eu quis fazer o oposto,
											e encontrar um catálogo absoluto,
											algo que não pudesse interromper,
administrar ou editar como quisesse.
											O que me levou ao sangue.
											Um laço de sangue
é determinado e ordenado.
											Mas o projeto centra-se
											na colisão entre a ordem e a desordem
											— a ordem do laço de sangue
											a chocar contra a desordem
das histórias caóticas e violentas
											que são tratadas nos meus capítulos.
									","
											direkt bir zıtlık içerisindeydi. 
Eski projelerimde,
											genellikle sıralı bir düzende, belirlenen
											başlığa ve sunuma bakılırsa kapsamlı
											görünen ama aslında oldukça
											soyut olan şeyleri belgeleyerek çalıştım.
											Bu projede, farklı yönde çalışıp,
											net bir katalog ortaya çıkarmak istedim,
											tercihe bağlı olarak müdahale edip,
düzenleyip,değiştiremeyeceğim bir şey.
											Bu beni kan bağına yöneltti.
											Soy kütüğü, kesin ve düzenlidir.
											Ama bu proje,
											düzenin ve düzensizliğin çatışmasına —
											bölümlerimin konusu olan sıklıkla kaotik
											ve şiddet içeren hikayelerle 
temsil edilen soy düzeninin
											düzensizlikle bitişik olması
olayına odaklanmıştır.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											In chapter two, I photograph the descendants of Arthur Ruppin.
											He was sent in 1907 to Palestine
											by the Zionist organization
											to look at areas for Jewish settlement
											and acquire land for Jewish settlement.
											He oversaw land acquisition
											on behalf of the Palestine Land Development Company
											whose work led to the establishment
											of a Jewish state.
											Through my research at the Zionist Archives in Jerusalem,
											I wanted to look at the early paperwork
											of the establishment of the Jewish state.
											And I found these maps which you see here.
											And these are studies
											commissioned by the Zionist organization
											for alternative areas for Jewish settlement.
											In this, I was interested in the consequences
											of geography
											and imagining how the world would be different
											if Israel were in Uganda,
											which is what these maps demonstrate.
											These archives in Jerusalem,
											they maintain a card index file
											of the earliest immigrants and applicants for immigration
											to Palestine, and later Israel,
											from 1919 to 1965.
									","
											En el segundo capítulo, fotografío a los descendientes de Arthur Ruppin.
											Fue enviado en 1907 a Palestina
											por la organización Sionista
											para observar áreas para el asentamiento judío
											y adquirir tierras para el asentamiento judío.
											Supervisó la adquisición de tierras
											en nombre de la Compañía de Desarrollo de la Tierra Palestina
											cuyo trabajo condujo a la creación
											de un estado judío.
											A través de mi investigación en el Archivo Sionista en Jerusalén,
											quería ver la documentación inicial
											del establecimiento del Estado judío.
											Y encontré estos mapas que ven aquí.
											Y estos son los estudios
											encargados por la organización Sionista
											para áreas alternativas para el asentamiento judío.
											Mi interés aquí se centraba en las consecuencias
											de la geografía
											e imaginar cómo el mundo sería de diferente
											si Israel estuviese en Uganda,
											que es lo que demuestran estos mapas.
											Estos archivos en Jerusalén,
											conservan un archivo índice de tarjetas
											de los primeros inmigrantes y de los solicitantes para inmigrar
											a Palestina, y más tarde Israel,
											de 1919 a 1965.
									","
											Dans le chapitre deux, je photographie les descendants d'Arthur Ruppin.
											En 1907 il a été envoyé en Palestine
											par l'organisation sioniste
											pour trouver des lieux destinés à établir des colonies juives
											et acquérir des terres pour établir ces colonies.
											Il a supervisé l'acquisition de terres
											au nom de la Société Palestine Land Development
											dont les travaux ont abouti à la mise en place
											d'un Etat juif.
											Au travers de mes recherches aux Archives sionistes à Jérusalem,
											je voulais voir les premiers documents officiels
											de la fondation de l'Etat juif.
											Et j'ai trouvé ces cartes que vous voyez ici.
											Et ce sont des études
											commandées par l'organisation sioniste
											sur la recherche de régions alternatives pour la colonisation juive.
											Ce qui m’intéressait ici, c’étaient les conséquences
											de la géographie
											et d’imaginer comment le monde serait différent
											si Israël était en Ouganda,
											et c’est ce que ces cartes montrent.
											Ces archives à Jérusalem
											maintiennent un fichier d'index des cartes
											des premiers immigrants et des candidats à l’immigration
											en Palestine, et plus tard en Israël,
											de 1919 à 1965.
									","
											Im zweiten Kapitel habe ich die Nachfahren 
von Arthur Ruppin fotografiert.
											1907 wurde er von der Zionistischen Weltorganisation
											nach Palästina geschickt,
											um Flächen für jüdische Besiedlung auszumachen
											und Land für jüdische Besiedlung zu erwerben.
											Er beaufsichtigte den Landerwerb
											im Namen der palästinensischen 
Landerschließungsgesellschaft,
											deren Arbeit zur Gründung
											eines jüdischen Staates führte.
											Im Laufe meiner Nachforschungen in den Archiven 
der zionistischen Bewegung in Jerusalem
											wollte ich die Dokumente aus der Anfangszeit
											der Gründung des jüdischen Staates einsehen.
											Und ich stieß auf die Karten, die Sie hier sehen.
											Es handelt sich um Untersuchungen,
											die die zionistische Organisation 
in Auftrag gegeben hatte,
											um alternative jüdische Siedlungsgebiete zu sondieren.
											Was mich daran interessierte, waren die
											geographischen Folgen
											und die Vorstellung, wie die Welt sich geändert hätte,
											wenn Israel in Uganda läge,
											was diese Karten belegen.
											Die Archive in Jerusalem
											besitzen ein Register
											mit den Namen der ersten Einwanderer und 
derjenigen, die einen Antrag auf Einwanderung
											nach Palästina, und später Israel, stellten,
											für den Zeitraum zwischen 1919 und 1965.
									","
											No capítulo dois, fotografei 
os descendentes de Arthur Ruppin.
											Em 1907, ele foi enviado à Palestina
											pela organização sionista,
											para procurar áreas
para a fixação de judeus
											e adquirir terras para essas colónias.
											Supervisionou a aquisição de terras
											em nome da Companhia Palestina 
de Desenvolvimento de Terras,
											cujo trabalho levou ao estabelecimento
											de um estado judeu.
											Através da minha pesquisa
nos Arquivos Sionistas em Jerusalém,
											eu queria analisar os documentos iniciais
											da fundação do estado judaico.
											Encontrei estes mapas 
que vemos aqui.
											Estes são estudos encomendados
pela organização sionista
											para áreas alternativas
para colónias judaicas.
											Eu queria perceber
as consequências da geografia
											e imaginar como o mundo seria diferente
											se Israel fosse no Uganda,
											que era uma alternativa
mostrada nestes mapas.
											Estes arquivos, em Jerusalém,
											mantêm um índice manual de arquivos
											dos primeiros imigrantes
e candidatos a imigrar
											para a Palestina e,
mais tarde, para Israel,
											de 1919 a 1965.
									","
											[Bölüm 2] Burada Arthur Ruppin'in 
soyundan gelen kişileri fotoğrafa alıyorum
											Kendisi, Yahudilerin yerleşmesi için

											arazi bakması ve toprak alması amacıyla
											Siyonist bir kurum tarafından
											1907'de Filistin'e gönderildi.
											Yahudi devletinin kurulmasını sağlayan
											Filistin Arazi Islahı Şirketi adına
											toprak alma işlerini
											denetleyen kişiydi.
											Kudüs'teki Siyonist Arşivlerinde 
yaptığım araştırmayla
											Yahudi devletinin kurulması ile ilgili
											ilk yıllarındaki evraklara bakmak istedim.
											İşte burada gördüğünüz haritaları buldum.
											Ve bunlar da Siyonist kurum tarafından
											desteklenmiş, Yahudi yerleşimi için
											alternatif alanlara yönelik çalışmalar.
											Burada coğrafyanın getirdiği sonuçlarla
											ilgilenip, İsrail'in Uganda'da olması
											durumunda, dünyanın nasıl farklı bir yer
											olacağını hayal ediyorum.
											Bunu ise, işte bu haritalar gösteriyor.
											Kudüs'teki bu arşivler, 1919 ile 1965
											arasında ilk önce Filistin'e sonra
											İsrail'e giden ilk göçmenlerin 
ve göç başvurusu yapan kişilerin
											kartlarının dizin kütüğü
											niteliğindedir.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Chapter three:
											Joseph Nyamwanda Jura Ondijo
											treated patients outside of Kisumu, Kenya
											for AIDS, tuberculosis, infertility,
											mental illness, evil spirits.
											He's most often paid for his services
											in cash, cows or goats.
											But sometimes when his female patients
											can't afford his services,
											their families give the women to Jura
											in exchange for medical treatment.
											As a result of these transactions,
											Jura has nine wives,
											32 children
											and 63 grandchildren.
											In his bloodline you see the children and grandchildren here.
									","
											Tercer capítulo:
											Joseph Nyamwanda Jura Ondijo
											trató a pacientes fuera de Kisumu, Kenia
											de SIDA, tuberculosis, infertilidad
											enfermedades mentales, malos espíritus.
											Se le paga por sus servicios a menudo
											en efectivo, vacas o cabras.
											Pero a veces cuando sus pacientes femeninas
											no pueden pagar sus servicios
											sus familias dan las mujeres a Jura
											a cambio del tratamiento médico.
											Como resultado de estas transacciones
											Jura tiene nueve esposas,
											32 hijos
											y 63 nietos.
											En su linaje se ve a los hijos y nietos aquí
									","
											Chapitre 3:
											Joseph Nyamwanda Jura Ondijo
											traitait les patients dans la banlieue de Kisumu, au Kenya
											atteints du sida, de la tuberculose, d'infertilité,
											de maladies mentales, ou sous le coup des mauvais esprits.
											Il est le plus souvent rémunéré pour ses services
											en espèces, en vaches ou en chèvres.
											Mais parfois, quand ses patients de sexe féminin
											ne peuvent pas payer ses services,
											leurs familles donnent les femmes à Jura
											en échange d'un traitement médical.
											Suite à ces transactions,
											Jura a neuf épouses,
											32 enfants
											et 63 petits-enfants.
											Dans sa lignée vous voyez ici ses enfants et ses petits-enfants.
									","
											Kapitel drei:
											Joseph Nyamwanda Jura Ondijo
											behandelte Patienten in der 
Nähe von Kisumu in Kenia,
											die an AIDS, Tuberkulose, Unfruchtbarkeit,
											Geistesstörungen oder bösen Geistern litten.
											Für seine Dienste wird er meistens mit
											Bargeld, Kühen oder Ziegen bezahlt.
											Manchmal jedoch, 
wenn seine weiblichen Patienten
											sich die Behandlung nicht leisten können,
											geben die Familien Jura ihre Frauen
											im Gegenzug für medizinische Behandlung.
											Diese Transaktionen führten dazu,
											dass Jura neun Frauen hat,
											32 Kinder
											und 63 Enkelkinder.
											In seinem Stammbaum sehen Sie 
hier die Kinder und Enkelkinder.
									","
											Capítulo três:
											Joseph Nyamwanda Jura Ondijo
											tratava doentes, nos arredores 
de Kisumu, no Quénia,
											com SIDA, tuberculose, infertilidade,
											doenças mentais, espíritos maus.
											Pelos seus serviço
											pagavam-lhe em dinheiro,
vacas ou cabras.
											Mas, às vezes, quando as suas doentes
											não conseguiam pagar os serviços,
											as famílias entregavam 
as mulheres a Jura
											em troca do tratamento médico.
											Em resultado destas transações,
											Jura tem nove esposas,
											32 filhos
											e 63 netos.
											Na linhagem de Jura vemos aqui
os filhos e os netos.
									","
											[Bölüm 3]
											Joseph Nyamwanda Jura Ondijo, Kenya'daki
											Kisumu'nun dışından olan hastalarını,
											AIDS, tüberküloz, kısırlık, 
ruhsal bozukluk
											ve kötü ruhlara karşı tedavi etti.
											Hizmeti karşılığında, nakit ödeme yapıldı,
											inek ya da keçi verildi.
											Ama bayan hastalarının,
											ödemeye güçlerinin yetmediği durumlarda,
											aileleri, bu kadınları Jura'ya
											tıbbi tedavinin karşılığı olarak verdiler.
											Bu ticari işlemleri sonucu olarak Jura'nın
											9 karısı
											32 çocuğu
											ve 63 torunu vardır.
											Soy kütüğünde, çocuklarla torunları 
burada görüyorsunuz.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Two of his wives were brought to him
											suffering from infertility
											and he cured them,
											three for evil spirits,
											one for an asthmatic condition and severe chest pain
											and two wives Ondijo claims he took for love,
											paying their families a total of 16 cows.
											One wife deserted him
											and another passed away during treatment for evil spirits.
											Polygamy is widely practiced in Kenya.
											It's common among a privileged class
											capable of paying numerous dowries
											and keeping multiple homes.
											Instances of prominent social and political figures
											in polygamous relationships
											has led to the perception of polygamy
											as a symbol of wealth, status and power.
									","
											Dos de sus esposas le fueron llevadas
											sufriendo infertilidad
											y él las curó,
											tres de malos espíritus,
											una afectada de asma y dolor intenso en el pecho
											y a dos esposas Ondijo afirma que las tomó por amor,
											pagando a sus familias un total de 16 vacas.
											Una esposa lo abandonó
											y otra falleció durante el tratamiento de los malos espíritus.
											La poligamia es una práctica generalizada en Kenya.
											Es común entre la clase privilegiada
											capaz de pagar numerosas dotes
											y mantener múltiples viviendas.
											Los casos de figuras políticas y sociales prominentes
											en relaciones polígamas,
											han llevado a la percepción de la poligamia
											como un símbolo de riqueza, estatus y poder.
									","
											Deux de ses épouses lui ont été apportées
											avec des problèmes d'infertilité
											et il les a guérit,
											trois pour les mauvais esprits,
											une souffrait d'asthme et d'une grave douleur thoracique
											et deux épouses qu’Ondijo prétend avoir prises par amour,
											en payant à leurs familles un total de 16 vaches.
											Une femme l'a abandonné
											et une autre est décédé au cours du traitement pour les mauvais esprits.
											La polygamie est largement pratiquée au Kenya.
											C'est fréquent dans les classes privilégiées
											qui peuvent payer de nombreuses dots
											et subvenir à de multiples foyers.
											Les cas de personnalités politiques et sociales éminentes
											ayant des relations polygames
											a conduit à percevoir la polygamie
											comme un symbole de richesse, de statut et de pouvoir.
									","
											Zwei seiner Frauen wurden zu ihm gebracht,
											weil sie an Unfruchtbarkeit litten
											und er heilte sie,
											drei wegen böser Geister,
											eine wegen Asthma und 
starker Brustschmerzen
											und zwei Frauen hat Ondijo 
angeblich aus Liebe angenommen
											und dafür ihren Familien 
insgesamt 16 Kühe gegeben.
											Eine Frau verließ ihn,
											eine andere verstarb während 
der Behandlung gegen böse Geister.
											Polygamie wird in Kenia vielfach praktiziert.
											Polygamie ist in der privilegierten Schicht,
											die in der Lage ist, mehrere Mitgiften zu zahlen
											und mehrere Haushalte zu führen, üblich.
											Beispiele bekannter Politiker und Prominenter,
											die in polygamen Beziehungen leben,
											haben dazu geführt,
											dass Polygamie als Zeichen von Wohlstand, 
Ansehen und Macht betrachtet wird.
									","
											Duas das suas esposas foram-lhe levadas
											por sofrerem de infertilidade
											e ele curou-as,
											três por maus espíritos,
											uma tinha um histórico de asma 
e dores fortes no peito
											e duas das esposas, Ondijo,
diz que ficou com elas por amor,
											e que pagou às famílias dessas duas 
um total de 16 vacas.
											Uma esposa abandonou-o
											e outra morreu durante um tratamento
contra os maus espíritos.
											A poligamia é muito comum no Quénia,
											especialmente entre a classe privilegiada
											que pode pagar vários dotes
											e manter múltiplas casas.
											Os casos de figuras importantes 
da sociedade e da política
											que têm relacionamentos poligâmicos
											levaram à perceção da poligamia
											como um símbolo de riqueza,
de estatuto e de poder.
									","
											Karılarından ikisi kendisine
											kısır oldukları için tedaviye getirilmişti
											ve onları tedavi etti,
											üçü kötü ruhlar için,
											biri astım ve şiddetli göğüs ağrısı için,
											ve iki karısını da onları sevdiği için 

											ailelerine toplamda 16 inek vererek
aldığını iddia etti.
											Karılarından birisi, kendisini terk etti,
											diğeri kötü ruhlara karşı tedavi 
esnasında öldü.
											Çok eşlilik, Kenya'da yaygın olarak
uygulanmaktadır.
											Çok çeyiz yapmaya ve birden fazla eve
											sahip olmaya gücü yeten,
											ayrıcalıklı bir sınıfta yaygındır.
											Çok eşli ilişkilerde, önde gelen sosyal
ve siyasi figürlerin
											örnekleri, çok eşli evliliğin
											zenginlik, statü ve güç sembolü olarak
											algılanmasına yol açtı.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											You may notice in several of the chapters that I photographed
											there are empty portraits.
											These empty portraits represent individuals,
											living individuals, who couldn't be present.
											And the reasons for their absence are given in my text panel.
											They include dengue fever,
											imprisonment, army service,
											women not allowed to be photographed
											for religious and cultural reasons.
											And in this particular chapter,
											it's children whose mothers
											wouldn't allow them to travel to the photographic shoot
											for fear that their fathers would kidnap them during it.
									","
											Pueden observar que en varios de los capítulos que he fotografiado
											hay retratos vacíos.
											Estos retratos vacíos representan a personas,
											personas vivas, que no pudieron estar presentes.
											Y las razones de su ausencia figuran en el panel de texto.
											Estas incluyen: dengue,
											encarcelamiento, servicio militar,
											mujeres sin permiso para ser fotografiadas
											por razones culturales y religiosas.
											Y en este capítulo en particular,
											hay niños a lo que sus madres
											no les permitieron viajar a la sesión fotográfica,
											por temor a que sus padres les secuestrasen durante el mismo.
									","
											Vous remarquerez peut-être dans plusieurs des chapitres que j'ai photographiés
											qu'il y a des portraits vides.
											Ces portraits vides représentent des individus,
											des individus vivants, qui ne pouvaient être présents.
											Et les raisons de leur absence sont données dans mon panneau de texte.
											On y trouve la dengue,
											l'emprisonnement, le service militaire,
											les femmes qui n’ont pas le droit d’être photographiées
											pour des raisons religieuses et culturelles.
											Et dans ce chapitre en particulier,
											ce sont les enfants auxquels les mères
											ne permettaient pas de se rendre à la séance photo
											de peur que leurs pères ne les enlèvent pendant la séance.
									","
											Es wird Ihnen auffallen, dass in 
mehreren fotografierten Kapiteln
											keine Portraits zu sehen sind.
											Diese Leerportraits stehen für Personen,
											lebende Menschen, die nicht erscheinen konnten.
											Die Gründe hierfür finden Sie im Text.
											Dazu gehören Denguefieber,
											Haft, Wehrdienst und
											Frauen, denen aus religiösen und 
kulturellen Gründen nicht erlaubt wurde,
											sich fotografieren zu lassen.
											Und in diesem speziellen Kapitel
											geht es um Kinder, deren Mütter
											ihnen nicht erlaubten, 
zum Fototermin zu reisen,
											aus Angst, sie könnten 
von ihren Vätern entführt werden.
									","
											Em vários capítulos que fotografei,
											vão notar que há retratos vazios.
											Estes retratos vazios representam pessoas,
											pessoas vivas, que não puderam 
estar presentes.
											Os motivos da ausência
estão indicados no painel de texto.
											Incluem a febre dengue,
											aprisionamento, serviço militar,
											mulheres proibidas de serem fotografadas
											por motivos religiosos ou culturais.
											Neste capítulo, em particular,
											são crianças cujas mães
											não permitiram que viajassem 
para o local da sessão fotográfica
											com medo de que os pais 
as raptassem durante o trajeto.
									","
											Fotoğrafladığım bölümlerin çoğunda,
											boş portreleri farketmiş olabilirsiniz.
											Bu boş portreler, kişileri, şu anda
											var olmayabilir dediğimiz 
kişileri temsil ediyor.
											Var olmama sebepleri, 
yazılı panelimde bulunuyor.
											Sebeplerden bazıları,
											dang humması, hapse girme, askerlik
											görevi, dini ve kültürel sebeplerden
											kadınları fotoğraflanamamasıdır.
											Ve İşte bu bölümde ise,
											babaları onları kaçırabilir korkusuyla
											annelerinin fotoğraf alanına gitmelerine
											izin vermediği çocuklar var.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
