pt,tr,fr,title,speaker,duration,tags
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Hoje em dia, dependemos por completo
dos grandes intermediários
											— como bancos, governos,
											empresas das redes sociais,
de cartões de crédito, e outras —
											para estabelecer confiança na economia.
											Estes intermediários executam
toda a lógica de negócio e de transações
											de todo o comércio,
											desde a autenticação
e identificação de pessoas,
											até à compensação, liquidação
e manutenção de registos.
											No geral, fazem um bom trabalho.
Mas há problemas crescentes.
									","
											Bugünlerde, tamamen büyük aracılara
bel bağlamış durumdayız.
											Burada kast ettiğim bankalar, hükûmet,
											büyük sosyal medya şirketleri,
kredi kartı firmaları ve benzeri aracılar,
											ekonomimizde güven
anlamında bunu yapıyorlar.
											Bu aracılar, temize çıkarma, 
düzeltme ve kayıt tutmadan
											otantik hâle getirmeye,
											insanların kimliğini saptamaya kadar
											ticaretin her alanında
işlemlerini yürütmektedirler.
											Görünüşte iyi bir iş yapmaktadırlar.
											Ancak büyüyen sorunlar var.
									","
											Tout d'abord, ils sont centralisés.
											Ils peuvent être piratés
et ils le sont de plus en plus —
											JP Morgan, le gouvernement 
fédéral des États-Unis,
											LinkedIn, Home Depot et d'autres
											l'on appris à leurs dépens.
											Ils excluent des milliards de personnes
de l'économie mondiale,
											par exemple, les gens n'ayant pas 
suffisamment d'argent
											pour avoir un compte bancaire.
											Ils ralentissent les choses.
											Ça peut prendre une seconde à un e-mail
de faire le tour du monde,
											mais ça peut prendre 
des jours ou des semaines
											pour que de l'argent soit déplacé
dans le système bancaire d'une ville.
											Et ils prennent une grosse part —
											10% à 20% juste pour envoyer
de l'argent vers un autre pays.
											Ils capturent nos données
											que nous ne pouvons donc pas monétiser
											ou utiliser pour mieux gérer nos vies.
											Notre vie privée est compromise.
											Le plus gros problème
est que dans l'ensemble,
											ils se sont approprié les largesses
de l'ère numérique inégalement :
											il y a de la création de richesse, 
mais de plus en plus d'inégalité sociale.
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Para começar, são centralizados,
podem sofrer ataques informáticos
											e sofrem cada vez mais
— o JP Morgan, o Governo Federal dos EUA,
											o LinkedIn, o Home Depot e outros
descobriram-no da pior forma.
											Eles excluem milhares de milhões
de pessoas da economia global,
											por exemplo, pessoas sem dinheiro
suficiente para ter conta bancária.
											Eles atrasam as coisas.
											Num segundo, um correio eletrónico
pode cruzar o mundo,
											mas pode demorar dias ou semanas
											para o dinheiro viajar pelo sistema
bancário e cruzar uma cidade.
											E eles ficam com uma fatia grande
											— entre 10% e 20%,
só para enviar dinheiro para outro país.
											Eles recolhem os nossos dados,
											e não podemos monetizá-los,
											nem usá-los para melhorar as nossas vidas.
											A nossa privacidade está a ser abalada.
											E o maior problema é que, em geral,
											eles apropriaram-se da generosidade
da era digital, de forma assimétrica:
											temos criação de riqueza,
mas cada vez mais desigualdade social.
									","
											İlk sorun, merkezde toplanmaları.
											Bu da çökertilmeleri demek,
ki bunu yaşayanların sayısı artıyor.
											JP Morgan, Amerika Federal Hükûmeti,
											LinkedIn, Home Depot ve diğerleri
											bunu zor yoldan anladılar.
											Aracılar, milyarlarca insanı küresel
ekonominin dışında bırakıyor.
											Mesela, banka hesabı açacak kadar paraya
											sahip olmayan kişiler.
											İşleri yavaşlatıyorlar.
											Bir e-postanın dünyanın bir köşesine
ulaşması bir saniye alabilir
											ama paranın banka sistemiyle bir şehrin
											öteki ucuna ulaşması günler
veya haftalar alabilir.
											İşin büyük kârını alıyorlar—
											başka bir ülkeye gönderilen paranın
yüzde 10'dan 20'ye kadarını.
											Verilerimizi ele geçiriyorlar.
											Bu da o işten gelir elde edemeyiz
											veya hayatımızı daha iyi
yönetmek için kullanamayız demek.
											Mahremiyetimiz tehdit altında.
											En büyük sorun şu ki,
											genelde asimetrik olarak dijital çağın
cömertliğinden faydalanıyorlar.
											Varlık oluşumumuz mevcut
ama artan sosyal eşitsizlik var.
									","
											Et s'il n'y avait pas seulement
un internet de l'information,
											mais aussi un internet de la valeur —
											une sorte de registre 
vaste, global, distribué
											fonctionnant sur 
des millions d'ordinateurs
											et disponible pour tout le monde ;
											où chaque type d'actifs,
de l'argent à la musique,
											pourrait être entreposé, déplacé, 
traité, échangé et géré,
											tout cela sans intermédiaires puissants ?
											Et s'il y avait un support natif
pour la valeur ?
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											E se houvesse, não só
uma Internet da informação,
											mas também uma Internet do valor
											— uma espécie de registo contabilístico
vasto, global e distribuído,
											a correr em milhões de computadores
											e disponível para todos?
											E onde todos os tipos de ativos,
do dinheiro à música,
											pudessem ser armazenados, movidos,
transacionados, trocados e administrados,
											sem estes intermediários poderosos?
											E se existisse um meio nativo
para o valor?
									","
											Peki ya sadece bilgi anlamında
internet olmasaydı,
											değer anlamında internet olsaydı —
											yani milyonlarca bilgisayarda çalışan
											büyük, küresel dağıtılmış muhasebe defteri
											herkesin kullanımına açık olsaydı.
											Paradan müziğe her türlü mal varlığı,
											güçlü aracıların yardımı olmadan
											kaydedilebilse, taşınabilse, işlem
görebilse, takas edilse ve yönetilseydi?
											Ya değer anlamında
bağımsız bir ortam olsaydı?
									","
											Eh bien, en 2008,
l'industrie financière s'est écrasée
											et, peut-être de manière propice,
											une - ou plusieurs - personne inconnue
nommée Satoshi Nakamoto
											a créé un document où il a développé
un protocole pour une monnaie numérique
											qui utilise une crypto-monnaie 
sous-jacente appelée Bitcoin.
											Cette crypto-monnaie a permis aux gens 
d'établir la confiance
											et faire des transactions sans tiers.
											Cet acte apparemment simple
a fait une étincelle
											qui a enflammé le monde,
											qui a passionné, terrifié
ou intéressé tout le monde
											dans de nombreux endroits.
											Ne vous méprenez pas 
à propos de Bitcoin —
											Bitcoin est un actif ; 
il monte et descend,
											et cela devrait vous intéresser
si vous êtes un spéculateur.
											Plus généralement, 
c'est une crypto-monnaie.
											Ça n'est pas une monnaie fiduciaire
contrôlée par un État.
											C'est d'un intérêt plus grand.
											Mais le plus important
est la technologie sous-jacente.
											Elle est appelée « chaîne de blocs », 
ou « blockchain ».
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Bem, em 2008, a indústria financeira 
entrou em colapso
											e, talvez oportunamente,
											uma pessoa ou grupo de pessoas anónimas,
intitulado Satoshi Nakamoto,
											criou um artigo onde desenvolveu
o protocolo para um dinheiro digital
											com uma criptomoeda subjacente,
a moeda de bits chamada BitCoin.
											Esta criptomoeda permitiu estabelecer
confiança entre pessoas e fazer transações
											sem o envolvimento de terceiros.
											Este ato, aparentemente simples,
lançou uma faísca
											que incendiou o mundo
											e está a entusiasmar, aterrorizar
ou interessar toda a gente
											em muitos sítios.
											Não se equivoquem quanto à BitCoin —
											a BitCoin é um ativo;
o seu valor sobe e desce,
											e isso deve interessar-vos
se forem especuladores.
											De forma mais geral, é uma criptomoeda.
											Não é papel-moeda,
controlado por uma nação.
											E isto é muito mais interessante.
											Mas a verdadeira atração
é a tecnologia que a alicerça.
											Chama-se cadeia de blocos.
									","
											2008'de finansal endüstri çöktü
											ve belki de buna uygun olarak,
											Satoshi Nakamoto isimli kimliği
bilinmeyen kişi veya kişiler
											adına sanal para denilen temelinde
şifre para birimi kullanan
											dijital nakit için bir protokol
geliştirdiği bir kâğıt yarattı.
											Bu şifreli para birimi üçüncü
tarafa ihtiyaç duymaksızın insanların
											güvenle işlem yapmasını sağladı.
											Görünüşte basit olan bu eylem,
dünyayı tutuşturan
											bir kıvılcımı ateşledi.
											Bu durum herkesi heyecanlandırdı
veya dehşete düşürdü veya ilgilendirdi.
											Birçok yerde durum buydu.
											Kafanız Bitcoin hakkında karışmasın.
											Sanal para bir mal varlığıdır;
iner ve çıkar.
											Eğer borsacıysanız,
ilgi alanınızda olmalıdır.
											Daha genel anlamda,
şifreli para birimidir.
											Bir ulus devlet tarafından kullanılan
resmi para birimi değildir.
											Ondan daha faydalıdır.
											Fakat buradaki vurucu nokta,
onun altında yatan teknolojidir.
											Buna blok zinciri deniyor.
									","
											Ainsi, pour la première fois
dans l'histoire humaine,
											les gens du monde entier
peuvent se faire confiance
											et faire des transactions pair-à-pair.
											La confiance est établie,
non par une grande institution,
											mais par la collaboration, 
par la cryptographie
											et par un code intelligent.
											Et parce que la confiance
est incluse dans la technologie,
											j'appelle cela
« le protocole de la confiance ».
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Pela primeira vez
na história da humanidade,
											pessoas em todo o mundo
podem confiar umas nas outras
											e fazer transações diretas,
ponto a ponto.
											A confiança não é estabelecida
por uma grande instituição,
											mas sim pela colaboração,
pela criptografia
											e alguma programação inteligente.
											E porque a confiança
está embutida na tecnologia,
											chamo-lhe ""O Protocolo da Confiança"".
									","
											Şu an insanlık tarihinde ilk kez,
											her yerdeki insanlar birbirine
güven duyabilir
											ve birebir işlem yapabilir.
											Güven büyük kurumlar aracılığıyla değil,

											iş birliğiyle, şifreleme ile,
											bir çeşit akıllı kodlama ile
oluşturuluyor.
											Teknolojide güven olması
gerektiği için,
											ben buna ""Güven Protokolü""
adını veriyorum.
									","
											Vous vous demandez probablement
comment ce truc fonctionne.
											Très bien.
											Les actifs, les actifs numériques tels que
l'argent, la musique et tout le reste
											ne sont pas stockés
dans un endroit central
											mais distribués
dans un registre global,
											utilisant le plus haut niveau 
de cryptographie.
											Et quand une opération est effectuée,
											elle est publiée mondialement,
											à travers des millions 
et des millions d'ordinateurs.
											Et là-bas, dans le monde entier,
											il y a un groupe de gens 
appelés « mineurs ».
											Ce ne sont pas des jeunes,
ce sont des mineurs de Bitcoin.
											Ils ont un pouvoir de calcul énorme 
à portée de main —
											10 à 100 fois plus grand 
que tout Google dans le monde entier.
											Ces mineurs font beaucoup de travail.
											Toutes les 10 minutes,
											un peu comme le rythme
cardiaque d'un réseau,
											un bloc est créé
											qui possède toutes les transactions
des 10 minutes précédentes.
											Ensuite, les mineurs essaient 
de résoudre certains problèmes difficiles.
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Provavelmente estão a pensar:
""Como é que isso funciona""?
											Muito bem.
											Os ativos — ativos digitais, como
dinheiro, música e tudo o resto —
											ficam, não num repositório central,
											mas distribuídos num registo
contabilístico global,
											que usa a mais sofisticada criptografia.
											Quando ocorre uma transação,
											ela é publicada globalmente,
											para milhões e milhões de computadores.
											Pelo mundo fora,
											há um grupo de pessoas
designadas ""mineiros"".
											São mineiros de BitCoins.
											Têm uma enorme capacidade
de computação disponível
											— entre 10 a 100 vezes maior
do que a Google inteira no mundo.
											Estes mineiros fazem muito trabalho.
											A cada 10 minutos,
											como o sinal de controlo numa rede,
											é criado um bloco
											que contém todas as transações
dos 10 minutos anteriores.
											Os mineiros começam a trabalhar,
a tentar resolver uns problemas difíceis.
									","
											Şimdi sanırım bu nasıl
çalışıyor diye merak ediyorsunuz.
											Bu da gayet doğal.
											Paradan müziğe her türlü
dijital mal varlığı,
											merkezi bir yerde depolanmıyor,
											bunun yerine küresel
bir hesap defteri üzerinden
											şifrelemenin en yüksek
seviyesi ile dağıtılıyorlar.
											Bir işlem yapıldığında,
											bu işlem küresel olarak milyonlarca
											ama milyonlarca bilgisayar
üzerinde yayınlanıyor.
											Dünya üzerinde ""madenci""
											ismiyle anılan bir grup insan var.
											Bunlar genç insanlar,
sanal para madencileri.
											Parmaklarının ucunda inanılmaz
bir hesaplama gücü var.
											Dünya çapındaki Google'dan
10 kat, 100 kat daha büyük.
											Bu madenciler çok fazla iş yapıyorlar.
											Her 10 dakikada bir,
											tıpkı bir ağın kalp atışı gibi,
											önceki 10 dakikadaki tüm işlemlere sahip
											yeni bir blok oluşturuluyor.
											Sonra madenciler, bazı zor
sorunları çözmek için işe koyuluyorlar.
									","
											Ils sont en concurrence :
											le premier mineur à découvrir la vérité
et à valider le bloc,
											est récompensé en monnaie numérique,
											dans le cas de la blockchain Bitcoin, 
avec du Bitcoin.
											Et puis — c'est le plus important —
											ce bloc est relié au bloc précédent
											et le bloc d'avant
											pour créer une chaîne de blocs.
											Et chaque bloc est horodaté,
											un peu comme avec 
un sceau de cire numérique.
											Donc, si je voulais pirater un bloc
											et, disons, vous payer vous
et vous avec le même argent,
											je devrais pirater ce bloc,
											plus tous les blocs précédents,
											toute l'histoire du commerce
sur cette blockchain,
											pas seulement sur un ordinateur
mais sur des millions d'ordinateurs,
											en même temps,
											tout en utilisant
les niveaux de cryptage les plus élevés,
											à la lumière de la plus puissante
ressource informatique du monde
											qui me surveille.
											Difficile à faire.
											Ce système est infiniment plus sûr
											que les systèmes d'ordinateurs
utilisés aujourd'hui.
											La blockchain. 
Voilà comment cela fonctionne.
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											Em competição:
											o primeiro mineiro que descobrir a verdade
e validar o bloco,
											é premiado em moeda digital.
											Numa cadeia de blocos BitCoin,
recebem BitCoins.
											Depois — e este é o fator chave —
											esse bloco é ligado ao bloco anterior
											e ao anterior
											para criar uma cadeia de blocos.
											Cada bloco é datado,
leva um carimbo digital.
											Por isso, para eu piratear um bloco
											e pagar a duas pessoas
usando o mesmo dinheiro,
											teria de piratear aquele bloco,
											e todos os blocos precedentes,
											o historial completo do comércio
naquela cadeia de blocos,
											não apenas num computador
mas em milhões de computadores,
											em simultâneo,
											todos com a mais sofisticada encriptação,
											à luz do recurso computacional
mais poderoso do mundo
											que me está a observar.
											Seria difícil.
											Isto é infinitamente mais seguro
											do que os sistemas informáticos
que temos hoje.
											É assim que funciona a cadeia de blocos.
									","
											Rekabet ediyorlar
											ve gerçek olanı bularak bloğu
tasdik eden ilk madenciye
											dijital para birimi ile ödeme yapılıyor,
											blok zinciri durumunda
ve sanal para birimiyle.
											Daha sonra —ki buradaki
kilit nokta bu—
											o blok bir öncekine bağlanıyor
											ve o da önceki bloğa
											bir blok zinciri oluşturmak
için ekleniyor.
											Herkes zaman anlamında damgalı,
											tıpkı dijital mumlu bir mühür gibi.
											Yani ben gidip de bir bloğu
çökertmek istersem
											ve diyelim ki size aynı
parayla ödeme yapıyorum,
											o blokla birlikte öncekileri de

											çökertmek zorunda kalırdım.
											O blok zinciri üzerindeki
tüm ticari tarihçe,
											sadece bir bilgisayar değil
milyonlarca bilgisayar
											eş zamanlı olarak,
											hepsi de en gelişmiş şifreleme
seviyelerini kullanarak
											dünyadaki en güçlü hesaplama
kaynağının ışığında
											beni izliyor.
											Bunu yapmak zor.
											Bu sistem, bugün sahip olduğumuz
											tüm bilgisayar sistemlerinden
çok daha güvenli.
											Blok zinciri. İşte böyle çalışıyor.
									","
											La blockchain Bitcoin 
est juste un exemple.
											Il y a plein d'autres.
											La blockchain Ethereum a été développée
par un Canadien nommé Vitalik Buterin.
											Il a [22] ans
											et cette blockchain
a des capacités extraordinaires.
											L'une d'elles est la création
de contrats intelligents.
											L'expression parle d'elle-même.
											C'est un contrat qui s'auto-exécute
											et le contrat gère l'application,
la gestion, la performance
											et le paiement — le contrat a un genre 
de compte bancaire, aussi, dans un sens —
											des accords entre des personnes.
											Et aujourd'hui, 
sur la blockchain Ethereum,
											il y a des projets en cours
pour tout faire :
											de créer un nouveau remplacement
pour le marché boursier
											à créer un nouveau modèle de démocratie,
											où les politiciens sont tenus 
responsables devant les citoyens.
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											A cadeia de blocos BitCoin
é só uma entre muitas.
											A cadeia de blocos Ethereum
foi criada pelo canadiano Vitalik Buterin.
											Ele tem 22 anos de idade,
											e esta cadeia de blocos
tem algumas capacidades extraordinárias.
											Uma delas é poder criar
contratos inteligentes.
											Um contrato destes faz tudo.
											É um contrato que se autoexecuta,
											e lida com a aplicação, gestão,
desempenho e pagamento
											— o contrato também tem
uma conta bancária, em certo sentido —
											do que foi acordado entre pessoas.
											E hoje, na cadeia de blocos Ethereum,
											há projetos em andamento para fazer tudo,
											desde criar um substituto
para o mercado de ações,
											a criar um novo modelo de democracia,
											que responsabiliza os políticos
perante os cidadãos.
									","
											Yani sanal para, blok zincirinin
sadece bir tanesi.
											Daha bir sürü var.
											Etheryum blok zincirini, Vitalik Buterin
isimli bir Kanadalı geliştirdi.
											Bu kişi, [22] yaşında
											ve bu blok zincirinin alışılmadık
bazı yetenekleri mevcut.
											Bunlardan biri, akıllı anlaşmalar
yapmanızı sağlaması.
											Yani duyduğunuz şekilde.
											Kendi kendini düzenleyen bir kontrat.
											İcra, yönetim, performans
ve ödeme işlerini halleden,
											içinde de bir nevi banka hesabı olan
											insanlar arasındaki bir sözleşme.
											Bugün, Etheryum blok zincirinde,
											her şeyi yapmak için devam eden
projeleri var,
											borsa için yeni bir ikame yaratmaktan,

											politikacıların vatandaşlara karşı

											sorumlu olduğu yeni bir demokratik
model yaratmaya kadar her şey.
									","
											(Applaudissements)
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											Donc, pour comprendre 
quel changement radical cela va apporter,
											considérons une industrie :
les services financiers.
											Vous reconnaissez cela ?
											Une machine de Rube Goldberg.
											C'est une machine ridiculement compliquée
qui fait des choses très simples,
											comme casser un oeuf ou fermer une porte.
											Eh bien, ça me rappelle un peu 
l'industrie des services financiers,
											franchement.
											Je veux dire, vous utilisez votre carte
au magasin du coin
											et un débit de données passe
par une dizaine d'entreprises,
											chacune ayant 
son propre système informatique,
											pour certains datant des années 70,
											plus âgés que de nombreuses personnes
dans cette salle,
											et trois jours plus tard, 
un règlement se produit.
											Eh bien, avec un secteur financier
basé sur la blockchain,
											il n'y aurait pas de règlement
											parce que le paiement et le règlement
sont la même activité,
											c'est juste un changement 
dans le registre.
											Alors à Wall Street 
et dans le monde entier,
											l'industrie financière
est très tourmentée à ce sujet,
											se demandant s'ils peuvent être remplacés
											ou comment utiliser
cette technologie à leur avantage.
									",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
"
","
","
",How the blockchain is changing money and business,Don Tapscott,18:49,"business,collaboration,computers,data,economics,future,innovation,Internet,privacy,security,society,software,technology,trust,blockchain,cryptocurrency"
