pt,en,fr,title,speaker,duration,tags
"
											Mas, nós somos apenas uma empresa,
											e isto é só arranhar a superfície.
											Vinte por cento da electricidade
nas casas é desperdiçada.
											Quando digo desperdiçada,
não estou a dizer
											que as pessoas têm lâmpadas ineficientes.
											Pode ser que tenham.
											Estou a dizer que deixamos
as luzes acesas em quartos vazios
											e deixamos o ar condicionado ligado
quando ninguém está em casa.
											São 40 mil milhões de dólares
por ano desperdiçados
											em electricidade que não contribui
para o nosso bem-estar,
											mas contribui
para a alteração climática.
											São 40 mil milhões de dólares
											todos os anos apenas nos EUA.
											É metade do nosso consumo
de carvão, aqui mesmo.
									","
											But we're just one company, and this is just
											scratching the surface.
											Twenty percent of the electricity in homes is wasted,
											and when I say wasted, I don't mean that people have
											inefficient lightbulbs. They may.
											I mean we leave the lights on in empty rooms,
											and we leave the air conditioning on when nobody's home.
											That's 40 billion dollars a year wasted
											on electricity that does not contribute to our well-being
											but does contribute to climate change.
											That's 40 billion — with a B —
											every year in the U.S. alone.
											That's half our coal usage right there.
									","
											Mais nous ne sommes qu'une compagnie
et nous ne faisons
											qu'effleurer la surface.
											20% de l'électricité
dans les maisons est gaspillée,
											quand je dis gaspillée, 
je ne dis pas que les gens ont
											des ampoules inefficaces. 
C'est possible.
											Je dis que nous laissons les lumières allumées
dans les pièces vides
											et nous laissons la climatisation allumée
quand personne n'est là.
											Ça fait 40 milliards de dollars par an gaspillés
											pour de l'électricité qui ne contribue
pas à notre confort,
											mais qui contribue au changement climatique.
											C'est 40 milliards de dollars (et pas millions)
											chaque année rien qu'aux États-Unis.
											C'est la moitié de 
notre consommation de charbon.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Felizmente, alguns dos melhores
cientistas de materiais do mundo
											estão a tentar substituir o carvão
por recursos sustentáveis como estes.
											e isto é fantástico e essencial.
											Mas, o recurso mais ignorado
											que nos conduzirá a um futuro energético
sustentável, não está neste diapositivo.
											Está nesta sala. 
São vocês, sou eu.
											E nós podemos aproveitar este recurso,
											sem uma nova ciência dos materiais,
											apenas aplicando a ciência comportamental.
											Podemos fazê-lo hoje,
sabemos que funciona,
											e irá poupar-nos dinheiro imediatamente.
									","
											Now thankfully, some of the world's best material scientists
											are looking to replace coal with sustainable resources
											like these,
											and this is both fantastic and essential.
											But the most overlooked resource to get us
											to a sustainable energy future, it isn't on this slide.
											It's in this room. It's you, and it's me.
											And we can harness this resource
											with no new material science
											simply by applying behavioral science.
											We can do it today, we know it works,
											and it will save us money right away.
									","
											Heureusement, quelques uns 
des meilleurs scientifiques mondiaux
											travaillent à remplacer le charbon 
par des ressources durables
											comme celles-ci.
											Et c'est à la fois fantastique et essentiel.
											Mais la ressource la plus sous-évaluée
pour nous amener
											vers un avenir énergétique durable
n'est pas sur cette diapositive.
											Elle est dans cette salle.
C'est vous et moi.
											Et nous pouvons exploiter cette ressource
											sans avancée scientifique matérielle
											simplement en appliquant 
la science comportementale.
											Nous pouvons le faire aujourd'hui. 
Nous savons que ça fonctionne.
											Et ça économisera immédiatement de l'argent.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Então do que é que estamos à espera?
											Na maioria dos casos, a regulamentação
dos serviços públicos de energia
											não mudou muito desde Thomas Edison.
											Os serviços públicos 
são recompensados
											quando os consumidores 
desperdiçam energia.
											Eles deviam ser recompensados por
ajudar os consumidores a poupá-la.
									","
											So what are we waiting for?
											Well, in most places, utility regulation
											hasn't changed much since Thomas Edison.
											Utilities are still rewarded when their customers
											waste energy.
											They ought to be rewarded for helping their customers save it.
									","
											Donc qu'attendons-nous ?
											Dans la plupart des endroits, 
la réglementation de distribution énergétique
											n'a pas beaucoup changé 
depuis Thomas Edison.
											Les fournisseurs d'énergie sont 
toujours récompensés quand leurs clients
											gaspillent de l'énergie.
											Ils devraient être récompensés 
pour aider leurs clients à l'économiser.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Mas esta história é muito mais
do que consumo de energia doméstico.
											Vejamos o Prius.
											É eficiente, não só porque a Toyota
investiu na ciência dos materiais,
											mas porque investiu
na ciência comportamental.
											O painel de instrumentos
mostra a energia
											que se está a poupar 
em tempo real.
											O antigos demónios da velocidade
											passam a conduzir
como avozinhas cautelosas.
									","
											But this story is much more than about household energy use.
											Take a look at the Prius.
											It's efficient not only because Toyota invested in material science
											but because they invested in behavioral science.
											The dashboard that shows drivers how much energy
											they're saving in real time
											makes former speed demons
											drive more like cautious grandmothers.
									","
											Mais cette histoire dépasse 
les consommations énergétiques domestiques.
											Regardez la Prius.
											Elle est efficace non seulement parce que 
Toyota a investi dans la science matérielle,
											mais parce qu'ils ont également investi
dans la science comportementale.
											Le tableau de bord, 
qui montre au conducteur la quantité d'énergie
											économisée en temps réel,
											fait conduire les anciens fous du volant
											comme de prudentes grand-mères.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											O que nos traz de novo a Harriet.
											Conhecemo-la nas nossas
férias em família.
											Ela quis conhecer a minha filha
											e ficou encantada por saber
que o nome da minha filha
											também era Harriet.
											Perguntou em que é que eu trabalhava.
											Disse-lhe que ajudava empresas de energia
a poupar energia.
											Os olhos dela iluminaram-se.
									","
											Which brings us back to Harriet.
											We met her on our first family vacation.
											She came over to meet my young daughter,
											and she was tickled to learn that my daughter's name
											is also Harriet.
											She asked me what I did for a living,
											and I told her, I work with utilities
											to help people save energy.
											It was then that her eyes lit up.
									","
											Ce qui nous ramène à Harriet.
											Nous l'avons rencontrée 
lors de nos premières vacances en famille.
											Elle est venue pour rencontrer mon bébé,
											et elle a été touchée d'apprendre 
que le prénom de ma fille
											est aussi Harriet.
											Elle m'a demandé
ce que je faisait pour vivre.
											Je lui ai répondu que je travaille
avec des fournisseurs d'énergie
											pour aider les gens à économiser l'énergie.
											C'est alors que ses yeux 
se sont mis à briller.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Olhou para mim, e disse:
											""Você é a pessoa
com quem preciso de falar.
											""Há duas semanas, recebemos uma carta
											""da nossa companhia de energia.
											""Dizia que nós estávamos a consumir 
o dobro da energia dos nosso vizinhos.""
											(Risos)
											""E nas últimas duas semanas,
só pensamos,
											""falamos, e até discutimos,
											""no que devemos fazer
para poupar energia.
											""Nós fizemos tudo o que
a carta dizia para fazermos,
											""e mesmo assim, eu sei
que deve haver mais.
											""Agora que estou aqui
com um verdadeiro perito, diga-me:
											""O que devo fazer para poupar energia?""
									","
											She looked at me, and she said,
											""You're exactly the person I need to talk to.
											You see, two weeks ago, my husband and I got a letter
											in the mail from our utility.
											It told us we were using twice as much energy as our neighbors.""
											(Laughter)
											""And for the last two weeks, all we can think about,
											talk about, and even argue about,
											is what we should be doing to save energy.
											We did everything that letter told us to do,
											and still I know there must be more.
											Now I'm here with a genuine expert.
											Tell me. What should I do to save energy?""
									","
											Elle m'a regardé et a dit :
											« Vous êtes exactement la personne 
à qui je dois parler.
											Vous voyez, il y a 2 semaines, 
mon mari et moi avons reçu une lettre
											de notre fournisseur d'énergie.
											Elle disait que nous utilisions 
2 fois plus d'énergie que nos voisins. »
											(Rires)
											« Et ces deux dernières semaines, 
tou ce à quoi nous pensons,
											ce dont nous parlons, et même 
ce pourquoi nous nous disputons,
											c'est ce que nous devons faire 
pour économiser l'énergie.
											Nous avons fait tout ce que 
cette lettre nous a dit de faire
											et pourtant je sais 
qu'il y a certainement plus à faire.
											Maintenant, je suis avec un vrai expert.
											Dites-moi : que dois-je faire 
pour économiser l'énergie ? »
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Há muitos peritos que podem
responder à pergunta da Harriet.
											O meu objectivo é garantir
											que estamos todos a fazer esta pergunta.
									","
											There are many experts who can help answer Harriet's question.
											My goal is to make sure
											we are all asking it.
									","
											Il y a de nombreux experts
pour répondre à la question d'Harriet.
											Mon but est de m'assurer
											que nous la posons tous
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											Obrigado.
									","
											Thank you.
									","
											Merci.
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
"
","
","
",How behavioral science can lower your energy bill,Alex Laskey,8:11,"behavioral economics,energy,psychology,electricity"
