en,tr,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											Despite this diversity, we classify 
leukocytes in two main cellular groups,
											which coordinate a two-pronged attack.
											First, phagocytes trigger 
the immune response
											by sending macrophages 
and dendritic cells into the blood.
											As these circulate, they destroy
any foreign cells they encounter,
											simply by consuming them.
											That allows phagocytes to identify
											the antigen on the invaders 
they just ingested
											and transmit this information 
to the second major cell group
											orchestrating the defense,
											the lymphocytes.
									","
											Bu çeşitliliğe rağmen lökositleri
iki çatal dişli saldırıyı yöneten
											iki temel hücre grubuna ayırıyoruz.
											Birincisi kana makrofaj
ve dentrik hücreler göndererek
											bağışıklık sistemini 
harekete geçiren fagositler.
											Bunlar dolaşım halindeyken
karşılaştıkları her yabancı hücreyi
											sadece kullanarak yok ederler.
											Bu süreç fagositlerin
											kullandıkları istilacı unsurun 
antijenini tanımlamasını
											ve bu bilgiyi 
savunmayı düzenleyen
											ikinci temel hücre grubuna iletir,
											yani limpositlere.
									","
											Apesar desta diversidade,
											classificamos os leucócitos
em dois grupos celulares principais
											que coordenam um duplo ataque.
											Primeiro, os fagócitos desencadeiam
a reação imunitária,
											enviando macrófagos
e células dendríticas para o sangue.
											Estes, enquanto circulam, destroem
quaisquer células estranhas que encontrem,
											consumindo-as simplesmente.
											Isso permite que os fagócitos identifiquem
											o antigénio dos invasores
que acabam de ingerir
											e transmitam esta informação 
para o segundo importante grupo de células
											que orquestram a defesa,
											os linfócitos.
									","
											Malgré leur diversité, il y a deux groupes
cellulaires principaux de leucocytes
											qui mènent bataille
sur deux fronts différents.
											D'abord, les phagocytes déclenchent
la réponse immunitaire
											en envoyant des macrophages et 
des cellules dendritiques dans le sang.
											En circulant, ces dernières détruisent
tout corps étranger qu'elles rencontrent,
											simplement en les ingérant.
											Cela permet aux phagocytes d'identifier
											l'antigène associé aux intrus
qu'elles viennent d'absorber
											et de transmettre cette information
au second groupe de cellules important
											pour orchestrer la défense,
											les lymphocytes.
									","
											Wir unterteilen Leukozyten
in zwei große Zellgruppen,
											die eine duale Attacke koordinieren.
											Phagozyten lösen zunächst
eine Immunreaktion aus,
											indem sie Makrophagen
und dendritische Zellen ins Blut schicken.
											Diese zerstören alle fremde Zellen,
auf die sie treffen,
											indem sie diese verzehren.
											Das erlaubt Phagozyten,
die Antigene der Angreifer zu erkennen,
											die sie gerade verschlungen haben,
											und die Information
an die zweite Gruppe weiterzuleiten,
											die die Verteidigung organisiert:
											die Lymphozyten.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											A group of lymphocyte cells called T-cells
go in search of infected body cells
											and swiftly kill them off.
											Meanwhile, B-cells and helper T-cells
											use the information gathered 
from the unique antigens
											to start producing special proteins 
called antibodies.
											This is the pièce de résistance:
											Each antigen has a unique, matching 
antibody that can latch onto it
											like a lock and key,
											and destroy the invading cells.
											B-cells can produce millions of these,
											which then cycle through the body 
and attack the invaders
											until the worst of the
threat is neutralized.
									","
											T hücresi denilen bir grup limposit hücre
onları öldürmek için
											enfekte vücut hücrelerini arar.
											Bu esnada B hücresi ve yardımcı T hücresi
											antikor denilen özel proteinleri
üretmeye başlamak için
											eşsiz antijenlerden edindiği
bilgileri kullanır.
											En önemli unsur bu aşamadır.
											Her antijenin yalnızca kendisiyle eşleşen 
bir antikoru vardır,
											tıpkı kilit ve anahtar gibi,
											bu şekilde yabancı hücreleri yok ederler.
											B hücreleri bunlardan 
milyonlarca üretebilir,
											sonra bu antikorlar vücudu dolaşarak
en kötü tehdit
											ortadan kalkana kadar
istilacı maddelere saldırırlar.
									","
											Um grupo de linfócitos, chamados células T
procuram as células corporais infetadas
											e rapidamente eliminam-nas.
											Entretanto, as células B 
e as células T de ajuda
											usam as informações reunidas
a partir dos antigénios
											para começarem a produzir
proteínas especiais, chamadas anticorpos.
											Esta é a ""pièce de résistance"".
											Cada antigénio tem um único anticorpo
adequado que pode travá-lo
											tal como uma fechadura e a sua chave
											e destruir as células invasoras.
											As células B produzem milhões deles
											que depois circulam pelo corpo
e atacam os invasores
											até que o pior da ameaça
seja neutralizado.
									","
											Un groupe de lymphocytes, les cellules T,
recherchent alors les cellules infectées
											et les exterminent rapidement.
											Pendant ce temps, les cellules B
et les cellules T auxiliaires
											utilisent l'information réunie
à partir de cet antigène unique
											pour commencer la production de protéines
spéciales appelées des anticorps.
											C'est la partie la plus remarquable :
											chaque antigène correspond à un unique
anticorps, qui s'imbrique parfaitement
											comme une clé dans une serrure,
											et détruit les cellules intruses.
											Les cellules B peuvent
en produire des millions,
											qui patrouillent ensuite dans le corps
et attaquent les intrus
											jusqu'à ce que le plus gros
de la menace soit neutralisé.
									","
											Eine Gruppe Lymphozyten, die T-Zellen,
suchen nach infizierten Körperzellen
											und töten diese schnell ab.
											Wärenddessen nutzen B-Zellen
und T-Helferzellen die Information,
											die von den einzigartigen Antigenen
gesammelt wurde,
											um spezielle Proteine
zu produzieren: die Antikörper.
											Das ist das Meisterstück:
											Jedes Antigen hat einen einzigartigen
Antikörper, der an es andocken kann,
											wie Schloss und Schlüssel,
											und die Angreiferzellen zerstören kann.
											B-Zellen können Millionen
von ihnen erschaffen,
											die durch den Körper zirkulieren
und Eindringlinge angreifen,
											bis die größte Bedrohung beseitigt ist.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											While all of this is going on, 
familiar symptoms,
											like high temperatures and swelling,
											are actually processes designed 
to aid the immune response.
											A warmer body makes it harder for bacteria
and viruses to reproduce and spread
											because they’re temperature-sensitive.
											And when body cells are damaged,
											they release chemicals that make fluid
leak into the surrounding tissues,
											causing swelling.
											That also attracts phagocytes,
											which consume the invaders
and the damaged cells.
									","
											Tüm bunlar olup biterken
aşina olduğumuz
											yüksek ateş ve şişme gibi semptomlar
											aslında bağışıklık sisteminin tepkisine
yardım etmek için ortaya çıkmaktadır.
											Daha sıcak vücut bakteri ve virüslerin
üreyip yayılmasını zorlaştırır
											çünkü bunlar yüksek ısıya dayanıksızdır.
											Vücut hücreleri zarar gördüğünde,
											hasar çevresindeki dokular içine
sıvı akmasını sağlayan bir madde yayarlar,
											bu da şişmeye yol açar.
											Bu ayrıca istilacı madde
											ve hasarlı hücreleri kullanan
fagositleri de çeker.
									","
											Enquanto tudo isto se passa,
sintomas familiares,
											como altas temperaturas e inchaços
											são procedimentos destinados
a ajudar a reação imunitária.
											Um corpo mais quente torna mais difícil
											que as bactérias e os vírus
se reproduzam e se espalhem
											porque são sensíveis às temperaturas.
											Quando as células corporais
ficam danificadas,
											libertam químicos que fazem os fluidos
escorrerem para os tecidos vizinhos,
											provocando inchaços.
											Isso também atrai os fagócitos
											que consomem os invasores
e as células danificadas.
									","
											Pendant ce temps, des symptômes familiers,
											comme de la fièvre ou des gonflements,
											sont en fait des processus destinés
à aider la réponse immunitaire.
											Une température élevée rend plus difficile
la propagation des bactéries et virus
											car ils sont sensibles à la température.
											Et lorsque des cellules sont touchées,
elles libèrent des substances
											entraînant un écoulement de fluides 
dans les tissus voisins.
											Cela cause des gonflements,
											et attire les phagocytes,
											qui ingèrent les intrus
et les cellules touchées.
									","
											Während dieses Prozesses
gibt es ähnliche Symptome,
											wie erhöhte Temperatur und Schwellungen,
											die so gestaltet sind, dass sie
Immunreaktionen unterstützen.
											Ein wärmerer Körper erschwert,
dass sich Bakterien und Viren verbreiten,
											weil diese temperaturempfindlich sind.
											Wenn Körperzellen beschädigt werden,
											setzen sie Stoffe frei, die Flüssigkeit
in angrenzendes Gewebe einlagert:
											Eine Schwellung entsteht.
											Diese zieht auch Phagozyten an,
											die die Eindringlinge
und beschädigten Zellen fressen.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											Usually, an immune response 
will eradicate a threat within a few days.
											It won’t always stop you from getting ill,
but that’s not its purpose.
											Its actual job is to stop a threat
											from escalating to dangerous 
levels inside your body.
											And through constant 
surveillance over time,
											the immune system 
provides another benefit:
											it helps us develop long-term immunity.
											When B- and T-cells identify antigens,
											they can use that information 
to recognize invaders in the future.
											So, when a threat revisits, the cells
can swiftly deploy the right antibodies
											to tackle it before it affects 
any more cells.
											That’s how you can develop immunity 
to certain diseases, like chickenpox.
									","
											Genellikle bağışıklık sistemi
bir tehditi birkaç gün içinde yok eder.
											Her zaman hasta olmanızın önüne geçemez
ama amacı zaten bu değildir.
											Asıl amacı bir tehditin
											vücudunuzda tehlikeli boyutlara
ulaşmasını durdurmaktır.
											Zaman içinde bu sürekli
gözetim sayesinde
											bağışıklık sistemi
başka bir fayda daha sunar:
											uzun süreli bağışıklık 
kazanmamıza yardım eder.
											B ve T hücreleri antijenleri algıladığında
											bu bilgiyi gelecekte yabancı maddeleri
tanımakta kullanabilirler.
											Aynı tehdit tekrar söz konusu olduğunda
hücreler aynı antikoru yeniden kullanarak
											tehdit daha fazla hücreyi etkilemeden
üstesinden gelirler.
											Kızamık gibi belli hastalıklara
bu şekilde bağışıklık kazanırsınız.
									","
											Normalmente, uma reação imunitária
erradicará uma ameaça em poucos dias.
											Nem sempre impedirá que adoeçamos
mas não é esse o seu objetivo.
											A sua função é deter uma ameaça
											de atingir níveis perigosos
no interior do nosso corpo.
											Através duma vigilância permanente,
ao longo do tempo,
											o sistema imunitário
proporciona outro benefício:
											ajuda-nos a desenvolver
imunidade a longo prazo.
											Quando as células B e T
identificam antigénios,
											podem usar essa informação
para reconhecer futuros invasores.
											Assim, quando uma ameaça reaparece,
											as células podem arranjar rapidamente
os anticorpos certos
											para a deter, antes de ela
afetar mais células.
											É assim que podemos criar imunidade
a certas doenças, como a varicela.
									","
											En général, la réponse immunitaire détruit
une menace en quelques jours.
											Elle n'empêche pas de tomber malade, 
mais ce n'est pas son but.
											Son vrai travail est d'empêcher une menace
											de devenir dangereuse pour votre corps.
											Et grâce à une surveillance
constante au fil du temps,
											le système immunitaire
comporte un autre avantage :
											il nous aide à développer une réponse 
immunitaire sur le long terme.
											Quand des cellules B et T
identifient des antigènes,
											elles peuvent utiliser ces informations
dans le futur pour reconnaître des intrus.
											Quand un intrus revient, les cellules
déploient vite les anticorps appropriés
											pour les combattre avant 
qu'ils n'affectent d'autres cellules.
											C'est ainsi que l'on acquiert une immunité
contre des maladies comme la varicelle.
									","
											Eine Immunreaktion rottet eine Krankheit
normalerweise innerhalb weniger Tage aus.
											Das verhindert nicht immer eine Krankheit,
doch das ist auch nicht ihre Absicht.
											Ihre Absicht ist, eine Bedrohung
daran zu hindern,
											ein gefährliches Ausmaß
in deinem Körper anzunehmen.
											Durch die ständige Überwachung
im Laufe der Zeit
											hat das Immunsystem
noch einen anderen Vorteil:
											Es hilft uns bei der Entwicklung
einer Langzeitimmunität.
											Wenn B- und T-Zellen
Antigene identifizieren,
											können sie diese Information nutzen,
um zukünftige Eindringlinge zu erkennen.
											Kehrt eine Bedrohung zurück, können Zellen
rasch richtige Antikörper einsetzen,
											um sie anzugreifen,
bevor sie weitere Zellen betrifft.
											So kann man immun gegen
Krankheiten wie Windpocken werden.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											It doesn’t always work so well.
											Some people have autoimmune diseases,
											which trick the immune system
											into attacking the body’s own 
perfectly healthy cells.
											No one knows exactly what causes them,
											but these disorders sabotage 
the immune system to varying degrees,
											and underlie problems like arthritis,
											Type I diabetes,
											and multiple sclerosis.
									","
											Her zaman çok iyi çalışmaz.
											Kimi insanların 
oto immün hastalıkları vardır,
											bunlar bağışıklık sistemini kandırır
											ve vücudun kendi sağlıklı
hücrelerine saldırmasına neden olur.
											Bunlara neyin yol açtığını kimse bilmiyor
											ama bu hastalıklar bağışıklık sistemini

											değişen şekillerde sabote ediyor
											ve artrit, tip I diyabet, MS gibi
											hastalıklara yol açabiliyor.
									","
											Nem sempre funciona assim tão bem.
											Há pessoas que têm doenças autoimunitárias
											que enganam o sistema imunitário
											e o levam a atacar células saudáveis
do próprio corpo.
											Ninguém sabe exatamente
o que é que provoca isso,
											mas esses distúrbios sabotam
o sistema imunitário a diversos níveis
											e causam problemas como a artrite,
											a diabetes Tipo I,
											e a esclerose múltipla.
									","
											Mais cela ne marche pas toujours si bien.
											Certaines personnes ont
des maladies auto-immunes,
											qui trompent le système immunitaire
											et lui font attaquer des cellules du corps
en parfaite santé.
											On ne sait pas exactement
ce qui cause ces maladies
											mais ces troubles affectent le système
immunitaire à des degrés divers
											et sont la source de problèmes
comme l'arthrite,
											le diabète de type 1,
											et de multiples scléroses.
									","
											Doch das funktioniert nicht immer so gut.
											Manche Menschen leiden
an Autoimmunerkrankungen,
											die das Immunsystem dazu bringen,
											körpereigene gesunde Zellen anzugreifen.
											Niemand weiß genau, was sie verursacht,
											doch diese Störungen sabotieren
das Immunsystem in unterschiedlichem Maße
											und liegen Problemen wie Arthritis,
											Diabetes mellitus Typ 1
											und multipler Sklerose zugrunde.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
											For most individuals, however,
											a healthy immune system will successfully
fight off an estimated 300 colds
											and innumerable other potential infections
over the course of a lifetime.
											Without it, those threats would escalate 
into something far more dangerous.
											So the next time you catch a cold 
or scratch a mosquito bite,
											think of the immune system.
											We owe it our lives.
									","
											Pek çok birey için ise,
											sağlıklı bir bağışıklık sistemi tahminen
hayatınız boyunca 300 soğuk algınlığı
											ve sayısız potansiyel enfeksiyon ile
başarıyla savaşacaktır.
											O olmadan bu tehditler 
çok daha tehlikeli bir hâle gelir.
											Bir dahaki sefere nezle olduğunuzda
veya sinek ısırığını kaşıdığınızda,
											bağışıklık sisteminizi düşünün.
											Hayatımızı ona borçluyuz.
									","
											Mas, para muitos indivíduos,
											um sistema imunitário saudável
combaterá com êxito
											cerca de 300 constipações
											e muitas outras possíveis infeções
durante toda a sua vida.
											Sem ele, essas ameaças aumentariam
a uma escala muito mais perigosa.
											Por isso, quando se constiparem
											ou coçarem uma picadela de mosquito,
											pensem no sistema imunitário.
											Devemos-lhe a vida.
									","
											Pour la plupart des individus, cependant,
											un système immunitaire en bonne santé
combattra avec succès environ 300 rhumes
											et d'innombrables infections potentielles
au cours d'une vie.
											Sans lui, ces menaces se transformeraient 
en quelque chose de bien plus dangereux.
											Donc la prochaine fois que vous aurez 
un rhume ou un bouton de moustique,
											pensez à votre système immunitaire.
											Vous lui devez la vie.
									","
											Für die meisten jedoch
											wird ein gesundes Immunsystem
ungefähr 300 Erkältungen abwehren
											und unzählige andere mögliche Infektionen
während unseres Lebens.
											Ohne es würden solche Bedrohungen
zu etwas sehr Gefährlichem werden.
											Das nächste Mal, wenn du dich erkältest
oder an einem Mückenstich kratzt,
											denk an dein Immunsystem.
											Wir verdanken ihm unser Leben.
									",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
"
","
","
","
","
",How does the immune system work?,Emma Bryce,5:08,"health,public health,human body,health care,TED-Ed,healthcare,education,animation,medicine,illness,bacteria"
