es,pt,tr,en,de,title,speaker,duration,tags
"
											Dejando de lado esa jerga
disparatada del siglo XXI,
											la verdad es que he estado
enseñando durante 13 años
											y fue una enfermedad que puso en riesgo mi vida
											lo me sacó de 10 años de pseudoenseñanza
											y me ayudó a darme cuenta de que
las preguntas del estudiante
											son las semillas del aprendizaje real
											y no un guion del plan de estudios
											que les da fragmentos de información al azar.
									","
											Portanto, deixando de lado o paleio 
do século XXI,
											a verdade é que dou aulas há já 13 anos,
											e foi preciso uma situação de risco de vida
											para me arrancar de 10 anos a pseudo-ensinar
											e para me ajudar a perceber que 
as perguntas dos alunos
											são as sementes da verdadeira educação,
											não um currículo
											que lhes dê amostras de informação aleatória.
									","
											Yani, 21. yüzyıl argo jargonu olan anlamsız dili bir tarafa,
											gerçek şu ki şimdiye kadar 13 yıldır öğretmenim
											ve bu hayati risk taşıyan bir durum oldu.
											10 yıllık sözde öğretim sürecimde beni kendime getiren
											ve şu öğrenci sorularının gerçek öğrenmenin temeli olduğunu
											fark etmeme yardım eden
											rastgele bilginin en iyi parçasını vermiş olan
											birçok yazılı müfredat değildi.
									","
											So, 21st-century lingo jargon mumbo jumbo aside,
											the truth is, I've been teaching for 13 years now,
											and it took a life-threatening situation
											to snap me out of 10 years of pseudo-teaching
											and help me realize that student questions
											are the seeds of real learning,
											not some scripted curriculum
											that gave them tidbits of random information.
									","
											Also, den Fachjargon des 21. 
Jahrhunderts beiseite gelassen,
											die Wahrheit ist, dass ich seit 13 Jahren lehre
											und es eine lebensbedrohliche Situation brauchte,
											um mich aus 10 Jahren 
Pseudo-Lehren herauszureißen
											und mich erkennen zu lassen, dass Schülerfragen
											die Saat echten Lernens sind,
											nicht irgendein schriftlich ausgearbeiteter Lehrplan,
											der ihnen häppchenweise wahllosen Inhalt liefert.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											En mayo de 2010, a los 35 años,
											con una niña de dos años en casa
y mi segunda hija en camino,
											me diagnosticaron un gran aneurisma
											en la base de la aorta torácica.
											Esto me condujo a la cirugía a corazón abierto.
Este es el correo electrónico real
											de mi médico.
											Cuando recibí esto, quedé —atención—
											absolutamente asustado, ¿sí?
											Pero encontré una tranquilidad sorprendente
											encarnada en la confianza de mi cirujano.
											¿De dónde sacó este tipo esa confianza, esa audacia?
									","
											Em maio de 2010, com 35 anos de idade,
											com uma criança de dois anos em casa e 
uma segunda a caminho,
											foi-me diagnosticado um grande aneurisma
											na base da aorta torácica.
											Isto fez com que fosse operado ao coração. 
Este é o email
											do meu médico.
											Quanto recebi isto 
— podem carregar no <i>Caps Lock</i> —
											passei-me completamente, ok?
											Mas senti-me surpreendentemente confortado
											na confiança que o meu cirurgião evidenciava.
											Onde é que este homem ia buscar 
tanta confiança, audácia?
									","
											2010 Mayıs'ında, 35 yaşındayken
											evde 2 yaşında bir çocukla ve ikinci çocuğum henüz yoldayken
											göğsümdeki atar damarın dayanağında
											büyük bir damar genişlemesi teşhisi konuldu.
											Bu açık kalp ameliyatına sebep oldu.
											Burada doktorumdan gelen maili görüyorsunuz.
											Şimdi, ben bunu aldığımda, ben... -Caps Lock açık-
											tamamen çılgına dönmüştüm, anlıyor musunuz?
											Fakat, ameliyatımın şekillendirdiği güven duygusunda
											konforun şaşırtıcı anlarını keşfettim.
											Bu adam bu cesareti nereden buluyordu? Ne cüretle?
									","
											In May of 2010, at 35 years old,
											with a two-year-old at home and my second child on the way,
											I was diagnosed with a large aneurysm
											at the base of my thoracic aorta.
											This led to open-heart surgery. This is the actual real email
											from my doctor right there.
											Now, when I got this, I was — press Caps Lock —
											absolutely freaked out, okay?
											But I found surprising moments of comfort
											in the confidence that my surgeon embodied.
											Where did this guy get this confidence, the audacity of it?
									","
											Im Mai 2013, ich war 35 Jahre alt,
											mit einer Zweijährigen zu Hause 
und meinem zweiten Kind auf dem Weg,
											wurde mir ein großes Aneurysma,
											an der Basis meiner Brustaorta diagnostiziert.
											Das führte zu einem Eingriff am offenen Herzen. 
Das da ist die echte E-Mail
											von meinem Arzt.
											Nun, als ich das bekam, war ich –
drücke die Feststelltaste –
											komplett außer mir, verstehen Sie?
											Aber die Zuversichtlichkeit, 
die mein Chirurg ausstrahlte,
											bereitete mir überraschende Augenblicke des Trosts.
											Woher hatte dieser Mann 
diese Zuversicht, diesen Mut?
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Así que cuando le pregunté, me dijo tres cosas.
											Primero, dijo, su curiosidad lo llevó
											a cuestionarse el procedimiento,
											sobre qué funcionaba y qué no.
											En segundo lugar, aceptó y no tuvo miedo
											al proceso desordenado de prueba y error,
											el proceso inevitable de prueba y error.
											En tercer lugar, mediante una intensa reflexión,
											reunió la información que necesitaba
											para diseñar y revisar el procedimiento,
											y luego, con mano firme, me salvó la vida.
									","
											Quando lhe perguntei, 
ele disse-me que eram três coisas.
											Primeiro, a sua curiosidade levou-o
											a fazer as perguntas difíceis 
antes do procedimento,
											sobre o que funcionava ou não.
											Em segundo lugar, ele aceitou, 
e deixou de ter medo,
											do confuso processo de tentativa e erro,
											o inevitável processo de tentativa e erro.
											E em terceiro lugar, 
depois de intensa introspeção,
											ele recolheu a informação de que precisava
											para delinear e rever o procedimento,
											e então, com uma mão firme, 
salvou a minha vida.
									","
											Sorduğumda bana 3 şey söyledi.
											İlk olarak merakının onu
											neyin işe yaradığı neyin yaramadığı hakkında
											süreçle ilgili zor sorular sormaya ittiğini söyledi.
											İkinci olarak, o deneme yanılmanın karma karışık sürecini
											yani kaçınılmaz deneme yanılma sürecini
											benimsedi ve korkmadı.
											Ve üçüncü olarak, etkili aksetme yoluyla
											prosedürü tasarlamak ve tekrar gözden geçirmek için
											ihtiyaç duyduğu bilgiyi topladı
											ve sonrasında olayın gidişatına hakim olarak benim hayatımı kurtardı.
									","
											So when I asked him, he told me three things.
											He said first, his curiosity drove him
											to ask hard questions about the procedure,
											about what worked and what didn't work.
											Second, he embraced, and didn't fear,
											the messy process of trial and error,
											the inevitable process of trial and error.
											And third, through intense reflection,
											he gathered the information that he needed
											to design and revise the procedure,
											and then, with a steady hand, he saved my life.
									","
											Als ich ihn danach fragte, 
nannte er mir drei Dinge.
											Er sagte erstens, seine Neugier habe ihn angetrieben,
											fordernde Fragen über das Verfahren zu stellen,
											darüber, was funktioniert und was nicht.
											Zweitens, begrüßte er, und fürchtete nicht
											den chaotischen Vorgang des Ausprobierens,
											den unvermeidlichen Vorgang des Ausprobierens.
											Und drittens, sammelte er durch eingehende Reflexion
											die Informationen, die er brauchte,
											um den Vorgang zu entwerfen und zu überprüfen.
											Und dann, mit einer ruhigen Hand, 
rettete er mein Leben.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Aprendí mucho de esas sabias palabras,
											y antes de volver a las aulas ese otoño,
											redacté mis propias tres reglas
											que aún están presentes en mi 
planificación de las clases.
											Regla número uno: lo primero es la curiosidad.
											Las preguntas pueden ser las fuentes
de una gran instrucción
											pero no a la inversa.
											Regla número dos: aceptar el desastre.
											Todos somos profesores.
Sabemos que el aprendizaje es feo.
											Y como el método científico se asigna
											a la página 5, sección 1.2 del capítulo 1
											que todos salteamos, está bien,
											la prueba y el error aún pueden
ser una parte informal
											de lo que hacemos todos los días
											en la habitación 206 de la 
Catedral del Sagrado Corazón.
											Y regla número tres: practicar la reflexión.
											Lo que hacemos es importante.
Merece nuestra atención,
											pero también merece revisión.
											¿Podemos ser los cirujanos de nuestras aulas?
											Como si lo que hiciéramos, un día salvara vidas.
											Nuestros estudiantes lo merecen.
											Y cada caso es diferente.
									","
											Eu aprendi muito com estas sábias palavras,
											e depois, quando voltei à sala de aulas 
no outono,
											escrevi as minhas próprias três regras
											que sigo ainda hoje quando planifico as aulas.
											Primeira regra: a curiosidade 
vem em primeiro lugar.
											As perguntas são as janelas 
para uma boa educação,
											e não ao contrário.
											Segunda regra: Aceitem a confusão.
											Todos somos professores. 
Sabemos que aprender é desagradável.
											E isso é porque o método científico 
está colocado
											na página cinco da secção 1.2 do capítulo 1
											daquele que todos passamos à frente, ok,
											a tentativa e erro pode continuar 
a ser uma parte informal
											do que fazemos todos os dias
											na Catedral do Sagrado Coração 
na sala 206.
											E a terceira regra: Reflitam.
											O que fazemos é importante. 
Merece o nosso cuidado,
											mas também merece a nossa revisão.
											Podemos ser os cirurgiões das 
nossas salas de aula?
											Como se o que fazemos 
venha um dia a salvar vidas.
											Os nossos alunos merecem-no.
											E cada caso é diferente.
									","
											Şimdi ben bu akıl dolu kelimelerden çok şey öğrendim
											ve bu güz sınıfa tekrar dönmeden önce
											bugün yine getirdiğim ders planıma
											kendi 3 kuralımı yazdım.
											Kural 1: Merak her şeyin başıdır.
											Sorular harika öğretmeye pencere açabilirler
											fakat tersi pek mümkün değil.
											Kural 2: Karışıklığı kucakla
											Hepimiz öğretmeniz. Biliyoruz ki öğrenme tatsız.
											Ve bilimsel yöntemlerin hepimizin atladığı
											birinci ünitenin 1.2. alt başlığının 5. sayfasına
											tahsis edilmesi dolayısıyla
											deneme ve yanılma
											Sacred Heart Kilisesi'ndeki 206. odada her bir gün
											yaptığımız şeylerin resmi olmayan bir bölümü olabilir.
											Ve kural 3: Yansımayı gerçekleştir.
											Yaptığımız şey önemlidir. Büyük dikkat gerektiriyor,
											fakat ayrıca gözden geçirmemiz de lazım.
											Bizler sınıflarımızın cerrahı olabilir miyiz?
											Sanki yaptığımız şeyler bir gün hayat kurtaracakmış gibi.
											Bizim öğrencilerimiz buna değer.
											Ve her bir vaka farklıdır.
									","
											Now I absorbed a lot from these words of wisdom,
											and before I went back into the classroom that fall,
											I wrote down three rules of my own
											that I bring to my lesson planning still today.
											Rule number one: Curiosity comes first.
											Questions can be windows to great instruction,
											but not the other way around.
											Rule number two: Embrace the mess.
											We're all teachers. We know learning is ugly.
											And just because the scientific method is allocated
											to page five of section 1.2 of chapter one
											of the one that we all skip, okay,
											trial and error can still be an informal part
											of what we do every single day
											at Sacred Heart Cathedral in room 206.
											And rule number three: Practice reflection.
											What we do is important. It deserves our care,
											but it also deserves our revision.
											Can we be the surgeons of our classrooms?
											As if what we are doing one day will save lives.
											Our students our worth it.
											And each case is different.
									","
											Nun, ich habe vieles aus diesen 
weisen Worten aufgenommen
											und bevor ich jenen Herbst ins 
Klassenzimmer zurückgekehrte,
											schrieb ich drei eigene Regeln auf,
											die ich heute noch für meine 
Unterrichtsplanung heranziehe.
											Regel Nummer eins: Neugierde steht an erster Stelle.
											Fragen können Fenster zu großartigem Unterricht sein,
											aber nicht anders herum.
											Regel Nummer zwei: Begrüße die Unordnung.
											Wir sind alle Lehrer. Wir wissen, 
dass Lernen hässlich ist.
											Und nur weil die wissenschaftliche Methode
											auf Seite fünf in Abschnitt 1.2 Kapitel 1,
											dem das wir alle überspringen, untergebracht ist,
											kann das Ausprobieren immer 
noch ein informeller Teil
											dessen sein, was wir jeden einzelnen Tag
											an der Sacred Heart Cathedral in Raum 206 tun.
											Und Regel Nummer drei: Übe Reflexion.
											Was wir tun, ist wichtig. Es verdient unsere Sorgfalt,
											aber es verdient auch unsere Überprüfung.
											Können wir die Chirurgen unserer Klassenzimmer sein?
											Als würde das, was wir tun, eines Tages Leben retten.
											Unsere Schüler sind es wert.
											Und jeder Fall ist unterschiedlich.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											(Explosión)
									","
											(Explosão)
									","
											( Patlama)
									","
											(Explosion)
									","
											(Explosion)
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Está bien. Lo siento.
											Mi profesor de química interior
necesitaba sacar eso
											de mi sistema antes de continuar.
									","
											Certo. 
Desculpem.
											O professor de química dentro de mim 
precisava mesmo de
											tirar isto do sistema antes de continuar.
									","
											Pekala. Üzgünüm.
											İçimdeki kimya öğretmeninin yoluna devam etmeden önce
											yine içimdeki tekdüze sistemin dışına çıkması lazımdı.
									","
											All right. Sorry.
											The chemistry teacher in me just needed to get that
											out of my system before we move on.
									","
											Gut. Entschuldigung.
											Mein innerer Chemielehrer 
musste das einfach loswerden,
											bevor wir weitermachen können.
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
											Estas son mis hijas.
											A la derecha tenemos a la pequeña
Emmalou... familia sureña.
											Y, a la izquierda, Riley,
											que en un par de semanas será una niña grande.
											Cumplirá 4 años
											y quienes conozcan algún niño de 4 años
											saben que les encanta preguntar: ¿Por qué?
											Sí, ¿por qué?
											A esta niña podría enseñarle cualquier cosa
											porque siente curiosidad por todo.
											Todos pasamos esa edad.
											Pero el desafío será para los profesores de Riley,
											esos que aún tiene que conocer.
											¿Cómo despertarán su curiosidad?
									","
											Estas são as minhas filhas.
											Na direita temos a pequena Emmalou 
— somos uma família do sul.
											E, à esquerda, a Riley.
											Ora, a Riley vai ser grande
daqui a umas semanas.
											Vai fazer quatro anos,
											e toda a gente sabe que quando 
se tem quatro anos
											adoramos perguntar: ""Porquê?""
											Sim. 
Porquê.
											Eu podia-lhe ensinar tudo
											porque ela é curiosa sobre tudo.
											Todos éramos naquela idade.
											Mas o desafio é para os 
futuros professores da Riley,
											os que ela ainda não conhece.
											Como vão eles usar esta curiosidade?
									","
											İşte bunlar benim kızlarım.
											Sağda küçük Emmalou var - güneyli aileden.
											Ve solda Riley.
											Bu aralar birkaç hafta içinde Riley koca bir kız olacak.
											4 yaşına girecek
											ve 4 yaşı bilen birisi
											onların ""Neden?"" diye sormayı sevdiğini de bilir.
											Hakikaten, ""Neden"".
											Bu çocuğa her şeyi öğretebilirim.
											Çünkü o her şeyi merak ediyor.
											Bir zamanlar hepimiz o yaşlardaydık.
											Fakat, Riley'in ilerideki öğretmenleri için
											zorlu bir mücadele görünüyor.
											Onlar bu merakı nasıl geliştirecek?
									","
											So these are my daughters.
											On the right we have little Emmalou — Southern family.
											And, on the left, Riley.
											Now Riley's going to be a big girl in a couple weeks here.
											She's going to be four years old,
											and anyone who knows a four-year-old
											knows that they love to ask, ""Why?""
											Yeah. Why.
											I could teach this kid anything
											because she is curious about everything.
											We all were at that age.
											But the challenge is really for Riley's future teachers,
											the ones she has yet to meet.
											How will they grow this curiosity?
									","
											Das hier sind meine Töchter.
											Rechts haben wir die kleine Emmalou –
Südstaaten-Familie.
											Und, links, Riley.
											Nun, in ein paar Wochen wird Riley 
ein großes Mädchen sein.
											Sie wird vier Jahre alt.
											Und jeder, der Vierjährige kennt,
											weiß, dass sie gerne ""Wieso?"" fragen.
											Ja. Wieso.
											Ich könnte diesem Kind alles beibringen,
											weil sie neugierig auf alles ist.
											Wir alle waren das in dem Alter.
											Doch die Herausforderung besteht 
eigentlich für Rileys zukünftige Lehrer,
											die, die sie noch kennenlernen wird.
											Wie werden sie ihre Neugierde fördern?
									",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
"
","
","
","
","
",3 rules to spark learning,Ramsey Musallam,6:29,"chemistry,education,science,technology,teaching,creativity,curiosity,social change"
