en,es,tr,fr,pt,title,speaker,duration,tags
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
											But researchers have discovered
that food isn’t the only trigger.
											Smoking poses a risk, because the nicotine
in cigarettes relaxes the LES.
											Consuming excessive amounts of alcohol
											may have a similar effect.
											Pregnant women often experience
more heartburn
											due to the pressure of a growing baby
on their stomachs.
											and the levels of certain hormones 
in their bodies.
											Obesity can cause hernias that disrupt
											the anti-reflux barrier of
the gastroesophageal junction
											that normally protects 
against heartburn.
											Numerous medications, 
including those for asthma,
											high blood pressure, birth control, 
and depression
											can also have unintended 
effects on the LES.
									","
											Pero investigadores descubrieron
que la comida
											no es el único desencadenante.
											Fumar supone un riesgo, 
porque la nicotina de los cigarrillos
											relaja el EEI.
											Consumir cantidades excesivas de alcohol
											pueden tener un efecto similar.
											Las embarazadas experimentan
más ardor estomacal
											por la presión en sus estómagos 
del bebé que crece
											y los niveles de ciertas hormonas
en sus cuerpos.
											La obesidad puede causar
hernias que interrumpen
											la barrera antirreflujo de
la unión gastroesofágica
											que normalmente protege
contra la acidez estomacal.
											Numerosos medicamentos,
incluyendo aquellos para el asma,
											la hipertensión, el control natal
y la depresión
											pueden tener efectos 
no deseados en el EEI.
									","
											Fakat araştırmacılar, yalnızca yemek 
yemenin tetikleyici olmadığı keşfetti.
											Sigara içmek de etkileyici faktörlerden,
çünkü nikotin LES kapakçığını gevşetiyor.
											Yüksek miktarda alkol tüketiminin de
											aynı şekilde etkisi var.
											Hamile kadınlar mide yanmasını
daha fazla yaşıyor.
											Karında gelişen bebeğin
											basıncı ve
											vücuttaki bir takım hormonların 
seviyesi buna sebep oluyor.
											Obezite, gastroözofageal kesişiminin
											mide yanmasını önleyen
anti-reflü bariyerinin
											aksamasını sağlayan fıtıklara 
neden oluyor.
											Aynı zamanda astım,
											yüksek tansiyon, doğum kontrol ve 
depresyon hapları gibi
											ilaçların da LES üzerinde 
yan etkileri var.
									","
											Mais des chercheurs ont découvert que
la nourriture n'est pas l'unique facteur.
											Fumer présente un risque, car la nicotine
des cigarettes décontracte le SIO.
											La consommation excessive d'alcool
											peut avoir un effet équivalent.
											Les femmes enceintes souffrent
souvent de brûlures d'estomac
											du fait de la pression qu'exerce
le bébé sur leur estomac
											et du taux d'hormones dans leur corps.
											L'obésité peut causer des hernies
qui perturbent
											la barrière anti-reflux
de la jonction gastro-œsophagienne
											qui protège normalement
des brûlures d'estomac.
											De nombreux médicaments,
dont ceux contre l'asthme,
											l'hypertension artérielle,
la contraception et la dépression
											peuvent également avoir
des effets indésirables sur le SIO.
											Des brûlures d'estomac occasionnelles
									","
											Mas os investigadores descobriram
											que os alimentos
não são os únicos culpados.
											O fumo é um risco, porque a nicotina
dos cigarros descontrai o EEI.
											O consumo duma quantidade
excessiva de álcool
											pode ter um efeito semelhante.
											As mulheres grávidas sentem
com frequência mais azia
											devido à pressão sobre o estômago
dum bebé em crescimento
											e aos níveis de certas hormonas no corpo.
											A obesidade pode causar hérnias
que prejudicam
											a barreira anti-refluxo da junção
gastroesofágica
											que normalmente protege
contra a azia.
											Inúmeros medicamentos,
incluindo os da asma,
											uma tensão alta, 
o controlo da natalidade e a depressão
											também podem ter efeitos
inesperados sobre o EEI.
									",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
											An occasional bout of heartburn isn't
											necessarily something to worry about.
											But, if heartburn starts happening regularly,
											it can weaken the LES muscle over time,
											letting more and more acid escape.
											And if it goes untreated,
											this can cause bigger problems.

									","
											Un ataque ocasional de acidez
estomacal no es necesariamente
											algo de lo que preocuparse.
											Pero si la acidez empieza 
a pasar con regularidad,
											puede debilitar el músculo EEI
con el tiempo,
											permitiendo que más y más ácido escape.
											Y si no se trata,
											puede causar problemas mayores.
									","
											Mide yanmasının ara sıra yaşanması
											çok endişelenecek bir durum 
teşkil etmiyor.
											Fakat mide yanması çok sıklıkla
yaşanıyorsa,
											LES kaslarını zamanla zayıflatıp
											giderek daha fazla 
asit kaçırmasına sebep olabilir.
											Eğer tedavi edilmezse,
											daha büyük problemlere neden olabilir.
									","
											ne sont pas forcément préoccupantes.
											Mais si elles deviennent régulières,
											elles peuvent finir par affaiblir
le muscle du SIO,
											laissant s'échapper
de plus en plus d'acide.
											Et si elles ne sont pas traitées,
											cela peut causer de plus gros problèmes.
											Des fuites d'acide dues
aux brûlures d'estomac peuvent
									","
											Um ataque ocasional de azia
											não é necessariamente
uma coisa preocupante.
											Mas, se a azia começa
a ocorrer com regularidade,
											pode enfraquecer o músculo EEI
ao fim de uns tempos,
											deixando escapar cada vez mais ácido.
											Se não tiver tratamento,
											isso pode vir a causar
problema maiores.
									",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
											Over time, constant acid 
leakage from heartburn
											may form scar tissue which narrows the
											esophageal tube, making it 
harder to swallow food.
											Ongoing reflux can also damage the cells
											lining the esophagus—a rare
condition called
											Barrett’s esophagus, which can elevate
											the risk of esophageal cancer.
									","
											Con el tiempo, la pérdida
constante de ácido estomacal
											por acidez de estómago
											puede formar tejido cicatrizal
que estrecha el tubo esofágico,
											lo que dificulta
la ingestión de alimentos.
											El reflujo continuo
puede dañar las células
											que recubren el estómago;
es una enfermedad rara llamada
											esófago de Barrett, que puede elevar
											el riesgo de cáncer de esófago.
									","
											Mide yanmasından oluşan daimi asit sızımı
											zamanla yemek borusunu
daraltan bir yara dokusu
											oluşturabilir ve yemek 
yutmayı zorlaştırabilir.
											Aynı zamanda sürekli meydana gelen reflü,
											nadiren de olsa yutakta bulunan
hücrelere zarar verebilir.
											Barrett'in yutağı olarak 
adlandırılan bu durum
											yemek borusu kanserine sebep olabilir.
									","
											former un tissu cicatriciel
qui rétrécit le tube œsophagien
											rendant la nourriture
plus difficile à avaler.
											Le reflux continu peut également
endommager les cellules
											qui tapissent l'œsophage,
une maladie rare appelée
											œsophage de Barrett, qui peut augmenter
											le risque de cancer de l'œsophage.
											Heureusement, elles peuvent être traitées
									","
											Com o tempo, a fuga de ácido
constante da azia
											pode formar tecido cicatrizado
que estreita o tubo do esófago,
											tornando mais difícil
engolir a comida.
											O refluxo recorrente
também pode danificar as células
											que revestem o esófago
— uma situação rara
											que se chama esófago de Barrett
											que pode aumentar o risco
de um cancro do esófago.
									",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
											Luckily, heartburn is often treatable with
											a range of medicines that can help
											neutralize or reduce stomach acid.
											In extreme cases, some people have surgery
											to tighten the LES to 
minimize their distress.
									","
											Por suerte, la acidez estomacal
suele tratarse con
											una variedad de medicinas
que pueden ayudar
											a neutralizar o reducir
el ácido estomacal.
											En casos extremos, las personas
se someten a cirugía
											para apretar el EEI 
y así minimizar el dolor.
									","
											Neyse ki, mide yanması birçok
ilaç seçeneği ile
											mide asitini nötr veya azaltacak
											şekilde tedavi edebilir.
											Bazı olağanüstü 
durumlarda hastalar, LES kapakçığı
											sıkılaştırarak şikâyeti azaltmaya yönelik 
ameliyat geçirebilirler.
									","
											à l'aide d'une variété
de médicaments aidant
											à éliminer ou à réduire l'acide gastrique.
											Dans les cas extrêmes,
certaines personnes sont opérées
											afin de resserrer leur SIO
et ainsi minimiser leur douleur.
											Mais il est possible
de s'en débarrasser
									","
											Felizmente, a azia é tratável
											com uma série de medicamentos
											que podem ajudar a neutralizar
ou reduzir o ácido do estômago.
											Em casos, extremos, algumas pessoas
recorrem à cirurgia
											para reforçar o EEI
e minimizar o seu tormento.
									",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
											But we can often stop heartburn
											before it reaches that point.
											Reducing the consumption 
of certain foods,
											not smoking, and maintaining 
a healthy weight
											can all dramatically reduce reflux.
											With proper care we can 
help our LES’s keep
											the chemical fountain of 
our stomachs in proper order
											and avoid having to feel the burn.
									","
											Pero a menudo podemos detener la acidez
											antes de que llegue a ese punto.
											Reducir el consumo de ciertos alimentos,
											no fumar y mantener un peso saludable,
											puede reducir drásticamente el reflujo.
											Con el cuidado adecuado podemos ayudar
											a nuestro EEI a mantener
											la fuente química de nuestros
estómagos en adecuado orden
											y evitar tener que sentir el ardor.
									","
											Fakat mide yanmasını bu vaziyete
											
gelmeden engelleyebiliriz.
											Bir takım besin tüketimini azaltarak,
											sigara içmeyerek, sağlıklı 
bir kiloda kalarak
											reflüyü büyük ölçüde azaltabiliriz.
											Düzgün bir bakımla, LES'in
											kimyasal yapısını midemizde
düzenli olarak koruyabilir
											ve böylece yanma hissinden
kaçınmış oluruz.
									","
											avant d'en arriver là.
											Ne pas consommer certains aliments,
											ne pas fumer et maintenir un poids sain
											peuvent permettre de limiter
considérablement ces reflux.
											En y prenant soin, nous pouvons
aider notre SIO à maintenir
											le système chimique
de notre estomac en bon état,
											et ainsi éviter les brûlures d'estomac.
									","
											Mas muitas vezes 
podemos combater a aza
											antes de ela chegar a esse ponto.
											Reduzir o consumo
de certos alimentos,
											não fumar, e manter
um peso saudável,
											podem reduzir drasticamente o refluxo.
											Com os devidos cuidados,
podemos ajudar o EEI a manter
											a fonte química do nosso estômago
a funcionar ordeiramente
											e evitar sentir essa queimadura.
									",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
"
","
","
","
","
",What causes heartburn?,Rusha Modi,4:55,"science,TED-Ed,health,human body,heart health,disease,public health,healthcare,physiology,health care,biology"
