fr,en,tr,de,es,pt,title,speaker,duration,tags
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											(Rire)
									","
											(Laughter)
									","
											kahkahalar
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Car je venais juste d'aller dans les îles Malouines
											prendre des photos de pingouins.
											Ceci est un pingouin Gentoo. Et elle était encore sceptique.
											Véritablement, quelques minutes avant cela,
											J'avais téléchargé cet article scientifique
											sur les calculs concernant les défécations aviaires.
											Qui est vraiment très intéressant, car il se trouve
											qu'il est possible de les modéliser sous la forme d'un ""flux de Poiseuille,""
											et vous pouvez apprendre énormément
											sur les caractéristiques physiques du rectum aviaire.
											En fait, techniquement, ce n'est pas un rectum. Cela s'appelle un cloaque.
									","
											Because I had just been in the Falkland Islands
											taking pictures of penguins.
											This is a Gentoo penguin. And she was still skeptical.
											So, literally, a few minutes before that,
											I downloaded this scientific paper
											about calculations on avian defecation,
											which is really quite interesting, because it turns out
											you can model this as something called ""Poiseuille flow,""
											and you can learn an awful lot
											about the physics of the avian rectum.
											Actually, technically, it's not a rectum. It's called a cloaca.
									","
											Çünkü daha yeni Falkland adalarına gidip
											penguenlerin fotoğraflarını çekmiştim.
											Bu bir Gentoo pengueni. Ve hala süpheciydi.
											Bakın, gerçekten bir kaç dakika önce
											kuşların dışkılama hesaplamalarıyla
											ilgili bilimsel bir makale indirdim.
											Bunun neden ilginç olduğunu söyleleyim, çünkü bunu
											""Poiseuille flow"" adında bir model olarak kabul edip
											kuşların rektumları hakkında
											ciddi anlamda bilgi edinebiliyormuşuz.
											Aslında teknik olarak bir rektum sayılmaz, adı cloaca.
									","
											Denn ich war gerade auf den Falkland-Inseln gewesen
											und hatte Pinguine fotografiert.
											Das ist ein Eselspinguin. Und sie war immer noch skeptisch.
											Gerade einige Minuten davor
											hatte ich diese wissenschaftliche Arbeit heruntergeladen
											über die Berechnungen der Vogeldefäkation,
											was wirklich ziemlich interessant ist, denn es stellt sich heraus,
											dass man es mit dem Modell der ""Hagen-Poiseuille-Gleichung"" berechnen kann
											und dass man unglaublich viel
											über die Physik des Vogel-Rektums lernen kann.
											Technisch ist es eigentlich gar kein Rektum. Es wird Kloake genannt.
									","
											Porque acababa de estar en las Islas Malvinas
											tomando fotografías de pingüinos.
											Este es un pingüino papúa.Y ella seguía escéptica.
											Y literalmente unos minutos antes
											había descargado este artículo científico
											sobre cálculos en defecación aviar.
											Que es realmente interesante, porque resulta que
											esto se configura como algo llamado ""flujo de Poiseuille"",
											y se puede aprender muchísimo
											sobre la física del recto aviar.
											En realidad, técnicamente, no es un recto. Se llama cloaca.
									","
											Porque eu tinha estado
nas Ilhas Falkland
											a tirar fotografias a pinguins.
											Isto é um pinguim-gentoo.
Mas ela continuava cética.
											Uns minutos antes disto
											eu tinha descarregado
este artigo científico
											sobre cálculos quanto à defecação de aves
											o que é muito interessante,
porque podemos fazer um modelo
											sob a forma de um ""Fluxo de Poiseuille""
											e aprendemos muitas coisas
											sobre a física do reto das aves.
											Tecnicamente, não é um reto,
chama-se uma cloaca.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											A ce moment, elle m'arrête,
											et elle dit, ""Qui êtes vous?""
											""Qu — que faites-vous?""
											Et j'étais bloqué,
											car je n'avais aucun moyen de décrire ce que je fais.
											Et donc, d'une certaine manière,
											cette présentation aujourd'hui
											est ma réponse.
											C'est une sélection aléatoire des trucs que je fais.
											Et il est très difficile pour moi d'y trouver une logique,
											et je ne suis donc pas certain que vous y arriviez.
											C'est le genre de chose qui me tient éveillé tard la nuit, parfois —
											souvent à quatre heure du matin.
									","
											At this point, she stops me,
											and she says, ""Who are you?
											Wha — what do you do?""
											And I was stuck,
											because I didn't have any way to describe what I do.
											And so, in some sense,
											this talk today
											is my answer to that.
											It's a selection of a random bunch of the stuff that I do.
											And it's very hard for me to make sense of it,
											so I'm not sure that you can.
											It's the kind of thing that I sit up late at night thinking about sometimes —
											often at four in the morning.
									","
											Bu noktada, beni durdurur,
											ve bana ""Sen kimsin?"" diye sorar.
											""Sen.. sen ne is yapıyorsun?""
											Ve sıkıştım,
											çünkü yaptığım şeyi tarif etmemin bir yolu yoktu.
											Ve, bir şekilde,
											bugünkü konuşmam
											bu soruya cevabımdır.
											Yaptığım şeylerle ilgili rastlantısal bir demet.
											Ve bundan bir anlam çıkartmak benim için çok güç,
											yani sizin de başaracağınıza emin değilim.
											Bu bazı geceler uyumadan-bazen saat dörtlere dek-bazı şeyler hakkında
											düşünmek gibi...
									","
											An diesem Punkt stoppt sie mich
											und sagt, ""Wer sind Sie?""
											Wa – was machen Sie beruflich?""
											Und ich war ratlos,
											weil ich keine Ahnung hatte, wie ich es beschreiben sollte.
											Und so ist, in gewissem Sinn,
											dieser Vortrag heute
											meine Antwort darauf.
											Es ist eine Auswahl von einigen der willkürlichen Dinge, die ich tue.
											Und es fällt mir sehr schwer, daraus schlau zu werden,
											also bin ich mir nicht sicher, ob Sie es können.
											Es sind Dinge, über die ich manchmal spät in der Nacht nachdenke –
											oft um vier Uhr morgens.
									","
											Y en este punto, ella me detiene,
											y dice: ""¿Y quién es usted?""
											""¿A qué se dedica?""
											Y no supe qué decir,
											porque no sé cómo describir lo que hago.
											Así que, de alguna manera,
											esta charla hoy
											es mi respuesta a eso.
											Es una selección aleatoria de cosas a las que me dedico.
											Y para mí es bastante difícil poder explicarlo,
											así que no estoy seguro de que ustedes lo puedan comprender.
											Es el tipo de cosas sobre las que pienso tarde en la noche, a veces,
											a menudo, a las 4 de la madrugada.
									","
											Nessa altura, ela interrompe-me e diz:
											""Quem é o senhor?
											""O que é que faz?""
											Eu fiquei embaraçado
											porque não sei
como descrever o que faço.
											Em certo sentido,
esta palestra hoje,
											é a minha resposta àquela pergunta.
											É uma seleção ao acaso
das coisas que faço.
											Para mim, é muito difícil
perceber o sentido disto
											por isso, não sei se vocês vão perceber.
											É o tipo de coisas em que fico
a pensar até altas horas da noite,
											muitas vezes até às quatro da manhã.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Certaines personnes ont peur de ce que je fais.
											Certaines personnes pensent que je suis cet intello de Tony Soprano,
											et en conséquence, j'ai commandé
											un gilet pare-balles de poche.
											Je ne suis sûr de ce que ces gens pensent,
											car je ne parle pas norvégien.
									","
											So, some people are afraid of what I do.
											Some people think I am the nerd Tony Soprano,
											and in response, I have ordered
											a bulletproof pocket protector.
											I'm not sure what these people think,
											because I don't speak Norsk.
									","
											Bazı insanlar yaptığımdan korkuyor.
											Bazıları inek Tony Soprano olduğumu düşünüyor,
											ve buna tepki olarak kurşun geçirmez
											bir cep koruyucu ısmarladım.
											Bu insanların ne düşündüğünü bilmiyorum
											çünkü norveçce bilmiyorum.
									","
											Also, manchen Menschen macht das, was ich tue, Angst.
											Manche Menschen denken, ich sei die Nerd-Version von Tony Soprano,
											und als Antwort darauf habe ich
											kugelsichere Taschenschützer besorgt.
											Ich bin mir nicht sicher, was diese Menschen denken,
											weil ich kein Norwegisch spreche.
									","
											Y bueno, algunos tienen miedo de lo que hago.
											Algunos piensan que soy como un Tony Soprano extravagante,
											y en respuesta a ello, he mandado hacer
											un protector de bolsillo antibalas.
											No estoy seguro de lo que piensan ellos,
											porque no hablo noruego.
									","
											Há pessoas que têm medo
daquilo que eu faço.
											Há pessoas que pensam
que eu sou Tony Soprano
											e, como resposta, encomendei
											um colete à prova de bala.
											Não sei bem o que é
que essas pessoas pensam
											porque eu não falo norueguês.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											(Rire)
									","
											(Laughter)
									","
											kahkahalar
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Mais je ne pense pas que 'monsteret' soit une bonne chose.
											Je ne sais pas, vous voyez ?
											Donc, une des choses que j'aime faire
											est de voyager à travers le monde et visiter des sites archéologiques.
											Car l'archéologie nous permet
											d'étudier des civilisations passées
											et de voir où ils ont réussi
											et où ils ont échoué.
											Vous voyez, utiliser la science
											pour travailler à rebrousse temps et dire, ""Hé bien, à quoi pensaient-ils vraiment ? ""
									","
											But I'm not thinking ""monsteret"" is a good thing.
											I don't know, you know?
											So, one of the things that I love to do
											is travel around the world and look at archaeological sites.
											Because archaeology gives us an opportunity
											to study past civilizations,
											and see where they succeeded
											and where they failed.
											Use science to, you know,
											work backwards and say, ""Well, really, what were they thinking?""
									","
											Ama ""monsteret"" kelimesinin iyi birşey olduğunu sanmıyorum.
											Bilmiyorum, ya siz?
											Yapmayı sevdiğim şeylerden birisi dünyanın
											çevresine dolaşıp arkeolojik bölgeleri gezmek.
											Çünkü arkeoloji bize geçmiş uygarlıkları inceleyerek
											hangi noktada başarılı olup
											hangi noktalarda yanıldıklarını
											inceleme fırsatı veriyor.
											Bilimi kullanarak geriye
											doğru çalışın ve ""Vay, cidden mi? Ne düşünmüşlerdi ki?"" diye sorun.
									","
											Aber ich denke nicht, dass ""monsteret"" etwas Gutes ist.
											Na ja, ich weiß nicht!
											Nun, eines der Dinge, die ich liebe, ist
											um die ganze Welt zu reisen und archäologische Stätten zu besuchen.
											Denn Archäologie gibt uns die Gelegenheit,
											vergangene Zivilisationen zu studieren
											und zu sehen, wo sie erfolgreich waren
											und wo sie versagt haben.
											Die Wissenschaft zu nutzen, wissen Sie, um
											rückwärts zu arbeiten und zu sagen, ""Also, was haben sie sich damals gedacht?""
									","
											Pero no creo que ""monsteret"" sea algo bueno.
											No sé, ¿y ustedes?
											Bueno, una de las cosas que me encanta hacer
											es viajar por el mundo y buscar yacimientos arqueológicos.
											Porque la arqueología nos brinda la oportunidad
											de estudiar civilizaciones pasadas
											y ver en lo que tuvieron éxito
											y en lo que fracasaron.
											Usar la ciencia para
											buscar hacia atrás y preguntarse : ""¿En qué pensaban realmente?"".
									","
											Mas penso que ""monsteret""
não é uma coisa boa.
											Eu não sei, vocês sabem?
											Uma das coisas que adoro fazer
											é viajar pelo mundo fora
e observar sítios arqueológicos.
											Porque a arqueologia dá-nos
uma oportunidade
											de estudar civilizações passadas
											e ver onde elas tiveram êxito
e onde fracassaram.
											Usar a ciência para olhar
para trás e dizer:
											""Em que é que eles estariam a pensar?""
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Et récemment j'étais sur l'Île de Pâques,
											qui est un endroit incroyablement beau,
											et un endroit incroyablement mystérieux,
											car où que vous alliez sur l'Île de Pâques,
											vous êtes frappés par ces statues, appelées moaï.
											L'endroit mesure 166 kilomètres carrés.
											Ils en ont construit, à ce que nous savons, 900.
											Pour quelle raison? Et si vous n'avez pas lu
											le livre de Jared Diamond, ""Collapse, ""
											Je vous le recommande fortement.
											Il a un excelent chapitre la dessus.
											Au fond, ces gens
											ont commis un suicide écologique
											pour pouvoir en construire davantage.
											Et à un moment donné, l'un d'entre eux a dit,
											""Je sais ! Coupons le dernier arbre
											et suicidons-nous,
											car nous avons besoin de plus de statues identiques.""
									","
											And recently, I was in Easter Island,
											which is an incredibly beautiful place,
											and an incredibly mysterious place,
											because no matter where you go in Easter Island,
											you're struck by these statues, called the moai.
											The place is 64 square miles.
											They made, so far as we can tell, 900 of them.
											Why on Earth? And if you haven't read
											Jared Diamond's book, ""Collapse,""
											I totally recommend that you do.
											He's got a great chapter about it.
											Basically, these people
											committed ecological suicide
											in order to make more of these.
											And somewhere along the line, somebody said,
											""I know! Let's cut down the last tree
											and commit suicide, because
											we need more identical statues.""
									","
											Ve yakınlarda Easter Adasındaydım,
											muhteşem bir yer,
											ve çok da gizemli,
											çünkü Easter Adasında nereye giderseniz gidin,
											moai adındaki bu heykellerle karşılaşıyorsunuz.
											64 mil kare büyüklüğünde.
											Şimdiye dek 900 tane yaptıklarını söyleyebilirim.
											Ne halt etmeye? Ve eğer Jared Diamond'ın
											Collapse isimli kitabını okumadıysanız
											size bu kitabı şiddetle tavsiye ediyorum.
											Bununla ilgili bir bölüm yazmış.
											Bu insanlar bunlardan daha
											fazlasını yapabilmek için
											ekolojik intiharı uygulamışlar.
											Ve çizginin bir yerinde, birisi
											""Biliyorum! Hadi kalan son ağacı kesip
											intihar edelim, çünkü daha fazla
											benzer heykele ihtiyacımız var"" demiş.
									","
											Und vor kurzem war ich auf der Osterinsel,
											die ein unglaublich schöner
											und geheimnisvoller Ort ist,
											denn egal, wo Sie auf der Osterinsel hingehen,
											treffen Sie auf diese Statuen, Moai genannt.
											Die Insel ist 166 Quadratkilometer groß.
											So weit wir wissen, erstellten sie 900 Exemplare davon.
											Warum in aller Welt? Und falls Sie Jared Diamonds
											Buch ""Kollaps"" nicht gelesen haben,
											empfehle ich Ihnen von Herzen, tun Sie es.
											Er hat ein großartiges Kapitel darüber.
											Im Grunde genommen haben diese Menschen
											ökologischen Selbstmord begangen,
											um mehr von diesen Statuen zu machen.
											Und irgendwann hat jemand gesagt,
											""Ich weiß! Lasst uns den letzten Baum fällen
											und Selbstmord begehen, weil
											wir mehr von den identischen Statuen brauchen.""
									","
											Hace poco estuve en la Isla de Pascua,
											que es un lugar increíblemente bonito,
											e increíblemente misterioso,
											porque donde vayas en la Isla de Pascua,
											te toparás con estas estatuas, llamadas ""moai"".
											La superficie del lugar es de unos 163 km².
											Y hasta donde nosotros sabemos, construyeron 900 estatuas.
											¿Por qué lo hicieron? Y si no han leído
											el libro de Jared Diamond ""Colapso"",
											se lo recomiendo absolutamente.
											Tiene un capítulo increíble sobre esto.
											Básicamente, esta gente
											cometió un suicidio ecológico
											para construir más de estos.
											En algún momento alguien dijo:
											""¡Ya sé! Cortemos el último árbol
											y cometamos suicidio, porque
											necesitamos más estatuas iguales.""
									","
											Recentemente, eu estive na Ilha da Pascoa
											que é um sítio extremamente belo,
											e um sítio extremamente misterioso,
											porque, onde quer que vamos
na Ilha da Páscoa,
											ficamos estupefactos com aquelas
estátuas, chamadas moaï.
											O local tem uns 170 quilómetros quadrados.
											Tanto quanto sei,
fizeram 900 estátuas.
											Por que razão?
											Se não leram ""Collapse""
o livro de Jared Diamond,
											recomendo fortemente que o leiam.
											Tem um capítulo sobre isso.
											Basicamente, aquele povo
suicidou-se ecologicamente
											para poder fazer mais estátuas.
											A certa altura, alguém terá dito:
											""Já sei! Vamos deitar abaixo
a última árvore e suicidar-nos,
											""porque precisamos de mais estátuas"".
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											(Rire)
									","
											(Laughter)
									","
											kahkaha
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
											Et —
											une chose qui n'est pas un mystère, en fait,
											est que quand j'étais petit, car quand j'étais un petit enfant, j'avais vu ces photos,
											et j'avais pensé, ""Hé bien, pourquoi un telle expression sur leurs visages?
											Pourquoi froncent-ils les sourcils ? "" Je veux dire, c'est tellement puissant.
											Où avaient-ils puisé leur inspiration ?
											Et alors j'ai rencontré Yoyo,
											qui est le guide natif de Rapa Nui,
											et si vous regardez le visage de Yoyo,
											vous pouvez à peu près deviner d'où ils se sont inspirés.
									","
											And,
											one thing that isn't a mystery, actually,
											was when I grew up — because when I was a little kid, I'd seen these pictures —
											and I thought, ""Well, why that look on the face?
											Why that brow?"" I mean, it's such a powerful thing.
											Where did they get that inspiration?
											And then I met Yoyo,
											who is the native Rapa Nui-an guide,
											and if you look at Yoyo's face,
											you kind of figure out where they got it.
									","
											Ve...
											gizem olmayan tek şey, cidden
											ben büyürken, yani küçük bir çocukken, buna benzer fotoğraflar gördüğümde
											""iyi de, bu yüz ifadesi de neden?"" diye düşünürdüm.
											""Bu kaş niye böyle?"" Yani o kadar güçlü birşey ki...
											Bu ilhamı nereden aldılar ki?
											Ve derken Yoyo ile tanıştım,
											Rapa Nuian'lı yerli bir rehber,
											ve Yoyo'nun yüzüne bakarsanız
											bu ifadeyi nereden esinlendiklerini anlayabilirsiniz.
									","
											Und,
											eines der Dinge, das tatsächlich kein Geheimnis ist,
											als ich noch klein war – weil ich als Kind diese Bilder gesehen hatte –
											dachte ich mir: ""Nanu, warum dieser Gesichtsausdruck?
											Warum diese Augenbrauen?"" Ich meine, sie sind so ausdrucksstark.
											Woher kam die Inspiration dafür?
											Und dann habe ich Yoyo kennengelernt,
											der ein eingeborener Rapa-Nui-Fremdenführer ist,
											und wenn Sie sich Yoyos Gesicht ansehen,
											können Sie erkennen, was sie inspiriert hatte.
									","
											Y...
											una de las cosas que no es un misterio,
											fue cuando crecí, porque cuando era un niño había visto estas fotografías,
											y pensé: ""¿Por qué esa expresión en la cara?
											¿Por qué esa ceja?"", es algo bastante poderoso.
											¿De dónde salió la inspiración?
											Y entonces conocí a Yoyo,
											que es un guía rapa nui nativo,
											y si observan la cara de Yoyo,
											pueden imaginarse más o menos de dónde salió.
									","
											Uma coisa que, na verdade,
não é um mistério.
											Quando eu era miúdo,
vi estas imagens e pensei:
											""Porquê esta expressão na cara?
											""Porque é que franzem o sobrolho?""
											É uma coisa tão poderosa.
											Onde foram buscar esta inspiração?
											Depois, encontrei Yoyo
											que é o guia nativo Rapa Nui-an.
											Se olharem para a cara de Yoyo,
											percebemos onde a foram buscar.
									","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
"
","
","
","
","
","
","Archeology, animal photography, BBQ ...",Nathan Myhrvold,17:14,"animals,dinosaurs,entertainment,exploration,fish,humor,photography,archaeology"
