es,pt,en,de,title,speaker,duration,tags
"
											La sexualidad es un lente 
increíblemente poderoso
											con el cual estudiar 
cualquier sociedad,
											porque lo que sucede 
en nuestra vida íntima
											se refleja necesariamente 
en escenarios más grandes:
											en la política y la economía, en la religión
y la tradición, en el género y las generaciones.
											Lo que he encontrado, es que si 
se quiere realmente conocer un pueblo,
											hay que comenzar por mirar 
dentro de sus habitaciones.
									","
											A sexualidade é uma lente incrivelmente potente
											para estudar qualquer sociedade,
											porque o que acontece na nossa vida íntima
											é refletido por forças num cenário mais geral:
											na política e na economia, na religião e 
nas tradições, no género e nas gerações.
											Como descobri, se quisermos conhecer 
realmente um povo,
											começamos por espreitar dentro dos seus quartos.
									","
											Now sexuality is an incredibly powerful lens
											with which to study any society,
											because what happens in our intimate lives
											is reflected by forces on a bigger stage:
											in politics and economics, in religion and tradition, 
in gender and generations.
											As I found, if you really want to know a people,
											you start by looking inside their bedrooms.
									","
											Sexualität ist ein unglaublich 
mächtiges Werkzeug,
											mit dem man jede Gesellschaft 
untersuchen kann,
											denn was in unserem Privatleben passiert,
											wird von Kräften auf einer 
größeren Bühne widergespiegelt:
											in der Politik und der Wirtschaft, 
in der Religion und Traditionen,
											in Gender- und Generationsfragen.
											Ich fand heraus, dass man, wenn man 
ein Volk wirklich kennenlernen möchte,
											zuerst einen Blick in 
die Schlafzimmer werfen sollte.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Sin duda, el mundo árabe 
es vasto y variado.
											Pero atravesándolo, 
hay tres líneas rojas,
											temas que se supone que 
no desafían ni de palabra ni de acción.
									","
											Sem dúvida, o mundo árabe é vasto e variado.
											Mas ao percorrê-lo, 
existem três sinais vermelhos.
											Tópicos que não devemos 
questionar com palavras ou atos.
									","
											Now to be sure, the Arab world is vast and varied.
											But running across it are three red lines —
											these are topics you are not supposed 
to challenge in word or deed.
									","
											Sicherlich ist die arabische Welt 
riesig und vielfältig.
											Aber sie ist durchzogen 
von drei roten Linien:
											Themen, die man weder mit Worten 
noch mit Taten hinterfragen sollte.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											La primera de ellas es la política.
											Pero la primavera árabe 
ha cambiado todo eso
											con levantamientos que han brotado
por toda la región desde el 2011.
											Hoy, mientras los que ostentan 
el poder, viejos y nuevos,
											continúan aferrándose 
a las viejas maneras,
											hay millones que tiran
											y encogen por lo que esperan 
sea una vida mejor.
									","
											O primeiro é a política.
											Mas a Primavera Árabe veio mudar isso,
											com revoltas que floresceram 
pela região desde 2011.
											Agora, enquanto os que estão no poder, 
novos e velhos,
											continuam como se estivesse tudo na mesma,
											milhões continuam a recuar
											e a avançar para aquilo 
que esperam ser uma vida melhor.
									","
											The first of these is politics.
											But the Arab Spring has changed all that,
											in uprisings which have blossomed 
across the region since 2011.
											Now while those in power, old and new,
											continue to cling to business as usual,
											millions are still pushing back,
											and pushing forward to what they hope
will be a better life.
									","
											Das erste ist die Politik.
											Aber der Arabische Frühling 
hat das alles verändert,
											mit Aufständen, die seit 2011 
in der ganzen Region ausgebrochen sind.
											Während aber die Machthaber, 
egal ob alt oder neu,
											weitermachen wie bisher,
											lehnen sich Millionen 
noch immer gegen sie auf
											und drängen noch immer auf, 
wie sie hoffen, ein besseres Leben.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Esa segunda línea 
roja es la religión.
											Y la religión y la política 
están conectadas,
											con el surgimiento de grupos 
como la Hermandad Musulmana.
											Y al menos algunas personas,
están comenzando a hacer preguntas
											sobre el papel del islam 
en la vida pública y privada.
									","
											O segundo sinal vermelho é a religião.
											Mas agora religião e política estão ligadas,
											com o aparecimento de grupos 
como a Irmandade Islâmica.
											E, pelo menos, algumas pessoas 
começam a fazer perguntas
											sobre o papel do Islão, na vida pública e privada.
									","
											That second red line is religion.
											But now religion and politics are connected,
											with the rise of such groups as the 
Muslim Brotherhood.
											And some people, at least, are starting 
to ask questions
											about the role of Islam in public and private life.
									","
											Die zweite rote Linie ist die Religion.
											Aber jetzt sind Religion 
und Politik verbunden,
											durch den Aufstieg von Gruppierungen 
wie der Muslimbruderschaft.
											Und zumindest manche Leute fangen an,
											die Rolle des Islam in der Öffentlichkeit 
und im Privatleben zu hinterfragen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											En cuanto a esa tercera línea roja, 
ya saben, ese tema fuera de los límites,
											¿qué creen que pueda ser?
									","
											Quanto ao terceiro sinal vermelho, 
aquele assunto interdito,
											o que vos parece que seja?
									","
											You know, as for that third red line, 
that off-limits subject,
											what do you think it might be?
									","
											Und die dritte rote Linie, 
dieses verbotene Thema:
											Was denken Sie, was es ist?
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Audiencia: sexo.
									","
											Público: Sexo.
									","
											Audience: Sex.
									","
											Publikum: Sex!
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Shereen El Feki: Más fuerte, 
no puedo oírlos.
									","
											Shereen El Feki: Mais alto, não vos ouço.
									","
											Shereen El Feki: Louder, I can't hear you.
									","
											Shereen El Feki: 
Lauter, ich kann Sie nicht hören.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Audiencia: sexo.
									","
											Público: Sexo.
									","
											Audience: Sex.
									","
											Publikum: Sex!
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											SEF: Una vez más, 
por favor, no sean tímidos.
									","
											Shereen El Feki: Outra vez. Não sejam tímidos.
									","
											SEF: Again, please don't be shy.
									","
											SEF: Nochmal, keine falsche Scheu!
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Audiencia: sexo.
									","
											Público: Sexo.
									","
											Audience: Sex.
									","
											Publikum: Sex!
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											SEF: Absolutamente, 
correcto, sexo. (Risas)
											En toda la región árabe, el matrimonio es 
el único contexto aceptado para el sexo...
											aprobado por los padres, 
sancionado por la religión
											y registrado por el estado.
											El matrimonio es 
tu boleto a la adultez.
											Si no te casas,no puedes 
dejar la casa de tus padres
											y se supone que no tengas sexo,
											y definitivamente, 
se supone que no tengas hijos.
									","
											Shereen El Feki: Sem dúvida, é verdade, é o sexo.
(Risos)
											Na região árabe, o único contexto aceite 
para o sexo é o casamento,
											aprovado pelos pais, 
sancionado pela religião
											e registado pelo estado.
											O casamento é o passaporte para a idade adulta.
											Se não derem o nó, 
não podem sair de casa dos vossos pais,
											e não é suposto terem sexo,
											e, definitivamente, não é suposto terem filhos.
									","
											SEF: Absolutely, that's right, it's sex. (Laughter)
											Across the Arab region, the only accepted
context for sex is marriage —
											approved by your parents, sanctioned by religion
											and registered by the state.
											Marriage is your ticket to adulthood.
											If you don't tie the knot, you can't 
move out of your parents' place,
											and you're not supposed to be having sex,
											and you're definitely not supposed 
to be having children.
									","
											SEF: Absolut richtig, es ist Sex. 
(Gelächter)
											Im gesamten arabischen Raum ist die Ehe 
der einzig anerkannte Kontext für Sex —
											akzeptiert von den Eltern, 
gebilligt von der Religion
											und vom Staat registriert.
											Die Ehe ist ihr Ticket 
zum Erwachsenwerden.
											Wenn sie nicht heiraten, können sie 
nicht von zu Hause ausziehen,
											sollten sie keinen Sex haben
											und ganz sicher keine Kinder bekommen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Es una ciudadela social; 
es una fortaleza inexpugnable
											que resiste a cualquier agresión, 
a cualquier alternativa.
											Y alrededor de la fortaleza está 
este vasto campo de tabú
											contra el sexo prematrimonial, 
contra los condones,
											contra el aborto, 
contra la homosexualidad,
											contra lo que ustedes quieran.
									","
											É uma cidadela social. 
É uma fortaleza impenetrável
											que resiste a qualquer ataque, 
a qualquer alternativa.
											E à volta da fortaleza 
há um campo vasto de tabus
											contra o sexo antes do casamento, 
contra os preservativos,
											contra o aborto, contra a homossexualidade,
											contra isto e aquilo.
									","
											It's a social citadel; it's an impregnable fortress
											which resists any assault, any alternative.
											And around the fortress is this vast field of taboo
											against premarital sex, against condoms,
											against abortion, against homosexuality,
											you name it.
									","
											Es ist ein gesellschaftliches Bollwerk, 
eine uneinnehmbare Festung,
											die sich jedem Angriff 
und jeder Alternative widersetzt.
											Diese Festung umgibt 
ein riesiges Feld aus Tabus
											gegen vorehelichen Sex, gegen Kondome,
											gegen Abtreibung, gegen Homosexualität,
											und so weiter.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Faiza era la prueba viva de ello.
											Su declaración de virginidad
no era solo un deseo.
											Aunque las principales religiones de la región
exhaltan la castidad prematrimonial,
											en un patriarcado, 
los chicos son chicos.
											Los hombres tienen sexo 
antes del matrimonio
											y la gente se hace 
la de la vista gorda.
									","
											A Faiza era a prova viva disto.
											A sua declaração de virgindade
não era uma ilusão.
											Apesar das grandes religiões da região 
exaltarem a castidade pré-marital,
											numa sociedade patriarcal, 
homens são homens.
											Os homens têm sexo antes do casamento,
											e as pessoas fazem de conta que não veem.
									","
											Faiza was living proof of this.
											Her virginity statement was 
not a piece of wishful thinking.
											Although the major religions of the region
extoll premarital chastity,
											in a patriarchy, boys will be boys.
											Men have sex before marriage,
											and people more or less turn a blind eye.
									","
											Faiza war der lebende Beweis dafür.
											Ihre Aussage, noch Jungfrau zu sein, 
war kein bloßes Wunschdenken.
											Obwohl die großen Religionen in der 
Region voreheliche Enthaltsamkeit loben,
											werden in einer Patriarchie 
Jungs immer Jungs sein.
											Männer haben vor der Ehe Sex,
											und die Leute drücken ein Auge zu.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											No pasa igual 
con las mujeres,
											que se espera que lleguen 
vírgenes a su noche de bodas,
											es decir, que se presenten 
con su himen intacto.
											No es un asunto que 
preocupe solo al individuo,
											es cuestión del honor de la familia 
y en particular, del honor de los hombres.
									","
											O mesmo não se passa com as mulheres,
											de quem se espera que sejam virgens 
até à noite de núpcias.
											Ou seja, aparecerem com o seu hímen intacto.
											Isto não é uma questão pessoal.
											É uma questão de honra da família 
e, em particular, de honra dos homens.
									","
											Not so for women,
											who are expected to be virgins 
on their wedding night —
											that is, to turn up with your hymen intact.
											This is not a question of individual concern,
											this is a matter of family honor, 
and in particular, men's honor.
									","
											Nicht so bei Frauen,
											von denen man erwartet, dass sie in 
der Hochzeitsnacht noch Jungfrau sind —
											also mit einem intakten 
Jungfernhäutchen erscheinen.
											Das ist keine Privatangelegenheit,
											es ist eine Frage der Familienehre, 
und im Besonderen, der Ehre der Männer.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Y las mujeres y sus familiares
											irán bien lejos para preservar 
este pedacito de anatomía...
											desde la mutilación 
genital femenina,
											a las pruebas de virginidad y a 
la reparación quirúrgica del himen.
									","
											Portanto, as mulheres e seus familiares
											fazem enormes esforços 
para conservar este pedacinho da anatomia.
											Desde a mutilação genital feminina
											aos testes de virgindade 
e cirurgia reparadora do hímen.
									","
											And so women and their relatives
											will go to great lengths to preserve 
this tiny piece of anatomy —
											from female genital mutilation,
											to virginity testing, to hymen repair surgery.
									","
											Und so nehmen Frauen 
und ihre Verwandten
											viele Mühen auf sich, um dieses 
kleine Stück Anatomie zu bewahren —
											von weiblicher Beschneidung
											über Jungfräulichkeitstest bis hin 
zur OP am Jungfernhäutchen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Faiza eligió una ruta diferente:
											sexo no vaginal.
											Solo que quedó 
embarazada de todos modos.
											Pero Faiza en realidad 
no sabía esto,
											porque en las escuelas 
hay tan poca educación sexual
											y tan poca comunicación 
en la familia.
									","
											A Faiza escolheu um caminho diferente:
											sexo não vaginal.
											O problema é que ainda assim ela engravidou.
											Mas a Faiza não se apercebeu disso,
											pois há tão pouca educação sexual nas escolas
											e tão pouca comunicação dentro da família.
									","
											Faiza chose a different route:
											non-vaginal sex.
											Only she became pregnant all the same.
											But Faiza didn't actually realize this,
											because there's so little 
sexuality education in schools,
											and so little communication in the family.
									","
											Faiza hat eine andere Methode gewählt:
											nicht-vaginalen Sex.
											Allerdings ist sie dennoch 
schwanger geworden.
											Aber Faiza war das nicht richtig bewusst,
											weil in der Schule so wenig 
Sexualerziehung betrieben wird,
											und in der Familie so wenig 
darüber gesprochen wird.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Cuando su condición 
se hizo difícil de ocultar,
											la madre de Faiza la ayudó 
a huir de su padre y hermanos.
											Y es que los asesinatos por 
honor son una amenaza real
											para un sinnúmero de mujeres
en la región árabe.
											Cuando Faiza finalmente,
llegó a un hospital en Casablanca,
											el hombre que 
se ofreció a ayudarla,
											intentó, más bien, violarla.
									","
											Quando a condição dela 
se tornou difícil de esconder
											a mãe da Faiza ajudou-a a fugir do pai e irmãos.
											Isto porque os crimes de honra 
são uma ameaça real
											para inúmeras mulheres nas regiões árabes.
											Portanto, quando a Faiza finalmente 
foi parar a um hospital em Casablanca,
											o homem que se ofereceu para a ajudar,
											em vez disso, tentou violá-la.
									","
											When her condition became hard to hide,
											Faiza's mother helped her flee 
her father and brothers.
											This is because honor killings are a real threat
											for untold numbers of women in the Arab region.
											And so when Faiza eventually fetched up at 
a hospital in Casablanca,
											the man who offered to help her,
											instead tried to rape her.
									","
											Als sich ihr Zustand nur noch 
schwer verbergen ließ,
											verhalf Faizas Mutter ihr zur Flucht 
vor ihrem Vater und ihren Brüdern.
											Das liegt daran, dass Ehrenmorde 
eine echte Gefahr
											für unzählige Frauen 
im arabischen Raum sind.
											Als Faiza also schließlich in einem 
Krankenhaus in Casablanca landete,
											versuchte der Mann, 
der ihr Hilfe angeboten hatte,
											sie stattdessen zu vergewaltigen.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Lamentablemente, 
Faiza no es la única.
											En Egipto, donde 
centro mi investigación,
											he visto muchos problemas 
dentro y fuera de la ciudadela.
											Hay legiones de jóvenes
											que no pueden 
pagarse un matrimonio,
											porque el matrimonio se ha convertido
en una proposición muy cara.
											Se espera que soporten la carga 
de los costos de la vida matrimonial,
											pero no pueden 
encontrar empleo.
											Este es uno de los principales detonantes 
de los recientes levantamientos,
											y una de las razones para casarse
a edades mayores
											en gran parte de 
la región árabe.
									","
											Infelizmente, a Faiza não está sozinha.
											No Egito, onde se centra a minha investigação,
											vi muitos problemas 
dentro e fora da cidadela.
											Há legiões de homens jovens
											que não têm dinheiro para se casar,
											porque o casamento 
tornou-se numa proposta muito cara.
											Espera-se que eles 
assumam os custos da vida do casal,
											mas eles não arranjam trabalho.
											Este é um dos principais fatores 
das recentes revoltas
											e é uma das razões 
porque a idade do casamento aumentou
											em grande parte da região árabe.
									","
											Sadly, Faiza is not alone.
											In Egypt, where my research is focused,
											I have seen plenty of trouble 
in and out of the citadel.
											There are legions of young men
											who can't afford to get married,
											because marriage has become 
a very expensive proposition.
											They are expected to bear the burden
of costs in married life,
											but they can't find jobs.
											This is one of the major drivers 
of the recent uprisings,
											and it is one of the reasons for the 
rising age of marriage
											in much of the Arab region.
									","
											Leider ist Faiza kein Einzelfall.
											In Ägypten, worauf sich 
meine Forschung konzentriert,
											habe ich viel Ärger innerhalb 
und außerhalb der Festung erlebt.
											Es gibt Scharen von jungen Männern,
											die sich eine Ehe nicht leisten können,
											da sie zu einem sehr teuren 
Vorhaben geworden ist.
											Man erwartet von ihnen, die Last 
der Kosten des Ehelebens zu tragen,
											aber sie finden keine Arbeit.
											Das ist einer der Hauptfaktoren 
der jüngsten Aufstände,
											und es ist einer der Gründe 
für das ansteigende Heiratsalter
											in weiten Teilen des arabischen Raums.
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
											Hay mujeres profesionistas
que quieren casarse,
											pero no pueden 
encontrar marido,
											porque desafían 
las expectativas del género
											o como una joven doctora
me lo dijo en Túnez:
											""Las mujeres se están volviendo 
cada vez más abiertas.
											Pero el hombre, todavía está 
en la etapa prehistórica"".
									","
											Há mulheres com carreira 
que se querem casar,
											mas não conseguem arranjar marido,
											porque elas desafiam as expetativas do seu género
											ou como uma jovem médica na Tunísia me disse:
											""As mulheres estão 
a tornar-se cada vez mais abertas,
											""mas os homens ainda estão na pré-História."" 
(Risos)
									","
											There are career women who want to get married,
											but can't find a husband,
											because they defy gender expectations,
											or as one young female doctor 
in Tunisia put it to me,
											""The women, they are becoming more and more open.
											But the man, he is still at the prehistoric stage.""
									","
											Es gibt Karrierefrauen, 
die heiraten wollen,
											aber keinen Ehemann finden,
											weil sie sich den Erwartungen 
an die Geschlechterrollen widersetzen,
											oder wie es eine junge Ärztin 
in Tunesien ausdrückte:
											""Die Frauen werden immer offener.
											Aber die Männer leben 
noch immer in der Steinzeit.""
									",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
"
","
","
","
",A little-told tale of sex and sensuality,Shereen El Feki,16:10,"Egypt,Middle East,TED Fellows,culture,relationships,sex"
