en,tr,fr,es,title,speaker,duration,tags
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											I had two key tasks going to that school:
											don't lose your blackness
and don't lose your glasses.
											This accomplished both.
									","
											Okula giderken iki görevim vardı:
											Siyahiliğini kaybetme
ve gözlüklerini kaybetme.
											İkisini de başardım.
									","
											J'avais deux missions-clés
au sein de cette école :
											ne perds pas ta noirceur
et ne perds pas tes lunettes.
											J'ai ainsi accompli les deux.
									","
											Tuve dos deberes claves 
al ir a aquel colegio:
											no pierdas tu negritud ni las gafas.
											Esto cumple los dos.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Sidwell was a great place
to learn the arts and the sciences,
											but also the art of living
amongst whiteness.
											That would prepare me
for life later at Harvard,
											or doing corporate consulting,
											or for my jobs at ""The Daily Show""
and ""The Onion.""
											I would write down many of these lessons
in my memoir, ""How to Be Black,""
											which if you haven't read yet,
makes you a racist, because —
									","
											Sidwell, sanat ve bilim
öğrenmek için harika bir yerdi
											ama beyazlar arasında
yaşamayı öğrenmek için de.
											Bu beni daha sonra
Harvard için hazırlayacaktı
											veya kurumsal danışma için
											veya ''The Daily Show''
ve ''The Onion''daki işlerime.
											Edindiğim bu dersleri
kitabım ''How to Be Black''te topladım,
											eğer okumadıysanız
demek ki ırkçısınız, çünkü...
									","
											Sidwell était un super endroit
pour apprendre les arts et les sciences,
											mais aussi l'art de vivre
au milieu de la blancheur.
											Cela m'a préparé
à une vie future à Harvard,
											à faire du conseil aux entreprises
											ou travailler à « The Daily Show »
et « The Onion ».
											Je pourrais écrire de nombreuses leçons
dans mon mémoire, « Comment être noir »,
											si vous ne l'avez pas encore lu,
cela fait de vous un raciste —
									","
											Sidwell era un lugar genial 
para aprender arte y ciencias,
											pero también el arte de vivir
en medio de blancura
											lo que me preparó luego 
para mi vida en Harvard,
											para hacer consultoría corporativa,
											o para mis trabajos
en ""The Daily Show"" y The Onion.
											Escribí muchas lecciones
en mi autobiografía: ""Como ser negro,""
											el que si aún no han leído,
les convierte en racistas, porque...
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											you've had plenty of time
to read the book.
									","
											kitabı okumak için
yeterince zamanınız vardı.
									","
											car vous aviez plein de temps
pour lire le livre.
									","
											han tenido mucho tiempo para leerlo.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											But America insists on reminding me
											and teaching me
											what it means to be black in America.
									","
											Ancak Amerikalılar
bana şunu da hatırlatıyor
											ve öğretiyor;
											Amerika'da siyahi olmak ne demek.
									","
											Mais l'Amérique insiste pour me rappeler
											et m'enseigner
											ce que c'est d'être noir en Amérique.
									","
											Pero EE. UU. insiste en recordarme
											y enseñarme
											lo que significa ser negro en EE. UU.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											It's December 2018,
											I'm with my fiancé
in the suburbs of Wisconsin.
											We are visiting her parents,
both of whom are white,
											which makes her white.
											That's how it works.
I don't make the rules.
									","
											Aralık 2018'de
											Wisconsin banliyölerinde
nişanlımla birlikteyim.
											Anne babasını ziyaret ediyoruz,
ikisi de beyaz,
											nişanlım da beyaz oluyor.
											İşler böyle.
Kuralları ben yazmıyorum.
									","
											Nous sommes en décembre 2018,
											je suis avec ma fiancée
dans une banlieue du Wisconsin.
											Nous rendons visite à ses parents,
qui sont tous deux blancs,
											elle est donc blanche.
											Ça marche comme ça.
Je n'ai pas décidé des règles.
									","
											Es diciembre en 2018,
											estaba con mi prometida 
en los suburbios en Wisconsin,
											visitando a sus padres, ambos son blancos
											lo que hace que ella también lo sea.
											Así funciona. Yo no pongo las reglas.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											She's had some drinks,
so I drive us in her parents' car,
											and we get pulled over by the police.
											I'm scared.
											I turn on the flashing lights
to indicate compliance.
											I pull over slowly
											under the brightest streetlight I can find
											in case I need witnesses
or dashcam footage.
											We get out my identification,
the car registration,
											lay it out in the open,
roll down the windows,
											my hands are placed on the steering wheel,
											all before the officer exits the vehicle.
											This is how to stay alive.
											As we wait, I think
about these headlines —
											""Police shoot another
unarmed black person"" —
											and I don't want to join them.
									","
											Biraz içmiş o yüzden
ailesinin arabasını ben kullanıyorum
											ve polis bizi durduruyor.
											Korkuyorum.
											Uyum göstermek adına dörtlüleri yakıyorum.
											Yavaşça kenara çekiyorum,
											bulabildiğim en parlak
sokak lambası altına,
											olur da tanığa veya kamera
görüntüsüne ihtiyacım olur diye.
											Kimliğimi ve araba ruhsatını çıkarıyorum,
											açığa çıkarıyorum,
pencereleri açıyorum,
											ellerimi de direksiyon
üstüne yerleştiriyorum,
											bunların hepsini polis,
aracından çıkmadan yapıyorum.
											Bu şekilde hayatta kalınıyor.
											Beklerken o manşetleri düşünüyorum.
											''Polis silahsız bir siyahiye
daha ateş etti.''
											Onlardan biri olmak istemiyorum.
									","
											Elle a bu quelques verres,
alors je conduis la voiture de ses parents
											et la police nous fait signe
de nous arrêter.
											J'ai peur.
											J'allume mon clignotant
pour indiquer que j'obtempère,
											je me range doucement
											sous le lampadaire
le plus lumineux que je trouve
											au cas où j'ai besoin de témoins
ou de la vidéo de la caméra embarquée.
											Nous sortons mon permis,
la carte grise de la voiture,
											les plaçons de façon visible,
descendons les vitres,
											mes mains sont sur le volant,
											tout cela avant que l'officière
ne sorte de son véhicule.
											Voilà comment rester en vie.
											Alors que nous attendons,
je pense à ces gros titres,
											« La police tire sur une autre
personne noire non armée »,
											et je ne veux pas me joindre à elles.
									","
											Ella había bebido, así que yo conduje
el auto de sus padres,
											y la policía nos detuvo.
											Tengo miedo.
											Encendí luces intermitentes 
para indicar el cumplimiento.
											Paro lentamente
											bajo la farola más luminosa 
que podría encontrar
											por si necesito testigos o 
imágenes televisivas.
											Sacamos la identificación,
los papeles de registro del auto,
											Bajamos las ventanas y los sacamos.
											Los manos están al volante,
											eso todo sucede antes de que 
la policía salga de su vehículo.
											Por eso estamos vivos.
											Mientras esperábamos , 
pienso en posibles titulares:
											""El polícia dispara a otro 
hombre negro desarmado"".
											Y no quiero que me pase lo mismo.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											The good news is,
our officer was friendly.
											She told us our tags were expired.
											So to all the white parents out there,
											if your child is involved with a person
											whose skin tone is rated
Dwayne ""The Rock"" Johnson or darker —
									","
											İyi haber şu ki
polis arkadaş canlısı çıkıyor.
											Muayene etiketinin
tarihi geçtiğini söylüyor.
											Tüm beyaz ebeveynlere sesleniyorum,
											eğer çocuğunuz
											ten rengi Dwayne Johnson gibi
veya daha koyu biriyle birlikte olursa
									","
											La bonne nouvelle, c'est que
notre officière était sympathique.
											Elle nous a dit que
l'immatriculation avait expiré.
											A tous les parents blancs,
											si votre enfant sort avec quelqu'un
											dont la couleur de peau est aussi foncée
que Dwayne « The Rock » Johnson —
									","
											Tengo buenas noticias y es que
nuestra agente de policía fue amable.
											Ella nos avisó de que
nuestras placas estaban caducadas.
											Para todos padres blancos,
											si tu hijo está vinculado a una persona
											cuya piel se clasifica como Dawyne
""The Rock"" Johnson o aún más negro..
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											you need to get that car inspected,
update the paperwork every time we visit.
											That's just common courtesy.
									","
											aracınızın muayenesini yaptırmanız lazım,
her ziyarette belgeler güncellenmeli.
											Kibarlık namına yani.
									","
											vous devez faire inspecter la voiture,
mettre à jour les papiers à chaque visite.
											C'est de la simple courtoisie.
									","
											necesitas examinar el auto, 
renovar los papeles antes de cada visita.
											Es por cortesía.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											I got lucky.
											I got a law enforcement professional.
											I survived something
that should not require survival.
											And I think about
this series of stories —
											""Police shoot another
unarmed black person"" —
											and that season when those stories
popped up everywhere.
											I would scroll through my feed
											and I would see a baby announcement photo.
											I'd see an ad for a product
											I had just whispered
to a friend about yesterday.
											I would see a video of a police officer
gunning down someone
											who looked just like me.
											And I'd see a think piece
											about how millennials
have replaced sex with avocado toast.
									","
											Şanslıydım.
											Bir polisle muhatap oldum.
											Hayatta kalamayabilirdim.
											Ve tüm o haberleri düşününce...
											''Polis silahsız bir siyahiye
daha ateş etti.''
											ve o zamanlar bu haberler
her yerde karşınıza çıkıyordu.
											Haber akışında aşağı kaydırdıkça
											bir bebek güzel haberini görüyorum.
											Sonra bir ürünün reklamını,
											daha dün arkadaşıma bahsettiğim bir ürün.
											Sonra da bir polis memuru,
silahını birine doğrultmuş,
											benim gibi görünen birine.
											Sonra da başka bir haber,
											milenyum kuşağı nasıl avokadoyu
seks yerine tercih ediyor.
									","
											J'ai eu de la chance.
											J'ai eu à faire à une professionnelle
des forces de l'ordre.
											J'ai survécu à quelque chose
											qui ne devrait pas nécessiter
qu'on y survive.
											Je pense à cette série d'histoires —
											« La police tire sur une autre
personne noire non armée » —
											et la saison où ces histoires
ont fait leur apparition partout.
											Je faisais défiler mon fil d'actualités
											et je voyais un faire-part de naissance.
											Je voyais une pub pour un produit
											au sujet duquel j'avais chuchoté
avec un ami la veille.
											Je voyais une vidéo
d'un officier de police
											descendant quelqu'un qui me ressembait.
											Je voyais un article de fond
											sur comment la génération Y avait remplacé
le sexe par des toasts à l'avocat.
									","
											Yo tuve suerte.
											Tuve un profesional 
en la aplicación de la ley.
											Sobreviví a algo que 
no debería requerir supervivencia.
											Y pienso en esta serie de cuentos
											""El policía dispara a otro 
hombre negro desarmado"".
											y la época cuando aquellos cuentos
estaban en todos lugares.
											Me gustaría pasear por mis memoria
											y entonces veo una foto 
para un anuncio de un bebé,
											un anuncio para un producto
											que ayer había compartido con un amigo.
											Me gustaría ver un video de un policía
apuntando con un arma otra persona
											que se pareciera a mí.
											Y me gustaría leer un artículo sobre
											cómo la generación del milenio sustituye 
el sexo por una tostada de aguacate
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											It was a confusing time.
											Those stories kept popping up,
											but in 2018, those stories got changed out
for a different type of story,
											stories like, ""White Woman Calls Cops
On Black Woman Waiting For An Uber.""
											That was Brooklyn Becky.
											Then there was, ""White Woman Calls Police
											On Eight-Year-Old Black Girl
Selling Water.""
											That was Permit Patty.
											Then there was, ""Woman Calls Police
											On Black Family BBQing
At Lake In Oakland.""
											That was now infamous BBQ Becky.
									","
											Kafa karıştırıcı zamanlar.
											Bu haberler sürekli çıkıyor
											ama 2018'de bu haberler
farklı bir hâl almaya başladı:
											''Beyaz kadın, Uber bekleyen
Siyahi kadını polise ihbar etti.''
											Bahsettiğim Brooklyn Becky.
											Bir diğeri,
''Beyaz kadın, su sattığı için
											sekiz yaşındaki siyahi kızı
polise ihbar etti.''
											Bu da Permit Patty.
											Bir diğeri,
''Oakland'da gölde
											mangal yaktıkları için siyahi aileyi
polise ihbar etti.''
											Bu da meşhur mangal Becky.
									","
											C'était une période déroutante.
											Ces histoires continuaient de surgir,
											mais en 2018, ces histoires ont été
remplacées par un autre type d'histoires :
											« Une femme blanche appelle la police
											au sujet d'une femme noire
attendant un Uber ».
											C'était Betty de Brooklyn.
											« Une femme blanche
appelle la police
											au sujet d'une Noire de huit ans
vendant de l'eau ».
											C'était Patty et son permis.
											Puis : « Une femme appelle la police
											au sujet d'une famille noire
faisant un barbecue ».
											C'était la maintenant célèbre
Becky et son barbecue.
									","
											Era un tiempo de confusión.
											Esas historias siguen apareciendo
											pero en 2018 esas historias
cambiaron por otras como:
											""Una mujer blanca llama a la policía
porque una mujer negra espera un Uber""
											Era Brooklyn Becky.
											""Otra mujer blanca llama a la policía
											porque una niña negra 
de 8 años vende agua"".
											Ella era Permit Patty.
											Y ""Otra mujer llama a la policía
											porque una familia negra hace
una barbacoa en un lago de Oakland"".
											Ahora se conoce 
con la triste fama de Becky Barbacoa.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											And I contend that these stories
of living while black
											are actually progress.
											We used to find out
after the extrajudicial police killings.
											Now, we're getting video
of people calling 911.
											We're moving upstream,
											closer to the problem
and closer to the solution.
									","
											Bu haberler,
siyahi olarak yaşamanın zorluğu
											ve bir ilerleme.
											Polis silah kullanımı
mahkemelerinden öğrenirdik.
											Şimdi insanların
911'i arama videoları var.
											İlerliyoruz,
											hem soruna doğru, hem de çözüme.
									","
											Je soutiens que ces histoires
de la vie en tant que Noir
											sont une marque de progrès.
											Avant, nous découvrions cela après
les homicides policiers extrajudiciaires.
											Maintenant, nous avons des vidéos
de gens appelant la police.
											Nous remontons le courant,
											nous nous rapprochons
du problème et de la solution.
									","
											Y compito contra esas historias 
sobre la vida de los negros
											mientras realmente 
los negros están progresando.
											Solíamos descubrir asesinatos 
extrajudiciales de la policía,
											ahora recibimos los videos 
de la gente llamando 911
											Estamos moviéndonos contracorriente
											acercándonos al problema y a la solución
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
