en,pt,es,fr,de,title,speaker,duration,tags
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											So I want to talk a little bit more
about that energy.
											The heat required to regenerate
or recycle these materials
											absolutely dictates the energy
and the subsequent cost of doing this.
											So I ask a question:
											How much energy do you think it takes
											to remove a million tons
of CO2 from the air
											in a given year?
											The answer is: a power plant.
											It takes a power plant
to capture CO2 directly from the air.
											Depending on which approach you choose,
											the power plant could be on the order
of 300 to 500 megawatts.
											And you have to be careful about
what kind of power plant you choose.
											If you choose coal,
											you end up emitting more CO2
than you capture.
									","
											Por isso, vou falar mais 
um bocado acerca dessa energia.
											O calor necessário para regenerar
ou reciclar estes materiais
											determina absolutamente a energia
e o consequente custo para o fazer.
											Por isso, eu faço uma pergunta:
											Quanta energia acham que é necessária
											para extrair milhões
de toneladas de CO2 do ar
											num determinado ano?
											A resposta é: uma central de energia.
											É necessária uma central de energia
para captar o CO2 diretamente do ar.
											Dependendo da abordagem
que escolhermos,
											a central de energia pode estar 
na ordem dos 300 aos 500 megawatts.
											E é preciso ter cuidado com o tipo
de central de energia que escolhermos.
											Se escolhermos o carvão,
											acabamos por emitir mais CO2
do que aquele que captamos.
									","
											Quiero hablar un poco más
sobre esa energía.
											El calor necesario para regenerar
o reciclar estos materiales
											determina por completo la energía 
y el gasto que implica.
											Así que les pregunto:
											¿cuánta energía creen que hace falta
											para extraer un millón de toneladas
de CO2 del aire en un año?
											La respuesta es: una central eléctrica.
											Hace falta una central eléctrica para
capturar CO2 directamente del aire.
											Según el método que se elija,
											la central eléctrica podría estar
entre 300 y 500 megavatios.
											Y hay que tener cuidado con
el tipo de central que se elige.
											Si se elige carbón,
											se acaba emitiendo más CO2
del que se extrae.
									","
											Je veux vous en dire plus 
sur cette énergie.
											La chaleur nécessaire pour recycler
ou régénérer ces matériaux
											définit l'énergie utilisée
et les coûts qui s'ensuivent.
											Voici une question :
											combien d'énergie pensez-vous qu'il faille
											pour retirer un million de tonnes
de CO2 de l'atmosphère
											en un an ?
											La réponse est : une centrale électrique.
											Il faut une centrale électrique 
pour retirer le CO2 de l'air.
											Selon la méthode choisie,
											la centrale pourrait aller
de 300 à 500 mégawatts.
											Et il faut bien choisir 
le type de centrale.
											Si c'est à charbon,
											on produit plus de CO2 que l'on en retire.
									","
											Ich möchte noch etwas
über diese Energie sprechen.
											Die zum Recyceln des Materials
benötigte Wärme
											bestimmt die benötigte Energie
und die daraus folgenden Kosten.
											Also frage ich:
											Wie viel Energie wird wohl benötigt,
											um eine Million Tonnen CO2 pro Jahr
											aus der Luft zu entfernen?
											Die Antwort ist: ein Kraftwerk.
											Man benötigt ein ganzes Kraftwerk,
um CO2 direkt aus der Luft zu filtern.
											Abhängig vom gewählten Ansatz,
											könnte das Kraftwerk im Bereich
von 300 bis 500 Megawatt liegen.
											Die Wahl des Kraftwerks
muss gut überlegt sein.
											Wenn man Kohle wählt,
											wird letztlich mehr CO2 emittiert
als aufgefangen wird.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											Now let's talk about costs.
											An energy-intensive version
of this technology
											could cost you as much
as $1,000 a ton
											just to capture it.
											Let's translate that.
											If you were to take that very expensive
CO2 and convert it to a liquid fuel,
											that comes out to 50 dollars a gallon.
											That's way too expensive;
it's not feasible.
									","
											Vamos agora falar dos custos.
											Uma versão de uso intensivo
de energia desta tecnologia
											pode custar tanto
quanto mil dólares por tonelada
											apenas para a captação.
											Vamos traduzir isto.
											Se pegarmos nesse CO2 muito caro
e o transformarmos em combustível líquido,
											isso sairá a 11 dólares o litro.
											Isso é demasiado caro, não é viável.
									","
											Ahora hablemos de costos.
											Una tecnología de alto consumo energético
puede costar unos USD 1000 por tonelada,
											solo para su extracción.
											Vamos a traducir eso.
											Si tomaran ese CO2 tan costoso
y lo convirtieran en combustible líquido,
											valdría más de USD 13 el litro.
											Es demasiado caro, no es viable.
									","
											Parlons maintenant du coût.
											Une version gourmande en énergie 
de cette technologie
											pourrait coûter jusqu'à
1 000 dollars par tonne
											rien que pour capturer le CO2.
											Traduisons :
											si l'on convertissait ce CO2
en carburant liquide,
											il reviendrait à 13 dollars le litre.
											C'est beaucoup trop cher,
ce n'est pas faisable.
									","
											Anschließend geht es noch um Kosten.
											Bei einer energieintensiven Version
											könnte nur das Einfangen
											1.000 $ pro Tonne kosten.
											Übertragen bedeutet das:
											Wenn dieses extrem teure CO2
zu Flüssigtreibstoff umgewandelt wird,
											kostet es 50 Dollar pro Gallone.
											Das ist viel zu teuer;
das ist nicht praktikabel.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											So how could we bring these costs down?
											That's, in part, the work that I do.
											There's a company today,
a commercial-scale company,
											that can do this as low
as 600 dollars a ton.
											There are several other companies
that are developing technologies
											that can do this even cheaper than that.
											I'm going to talk to you a little bit
											about a few of these different companies.
									","
											Então, como poderíamos
baixar esses custos?
											Isso é, em parte, o que eu faço.
											Há hoje uma companhia, 
uma empresa de escala comercial,
											que faz isto tão barato
quanto 600 dólares a tonelada.
											Há várias outras companhias
que estão a desenvolver tecnologias
											que podem fazer isto ainda mais barato.
											Vou falar-vos um bocado
											sobre algumas destas companhias.
									","
											¿Cómo podríamos bajar los costos?
											Eso es, en parte, mi trabajo.
											Existe una empresa a escala comercial
											que puede hacerlo por tan solo
USD 600 la tonelada.
											Y hay otras empresas que
están desarrollando tecnologías
											capaces de hacerlo por un costo aún menor.
											Voy a referirme ahora
a algunas de estas empresas.
									","
											Donc comment diminuer ces coûts ?
											C'est en partie mon travail.
											Il existe une entreprise,
à l'échelle commerciale,
											qui peut faire ça
pour 600 dollars par tonne.
											D'autres entreprises
développent des technologies
											qui peuvent faire ça 
pour encore moins cher.
											Je vais vous parler
											de quelques-unes de ces entreprises.
									","
											Wie also können wir die Kosten reduzieren?
											Das zu beantworten,
ist Teil meiner Arbeit.
											Es gibt ein Unternehmen,
ein gewerbsmäßiges Unternehmen,
											das die Umwandlung für nur 600 Dollar
pro Tonne erreicht.
											Und es gibt einige andere Unternehmen,
die Technologien entwickeln,
											um den Prozess noch günstiger zu machen.
											Ich werde Ihnen
											ein paar dieser Unternehmen vorstellen.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											One is called Carbon Engineering.
											They're based out of Canada.
											They use a liquid-based
approach for separation
											combined with burning
super-abundant, cheap natural gas
											to supply the heat required.
											They have a clever approach
											that allows them to co-capture
the CO2 from the air
											and the CO2 that they generate
from burning the natural gas.
											And so by doing this,
											they offset excess pollution
and they reduce costs.
									","
											Uma delas chama-se Carbon Engineering.
											Está situada fora do Canadá.
											Usam uma abordagem baseada
em líquido para a separação
											combinada com a queima de gás natural,
superabundante e barato
											para fornecer o calor necessário.
											Têm uma abordagem inteligente
											que lhes permite captar o CO2 do ar
											juntamente com o CO2 que geram
por queimar o gás natural.
											Ao fazerem isso,
											compensam o excesso de poluição
e reduzem os custos.
									","
											Una se llama ""Carbon Engineering"",
con sede en Canadá.
											Utilizan un método basado
en líquidos para separar,
											combinado con la quema de gas natural
súper abundante y barato
											para producir el calor requerido.
											Usan un método inteligente que
les permite cocapturar el CO2 del aire
											y el CO2 que generan
al quemar el gas natural.
											Mediante este sistema,
											contrarrestan el exceso de polución
y reducen los costos.
									","
											L'une d'entre elles 
est Carbon Engineering.
											Elle est basée au Canada.
											Elle utilise la méthode
qui se base sur un liquide
											et brûle un gaz naturel
peu coûteux et très abondant
											pour générer la chaleur requise.
											C'est une approche intelligente
											qui lui permet de capturer
à la fois le CO2 de l'air
											et le CO2 rejeté
en brûlant le gaz naturel.
											En faisant ça,
											elle contrebalance la pollution créée
et diminue les coûts.
									","
											Eins nennt sich Carbon Engineering
											mit Sitz in Kanada.
											Dort wird eine flüssigkeitsbasierte
Variante zur Abtrennung,
											kombiniert mit der Verbrennung ausreichend
vorhandenen billigem Erdgas, eingesetzt,
											um die benötigte Wärme zu erzeugen.
											Sie haben einen klugen Ansatz,
											der es ihnen erlaubt, sowohl
das CO2 aus der Luft,
											als auch das CO2 aus der Verbrennung
des Erdgases aufzufangen.
											Mit diesem Ansatz
											gleichen sie die überschüssige
Verschmutzung aus und reduzieren Kosten.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											Switzerland-based Climeworks
and US-based Global Thermostat
											use a different approach.
											They use solid materials for capture.
											Climeworks uses heat from the earth,
											or geothermal,
											or even excess steam
from other industrial processes
											to cut down on pollution and costs.
											Global Thermostat
takes a different approach.
											They focus on the heat required
											and the speed in which it moves
through the material
											so that they're able to release
and produce that CO2
											at a really fast rate,
											which allows them to have
a more compact design
											and overall cheaper costs.
									","
											A Climeworks localizada na Suíça
e a Global Thermostat localizada nos EUA
											usam uma abordagem diferente.
											Usam materiais sólidos para a captação.
											A Climeworks utiliza o calor da Terra,
ou seja, a energia geotermal,
											ou até mesmo o vapor em excesso 
de outros processos industriais
											para reduzir a poluição e os custos.
											A Global Thermostat
tem uma abordagem diferente.
											Focam-se no calor necessário
											e na velocidade com que este
se move através do material
											libertando e produzindo CO2
											a um ritmo muito rápido,
											o que lhes permite ter
um ""design"" mais compacto
											e preços mais baixos no geral.
									","
											""Climeworks"", con sede en Suiza,
y ""Global Thermostat"" en EE. UU.,
											utilizan un método diferente.
											Se valen de materiales
sólidos para la captura.
											""Climeworks"" usa el calor de la Tierra,
es decir energía geotérmica,
											o incluso el exceso de vapor
de otros procesos industriales
											para reducir la polución y los costos.
											""Global Thermostat"" tiene
un sistema distinto.
											Se centran en el calor necesario
											y en la velocidad a la cual 
se mueve en el material
											para poder liberar y producir CO2
											a un ritmo muy rápido,
											lo que les permite tener
un diseño más compacto
											y costos generales más bajos.
									","
											Climeworks, basée en Suisse,
et Global Thermostat, aux États-Unis,
											ont une méthode différente.
											Elles utilisent des matériaux solides.
											Climeworks utilise la chaleur de la Terre,
											la géothermie,
											ou même la vapeur produite
par d'autres procédés industriels,
											pour réduire la pollution et les coûts.
											Global Thermostat 
a une approche différente.
											Elle se focalise sur la chaleur requise
											et la vitesse à laquelle 
elle circule à travers le matériau
											pour pouvoir rejeter 
et produire le CO2
											à une très grande vitesse,
											ce qui permet d'avoir
un aspect plus compact
											et des coûts moins élevés.
									","
											Die Firmen Climeworks aus der Schweiz
und Global Thermostat aus den USA
											verwenden einen anderen Ansatz.
											Sie nehmen feste Materialien.
											Climeworks nutzt Wärme von der Erde,
											also Geothermie,
											oder sogar überschüssigen Dampf
aus anderen Industrieprozessen,
											um die Verschmutzung
und die Kosten zu senken.
											Global Thermostat verwenden
auch eine andere Variante.
											Sie konzentrieren sich
auf die benötigte Wärme
											und die Geschwindigkeit, in der sie sich
durch das Material bewegt,
											damit sie das CO2 sehr schnell
											freigeben und produzieren können.
											Das erlaubt ihnen ein kompakteres Design
											und insgesamt weniger Kosten.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											And there's more still.
											A synthetic forest has a significant
advantage over a real forest: size.
											This next image that I'm showing you
is a map of the Amazon rainforest.
											The Amazon is capable of capturing
1.6 billion tons of CO2 each year.
											This is the equivalent
of roughly 25 percent
											of our annual emissions in the US.
											The land area required
for a synthetic forest
											or a manufactured direct air capture plant
											to capture the same
											is 500 times smaller.
											In addition, for a synthetic forest,
											you don't have to build it on arable land,
											so there's no competition
with farmland or food,
											and there's also no reason
to have to cut down any real trees
											to do this.
									","
											E ainda há mais.
											Uma floresta sintética tem mais vantagens
do que uma floresta real: o tamanho.
											A imagem que vos estou a mostrar
é um mapa da floresta tropical amazónica.
											A Amazónia capta 1600 milhões
de toneladas de CO2 por ano.
											Isto é equivalente a cerca de 25%
											das nossas emissões anuais nos EUA.
											A área de terra necessária
para uma floresta sintética
											ou uma central artificial
de captação direta de ar
											para captar o mesmo
											é 500 vezes mais pequena.
											Além disso, uma floresta sintética
											não precisa de ser construída
em terra arável,
											por isso não há competição
com terras agrícolas ou comida,
											e também não há razão para
ter que cortar árvores reais
											para fazer isso.
									","
											Y todavía hay más.
											Un bosque sintético tiene una gran
ventaja sobre uno real: el tamaño.
											Esta imagen muestra un mapa del Amazonas.
											El Amazonas es capaz de capturar 
1600 millones de toneladas de CO2 por año.
											Esto equivale a un 25 % de
las emisiones anuales de EE. UU.
											La superficie necesaria
para establecer un bosque sintético
											o una planta específica que capturen
la misma cantidad de CO2
											es 500 veces más pequeña.
											Además, no hace falta construir
un bosque sintético en tierra cultivable,
											así que no compite con la agricultura
ni con los alimentos
											y, además, no es necesario 
cortar árboles reales con ese fin.
									","
											Mais ce n'est pas tout.
											Une forêt synthétique a un avantage
sur une vraie forêt : la taille.
											Cette image est une carte
de la forêt amazonienne.
											La forêt amazonienne peut capturer
1,6 milliard de tonnes de CO2 par an.
											C'est équivalent à 25%
											des émissions annuelles aux États-Unis.
											La surface requise
pour une forêt synthétique
											ou une usine de captage du CO2
											pour capturer la même quantité
											est 500 fois plus petite.
											De plus, une forêt synthétique
											n'a pas besoin d'être construite
sur des terres arables,
											donc il n'y a pas de compétition
avec l’agriculture
											et il n'y a pas besoin
d'abattre de vrais arbres
											pour construire cette forêt.
									","
											Und da gibt es noch mehr.
											Ein künstlicher Wald hat einen Vorteil
einem echten Wald gegenüber: die Größe.
											Das nächste Bild, das ich Ihnen zeige,
ist eine Karte des Amazonas-Regenwalds.
											Der Amazonas kann im Jahr
1.6 Milliarden Tonnen CO2 einfangen.
											Das entspricht etwa 25 Prozent
											der jährlichen Emissionen in den USA.
											Die benötigte Fläche für
einen künstlichen Wald
											oder eine Direct-Air-Capture-Anlage,
											die dem gleich kommt,
											ist 500 mal kleiner.
											Hinzu kommt, dass ein künstlicher Wald
											nicht auf Land gebaut werden muss,
das landwirtschafltich nutzbar ist.
											Es gibt also keine Konkurrenz
mit Ackerland oder Lebensmitteln
											und außerdem gibt es keinen Grund,
echte Bäume dafür zu fällen,
											um das zu realisieren.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											I want to step back,
											and I want to bring up the concept
of negative emissions again.
											Negative emissions require
that the CO2 separated
											be permanently removed
from the atmosphere forever,
											which means putting it back underground,
											where it came from in the first place.
											But let's face it, nobody
gets paid to do that today —
											at least not enough.
											So the companies that are developing
these technologies
											are actually interested in taking the CO2
											and making something useful
out of it, a marketable product.
											It could be liquid fuels, plastics
											or even synthetic gravel.
											And don't get me wrong —
these carbon markets are great.
											But I also don't want you
to be disillusioned.
											These are not large enough
to solve our climate crisis,
											and so what we need to do
is we need to actually think about
											what it could take.
									","
											Vamos voltar atrás.
											Quero voltar a pegar no conceito
de emissões negativas.
											As emissões negativas exigem
que o CO2 separado
											seja permanentemente extraído
da atmosfera para sempre,
											o que significa voltar a pô-lo
debaixo do solo,
											de onde veio em primeira instância.
											Mas sejamos realistas, ninguém 
é pago para fazer isso hoje,
											pelo menos não o suficiente.
											Por isso as companhias que estão
a desenvolver estas tecnologias
											estão interessadas em pegar no CO2
											e fazer algo útil com ele,
um produto comercializável.
											Podem ser combustíveis líquidos, plásticos
											ou até cascalho sintético.
											E não me interpretem mal,
esses mercados de carbono são fantásticos.
											Mas também não quero
que sejam iludidos.
											Estes mercados não são
suficientemente grandes
											para resolver a crise climática,
											por isso, o que precisamos de fazer
											é pensar no que seria preciso.
									","
											Quiero retroceder
											y volver a hablar
de las emisiones negativas.
											Para que las emisiones sean negativas
es necesario que el CO2 capturado
											sea permanentemente
eliminado de la atmósfera,
											es decir, que vuelva debajo 
de la superficie terrestre,
											que es de donde salió en un principio.
											Pero la realidad es que hoy en día
a nadie le pagan por hacer esto,
											o al menos no lo suficiente.
											Las empresas que están 
desarrollando estas tecnologías
											tienen interés en extraer el CO2
											y sacar alguna rentabilidad
con un producto de mercado.
											Podría ser combustibles
líquidos, plásticos
											o incluso grava sintética.
											No me malinterpreten, estos
mercados del carbono son excelentes.
											Pero tampoco quiero que se desilusionen.
											No son lo suficientemente grandes
para resolver la crisis climática
											y lo que debemos hacer es
pensar en lo que conllevarían.
									","
											Prenons un peu de recul,
											et penchons-nous de nouveau
sur les émissions négatives.
											Pour avoir des émissions
négatives, le CO2 séparé
											doit être définitivement 
retiré de l’atmosphère,
											ce qui signifie l'emprisonner dans le sol,
											d'où il venait au départ.
											Mais personne n'est payé pour faire ça,
											du moins pas assez.
											Donc les entreprises
qui développent ces technologies
											voudraient capturer le CO2
											et le rendre utile, le commercialiser.
											Ça peut être des carburants
liquides, du plastique
											ou du gravier synthétique.
											Je l'avoue, ce marché
du carbone est génial.
											Mais il ne faut pas se faire d'illusions.
											Ce marché n'est pas assez grand
pour résoudre les problèmes climatiques,
											donc il faut se demander
											quel serait le prix à payer.
									","
											Ich möchte nochmal zurückgehen
											und die negativen Emissionen ansprechen.
											Negative Emissionen erfordern,
dass das abgetrennte CO2
											permanent aus der Atmosphäre entfernt wird
											und wieder zurück unter die Erde kommt,
											wo es überhaupt erst herkam.
											Aber seien wir ehrlich,
niemand verdient daran Geld —
											jedenfalls nicht genug.
											Also sind die Unternehmen,
die diese Technologien entwickeln,
											daran interessiert, das CO2 zu nehmen
											und damit etwas Sinnvolles zu machen,
also ein vermarktbares Produkt.
											Das könnte Flüssigtreibstoff sein,
Kunststoffe oder künstlicher Kies.
											Verstehen Sie mich nicht falsch —
die CO2-Märkte sind groß.
											Aber ich möchte Sie auch nicht fehlleiten.
											Sie sind nicht groß genug,
um unsere Klimakrise zu lösen.
											Also müssen wir ernsthaft
darüber nachdenken,
											was es braucht.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											One thing I'll absolutely say
is positive about the carbon markets
											is that they allow for new
capture plants to be built,
											and with every capture plant built,
											we learn more.
											And when we learn more,
											we have an opportunity
to bring costs down.
											But we also need to be willing to invest
											as a global society.
											We could have all of the clever thinking
and technology in the world,
											but it's not going to be enough
											in order for this technology
to have a significant impact on climate.
											We really need regulation,
											we need subsidies,
											taxes on carbon.
											There are a few of us that would
absolutely be willing to pay more,
											but what will be required
											is for carbon-neutral,
carbon-negative paths
											to be affordable for
the majority of society
											in order to impact climate.
									","
											Uma coisa que acho que é absolutamente
positiva sobre os mercados de carbono
											é que proporcionam a criação
de novas centrais de captação,
											e com cada central
de captação que construímos,
											aprendemos mais.
											E quando aprendemos mais,
											temos a oportunidade de reduzir os custos.
											Mas também precisamos
de estar dispostos a investir
											enquanto sociedade global.
											Podemos ter todo o pensamento
inteligente e tecnologia do mundo,
											mas isso não é suficiente
											para esta tecnologia ter
um impacto significativo no clima.
											Precisamos de regulamentação
											precisamos de subsídios,
											de impostos sobre o carbono.
											Há quem esteja disposto a pagar mais,
											mas o que é necessário
											são caminhos neutros ou
negativos em carbono
											para ser acessível
à maioria da sociedade
											de modo a criar um impacto climático.
									","
											Una cosa muy positiva
sobre los mercados del carbono
											es que permiten construir 
nuevas plantas de captura
											y, con cada nueva planta
que se construye, aprendemos más.
											Y cuando aprendemos más,
											tenemos la oportunidad 
de reducir los costos.
											Pero también tenemos 
que estar dispuestos a invertir
											como sociedad global.
											Podemos tener las ideas más inteligentes
y la mejor tecnología del mundo,
											pero no sería suficiente
											para que esta tecnología tenga 
un impacto significativo en el clima.
											Necesitamos que se regule,
											necesitamos subvenciones
											y gravámenes sobre el carbono.
											Algunos estaríamos totalmente
dispuestos a pagar más
											pero será necesario
											que las vías de carbono neutral y negativo
											sean asequibles 
a la mayoría de la sociedad
											para que tengan impacto en el clima.
									","
											Le point positif du marché du carbone
											est qu'il permet de construire
de nouvelles centrales de captage,
											et avec chaque centrale construite,
											on en apprend plus.
											Et quand on en apprend plus,
											nous avons l'opportunité
de réduire les coûts.
											Mais il faut aussi être prêt à investir
											en tant que société mondiale.
											On peut avoir tout le savoir 
et toute la technologie du monde,
											ça ne suffira pas
											pour que cette technologie 
ait suffisamment d'impact sur le climat.
											Il nous faut des règlementations,
											des subventions,
											des taxes sur le carbone.
											Certains d'entre nous
seraient prêts à payer plus,
											mais ce qu'il faudrait,
											c'est que les bilans carbone 
neutres et négatifs
											soient abordables
pour la majorité de la société
											afin d'avoir un impact sur le climat.
									","
											Eine Sache über die CO2-Märkte,
bei der ich mir absolut sicher bin,
											ist, dass sie es erlauben,
neue Capture-Anlagen zu bauen.
											Und mit jeder gebauten Anlage
											lernen wir mehr.
											Wenn wir mehr lernen,
											haben wir die Mögichkeit,
Kosten zu senken.
											Aber wir müssen auch bereit sein,
als weltweite Gesellschaft
											zu investieren.
											Wir können so viel kluges Denken und
Technologie haben, wie wir wollen,
											aber es wird nicht ausreichen,
											damit die Technologie einen
großen Einfluss auf das Klima hat.
											Wir brauchen dringend Vorschriften,
											wir brauchen Subventionen,
											Steuern auf CO2.
											Es gibt ein paar von uns, die absolut
bereit wären, mehr zu bezahlen,
											aber was benötigt wird,
											ist, dass CO2-neutrale, CO2-negative Wege
											für die Gesellschaft bezahlbar werden,
											um das Klima zu beeinflussen.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
											In addition to those kinds of investments,
											we also need investments
in research and development.
											So what might that look like?
											In 1966, the US invested about
a half a percent of gross domestic product
											in the Apollo program.
											It got people safely to the moon
											and back to the earth.
											Half a percent of GDP today
is about 100 billion dollars.
											So knowing that direct air capture
											is one front in our fight
against climate change,
											imagine that we could invest
20 percent, 20 billion dollars.
											Further, let's imagine
that we could get the costs down
											to a 100 dollars a ton.
											That's going to be hard,
but it's part of what makes my job fun.
									","
											Para além desse tipo de investimentos,
											também precisamos de investimentos
na investigação e desenvolvimento.
											Então como seria isso?
											Em 1966, os EUA investiram
cerca de 0,5% do produto interno bruto
											no programa Apollo.
											O programa levou pessoas 
em segurança até à Lua
											e de volta à Terra.
											Hoje, 0,5% do PIB é cerca
de 100 mil milhões de dólares.
											Por isso, sabendo
que a captação direta de ar
											é uma prioridade na nossa batalha 
contra a alteração climática,
											imaginemos que podíamos investir
20%, 20 mil milhões de dólares.
											Mais, imaginemos
que podemos baixar os custos
											para 100 dólares a tonelada.
											Isso vai ser difícil, mas é o que torna
o meu trabalho divertido.
									","
											Además de este tipo de inversiones,
											también necesitamos invertir
en investigación y desarrollo.
											¿Cómo sería esto?
											En 1966, EE. UU. invirtió un 0,5 %
de su PIB en el programa Apolo.
											Llevó personas a la luna ida
y vuelta, de manera segura.
											Hoy en día, 0,5 % del PIB 
son unos USD 100 mil millones.
											Sabiendo que la captura directa de aire
											es uno de los frentes de nuestra
lucha contra el cambio climático,
											imaginen si pudiéramos invertir
el 20 %, es decir, USD 20 mil millones.
											Es más, imaginemos 
si podemos reducir los costos
											a USD 100 la tonelada.
											Será difícil, pero es lo que hace 
que mi trabajo sea interesante.
									","
											En plus de ces investissements,
											il faut aussi investir dans la recherche
et le développement.
											A quoi cela pourrait-il ressembler ?
											En 1966, les États-Unis
ont investi 0,5% de leur PIB
											dans le programme Apollo.
											Des hommes sont allés sur la Lune
											et en sont revenus sains et saufs.
											0,5% du PIB actuel est égal 
à 100 milliards de dollars.
											Donc en sachant que la capture du CO2
											est un aspect important de la lutte 
contre le changement climatique,
											imaginez que l'on puisse en investir 20%,
soit 20 milliards de dollars.
											Et imaginons aussi
que l'on pourrait diminuer les coûts
											pour atteindre 100 dollars par tonne.
											Ça sera difficile, mais c'est
ce qui rend mon travail amusant.
									","
											Zusätzlich zu dieser Art Investitionen
											müssen wir auch in Forschung
und Entwicklung investieren.
											Wie könnte das aussehen?
											Im Jahr 1966 investierte die USA
etwa 0,5 % des Bruttoinlandproduktes
											in das Apollo Programm.
											Dieses brachte Menschen sicher zum Mond
											und wieder zurück zur Erde.
											0,5 % des BIP heutzutage entspricht
etwa 100 Milliarden Dollar.
											Mit dem Wissen, dass Direct Air Capture
											eine der Optionen beim Kampf
gegen den Klimawandel ist,
											stellen Sie sich vor, wir könnten 20 %,
also 20 Milliarden Dollar investieren.
											Stellen Sie sich dann noch vor,
wir könnten die Kosten
											auf 100 Dollar pro Tonne senken.
											Das wird schwierig,
aber das macht an meinem Job Spaß.
									",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
"
","
","
","
","
",A new way to remove CO2 from the atmosphere,Jennifer Wilcox,14:15,"alternative energy,climate change,electricity,future,engineering,natural resources,sustainability,pollution,technology,science,environment,Anthropocene"
