en,pt,es,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											In my experiments, I can generate
the extreme conditions
											during planet formation.
											And with computer models,
I can collide whole planets together
											to make them grow,
											or I can destroy them.
									","
											Nas minhas experiências,
posso gerar as condições extremas
											durante a formação de planetas.
											Com modelos de computador,
posso fazer colidir planetas inteiros
											para os obrigar aumentar
											ou posso destruí-los.
									","
											En mis experimentos puedo 
generar las condiciones extremas
											durante la formación de los planetas.
											Y con modelos computarizados,
puedo hacer colisionar planetas enteros
											para hacerlos crecer,
o para destruirlos.
									","
											Deneylerimde, gezegen oluşumu esnasındaki
											aşırı koşulları oluşturabiliyorum.
											Bilgisayar modelleriyle de
gezegenleri çarpıştırabiliyorum,
											onları büyütmek için
											veya onları yok edebiliyorum.
									","
											Dans mes expériences, je peux recréer
les conditions extrêmes
											de la formation des planètes.
											Et avec des modèles informatiques,
je peux entrechoquer des planètes entières
											pour les faire grandir
											ou bien les détruire.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											I want to understand
how to make the Earth and the Moon
											and why the Earth is so different
from other planets.
									","
											Quero perceber como fazer
a Terra e a Lua
											e porque é que a Terra é tão diferente
dos outros planetas.
									","
											Quiero entender cómo 
se forman la Tierra y la Luna,
											y por qué la Tierra es 
tan diferente a otros planetas.
									","
											Dünya ve Ay'ın nasıl oluştuğunu
											ve Dünya'nın neden diğer gezegenlerden
çok farklı olduğunu anlamak istiyorum.
									","
											Je veux comprendre comment
la Terre et la Lune ont été créées
											et pourquoi la Terre est
aussi différente des autres planètes.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											The leading idea for the origin
of the Earth and Moon
											is called the ""giant impact theory.""
											The theory states that a Mars-sized body
struck the young Earth,
											and the Moon formed from
the debris disk around the planet.
											The theory can explain
so many things about the Moon,
											but it has a huge flaw:
											it predicts that the Moon is mostly made
from the Mars-sized planet,
											that the Earth and the Moon
are made from different materials.
											But that's not what we see.
											The Earth and the Moon
are actually like identical twins.
											The genetic code of planets is written
in the isotopes of the elements.
											The Earth and Moon
have identical isotopes.
											That means that the Earth and Moon
are made from the same materials.
									","
											A ideia principal para a origem
da Terra e da Lua
											chama-se a ""teoria do impacto gigante"".
											Esta teoria afirma que um corpo
do tamanho de Marte
											atingiu a Terra, quando jovem,
											e a Lua formou-se do disco
de destroços em volta do planeta.
											Esta teoria pode explicar
muitas coisas sobre a Lua
											mas tem uma falha enorme:
											implica que a Lua é feita
sobretudo a partir desse planeta
											do tamanho de Marte,
											que a Terra e a Lua são feitas
de materiais diferentes.
											Mas não é isso que vemos.
											A Terra e a Lua são como
gémeas idênticas.
											O código genético dos planetas
está escrito nos isótopos dos elementos.
											A Terra e a Lua
têm isótopos idênticos.
											Isso significa que a Terra e a Lua
são feitas dos mesmos materiais.
									","
											La explicación principal 
del origen de la Tierra y la Luna
											se llama ""teoría del gran impacto"".
											Según esta teoría, un cuerpo
del tamaño de Marte
											colisionó contra la joven Tierra,
											y la Luna se formó a partir
del disco de restos
											que se formó alrededor del planeta.
											La teoría puede explicar
muchas cosas sobre la Luna,
											pero tiene una gran falla:
											postula que la Luna está 
mayormente compuesta
											por un planeta del tamaño de Marte,
											y que la Tierra y la Luna están 
hechas de diferentes materiales.
											Pero eso no es lo que vemos.
											La Tierra y la Luna son,
en realidad, como gemelas.
											El código genético de los planetas
está escrito en los isótopos
											de los elementos.
											La Tierra y la Luna
tienen isótopos idénticos.
											Eso significa que ambas están 
hechas de los mismos materiales.
									","
											Dünya ve Ay'ın kökenleri için ana fikre
											""dev çarpışma teorisi"" deniyor.
											Teori, Mars boyutunda bir cismin
yeni Dünya'ya çarptığını
											ve Ay'ın, gezegen etrafındaki yıkıntı
disklerden oluştuğunu ifade ediyor.
											Teori Ay ile ilgili
birçok şeyi açıklayabiliyor,
											fakat büyük bir kusuru var:
											Ay'ın çoğunlukla Mars boyutundaki
gezegenden oluştuğunu
											ve Dünya ile Ay'ın farklı materyallerden
oluştuğunu öngörüyor.
											Fakat gördüğümüz şey bu değil.
											Dünya ve Ay aslında
tek yumurta ikizleri gibidir.
											Gezegenlerin genetik kodları,
ögelerin izotoplarında yazılıdır.
											Dünya ve Ay, aynı izotopa sahipler.
											Bu da Dünya ve Ay'ın aynı
materyallerden oluştuğu anlamına geliyor.
									","
											La théorie prédominante sur l'origine
de la Terre et de la Lune
											se nomme « théorie de l'impact géant ».
											La théorie dit qu'un corps de la taille
de Mars a frappé la jeune Terre
											et que le disque de débris 
autour de la planète a formé la Lune.
											La théorie peut expliquer
tant de choses sur la Lune
											mais elle a un énorme défaut :
											elle prédit que la Lune est surtout faite
d'une planète de la taille de Mars,
											que la Terre et la Lune sont faites
de matériaux différents.
											Mais ce n'est pas ce que nous voyons.
											La Terre et la Lune sont en fait
comme des vraies jumelles.
											Le code génétique des planètes est défini
par les isotopes des éléments.
											La Terre et la Lune
ont les mêmes isotopes.
											Cela signifie que la Terre et la Lune
sont faites à partir des mêmes matériaux.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											It's really strange that the Earth
and the Moon are twins.
											All of the planets are made
from different materials,
											so they all have different isotopes,
											they all have their own genetic code.
											No other planetary bodies
have the same genetic relationship.
											Only the Earth and Moon are twins.
									","
											É muito estranho que a Terra
e a Lua sejam gémeas.
											Todos os planetas são feitos
de materiais diferentes,
											por isso todos têm diferentes isótopos,
											todos têm o seu código genético.
											Nenhum outro corpo planetário
tem a mesma relação genética.
											Só a Terra e a Lua são gémeas.
									","
											Es muy raro que la Tierra 
y la Luna sean gemelas.
											Todos los planetas están hechos
de diferentes materiales,
											por ello todos tienen isótopos diferentes,
											todos tienen su propio código genético.
											No hay existen otros cuerpos planetarios
que tengan la misma relación genética.
											Solo la Tierra y la Luna son gemelas.
									","
											Dünya ve Ay'ın tek yumurta ikizleri
olması gerçekten tuhaf.
											Bütün gezegenler farklı
materyallerden yapılmıştır,
											yani hepsinin farklı izotopu vardır,
											hepsinin kendi genetik kodu vardır.
											Diğer hiçbir gezegen cismi,
aynı genetik ilişkiye sahip değil.
											Yalnızca Dünya ve Ay ikizlerdir.
									","
											C'est vraiment étrange
que la Terre et la Lune soient jumelles.
											Toutes les planètes sont faites
de matériaux différents,
											elles ont des isotopes différents
											et leur propre code génétique.
											Aucun autre corps planétaire
n'a la même relation génétique.
											Seules la Terre et la Lune sont jumelles.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											When I started working
on the origin of the Moon,
											there were scientists that wanted to
reject the whole idea of the giant impact.
											They didn't see any way for this theory
to explain the special relationship
											between the Earth and the Moon.
											We were all trying to think of new ideas.
											The problem was,
there weren't any better ideas.
											All of the other ideas
had even bigger flaws.
											So we were trying to rescue
the giant impact theory.
									","
											Quando comecei a trabalhar
na origem da Lua,
											já havia cientistas que queriam rejeitar
essa ideia do impacto gigante.
											Não viam como esta teoria podia
explicar a relação especial
											entre a Terra e a Lua.
											Estávamos todos a tentar
encontrar novas ideias.
											O problema era que não havia
ideias melhores.
											Todas as outras ideias
ainda tinham falhas maiores.
											Portanto, estávamos a tentar
resgatar a teoria do impacto gigante.
									","
											Cuando comencé a trabajar
en el origen de la Luna,
											había científicos que querían rechazar 
de plano la idea del gran impacto.
											No veían de qué manera esta teoría
podía explicar la relación especial
											entre la Tierra y la Luna.
											Todos tratábamos 
de pensar en nuevas ideas.
											El problema era que 
no había mejores ideas.
											Todas las otras ideas
tenían fallas aún mayores.
											Entonces, intentamos rescatar
la teoría del gran impacto.
									","
											Ay'ın kökeni üzerinde
çalışmaya başladığım zaman,
											dev çarpışma fikrini tamamen
reddetmek isteyen bilim insanları vardı.
											Bu teorinin hiçbir şekilde
Dünya ve Ay arasındaki bu özel ilişkiyi
											açıklayamayacağını düşünüyorlardı.
											Hepimiz yeni fikirler
üretmeye çalışıyorduk.
											Sorun şuydu ki, daha iyi bir fikir yoktu.
											Diğer tüm fikirler, daha büyük
kusurlara sahiplerdi.
											Bu yüzden, dev çarpışma teorisini
kurtarmaya çalışıyorduk.
									","
											Quand j'ai commencé à étudier
l'origine de la Lune,
											certains scientifiques voulaient
rejeter l'idée de l'impact géant.
											Ils ne voyaient pas comment la théorie
pouvait expliquer la relation spéciale
											entre la Terre et la Lune.
											On essayait tous de trouver
de nouvelles idées.
											Le problème, c'est qu'il n'y avait
aucune meilleure idée.
											Toutes les autres idées
avaient encore plus de défauts.
											On essayait donc de sauver
la théorie de l'impact géant.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											A young scientist in my group suggested
that we try changing the spin
											of the giant impact.
											Maybe making the Earth spin faster
could mix more material
											and explain the Moon.
											The Mars-sized impactor had been chosen
											because it could make the Moon
											and make the length of Earth's day.
											People really liked
that part of the model.
											But what if something else determined
the length of Earth's day?
											Then there would be many more possible
giant impacts that could make the Moon.
											I was curious about what could happen,
											so I tried simulating
faster-spinning giant impacts,
											and I found that it is possible
											to make a disk out of the same
mixture of materials as the planet.
											We were pretty excited.
											Maybe this was the way
to explain the Moon.
									","
											Um jovem cientista do meu grupo
											sugeriu que alterássemos a rotação
do impacto gigantesco.
											Talvez que, se puséssemos a Terra
a girar mais depressa
											pudesse misturar mais materiais
e explicar a Lua.
											Tinha-se escolhido um corpo de impacto
do tamanho de Marte
											porque isso podia ter criado a Lua
											e criado a duração do dia da Terra.
											As pessoas gostavam
desta parte do modelo.
											Mas e se fosse outra coisa
a determinar a duração do dia da Terra?
											Assim, poderia ter havido outros impactos
gigantes que tivessem criado a Lua.
											Fiquei curiosa sobre o que
poderia ter acontecido,
											por isso tentei simular impactos gigantes
com uma rotação mais rápida
											e descobri que era possível
fazer um disco
											a partir da mesma mistura
de materiais do planeta.
											Ficámos muito entusiasmados.
											Talvez fosse essa a forma
de explicar a Lua.
									","
											Un joven científico de mi grupo sugirió
											que probemos con darle un giro 
a la teoría del gran impacto.
											Tal vez si la Tierra girase más rápido,
podría mezclar más material
											y explicar la formación de la Luna.
											Se eligió el impacto con el planeta 
del tamaño de Marte
											porque podía crear la Luna 
y la duración del día de la Tierra.
											A la gente realmente 
le gustaba esa parte del modelo.
											Pero ¿y si hubo algo más
que determinó la duración del día?
											Entonces habría muchas más
posiblidades de grandes impactos
											que habrían creado la Luna.
											Tenía curiosidad por lo que podía suceder,
											así que probé con la simulación de grandes
impactos que giraban más rápido,
											y descubrí que es posible
											crear un disco de la misma mezcla
de materiales que el planeta.
											Estábamos muy entusiasmados.
											Tal vez esto explicaba
el origen de la Luna.
									","
											Grubumdaki genç bir bilim insanı,
											dev çarpışmanın dönüşünü
değiştirmeye çalıştığımızı öne sürdü.
											Belki de Dünya'nın
daha hızlı dönmesini sağlamak,
											daha çok materyali karıştırabilir
ve Ay'ı açıklayabilirdi.
											Seçilen, Mars boyutundaki
çarpma aygıtı oldu
											çünkü o Ay'ı oluşturabilirdi
											ve Dünya gününün
uzunluğunu oluşturabilirdi.
											İnsanlar modelin bu kısmını
gerçekten sevdiler.
											Peki Dünya'nın gün uzunluğunu
başka bir şey belirleseydi ne olurdu?
											O zaman Ay'ı oluşturabilecek daha çok
olası dev çarpışmalar olurdu.
											Ne olabileceğini merak ettim,
											o yüzden daha hızlı dönen dev
çarpışmaların benzerini yapmayı denedim
											ve gezegendeki materyalle
											aynı karışımından bir disk
oluşturmanın mümkün olduğunu buldum.
											Epey heyecanlıydık.
											Ay'ı açıklamanın yolu belki de buydu.
									","
											Un jeune scientifique de mon groupe
a suggéré de modifier la rotation
											de l'impact géant.
											Faire tourner la Terre plus vite
aurait pu mélanger plus de matériaux
											et ainsi expliquer la Lune.
											Nous avions choisi
un corps de la taille de Mars
											parce qu'il pouvait produire la Lune
											et engendrer la durée du jour de la Terre.
											Les gens appréciaient
cette partie du modèle.
											Mais si quelque chose d'autre déterminait
la durée du jour sur Terre ?
											Alors, bien plus d'impacts géants
auraient pu engendrer la Lune.
											J'étais curieuse de savoir
ce qui pourrait arriver,
											alors j'ai essayé de simuler
des impacts géants qui tournent plus vite
											et j'ai découvert qu'il est possible
											de créer un disque à partir du mélange
de matériaux de la planète.
											On était plutôt enthousiastes.
											C'était peut-être
ce qui expliquait la Lune.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											The problem is, we also found
that that's just not very likely.
											Most of the time, the disk
is different from the planet,
											and it looked like
making our Moon this way
											would be an astronomical coincidence,
											and it was just hard
for everyone to accept the idea
											that the Moon's special connection
to Earth was an accident.
											The giant impact theory
was still in trouble,
											and we were still trying to figure out
how to make the Moon.
									","
											O problema é que também descobrimos
que isso não seria muito provável.
											Quase sempre, o disco
é diferente do planeta
											e parecia que fazer a Lua desse modo
											seria uma coincidência astronómica,
											e era difícil aceitarmos a ideia
											de que a ligação especial
da Lua com a Terra fosse um acidente.
											A teoria do impacto gigante
continuava ameaçada,
											e continuámos a tentar perceber
como fazer a Lua.
									","
											El problema es que descubrimos
que eso no era muy posible.
											La mayoría de las veces, 
el disco es diferente al planeta,
											y parecía la formación
de la Luna de esta manera
											sería una coincidencia astronómica,
											y era muy difícil para 
nosotros aceptar la idea
											de que la conexión especial de la Luna
con la Tierra era un accidente.
											La teoría del gran impacto
aún no era satisfactoria,
											y seguíamos tratando 
de descifrar cómo crear la Luna.
									","
											Sorun şu ki, bunun
olası olmadığını bulmuştuk.
											Çoğu zaman disk, gezegenden farklıdır
											ve Ay'ımızı bu şekilde oluşturmak,
											astronomik bir rastlantı gibi görünüyordu
											ve Ay'ın Dünya'yla olan özel bağının
bir kaza olduğu fikrini kabul etmek
											herkes için kolay değildi.
											Dev çarpışma teorisinin
başı hala dertteydi
											ve Ay'ı nasıl yapacağımızı
hâlâ çözmeye çalışıyorduk.
									","
											Le problème, c'est qu'on a aussi trouvé
que c'était très peu probable.
											La plupart du temps, le disque
est différent de la planète
											et avoir notre Lune créée de cette façon
											serait une coïncidence astronomique
											et il était difficile
pour tout le monde d'accepter l'idée
											que le lien spécial entre la Lune
et la Terre était un accident.
											La théorie de l'impact géant
était encore menacée
											et on essayait encore de comprendre
comment fabriquer la Lune.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											Then came the day
when I realized my mistake.
											My student and I were looking at the data
from these fast-spinning giant impacts.
											On that day, we weren't actually
thinking about the Moon,
											we were looking at the planet.
											The planet gets super-hot
and partially vaporized
											from the energy of the impact.
											But the data didn't look like a planet.
											It looked really strange.
											The planet was weirdly
connected to the disk.
											I got that super-excited feeling
											when something really wrong
might be something really interesting.
									","
											Então, chegou o dia
em que percebi o meu erro.
											Os meus alunos e eu
observávamos as informações
											dos impactos gigantes de rotação rápida.
											Nesse dia, não estávamos 
a pensar na Lua,
											estávamos a observar o planeta.
											O planeta fica super quente
e vaporiza parcialmente
											com a energia do impacto.
											Mas os dados não pareciam
os de um planeta.
											Parecia realmente estranho.
											O planeta estava estranhamente
ligado ao disco.
											Eu tenho uma sensação super excitada
											quando uma coisa errada
poderá ser uma coisa interessante.
									","
											Luego llegó el día
en que descubrí mi error.
											Mi alumno y yo observábamos
											los datos de estos impactos 
que giran a gran velocidad.
											Ese día, no observábamos
en la Luna, sino el planeta.
											El planeta toma una alta temperatura
y se vaporizó parcialmente
											por la energía del impacto.
											Pero los datos no parecían de un planeta.
											Era muy extraño.
											El planeta estaba 
extrañamente conectado al disco.
											Sentí ese gran entusiasmo
											cuando algo que era equivocado
se transforma en algo muy interesante.
									","
											Daha sonra hatamı fark ettiğim gün geldi.
											Öğrencim ve ben, bu hızlı dönen dev
çarpışmaların verilerine bakıyorduk.
											O gün aslında Ay'ı düşünmüyorduk,
											gezegene bakıyorduk.
											Gezegen, çarpışmanın etkisiyle
											fazla sıcak ve kısmen buharlaşan
bir hâle dönüşüyor.
											Fakat veriler, gezegene benzemiyordu.
											Çok tuhaf görünüyordu.
											Gezegen tuhaf bir biçimde
diskle bağlantılıydı.
											Yanlış olan bir şey aslında çok ilginç
bir şeye dönüştüğü zaman hissedilen
											o aşırı heyecanı hissettim.
									","
											Puis vint le jour
où j'ai réalisé mon erreur.
											Mon élève et moi regardions les données
de ces impacts géants à rotation rapide.
											Ce jour-là, nous ne pensions pas
à la Lune,
											nous observions la planète.
											La planète chauffe
et est partiellement vaporisée
											à cause de l'énergie de l'impact.
											Mais cela ne ressemblait pas
à une planète.
											C'était vraiment étrange.
											La planète était bizarrement
connectée au disque.
											J'ai ressenti cette surexcitation,
											quand quelque chose qui ne va vraiment pas
pourrait être vraiment intéressant.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											In all of my calculations,
											I had assumed there was a planet
with a separate disk around it.
											Calculating what was in the disk
as how we tested
											whether an impact could make the Moon.
											But it didn't look that simple anymore.
											We were making the mistake
											of thinking that a planet was always
going to look like a planet.
											On that day, I knew that a giant impact
was making something completely new.
									","
											Em todos os meus cálculos,
											eu tinha assumido que havia um planeta
com um disco separado à volta.
											Calculávamos o que havia no disco
											para testar se um impacto
podia criar a Lua.
											Mas as coisas já não eram tão simples.
											Estávamos a fazer o erro
											de pensar que um planeta iria sempre
parecer-se com um planeta.
											Naquele dia, percebi
que um impacto gigante
											tinha feito uma coisa totalmente nova.
									","
											En todos mis cálculos,
											asumí que había un planeta
con un disco separado alrededor.
											Calculando qué había 
en el disco es como probamos
											si un impacto podía formar la Luna.
											Pero ya no se veía tan simple.
											Cometimos el error
											de pensar que un planeta
siempre se vería como un planeta.
											Ese día, supe que un gran impacto
estaba creando algo completamente nuevo.
									","
											Tüm hesaplamalarımda
											etrafında ayrı bir disk bulunan
bir gezegen olduğunu varsaymıştım.
											Diskin içinde olanı hesaplamamız,
											Ay'ı bir çarpışmanın oluşturup
oluşturamayacağını test etme biçimimizdi.
											Fakat artık bu kadar basit görünmüyordu.
											Bir gezegenin her zaman
bir gezegene benzeyeceğini düşünerek,
											hata yapıyorduk.
											O gün, dev bir çarpışmanın tamamen
yeni bir şey yarattığını biliyordum.
									","
											Dans tous mes calculs,
											je supposais qu'il y avait une planète
entourée d'un disque à part.
											Nous calculions ce qu'il y avait
dans le disque pour tester
											si un impact pouvait créer la lune.
											Mais cela n'avait plus l'air aussi simple.
											Nous faisions l'erreur
											de penser qu'une planète 
a toujours ressemblé à une planète.
											Ce jour-là, j'ai su qu'un impact géant
créait une chose complètement nouvelle.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											I've had eureka moments.
											This was not one of them.
									","
											Já tive momentos de ""Eureca!"",
											mas este não foi um deles.
									","
											Tuve momentos eureka.
											Este no fue uno de ellos.
									","
											Beklenmedik keşif anları yaşadım.
											Bu, onlardan birisi değildi.
									","
											J'ai souvent crié « Euréka ! »
											Mais pas cette fois.
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											(Laughter)
									","
											(Risos)
									","
											(Risas)
									","
											(Gülüşmeler)
									","
											(Rires)
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
											I really didn't know what was going on.
											I had this strange, new object
in front of me
											and the challenge
to try and figure it out.
											What do you do when faced
with the unknown?
											How do you even start?
									","
											Eu não percebia o que se estava a passar.
											Tinha aquele objeto estranho, novo,
à minha frente,
											e o desafio de tentar compreendê-lo.
											O que é que fazemos
quando enfrentamos o desconhecido?
											Como é que começamos?
									","
											Realmente no sabía qué estaba pasando.
											Tenía este nuevo
y extraño objeto frente a mí,
											y el desafío de intentar descifrarlo.
											¿Qué se hace cuando
te enfrentas a lo desconocido?
											¿Por dónde empiezas?
									","
											Neler olup bittiğini
gerçekten bilmiyordum.
											Önümde bu garip, yeni obje
											ve deneyip çözme mücadelesi vardı.
											Bilinmeyenle karşılaştığınızda
ne yaparsınız?
											İşe nasıl başlarsınız?
									","
											Je ne comprenais vraiment pas
ce qu'il se passait.
											J'avais ce nouvel objet étrange devant moi
											et le défi était d'essayer
de le comprendre.
											Que faire lorsqu'on
fait face à l'inconnu ?
											Comment commencer ?
									",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
"
","
","
","
","
",Where did the Moon come from? A new theory,Sarah T. Stewart,11:10,"Planets,universe,Moon,science,technology,chemistry,data,solar system,nature,space,MacArthur grant"
