en,fr,es,title,speaker,duration,tags
"
											SR: What else does it not yet realize?
											Well, I mean, I don't think
we're anywhere near there yet.
											I mean, we're still in a place
											in which we're far, far behind what looks
like the real world in actuality.
											I wasn't bringing in
a bunch of actors
											who looked very different from one another
											simply because I was
trying to make a point,
											and I wasn't trying
to do anything special.
											It never occurred to me
that that was new, different or weird.
											I just brought in actors
because I thought they were interesting
											and to me, the idea that it
was completely surprising to everybody —
											I didn't know that for a while.
											I just thought: these are the actors
I want to see play these parts.
											I want to see what
they look like if they read.
											We'll see what happens.
											So I think the interesting thing
that happens is
											that when you look at the world
through another lens,
											when you're not the person
normally in charge of things,
											it just comes out a different way.
									","
											SR : Ce qu'il ne réalise pas encore ?
											Je crois que nous ne sommes pas encore là.
											Nous sommes toujours
											très, très loin de ce à quoi
ressemble le monde réel.
											Je ne faisais pas venir quelques acteurs
											qui étaient très différents
les uns des autres
											simplement pour prouver quelque chose
											et je ne souhaitais rien faire de spécial.
											Il ne m'est jamais venu à l'esprit
que c'était nouveau, différent ou bizarre.
											J'ai fait venir des acteurs
car je les trouvais intéressants
											et l'idée que c'était
très surprenant pour tout le monde,
											je l'ignorais.
											Je pensais que c'étaient les acteurs
que je voulais voir jouer.
											Je voulais les voir lire.
											Ensuite, on verrait.
											Je crois que ce qui est intéressant
											c'est que regarder le monde
d'un nouveau point de vue,
											quand vous n'êtes pas
la personne responsable,
											le monde perçu est différent.
									","
											SR: ¿De qué más no se ha dado cuenta aún?
											Bien, bueno... No creo que hayamos
llegado a ese punto aún.
											Es decir, todavía estamos en un punto
											muy, muy lejano de lo que
el mundo es en realidad.
											No es que trajera a un montón de actores
											que lucieran muy diferentes unos de otros
											solo porque tratara de demostrar algo,
											y tampoco trataba de hacer algo especial.
											Nunca se me ocurrió que fuera
algo nuevo, diferente o extraño.
											Solo traje a los actores
porque pensé que eran interesantes
											y para mí, el que fuera
tan sorprendente para todos...
											No lo supe sino después de un tiempo.
											Solo pensé: estos son los actores
que quiero ver en estos papeles.
											Quiero ver cómo se ven leyéndolos.
											Veremos qué pasa.
											Así que, lo interesante
											es que si miras el mundo desde otro lente,
											cuando no eres la persona que 
normalmente está a cargo de las cosas,
											simplemente sale de otra manera.
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: So you now have
this big machine that you run,
											as a titan — as you know,
last year when she gave her talk —
											she's a titan.
											So what do you think
is going to happen as we go on?
											There's a huge amount of money
involved in producing these shows.
											While the tools of making stories
have gone and gotten greatly democratized,
											there's still this large distribution:
											people who rent networks,
who rent the audience to advertisers
											and make it all pay.
											How do you see the business model changing
now that anyone can be a storyteller?
									","
											CS : Vous dirigez maintenant
cette grosse machine
											en tant que titan,
comme dit l'année dernière,
											c'est un titan.
											A votre avis, que va-t-il se passer ?
											Il y d'énormes sommes d'argent investies
dans la production de ces séries.
											Si les outils pour créer des histoires
se sont fortement démocratisées,
											cette large distribution persiste :
											des gens qui louent des réseaux,
qui louent le public à des publicitaires
											et en retirent de l'argent.
											Comment voyez-vous
le modèle commercial changer
											maintenant que n'importe qui
peut être un narrateur ?
									","
											CS: Bien. Ahora maniobras
esta gran máquina,
											como un titán — como sabrán,
dio una charla el año pasado —
											ella es un titán.
											¿Qué crees que va a pasar con el tiempo?
											Hay mucho dinero de por medio
invertido en estos programas.
											Si bien las herramientas para crear
historias se han democratizado,
											aún existe esta gran distribución:
											gente que alquila cadenas
y audiencias a anunciantes
											y lo echan a andar.
											¿Cómo cambiará el modelo de negocio
ahora que cualquiera puede ser narrador?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											SR: I think it's changing every day.
											I mean, the rapid, rapid change
that's happening is amazing.
											And I feel — the panic is palpable,
											and I don't mean that in a bad way.
											I think it's kind of exciting.
											The idea that there's
sort of an equalizer happening,
											that sort of means that anybody
can make something, is wonderful.
											I think there's some scary in the idea
that you can't find the good work now.
											There's so much work out there.
											I think there's something like
417 dramas on television right now
											at any given time in any given place,
											but you can't find them.
											You can't find the good ones.
											So there's a lot of bad stuff out there
because everybody can make something.
											It's like if everybody painted a painting.
											You know, there's not
that many good painters.
											But finding the good stories,
the good shows,
											is harder and harder and harder.
											Because if you have
one tiny show over here on AMC
											and one tiny show over here over there,
											finding where they are
becomes much harder.
											So I think that ferreting out the gems
											and finding out who made
the great webisode and who made this,
											it's — I mean, think
about the poor critics
											who now are spending 24 hours a day
											trapped in their homes
watching everything.
											It's not an easy job right now.
											So the distribution engines
are getting more and more vast,
											but finding the good programming
for everybody in the audience
											is getting harder.
											And unlike the news,
											where everything's getting
winnowed down to just who you are,
											television seems to be getting —
											and by television I mean anything
you can watch, television shows on —
											seems to be getting
wider and wider and wider.
											And so anybody's making stories,
											and the geniuses are sometimes hidden.
											But it's going to be harder to find,
											and at some point that will collapse.
											People keep talking about peak TV.
											I don't know when that's going to happen.
											I think at some point
it'll collapse a little bit
											and we'll, sort of, come back together.
											I don't know if it
will be network television.
											I don't know if that model is sustainable.
									","
											SR : Ça change chaque jour.
											Le changement très rapide
qui se produit est génial.
											Et j'ai l'impression —
la panique est palpable
											et je ne dis pas ça négativement.
											Je trouve ça excitant.
											L'idée qu'il y ait une sorte
d'égalisateur,
											ça signifie que n'importe qui peut
créer quelque chose, c'est merveilleux.
											L'idée selon laquelle on ne peut pas
trouver le bon travail est effrayante.
											Il y a tant de travail.
											Il y a environ 417 drames
qui passent à la télévision
											n'importe quand et n'importe où,
mais les trouver est impossible.
											Impossible de trouver les bons.
											Il y en a plein de mauvais
											car tout le monde
peut créer quelque chose.
											Comme si tout le monde
peignait une peinture.
											Il n'y a pas tant de bons peintres.
											Trouver les bonnes histoires,
les bonnes séries,
											c'est de plus en plus difficile.
											Car s'il y a une petite série sur AMC
											et une autre sur une autre chaîne,
											trouver où elles sont
devient plus difficile.
											Dénicher les perles rares
											et découvrir qui a réalisé
le super webisode ou un autre,
											je pense aux pauvres critiques
											qui passent 24 heures par jour
											enfermés chez eux à tout regarder.
											Actuellement, ce n'est pas
un boulot facile.
											Les machines de distribution
deviennent de plus en plus vastes,
											mais trouver la bonne programmation
pour tout le public
											devient plus difficile.
											Contrairement aux informations,
											où tout est réduit à qui vous êtes,
											la télévision semble devenir —
											par télévision je parle de tout
ce que vous pouvez regarder, les séries —
											semble s'élargir de plus en plus.
											Tout le monde compose des histoires
											et les génies sont parfois cachés.
											Mais ça devient plus dur à trouver
											et, à un moment donné, ça s'effondrera.
											On parle du « pic » de la télé.
											J'ignore quand ça arrivera.
											Je crois qu'à un moment
ça s'effondrera un peu
											et nous nous réunirons de nouveau.
											J'ignore si ce sera
un réseau de télévision.
											J'ignore si ce modèle est durable.
									","
											SR: Creo que siempre está cambiando.
											Es decir, es sorprendente 
lo rápido que está cambiando.
											Y siento — el temor es palpable,
											y lo digo sin mala intención —
											Creo que es emocionante.
											La idea de que haya algo 
como un igualador,
											el que cualquiera pueda
hacer algo, es maravilloso.
											Creo que es aterradora la idea de que
no se puede encontrar un buen empleo.
											Hay muy empleo.
											Creo que actualmente en la TV 
hay 417 series dramáticas
											en cualquier momento, en cualquier lugar,
											pero no puedes encontrarlas.
											No puedes encontrar las buenas.
											También hay cosas malas porque
cualquiera puede hacer algo.
											Es como si todos hicieran una pintura.
											Como saben, no existen
tantos buenos pintores.
											Pero encontrar buenas historias,
buenos programas,
											es cada vez más difícil.
											Porque si solo hay un programita 
de cable por aquí
											y otro por allí y por allá,
											encontrar dónde están
se vuelve más difícil.
											Creo que descubrir las joyas
											y averiguar quién hizo el gran webisodio,
y quién hizo esto otro,
											es... pienso en los pobres críticos
											que pasan 24 horas al día
											atrapados en sus casas viendo de todo.
											No es un trabajo fácil hoy en día.
											Y los motores de distribución
están volviéndose más y más vastos,
											pero encontrar buena programación
para toda la audiencia
											se hace más difícil.
											Y a diferencia de las noticias,
											donde todo se reduce a solo quién eres,
											la TV parece estarse volviendo...
											y por TV me refiero a todo
lo que se puede ver, programas de TV...
											todo parece más y más extenso.
											Así que cualquiera crea historias,
											y los genios a veces están escondidos.
											Pero va a ser más difícil encontrar,
											y en algún punto va a colapsar.
											La gente habla de la cima de la TV.
											No sé cuándo vaya a ocurrir.
											Creo que en algún punto
va a colapsar un poco
											y entonces nos uniremos.
											No sé si vaya a ser una cadena de TV.
											No sé si ese modelo sea sostenible.
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: What about the model
											that Amazon and Netflix are throwing
a lot of money around right now.
									","
											CS : Qu'en est-il du modèle
											dans lequel Amazon et Netflix
dépensent beaucoup d'argent ?
									","
											CS: ¿Qué hay del modelo
											en el que Amazon y Netflix 
están invirtiendo tanto dinero ahora?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											SR: That is true.
											I think it's an interesting model.
											I think there's
something exciting about it.
											For content creators, I think
there's something exciting about it.
											For the world, I think
there's something exciting about it.
											The idea that there are programs now
											that can be in multiple languages
with characters from all over the world
											that are appealing and come out
for everybody at the same time
											is exciting.
											I mean, I think the international sense
that television can now take on
											makes sense to me,
											that programming can now take on.
											Television so much is made for, like —
here's our American audience.
											We make these shows,
											and then they shove them
out into the world
											and hope for the best,
											as opposed to really thinking
about the fact that America is not it.
											I mean, we love ourselves
and everything, but it's not i.
											And we should be
taking into account the fact
											that there are all
of these other places in the world
											that we should be interested in
while we're telling stories.
											It makes the world smaller.
											I don't know.
											I think it pushes forward the idea
that the world is a universal place,
											and our stories become universal things.
											We stop being other.
									","
											SR : C'est vrai.
											C'est un modèle intéressant.
											Il a quelque chose d'excitant.
											Pour les créateurs de contenu,
il a quelque chose d'excitant.
											Pour le monde,
il a quelque chose d'excitant.
											Le fait qu'il y ait des programmes
											pouvant être en de multiples langues
avec des personnages du monde entier
											qui sont intéressants et sortent
pour tout le monde en même temps,
											c'est excitant.
											Le côté international que la télévision
peut maintenant revêtir
											a du sens à mes yeux,
											la programmation peut revêtir ce côté.
											La télévision est bien plus faite —
voici notre public américain.
											Nous créons ces séries
											et ensuite nous les envoyons dans le monde
											en espérant le meilleur,
											au lieu de vraiment penser
qu'il n'y a pas que l'Amérique.
											Nous nous aimons,
mais il n'y a pas que l'Amérique.
											Nous devrions prendre en compte le fait
											qu'il y a tous ces autres endroits
à travers le monde
											auxquels nous devrions nous intéresser
pour raconter des histoires.
											Nous réduisons le monde.
											Je ne sais pas.
											Ça fait avancer l'idée que le monde
est un endroit universel
											et nos histoires deviennent universelles.
											Nous arrêtons d'être autre.
									","
											SR: Es cierto.
											Creo que es un modelo interesante.
											Creo que hay algo de emocionante en ello.
											Para los creadores de contenido, 
creo que hay algo de emocionante.
											Para el mundo real, creo que hay
algo emocionante en ello.
											El que haya programas ahora
											en múltiples idiomas
con personajes de todo el mundo
											que son interesantes y que conectan 
con todos al mismo tiempo
											es emocionante.
											Es decir, creo que el sentido
internacional que la TV asume ahora,
											tiene sentido para mí, que 
la programación pueda asumir el reto.
											La TV ha sido creada
para la audiencia de EE.UU.
											Realizamos estos programas
											y luego los arrojan al mundo
											y esperamos lo mejor,
											en lugar de pensar que realmente
eso no representa a EE.UU.
											Es decir, nos amamos y todo
pero no me representa.
											Y deberíamos considerar
											que hay otros lugares en el mundo
											que deberían interesarnos
cuando contamos historias.
											Hace que el mundo sea más pequeño.
											No sé.
											Creo que promueve la idea
de que el mundo es un lugar universal,
											y nuestras historias
se vuelven universales.
											Dejamos de ser otro.
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: You've pioneered, as far as I can see,
											interesting ways to launch new shows, too.
											I mean, when you
launched ""Scandal"" in 2012,
											there was this amazing groundswell
of support on Twitter
											the likes of which nobody had seen before.
											Do you have any other
tricks up your sleeve
											when you launch your next one?
											What do you think
will happen in that regard?
									","
											CS : Vous êtes pionnière,
de ce que je peux voir,
											de façon intéressante
de lancer de nouvelles séries.
											Quand vous avez lancé « Scandal » en 2012,
											vous avez reçu un soutien
incroyablement large sur Twitter,
											quelque chose de jamais vu auparavant.
											Avez-vous d'autres tours dans votre manche
											pour quand vous lancerez
votre prochaine série ?
											A votre avis, que se passera-t-il ?
									","
											CS: Tú innovaste, por lo que veo,
											maneras interesantes de lanzar 
nuevos programas también.
											Cuando lanzaste ""Scandal"" en 2012,
											hubo una oleada de apoyo en Twitter
											gustó como nunca antes.
											¿Tienes otros ases bajo la manga
											para cuando lances el próximo?
											¿Qué crees que pasará al respecto?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											SR: We do have some interesting ideas.
											We have a show called ""Still Star-Crossed""
coming out this summer.
											We have some interesting ideas for that.
											I'm not sure if we're going
to be able to do them in time.
											I thought they were fun.
											But the idea
that we would live-tweet our show
											was really just us thinking
that would be fun.
											We didn't realize that the critics
would start to live-tweet along with us.
											But the fans — getting people
to be a part of it,
											making it more of a campfire —
											you know, when you're all
on Twitter together
											and you're all talking together,
											it is more of a shared experience,
											and finding other ways
to make that possible
											and finding other ways
to make people feel engaged
											is important.
									","
											SR : Nous avons des idées intéressantes.
											Nous avons une série,
« Still Star-Crossed », qui sort cet été
											et nous avons des idées intéressantes.
											J'ignore si nous pourrons
les mettre en œuvre à temps.
											Je les trouve amusantes.
											Mais l'idée d'envoyer des tweets en direct
											était une idée
que nous trouvions amusante.
											Nous n'avions pas réalisé
que les critiques se joindraient à nous.
											Mais les fans — que les gens participent,
											en faisant plus un feu de camp —
											quand vous êtes ensemble sur Twitter
											et parlez ensemble,
											c'est une expérience partagée
											et trouver d'autres façons
de rendre ça possible
											et faire participer les gens
											est important.
									","
											SR: Sí tenemos unas ideas interesantes.
											Lanzaremos en verano un programa
llamado ""Still Star-Crossed"".
											Tenemos algunas ideas interesantes.
											No sé si podremos hacerlas a tiempo.
											Me parecieron divertidas.
											Pero la idea de transmitirlo en vivo
											fue solo nuestra idea
de que sería divertido.
											No nos percatamos de que los críticos
comenzarían a tuitear en vivo también.
											Pero hacer que los seguidores
fueran parte de ello
											— hacerlo como un campamento —
											como cuando todos están en Twitter
											y todos conversan juntos, es más bien 
una experiencia compartida
											y encontrar otras formas
de hacer eso posible
											y encontrar otras formas
de involucrar a las personas
											es importante.
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: So when you have
all those different people making stories
											and only some of them
are going to break through
											and get that audience somehow,
											how do you think
storytellers will get paid?
									","
											CS : Quand vous avez tous ces gens
créant des histoires
											et que seuls certains vont percer
											et avoir un public,
											comment les narrateurs
vont-ils être payés ?
									","
											CS: Entonces, cuando todas 
esas personas hagan historias
											y solo algunas logren
											atraer a la audiencia de alguna forma
											¿Cómo crees que se les pagará
a los narradores?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											SR: I actually have been struggling
with this concept as well.
											Is it going to be a subscriber model?
											Are people going to say, like, I'm going
to watch this particular person's shows,
											and that's how we're going to do it?
									","
											SR : Je me débats également
avec ce concept.
											Est-ce que ce sera
un modèle d'abonnement ?
											Est-ce que les gens diront qu'ils veulent
regarder les séries d'une personne
											et ça fonctionnera ainsi ?
									","
											SR: De hecho, he pensado en eso también.
											¿Va a ser un modelo de suscripción?
											¿La gente va a mirar el programa
de una persona en particular,
											y así lo haremos?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: I think we should buy
a passport to Shondaland. Right?
									","
											CS : Nous devrions acheter
un passeport pour Shondaland.
									","
											CS: Quizá deberíamos comprar
un pasaporte a Shondalandia, ¿no?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											SR: I don't know about that, but yeah.
That's a lot more work for me.
											I do think that there are
going to be different ways,
											but I don't know necessarily.
											I mean, I'll be honest and say
a lot of content creators
											are not necessarily interested
in being distributors,
											mainly because what I dream of doing
											is creating content.
											I really love to create content.
											I want to get paid for it
											and I want to get paid the money
that I deserve to get paid for it,
											and there's a hard part in finding that.
											But I also want it to be made possible
											for, you know,
the people who work with me,
											the people who work for me,
											everybody to sort of get paid in a way,
and they're all making a living.
											How it gets distributed
is getting harder and harder.
									","
											SR : Je ne sais pas, mais oui.
C'est beaucoup plus de travail pour moi.
											Il y aura plusieurs façons de faire,
											mais j'ignore lesquelles.
											Pour être honnête,
beaucoup de créateurs de contenu
											ne sont pas intéressés
par le fait d'être des distributeurs,
											parce que ce que je rêve de faire
											c'est créer du contenu.
											J'adore créer du contenu.
											Je veux être payée pour ça
											et je veux être payée la somme
que je mérite pour ça
											mais c'est difficile à trouver.
											Je veux aussi que ce soit possible
											pour les gens travaillant avec moi,
											les gens travaillant pour moi,
											pour tout le monde d'être payé
de manière à gagner sa vie.
											La manière dont c'est distribué
devient de plus en plus complexe.
									","
											SR: No lo sé, pero sí. 
Es mucho más trabajo para mí.
											Creo en verdad que habrá
diferentes maneras,
											pero no necesariamente lo sé.
											Para ser honesta hay muchos
creadores de contenido
											que no están necesariamente
interesados en distribuir,
											en gran parte porque lo que sueño hacer
											es crear contenido.
											Realmente me fascina crear contenido.
											Que me paguen por ello
											y que me paguen lo que merezco por ello
											y es difícil encontrar eso.
											Pero también quiero hacerlo posible
											para la gente con quien trabajo, ¿sabes?,
											los que trabajan para mí,
											que a todos se les pague
y puedan vivir de ello.
											El cómo distribuirlo 
se vuelve más y más difícil.
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
											CS: How about the many new tools,
											you know, VR, AR ...
											I find it fascinating
that you can't really binge-watch,
											you can't fast-forward in those things.
											What do you see as the future
of those for storytelling?
									","
											Qu'en est-il des nombreux outils,
											la réalité virtuelle,
la réalité augmentée...
											Je trouve ça fascinant qu'il ne soit pas
possible de se gaver de télévision,
											d'utiliser l'avance rapide
avec ces choses-là.
											Comment voyez-vous
l'avenir de ces choses pour la narration ?
									","
											CS: ¿Qué hay de las nuevas herramientas,
											realidad virtual, realidad aumentada...
											me fascina que no se pueda
hacer maratón televisivo,
											no se puede adelantar 
con esas herramientas.
											¿Cuál crees que sea el futuro
de estas tecnologías en la narración?
									",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
"
","
","
",The future of storytelling,Shonda Rhimes and Cyndi Stivers,21:58,"television,storytelling,future,creativity,media,culture,work,family,parenting,writing,entertainment"
