en,fr,es,de,title,speaker,duration,tags
"
											And then I started to wonder:
How did we get here?
											I mean, it was only like six years ago
when a study recommended
											that offering free online returns
would drive customers to spend more.
											We started seeing companies
offering free online returns
											to drive more sales
and provide a better experience.
											What we didn't realize
											is that this would lead to more items
being returned as well.
											In the US, companies lost
$351 billion in sales
											in 2017 alone.
											Retailers are scrambling
to recover their losses.
											They try to place that returned item
online to be sold again,
											or they'll sell it to a discount partner
											or a liquidator.
											Basically, if companies cannot find
a place for this item
											quickly and economically,
											its place becomes the trash.
									","
											Mais je me suis demandé :
« Comment en sommes-nous arrivés là ? »
											Il y a seulement six ans
qu'une étude a recommandé
											qu'offrir des retours en ligne gratuits
conduirait les clients à dépenser plus.
											Nous avons alors vu des entreprises
offrir des retours en ligne gratuits
											pour stimuler les ventes
et offrir une meilleure expérience.
											Ce à quoi nous ne pensions pas,
											c'est que cela mènerait à avoir plus
de produits retournés aussi.
											Aux États-Unis, les entreprises ont perdu
351 milliards de dollars,
											uniquement sur 2017.
											Les commerçants se démènent
pour recouvrer les pertes.
											Ils essaient de remettre
ces produits à la vente,
											ou les vendent à des discounteurs,
											ou à des liquidateurs.
											En bref, si une entreprise ne trouve pas
une place à ces produits,
											de façon rapide et économique,
											alors ils finissent à la poubelle.
									","
											Entonces comencé a preguntarme:
¿Cómo llegamos a esto?
											Hace apenas seis años
que un estudio recomendaba
											ofrecer devoluciones en línea gratuitas y
así estimular a los clientes a gastar más.
											Comenzamos a ver que las compañías
ofrecían devoluciones en línea gratuitas
											para incrementar sus ventas
y ofrecer una mejor experiencia.
											Lo que no nos dimos cuenta
											era que esto conllevó a que
se devolvieran más cosas.
											En EE. UU. las compañías habían perdido
											351 mil millones de dólares 
en ventas en el 2017.
											Los comercios minoristas buscan
recuperarse de las pérdidas.
											Tratan de vender nuevamente
el producto devuelto en línea
											o venderlo a descuento a un socio
											o compañía liquidadora.
											Si la empresa no consigue
un sitio para revender el producto
											de forma rápida y económica,
											lo tiran a la basura.
									","
											Dann fragte ich mich:
Wie konnte es eigentlich so weit kommen?
											Ich meine, es ist erst 6 Jahre her, 
dass eine Studie besagte,
											dass eine kostenlose Rückgabe,
Käufer dazu bringen würde mehr auszugeben.
											Wir sahen uns Firmen mit
kostenlosen Rückgabeangeboten an,
											die den Absatz steigern wollten und
die Kauferfahrung verbessern wollten.
											Was wir nicht realisierten, ist,
											dass dies auch zu mehr
zurückgesendeten Artikeln führen würde.
											In den USA verloren Firmen 
351 Milliarden Dollar ihrer Absätze
											allein im Jahr 2017.
											Einzelhändler kämpfen darum
ihre Verluste zurück zu gewinnen.
											Sie versuchen zurückgegebene 
Artikel online wieder loszuwerden
											oder sie an einen Discount-Partner oder
an einen Insolvenzverwalter zu verkaufen.
											Es ist so, wenn Firmen keinen Platz
für diesen Artikel finden können,
											schnell und ökonomisch, 
werden sie zu Müll.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											Suddenly, I felt very guilty
for being that shopper,
											somebody who contributes to this.
											Who would have thought
my innocent shopping behavior
											would be hurting not only me,
											but our planet as well?
									","
											Je me suis soudain sentie très coupable
d'être cette acheteuse-là,
											quelqu'un qui contribue à ça.
											Qui aurait pu penser que
mon innocente conduite d'achat
											pouvait m'être préjudiciable,
											mais aussi nuire à la planète ?
									","
											Inmediatamente me sentí culpable
de ser ese tipo de comprador,
											alguien que contribuía al problema.
											¿Quién se iba a imaginar
que mi inocente forma de comprar
											no solo me afectaría a mí,
											sino también a todo el planeta?
									","
											Auf einmal fühlte ich mich unglaublich 
schuldig, diese Art Käufer zu sein,
											jemand der hierzu beiträgt.
											Wer hätte gedacht, dass mein 
unschuldiges Einkaufsverhalten
											nicht nur mich verletzen würde,
sondern auch unseren Planeten?
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											And as I thought about what to do,
											I kept thinking:
											Why does the item have to be returned
to the retailer in the first place?
											What if there was another way,
											a win-win for everyone?
											What if when a person
is trying to return something,
											it could go to the next
shopper who wants it,
											and not the retailer?
											What if, instead of a return,
											they could do what I call a ""green turn""?
											Consumers could use an app
to take pictures of the item
											and verify the condition
while returning it.
											Artificial intelligence systems could then
sort these clothes by condition —
											mint condition or slightly used —
											and direct it to the next
appropriate person.
											Mint-condition clothes could
automatically go to the next buyer,
											while slightly used clothes
could be marked down
											and offered online again.
											The retailer can decide the business rules
											on the number of times
a particular item can be resold.
											All that the consumer would need to do
is obtain a mobile code,
											take it to the nearest shipping place
to be packed and shipped,
											and off it goes from
one buyer to the next,
											not the landfill.
									","
											Et alors que je réfléchissais
à ce qui peut être fait,
											je pensais :
											« Pourquoi le produit devrait-il retourné
obligatoirement au commerçant ?
											N'y aurait-il pas une autre solution
											où tout le monde y gagnerait ? »
											Et si, lorsqu'une personne veut
retourner un produit,
											celui-ci allait à un acheteur intéressé,
											et pas chez le commerçant ?
											Et si, au lieu d'un retour en ligne,
											on procédait à ce que j'appelle,
un « retour responsable » [green turn] ?
											Les consommateurs pourraient
prendre des photos via une application,
											en vérifiant l'état du produit
avant de le retourner.
											Les systèmes d'intelligence artificielle
trieraient alors les vêtements par état —
											parfait état ou peu utilisé —
											et les redirigeraient vers
la personne adéquate.
											Les vêtements en parfait état iraient
directement au prochain acheteur,
											tandis que ceux un peu usés
pourraient être démarqués
											et remis en ligne.
											Le commerçant pourrait décider des règles
											relatives au nombre de reventes possibles
pour chaque article.
											Tout ce dont le consommateur nécessiterait
serait d'obtenir un code mobile,
											d'aller au dépôt le plus proche
pour conditionnement et envoi,
											d'un acheteur au suivant,
											et pas dans les décharges.
									","
											Mientras reflexionaba sobre
lo que se podía hacer,
											pensé:
											¿Por qué el producto tiene que ser
devuelto directamente a la compañía?
											¿Qué si hubiese otra forma
											que pudiera beneficiar a todos?
											¿Qué tal si lo que una persona
trata de devolver
											es enviado a otro comprador
que quiere el producto,
											y no a la compañía?
											¿Qué tal si en vez de una devolución
											hacemos un ""retorno ecológico""?
											Los consumidores usarían una aplicación
para tomarle fotos a la prenda
											y verificar su condición
al momento de hacer la devolución.
											Un sistema de inteligencia artificial
las clasificaría según su condición
											—excelente condición o 
ligeramente usada—
											y lo encauza a la persona
más apropiada.
											La ropa en excelente condiciones
iría directamente al próximo comprador
											y a la ropa ligeramente usada
se le puede rebajar el precio
											y venderse nuevamente en línea.
											El minorista puede establecer las reglas
											sobre cuántas veces una prenda
en particular puede revenderse.
											Todo lo que el consumidor necesitaría
es un código en su celular,
											ir al sitio de empaque
y envío más cercano para enviarla
											y así la prenda iría
de un comprador a otro
											y no al vertedero.
									","
											Als ich darüber nachdachte,
was man tun könnte,
											ging es mir nicht mehr aus dem Kopf:
											Warum muss dass Kleidungsstück überhaupt 
an den Verkäufer zurückgeschickt werden?
											Was wäre, wenn es eine andere 
Möglichkeit geben würde,
											eine Win-win-Lösung für alle?
											Was wäre, wenn eine Person 
etwas zurückzugeben versucht
											und dieses Kleidungsstück dann
beim nächsten willigen Käufer
											und nicht beim Einzelhändler landet?
											Was wäre, wenn sie anstatt einer Rückgabe
											etwas tun könnten, was ich 
""grüne Wende"" nenne?
											Käufer könnten eine App verwenden, 
mit der sie Bilder der Artikel machen
											und ihren Zustand bewerten, 
während sie sie zurückgeben.
											Künstliche Intelligenzsysteme würden 
dann die Kleidung nach Zustand sortieren
											— tadelloser Zustand
oder leicht gebraucht —
											und sie dann an die nächste,
passende Person weiterleiten.
											Tadellose Kleidungsstücke könnten 
direkt an den nächsten Käufer gehen;
											während leicht gebrauchte 
Stücke heruntergesetzt
											und online wieder angeboten 
werden könnten.
											Der Händler kann die 
Geschäftsbedingungen festlegen,
											wie oft ein bestimmter Artikel
wieder verkauft werden kann.
											Verbraucher müssten nur
einen mobilen Code erhalten,
											den Artikel zur nächsten Versandstelle 
zum Verpacken und Versenden bringen
											und so geht die Kleidung von 
einem Käufer zum nächsten
											und nicht auf die Müllhalde.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											Now you will ask,
											""Would people really
go through all this trouble?""
											I think they would if they had incentives,
											like loyalty points or cash back.
											Let's call it ""green cash.""
											There would be a whole
new opportunity to make money
											from this new customer base
looking to buy these returns.
											This system would make
a fun thing like shopping
											a spiritual experience
											that helps save our planet.
									","
											Vous allez alors me demander :
											« Les gens sont-ils prêts
à se donner tout ce mal ? »
											Je pense que oui, s'ils y sont encouragés
											par des points fidélité ou des remises,
par exemple,
											qu'on appellerait
des « remises responsables ».
											Ce serait une toute nouvelle façon
de gagner de l'argent
											en comptant sur cette clientèle
désireuse d'acheter ces retours.
											Ce dispositif permettrait de changer
une action simple comme un achat
											en une expérience spirituelle
											qui peut sauver notre planète.
									","
											Uds. se preguntarán:
											""¿De veras la gente se tomará 
todo ese trabajo?"".
											Creo que sí... si reciben incentivos
											como puntos o dinero en efectivo.
											Llamémoslo ""dinero ecológico"".
											Habría una nueva oportunidad
para producir ingresos
											a partir de este nuevo
grupo de consumidores
											que compraría estas devoluciones.
											Este sistema podría convertir
el divertido hábito de comprar
											en una experiencia espiritual
											que ayudaría a salvar nuestro planeta.
									","
											Jetzt werden Sie sich fragen:
											""Würden Leute wirklich all
diese Mühen auf sich nehmen?""
											Ich denke, sie würden, wenn 
sie einen Anreiz dafür hätten,
											zum Beispiel Treuepunkte 
oder Bar-Rückzahlungen.
											Nennen wir es ""grünes Bargeld"".
											Das wäre eine komplett neue 
Möglichkeit, Geld zu erhalten,
											ausgehend von einem neuen Kundenstamm, 
der die Rückgaben kauft.
											Dieses System würde etwas, 
das Spaß macht, wie Shopping,
											in ein spirituelles Erlebnis umwandeln,
											das hilft, unseren Planeten zu schützen.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											This is doable
											and would probably take six months
to weave some of our existing systems
											and run a pilot.
											Even before any of these
logistical systems are in place,
											each of us shoppers can act now,
											if every single adult in the US
made a few small changes
											to our shopping behavior.
											Take the extra time
to research and think —
											Do I really need this item?
											No: Do I really want this item? —
											before making a purchase.
											And if every one of us adults in the US
											returned five less items this year,
											we would keep 240 million pounds
of clothes out of the landfill.
											Six percent reduction, just like that.
											This environmental problem
that we have created
											is not thousands of years away;
											it's happening today,
											and must stop now to prevent growing
landfills across the globe.
									","
											C'est faisable
											et prendrait environ six mois pour étoffer
certains de nos systèmes existants
											et lancer un pilote.
											Même avant que ces systèmes logistiques
ne soient mis en place,
											les acheteurs que nous sommes peuvent agir
											si tout un chacun aux USA apporte
quelques changements
											à sa conduite d'achat.
											Prenez un moment supplémentaire
pour faire des recherches et y penser —
											« Ai-je vraiment besoin de cet article ? »
											Non. « Veux-je vraiment cet article ? »
											avant de procéder à un achat.
											Et si chacun d'entre nous,
les adultes aux États-Unis,
											retournait cinq articles
de moins cette année,
											nous éviterions à 100 millions de tonnes
de vêtements de finir dans les décharges.
											6% de réduction, aussi simplement.
											Ce problème écologique que nous avons créé
											n'est pas à des années-lumière,
											il se produit ici et aujourd'hui,
											et nous devons éviter maintenant
que ces décharges explosent.
									","
											Esto es posible
											y probablemente tomaría unos seis meses
integrarlo a nuestros sistemas existentes
											para comenzar un programa piloto.
											Pero antes de que comiencen a funcionar
cualquiera de estos sistemas logísticos,
											como compradores
podemos actuar desde ahora,
											si cada adulto en EE. UU. adopta 
unos pocos pequeños cambios
											en nuestra manera de comprar.
											Tómense el tiempo para analizar y pensar:
											¿Realmente necesito esta prenda?
											No. ¿Realmente quiero esta prenda?...
											antes de hacer la compra.
											Y si cada uno nosotros
como adultos en EE. UU.
											devolviésemos cinco prendas
menos este año,
											lograríamos mantener 109 millones
de kilos de ropa fuera de los vertederos.
											Una reducción del 6 %, así no más.
											Este problema ambiental
que hemos creado
											no está a miles de años en el futuro;
											está ocurriendo ahora
											y debemos detenerlo para prevenir
											el aumento de los vertederos
en todo el mundo.
									","
											Es ist machbar
											und es würde ca. 6 Monate dauern, etwas 
aus unseren existierenden Systemen
											zusammenzustellen und
einen Test laufen zu lassen.
											Noch bevor eines dieser
logistisches Systeme läuft,
											kann jeder von uns Einkäufern 
bereits etwas tun:
											Wenn jeder einzelne Erwachsene
in den USA ein paar kleine Veränderungen
											in seinem Einkaufverhalten vornimmt.
											Nehmen Sie sich zusätzliche Zeit zum 
Aussuchen und denken Sie darüber nach —
											Brauche ich dieses Stück wirklich?
											Nein: Möchte ich es wirklich haben ? —
											bevor Sie den Kauf tätigen.
											Wenn jeder von uns Erwachsenen in den USA
											dieses Jahr fünf Kleidungsstücke 
weniger zurückgibt,
											würden wir 109 Tausend Tonnen 
an Kleidung vor der Müllhalde bewahren.
											Eine Reduktion von 6 %, einfach so.
											Dieses Umweltproblem, 
das wir verursacht haben,
											ist nicht Jahrtausende weit entfernt,
											es passiert heute,
											und es muss jetzt enden, um weltweit
anwachsende Müllhalden zu verhindern.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											I want to leave my daughter
and my daughter's daughter
											a better and cleaner place
than I found it,
											so I have not only stopped overordering,
											I recycle religiously as well.
											And you can, too. It's not difficult.
											Before we fill our shopping carts
and our landfills
											with extra items that we don't want,
											let's pause next time
we are shopping online
											and think twice about what we all
hopefully really do want:
											a beautiful Earth to call home.
									","
											Je veux pour ma fille,
et pour la fille de ma fille,
											un lieu meilleur et plus propre
que quand je l'ai trouvé,
											j'ai non seulement arrêté de surcommander,
											mais je recycle religieusement aussi.
											Et vous pouvez le faire aussi.
Ce n'est pas compliqué.
											Avant de remplir nos caddies
et nos décharges
											de produits qu'on ne veut pas,
											prenons un instant lors de
nos prochains achats en ligne
											pour penser à deux fois
à ce que nous voulons tous :
											une jolie Terre où l'on se sente bien.
									","
											Quiero dejarle a mi hija y a mi nieta
											un lugar mejor y más limpio,
											así que no solo dejé de comprar en exceso,
											pero también reciclo de forma religiosa.
											Y Uds. también pueden, no es difícil.
											Antes de llenar nuestros carritos
de compras y nuestros vertederos
											con artículos extras que no queremos,
											tomemos una pausa la próxima vez
que compremos en línea
											y pensemos cuidadosamente sobre 
lo que realmente queremos:
											una Tierra hermosa
que podamos llamar hogar.
									","
											Ich möchte meiner Tochter 
und ihrer Tochter
											einen besseren und saubereren Ort 
hinterlassen, als ich ihn vorfand,
											also habe ich nicht nur
mit Überbestellungen aufgehört,
											sondern recycle auch gewissenhaft.
											Sie können das auch. 
Es ist nicht schwer.
											Bevor wir unsere Warenkörbe und Müllhalden
											mit weiteren Artikeln füllen, 
die wir nicht wirklich wollen,
											lassen Sie uns das nächste Mal
beim Online-Shopping kurz pausieren
											und ein zweites Mal darüber nachdenken,
was wir hoffentlich alle wollen:
											Eine wunderschöne Erde, 
die wir unser Zuhause nennen.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											Thank you.
									","
											Merci.
									","
											Gracias
									","
											Danke schön.
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Aplausos)
									","
											(Applaus)
									",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
"
","
","
","
",Where do your online returns go?,Aparna Mehta,7:38,"fashion,pollution,environment,sustainability,consumerism,business,social change,materials"
