en,pt,de,title,speaker,duration,tags
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											(Laughter)
									","
											(Risos)
									","
											(Lachen)
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											Well, viruses are good at infecting cells.
											And phages are great
at infecting bacteria.
											And your hand, just like
so much of our body,
											is a hotbed of bacterial activity,
											making it an ideal
hunting ground for phages.
											Because after all, phages hunt bacteria.
											It's also important to know that phages
are extremely selective hunters.
											Typically, a phage will only infect
a single bacterial species.
											So in this rendering here,
the phage that you see
											hunts for a bacterium
called Staphylococcus aureus,
											which is known as MRSA
in its drug-resistant form.
											It causes skin or wound infections.
									","
											Os vírus são bons a infectar células.
											E os fagos são peritos 
em infectar bactérias.
											As mãos, tal como grande parte
do nosso corpo,
											são um viveiro de actividade bacteriana,
											tornando-a numa zona de caça 
ideal para os fagos.
											Porque, afinal de contas, 
os fagos caçam bactérias.
											Também é importante saber que os fagos
são caçadores bastante selectivos.
											Normalmente, um fago infecta
apenas uma espécie de bactérias.
											Neste caso, o fago que vêem
											tem como alvo a bactéria
Staphylococcus aureus,
											conhecida como MRSA na sua forma
resistente a medicamentos,
											e causa infecções na pele ou em feridas.
									","
											Viren sind gut im Infizieren von Zellen.
											Phagen sind super im
Infizieren von Bakterien.
											Ihre Hand, wie ein großer Teil
unseres Körpers,
											ist eine Brutstätte für
bakterielle Aktivität,
											was sie zum perfekten Jagdrevier 
für Phagen macht.
											Denn schließlich jagen Phagen Bakterien.
											Es ist wichtig zu wissen, dass Phagen
extrem selektive Jäger sind.
											Typischerweise infiziert eine Phage
nur eine einzige Bakterienart.
											Die Phage in dieser Darstellung
											jagt ein Bakterium namens
Staphylococcus aureus,
											das in seiner medikamentenresistenten 
Form als MRSA bekannt ist.
											Es verursacht Haut- oder Wundinfektionen.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											The way the phage hunts is with its feet.
											The feet are actually extremely
sensitive receptors,
											on the lookout for the right surface
on a bacterial cell.
											Once it finds it,
											the phage will latch on
to the bacterial cell wall
											and then inject its DNA.
											DNA sits in the head of the phage
											and travels into the bacteria
through the long body.
											At this point, the phage
reprograms the bacteria
											into producing lots of new phages.
											The bacteria, in effect,
becomes a phage factory.
											Once around 50-100 phages have accumulated
within the bacteria cell,
											the phages are then able
to release a protein
											that disrupts the bacteria cell wall.
											As the bacteria bursts,
the phages move out
											and go on the hunt again
for a new bacteria to infect.
									","
											O fago caça com os seus membros,
											que são receptores 
extremamente sensíveis,
											em busca da superfície ideal 
numa célula bacteriana.
											Assim que a encontra,
											o fago adere à parede celular da bactéria
											e injecta o seu ADN.
											O ADN situa-se na cabeça do fago
											e é conduzido até à bactéria 
pelo corpo alongado.
											Nessa altura, o fago reprograma a bactéria
											para que produza imensos novos fagos.
											Assim, a bactéria torna-se
uma fábrica de fagos.
											Uma vez acumulados entre 50 a 100 fagos
dentro da célula bacteriana,
											estes começam a libertar uma proteína
											que desfaz a parede celular da bactéria.
											Assim que a bactéria se desintegra,
os fagos são libertados
											e vão à caça de novas bactérias 
que possam infectar.
									","
											Die Phage jagt mit ihren Beinchen.
											Die Beinchen sind eigentlich
hoch-empfindliche Rezeptoren,
											die die richtige Oberfläche auf
einer Bakterienzelle suchen.
											Sobald sie die finden,
											hängt sich die Phage
an die Zellwand des Bakteriums
											und injiziert ihre DNA.
											Die DNA sitzt im Kopf der Phage
											und wandert durch den langen Körper
in das Bakterium.
											An diesem Punkt reprogrammiert
die Phage das Bakterium,
											sodass es viele neue Phagen produziert.
											Das Bakterium wird somit
zur Phagen-Fabrik.
											Sobald sich in etwa 50-100 Phagen in
der Bakterienzelle angesammelt haben,
											können die Phagen ein Protein freisetzen,
											das die Zellwand des Bakteriums zerstört.
											Das Bakterium platzt,
die Phagen schwärmen aus
											und jagen nach einem neuen
infizierbaren Bakterium.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											Now, I'm sorry, this probably
sounded like a scary virus again.
											But it's exactly this ability of phages —
											to multiply within the bacteria
and then kill them —
											that make them so interesting
from a medical point of view.
											The other part that I find
extremely interesting
											is the scale at which this is going on.
											Now, just five years ago,
I really had no clue about phages.
											And yet, today I would tell you
they are part of a natural principle.
											Phages and bacteria go back
to the earliest days of evolution.
											They have always existed in tandem,
keeping each other in check.
											So this is really the story of yin
and yang, of the hunter and the prey,
											at a microscopic level.
											Some scientists have even estimated
											that phages are the most
abundant organism on our planet.
											So even before we continue
talking about their medical potential,
											I think everybody should know
about phages and their role on earth:
											they hunt, infect and kill bacteria.
									","
											Desculpem, isto provavelmente
tornou os vírus assustadores outra vez.
											Mas é precisamente esta aptidão dos fagos
											— de proliferarem dentro das bactérias
e depois destruí-las —
											que os torna tão interessantes
do ponto de vista médico.
											Outro aspecto que acho 
bastante interessante
											é a escala a que isto ocorre.
											Há cinco anos, não sabia sequer 
que os fagos existiam.
											E hoje, posso dizer-vos que fazem parte 
de um princípio natural.
											Os fagos e as bactérias datam
dos primórdios da evolução.
											Têm existido sempre em simultâneo, 
mantendo-se um ao outro sob controlo.
											É uma história real de yin e yang,
do predador e da presa,
											mas a um nível microscópico.
											Certos cientistas chegaram a estimar
											que os fagos são o organismo 
que mais abunda no nosso planeta.
											Assim, antes de nos debruçarmos
sobre o seu potencial médico,
											creio que devemos tomar conhecimento
sobre os fagos e o seu papel no planeta:
											eles caçam, infectam e destroem bactérias.
									","
											Verzeihung, das klang wahrscheinlich
nach einem gruseligen Virus.
											Aber es ist genau
diese Fähigkeit der Phagen —
											die Vermehrung im Bakterium
und es dann zu töten —
											die sie aus medizinischer Sicht
so interessant macht.
											Was ich außerdem extrem interessant finde,
											ist der Umfang in dem dies geschieht.
											Vor nur fünf Jahren hatte ich
keine Ahnung von Phagen.
											Heute würde ich sagen, dass sie
Teil eines natürlichen Prinzips sind.
											Phagen und Bakterien gehen auf
die ersten Tage der Evolution zurück.
											Sie haben immer zusammen existiert
und einander unter Kontrolle gehalten.
											Es ist die Geschichte von Yin und Yang,
dem Jäger und der Beute,
											auf mikroskopischem Niveau.
											Einige Wissenschaftler schätzen sogar,
											dass Phagen die zahlreichsten Organismen
auf unserem Planeten sind.
											Bevor wir also weiter über
ihr medizinisches Potenzial sprechen,
											sollte jeder etwas über Phagen und
ihre Rolle auf der Erde wissen:
											sie jagen, infizieren und töten Bakterien.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											Now, how come we have something
that works so well in nature,
											every day, everywhere around us,
											and yet, in most parts of the world,
											we do not have a single drug on the market
											that uses this principle
to combat bacterial infections?
											The simple answer is: no one
has developed this kind of a drug yet,
											at least not one that conforms
to the Western regulatory standards
											that set the norm
for so much of the world.
											To understand why,
we need to move back in time.
									","
											Ora, como é possível que exista algo
tão eficaz na natureza,
											constantemente ao nosso redor,
											e todavia, na maior parte do mundo,
											não tenhamos no mercado um único fármaco
											que use este princípio no combate
a infecções bacterianas?
											A resposta simples é: ainda ninguém
desenvolveu este tipo de medicação
											ou, pelo menos, uma que cumpra 
os critérios reguladores ocidentais
											que ditam a norma para 
grande parte do mundo.
											Para compreender porquê,
temos de recuar um pouco no tempo.
									","
											Wie kommt es, dass es etwas gibt,
das in der Natur so gut funktioniert,
											täglich um uns herum passiert,
											und doch existiert
in meisten Teilen der Welt
											kein Medikament, dass dieses Prinzip
gegen bakterielle Infektionen einsetzt?
											Die einfache Antwort: Bisher hat noch
niemand ein solches Medikament entwickelt.
											Zumindest keines, das westlichen
Regulierungen standhält,
											die die Norm für viele Länder setzen.
											Um zu verstehen warum,
müssen wir in der Zeit zurückreisen.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											This is a picture of Félix d'Herelle.
											He is one of the two scientists
credited with discovering phages.
											Except, when he discovered them
back in 1917, he had no clue
											what he had discovered.
											He was interested in a disease
called bacillary dysentery,
											which is a bacterial infection
that causes severe diarrhea,
											and back then, was actually
killing a lot of people,
											because after all, no cure for bacterial
infections had been invented.
											He was looking at samples from patients
who had survived this illness.
											And he found that something
weird was going on.
											Something in the sample
was killing the bacteria
											that were supposed to cause the disease.
									","
											Este é Félix d'Herelle.
											É um dos dois cientistas responsáveis 
pela descoberta de fagos.
											Se bem que, quando os descobriu, em 1917,
											ele não fazia ideia daquilo
que tinha descoberto.
											Na altura, ele estudava
a doença disenteria bacilar,
											uma infecção bacteriana que provoca
casos graves de diarreia,
											o que na época levava à morte 
de bastantes pessoas,
											pois ainda não existia uma cura
para infecções bacterianas.
											Ao analisar várias amostras de doentes
que tinham sobrevivido à doença,
											ele descobriu algo peculiar.
											Algo na amostra estava
a destruir as bactérias
											que eram responsáveis pela doença.
									","
											Das ist ein Bild von Félix d'Herelle.
											Die Entdeckung der Phagen wird ihm und
einem zweiten Forscher zugeschrieben.
											Nur, dass er, als er sie 1917 entdeckte,
keine Ahnung hatte,
											was er da entdeckt hatte.
											Er war an der Bakterienruhr interessiert.
											Einer bakterielle Infektion,
die starken Durchfall verursacht
											und damals vielen Menschen
das Leben kostete,
											da es noch kein Heilmittel für
bakterielle Infektionen gab.
											Er untersuchte Proben von Patienten,
die diese Krankheit überlebt hatten.
											Und er entdeckte, dass etwas
Merkwürdiges passierte.
											Etwas in den Proben tötete die Bakterien,
											die die Krankheit angeblich verursachten.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											To find out what was going on,
he did an ingenious experiment.
											He took the sample, filtered it
											until he was sure that only something
very small could have remained,
											and then took a tiny drop and added it
to freshly cultivated bacteria.
											And he observed
that within a number of hours,
											the bacteria had been killed.
											He then repeated this,
again filtering, taking a tiny drop,
											adding it to the next batch
of fresh bacteria.
											He did this in sequence 50 times,
											always observing the same effect.
											And at this point,
he made two conclusions.
											First of all, the obvious one:
yes, something was killing the bacteria,
											and it was in that liquid.
											The other one: it had to be
biologic in nature,
											because a tiny drop was sufficient
to have a huge impact.
											He called the agent he had found
an ""invisible microbe""
											and gave it the name ""bacteriophage,""
											which, literally translated,
means ""bacteria eater.""
											And by the way, this is one
of the most fundamental discoveries
											of modern microbiology.
											So many modern techniques go back
to our understanding of how phages work —
											in genomic editing,
but also in other fields.
											And just today, the Nobel Prize
in chemistry was announced
											for two scientists who work with phages
and develop drugs based on that.
									","
											Para compreender o que tinha em mãos,
fez um teste engenhoso.
											Pegou na amostra e filtrou-a,
											até ter a certeza de que apenas 
restava algo minúsculo,
											extraiu uma pequena gota
e adicionou-a a uma cultura de bactérias.
											Algumas horas mais tarde, observou
											que as bactérias tinham sido destruídas.
											Então, repetiu o processo, filtrando
a amostra, extraindo uma pequena gota,
											e adicionando-a
a uma nova cultura de bactérias.
											Fez isto 50 vezes, sequencialmente,
											obtendo sempre o mesmo resultado.
											Nessa altura, ele concluiu duas coisas.
											Primeiro, e o mais óbvio:
algo estava a destruir as bactérias,
											e estava contido no fluido.
											Segundo: tinha de ser algo biológico,
											visto que uma pequena gota era suficiente
para provocar um efeito maciço.
											Chamou ""micróbio invisível""
ao agente que encontrou
											e deu-lhe o nome ""bacteriófago"",
											que significa literalmente
""devorador de bactérias"".
											Acontece que esta foi
uma das descobertas fundamentais
											da microbiologia moderna.
											Devemos muitas técnicas modernas ao nosso 
conhecimento de como os fagos funcionam,
											não só na edição do genoma,
como noutros campos.
											E ainda hoje, o prémio Nobel da Química
											foi atribuído a dois cientistas
que trabalham com fagos
											e que desenvolvem fármacos a partir deles.
									","
											Um herauszufinden, was los war,
machte er ein geniales Experiment.
											Er nahm die Probe, filterte sie so lange
											bis er sicher war, dass nur etwas
sehr Kleines übrig bleiben konnte,
											nahm dann einen kleinen Tropfen und
gab ihn zu frisch gezüchteten Bakterien.
											Er beobachtete, dass innerhalb
einiger Stunden
											die Bakterien getötet worden waren.
											Er wiederholte den Vorgang: filtern,
einen kleinen Tropfen nehmen,
											ihn zu dem nächsten Schwung
Bakterien dazugeben.
											Er wiederholte dies 50 Mal,
											immer mit dem selben Effekt.
											An diesem Punkt zog er
zwei Schlussfolgerungen.
											Erstens, das Offensichtliche:
ja, etwas tötete die Bakterien
											und es war in der Flüssigkeit.
											Das Andere: es musste biologisch sein,
											weil ein kleiner Tropfen reichte,
um eine große Auswirkung zu haben.
											Er nannte den gefundenen Wirkstoff:
""unsichtbare Mikrobe""
											und nannte sie ""Bakteriophage"",
											was wörtlich übersetzt
""Bakterienfresser"" heißt.
											Das ist übrigens eine der
grundlegendsten Entdeckungen
											der modernen Mikrobiologie.
											So viele moderne Verfahren gründen
in unserem Verständnis über Phagen —
											im Genome Editing und auch
in anderen Bereichen.
											Gerade heute war die Ausschreibung
des Nobel Preis für Chemie
											für zwei Wissenschaftler, die mit Phagen
arbeiten und Medikamente entwickeln.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											Now, back in the 1920s and 1930s,
											people also immediately saw
the medical potential of phages.
											After all, albeit invisible,
											you had something
that reliably was killing bacteria.
											Companies that still exist today,
such as Abbott, Squibb or Lilly,
											sold phage preparations.
											But the reality is, if you're starting
with an invisible microbe,
											it's very difficult to get
to a reliable drug.
											Just imagine going to the FDA today
											and telling them all about
that invisible virus
											you want to give to patients.
											So when chemical antibiotics
emerged in the 1940s,
											they completely changed the game.
											And this guy played a major role.
									","
											Durante os anos 20 e 30,
											reconheceu-se de imediato 
o potencial médico dos fagos.
											Afinal, ainda que invisíveis,
											tínhamos algo eficaz a destruir bactérias.
											Empresas que ainda hoje operam,
tais como Abbott, Squibb ou Lilly,
											vendiam preparações de fagos.
											Mas a verdade é que, quando
lidamos com um micróbio invisível,
											torna-se muito difícil obter
um fármaco fidedigno.
											Imaginem chegarem à FDA
											e falarem-lhes de um vírus invisível
											que querem administrar a doentes.
											Então, quando surgiram os antibióticos 
químicos, nos anos 40,
											o jogo mudou, por assim dizer.
											Este homem teve um papel fundamental.
									","
											In den 1920er und 1930er Jahren
											erkannten die Menschen das
medizinische Potenzial der Phagen.
											Schließlich, obgleich unsichtbar,
											hatte man etwas, das Bakterien
verlässlich tötete.
											Unternehmen, die es heute noch gibt,
wie Abbott, Squibb oder Lilly,
											verkauften Phagen-Präparate.
											Doch der Weg von
einer unsichtbaren Mikrobe
											zu einem verlässlichen Medikament
ist sehr schwer.
											Man stelle sich
die Arzneimittelbehörde vor,
											wenn Sie denen von einem
unsichtbaren Virus erzählen,
											den Sie Patienten geben wollen.
											Als chemische Antibiotika
in den 1940ern herauskamen,
											veränderten sie alles.
											Und er spielte eine wichtige Rolle.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
											This is Alexander Fleming.
											He won the Nobel Prize in medicine
											for his work contributing
to the development
											of the first antibiotic, penicillin.
											And antibiotics really work
very differently than phages.
											For the most part, they inhibit
the growth of the bacteria,
											and they don't care so much
which kind of bacteria are present.
											The ones that we call broad-spectrum
											will even work against
a whole bunch of bacteria out there.
											Compare that to phages,
which work extremely narrowly
											against one bacterial species,
											and you can see the obvious advantage.
									","
											Este é Alexander Fleming.
											Ganhou o Prémio Nobel da Medicina
											pelo seu trabalho
que contribuiu para a criação
											do primeiro antibiótico, a penicilina.
											Os antibióticos funcionam
de uma forma diferente dos fagos.
											Na sua maioria, inibem
a proliferação das bactérias,
											sem grande distinção quanto ao tipo 
de bactérias presentes.
											Os ditos antibióticos de largo espectro
											chegam a eliminar uma ampla 
gama de bactérias.
											Ao comparar com os fagos,
que se focam somente
											numa espécie de bactérias,
											é possível perceber a óbvia vantagem.
									","
											Das ist Alexander Fleming.
											Er bekam den Nobel Preis für Medizin
											für seinen Beitrag zur Entwicklung
											des ersten Antibiotikums, Penizillin.
											Antibiotika und Phagen funktionieren
sehr unterschiedlich.
											Der Großteil hemmt das Wachstum
von Bakterien
											und es ist ihnen egal, welche Art
von Bakterien das sind.
											Die sogenannten Breitbandantibiotika
											helfen sogar gegen
eine ganze Reihe von Bakterien.
											Verglichen mit Phagen,
die sehr spezifisch gegen
											eine Art von Bakterien wirken,
											ist das ein offensichtlicher Vorteil.
									",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
"
","
","
",How a long-forgotten virus could help us solve the antibiotics crisis,Alexander Belcredi,11:13,"biology,bacteria,science,microbiology,medical research,pharmaceuticals,disease,medicine,health,virus,illness,innovation,biotech"
