pt,en,fr,title,speaker,duration,tags
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											E eu: ""Sim, sou um académico, 
essa área não é minha.""
									","
											I said, ""Yeah, as an academic, it's not my field.""
									","
											« En effet, ce n'est pas 
mon domaine académique. »
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Ele disse, ""E enquanto cidadão?""
											Enquanto cidadão...
									","
											He said, ""What about as a citizen?
											As a citizen.""
									","
											Il a dit : 
« Et en tant que citoyen ?
											En tant que citoyen ? »
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Aaron era assim.
											Não afirmava. Fazia perguntas.
											Mas esta pergunta era tão clara
											como o abraço da minha 
filha de quatro anos.
											Estava a dizer-me:
											""Tens de te informar.
											""Tens de te informar,
											""porque há uma falha
											""no âmago do sistema operativo 
desta democracia.
											""e não é uma falha 
em 360 mil milhões de vezes
											""que a nossa democracia toma uma decisão.
											""É sempre,
											""em cada questão importante"".
											Temos que acabar com a carneirada 
desta sociedade política.
											Acontece que temos que adotar...
											a expressão é ""atitude de formiga""
											— é a Internet que usa esta palavra —
											a atitude apreciativa da formiga
											que nos levará a reconhecer esta falha,
											salvar a nossa espécie e a nossa democracia.
									","
											Now, this is the way Aaron was.
											He didn't tell. He asked questions.
											But his questions spoke as clearly
											as my four-year-old's hug.
											He was saying to me,
											""You've got to get a clue.
											You have got to get a clue, because there is
											a flaw at the core of the operating system
											of this democracy,
											and it's not a flaw every one out of 360 billion times
											our democracy tries to make a decision.
											It is every time,
											every single important issue.
											We've got to end the bovinity of this political society.
											We've got to adopt, it turns out,
											the word is fourmi-formatic attitude —
											that's what the Internet tells me the word is —
											the ant's appreciative attitude
											that gets us to recognize this flaw,
											save our kind and save our demos.
									","
											C'était la façon d'être d'Aaron.
											Il ne parlait pas. 
Il posait des questions.
											Mais ses questions
étaient aussi éloquentes
											qu'une étreinte de mon fils de quatre ans.
											Ce qu'il me disait, c'est,
											tu dois avoir une idée.
											Tu dois avoir une idée,
											parce qu'il y a un défaut
au coeur du système d'exploitation
											de cette démocratie,
											et ce n'est pas une erreur toutes les 
360 milliards de fois que notre démocratie
											essaie de prendre une décision.
											C'est à chaque fois,
											sur chaque question importante.
											Nous devons mettre fin 
à cette société politique bovine.
											Il s'avère que nous devons adopter
											une attitude myrmicéenne —
											c'est comme ça qu'Internet l'écrit —
											l'attitude appréciative des fourmis
											qui nous permette 
de reconnaître ce défaut,
											de sauver notre espèce et nos semblables.
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Se conheceram Aaron Swartz,
											sabem que o perdemos
											há apenas um ano.
											Foi cerca de seis semanas,
											antes da minha TED Talk.
											Agradeço muito a Chris
											que me convidou para essa TED Talk,
											não pela possibilidade de falar convosco,
											embora isso fosse ótimo,
											mas porque me tirou duma enorme depressão.
											Não podia entregar-me à tristeza,
											porque tinha que me concentrar.
											Tinha que me concentrar no que ia dizer-vos.
											Foi isso que me salvou.
									","
											Now if you know Aaron Swartz,
											you know that we lost him
											just over a year ago.
											It was about six weeks
											before I gave my TED Talk,
											and I was so grateful to Chris
											that he asked me to give this TED Talk,
											not because I had the chance to talk to you,
											although that was great,
											but because it pulled me out
of an extraordinary depression.
											I couldn't begin to describe the sadness.
											Because I had to focus.
											I had to focus on, what was I going to say to you?
											It saved me.
									","
											Si vous connaissez Aaron Swartz,
											vous savez que nous l'avons perdu
											il y a tout juste un an.
											C'était à peu près 6 semaines
											avant ma conférence TED,
											et j'étais si reconnaissant envers Chris
											pour m'avoir demandé de venir,
											non pas pour la chance 
de venir vous parler,
											même si c'était super,
											mais parce que ça m'a sorti 
d'une grande dépression.
											Je ne pouvais pas commencer 
à décrire la tristesse.
											Car je devais me concentrer.
											Je devais me concentrer 
sur ce que j'allais vous dire.
											Ça m'a sauvé.
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Mas, depois da emoção, da excitação,
											do poder que recebemos desta comunidade,
											comecei a ter necessidade 
de um meio menos estéril,
											menos académico, para tratar esses problemas,
											esses problemas de que andava a falar.
											Começámos a concentrar-nos 
em New Hampshire
											como um alvo para este movimento politico,
											porque as primárias em New Hampshire
											são tremendamente importantes.
											Havia um grupo, o New Hampshire Rebellion,
											que começara a falar 
sobre como iríamos tratar
											esta questão da corrupção central em 2016.
											Mas foi outra alma 
que atraiu a minha atenção,
											uma mulher chamada 
Doris Haddock, ou Granny D.
											A 1 de janeiro de 1999, há 15 anos,
											com 88 anos, Granny D 
iniciou uma caminhada.
											Partiu de Los Angeles
											e começou a caminhar 
para Washington, D.C.
											com um simples cartaz ao peito, que dizia:
											""Campanha para a reforma das finanças"".
											Dezoito meses depois,
											já com 90 anos,
											chegou a Washington 
com centenas atrás dela,
											incluindo muitos congressistas, 
que foram de carro
											e chegaram a cerca de um km da cidade
											(Risos)
											para lá entrarem, a pé, com ela.
									","
											But after the buzz, the excitement,
											the power that comes from this community,
											I began to yearn for a less sterile,
											less academic way to address these issues,
											the issues that I was talking about.
											We'd begun to focus on New Hampshire
											as a target for this political movement,
											because the primary in New Hampshire
											is so incredibly important.
											It was a group called the New Hampshire Rebellion
											that was beginning to talk about, how would we make
											this issue of this corruption central in 2016?
											But it was another soul that caught my imagination,
											a woman named Doris Haddock, aka Granny D.
											On January 1, 1999, 15 years ago,
											at the age of 88, Granny D started a walk.
											She started in Los Angeles
											and began to walk to Washington, D.C.
											with a single sign on her chest that said,
											""campaign finance reform.""
											Eighteen months later,
											at the age of 90,
											she arrived in Washington
with hundreds following her,
											including many congressmen
who had gotten in a car
											and driven out about a mile outside of the city
											to walk in with her.
											(Laughter)
									","
											Mais après l'excitation, l'enthousiasme,
											et la puissance qui viennent 
de cette communauté,
											j'ai commencé à aspirer 
à une façon moins stérile,
											moins académique, 
d'adresser ces problèmes,
											ceux dont je parlais.
											Nous avons choisi le New Hampshire
											comme cible pour ce mouvement politique,
											parce que les primaires 
dans le New Hampshire
											sont vraiment cruciales.
											C'était un groupe appelé 
le New Hampshire Rebellion
											qui a commencé à parler 
de la façon de rendre
											cette question de corruption 
centrale en 2016.
											Mais c'est une autre âme 
qui a capté mon imagination,
											une femme du nom de Doris Haddock, 
aussi appelée Granny D.
											Le 1er janvier 1999, il y a 15 ans,
											à l'âge de 88 ans, Granny D 
a débuté une marche.
											Elle a commencé à Los Angeles,
											et elle a marché jusqu'à Washington D.C.
											avec une unique pancarte 
sur sa poitrine disant :
											« réforme du financement des campagnes politiques »
											18 mois plus tard,
											à l'âge de 90 ans,
											elle est arrivée à Washington,
suivie par des centaines de gens,
											y compris des membres du Congrès
											qui étaient arrivés en voiture 
un mile avant l'arrivée
											pour marcher à ses côtés.
											(Rires)
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Eu não tenho 13 meses
											para andar a caminhar pelo país.
											Tenho três miúdos que detestam andar a pé
											e acontece que a minha mulher
											detesta que eu não esteja presente,
											por razões misteriosas.
											Portanto, isto não foi uma opção.
											Mas o que me perguntei, foi:
											""Podemos modificar um pouco Granny D?
											""Que tal um passeio, não de 5 000 km,
											mas de 300 km através de New Hampshire,
											em janeiro?
									","
											Now, I don't have 13 months
											to walk across the country.
											I've got three kids who hate to walk,
											and a wife who, it turns out,
											still hates when I'm not there
											for mysterious reasons,
											so this was not an option,
											but the question I asked,
											could we remix Granny D a bit?
											What about a walk not of 3,200 miles
											but of 185 miles across New Hampshire
											in January?
									","
											Je ne dispose pas de 13 mois
											pour traverser le pays.
											J'ai trois enfants qui détestent marcher
											et une femme qui apparemment
											déteste encore quand je m'absente,
											étonnamment,
											donc ce n'était pas possible,
											mais je me suis demandé
											si l'on pouvait un peu 
s'inspirer de Granny D.
											Pourquoi pas une marche,
non pas de 5 000 km,
											mais de 300 km à travers le New Hampshire,
											en janvier ?
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
											Assim, a 11 de janeiro,
											no aniversário da morte de Aaron,
											começámos uma caminhada 
que terminou a 24 de janeiro,
											no dia do aniversário de Granny D.
											Durante esta caminhada, 
juntaram-se a nós 200 pessoas,
											enquanto percorríamos 
New Hampshire, de cima abaixo,
											a falar desta questão.
											E o que para mim foi espantoso,
											uma coisa de que eu não estava 
minimamente à espera,
											foi a paixão e a revolta
											que havia em toda a gente 
com quem falámos sobre esta questão.
											Numa sondagem, descobrimos 
que 96 % dos americanos
											acham que é importante reduzir a influência
											do dinheiro na política.
											Ora bem, os politicos e os entendidos dirão
											que não podemos fazer nada quanto a isso,
											porque os americanos não se ralam.
											Mas a razão é que
											91 % dos americanos
											acham que não se pode 
fazer nada quanto a esta questão.
											E é este fosso entre os 96 % e os 91 %
											que explica a nossa política de resignação.
											Afinal, pelo menos 96 % de todos nós
											gostariam de voar como o Super-homem,
											mas, como há pelo menos 91 % 
que acham que não é possível,
											não nos atiramos de edifícios altos
											sempre que temos essa tentação.
											É porque aceitamos os nossos limites
											e o mesmo acontece com esta reforma.
											Mas, quando damos às pessoas 
o sentimento da esperança,
											começamos a ver desaparecer 
esse sentimento absoluto de impotência.
											Como disse Harvey Milk, 
se lhes dermos esperanças,
											damos-lhes uma hipótese, 
uma forma de pensar
											sobre como é possível essa mudança.
											Esperança.
											E esperança é uma coisa 
que nós, amigos de Aaron, não lhe demos,
											porque deixámos que ele perdesse 
esse sentimento de esperança.
											Amava aquele rapaz 
como se fosse meu filho.
											Mas dececionámo-lo.
											E amo o meu país,
											o meu país,
											e não vou dececioná-lo.
											Não vou dececioná-lo.
											Vamos defender 
esse sentimento de esperança
											e vamos lutar por ele,
											por mais impossível 
que esta batalha pareça.
									","
											So on January 11,
											the anniversary of Aaron's death,
											we began a walk that ended on January 24th,
											the day that Granny D was born.
											A total of 200 people joined us across this walk,
											as we went from the very top to the
very bottom of New Hampshire
											talking about this issue.
											And what was astonishing to me,
											something I completely did not expect to find,
											was the passion and anger
											that there was among everyone
that we talked to about this issue.
											We had found in a poll that 96 percent of Americans
											believe it important to reduce the influence
											of money in politics.
											Now politicians and pundits tell you,
											there's nothing we can do about this issue,
											Americans don't care about it,
											but the reason for that is
											that 91 percent of Americans
											think there's nothing that can
be done about this issue.
											And it's this gap between 96 and 91
											that explains our politics of resignation.
											I mean, after all, at least 96 percent of us
											wish we could fly like Superman,
											but because at least 91 percent
of us believe we can't,
											we don't leap off of tall buildings every time
											we have that urge.
											That's because we accept our limits,
											and so too with this reform.
											But when you give people the sense of hope,
											you begin to thaw that
absolute sense of impossibility.
											As Harvey Milk said, if you give 'em hope,
											you give 'em a chance, a way to think
											about how this change is possible.
											Hope.
											And hope is the one thing that we, Aaron's friends,
											failed him with, because we let him
											lose that sense of hope.
											I loved that boy like I love my son.
											But we failed him.
											And I love my country,
											and I'm not going to fail that.
											I'm not going to fail that.
											That sense of hope, we're going to hold,
											and we're going to fight for,
											however impossible this battle looks.
									","
											Ainsi, le 11 janvier,
											le jour anniversaire de la mort d'Aaron,
											nous avons entamé une marche 
qui a pris fin le 24 janvier,
											le jour de naissance de Granny D.
											200 personnes nous ont rejoints 
lors de cette marche,
											tandis que nous parcourions 
le New Hampshire de haut en bas,
											en discutant de ce problème.
											Ce qui m'a étonné,
											et ce à quoi je ne m'attendais pas,
											c'était de trouver la passion et la colère
											qui était partagée par tous ceux avec qui 
nous avons parlés pendant cette marche.
											Nous avions trouvé dans un sondage 
que 96% des Américains
											pensaient qu'il était important
											de réduire l'influence
de l'argent en politique.
											Les politiciens et les experts
											disent qu'il n'y a rien à faire,
											que les Américains 
ne s'en préoccupent pas,
											mais c'est parce que 
91% des Américains
											pensent qu'il n'y a rien 
à faire à ce sujet.
											C'est cet écart entre les 96% et les 91%
											qui explique notre politique 
de résignation.
											Après tout, au moins 96% d'entre nous
											aimerait pouvoir voler comme Superman,
											mais à cause des 91% d'entre nous
au moins qui n'y croient pas,
											on ne saute pas du haut 
d'un immeuble à chaque fois
											qu'on en ressent le besoin.
											C'est parce que nous acceptons nos limites
											et il en va de même avec cette réforme.
											Mais lorsque vous donnez aux gens 
ce sentiment d'espoir,
											vous commencez à faire fondre 
ce sentiment absolu d'impossibilité.
											Comme le disait Harvey Milk, 
si vous leur donnez l'espoir,
											vous leur donner une chance, 
une façon de penser
											que ces changements sont possibles.
											De l'espoir.
											L'espoir est la seule chose que nous, 
les amis d'Aaron,
											avons échoué à lui donner,
											parce que nous lui avons laissé 
perdre ce sentiment d'espoir.
											J'aime ce garçon comme j'aime mon fils.
											Mais nous l'avons laissé tomber.
											J'aime mon pays,
											et je ne vais pas le laisser tomber.
											Je ne vais pas le laisser tomber.
											Nous allons maintenir 
ce sentiment d'espoir,
											et nous allons lutter pour ça,
											aussi impossible que la bataille 
puisse paraître.
									",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
"
","
","
",The unstoppable walk to political reform,Lawrence Lessig,13:44,"corruption,democracy,government,politics"
