en,tr,es,de,title,speaker,duration,tags
"
											So let's just step back for a second
and kind of look at this.
											And, you know,
climate's really complicated,
											a lot of moving parts in this,
											but I kind of put it about
it's all about the water.
											See, see those three blue dots
there down on the lower part?
											The one you can easily see,
that's all the water in the world.
											Those two smaller dots,
those are the fresh water.
											And it turns out
that as the climate changes,
											the distribution of that water
is changing very fundamentally.
											So now we have too much, too little,
wrong place, wrong time.
											It's salty where it should be fresh;
it's liquid where it should be frozen;
											it's wet where it should be dry;
											and in fact, the very chemistry
of the ocean itself is changing.
											And what that does
from a security or a military part
											is it does three things:
											it changes the very operating
environment that we're working in,
											it threatens our bases,
											and then it has geostrategic risks,
which sounds kind of fancy
											and I'll explain what I mean
by that in a second.
									","
											Şimdi bir saniye için, geri adım atıp
şuna bakalım.
											Biliyorsunuz, iklim çok karmaşık 
bir konsept
											hareket eden bir sürü 
şey var
											ama her şey aslında
suyla ilgili.
											Şu alt kısımdaki üç mavi 
noktayı görebiliyor musunuz?
											Şu kolayca görünen,
tüm dünyadaki su kaynağı.
											Diğer iki nokta ise taze su kaynakları.
											Ve görünen o ki,
iklim değiştikçe
											su dağılımı da temelli değişiyor
											Ve şu an çok fazla, çok az
yanlış yer ve yanlış zamanımız var.
											Donmuş olması gereken yerler sıvı,
tuzlu olması gereken yerler değil,
											kuru olması gereken yerler ıslak...
											Hatta okyanusun kimyasal
yapısı değişiyor.
											Peki güvenlik açısından ve askeri açıdan
bu durum neyi etkiliyor?
											Üç şeyi:
											Görev aldığımız çalışma ortamımız
değişiyor.
											Üslerimizi tehdit altına sokuyor
											ve kulağa fantastik gelen
jeostratejik riskler yaratıyor.
											Ne demek istediğimi hemen anlatayım.
									","
											Así que detengámonos 
por un segundo y veamos esto.
											Como saben, el clima es muy complejo,
											tiene muchos factores cambiantes,
											pero de alguna forma yo diría
que todo se debe al agua.
											¿Pueden ver esos tres puntos azules
en la parte de abajo?
											Eso que pueden ver fácilmente,
es toda el agua en el planeta.
											Esos dos puntos más pequeños,
esos son de agua dulce.
											Resulta que a medida
que el clima va cambiando,
											la distribución del agua cambia también
de una forma importante.
											Ahora tenemos ya sea mucha, o muy poca,
y en el lugar y momento equivocado.
											Agua salada donde debería ser dulce;
líquida donde debería estar congelada;
											está húmedo donde debería estar seco;
											e incluso la química del océano 
está cambiando.
											Esto afecta la parte de seguridad
o la militar de tres maneras:
											cambia el medioambiente
de los sitios donde operamos,
											amenaza nuestras bases militares,
											y hay riesgos geoestratégicos,
que suena un poco ostentoso
											pero ahora les explico
a lo que me refiero.
									","
											Treten wir kurz zurück
und betrachten das Gesamte.
											Das Klima ist wirklich kompliziert,
											mit vielen veränderlichen Faktoren,
											doch heute geht es
im Wesentlichen um das Wasser.
											Sehen Sie diese drei blauen
Punkte in der unteren Bildhälfte?
											Der leicht erkennbare repräsentiert
das gesamte Wasser der Erde.
											Die beiden kleineren
sind das Süßwasser.
											Während sich das Klima ändert,
											verändert sich die Wasserverteilung
auf fundamentale Weise.
											Jetzt haben wir zu wenig oder zu viel
am falschen Ort zur falschen Zeit.
											Wo es süß sein sollte, ist es salzig,
und flüssig, wo es gefroren sein sollte;
											es ist nass, wo es trocken sein sollte,
											und faktisch ändert sich
die Chemie der Ozeane an sich.
											Was dies aus einer Sicherheits-
oder Militärperspektive verursacht,
											sind drei Dinge:
											Es ändert die Operationsumgebung
unserer Tätigkeiten,
											es bedroht unsere Stützpunkte,
											und beinhaltet geostrategische Risiken,
was sich verrückt anhört,
											aber ich werde es Ihnen gleich erklären.
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
											So let's go to just
a couple examples here.
											And we'll start off with what we all know
											is of course a political
and humanitarian catastrophe
											that is Syria.
											And it turns out that climate
was one of the causes
											in a long chain of events.
											It actually started back in the 1970s.
											When Assad took control over Syria,
											he decided he wanted to be self-sufficient
in things like wheat and barley.
											Now, you would like to think
											that there was somebody
in Assad's office that said,
											""Hey boss, you know,
we're in the eastern Mediterranean,
											kind of dry here,
maybe not the best idea.""
											But I think what happened was,
											""Boss, you are a smart, powerful
and handsome man. We'll get right on it.""
											And they did.
											So by the '90s, believe it or not,
											they were actually
self-sufficient in food,
											but they did it at a great cost.
											They did it at a cost of their aquifers,
											they did it at a cost
of their surface water.
											And of course, there are
many nonclimate issues
											that also contributed to Syria.
											There was the Iraq War,
											and as you can see
by that lower blue line there,
											over a million refugees
come into the cities.
											And then about a decade ago,
											there's this tremendous
heat wave and drought —
											fingerprints all over that show,
											yes, this is in fact related
to the changing climate —
											has put another three quarters
of a million farmers
											into those same cities.
											Why? Because they had nothing.
											They had dust. They had dirt.
They had nothing.
											So now they're in the cities,
											the Iraqis are in the cities,
											it's Assad, it's not like
he's taking care of his people,
											and all of a sudden
we have just this huge issue here
											of massive instability
											and a breeding ground for extremism.
											And this is why in the security community
											we call climate change
a risk to instability.
											It accelerates instability here.
											In plain English,
it makes bad places worse.
									","
											Birkaç örnek üzerinden gidelim.
											Hepimizin bildiği,
											siyasi ve insani bir felaketle 
başlayacağım.
											Burası Suriye.
											Ve görünen o ki,
bu zincirleme olayların
											sebeplerinden biri de iklim.
											Aslında her şey 1970'lerde,
											Hafiz Esad'ın Suriye'yi kontrol altına
almasıyla başladı.
											Ülkenin, buğday ve arpa gibi şeylerde 
kendine yetebiliyor olmasını istedi.
											Şu an beklediğiniz,
											Esad'ın ofisinden birinin çıkıp,
											""Şey patron, Orta Doğu'da bir ülke için 
kuraklık açısından
											çok da iyi bir fikir değil galiba"" 
demesi.
											Ama gerçekte olan,

											""Patron, sen tanıdığımız en akıllı, güçlü 
ve yakışıklı insansın. Hemen başlıyoruz.""
											Ve gerçekten de başladılar.
											İster inanın, ister inanmayın
90'ların sonlarında
											yiyecek bakımından kendi 
kendilerine yetiyorlardı.
											Ama bu çok pahalıya mal oldu.
											Akiferlerin bedeliyle yapılanı,
											onlar yüzey sularının bedeliyle
yaptılar.
											Ve tabii ki de, iklimle alakası 
olmayan şeyler de vardı
											ve bütün bunlar 
Suriye'yi bu hâle getirdi.
											Mesela Irak Savaşı,
											alttaki mavi çizgiden görebileceğiniz gibi
											bir milyondan fazla mülteci şehirlere 
giriş yapıyor.
											Yaklaşık 10 yıl önce,
											muazzam bir ısı dalgasıyla
gelen bir kuraklık geçirdik
											ve onun da bu olayın her yerinde 
parmak izleri var.
											Çünkü bu olay gerçekten iklim değişikliği
ile alakalıydı.
											Bu 1 milyon çiftçinin 4'te 3'ünün
											aynı şehirlere yerleşmesine 
sebep oldu.
											Neden mi? Çünkü hiçbir 
şeyleri yoktu.
											Tek sahip oldukları
kül, toz, pislikti...
											Şu an bu şehirlerdeler.
											Iraklılar bu şehirlerlerdeler
											ve Esad onlara bakıyor gibi
bir durum söz konusu değil.
											Birden, bu büyük 
problem nüksetti;
											devasa iktidarsızlık
											ve aşırılık için bir
üreme alanı.
											İşte bu yüzden güvenlik 
camiasında
											iklim değişikliği iktidarsızlık
riski olarak anılır.
											Buradaki iktidarsızlık
ivmeleniyor.
											Basit dilde, kötü olan
yerler daha da kötü oluyor.

									","
											Veamos acá un par de ejemplos.
											Comenzaremos con algo que todos sabemos
											es una catástrofe política y humanitaria:
											Siria.
											Pues resulta que el clima
fue una de las causas
											dentro de una larga lista de eventos.
											Comenzó por allá en la década del 70.
											Cuando Assad tomó el mando de Siria
											decidió que debían ser autosuficientes
en cuanto a trigo y cebada.
											Ahora, seguro nos imaginaríamos
											que alguien en la oficina
de Assad le diría:
											""Oiga jefe, Ud. sabe que estamos
en lo más este del Mediterráneo
											por lo que es un poco seco,
así que quizás no sea una buena idea"".
											Pero creo que lo que pasó fue:
											""Jefe, Ud. es inteligente,
poderoso y atractivo.
											Ahora nos ponemos manos a la obra"".
											Y eso fue lo que hicieron.
											Para la década del 90, 
aunque no lo crean,
											se hicieron autosuficientes en alimentos
											pero pagaron un precio muy alto.
											Lo lograron a costa de sus acuíferos,
											a costa de sus aguas superficiales.
											También hubo otros problemas no climáticos
											que contribuyeron a la situación en Siria.
											Hubo la guerra en Irak,
											y como pueden ver, 
según esa línea azul de abajo,
											más de un millón de refugiados
llegaron a las ciudades.
											Y aproximadamente una década atrás
											hubo una intensa ola de calor y sequía.
											Muchas evidencias muestran
											que estaba relacionada
con el cambio climático,
											causando que otros 750 000 campesinos
											se desplacen a esas mismas ciudades.
											¿Por qué? Porque no tenían nada.
											No tenían nada, solo tierra y arena.
											Así que ahora ellos están en las ciudades,
											los iraquíes están en las ciudades,
											este es Assad, no es que 
le importe mucho su gente,
											y de repente, nos vemos enfrentados
a este gran problema
											de inestabilidad general
											dando pie a que surja el extremismo.
											Es por ello que
en el ámbito de la seguridad
											decimos que el cambio climático
es un riesgo que causa inestabilidad.
											Acelera la inestabilidad.
											Para hacerlo más claro: hace que
sitios malos se vuelvan peores.
									","
											Sehen wir uns einige Beispiele an.
											Wir beginnen mit
etwas allgemein Bekanntem,
											nämlich der politischen
und humanitären Krise in Syrien.
											Das Klima war erwiesenermaßen
eine der Ursachen
											in einer langen Kette von Ereignissen.
											Es begann alles in den 1970er Jahren.
											Als Assad die Macht in Syrien übernahm,
											wollte er selbstversorgend in
Bereichen wie Getreide und Gerste sein.
											Sie erwarten vielleicht
einen Mitarbeiter in Assads Büro,
											der sagte:
											„Hey, Chef, wir sind im
östlichen Mittelmeerraum,
											ziemlich trocken,
vielleicht nicht die beste Idee.“
											Doch was meiner Meinung
nach gesagt wurde:
											„Chef, Sie sind ein kluger, mächtiger
und schöner Mann. Wir setzen uns daran.“
											Und das taten sie.
											In den Neunzigern,
glauben Sie es oder nicht,
											waren sie selbstversorgend beim Essen,
											aber das zu einem hohen Preis.
											Sie bezahlten dafür
mit ihren Grundwasserspeichern
											und mit ihrem Oberflächenwasser.
											Und natürlich gibt es viele
klimaunabhängige Gründe,
											die Syrien beeinflusst haben.
											Da wäre der Irakkrieg.
											Wie Sie an der unteren blauen Linie sehen,
											kamen über eine Million Flüchtlinge
in die Städte.
											Und vor einem Jahrzehnt
											gab es dann diese enorme
Hitzewelle und Dürre, —
											überall Belege, dass dies tatsächlich
mit dem Klimawandel zusammenhängt —
											die weitere 750.000 Bauern
											in die gleichen Städte trieb.
											Warum? Weil sie nichts hatten.
											Sie hatten Staub. Sie hatten Schmutz.
Sie hatten nichts.
											Nun sind sie also in den Städten,
											die Iraker sind in den Städten
											und Assad kümmert sich
nicht um seine Leute.
											Plötzlich gibt es das riesige Problem
											einer massiven Instabilität
											und einen guten Nährboden für Terrorismus.
											Deshalb nennen wir Sicherheitsexperten
											den Klimawandel ein Stabilitätsrisiko.
											Er beschleunigt dort die Instabilität.
											Auf gut Deutsch:
Es macht schlimme Ort schlimmer.
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
											So let's go to another place here.
											Now we're going to go 2,000 kilometers,
or about 1,200 miles, north of Oslo,
											only 600 miles from the Pole,
											and this is arguably
											the most strategic island
you've never heard of.
											It's a place called Svalbard.
											It sits astride the sea lanes
											that the Russian Northern Fleet needs
to get out and go into warmer waters.
											It is also, by virtue of its geography,
											a place where you can control
every single polar orbiting satellite
											on every orbit.
											It is the strategic high ground of space.
											Climate change has greatly reduced
the sea ice around here,
											greatly increasing human activity,
											and it's becoming a flashpoint,
											and in fact the NATO
Parliamentary Assembly
											is going to meet here
on Svalbard next month.
											The Russians are very,
very unhappy about that.
											So if you want to find
a flashpoint in the Arctic,
											look at Svalbard there.
									","
											Şimdi başka bir 
örneğe bakalım.
											Buradan 2000 km öteye,
Oslo'nun kuzeyine gidiyoruz.
											Kutuptan sadece 600 mil uzağa.
											Burası kuşkusuz

											hiç duymadığınız
en stratejik ada.
											Adı Svalbard.
											Deniz şeritlerinin kenarında
											Rus Kuzey Filosu'nun dışarı çıkıp 
daha sıcak sulara girmesi gereken
											deniz hatlarının üstünde oturuyor.
											Her kutupsal yörünge uydusunu kontrol
edebileceğiniz bir yer.
											Her yörüngedeki.
											Burası uzay için stratejik önemi 
en yüksek yer.
											İklim değişikliği buradaki buz dağı
sayısını büyük ölçüde azalttı.
											Ve artan insanoğlu aktiviteleri
											bu durumun ana sebebi.
											Aslında NATO
Parlementerler Meclisi
											gelecek ay burada,
Svalbard'da buluşacak.
											Ama Ruslar bu konu hakkında
çok mutsuz.
											Bu yüzden eğer Arktik'in
gerçek sebebini
											bulmak istiyorsanız, buraya
Svalbard'a bakın.
									","
											Ahora, vayamos a otros sitio.
											Vayamos a unos 2000 kilómetros
de aquí, al norte de Oslo,
											a solo unos 965 kilómetros del polo,
											esta es, según dicen,
											la isla más estratégica
de la que nunca han oído hablar.
											Es un lugar llamado Svalbard.
											Está situada en las vías marítimas
											que la flota del norte de Rusia tiene que
atravesar para llegar a aguas más cálidas.
											También es, gracias a
su ubicación geográfica,
											un sitio desde donde se puede controlar
todos los satélites polares
											en cualquier órbita.
											Es el sitio más estratégico
para controlar el espacio.
											El cambio climático
ha reducido inmensamente
											la capa de hielo que la rodea,
aumentando así la actividad humana,
											y se está volviendo un sitio de discordia.
											La Asamblea Parlamentaria de la OTAN
											se reunirá aquí, en Svalbard,
el próximo mes.
											Los rusos están muy descontentos.
											Así que si quieren conseguir
un sitio de discordia en el Ártico,
											fíjense en Svalbard.
									","
											Lassen Sie uns nun woanders hinschauen.
											Jetzt sind wir gute 2.000 Kilometer
weiter nördlich von Oslo,
											nur 1.000 Kilometern vom Pol entfernt,
											und dies sind die wohl
strategischsten Inseln,
											von denen Sie noch nie gehört haben.
											Die Inselgruppe heißt Spitzbergen.
											Sie liegt rittlings auf der Seeroute,
											die die russische Nordflotte braucht,
um in wärmere Gewässer zu kommen.
											Sie ist auch aufgrund ihrer Geographie
											ein idealer Kontrollpunkt für jeden
einzelnen Satelliten im Polarorbit.
											Sie ist die überlegene strategische
Position für das Weltall.
											Der Klimawandel hat das umgebende Eis
gewaltig zusammengeschmolzen,
											was die menschliche
Aktivität enorm steigert.
											Spitzbergen wird zum Spannungsgebiet;
											sogar die Parlamentarische
Versammlung der NATO
											wird sich nächsten Monat dort treffen.
											Die Russen sind darüber sehr unglücklich.
											Wenn Sie einen Konfliktpunkt
in der Arktis suchen,
											schauen Sie sich Spitzbergen an.
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
											Now, in the military,
											we have known for decades,
if not centuries,
											that the time to prepare,
											whether it's for a hurricane,
a typhoon or strategic changes,
											is before they hit you,
											and Admiral Nimitz was right there.
											That is the time to prepare.
											Fortunately, our Secretary of Defense,
											Secretary Mattis,
he understands that as well,
											and what he understands
is that climate is a risk.
											He has said so in his written
responses to Congress,
											and he says, ""As Secretary of Defense,
											it's my job to manage such risks.""
											It's not only the US military
that understands this.
											Many of our friends and allies
in other navies and other militaries
											have very clear-eyed views
about the climate risk.
											And in fact, in 2014, I was honored
to speak for a half-a-day seminar
											at the International Seapower Symposium
											to 70 heads of navies about this issue.
									","
											Şu an askeriyede
											yüzyıllardır olmasa da
onlarca yıldır
											bir kasırga, bir tayfun veya
stratejik bir değişim
											sizi vurmadan önce
hazırlanabilmek için
											gereken zamanı biliyoruz.
											Amiral Nimitz tam olarak buradaydı
											ve hazırlanmanın tam zamanıydı.
											Neyse ki, Savunma Sekreterimiz
											Sekreter Mattis, bu konuya 
oldukça hakim
											ve iklim değişikliğinin
büyük bir risk olduğunun farkında.
											Kongre' ye verdiği yazılı raporda
buna çok değindi.
											Raporunda, ""Savunma Sekreteri 
olarak, bu tarz riskleri
											yönetmek benim görevim.""
demiştir.
											Bu durumun farkında olan sadece
Amerika ordusu değil,
											diğer deniz ve askeri güçlerdeki 
dostlarımız ve müttefiklerimizin
											birçoğu da iklim riski konusunda 
çok net görüşlere sahip.
											Aslında, 2014'te, bir seminer için
Uluslararası Denizci Sempozyumu'nda
											70 deniz kuvveti başkanına,
bu konu hakkında
											konuşmam için davet edilmiştim.
									","
											En el ejército
											ya sabíamos desde hace décadas,
e incluso siglos,
											que el mejor tiempo para prepararnos
											ya sea para un huracán, un tifón
o cambios estratégicos,
											es antes de que llegue,
											y el almirante Nimitz aquí tenía razón.
											Ese es el mejor tiempo para prepararnos.
											Afortunadamente,
nuestro Secretario de la Defensa,
											secretario Mattis, lo sabe bien,
											así como entiende
que el clima es un riesgo.
											Lo ha dicho en sus respuestas
escritas al Congreso,
											y como él dice: 
""Como Secretario de Defensa
											es mi trabajo manejar estos riesgos"".
											No solo el ejército estadounidense
entiende esto.
											Muchos de nuestros amigos y aliados
en otras armadas y ejércitos
											tienen una visión muy clara
sobre los riesgos climáticos.
											En el 2014 tuve el honor de presentar
en un seminario de medio día
											en el Simposio Internacional
de Poder Marítimo
											frente a unos 70 jefes de armadas
acerca de este problema.
									","
											Beim Militär weiß man seit Jahrzehnten,
											wenn nicht seit Jahrhunderten,
											dass es Zeit für Vorbereitungen ist —
											egal ob für einen Hurrikan, einen Taifun
oder strategische Veränderungen —,
											bevor sie einen treffen,
											und das erkannte Admiral Nimitz richtig.
											Jetzt ist die Zeit für Vorbereitungen.
											Glücklicherweise versteht
unser Verteidigungsminster,
											Minister Mattis, das sehr gut.
											Und auch er versteht
das Klima als Bedrohung.
											Er sagte das in einer schriftlichen
Antwort an den Kongress:
											„Als Verteidigungsminister
ist es mein Job,
											diesen Risiken zu begegnen.“
											Nicht nur das US-Militär versteht das.
											Viele unserer Freunde und Verbündeten
in anderen Marinen und Militärs
											haben einen sehr klaren Blick
auf die Klimarisiken.
											Mir wurde 2014 die Ehre zuteil,
											auf einem Halbtagsseminar
des International Seapower Symposium
											70 Marineoberkommandanten
diese Sache vorzustellen.
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
											So Winston Churchill
is alleged to have said,
											I'm not sure if he said anything,
but he's alleged to have said
											that Americans can always
be counted upon to do the right thing
											after exhausting every other possibility.
									","
											Winston Churchill'in bir sözü vardır,
											gerçi gerçekten söyledi mi bilmiyorum
ama söylediği iddia ediliyor.
											""Amerikalılar bütün olasılıklar
											tükendikten sonra 
doğru olan şeyi yapmaya geçer.""
									","
											Se dice que Winston Churchill dijo,
											no estoy seguro si dijo algo
pero se dice que dijo,
											que siempre se puede contar con que
los estadounidenses hagan lo correcto
											luego de haber probado
todas las otras opciones.
									","
											Winston Churchill wird
die Äußerung zugeschrieben —
											ich weiß nicht,
ob er jemals etwas sagte —,
											dass die Amerikaner verlässlich
immer das das Richtige tun,
											wenn sie jede andere Möglichkeit
ausgeschöpft haben.
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
											(Laughter)
									","
											(Gülüşmeler)
									","
											(Risas)
									","
											(Lachen)
									",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
"
","
","
","
",How the military fights climate change,David Titley,7:41,"climate change,military,nature,global issues,natural disaster,sustainability,weather"
