es,fr,title,speaker,duration,tags
"
											Crecer pequeña 
requiere mucha voluntad:
											aún sentada
en la sala de espera del médico
											viendo el futuro al azar dentro y fuera

											viéndolo inclinarse; mirándote
											mientras intentas no mirar.
											Lo raro es un cambio:
											una ligera sonrisa,
irónico reconocimiento.
									","
											Rapetisser demande
énormément de volonté ;
											juste rester assis immobile
dans la salle d'attente du docteur
											en regardant le futur aller et venir,
											le regarder s’abaisser ;
vous fixer du regard
											alors que vous essayez de ne pas le voir.
											Rare est un échange :
											un sourire bref,
une reconnaissance ironique.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Tú eres la nueva chica en el bloque.
											Aquí todo el mundo fue tú una vez.

											Estás aún aprendiendo que crecer 
pequeña requiere de grandeza de espíritu
											no se puede encajar todavía:
											aceptación de ayuda irritante
de los que te aman;
											regalando, haciendo esfuerzos
y no se dan por vencidos
									","
											Vous êtes le nouveau gosse
du quartier.
											
Tout le monde ici était vous à une époque.
											Vous apprenez encore que rapetisser
requiert une ouverture d'esprit
											que vous n'avez pas encore :
											accepter l'aide ennuyante
de ceux qui vous aiment ;
											donner raison et donner sa confiance,
mais ne pas aban-donner.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Tú has tragado con fuerza los contenidos
de la botella ""bébame"",
											y te sentiste encogido.
											Ahora, muebles familiares,
											suelos inclinados,
y pomos de las puertas
											ceden solamente cuando luchas
con las dos manos.
											Exige paciencia colosal,
todo eso creciendo pequeño:
											tu sueño disminuido por la noche,
											tu escritura, tu voz, tu estatura.
									","
											Vous avez durement avalé
le contenu de la bouteille « Buvez-Moi »,
											et vous vous êtes senti rétrécir.
											Maintenant,
les meubles familiers vous menacent,
											le sol s'incline,
											et la poignée de porte ne cède
que lorsque combattue à deux mains.
											Ça demande une patience colossale,
tout cela qui rapetisse :
											votre temps de sommeil qui diminue,
											votre écriture, votre voix, votre taille.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Tú eres más la increíble mujer encogiendo
											que el místico budista,
sereno, conformándose con menos.
											Menos no siempre es más.
											Sin embargo, en este espacio vacío,
espacio brillante,
											haciéndose visible.
											Aquí es un lugar detrás de los ojos
de los que están acostumbrados
											con lo que algunos llamarían disminución.
									","
											Vous ressemblez plus
à l'incroyable femme-rapetissant
											qu'à la mysticité qu'est Bouddha, serein,
se contentant de moins.
											Moins n'est pas toujours plus.
											Et pourtant, dans cet espace qui se vide,
l'espace miroite,
											devenant visible.
											Ici est un endroit
au-delà des yeux de ceux habitués
											à ce que certains appelleraient
l’amoindrissement.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Es un lugar de la poesía sin piedad,
											un regalo de la presencia 
ignorada anteriormente,
											ahogado en el desorden diario.
											Aquí cada gesto necesita de la intención,
											está vivo con la conciencia.
											Nada es automático.
									","
											C'est un endroit de poésie sans pitié,
											un cadeau de présence auparavant ignorée,
											noyée sous le brouhaha habituel.
											Ici chaque geste demande une intention,
											devient vivant de par la conscience.
											Rien n'est automatique.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Tú puedes detectarlo
en la activación de un botón,
											un brazo que empuja a una manga,
											un acto de equilibrio en un bordillo
de noche mientras negociaba la oscuridad.
											Hazañas de tal modesto valor,
											quien sospecharía que serían ejercicios
en una íntima, feroz disciplina,
											una metafísica de ser
implacablemente consciente?
									","
											Vous pouvez le remarquer
dans la provocation d'un bouton,
											un bras touchant une manche,
											un acte équilibrant
maîtrisant un trottoir nocturne,
											négocié dans le noir.
											Des exploits de valeur si modeste,
											qui les suspecteraient
d'être des exercices,
											dans une intime et féroce discipline
											d'une métaphysique
de l'attention constante ?
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Tal poder subestimado aquí,
											en estos bailadores tambaleantes
que hacen un esfuerzo estupendo
											en tareas más vistas como insignificantes.
											Tal belleza tranquila aquí, en estos,
											mi voz suave, personas rígidas;
											tal determinación enmascarada
por cada rostro plácido.
											Se requiere inmensidad
en crecer pequeño,
											tan empeñado en tal gracia inflexible.
									","
											Un pouvoir si sous-estimé ici,
											dans ces danseurs trébuchants
qui font des efforts prodigieux
											sur des tâches
que la plupart trouvent insignifiantes.
											Une beauté si silencieuse,
ici, dans ceux-là,
											mes gens à la voix douce,
aux membres rigides ;
											tellement de détermination,
masquée par chacun de ces visages calmes.
											Rapetisser requiert une immensité,
											tellement pliée
sur une grâce si impliable.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Aplausos)
									","
											(Applaudissements)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Gracias.
									","
											Merci.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Este se llama
""La donación de mi cerebro a la ciencia.""
									","
											Celui ci s'appelle : 
« Sur Le Don de Mon Cerveau à la Science »
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Risas)
									","
											(Rires)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											No es un problema.
											Salten todas las páginas que
reafirman a la gente religiosa.
											Ya es donante universal:
riñones, córneas, hígado, pulmones,
											tejido, corazón, venas, lo que sea.
									","
											Ce n'est pas un problème.
											Sauter toute les pages
rassurant les personnes religieuses.
											Déjà un donneur universel :
reins, cornées, foie, poumons,
											peau, cœur, veines, peu importe.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Es extraño que el cerebro modesto nunca
imaginó su valor único en la investigación

											tal vez salvar a alguien más de lo que es,
no están muy seguros de lo que tengo.
											Favorecedor, eso.
									","
											Étrange que le modeste cerveau
											n'ait jamais imaginé
sa valeur unique dans la recherche,
											en sauvant peut-être quelqu'un d'avoir
ce qu'ils ne sont pas sûrs que j'ai.
											C'est flatteur, ça.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Así que a rellenar los formularios,
											a explorar en las respuestas,
											a perforar un espíritu alegre.
									","
											Alors remplissez les formulaires,
											répondez vite aux questions,
											séparez un esprit insouciant.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Y córtenme, rebánenme,
compártanme en sus dispositivas.
											Encuentren 
lo que intento decirles.
									","
											Et tranchez-moi, découpez-moi,
étalez-moi sur vos lamelles.
											Découvrez ce que j’essaye de vous dire.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Percíbanme, apréndanme, escanéenme,
entrecierren los ojos con su lente.
											Descubran lo que me gustaría insinuar 
si pudiera.
									","
											Méritez-moi, apprenez-moi, scannez-moi,
louchez à travers vos lentilles.
											Découvrez ce que
je vous laisserais entendre si je pouvais.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Sean mi invitado, esfuércense al 
máximo, recójanme, localicen las pistas.
											Este fue un buen cerebro en vida.
											Este fue un cerebro que pagó sus penas.
									","
											Soyez mon invité, faites de votre mieux,
récoltez-moi, traquez les indices.
											C'était un bon cerveau
lorsqu'il était en vie.
											C'était un cerveau qui a payé ses dus.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Córtenme, rebánenme,
calúmnienme en sus diapositivas,
											mánchenme, explíquenme
escúrranme como una taza.
											Compártanme, escúchenme:
									","
											Alors tranchez-moi, découpez-moi,
répandez-moi sur vos lamelles,
											tachez-moi, expliquez-moi,
videz-moi comme un verre.
											Partagez-moi, entendez-moi :
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Quiero ser usada
Quiero ser usada
											Quiero ser utilizada.
									","
											je veux être utilisé,
je veux être utilisé,
											je veux que vous m'utilisiez complètement.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Aplausos)
									","
											(Applaudissements)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Fin de los aplausos)
									","
											Et celui-ci s’appelle 
« Les Lumières Fantômes »
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Y éste se llama ""La Luz fantasma.""
									","
											Allumée de l'intérieur
est la seule façon sûre
											de traverser la matière noire.
											Certaines formes de vies — certains
champignons, escargots, méduses, vers —
											luisent bioluminescents,
											et les gens aussi ;
											nous émettons une lumière infra-rouge
de notre être le plus lucide.
											Notre tragédie est qu'on ne peut le voir.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Iluminado por dentro
es la única manera segura
											para atravesar la materia oscura.
											Algunas formas de vida, ciertas setas,
caracoles, medusas, gusanos...
											brillan bioluminiscente,
											y las personas también
											emitimos luz infrarroja
de nuestro ser más lúcido.
											Nuestra tragedia es que 
no podemos verlo.
									","
											Nous le voyons en réfléchissant.
											Nous avons besoin de cette bioluminescence
pour montrer nos vraies couleurs.
											L'illumination externe peut
cependant nous déformer.
											Quand la gravité dévie la lumière,
											de grands amas de galaxies peuvent agir
comme des télescopes,
											allongeant des images d'arrière-plan 
des systèmes d'étoiles en arcs faibles —
											l'effet d'une lentille
											comme de voir des lampadaires distants
à travers un verre de vin.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Vemos todo reflejado.
											Necesitamos biofluorescencia
para mostrar nuestros verdaderos colores.
											La iluminación externa puede, 
sin embargo, distorsionar.

											Cuando la gravedad dobla la luz,
											enormes cúmulos de galaxias
pueden actuar como telescopios,
											alargando las imágenes de fondo
de sistemas estelares a desmayar arcos
											un efecto de lente
											como ver faroles de la calle distantes
a través de una copa de vino.
									","
											Un verre de vin ou deux
me fait maintenant zigzaguer
											comme si je jouais le rôle de l'ivrogne ;
											comme si, éprise d'un amour impossible
											pour l'énergie des toiles de Turner
aperçues par le télescope,
											je pouvais descendre les rues d'une ville
											sans provoquer le regard
de tous les piétons.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Una copa de vino o dos ahora
me hace entrelazar
											como si actuara la parte borracha;
											como si, enamorada
con amor no correspondido
											por los lienzos dinámicos de Turner
espiados por el telescopio Hubble,
											pudiera tambalear en algunas
calles de la ciudad,
											sin provocar la mirada de cada peatón.
									","
											Fixez-moi aussi longtemps que vous devez.
											Si vous y pensez, marcher,
même se tenir debout, est illogique —
											sur de si petites choses
que les pieds ! —
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Mire fijamente el tiempo que necesite.
											Si lo piensas bien, caminar,
incluso de pie, es ilógico —
											esas pequeñas cosas, ¡los pies!
									","
											(Rires)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Risas)
									","
											particulièrement lorsqu'un corps
n'est plus « al-dente ».
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											especialmente cuando 
el propio cuerpo ya no está al dente.
									","
											(Rires)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Risas)
									","
											De plus, créature d’extrêmes et d’excès,
											j'ai toujours trouvé Apollon magnifique
mais ennuyeux,
											avec quelque chose d'une blonde stupide.
											Les Dionysiaques n'ont pas d'équilibre.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Además, criatura de
extremos y excesos,
											Siempre he pensado en Apolo
hermoso pero aburrido,
											y un poco en una rubia tonta.
											Dionisíacos no equilibran.
									","
											L’équilibre, en d'autre mots,
n'a jamais été mon point fort.
											Mais je m'écarte.
											De plus en plus de nos jours,
											la digression nous semble
la route la plus directe
											de là où je me suis perdue ou trouvée

											au mauvais endroit,
état d'esprit, tour, moment.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											El equilibrio, en otras palabras,
nunca ha sido mi punto fuerte.
											Pero estoy divagando.
											Más y más en estos días,
											la divagación parece
la ruta más directa
											de donde me perdí o me encontré
											fuera de lugar, mente, giro, tiempo.
									","
											Placez votre pied comme ceci,
faites attention à comment vous tournez :
											une rotation trop rapide vous fera tomber.
											Prenez votre temps
en conduisant le public à l'extérieur,
											en disant au revoir aux acteurs.
											Les lumières fantômes
											sont ce qu'ils appellent
la dernière ampoule
											qui pend au dessus de la scène vide
dans un théâtre vide.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Coloque el pie así,
importa cómo lo giras:
											muy rápido un giro puede tirarte.
											Tómate tu tiempo
anunciando a la audiencia,
											diciendo adiós a los actores.
											La luz fantasma
											es lo que llaman la única bombilla
											colgada sobre el escenario 
descubierto en un teatro vacío.
									","
											Dans un théâtre vide
d'une nuit comme celle-ci,
											marchant pour ne rencontrer
aucune luminosité externe,
											est la dernière épreuve à remporter,
											c'est le seul phare
appelant l'obscurité
											et laissant le reste commencer,
											c'est la lentille à travers laquelle enfin
on peut voir à la fois le Moi et l'Autrui
											parés de la tache brillante
du péché originel :
											allumé de l'intérieur.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											En el teatro vacío de una noche,
											buscando no realizar
ningún esplendor externo,
											esta es la lucha final dejada para ganar,
											éste, el único faro
que ilumina la oscuridad
											y dejar que el resto comience,
											ésta es la lente a través de la cual,
por fin, se ven tanto Yo como el Otro
											vestida con la mancha brillante
del pecado original:
											iluminada desde dentro.
									","
											(Applaudissements)
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											(Aplausos)
									","
											Et celui-ci est le dernier.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Y ésta es la última
									","
											« Cette Heure Sombre »
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											""Esta hora oscura""
									","
											Fin de l'été, 4 heures du matin.
											La pluie ralentit puis s’arrête,
											égouttant toujours des larges feuilles
											des hostas bleus invisibles
dans l'ombre du jardin.
											Pieds nus, prudente sur les blocs 
d'ardoises glissants,
											je n'ai pas besoin de lumière,
je connais le chemin,
											courbée près du lit de menthe,
											retirant une poignée de terre humide,
											puis tâtonnant une chaise,
											étalant un châle, puis, s’asseyant,
											respirant l'air humide et vert d'août.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											El final del verano, 4 a.m.
											La lluvia disminuye a una parada,
											goteando aún de las hojas anchas
											de huestes azules invisibles
en la oscuridad del jardín.
											Descalza, con cuidado
en las losas de pizarras lisas,
											No necesito luz,
conozco el camino,
											agáchate junto a la cama de menta,
											recoge un puñado de tierra húmeda,
											luego busca a tientas una silla,
											extiende un chal y siéntate,
											respirando el húmedo aire verde de agosto.
									","
											C'est l'heure, petite et immobile,
											avant que le journal atterrisse
dans le vestibule comme une grenade,
											le téléphone perce le silence, 
l'écran d'ordinateur cligne et s'allume.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Esta es la pequeña, aún hora
											antes de que el periódico aterrice
en el vestíbulo como una granada,
											suena el teléfono,

											la pantalla del computador parpadea
y deslumbra despierta.
									","
											Il y a cette heure :
											poème dans ma tête, terre dans la main :
											plénitude sans nom.
											Cette heure, où le sang de mon sang
											os de mes os,
enfant devenu adulte maintenant —
											étranger, intime,
pas distant mais séparé —
											se trouve en sécurité,
rêvant de mélodies
											pendant que l'amour dort,
en sécurité, dans ses bras.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Hay esta hora:
											poema en mi cabeza, el suelo en mi mano:
											plenitud innominable.
											Esta hora, cuando la sangre de mi sangre
											hueso de los huesos, niña crecida
a la madurez ahora,
											extraño, íntimo,
no distante, pero aparte;
											miente con seguridad, soñando melodías
											mientras el amor duerme, seguro,
en sus brazos.
									","
											D'être arrivée à cet endroit,
											d'avoir vécu jusqu'à ce moment :
											légèreté immensurable.
											La sombre densité commence
à flouter la terre d'ombre.
											Hésitantes vocalises d'un cardinal,
											puis le deuil de l'élégie de la colombe.
											Le sable scintille vers le gris ;
											les objets émergent,
suivant les ombres ;
											la nuit vieillit vers le jour.
											La ville s'étire.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Haber llegado a este lugar,
											vivido hasta este momento:
											levedad inconmensurable.
											La densidad de negro comienza
a desdibujar el ocre.
											Tentativa, coloratura de un cardenal,
											entonces la elegía de la paloma de luto.
											rayos de marta en dirección gris;
											objetos emergen, detrás de las sombras;
											las edades de la noche
en dirección al día.
											La ciudad despierta.
									","
											Il y aura d'autres aurores, nuits,
et matins tapageurs.
											Sûrement, je me perdrais,
											Il y aura trébuchements, chutes
											et jurons contre le noir.
											Indépendamment de ce qui arrivera,
											il y aura cette heure
où rien ne comptait,
											tout était insupportablement précieux.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											Habrá otros amaneceres,
noches, mediodías llamativos.
											Probablemente, voy a perder mi camino.
											Habrá tropiezos, caídas.
											maldiciendo la oscuridad.
											Lo que viene,
											había esta hora cuando nada importaba,
											todo era insoportablemente querido.
											Y cuando he terminado con luces del día,
									","
											Et quand j'en aurais fini
des lumières du jour,
											si ceux qui m'aimaient pleureront
mon deuil trop longtemps,
											laissez-les se souvenir
que j'avais cette heure —
											cette sombre, parfaite heure —
											et souriez.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
											deberían los que me amaron,
lamentar tanto tiempo,
											hacerles recordar que yo tuve esta hora,
											esta perfecta hora oscura,
											y sonrío.
											Gracias.
									","
											Merci.
									",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
"
","
",4 powerful poems about Parkinson's and growing older,Robin Morgan,11:57,"aging,disease,health,personal growth,poetry"
