en,pt,es,fr,title,speaker,duration,tags
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											The men I'd written about
wanted to teach me a lesson.
											They wanted to shame me and my family.
											They spray-painted my name
and my family's name
											with unspeakable profanities
across our front gate
											and around our neighborhood.
											And they felt that my father,
who was a strict man of tradition,
											would stop me.
											Instead, my father stood
in front of me and said,
											""If you speak the truth,
I will stand with you,
											and so will the world.""
											And then he got —
									","
											Os homens sobre quem eu escrevi
quiseram dar-me uma lição.
											Quiseram difamar-me,
a mim e à minha família.
									","
											Los hombres sobre los que escribí
quisieron darme una lección.
											Quisieron avergonzarnos 
a mi familia y a mí.
											Pintaron con spray mi nombre y apellido
											con profanidades inefables
en nuestra puerta principal
											y por todo el vecindario.
											Y pensaban que mi padre, 
un hombre estricto y tradicional,
											me pondría freno.
											En lugar de eso, mi padre 
se puso ante mí y me dijo:
											""Si dices la verdad, yo estaré a tu lado,
											y también el mundo"".
											Y entonces...
									","
											Les hommes sur qui j'avais écrit
ont voulu me donner une leçon.
											Ils voulaient me couvrir de honte,
moi et ma famille.
											Ils ont peint à la bombe
mon prénom et mon nom de famille,
											assortis d'obscénités atroces
sur la porte de notre maison
											et dans tout notre quartier.
											Ils ont cru que mon père,
qui était un homme de tradition strict,
											m'arrêterait.
											Au lieu de cela, mon père s'est dressé
devant moi et m'a dit :
											« Si tu dis la vérité,
je serai à tes côtés
											et le monde avec nous. »
											Et puis, il a réuni –
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Applause)
									","
											Pintaram o meu nome
e o nome da minha família
											com obscenidades indescritíveis
em frente do nosso portão da frente
											e por todo o nosso bairro.
											Pensavam que o meu pai,
que era um homem rigoroso de tradição,
											me impediria.
											Em vez disso, o meu pai
veio ter comigo e disse:
											""Se disseres a verdade, eu apoio-te,
											""assim como toda a gente.""
									","
											(Aplausos)
									","
											(Applaudissements)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And then he got a group of people together
and they whitewashed the walls.
									","
											(Aplausos)
									","
											reunió a un grupo de personas
y limpiaron las paredes.
									","
											Il a réuni un groupe de gens
et ils ont nettoyé les murs.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Laughter)
									","
											Depois juntou um grupo de pessoas
e caiaram as paredes.
									","
											(Risas)
									","
											(Rires)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											I've always wanted my stories
to jolt people,
											to shake them into having
difficult conversations.
											And I felt that I would be more effective
if I did something visual.
											And so at 21, I became
a documentary filmmaker,
											turning my camera
onto marginalized communities
											on the front lines in war zones,
											eventually returning home to Pakistan,
											where I wanted to document
violence against women.
									","
											(Risos)
									","
											Siempre he querido que mis historias 
sacudan a la gente,
											que les lleven a mantener
conversaciones difíciles.
											Y pensé que sería mucho más
efectivo si hacía algo visual.
											Así que, con 21 años,
me convertí en documentalista,
											enfocando mi cámara 
en las comunidades marginales
											en la primera línea 
de las zonas de guerra
											y volviendo finalmente a Pakistán,
											donde quise documentar 
la violencia contra las mujeres.
									","
											J'ai toujours voulu que
mes articles choquent les gens,
											qu'ils les conduisent à se poser
des questions difficiles.
											Et j'ai senti que je serais plus efficace
si je faisais quelque chose de visuel.
											Et donc, à 21 ans, je suis devenue
réalisatrice de documentaires,
											pointant ma caméra
sur les groupes marginalisés,
											la première ligne des zones de guerre,
											pour finir par revenir
chez moi, au Pakistan,
											où j'ai voulu décrire
les violences faites aux femmes.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											Pakistan is home to 200 million people.
											And with its low levels of literacy,
											film can change the way
people perceive issues.
											An effective storyteller
speaks to our emotions,
											elicits empathy and compassion,
											and forces us to look
at things differently.
											In my country, film had the potential
to go beyond cinema.
											It could change lives.
											The issues that I've always
wanted to raise —
											I've always wanted to hold up
a mirror to society —
											they've been driven
by my barometer of anger.
											And my barometer of anger
led me, in 2014, to honor killings.
											Honor killings take place
in many parts of the world,
											where men punish women
who transgress rules made by them:
											women who choose
to marry on their own free will;
											or women who are looking for a divorce;
											or women who are suspected
of having illicit relationships.
											In the rest of the world, honor killings
would be known as murder.
									","
											Eu sempre quis que as minhas histórias
sacudissem as pessoas,
											mexessem com elas
para elas terem conversas difíceis.
											Senti que seria mais eficaz
se fizesse algo visual.
											Então, aos 21 anos, tornei-me
uma cineasta de documentários,
											virando a minha câmara
para comunidades marginalizadas
											nas linhas de frente em zonas de guerra.
											Acabei por voltar para o Paquistão
											onde eu queria documentar
a violência contra as mulheres.
									","
											Pakistán es el hogar 
de 200 millones de personas.
											Y con su bajo nivel de alfabetización,
											las películas pueden cambiar 
la manera de ver ciertos temas.
											Un narrador efectivo 
habla a nuestras emociones,
											provoca empatía y compasión
											y nos obliga a ver las cosas 
de manera distinta.
											En mi país las películas tenían 
el potencial de ir más allá del cine.
											Podían cambiar vidas.
											Los temas de los que 
siempre he querido hablar...
											Siempre he querido sostener
un espejo para la sociedad,
											determinado por el barómetro de mi ira.
											Y el barómetro de mi ira me condujo, 
en 2014, a los crímenes de honor.
											Los crímenes de honor tienen lugar
en muchas partes del mundo,
											donde los hombres castigan a las mujeres
por transgredir normas que ellos crean:
											mujeres que deciden 
casarse según su voluntad,
											o mujeres que quieren divorciarse,
											o mujeres sospechosas
de mantener relaciones ilícitas.
											En el resto del mundo, los crímenes
de honor se consideran asesinatos.
									","
											Le Pakistan est la patrie
de 200 millions de personnes.
											Avec son faible niveau d'alphabétisation,
											un film peut changer la façon
dont les gens comprennent les enjeux.
											Un narrateur efficace
parle à nos émotions,
											suscite l'empathie et la compassion
											et nous force à regarder
les choses différemment.
											Dans mon pays, le film a le potentiel
d'aller plus loin que le cinéma.
											Il a le potentiel de changer des vies.
											Les enjeux que j'ai toujours
voulu relever –
											j'ai toujours voulu dresser
un miroir devant la société –
											ont été déterminés par
mon baromètre de colère.
											Et mon baromètre de colère m'a conduite,
en 2014, vers les crimes d'honneur.
											Des crimes d'honneur ont lieu
dans de nombreuses parties du monde,
											où les hommes punissent les femmes qui
transgressent les règles établis par eux :
											les femmes qui choisissent
de se marier par amour,
											les femmes qui cherchent à divorcer
											ou les femmes soupçonnées d'entretenir
des relations extraconjugales.
											Dans le reste du monde, les crimes
d'honneur sont appelés des meurtres.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											I always wanted to tell that story
from the perspective of a survivor.
											But women do not live to tell their tale
											and instead end up in unmarked graves.
											So one morning when
I was reading the newspaper,
											and I read that a young woman
had miraculously survived
											after being shot in the face
by her father and her uncle
											because she chose to marry a man
out of her free will,
											I knew I had found my storyteller.
									","
											O Paquistão tem 200 milhões de pessoas.
											Dado o baixo nível de alfabetização,
											um filme pode mudar a forma
como as pessoas apreciam os problemas.
											Um narrador eficaz
fala às nossas emoções,
											provoca empatia e compaixão,
											e força-nos a olhar para as coisas
de maneira diferente.
											No meu país, o filme tinha o potencial
de ir para além do cinema,
											podia mudar vidas.
											Os assuntos que eu sempre
quis levantar
											- eu sempre quis mostrar
um espelho da sociedade -
											foram impulsionados
pelo meu barómetro de raiva.
											O meu barómetro de raiva
levou-me, em 2014, aos crimes de honra.
											Os crimes de honra ocorrem
em muitas partes do mundo,
											onde os homens punem mulheres
que transgridem as regras feitas por eles:
											mulheres que escolhem
casar-se por vontade própria;
											ou mulheres que pretendem divorciar-se;
											ou mulheres que são suspeitas
de terem relações ilícitas.
											No resto do mundo, os crimes de honra
são conhecidos como homicídios.
									","
											Siempre había querido contar esa historia
desde la perspectiva de una superviviente.
											Pero las mujeres no viven para contarlo
											y acaban en tumbas anónimas.
											Así que una mañana, 
mientras leía el periódico,
											leí que una mujer 
había sobrevivido milagrosamente
											tras recibir un disparo en la cara
por parte de su padre y su tío
											porque decidió casarse
por voluntad propia,
											supe que había encontrado a mi narradora.
									","
											J'ai toujours voulu raconter cette
histoire du point de vue d'une survivante.
											Mais les femmes ne sont plus là
pour raconter leur histoire
											et finissent plutôt
dans des tombes anonymes.
											Donc, un matin, en lisant les journaux,
											quand j'ai appris qu'une jeune femme
avait miraculeusement survécu
											après avoir reçu une balle dans la tête
de son père et son oncle
											car elle avait choisi de se marier
à un homme par amour,
											j'ai su que j'avais trouvé ma narratrice.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											Saba was determined to send
her father and her uncle to jail,
											but in the days after
leaving the hospital,
											pressure mounted on her to forgive.
											You see, there was a loophole in the law
											that allowed for victims
to forgive perpetrators,
											enabling them to avoid jail time.
											And she was told
that she would be ostracized
											and her family, her in-laws,
											they would all be shunned
from the community,
											because many felt that her father
had been well within his right,
											given her transgression.
											She fought on —
											for months.
											But on the final day in court,
											she gave a statement forgiving them.
									","
											Eu sempre quis contar essa história
na perspetiva de uma sobrevivente.
											Mas as mulheres não sobrevivem
para contar a sua história
											e terminam em sepulturas
sem identificação.
											Uma manhã, quando
eu estava a ler o jornal,
											li que uma jovem
tinha sobrevivido milagrosamente
											depois de ter sido baleada
no rosto pelo pai e pelo tio,
											porque escolhera casar-se com um homem
segundo a vontade dela.
											Eu soube que tinha encontrado 
a minha contadora de histórias.
									","
											Saba estaba dispuesta a enviar 
a la cárcel a su padre y a su tío,
											pero en los días siguientes
tras el alta del hospital
											la presión la llevó a perdonarles.
											Hay una escapatoria legal
											que permite que las víctimas
perdonen a los agresores
											y así evitarles la pena de cárcel.
											Y le advirtieron que sería marginada
											junto con su familia y sus suegros,
											todos serían expulsados de la comunidad,
											porque muchos consideraban 
que su padre tenía razón,
											teniendo en cuenta su transgresión.
											Ella luchó...
											durante meses.
											Pero en el último día del juicio,
											declaró que les perdonaba.
									","
											Saba était déterminée à envoyer
son père et son oncle en prison,
											mais dans les jours suivant
sa sortie de l'hôpital,
											la pression sur elle a augmenté
pour qu'elle pardonne.
											Il y avait une faille juridique
											qui autorisait les victimes
à pardonner aux coupables,
											leur permettant d'éviter
d'aller en prison.
											On lui a dit qu'elle serait
mise à l'écart,
											elle et sa famille, sa belle-famille,
											ils seraient mis au ban du village,
											car beaucoup pensaient que son père
avait agi dans son bon droit,
											étant donné sa transgression.
											Elle s'est battue –
											pendant des mois.
											Mais le dernier jour, au tribunal,
											elle a déclaré qu'elle leur pardonnait.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											As filmmakers, we were devastated,
											because this was not the film
that we had set out to make.
											In hindsight, had she pressed charges,
fought the case and won,
											hers would have been an exception.
											When such a strong woman is silenced,
											what chance did other women have?
											And we began to think about using our film
											to change the way people
perceived honor killings,
											to impact the loophole in the law.
									","
											Saba estava determinada a mandar
o pai e o tio para a cadeia
											mas, nos dias depois de sair do hospital,
											aumentou a pressão sobre ela
para lhes perdoar.
											Havia uma brecha na lei
											que permitia às vítimas
perdoar aos criminosos,
											permitindo-lhes evitar serem presos.
											Informaram-na de que seria
condenada ao ostracismo
											juntamente com a família dela
e a família do marido.
											Todos eles seriam segregados
pela comunidade,
											porque muitos achavam que o pai dela
estava no seu direito,
											perante a transgressão dela.
											Ela lutou contra isso,
											durante meses.
											Mas, no último dia do julgamento,
											fez uma declaração, perdoando-lhes.
									","
											Como documentalistas,
nos quedamos devastados,
											porque esta no era la película
que planeábamos rodar.
											En perspectiva, si hubiera presentado
cargos, luchado y vencido,
											su caso habría sido una excepción.
											Cuando una mujer tan fuerte es silenciada,
											¿qué oportunidad tienen las demás?
											Y empezamos a pensar 
en utilizar nuestra película
											para cambiar la visión de la gente
sobre los crímenes de honor
											y afectar a esa escapatoria legal.
									","
											En tant que réalisateurs,
nous étions effondrés,
											car ce n'était pas le film
que nous avions imaginé faire.
											Avec le recul, si elle avait porté
plainte, défendu sa cause et gagné,
											elle aurait été une exception.
											Quand une femme si forte
est réduite au silence,
											quelles sont les chances
pour les autres femmes ?
											Nous avons commencé à imaginer
utiliser ce film
											pour changer la vision des gens
sur les crimes d'honneur,
											pour avoir un effet
sur cette faille juridique.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And then our film was nominated
for an Academy Award,
											and honor killings became headline news,
											and the prime minister,
while sending his congratulations,
											offered to host the first screening
of the film at his office.
											Of course, we jumped at the chance,
											because no prime minister in the history
of the country had ever done so.
											And at the screening,
											which was carried live
on national television,
											he said something that reverberated
throughout the country:
											""There is no honor
in honor killings,"" he said.
									","
											Enquanto cineastas, ficámos arrasados,
											porque não era esse o filme
que tínhamos planeado fazer.
											Em retrospetiva, se tivesse apresentado
queixa, lutado contra o caso e ganhasse,
											o caso dela teria sido uma exceção.
											Quando uma mulher
assim tão forte é silenciada,
											que hipóteses têm outras mulheres?
											Começámos a pensar em usar o nosso filme
											para mudar a forma como as pessoas
percebiam os crimes de honra,
											para fazer impacto na brecha na lei.
									","
											Nuestra película fue nominada a un Oscar,
											los crímenes de honor
salieron en los titulares,
											y el primer ministro, al felicitarnos,
											se ofreció a estrenar
la película en su oficina.
											Por supuesto, aprovechamos la oportunidad,
											porque ningún primer ministro en la 
historia del país había hecho nada igual.
											En la presentación,
											que se emitió en directo 
en la televisión nacional,
											declaró algo que resonó por todo el país:
											""No hay nada honorable
en los crímenes de honor"", manifestó.
									","
											Et puis, notre film a été
nommé aux Oscars.
											Les crimes d'honneur
ont fait les gros titres
											et le Premier ministre,
en adressant ses félicitations,
											a proposé d'accueillir la première
projection du film dans ses bureaux.
											Nous avons bien sûr sauté sur l'occasion,
											car aucun Premier ministre dans l'histoire
de notre pays ne l'avait fait.
											Et pendant la projection,
											diffusée en direct
à la télévision nationale,
											il a dit quelque chose
qui a résonné dans tout le pays :
											« Il n'y a pas d'honneur dans
les crimes d'honneur. »
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Applause)
									","
											O nosso filme foi nomeado
para um prémio da Academia,
											e os crimes de honra
tornaram-se títulos nos jornais.
											O primeiro-ministro,
ao enviar os seus parabéns,
											ofereceu-se para fazer a primeira exibição
do filme no seu escritório.
											Claro, nós agarrámos a oportunidade,
											porque nunca um primeiro-ministro
na história do país tinha feito isso.
											Nessa exibição,
											que foi transmitida ao vivo
na televisão nacional,
											ele disse algo que repercutiu
por todo o país:
											""Não há honra nos crimes de honra"".
									","
											(Aplausos)
									","
											(Applaudissements)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											At the Academy Awards in LA,
											many of the pundits had written us off,
											but we felt that in order
for the legislative push to continue,
											we needed that win.
											And then, my name was announced,
											and I bounded up the steps in flip-flops,
because I didn't expect to be onstage.
									","
											(Aplausos)
									","
											En la entrega de los Oscars 
en Los Ángeles,
											muchos entendidos nos habían despreciado,
											pero sentíamos que para que
continuase el impulso legal,
											necesitábamos esa victoria.
											Entonces, anunciaron mi nombre.
											y subí los peldaños en chancletas, 
porque no esperaba subir al escenario.
									","
											Aux Oscars, à Los Angeles,
											beaucoup de critiques
nous avaient ignorés,
											mais, pour que l'offensive législative
se poursuive, nous avons senti
											qu'il nous fallait cette victoire.
											Et puis, mon nom a été annoncé
											et j'ai monté les marches en tongs car
je ne m'attendais pas à aller sur scène.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Laughter)
									","
											Nos prémios da Academia em Los Angeles,
											muitos especialistas menosprezaram-nos,
											mas nós sentimos que,
para continuar o impulso legislativo,
											precisávamos de ganhar.
											Então, anunciaram o meu nome
											e subi os degraus de chinelos,
porque não esperava subir ao palco.
									","
											(Risas)
									","
											(Rires)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And I accepted the statue,
telling a billion people watching
											that the prime minister of Pakistan
had pledged to change the law,
											because, of course, that's one way
of holding the prime minister accountable.
									","
											(Risos)
									","
											Y acepté la estatuilla, contando
a los miles de millones de espectadores
											que el primer ministro de Pakistán 
se había comprometido a cambiar la ley
											porque, por supuesto, era una manera
de obligarle a cumplirlo.
									","
											J'ai accepté la statuette en disant
à un milliard de téléspectateurs
											que le Premier ministre du Pakistan
avait promis de changer la loi,
											parce que, bien sûr, c'était le seul moyen
pour qu'il en soit tenu responsable.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Laughter)
									","
											Aceitei a estatueta, dizendo
a mil milhões de pessoas que assistiam
											que o primeiro-ministro do Paquistão
havia prometido mudar a lei,
											porque, claro, essa era uma maneira
de responsabilizar o primeiro-ministro.
									","
											(Risas)
									","
											(Rires)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And —
									","
											(Risos)
									","
											Y...
									","
											Et –
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Applause)
									","
											(Aplausos)

									","
											(Aplausos)
									","
											(Applaudissements)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											Back home, the Oscar win
dominated headline news,
											and more people joined the fray,
											asking for the loophole
in the law to be closed.
											And then in October 2016,
after months of campaigning,
											the loophole was indeed closed.
									","
											De volta a casa, a vitória do Óscar
dominou os títulos dos jornais,
											e mais pessoas se juntaram ao combate,
											pedindo que a brecha
na lei fosse fechada.
											Em outubro de 2016,
depois de meses de campanha,
											a brecha foi de facto fechada.
									","
											De vuelta a casa, el Oscar
dominaba los titulares
											y más gente se unía a nuestra causa
											pidiendo que la vía de escape
legal quedase abolida.
											En octubre de 2016, 
tras meses de campaña,
											el escape legal quedó abolido.
									","
											Au Pakistan, la victoire aux Oscars
a dominé les gros titres
											et plus de gens se sont impliqués,
											en demandant à ce que
la faille juridique soit corrigée.
											Puis, en octobre 2016,
après des mois de mobilisation,
											cette faille a été effectivement corrigée.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											And now men who kill women
in the name of honor
											receive life imprisonment.
									","
											Agora os homens que matam mulheres
em nome da honra
											são condenados a prisão perpétua.
									","
											Ahora los hombres que matan mujeres 
en nombre del honor
											son condenados a cadena perpetua.
									","
											Aujourd'hui, les hommes qui tuent
des femmes au nom de l'honneur
											sont condamnés à la perpétuité.
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
"
","
","
","
",How film transforms the way we see the world,Sharmeen Obaid-Chinoy,12:19,"TED Fellows,humanity,art,movies,film,storytelling,culture,society,social change"
