es,en,title,speaker,duration,tags
"
											La primera vez 
que fuimos a Kenia
											llevamos USD 150 000 
en equipamiento,
											un equipo de 15 personas,
											eso era lo que se requería 
para brindar la atención médica.
											Hoy en día, todo 
lo que se necesita
											es una sola persona
											en un bicicleta con 
un teléfono inteligente.
											Y con un costo de USD 500.
											El problema de la electricidad
											se resuelve con paneles solares.
											Nuestros trabajadores 
de la salud viajan
											con mochilas que 
tienen paneles solares,
											que mantienen al teléfono 
cargado y respaldado.
											Ahora nosotros 
vamos al paciente
											en lugar de esperar 
a que nunca venga.
											Vamos a sus casas
											y les damos la atención
											más amplia y de alta tecnología
											que puede dar quien sea 
con poco entrenamiento.
											Podemos llevar expertos globales
											a personas en las áreas más rurales
											y difíciles de alcanzar
											que están más allá 
del final del camino;
											poniendo esos expertos en sus casas,
											permitiéndonos hacer diagnósticos
											y planes de tratamiento.
									","
											When we first moved to Kenya,
											we went with 150,000 dollars of equipment,
											a team of 15 people,
											and that was what was
needed to deliver health care.
											Now, all that's needed
											is a single person
											on a bike with a smartphone.
											And it costs just 500 dollars.
											The issue of power supply
											is overcome by harnessing the power of solar.
											Our healthcare workers travel
											with a solar-powered rucksack
											which keeps the phone charged and backed up.
											Now we go to the patient
											rather than waiting for the patient never to come.
											We go to them in their homes
											and we give them the most comprehensive,
											high-tech, accurate examination,
											which can be delivered by
anyone with minimal training.
											We can link global experts
											with people in the most rural,
											difficult-to-reach places
											that are beyond the end of the road,
											effectively putting those experts in their homes,
											allowing us to make diagnoses
											and make plans for treatment.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Gerentes y directores de hospitales
											pueden buscar en nuestra interfaz
											cualquier parámetro que les interese.
											Aquí en Nakuru, 
donde he estado viviendo,
											podemos buscar personas
											con cualquier condición.
											Aquí tenemos personas 
que están ciegas
											por una condición 
curable de cataratas.
											Cada punto rojo 
representa alguien
											que está ciego por una 
enfermedad que es curable
											y tratable y que están localizables.
											Podemos usar grandes 
servicios de envío de mensajes
											para explicar que pronto 
iremos para brindar tratamiento.
									","
											Project managers, hospital directors,
											are able to search on our interface
											by any parameter they may be interested in.
											Here in Nakuru, where I've been living,
											we can search for people
											by whatever condition.
											Here are people who are blind
											from a curable condition cataract.
											Each red pin depicts somebody
											who is blind from a disease that is curable
											and treatable, and they're locatable.
											We can use bulk text messaging services
											to explain that we're coming to arrange a treatment.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Además, hemos aprendido 
que esto es algo
											que no solo construimos 
para la comunidad
											sino con la comunidad.
											Los puntos azules representan
											ancianos o líderes locales
											que están conectados 
a esas personas
											y que nos pueden 
asegurar el encontrarlas
											y darles el tratamiento.
									","
											What's more, we've learned that this is something
											that we haven't built just for the community
											but with the community.
											Those blue pins that drop represent
											elders, or local leaders,
											that are connected to those people
											who can ensure that we can find them
											and arrange treatment.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Así que para pacientes 
como Mama Wangari,
											que ha estado ciega 
por más de 10 años
											y nunca ha visto a su nieto,
											por menos de USD 40 
podemos devolverle la vista.
											Eso es algo que 
tiene que pasar.
											Solo en las estadísticas
											hay millones de personas 
que quedan ciegas.
											La realidad es que cada 
quien queda ciego solo.
											Pero ahora, están a tan solo
											un mensaje de texto 
de encontrar ayuda.
									","
											So for patients like Mama Wangari,
											who have been blind for over 10 years
											and never seen her grandchildren,
											for less than 40 dollars, we can restore her eyesight.
											This is something that has to happen.
											It's only in statistics
											that people go blind by the millions.
											The reality is everyone goes blind on their own.
											But now, they might just be
											a text message away from help.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											(Aplausos)
									","
											(Applause)
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Ya que las demostraciones 
en vivo son mala idea,
											haremos una 
demostración en vivo.
									","
											And now because live demos are always a bad idea,
											we're going to try a live demo.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											(Risas)
									","
											(Laughter)
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Aquí tenemos 
la aplicación Peek Vision.
											Bien, lo que vemos aquí
											es el nervio óptico de Sam
											que está en conexión 
directa con su cerebro.
											Así que en realidad estamos 
viendo su cerebro al ver aquí.
											Podemos ver todas 
las partes de la retina.
											Esto nos hace posible 
detectar enfermedades
											en el ojo y el cuerpo
											que de otra manera no sería 
posible sin ver en el ojo
											y el aditamento se puede fabricar
											por unos cuantos dólares
											y se puede curar 
la ceguera de la gente
											y creo que esto dice 
mucho de la raza humana
											si desarrollamos curas 
pero no las proveemos.
											Pero ahora podemos.
									","
											So here we have the Peek Vision app.
											Okay, and what we're looking at here,
											this is Sam's optic nerve,
											which is a direct extension of her brain,
											so I'm actually looking at her brain as we look there.
											We can see all parts of the retina.
											It makes it possible to pick up diseases
											of the eye and of the body
											that would not be possible without access to the eye,
											and that clip-on device can be manufactured
											for just a few dollars,
											and people can be cured of blindness,
											and I think it says a lot about us as a human race
											if we've developed cures and we don't deliver them.
											But now we can.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											Gracias
									","
											Thank you.
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
											(Aplausos)
									","
											(Applause)
									",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
"
","
",Get your next eye exam on a smartphone,Andrew Bastawrous,6:33,"TED Fellows,health,invention,public health,sight,blindness"
