en,fr,de,tr,pt,es,title,speaker,duration,tags
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											It's not too late
for people like Frederick.
											I met him in the Nyarugusu
refugee camp in Tanzania.
											He's from Burundi.
											He wanted to know
where could he complete his studies.
											He'd done 11 years of schooling.
He wanted a 12th year.
											He said to me, ""I pray
that my days do not end here
											in this refugee camp.""
									","
											Il n'est pas trop tard
pour des gens comme Frederick.
											Je l'ai rencontré dans le camp
de réfugiés de Nyarugusu, en Tanzanie.
											Il vient du Burundi.
											Il voulait savoir où il pouvait
finir ses études.
											Il voulait faire une douzième année.
											Il m'a dit : « Je prie
pour ne pas finir mes jours ici,
											dans ce camp de réfugiés. »
									","
											Für Menschen wie Frederick
ist es nicht zu spät.
											Ich traf ihn im Nyarugusu-
Flüchtlingslager in Tansania.
											Er ist aus Burundi.
											Er wollte wissen, wo er
seinen Abschluss machen konnte.
											Er war 11 Jahre zur Schule gegangen
und er wollte ein 12. Jahr.
											Er sagte zu mir: ""Ich bete,
dass mein Leben nicht hier,
											in diesem Flüchtlingslager, zu Ende geht.""
									","
											Frederick gibi insanlar için
geç değil.
											Onunla Nyarugusu 
mülteci kampında tanıştım.
											Kendisi Burundi'den.
											Eğitimini nerede tamamlayabileceğini
öğrenmek istiyordu.
											11 yıllık eğitimini tamamlamış,
12. sınıfı okumak istiyordu.
											Bana dedi ki: ''Dua ederim ki günlerim

											bu mülteci kampında son bulmaz.''
									","
											Não é demasiado tarde para o Frederick
											Eu conheci-o no campo de refugiados
de Nyarugusu, na Tanzânia.
											Ele é de Burúndi.
											Queria saber onde é que podia
acabar os estudos.
											Ele tinha 11 anos de escolaridade, 
queria o 12.º ano.
											Ele disse-me: ""Eu rezo para que
os meus dias não acabem aqui,
											""num campo de refugiados.""
									","
											No es tarde para personas como Frederick.
											Lo conocí en el campo de refugiados
Nyarugusu en Tanzania.
											Es de Burundi.
											Quería saber dónde podía
terminar sus estudios.
											Había terminado 11 años de estudios.
Quería pasar al duodécimo.
											Me dijo: ""Rezo para que mis días 
no terminen aquí,
											en este campo de refugiados"".
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And it's not too late for Halud.
											Her parents were Palestinian refugees
											living in the Yarmouk refugee camp
outside Damascus.
											She was born to refugee parents,
											and now she's a refugee
herself in Lebanon.
											She's working for the International
Rescue Committee to help other refugees,
											but she has no certainty at all
											about her future,
											where it is or what it holds.
									","
											Et il n'est pas trop tard pour Halud.
											Ses parents étaient
des réfugiés palestiniens
											qui vivaient dans le camp de réfugiés
de Yarmouk, à côté de Damas.
											Ses parents étaient des réfugiés
											et elle est réfugiée à son tour, au Liban.
											Elle travaille pour l'International Rescue
Committee et aide d'autres refugiés,
											mais elle n'a aucune certitude
											quant à son avenir,
											où il sera, ce qu'il sera.
									","
											Für Halud ist es nicht zu spät.
											Ihre Eltern waren
palästinensische Flüchtlinge,
											sie lebten im Yarmouk-Flüchtlingslager
außerhalb von Damaskus.
											Ihre Eltern waren Flüchtlinge,
											und jetzt ist sie selbst
ein Flüchtling im Libanon.
											Sie arbeitet für das International Rescue
Committee, um Flüchtlingen zu helfen,
											aber sie war sich ihrer
eigenen Zukunft nicht sicher,
											wo sie ist oder was sie bereithält.
									","
											Halud için de çok geç değil.
											Ebeveynleri Şam dışında 
yaşayan
											Filistinli mültecilerdi.
											Mülteci bir aileye doğmuş
											ve şimdi kendisi de Lübnan'da
bir mülteci olarak yaşamakta.
											O, şu anda International Rescue
Committee'de diğer mültecilere
											yardımcı olmak için çalışıyor,
											fakat gelecek için,
nerede ve nasıl olacağı
											hakkında bir güvencesi yok.
									","
											E não é demasiado tarde para a Halud.
											Os pais dela eram refugiados palestinianos
											a viver no campo de refugiados 
de Jarmuque fora de Damasco
											Ela é filha de pais refugiados,
											e agora é ela mesma refugiada no Líbano.
											Ela trabalha para o Comité Internacional
de Resgate para ajudar refugiados,
											mas ela não tem qualquer certeza
											quanto ao seu futuro,
											onde será ou o que lhe trará.
									","
											Y no es muy tarde para Halud.
											Sus padres eran refugiados palestinos
											que vivían en el campo de refugiados
Yarmouk fuera de Damasco.
											Sus padres eran refugiados
											y ahora ella es
una refugiada en el Líbano.
											Trabaja para el Comité Internacional
de Rescate que ayuda a otros refugiados,
											pero no tiene ninguna certeza
											acerca de su futuro,
											dónde o cómo será.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											This talk is about Frederick, about Halud
											and about millions like them:
											why they're displaced,
											how they survive, what help they need
and what our responsibilities are.
											I truly believe this,
											that the biggest question
in the 21st century
											concerns our duty to strangers.
											The future ""you"" is about your duties
											to strangers.
											You know better than anyone,
											the world is more connected
than ever before,
											yet the great danger
											is that we're consumed by our divisions.
											And there is no better test of that
											than how we treat refugees.
									","
											Mon intervention est pour Frederick, Halud
											et pour les millions comme eux :
											pourquoi ils sont déplacés,
											comment ils survivent,
quels sont leurs besoins,
											quelles sont nos responsabilités.
											Je crois sincèrement
											que la question
la plus importante du XXIe siècle
											est celle de nos devoirs
envers les autres.
											Notre « futur moi » est notre devoir
											envers les autres.
											Vous le savez mieux que quiconque,
											le monde n'a jamais été aussi connecté
											et pourtant le grand danger
											est que nous sommes divisés comme jamais.
											La meilleure preuve en est
											notre manière de traiter les réfugiés.
									","
											Dieser Vortrag handelt
von Frederick, von Halud
											und einer Million anderer wie sie:
											warum sie vertrieben wurden,
											wie sie überleben, welche Hilfe sie
brauchen und was unsere Pflichten sind.
											Ich glaube ganz fest daran,
											dass die wichtigste Frage
des 21. Jahrhunderts
											unsere Pflicht gegenüber Fremden betrifft.
											Das zukünftige ""Du""
handelt von Ihren Pflichten
											gegenüber Fremden.
											Sie wissen besser, als jeder andere,
											dass die Welt stärker
verbunden ist als je zuvor.
											Die große Gefahr ist jedoch,
											dass wir durch unsere
Unterschiede verzehrt werden.
											Und dafür gibt es keinen besseren Test
											als der Umgang mit Flüchtlingen.
									","
											Bu konuşma Frederick ve Halud
											ve onlar gibi olan milyonlar hakkında:
											neden yerlerinden oluyorlar,
nasıl hayatta kalıyorlar,
											neye ihtiyaçları var
ve bizlere düşen sorumluluklar nedir.
											Şuna gerçekten inanıyorum ki,
											21. yüzyılın en büyük sorusu
											başkalarına olan 
sorumluluğumuzla ilgilidir.
											Gelecek ''sen,'' başkalarına
											olan sorumluluklarımız hakkındadır.
											Herkesten daha iyi bilirsiniz
											dünya hiç olmadığı kadar 
bağlantılı,
											fakat en tehlikeli olan
											farklılıklarımıza kafamızı
takmış durumda oluşumuz.
											Ve bunu gösteren en iyi örnek ise
											mültecilere nasıl davrandığımızdır.
									","
											Esta palestra é sobre o Frederick, a Halud
											e sobre milhões de outros como eles:
											porque é que são deslocados,
											como é que sobrevivem,
qual é a ajuda que precisam
											e quais são as nossas responsabilidades.
											Eu acredito verdadeiramente
											que a grande questão do século XXI
											é sobre o nosso dever para com estranhos.
											O futuro ""tu"" é sobre os teus deveres
											para com estranhos.
											Vocês sabem como ninguém
											que o mundo está mais ligado do que nunca,
											no entanto, o grande perigo
											é que sejamos consumidos 
pelas nossas divisões.
											E não há melhor teste
											do que a forma como tratamos
os refugiados.
									","
											Esta charla es sobre Frederick, Halud,
											y millones más como ellos:
											la razón por la que son desplazados,
											cómo sobreviven, qué ayuda necesitan
y cuáles son nuestras responsabilidades.
											Realmente creo
											que la cuestión
más importante del siglo XXI
											es nuestro deber hacia el prójimo.
											Seremos lo que hagamos por el prójimo
											Uds. saben mejor que nadie que el mundo
está mucho más conectado que nunca antes,
											pero aún así, el mayor peligro
											es que nuestras divisiones nos consumen.
											Y la mejor evidencia está en la manera
en que tratamos a los refugiados.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Here are the facts: 65 million people
											displaced from their homes
by violence and persecution last year.
											If it was a country,
											that would be the 21st
largest country in the world.
											Most of those people, about 40 million,
stay within their own home country,
											but 25 million are refugees.
											That means they cross a border
into a neighboring state.
											Most of them are living in poor countries,
											relatively poor or lower-middle-income
countries, like Lebanon,
											where Halud is living.
											In Lebanon, one
in four people is a refugee,
											a quarter of the whole population.
									","
											Voici les faits : 65 millions de personnes
											ont dû fuir à cause de violences
ou de persécutions l'an dernier.
											Si c'était la population d'un pays,
											ce pays serait le 21ème pays
le plus peuplé au monde.
											La plupart d'entre eux, 40 millions,
restent dans leur propre pays,
											mais 25 millions sont des réfugiés.
											Ils traversent une frontière
pour aller dans un pays voisin.
											La plupart vivent dans des pays pauvres
											ou avec un revenu moyen faible,
comme le Liban,
											là où se trouve Halud.
											Au Liban, une personne
sur quatre est un réfugié,
											un quart de la population du pays.
									","
											Hier sind die Fakten:
65 Millionen Menschen
											wurden letztes Jahr durch Verfolgung
und Gewalt aus ihrer Heimat vertrieben.
											Wäre es ein Land,
											wäre es das größte Land
der Welt im 21. Jahrhundert.
											Die meisten dieser Menschen, ca. 40 Mio.,
bleiben in ihrem Heimatland,
											aber 25 Millionen sind Flüchtlinge,
											d. h. sie übertreten Grenzen
zu einem Nachbarstaat.
											Die meisten leben in armen Ländern,
											relativ arme Länder oder mit niedrigem
mittleren Einkommen, wie dem Libanon,
											wo Halud lebt.
											Im Libanon ist einer von vier
Menschen ein Flüchtling,
											ein Viertel der Gesamtbevölkerung.
									","
											İşte size gerçekler: 65 milyon insan

											geçtiğimiz yıl evinden şiddet ve zulüm 
gördükleri için ayrıldı.
											Eğer bu bir ülke olsaydı,
											bu nüfusla dünyanın 21. en büyük
ülkesi olurdu.
											Bu insanların birçoğu, yaklaşık 40 milyonu
kendi ülkelerinde kalıyorlar,
											ama 25 milyonu mülteci oluyor.
											Bu da komşu bir ülkenin
sınırını geçtikleri anlamına geliyor.
											Birçoğu fakir ülkelerde yaşıyorlar
											fakir veya orta-düzey gelirli
Lübnan gibi ülkelerde,
											Halud'un yaşadığı gibi.
											Lübnan'da, her dört kişiden
biri mültecidir,
											yani tüm nüfusun dörtte biri
kadar.
									","
											Estes são os factos:
65 milhões de pessoas
											deslocadas das suas casas devido a
violência e perseguição em 2016.
											Se fosse um país,
											seria o 21.º maior país do mundo.
											A maioria dessas pessoas, cerca de 
40 milhões, ficam no seu país de origem,
											mas 25 milhões são refugiados.
											Isso significa que atravessam a fronteira
para um estado vizinho.
											A maioria está a viver em países pobres,
											relativamente pobres ou de rendimento
médio-baixo, como o Líbano,
											onde a Halud vive.
											No Líbano, uma em cada quatro 
pessoas é um refugiado,
											um quarto do total da população.
									","
											He aquí las cifras: el año pasado,
65 millones de personas
											fueron desplazadas de sus hogares
por la violencia y la persecución.
											Si fuera un país
											ocuparía la posición número 21
de los países más grandes del mundo.
											La mayoría de esas personas, 
unos 40 millones, se quedan en sus países
											pero 25 millones se vuelven refugiados.
											Eso significa que cruzan la frontera
hacia un país vecino.
											La mayoría vive en países pobres,
											relativamente pobres o de bajos
a medios ingresos, como el Líbano,
											donde vive Halud.
											En el Líbano, una de cuatro
personas es un refugiado,
											un cuarto de la población total.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And refugees stay for a long time.
											The average length of displacement
											is 10 years.
											I went to what was the world's
largest refugee camp, in eastern Kenya.
											It's called Dadaab.
											It was built in 1991-92
											as a ""temporary camp""
for Somalis fleeing the civil war.
											I met Silo.
											And naïvely I said to Silo,
											""Do you think you'll ever
go home to Somalia?""
											And she said, ""What do you mean, go home?
											I was born here.""
											And then when I asked the camp management
											how many of the 330,000 people
in that camp were born there,
											they gave me the answer:
											100,000.
											That's what long-term displacement means.
									","
											Les réfugiés y vivent très longtemps.
											En moyenne, leur situation
											dure dix ans.
											Je suis allé dans ce qui fut le camp
le plus grand au monde, au Kenya.
											Il s'appelait Dadaab.
											Il a été construit en 1991-1992,
											« à titre provisoire » pour les Somaliens
qui fuyaient la guerre civile.
											J'y ai rencontré Silo.
											Et naïvement, je lui ai demandé
											si elle pensait rentrer un jour
chez elle en Somalie.
											Elle m'a répondu :
« Chez moi, en Somalie ?
											Je suis née ici. »
											Quand j'ai demandé au directeur du camp
											combien de personnes
sur les 330 000 étaient nées ici,
											il m'a répondu :
											100 000.
											Voilà ce que signifie « long terme ».
									","
											Flüchtlinge bleiben eine lange Zeit.
											Die durchschnittliche
Dauer der Vertreibung
											beträgt 10 Jahre.
											Ich ging zum weltweit größten
Flüchtlingslager in Ostkenia.
											Es heißt Dadaab.
											Es wurde 1991–1992
											als ""temporäres Lager"" für Somalis erbaut,
die vor dem Bürgerkrieg flohen.
											Ich traf Silo.
											Ich sagte ahnungslos zu Silo:
											""Denkst du, du wirst je
nach Somalia zurückkehren?""
											Sie sagte: ""Was meinst du mit heimkehren?
											Ich wurde hier geboren.""
											Und als ich die Lagerleitung fragte,
											wie viele der 330 000 Menschen
im Lager geboren waren,
											gaben sie mir diese Antwort:
											100 000.
											Das ist mit langfristiger
Vertreibung gemeint.
									","
											Ve mülteciler uzun zaman
kalıyorlar.
											Ortalama evsiz kalışları
											10 yıl.
											Dünya'daki en büyük mülteci
kampına, doğu Kenya'daki
											Dadaab'a gittim.
											1991-1992'de
											sivil savaştan kaçan Somalililer için,
''geçici bir kamp'' olarak kurulmuştu.
											Silo ile tanıştım.
											Toy bir şekilde Silo'ya şunu
sordum:
											''Sence evine, Somali'ye geri
dönebilecek misin?''
											O da dedi ki: ''Eve gitmek, ne demek?
											Ben burada doğdum.''
											Sonra kamp yönetimine
kamptaki 330.000 insandan
											kaçının kampta doğduğunu
sorduğumda,
											bana şu cevabı verdiler:
											100.000.
											Bu uzun süreli göçmenliğin anlamı.
									","
											E os refugiados ficam durante muito tempo.
											A média de tempo de deslocação
											é de 10 anos.
											Eu fui ao que era então o maior campo
de refugiados do mundo, no Quénia Oriental
											Chama-se Dadaab.
											Foi construído em 1991/1992
											como um ""campo temporário"" 
para os somali fugirem da guerra civil.
											Conheci a Silo.
											E ingenuamente perguntei à Silo:
											""Achas que vais voltar para casa, 
na Somália?""
											E ela respondeu: ""Voltar para casa?
											""Eu nasci aqui.""
											E quando perguntei à administração 
do campo
											quantas das 330 mil pessoas daquele campo
nasceram lá,
											Eles deram-me a resposta:
											100 mil.
											Isto é o que significa
""deslocação de longo prazo"".
									","
											Y los refugiados se quedan
por un largo tiempo.
											El tiempo promedio que se es refugiado
											es 10 años.
											Visité al que era el campo de refugiados
más grande del mudo, al este de Kenia.
											Se llama Dadaab.
											Se construyó en 1991-1992
											como un ""campo temporal"" para los somalíes
que huían de la guerra civil.
											Allí conocí a Silo,
											e ingenuamente, le pregunté:
											""¿Crees que algún día volverás
a tu hogar en Somalia?""
											Me contestó: ""¿A qué te refieres
con volver a casa?
											Yo nací aquí"".
											Y cuando le pregunté
a los directores del campo
											cuántas de las 330 000 personas
en el campo habían nacido allí,
											esta fue su respuesta:
											100 000.
											Eso es lo que significa
el desplazamiento a largo plazo.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Now, the causes of this are deep:
											weak states that can't
support their own people,
											an international political system
											weaker than at any time since 1945
											and differences over theology, governance,
engagement with the outside world
											in significant parts of the Muslim world.
											Now, those are long-term,
generational challenges.
											That's why I say that this refugee crisis
is a trend and not a blip.
											And it's complex, and when you have
big, large, long-term, complex problems,
											people think nothing can be done.
									","
											Les causes sont profondes :
											les États faibles ne peuvent pas
aider leur propre peuple,
											un système politique international
											qui n'a jamais été
aussi faible depuis 1945
											et des différences sur la théologie,
la gouvernance et la diplomatie
											dans de nombreux endroits
du monde musulman.
											Ce sont des problèmes de long terme,
à l'échelle d'une génération.
											C'est pourquoi je pense que la crise
des réfugiés est là pour durer.
											Elle est complexe et quand les problèmes
sont grands, long terme et complexes,
											les gens pensent qu'on ne peut rien faire.
									","
											Die Gründe dafür sind tiefgehend:
											schwache Staaten, die ihre eigenen
Leute nicht unterstützen können,
											ein internationales politisches System,
											das schwächer ist,
wie seit 1945 nicht mehr,
											und Differenzen über Theologie, Regierung,
											Engagement in der Außenwelt,
in wichtigen Teilen der muslimischen Welt.
											Das sind langfristige
Herausforderungen für Generationen.
											Daher sage ich, die Flüchtlingskrise
ist ein Trend und kein Aufflackern.
											Sie ist komplex, und wenn man große,
langfristige, komplexe Probleme hat,
											glauben alle, dass man nichts tun kann.
									","
											Bunun nedenleri derin:
											zayıf devletler, kendi halklarını
destekleyemiyor
											ve uluslarası politik sistem
											1945'ten bu yana olduğu en zayıf halde
											ve Müslüman ülkeler arasında 
teolojik, yönetim farklılıkları
											ve dış dünyayla ilişkilerinde
farklılıklar var.
											Bunlar uzun vadeli
kuşaksal sorunlar.
											Bu yüzden mülteci krizinin 
bir eğri olduğunu,
											tek bir nokta olmadığını söylüyorum.
											Ve karmaşık, büyük, geniş, uzun vadeli
sorunlarınız olduğunda,
											yapılabilecek hiçbirşey 
olmadığını düşünüyorlar.
									","
											Agora, as causas disto são profundas:
											estados enfraquecidos
que não conseguem apoiar os seus povos,
											um sistema político internacional
											mais fraco do que nunca desde 1945,
											e diferenças em relação à teologia, 
governação e ligação com o mundo exterior
											em partes importantes do mundo muçulmano.
											Agora, estes são desafios a longo prazo,
de gerações.
											Daí dizer que a crise dos refugiados
é a tendência e não um episódio singular.
											E é complexo e quando temos problemas
grandes, a longo prazo, e complexos,
											as pessoas pensam
que ""não há nada a fazer"".
									","
											Las causas son profundas:
											estados débiles que no pueden
ayudar a su propia gente,
											un sistema político internacional
											mucho más débil que en cualquier
otra época desde 1945,
											y las diferencias en teología, 
las formas de gobierno
											y la relación con el mundo exterior,
en una gran parte del mundo islámico.
											Esos son desafíos
generacionales a largo plazo.
											Por eso digo que esta crisis
es una tendencia, no algo pasajero.
											Y es complejo, y cuando hay problemas
grandes, complejos y a largo plazo
											la gente piensa que no
se puede hacer nada.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											When Pope Francis went to Lampedusa,
											off the coast of Italy, in 2014,
											he accused all of us
and the global population
											of what he called
""the globalization of indifference.""
											It's a haunting phrase.
											It means that our hearts
have turned to stone.
											Now, I don't know, you tell me.
											Are you allowed to argue with the Pope,
even at a TED conference?
											But I think it's not right.
											I think people do want
to make a difference,
											but they just don't know whether
there are any solutions to this crisis.
											And what I want to tell you today
											is that though the problems are real,
the solutions are real, too.
									","
											Quand le Pape François
est venu à Lampedusa,
											en 2014,
											il nous a accusés, nous tous,
les habitants du monde,
											de ce qu'il a appelé
« la mondialisation de l'indifférence ».
											Cette phrase me hante.
											Elle signifiait que nous avons
désormais des cœurs de pierre.
											A vrai dire, je ne sais pas.
Qu'en pensez-vous ?
											A-t-on le droit de contredire le Pape,
même à une conférence TED ?
											Mais je pense que c'est inexact.
											Je pense que les gens veulent
faire quelque chose,
											mais ils ne savent pas comment
trouver une solution à cette crise.
											Ce que je tiens à vous dire aujourd'hui,
											c'est que, si les problèmes existent,
les solutions aussi.
									","
											Als Papst Franziskus 2014
nach Lampedusa ging,
											an die Küste Italiens,
											warf er uns allen, der Weltbevölkerung,
											eine ""Globalisierung
der Gleichgültigkeit"" vor.
											Dieser Satz verfolgt einen.
											Es bedeutet, dass unsere
Herzen aus Stein sind.
											Ich bin nicht sicher,
vielleicht wissen Sie das.
											Darf man mit dem Papst streiten,
auch auf einer TED-Konferenz?
											Aber ich denke, es stimmt nicht.
											Ich denke, Menschen
wollen etwas verändern,
											aber sie wissen einfach nicht,
ob es eine Lösung für die Krise gibt.
											Und heute will ich Ihnen sagen,
											dass die Probleme zwar real sind,
aber die Lösungen sind es auch.
									","
											Papa Francis İtalya kıyısı Lampedusa'ya
											2014 yılında gittiğinde,
											hepimizi ve küresel nüfusu
''küresel duyarsızlıkla''
											suçlamıştı.
											Bu ağır bir itham.
											Kalplerimizin taş kesildiği
anlamına geliyor.
											Ben bilmiyorum, bunu siz bana anlatın.
											Papa'yla tartışmak, 
hele TED gibi bir yerde uygun olur mu?
											Ama bence bu doğru değil.
											Bence insanlar bir farklılık
yapmak istiyor,
											ama sadece bu krize bir çözüm olup
olmadığını bilmiyorlar.
											Bugün size söylemek istediğim,
											sorunlarımız ne kadar gerçekse,

											çözümlerimizin de 
o kadar gerçek olduğudur.
									","
											Quando o papa Francisco foi a Lampedusa,
											na costa de Itália, em 2014,
											ele acusou-nos a todos, 
e à população mundial
											do que ele chamou de 
""globalização da indiferença.""
											É uma frase assombrosa.
											Significa que os nossos corações 
se transformaram em pedra.
											Agora, não sei, digam-me.
											É permitido discordar do papa,
mesmo numa conferência TED?
											Mas eu não concordo.
											Acho que as pessoas querem
fazer a diferença,
											Mas não sabem se há alguma solução
para esta crise.
											O que eu vos quero dizer hoje
											é que apesar dos problemas serem reais,
as soluções também o são.
									","
											Cuando el Papa Francisco visitó Lampedusa,
											en la costa de Italia, en el 2014,
											nos acusó a todos y a la población mundial
											de lo que llamó ""la globalización
de la indiferencia"".
											Es una frase escalofriante.
											Significa que nuestros corazones
se han vuelto de piedra.
											Ahora, no sé, díganme ustedes,
											¿podemos discutir con el Papa
aun cuando sea una conferencia TED?
											Aun así creo que no tiene razón.
											Creo que la gente quiere
hacer una diferencia
											solo que no saben si hay
alguna solución a la crisis.
											Y lo que vengo a decirles hoy
											es que aun cuando los problemas 
son reales, también lo son las soluciones.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Solution one:
											these refugees need to get into work
in the countries where they're living,
											and the countries where they're living
need massive economic support.
											In Uganda in 2014, they did a study:
											80 percent of refugees
in the capital city Kampala
											needed no humanitarian aid
because they were working.
											They were supported into work.
									","
											Première solution :
											ces réfugiés doivent trouver du travail
dans les pays d'accueil,
											pays qui auront besoin
d'un soutien financier important.
											En Ouganda, en 2014,
ils ont fait une étude :
											80 % des réfugiés
dans la capitale, Kampala,
											n'avaient pas besoin d'aide
humanitaire : ils avaient un emploi.
											Ils subvenaient à leurs besoins.
									","
											Lösung eins:
											Flüchtlinge müssen in den Ländern,
in denen sie leben, arbeiten können,
											und diese Länder brauchen massive
wirtschaftliche Unterstützung.
											In Uganda führten sie
2014 eine Studie durch:
											80 % der Flüchtlinge
in der Hauptstadt Kampala
											bräuchten keine humanitäre Hilfe,
wenn sie arbeiten würden.
											Sie wurden bei
der Arbeitssuche unterstützt.
									","
											Birinci çözüm:
											Mülteciler yaşadıkları ülkelerde işe
girmeliler
											ve yaşadıkları ülkelerin de 
bu ekonomik desteğe ihtiyacı var.
											2014'te Uganda'da 
bir araştırma yapıldı:
											Başkent Kampala'daki 
mültecilerin yüzde 80i
											çalıştıkları için insani yardıma 
ihtiyaç duymuyordu.
											İş bulmaları için 
desteklenmişlerdi.
									","
											Solução um:
											Estes refugiados precisam de trabalho
nos países onde estão a viver,
											e os países onde estão a viver precisam
de grande apoio económico.
											No Uganda em 2014, fizeram um estudo:
											80% dos refugiados na capital Kampala
											não precisavam de apoio humanitário
porque tinham trabalho.
											Eram apoiados pelo trabalho.
									","
											Solución número uno:
											estos refugiados necesitan trabajar
en los países en los que están viviendo,
											y los países donde viven necesitan
una ayuda económica enorme.
											En el 2014, se hizo un estudio en Uganda:
											el 80 % de los refugiados
en la ciudad capital de Kampala
											no necesitaba ayuda humanitaria
porque tenía trabajo.
											Se les ayudó a conseguir trabajos.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
