pt,en,fr,title,speaker,duration,tags
"
											Mas, para que serve ser tão vistoso?
											Sabemos que esses jovens produzem químicos
de sabor desagradável
											que os ajuda a sobreviver 
na sua longa infância.
											Pensamos que as luzes surgiram 
inicialmente como um aviso,
											um sinal de néon que diz:
											""Tóxico! Afasta-te!""
											a qualquer possível predador.
											Demorou muitos milhões de anos
											antes que essas luzes brilhantes evoluíssem
											num inteligente instrumento de comunicação
											que podia ser usado, 
não só para afastar possíveis predadores,
											mas também para atrair 
possíveis parceiros.
											Impulsionados agora pela seleção sexual
											alguns pirilampos adultos,
											como este macho orgulhoso,
											desenvolveram uma pequena lanterna 
que brilha no escuro
											que os permitirá levar a sua parada nupcial
											a um novo nível.
											Estes adultos só vivem umas semanas,
											e agora estão concentrados única 
e exclusivamente no sexo,
											ou seja, em impulsionar os seus genes
											para a geração seguinte de pirilampos.
											Podemos seguir este macho até ao campo
											enquanto ele se junta 
a centenas de outros machos
											que estão todos a mostrar 
os seus novos sinais de parada nupcial.
											É incrível pensar que 
as exibições luminosas
											que admiramos,
											aqui e em qualquer lugar no mundo,
											são, na verdade, 
canções de amor silenciosas
											de pirilampos machos.
											Estão a voar e a cintilar os seus corações.
											Continuo a achar isso muito romântico.
									","
											But what's the point
											to being so conspicuous?
											Well, we know that these juveniles
											make nasty-tasting chemicals
											that help them survive their extended childhood,
											so we think these lights first evolved as a warning,
											a neon sign that says, ""Toxic! Stay away!""
											to any would-be predators.
											It took many millions of years
											before these bright lights
											evolved into a smart communication tool
											that could be used not just to
ward off potential predators
											but to bring in potential mates.
											Driven now by sexual selection,
											some adult fireflies
											like this proud male
											evolved a shiny new glow-in-the-dark lantern
											that would let them take courtship
											to a whole new level.
											These adults only live a few weeks,
											and now they're single-mindedly focused on sex,
											that is, on propelling their genes
											into the next firefly generation.
											So we can follow this male out into the field
											as he joins hundreds of other males
											who are all showing off their new courtship signals.
											It's amazing to think that the luminous displays
											we admire
											here and in fact everywhere around the world
											are actually the silent love songs
											of male fireflies.
											They're flying and flashing their hearts out.
											I still find it very romantic.
									","
											Mais quel est l’intérêt
											d'être si voyant ?
											Sont fabriquées, pendant cette jeunesse,
											des substances chimiques
au goût désagréable
											qui les aident à survivre
durant leur croissance.
											Nous pensons que ces lumières 
servent d'abord d'avertissement,
											un panneau lumineux disant : 
« Toxique, n'approchez pas ! »
											s'adressant à de possibles prédateurs.
											Il a fallu plusieurs millions d'années
											avant que ces lumières
											ne deviennent progressivement
un moyen ingénieux de communication
											qui n'est pas seulement utilisé 
pour repousser les prédateurs
											mais aussi pour attirer 
des partenaires potentiels.
											Motivées maintenant 
par la sélection sexuelle,
											certaines lucioles adultes,
											comme ce fier mâle,
											élaborent une nouvelle lanterne 
qui brille dans le noir
											et qui donne à la sérénade
											une nouvelle dimension.
											Ces adultes ne vivent
que quelques semaines,
											et sont maintenant focalisés 
sur la reproduction sexuelle,
											c'est-à-dire, à propulser leurs gènes
											dans la prochaine génération de lucioles.
											On peut suivre ce mâle sur le terrain,
											où il rejoint des centaines 
d'autres mâles,
											qui montrent leurs nouveaux
signaux de sérénade.
											C'est fascinant de penser 
que ces signaux lumineux,
											que nous admirons ici,
											et partout dans le monde en fait,
											sont en réalité 
les chants d'amour silencieux
											des lucioles mâles.
											Ils volent et brillent 
de tout leur cœur.
											Je trouve toujours ça très romantique.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											Entretanto, onde estão todas as fêmeas?
											Bem, estão-se a espreguiçar lá em baixo
											a avaliar as suas opções.
											Têm muitos machos por onde escolher
											e essas fêmeas são muito exigentes.
											Quando uma fêmea vê uma cintilação
											de um macho especialmente atraente,
											aponta a sua lanterna na direção dele
											e responde com outra cintilação.
											É o seu sinal ""vem cá"".
											Voa para mais perto e ele cintila de novo.
											Se ela ainda gostar dele,
											iniciam uma conversa.
											Estas criaturas demonstram o seu amor
											na linguagem da luz.
									","
											But meanwhile, where are all the females?
											Well, they're lounging down below
											surveying their options.
											They have plenty of males to choose from,
											and these females turn out to be very picky.
											When a female sees a flash
											from an especially attractive male,
											she'll aim her lantern in his direction,
											and give him a flash back.
											It's her ""come hither"" sign.
											So he flies closer and he flashes again.
											If she still likes him,
											they'll strike up a conversation.
											These creatures speak their love
											in the language of light.
									","
											Et pendant ce temps, 
où sont toutes les femelles ?
											Elles se prélassent en bas,
											évaluant leurs possibilités.
											Il y a un grand choix de mâle,
											et ces femelles se relèvent
être très difficiles.
											Lorsqu'une femelle voit un flash
											émanant d'un mâle séduisant,
											elle dirigera sa lanterne en sa direction,
											et lui enverra un flash en retour.
											C'est son signe de « viens ici ».
											Alors il se rapproche et flashe à nouveau.
											S'il lui plaît toujours,
											ils vont engager la conversation.
											Ces créatures expriment leur amour
											dans un langage lumineux.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											O que é que essas fêmeas 
consideram ""sexy""?
											Decidimos fazer uma sondagem 
de opinião aos pirilampos
											para descobrir isso.
											Quando testámos fêmeas, 
usando pisca-piscas LED,
											descobrimos que elas preferem machos
											que têm cintilações mais duradouras.
											(Risos)
											(Aplausos)
											Sei que vocês estão a interrogar-se:
											""O que é que dá a esses machos 
o seu 'sex appeal'""?
											Vamos ver o que acontece 
quando as luzes se apagam.
									","
											So what exactly do these females consider sexy?
											We decided to conduct some firefly opinion polls
											to find out.
											When we tested females using blinking LED lights,
											we discovered they prefer males
											who give longer-lasting flashes.
											(Laughter) (Applause)
											I know you're wondering,
											what gives these males their sex appeal?
											Now we get to see what happens
											when the lights go out.
									","
											Qu'est ce que, concrètement, 
les femelles trouvent sexy ?
											Nous avons décidé de mener un sondage
											pour le découvrir.
											Quand nous avons testé les femelles
à l'aide de LED clignotantes,
											nous avons découvert 
qu'elles préfèrent les mâles
											qui clignotent plus longtemps.
											(Rires)(Applaudissement)
											Je sais que vous vous demandez,
											qu'est ce qui donne 
aux mâles leur sex-appeal ?
											Voyons ce qui se passe
											quand les lumières s'éteignent.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											A primeira coisa que descobrimos
											é que, quando um macho e uma fêmea 
se relacionam assim,
											permanecem juntos toda a noite.
											Quando olhámos para dentro
											para ver o que podia estar a acontecer,
											descobrimos um elemento novo surpreendente
											no sexo dos pirilampos.
											Enquanto acasalam
											o macho está ocupado 
a dar à fêmea o seu esperma
											mas também um pacote cheio de nutrientes,
											chamado o presente nupcial.
											(Risos)
											Podemos ampliar
para ver mais de perto
											este acasalamento.
											Podemos ver o presente
											— mostrado aqui a vermelho —
											no momento em que é passado 
do macho para a fêmea.
											O que torna este presente tão valioso
											é que está cheio de proteínas
											que a fêmea usará 
para alimentar os seus ovos.
											As fêmeas estão de olhos nesse prémio
											quando avaliam um possível companheiro.
											Descobrimos que as fêmeas usam 
os sinais de luzes dos machos
											para tentar prever quais os machos
											que têm o maior presente a oferecer,
											porque este valioso presente 
ajuda a fêmea a pôr mais ovos
											e, assim, a garantir uma prole maior
											para a geração seguinte.
									","
											The first thing we discovered
											is that once a male and female hook up like this,
											they stay together all night long,
											and when we looked inside
											to see what might be happening,
											we discovered a surprising new twist
											to firefly sex.
											While they're mating,
											the male is busy giving the female
											not just his sperm
											but also a nutrient-filled package
											called a nuptial gift.
											We can zoom in to look more closely
											inside this mating pair.
											We can actually see the gift —
											it's shown here in red —
											as it's being passed from the male to the female.
											What makes this gift so valuable
											is that it's packed with protein
											that the female will use to provision her eggs.
											So females are keeping their eyes on this prize
											as they size up potential mates.
											We discovered that females use male flash signals
											to try to predict which males
											have the biggest gifts to offer,
											because this bling helps the female lay more eggs
											and ultimately launch more of her own offspring
											into the next generation.
									","
											La première chose découverte
											est que lorsqu'un mâle 
et une femelle s'accrochent comme ça,
											ils restent ensemble toute la nuit,
											et en regardant dedans
											pour voir ce qu'il se passe,
											nous avons découvert 
un tournant surprenant
											au rapport sexuel des lucioles.
											Pendant qu'ils s'accouplent
											le mâle est occupé à donner,
											non pas simplement son sperme,
											mais également un paquet de nutriments
											appelé le cadeau nuptial.
											Nous pouvons zoomer pour mieux voir
											l'intérieur de cet accouplement.
											Nous pouvons voir le cadeau,
											matérialisé en rouge,
											qui passe du mâle à la femelle.
											Ce qui donne à ce cadeau toute sa valeur
											est qu'il est rempli de protéine
											que la femelle utilisera 
pour nourrir ses œufs.
											Donc les femelles gardent 
un œil sur ce cadeau
											tout en évaluant 
les partenaires potentiels.
											Les femelles utilisent
les signaux des mâles
											pour essayer de prédire lequel
											aura le plus gros cadeau à offrir,
											parce que c'est ce cadeau 
qui l'aidera à pondre plus d’œufs
											et au final lui permettra 
d'avoir plus de descendants
											dans la future génération.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
											Mas nem tudo é carinho e luz.
											O romance do pirilampo é arriscado.
											Na sua maioria, esses pirilampos adultos 
não são comidos
											porque, tal como os jovens,
											podem produzir toxinas que são repelentes
											para os pássaros e outros insetívoros.
											Mas, em determinada altura,
											um grupo especial de pirilampos
											perdeu o mecanismo metabólico
											necessário para fazer 
as suas toxinas protetoras.
											Esta falha evolutiva,
											que foi descoberta 
pelo meu colega Tom Eisner,
											tem levado esses pirilampos
											a usar as suas luzes brilhantes à noite
											com uma intenção traiçoeira.
											Batizadas de ""femmes fatales""
											por Jim Lloyd, outro colega,
											estas fêmeas descobriram como apanhar
											os machos de outras espécies de pirilampos.
											A caça começa com a predadora
											— mostrada aqui à esquerda em baixo —
											sentada muito quieta
											e à escuta da conversa da parada nupcial
											da presa que escolheu.
											Eis como poderá acontecer:
											Primeiro o macho cintila:
											""Gostas de mim?""
											A namorada dele responde: ""Talvez.""
											Ele cintila novamente.
											Mas, desta vez, a predadora 
intervém numa resposta
											que imita habilidosa e exatamente 
o que a outra fêmea disse.
											Não está à procura de amor; 
está à procura de toxinas.
											Se for boa, pode atraí-lo 
suficientemente perto
											para alcançá-lo e agarrá-lo.
											E ele não é só uma refeição ligeira.
											Durante a hora seguinte, 
ela lentamente suga o macho,
											deixando apenas alguns restos sangrentos.
											Incapaz de fazer as suas toxinas,
											essas fêmeas recorrem a beber o sangue
											de outros pirilampos 
para obter esses químicos protetores.
											Portanto, uma pirilampo vampira,
											criada pela seleção natural.
									","
											So it's not all sweetness and light.
											Firefly romance is risky.
											For the most part, these adult fireflies
											don't get eaten because like their juveniles
											they can manufacture toxins that are repellent
											to birds and other insectivores,
											but somewhere along the line,
											one particular group of fireflies
											somehow lost the metabolic machinery
											needed to make their own protective toxins.
											This evolutionary flaw,
											which was discovered by my colleague Tom Eisner,
											has driven these fireflies
											to take their bright lights out into the night
											with treacherous intent.
											Dubbed ""femme fatales""
											by Jim Lloyd, another colleague,
											these females have figured out how to target
											the males of other firefly species.
											So the hunt begins with the predator —
											she's shown here in the lower left —
											where she's sitting quietly
											and eavesdropping on the courtship conversation
											of her intended prey,
											and here's how it might go.
											First the prey male flashes, ""Do you love me?""
											His own female responds, ""Maybe.""
											So then he flashes again.
											But this time, the predator sneaks in a reply
											that cleverly mimics exactly
what the other female just said.
											She's not looking for love: she's looking for toxins.
											If she's good, she can lure this male close enough
											to reach out and grab him,
											and he's not just a light snack.
											Over the next hour, she slowly
											exsanguinates this male
											leaving behind just some gory remains.
											Unable to make their own toxins,
											these females resort to drinking the blood
											of other fireflies to get these protective chemicals.
											So a firefly vampire,
											brought to you by natural selection.
									","
											Cependant tout n'est pas joli et lumineux.
											La romance des lucioles est risquée.
											Pour la majeure partie, 
ces lucioles adultes
											ne se font pas manger parce que,
comme à l'adolescence,
											elles peuvent produire 
es toxines qui repoussent
											les oiseaux et autres insectivores.
											Mais il y a en marge,
											un groupe particulier de lucioles
											qui n'ont pas cette capacité
											à produire elles-mêmes 
ces toxines protectrices.
											Ce défaut dans l'évolution,
											découvert par mon collègue Tom Eisner,
											conduit les lucioles
											à briller dans la nuit
											avec de mauvaises intentions.
											Surnommées « femmes fatales »
											par un autre de mes collègues, Jim Lloyd,
											ces femelles ont découvert comment cibler
											les mâles d'autres espèces de lucioles.
											La chasse commence avec le prédateur
											- elle est représentée en bas à gauche -
											où elle est assise tranquillement
											et écoute la sérénade
											de sa proie,
											et voici comment ça pourrait se passer.
											D'abord le mâle, qui est la proie,
flashe « Est-ce que tu m'aimes ? »
											Sa femelle répond : « Peut-être ».
											Alors il flashe à nouveau.
											Mais en même temps,
la luciole prédatrice glisse une réponse
											qui recopie astucieusement 
ce que l'autre femelle disait.
											Elle ne cherche pas l'amour 
mais des toxines.
											Si elle est douée, elle peut attirer
le mâle suffisamment près
											pour l'atteindre et l'attraper,
											et il ne sera pas qu'un petit goûter.
											Pendant l'heure qui suit,
											elle le vide lentement de son sang
											laissant uniquement 
quelques restes sanglants.
											Incapables de produire 
leurs propres toxines,
											ces femelles boivent le sang
											d'autres lucioles pour se protéger.
											Ainsi, nous avons des lucioles-vampires
											créées par la sélection naturelle.
									",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
"
","
","
",The loves and lies of fireflies,Sara Lewis,13:51,"biology,evolution,insects"
