es,pt,tr,en,de,title,speaker,duration,tags
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											Aquí uno de los culpables.
											Esta es la letra SHeen,
											que produce un sonido creemos como SH: “sh”.
											Es la primera letra
											de la palabra shalan,
											que significa “algo”
											tal como en inglés la palabra “something” (algo):
											algo indefinido, desconocido.
									","
											Aqui temos um desses culpados.
											Esta é a letra ""sheen"",
											e faz o som que pensamos
como sh — ""ch"".
											É também a primeira letra
											da palavra ""shayun""
											que significa ""algo""
											tal como a palavra ""algo"",
											qualquer coisa desconhecida, indefinida.
									","
											İşte suçlulardan biri.
											Bu şīn harfi
											ve bizim dilimizde ş harfinin 
çıkardığı sese karşılık geliyor — ""ş""
											Aynı zamanda ""bir şey"" anlamına
											gelen ""şayun"" kelimesinin
											baş harfi.
											Tıpkı İngilizce'deki tanımlanmamış, 
bilinmeyen şey
											anlamındaki ""something"" kelimesi gibi.
									","
											Here's one of the culprits.
											This is the letter sheen,
											and it makes the sound we think of as SH — ""sh.""
											It's also the very first letter
											of the word shayun,
											which means ""something""
											just like the the English word ""something"" —
											some undefined, unknown thing.
									","
											Hier ist einer der Übeltäter.
											Der Buchstabe SHeen,
											und er steht für den Ton, den wir für ""sch"" halten – ""sch"".
											Es ist auch der erste Buchstabe
											des Wortes ""shalan"",
											was ""etwas"" bedeutet.
											Es steht wie das englische Äquivalent ""something""
											für irgendeine unbekannte, undefinierte Sache.
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											En árabe
											podemos hacer esto definido
											adicionando el artículo definido “al”.
											Así esto es al-shalan:
											la cosa desconocida.
											Y esta es una palabra que aparece a lo largo de la primera matemática,
											como en esta derivación de raíces del siglo X.
									","
											Ora, em árabe,
											podemos tornar isto definido
											adicionando o artigo definido ""al"".
											Portanto, isto é ""al-shayun""
											a coisa desconhecida.
											Esta é uma palavra que aparece
nos primórdios da matemática,
											tal como nestas derivadas de raízes
do século X.
									","
											Arapça'da bu kelimeyi
											belirli tanımlık edatı -""al""-
											ekleyerek belirleyebiliriz.
											Şimdi al-şayun oldu;
											""bilinmeyen şey""
											Ve bu kelime matematiğin 
ilk zamanlarından beri mevcut,
											tıpkı bu 10. yüzyıldan kalan 
kök almada olduğu gibi.
									","
											Now in Arabic,
											we can make this definite
											by adding the definite article ""al.""
											So this is al-shayun —
											the unknown thing.
											And this is a word that appears throughout early mathematics,
											such as this 10th-century derivation of roots.
									","
											Im Arabischen
											können wir es bestimmt machen,
											indem wir den bestimmten Artikel ""al"" hinzufügen.
											Das wäre dann ""al-shalan"" –
											die unbekannte Sache.
											Und das ist ein Wort, das überall in der frühen Mathematik auftaucht,
											wie hier beim Bilden von Wurzeln im 10. Jahrhundert.
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											El problema de los profesores medievales españoles
											que tenían la tarea de traducir este material
											es que la letra SHeen y la palabra shalan
											no podían llevarse al español
											porque el español no tiene esta SH,
											este sonido “sh”.
											Por convención,
											crearon una regla por la que
											tomaron prestado el sonido CK, “ck”,
											del griego clásico
											en la forma de la letra Ji.
									","
											O problema para os estudiosos
medievais espanhóis
											que tinham a tarefa
de traduzir este material
											é que a letra ""sheen"" e a palavra ""shayun""
											não podem ser passadas
para o espanhol
											porque o espanhol não tem o 'sh',
											aquele som ""ch"".
											Portanto, por acordo,
											criaram uma regra em que
aproveitaram o som CK, o som ""k"",
											do grego clássico
											na forma da letra K.
									","
											Ortaçağın bu kaynakları 
tercüme etmekle görevli
											bilginlerinin sorunu, şīn harfinin
											ve şayun kelimesinin
											İspanyolca'ya çevirilememesiydi.
											Çünkü İspanyolca'da bu ş harfi
											ya da ""ş"" sesi mevcut değildi.
											Böylece kurul tarafından,
											CK sesinin; ""k"" sesinin
											alınıp, Antik Yunanca'nın
											Kai harfine dönüştürüldüğü
											bir kural ortaya attılar.
									","
											The problem for the Medieval Spanish scholars
											who were tasked with translating this material
											is that the letter sheen and the word shayun
											can't be rendered into Spanish
											because Spanish doesn't have that SH,
											that ""sh"" sound.
											So by convention,
											they created a rule in which
											they borrowed the CK sound, ""ck"" sound,
											from the classical Greek
											in the form of the letter Kai.
									","
											Das Problem für die spanischen Gelehrten im Mittelalter,
											die dieses Material übersetzen sollten, war,
											dass der Buchstabe SHeen und das Wort ""shalan""
											nicht ins Spanische übertragen werden können,
											denn Spanisch verfügt über kein ""Sch"",
											dieses ""sch""-Geräusch.
											Also einigten sie sich darauf,
											in diesen Fällen
											den Ton ""CK"" zu leihen, ""ck"",
											aus dem klassischen Griechisch
											in der Form des Buchstaben Kai.
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											Más tarde cuando este material se tradujo
											a la lengua común europea,
											es decir, al latín
											simplemente reemplazaron la griega Ji
											por la X latina.
											Y una vez que esto pasó,
											una vez que el material estuvo en latín,
											fue el fundamento de los textos de matemáticas
											por cerca de 600 años.
									","
											Mais tarde, quando o material
foi traduzido,
											numa língua europeia comum,
											que era o latim,
											substituíram simplesmente o K grego
											pelo X latino.
											E quando isso aconteceu,
											depois de o material estar em latim,
											formou-se a base dos manuais matemáticos
											durante quase 600 anos.
									","
											Sonradan bu kaynaklar herhangi bir
											ortak Avrupa diline,
											yani Latince'ye çevirilirken
											Yunan Kai harfinin yerine
											Latin X harfini koydular.
											Ve bu olduğunda,
											söz konusu materyal Latince'ye çevrildiğinde,
											matematik kitaplarının 
neredeyse 600 yıllık
											temeli oluşmuş oldu.
									","
											Later when this material was translated
											into a common European language,
											which is to say Latin,
											they simply replaced the Greek Kai
											with the Latin X.
											And once that happened,
											once this material was in Latin,
											it formed the basis for mathematics textbooks
											for almost 600 years.
									","
											Später, als das Material in eine gemeinsame
											europäische Sprache übersetzt wurde,
											will sagen Latein,
											ersetzten sie den Buchstaben Kai einfach
											mit dem lateinischen X.
											Und sobald das passiert war,
											sobald das Material lateinisch war,
											formte es fast 600 Jahre lang die Basis
											für mathematische Textbücher.
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											Pero ahora les tengo la respuesta a nuestra pregunta.
											¿Por qué la X es la incógnita?
											X es la incógnita
											porque no se puede decir “sh” en español.
											(Risas)
											Y pensé que valía la pena compartir esto.
									","
											Mas agora temos a resposta
para a nossa pergunta.
											Porque é que o ""x"" é o desconhecido?
											O ""x"" é o desconhecido
											porque não se consegue
dizer ""ch"" em espanhol.
											(Risos)
											Pensei que valia a pena partilhar isso.
									","
											Şu anda sorumuzun cevabını biliyoruz.
											Bilinmeyen neden X?
											X bilinmeyen,
											çünkü İspanyolca'da ""ş"" diyemiyorsunuz.
											(Gülüşmeler)
											Bunun paylaşmaya değer olduğunu düşündüm.
									","
											But now we have the answer to our question.
											Why is it that X is the unknown?
											X is the unknown
											because you can't say ""sh"" in Spanish.
											(Laughter)
											And I thought that was worth sharing.
									","
											Und jetzt haben wir die Antwort auf unsere Frage.
											Wieso steht X für das Unbekannte?
											X ist das Unbekannte,
											weil es im Spanischen kein ""sch"" gibt.
											(Lachen)
											Und ich dachte, das lohnt sich weiterzuverbreiten.
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Beifall)
									",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
"
","
","
","
","
",Why is 'x' the unknown?,Terry Moore,3:57,"culture,history,language,math"
